pitcher,year,prior_career_fp_per_start,prior_career_gs
680686,2021,,0
680686,2022,9.307692307692305,13
680686,2023,9.30731707317073,41
680694,2022,,0
680694,2023,9.043478260869565,23
680694,2026,12.045283018867924,53
680730,2024,,0
680730,2025,10.135714285714284,28
680732,2025,,0
680732,2026,6.731818181818181,22
680736,2026,,0
680739,2022,,0
680885,2024,,0
680885,2025,14.139999999999995,20
681190,2024,,0
681190,2025,6.189999999999999,20
681190,2026,7.5608695652173905,46
681293,2024,,0
681293,2026,10.870370370370368,27
681343,2025,,0
681343,2026,10.56551724137931,29
681347,2025,,0
681347,2026,9.978947368421052,19
681517,2026,,0
681857,2023,,0
681857,2024,11.06111111111111,18
681857,2025,11.039999999999997,40
681867,2024,,0
682052,2025,,0
682052,2026,11.035294117647055,17
682227,2023,,0
682227,2026,9.678260869565216,23
682243,2023,,0
682243,2024,10.903999999999998,25
682243,2025,13.207142857142856,56
682610,2024,,0
682847,2023,,0
682847,2024,5.526666666666666,15
682847,2025,9.29,30
682990,2025,,0
683003,2024,,0
683004,2025,,0
683004,2026,11.420689655172412,29
683155,2024,,0
684007,2024,,0
684007,2025,14.968965517241378,29
684007,2026,14.184905660377357,53
684320,2024,,0
685299,2025,,0
685503,2021,,0
686218,2023,,0
686218,2025,9.363636363636362,11
686218,2026,11.799999999999997,24
686563,2024,,0
686563,2025,9.133333333333333,21
686610,2023,,0
686613,2023,,0
686613,2024,9.789655172413791,29
686613,2025,11.479310344827585,58
686701,2025,,0
686730,2024,,0
686752,2024,,0
686752,2025,11.865384615384611,26
686799,2024,,0
686799,2025,8.29090909090909,11
686799,2026,4.788235294117646,34
686973,2023,,0
687064,2025,,0
687064,2026,5.583333333333331,12
687075,2026,,0
687134,2025,,0
687473,2025,,0
687570,2026,,0
687765,2024,,0
687792,2024,,0
688138,2025,,0
689017,2024,,0
689225,2022,,0
689225,2024,9.813333333333333,15
690916,2025,,0
690928,2025,,0
690953,2026,,0
690986,2024,,0
690986,2026,9.275,24
690990,2025,,0
690997,2026,,0
691587,2023,,0
691587,2025,14.177777777777775,18
691587,2026,13.489189189189187,37
691725,2026,,0
691799,2026,,0
693433,2023,,0
693433,2024,10.46111111111111,18
693433,2025,12.664999999999997,40
693433,2026,14.578571428571427,70
693645,2025,,0
693645,2026,13.035714285714286,14
693821,2023,,0
693821,2024,10.554838709677416,31
693821,2025,9.531707317073167,41
693821,2026,9.147826086956519,69
694297,2023,,0
694297,2024,7.4722222222222205,18
694297,2025,9.907999999999998,50
694297,2026,9.617073170731706,82
694363,2023,,0
694462,2025,,0
694477,2025,,0
694477,2026,10.804347826086955,23
694738,2025,,0
694738,2026,9.159090909090908,22
694813,2024,,0
694819,2025,,0
694819,2026,10.907142857142857,14
694973,2024,,0
694973,2025,18.06086956521739,23
694973,2026,17.672727272727272,55
695076,2026,,0
695418,2025,,0
695505,2026,,0
695549,2025,,0
696136,2024,,0
696149,2026,,0
700241,2025,,0
700241,2026,7.918749999999998,16
700249,2024,,0
700249,2025,7.974999999999999,16
700712,2026,,0
701542,2025,,0
701542,2026,9.272727272727272,33
701581,2024,,0
701581,2025,9.592857142857142,14
702070,2025,,0
702070,2026,13.8375,24
702273,2026,,0
800048,2026,,0
801403,2025,,0
801403,2026,4.5666666666666655,21
805673,2025,,0
806185,2024,,0
808963,2026,,0
808967,2024,,0
808967,2025,14.441176470588236,17
808967,2026,16.293333333333333,45
813349,2026,,0
