name,mlb_id
Jacob Melton,689200.0
Tom Murphy,608596.0
Austin Slater,596103.0
Alejandro Osuna,696030.0
Oswaldo Cabrera,665828.0
Eli White,642201.0
Tristan Gray,656484.0
Starling Marte,516782.0
Brandon Valenzuela,678218.0
Tommy Troy,694371.0
Tyler Austin,592122.0
Luis Urías,649966.0
Alex Freeland,690976.0
Garrett Stubbs,596117.0
Elias Díaz,553869.0
Joey Loperfido,694388.0
Jon Berti,542932.0
Chas McCormick,676801.0
Enrique Hernández,571771.0
Tommy Pham,502054.0
Andrew McCutchen,457705.0
Dylan Moore,664238.0
Jordan Walker,691023.0
Andruw Monasterio,655316.0
Carlos Cortes,666126.0
Brandon Lockridge,663604.0
Masataka Yoshida,807799.0
Nate Eaton,681987.0
Johan Rojas,679032.0
Brett Wisely,689172.0
Jhonny Pereda,640902.0
Jace Jung,690291.0
Tanner Murray,695020.0
Richie Palacios,680700.0
Isiah Kiner-Falefa,643396.0
Robert Hassell III,690987.0
Johnathan Rodríguez,671286.0
Jahmai Jones,663330.0
Gabriel Rincones Jr.,687282.0
Jeferson Quero,691620.0
Gabriel Gonzalez,694224.0
Mason McCoy,669200.0
Gavin Sheets,657757.0
Tyrone Taylor,621438.0
Angel Martínez,682657.0
Max Anderson,801194.0
Korey Lee,686676.0
Tyler Locklear,682988.0
Max Schuemann,680474.0
Enmanuel Valdez,665839.0
Willie MacIver,680862.0
Ryan Kreidler,668952.0
Mike Tauchman,643565.0
David Fry,681807.0
Gio Urshela,570482.0
Sam Antonacci,803011.0
Josh Rojas,668942.0
Bryce Teodosio,669326.0
Joey Wiemer,686894.0
Riley Adams,656180.0
Michael Siani,672279.0
Brett Sullivan,664954.0
Miles Mastrobuoni,670156.0
Nolan Jones,666134.0
Nathaniel Lowe,663993.0
Tre' Morgan,691003.0
Jared Serna,691858.0
Kyle Farmer,571657.0
Chris Taylor,621035.0
Jose Siri,642350.0
Nacho Alvarez Jr.,805373.0
Tyler Tolbert,686475.0
Dylan Carlson,666185.0
Aidan Miller,805795.0
Jorbit Vivas,678391.0
Eric Haase,606992.0
Bryan Torres,663494.0
Maximo Acosta,691185.0
DJ LeMahieu,518934.0
Jonatan Clase,682729.0
Andrés Chaparro,665953.0
Jonah Bride,681146.0
Vidal Bruján,660644.0
Yohel Pozo,650968.0
Tim Anderson,641313.0
Nelson Rada,703185.0
Victor Mesa Jr.,683748.0
Esmerlyn Valdez,699013.0
Stuart Fairchild,656413.0
Myles Straw,664702.0
Will Banfield,677943.0
Kyren Paris,677347.0
Nick Madrigal,663611.0
Alex Verdugo,657077.0
Brendan Rodgers,663898.0
Jorge Alfaro,595751.0
Ildemaro Vargas,545121.0
Drew Gilbert,687551.0
Liover Peguero,678894.0
Junior Perez,678577.0
Spencer Jones,682987.0
Ronny Mauricio,677595.0
Jared Oliva,666931.0
Blake Dunn,694362.0
Jhonkensy Noel,678877.0
Ryan Clifford,691775.0
Drew Romo,691011.0
Kahlil Watson,696135.0
Will Brennan,686823.0
Edwin Arroyo,695490.0
Yohandy Morales,691002.0
Jacob Stallings,607732.0
Dustin Harris,687957.0
César Prieto,693409.0
Heriberto Hernández,681715.0
Miguel Andujar,609280.0
Bryan Ramos,682868.0
Tomás Nido,621512.0
Abraham Toro,647351.0
Manuel Margot,622534.0
Connor Joe,656582.0
Ben Rortvedt,666163.0
Adael Amador,691182.0
Kyle McCann,668832.0
Heston Kjerstad,677008.0
Drew Waters,671221.0
Santiago Espinal,669289.0
Akil Baddoo,668731.0
Ben Gamel,592325.0
Garrett Hampson,641658.0
Denzer Guzman,694203.0
Will Wagner,695238.0
Carlos Santana,467793.0
Jack Suwinski,669261.0
Christian Franklin,681047.0
Kevin Newman,621028.0
Brian Serven,661531.0
Jorge Barrosa,678489.0
Donovan Solano,456781.0
Tirso Ornelas,672359.0
A.J. Vukovich,691021.0
Ji Hwan Bae,678225.0
Nick Sogard,686765.0
Chadwick Tromp,644433.0
Sterlin Thompson,694514.0
James Triantos,701649.0
Petey Halpin,690984.0
Trey Lipscomb,702358.0
Tristan Peters,671976.0
Nicky Lopez,670032.0
Jared Young,676724.0
Eloy Jiménez,650391.0
Joey Meneses,608841.0
Brock Wilken,694385.0
Shay Whitcomb,694376.0
Justin Dean,681909.0
Niko Kavadas,694359.0
Daniel Johnson,669288.0
Adrian Del Castillo,680728.0
Nick Allen,669397.0
Jose Miranda,669304.0
Wilmer Flores,527038.0
Rece Hinds,677956.0
LaMonte Wade Jr.,664774.0
Luke Williams,663897.0
Zach Dezenzo,701305.0
Cavan Biggio,624415.0
Austin Barnes,605131.0
DaShawn Keirsey Jr.,680577.0
Wade Meckler,685133.0
Mickey Gasper,681508.0
Abimelec Ortiz,694673.0
Gustavo Campero,672569.0
Warming Bernabel,682653.0
Nelson Velázquez,676369.0
Yanquiel Fernández,692585.0
Justin Turner,457759.0
Curtis Mead,678554.0
Jhostynxon Garcia,691373.0
Braden Montgomery,695731.0
Mark Canha,592192.0
Luis Matos,682641.0
Tyler Wade,642180.0
Lenyn Sosa,672820.0
Sebastián Rivero,665861.0
Billy Cook,695257.0
Eric Wagaman,676572.0
Matt Mervis,670223.0
Bryan De La Cruz,650559.0
Paul DeJong,657557.0
Dominic Smith,642086.0
Michael Toglia,669911.0
Leo De Vries,815888.0
Cameron Cauley,695508.0
Matt Thaiss,642136.0
Justin Foscue,679822.0
Charlie Condon,809707.0
MJ Melendez,669004.0
Rafael Flores Jr.,804668.0
Jarred Kelenic,672284.0
Adam Frazier,624428.0
TJ Rumfield,681198.0
Tyler Black,672012.0
Griffin Conine,665052.0
Rowdy Tellez,642133.0
Kris Bryant,592178.0
Jerar Encarnacion,666464.0
Nick Castellanos,592206.0
Grant McCray,687529.0
Matthew Lugo,683090.0
Matt Koperniak,689288.0
Justyn-Henry Malloy,669234.0
Michael Conforto,624424.0
Blaine Crim,688760.0
Ryan Vilade,668723.0
Bryce Eldridge,805811.0
Troy Johnston,687859.0
Pedro León,694175.0
Jeimer Candelario,600869.0
Bryce Johnson,669369.0
Zac Veen,691728.0
Orelvis Martinez,682619.0
Christian Encarnacion-Strand,687952.0
John Rave,670231.0
Brice Matthews,694728.0
Deyvison De Los Santos,691277.0
Tarik Skubal,669373.0
Paul Skenes,694973.0
Garrett Crochet,676979.0
Logan Webb,657277.0
Cristopher Sánchez,650911.0
Chris Sale,519242.0
Yoshinobu Yamamoto,808967.0
Cole Ragans,666142.0
Jesús Luzardo,666200.0
Max Fried,608331.0
Framber Valdez,664285.0
Dylan Cease,656302.0
Hunter Brown,686613.0
Sonny Gray,543243.0
Jacob deGrom,594798.0
Bryan Woo,693433.0
Logan Gilbert,669302.0
Ranger Suarez,624133.0
Joe Ryan,657746.0
George Kirby,669923.0
Kevin Gausman,592332.0
Zack Wheeler,554430.0
Kyle Bradish,680694.0
Nathan Eovaldi,543135.0
Freddy Peralta,642547.0
Drew Rasmussen,656876.0
Michael King,650633.0
Chase Burns,695505.0
José Soriano,667755.0
Brandon Woodruff,605540.0
Jack Flaherty,656427.0
Eury Pérez,691587.0
MacKenzie Gore,669022.0
Nick Pivetta,601713.0
Kris Bubic,663460.0
Matthew Boyd,571510.0
Spencer Strider,675911.0
Blake Snell,605483.0
Sandy Alcantara,645261.0
Aaron Nola,605400.0
Tanner Bibee,676440.0
Andrew Abbott,671096.0
Nick Lodolo,666157.0
Tyler Glasnow,607192.0
Brady Singer,663903.0
Nolan McLean,690997.0
Mitch Keller,656605.0
Trevor Rogers,669432.0
David Peterson,656849.0
Emmet Sheehan,686218.0
Luis Castillo,622491.0
Yusei Kikuchi,579328.0
Merrill Kelly,518876.0
Casey Mize,663554.0
Shane McClanahan,663556.0
Clay Holmes,605280.0
Cody Ponce,664074.0
Michael Wacha,608379.0
Braxton Ashcraft,677952.0
Bubba Chandler,696149.0
Ryan Pepiot,686752.0
Robbie Ray,592662.0
Shane Baz,669358.0
Zac Gallen,668678.0
Bailey Ober,641927.0
Shota Imanaga,684007.0
Gavin Williams,668909.0
Edward Cabrera,665795.0
Chris Bassitt,605135.0
Jack Leiter,683004.0
Reid Detmers,672282.0
Cam Schlittler,693645.0
Joe Musgrove,605397.0
Brayan Bello,678394.0
Carlos Rodón,607074.0
Kodai Senga,673540.0
Taj Bradley,671737.0
Jacob Misiorowski,694819.0
Foster Griffin,656492.0
Shane Smith,681343.0
Tyler Mahle,641816.0
Tatsuya Imai,837227.0
Michael McGreevy,700241.0
Gerrit Cole,543037.0
Brandon Pfaadt,694297.0
Trey Yesavage,702056.0
Matthew Liberatore,669461.0
Sean Manaea,640455.0
Cade Horton,690990.0
Grayson Rodriguez,680570.0
Cade Cavalli,676917.0
Landen Roupp,694738.0
Reynaldo López,625643.0
Ryne Nelson,669194.0
Jameson Taillon,592791.0
Braxton Garrett,666129.0
Dustin May,669160.0
Adrian Houser,605288.0
Joey Cantillo,676282.0
Steven Matz,571927.0
Noah Cameron,702070.0
Simeon Woods Richardson,680573.0
Shane Bieber,669456.0
Chad Patrick,694477.0
Justin Verlander,434378.0
Zebby Matthews,805673.0
Parker Messick,800048.0
Jeffrey Springs,605488.0
Bryce Miller,682243.0
Eduardo Rodriguez,593958.0
Seth Lugo,607625.0
Kyle Freeland,607536.0
Luis Severino,622663.0
Zach Eflin,621107.0
Mike Burrows,681347.0
Zack Littell,641793.0
Max Meyer,676974.0
Mason Miller,695243.0
Jacob Lopez,682052.0
Hunter Greene,668881.0
Quinn Priester,682990.0
Rhett Lowder,695076.0
Nick Martinez,607259.0
Cade Smith,671922.0
Andre Pallante,669467.0
Ryan Weathers,677960.0
Grant Holmes,656550.0
Will Warren,701542.0
Justin Steele,657006.0
Ian Seymour,693855.0
Jared Jones,683003.0
Grant Taylor,691799.0
Roki Sasaki,808963.0
Logan Henderson,701656.0
Spencer Schwellenbach,680885.0
Cristian Javier,664299.0
Jhoan Duran,661395.0
Slade Cecconi,677944.0
Robby Snelling,702281.0
Griffin Jax,643377.0
Hunter Barco,682995.0
Dean Kremer,665152.0
Chris Paddack,663978.0
Aaron Civale,650644.0
Edwin Díaz,621242.0
Carmen Mlodzinski,669387.0
Kumar Rocker,677958.0
Anthony Kay,641743.0
Bryan Abreu,650556.0
Jose Quintana,500779.0
Brandon Sproat,687075.0
Davis Martin,663436.0
Max Scherzer,453286.0
Aroldis Chapman,547973.0
Kyle Harrison,690986.0
Michael Lorenzen,547179.0
Johan Oviedo,670912.0
Miles Mikolas,571945.0
Jacob Latz,656641.0
Jeremiah Estrada,669093.0
Devin Williams,642207.0
Patrick Sandoval,663776.0
Kyle Leahy,681517.0
Luis Morales,806960.0
Connelly Early,813349.0
Logan Allen,671106.0
Abner Uribe,682842.0
Garrett Whitlock,676477.0
Ryan Feltner,663372.0
Andrew Painter,691725.0
Lucas Giolito,608337.0
Janson Junk,676083.0
Ben Brown,676962.0
Bryce Elder,693821.0
Michael Soroka,647336.0
David Bednar,670280.0
Hunter Dobbins,690928.0
Brad Lord,695418.0
Andrés Muñoz,662253.0
Adrian Morejon,670970.0
Hunter Harvey,640451.0
Will Vest,676684.0
J.T. Ginn,669372.0
Mick Abel,690953.0
Randy Vásquez,681190.0
José Berríos,621244.0
Orion Kerkering,689147.0
Luis Gil,661563.0
Drew Anderson,623454.0
Matt Strahm,621381.0
Sean Burke,680732.0
Robert Gasser,688107.0
José Alvarado,621237.0
Joe Boyle,671212.0
Matt Brash,666374.0
Trevor Megill,656730.0
Andrew Alvarez,674841.0
Pete Fairbanks,664126.0
David Festa,701581.0
Cody Bradford,674003.0
Jose A. Ferrer,678606.0
Ryan Walker,676254.0
Lance McCullers Jr.,621121.0
Richard Fitts,690916.0
Gabe Speier,642100.0
Aaron Ashby,676879.0
Josh Hader,623352.0
Chris Martin,455119.0
Robert Suarez,663158.0
Chase Dollander,801403.0
Griffin Canning,656288.0
Garrett Cleavinger,664076.0
Ryan Weiss,680802.0
Jeff Hoffman,656546.0
Ryan Helsley,664854.0
Tanner Scott,656945.0
Tomoyuki Sugano,608372.0
Alex Vesia,681911.0
Aaron Bummer,607481.0
Colin Rea,607067.0
Fernando Cruz,518585.0
Bryan King,687911.0
Louis Varland,686973.0
Spencer Arrighetti,681293.0
Kutter Crawford,676710.0
Alex Cobb,502171.0
Daniel Palencia,694037.0
Raisel Iglesias,628452.0
Trevor McDonald,686790.0
Camilo Doval,666808.0
Dylan Lee,669276.0
Lucas Erceg,668674.0
Jared Koenig,657649.0
Robert Garcia,676395.0
Corbin Burnes,669203.0
Caleb Thielbar,573204.0
Stephen Kolek,663568.0
Jonah Tong,804636.0
Payton Tolle,801139.0
Matt Svanson,694335.0
Ryan Johnson,696270.0
Cole Sands,663485.0
Edwin Uceta,670955.0
Patrick Corbin,571578.0
Jon Gray,592351.0
Gregory Soto,642397.0
Tyler Holton,663947.0
Jordan Montgomery,656756.0
Emilio Pagán,641941.0
Tyler Rogers,643511.0
Bryan Baker,641329.0
Jimmy Herget,623474.0
Jason Adam,592094.0
Kevin Ginkel,656464.0
Drew Pomeranz,519141.0
JoJo Romero,668941.0
Troy Melton,675512.0
Steven Okert,595345.0
Shawn Armstrong,542888.0
A.J. Minter,621345.0
Phil Maton,664208.0
Andrew Nardi,677053.0
Graham Ashcraft,668933.0
Tanner Banks,621383.0
Hurston Waldrep,694462.0
Brooks Raley,548384.0
Tyler Wells,669330.0
Tommy Nance,667297.0
Braydon Fisher,680755.0
Sean Newcomb,656794.0
Tobias Myers,668964.0
Brant Hurter,676428.0
Dennis Santana,642701.0
Kyle Finnegan,640448.0
Jack Dreyer,676263.0
Brusdar Graterol,660813.0
Charlie Morton,450203.0
Connor Prielipp,687570.0
Germán Márquez,608566.0
Brandon Williamson,682227.0
Justin Slaten,686580.0
Kody Funderburk,681892.0
Keaton Winn,676775.0
Justin Topa,623437.0
Andrew Kittredge,552640.0
Bennett Sousa,656986.0
Erik Miller,669062.0
Matt Gage,657424.0
Sam Hentges,656529.0
Paul Blackburn,621112.0
Brendon Little,663893.0
Luis Garcia,677651.0
Taylor Rogers,573124.0
Angel Zerpa,672582.0
Tanner Gordon,685299.0
Eric Lauer,641778.0
Jake Irvin,663623.0
Danny Coulombe,543056.0
Brad Keller,641745.0
Sawyer Gipson-Long,687830.0
Tyler Anderson,542881.0
Luke Weaver,596133.0
Marcus Stroman,573186.0
Justin Wrobleski,680736.0
Mark Leiter Jr.,643410.0
Yimi García,554340.0
Erik Sabrowski,681870.0
Carson Whisenhunt,687931.0
Eduard Bazardo,660825.0
Gage Jump,695611.0
Blake Treinen,595014.0
Tyler Kinley,641755.0
Hoby Milner,571948.0
Caleb Ferguson,657571.0
A.J. Puk,640462.0
Jonathan Cannon,686563.0
Tony Santillan,663574.0
Kenley Jansen,445276.0
Riley O'Brien,676617.0
Mason Englert,669438.0
Kyle Hurt,669165.0
Clarke Schmidt,657376.0
Thomas White,806258.0
Yennier Cano,666974.0
Ben Joyce,690829.0
Jakob Junis,596001.0
John Schreiber,670167.0
Erick Fedde,607200.0
Juan Mejia,675848.0
Luis García,472610.0
Dietrich Enns,608650.0
Pierce Johnson,572955.0
Didier Fuentes,800311.0
Brenan Hanifee,669724.0
Martín Pérez,527048.0
Justin Martinez,679885.0
Jovani Morán,663558.0
Jordan Wicks,696136.0
Seranthony Domínguez,622554.0
Taijuan Walker,592836.0
River Ryan,689981.0
Anthony Bender,669622.0
Sam Moll,594580.0
Pierson Ohl,701487.0
Christian Scott,681035.0
Luis Medina,665622.0
Mason Montgomery,682254.0
Jordan Romano,605447.0
George Klassen,691946.0
Victor Vodnik,680767.0
Ryan Bergert,686701.0
Carlos Estévez,608032.0
Justin Lawrence,664875.0
JP Sears,676664.0
Jordan Leasure,673929.0
Yoendrys Gómez,672782.0
Kai-Wei Teng,678906.0
Ryan Gusto,687473.0
Josh Sborz,622250.0
José Urquidy,664353.0
Quinn Mathews,687273.0
Clayton Beeter,690925.0
Justin Wilson,458677.0
Hunter Gaddis,683769.0
Keider Montero,672456.0
Brock Stewart,592779.0
Alek Manoah,666201.0
Spencer Bivens,702352.0
Jack Perkins,678022.0
Shane Drohan,675660.0
Brock Burke,656271.0
Tyler Alexander,641302.0
Cade Povich,700249.0
Ryan Thompson,657044.0
Javier Assad,665871.0
Gavin Stone,694813.0
Philip Abner,691769.0
Kevin Kelly,687330.0
DJ Herz,687792.0
JT Brubaker,664141.0
Coleman Crow,689441.0
Grant Wolfram,664991.0
Mitchell Parker,680730.0
Keegan Akin,669211.0
Ryan Fernandez,681676.0
Zak Kent,687849.0
Gordon Graceffo,700669.0
Greg Weissert,669711.0
Walker Buehler,621111.0
Spencer Turnbull,605513.0
Calvin Faucher,676534.0
Josh White,687985.0
Josiah Gray,680686.0
Isaac Mattson,676755.0
Nick Mears,683232.0
Huascar Brazobán,623211.0
