bref_id,season,name_bref,team_bref,ip_bref,g_bref,ir,is_count,is_pct
castrha01,2023,Harold Castro,COL,2.0,2,0,0,
castrmi01,2023,Miguel Castro,ARI,64.2,75,25,7,72.0
castrwi01,2023,Willi Castro,MIN,2.1,3,1,0,100.0
ceccosl01,2023,Slade Cecconi,ARI,27.0,7,1,0,100.0
cessalu01,2023,Luis Cessa,CIN,26.0,7,0,0,
chafian01,2023,Andrew Chafin*,TOT,51.1,63,23,8,65.0
chapmar01,2023,Aroldis Chapman*,TOT,58.1,61,3,0,100.0
chargjt01,2023,JT Chargois,MIA,42.1,46,20,5,75.0
chaveje01,2023,Jesse Chavez,ATL,34.2,36,15,6,60.0
chiriyo01,2023,Yonny Chirinos,TOT,85.0,20,5,0,100.0
cimbead01,2023,Adam Cimber,TOR,20.2,22,11,5,55.0
cisnejo01,2023,José Cisnero,DET,59.1,63,32,14,56.0
clarkta01,2023,Taylor Clarke,KCR,59.0,58,18,5,72.0
claseem01,2023,Emmanuel Clase,CLE,72.2,75,2,0,100.0
claudal01,2023,Alex Claudio*,MIL,0.1,1,0,0,
cleavga01,2023,Garrett Cleavinger*,TBR,12.0,15,8,5,37.0
clemeer01,2023,Ernie Clement,TOR,1.0,1,0,0,
clemeko01,2023,Kody Clemens,PHI,2.2,4,4,2,50.0
colemdy01,2023,Dylan Coleman,KCR,18.1,23,8,2,75.0
colomal01,2023,Alex Colomé,CHW,3.0,4,0,0,
contrro01,2023,Roansy Contreras,PIT,68.1,19,4,2,50.0
coonrsa01,2023,Sam Coonrod,NYM,6.2,10,5,1,80.0
cordeji01,2023,Jimmy Cordero,NYY,32.2,31,18,5,72.0
cosgrto01,2023,Tom Cosgrove*,SDP,51.1,54,23,9,61.0
couloda01,2023,Danny Coulombe*,BAL,51.1,61,49,11,78.0
cousija01,2023,Jake Cousins,MIL,9.1,9,2,0,100.0
coveydy01,2023,Dylan Covey,TOT,43.0,29,3,0,100.0
coxau01,2023,Austin Cox*,KCR,35.2,24,5,0,100.0
crawfbr01,2023,Brandon Crawford,SFG,1.0,1,0,0,
crawfku01,2023,Kutter Crawford,BOS,129.1,31,2,0,100.0
crismna01,2023,Nabil Crismatt,TOT,13.0,8,4,3,25.0
criswco01,2023,Cooper Criswell,TBR,33.0,10,5,2,60.0
crochga01,2023,Garrett Crochet*,CHW,12.2,13,5,4,20.0
cronide01,2023,Declan Cronin,CHW,11.0,9,3,0,100.0
crowewi01,2023,Wil Crowe,PIT,9.2,5,1,0,100.0
cruzfe01,2023,Fernando Cruz,CIN,66.0,58,33,10,70.0
cruzst01,2023,Steven Cruz,KCR,12.2,10,1,0,100.0
cuasjo01,2023,Jose Cuas,TOT,65.1,72,56,24,57.0
cuetojo01,2023,Johnny Cueto,MIA,52.1,13,0,0,
curryxz01,2023,Xzavion Curry,CLE,95.0,41,11,4,64.0
curtijo02,2023,John Curtiss,NYM,19.2,15,5,1,80.0
cyrty01,2023,Tyler Cyr,LAD,1.2,2,0,0,
danieda01,2023,Davis Daniel,LAA,12.1,3,3,0,100.0
danneha01,2023,Hagen Danner,TOR,0.1,1,0,0,
davidtu01,2023,Tucker Davidson*,TOT,51.1,38,23,5,78.0
davisno01,2023,Noah Davis,COL,30.0,8,0,0,
dejesen01,2023,Enmanuel De Jesus*,MIA,6.1,2,1,0,100.0
dejonch01,2023,Chase De Jong,PIT,11.1,6,4,0,100.0
deleojo03,2023,José De León,MIN,17.1,12,2,0,100.0
delosen01,2023,Enyel De Los Santos,CLE,65.2,70,36,9,75.0
delosye01,2023,Yerry de los Santos,PIT,24.1,22,16,3,81.0
desclan01,2023,Anthony DeSclafani,SFG,99.2,19,2,2,0.0
devench02,2023,Chris Devenski,TOT,42.1,38,35,10,71.0
diazal03,2023,Alexis Díaz,CIN,67.1,71,27,11,59.0
diazjh01,2023,Jhonathan Díaz*,LAA,7.0,4,0,0,
diazmi02,2023,Miguel Díaz,DET,14.0,12,1,0,100.0
diekmja01,2023,Jake Diekman*,TOT,56.2,63,25,5,80.0
dixonbr01,2023,Brandon Dixon,SDP,1.0,1,0,0,
dominse01,2023,Seranthony Domínguez,PHI,50.0,57,13,5,62.0
donaljo02,2023,Josh Donaldson,NYY,1.0,1,0,0,
dovalca01,2023,Camilo Doval,SFG,67.2,69,29,7,76.0
doyleto01,2023,Tommy Doyle,COL,23.2,15,15,9,40.0
duartda01,2023,Daniel Duarte,CIN,31.2,31,7,0,100.0
dubinsh01,2023,Shawn Dubin,HOU,9.0,3,0,0,
duffety01,2023,Tyler Duffey,CHC,2.0,1,0,0,
duffyma01,2023,Matt Duffy,KCR,2.0,2,0,0,
dunnida01,2023,Dane Dunning,TEX,172.2,35,5,2,60.0
duranjh01,2023,Jhoan Duran,MIN,62.1,59,5,0,100.0
eatonna01,2023,Nate Eaton,KCR,1.0,1,0,0,
edwarca01,2023,Carl Edwards Jr.,WSN,31.2,32,15,6,60.0
englema01,2023,Mason Englert,DET,56.0,31,17,8,53.0
erceglu01,2023,Lucas Erceg,OAK,55.0,50,25,3,88.0
escobed01,2023,Eduardo Escobar,LAA,3.2,3,2,0,100.0
espadjo01,2023,Jose Espada,SDP,1.0,1,0,0,
espinpa01,2023,Paolo Espino,WSN,4.0,3,0,0,
estevca01,2023,Carlos Estévez,LAA,62.1,63,5,2,60.0
estraje01,2023,Jeremiah Estrada,CHC,10.2,12,13,5,62.0
faedoal01,2023,Alex Faedo,DET,64.2,15,0,0,
fairbpe01,2023,Pete Fairbanks,TBR,45.1,49,10,2,80.0
falteba01,2023,Bailey Falter*,TOT,80.2,18,3,0,100.0
familje01,2023,Jeurys Familia,OAK,12.2,14,5,2,60.0
fariaja01,2023,Jake Faria,BOS,2.0,1,0,0,
farmebu01,2023,Buck Farmer,CIN,75.0,71,33,9,73.0
fauchca01,2023,Calvin Faucher,TBR,25.2,17,1,0,100.0
felipan01,2023,Angel Felipe,OAK,15.0,14,1,0,100.0
ferguca01,2023,Caleb Ferguson*,LAD,60.1,68,26,9,65.0
ferrejo01,2023,Jose A. Ferrer*,WSN,34.0,39,27,13,52.0
festama01,2023,Matt Festa,SEA,9.0,8,3,0,100.0
finneky01,2023,Kyle Finnegan,WSN,69.1,67,22,4,82.0
flaheja01,2023,Jack Flaherty,TOT,144.1,29,0,0,
flemijo01,2023,Josh Fleming*,TBR,51.2,12,4,0,100.0
flexech01,2023,Chris Flexen,TOT,102.1,29,0,0,
florody01,2023,Dylan Floro,TOT,56.2,62,24,7,71.0
foleyja01,2023,Jason Foley,DET,69.0,70,31,7,77.0
fordmi01,2023,Mike Ford,SEA,2.0,2,0,0,
francbo01,2023,Bowden Francis,TOR,36.1,20,9,1,89.0
francjp01,2023,J.P. France,HOU,136.1,24,3,0,100.0
friaslu01,2023,Luis Frías,ARI,31.0,29,16,4,75.0
fryda01,2023,David Fry,CLE,5.0,2,2,2,0.0
fujinsh01,2023,Shintaro Fujinami,TOT,79.0,64,25,9,64.0
fulmeca01,2023,Carson Fulmer,LAA,10.0,3,0,0,
fulmemi01,2023,Michael Fulmer,CHC,57.0,58,31,6,81.0
fundeko01,2023,Kody Funderburk*,MIN,12.0,11,5,2,60.0
gaddihu01,2023,Hunter Gaddis,CLE,42.0,11,2,1,50.0
gagema01,2023,Matt Gage*,HOU,6.2,5,10,1,90.0
gallegi01,2023,Giovanny Gallegos,STL,55.0,56,29,13,55.0
garcide01,2023,Deivi García,TOT,15.0,8,6,2,67.0
garcilu03,2023,Luis Garcia,SDP,59.2,61,15,4,73.0
garciri01,2023,Rico Garcia,TOT,11.2,10,5,4,20.0
garciro04,2023,Robert Garcia*,TOT,32.0,25,10,4,60.0
garciyi01,2023,Yimi García,TOR,66.0,73,34,7,79.0
garream01,2023,Amir Garrett*,KCR,24.1,27,10,2,80.0
garrebr01,2023,Braxton Garrett*,MIA,159.2,31,0,0,
garrere01,2023,Reed Garrett,TOT,19.2,11,12,4,67.0
garzaju01,2023,Justin Garza,BOS,18.1,17,11,2,82.0
germado01,2023,Domingo Germán,NYY,108.2,20,0,0,
gibauia01,2023,Ian Gibaut,CIN,75.2,74,35,12,66.0
gilbety01,2023,Tyler Gilbert*,ARI,17.1,11,4,1,75.0
gillalo01,2023,Logan Gillaspie,BAL,9.0,11,7,2,71.0
ginkeke01,2023,Kevin Ginkel,ARI,65.1,60,21,8,62.0
givenmy01,2023,Mychal Givens,BAL,4.0,6,0,0,
gomezyo01,2023,Yoendrys Gómez,NYY,2.0,1,0,0,
gonzach01,2023,Chi Chi González,MIA,3.2,3,1,0,100.0
gonzavi02,2023,Victor González*,LAD,33.2,34,10,5,50.0
gotttr01,2023,Trevor Gott,TOT,58.0,64,22,14,36.0
gratebr01,2023,Brusdar Graterol,LAD,67.1,68,21,6,71.0
graveke01,2023,Kendall Graveman,TOT,66.1,68,5,0,100.0
greench03,2023,Chad Green,TOR,12.0,12,6,1,83.0
greensh02,2023,Shane Greene,CHC,3.0,2,0,0,
greinza01,2023,Zack Greinke,KCR,142.1,30,0,0,
grovemi01,2023,Michael Grove,LAD,69.0,18,3,0,100.0
guerrja02,2023,Javy Guerra,TOT,19.1,17,5,5,0.0
guilllu01,2023,Luis Guillorme,NYM,1.0,1,0,0,
haderjo01,2023,Josh Hader*,SDP,56.1,61,12,4,67.0
halldl01,2023,DL Hall*,BAL,19.1,18,8,2,75.0
hamilia01,2023,Ian Hamilton,NYY,58.0,39,20,5,75.0
handbr01,2023,Brad Hand*,TOT,53.2,60,27,7,74.0
hanifbr01,2023,Brenan Hanifee,DET,5.0,3,0,0,
harriho02,2023,Hobie Harris,WSN,19.1,16,5,1,80.0
harriho03,2023,Hogan Harris*,OAK,63.0,14,2,0,100.0
harrijo05,2023,Josh Harrison,PHI,1.2,2,3,3,0.0
hartlge01,2023,Geoff Hartlieb,MIA,4.0,2,0,0,
hartwgr01,2023,Grant Hartwig,NYM,35.1,28,17,5,71.0
harvehu01,2023,Hunter Harvey,WSN,60.2,57,22,8,64.0
hatchto01,2023,Thomas Hatch,TOT,28.2,18,8,5,37.0
headrbr01,2023,Brent Headrick*,MIN,25.2,14,7,1,86.0
heanean01,2023,Andrew Heaney*,TEX,147.1,34,7,1,86.0
hearnta01,2023,Taylor Hearn*,TOT,15.0,13,4,0,100.0
heasljo01,2023,Jonathan Heasley,KCR,15.0,12,4,2,50.0
hedgeau01,2023,Austin Hedges,TEX,3.2,4,0,0,
hellebe01,2023,Ben Heller,ATL,18.2,19,10,2,80.0
helslry01,2023,Ryan Helsley,STL,36.2,33,17,3,82.0
hembrhe01,2023,Heath Hembree,TBR,1.1,1,1,0,100.0
hendrli01,2023,Liam Hendriks,CHW,5.0,5,0,0,
henryto01,2023,Tommy Henry*,ARI,89.0,17,0,0,
hentgsa01,2023,Sam Hentges*,CLE,52.1,56,29,2,93.0
hergeji01,2023,Jimmy Herget,LAA,29.0,29,20,13,35.0
hergeke01,2023,Kevin Herget,CIN,24.1,14,3,0,100.0
hernaca04,2023,Carlos Hernández,KCR,70.0,67,25,13,48.0
hernada03,2023,Daysbel Hernández,ATL,3.2,4,0,0,
hernajo02,2023,Jonathan Hernández,TEX,31.2,33,23,10,57.0
hernajo03,2023,Jose Hernandez*,PIT,50.2,50,23,8,65.0
hernani01,2023,Nick Hernandez,SDP,3.0,2,0,0,
hernayo02,2023,Yonny Hernández,LAD,1.0,1,0,0,
herrejo04,2023,José Herrera,ARI,2.0,2,0,0,
herriti01,2023,Tim Herrin*,CLE,27.2,23,10,4,60.0
hicksjo03,2023,Jordan Hicks,TOT,65.2,65,16,2,87.0
hillga02,2023,Garrett Hill,DET,15.2,9,8,3,62.0
hillri01,2023,Rich Hill*,TOT,146.1,32,6,5,17.0
hillti01,2023,Tim Hill*,SDP,44.1,48,14,4,71.0
hjellse01,2023,Sean Hjelle,SFG,29.0,15,9,4,56.0
hoeinbr01,2023,Bryan Hoeing,MIA,70.2,33,17,8,53.0
hoffmje02,2023,Jeff Hoffman,PHI,52.1,54,35,11,69.0
holdeco01,2023,Colin Holderman,PIT,56.0,58,9,1,89.0
holloga01,2023,Gavin Hollowell,COL,33.2,26,14,4,71.0
holmecl01,2023,Clay Holmes,NYY,63.0,66,22,10,55.0
holtoty01,2023,Tyler Holton*,DET,85.1,59,28,5,82.0
honeybr01,2023,Brent Honeywell Jr.,TOT,52.1,40,23,11,52.0
housead01,2023,Adrian Houser,MIL,111.1,23,0,0,
howarsp01,2023,Spencer Howard,TEX,3.1,3,1,0,100.0
hudsobr01,2023,Bryan Hudson*,LAD,8.2,6,0,0,
hudsoda01,2023,Daniel Hudson,LAD,3.0,3,0,0,
hudsoda02,2023,Dakota Hudson,STL,81.1,18,8,2,75.0
hughebr01,2023,Brandon Hughes*,CHC,13.2,17,15,5,67.0
hunteto02,2023,Tommy Hunter,NYM,23.2,14,10,5,50.0
hurtky01,2023,Kyle Hurt,LAD,2.0,1,0,0,
iglesra01,2023,Raisel Iglesias,ATL,55.2,58,0,0,
ingrako01,2023,Kolton Ingram*,LAA,5.1,5,1,1,0.0
irvinco01,2023,Cole Irvin*,BAL,77.1,24,3,1,67.0
jacksan01,2023,Andre Jackson,TOT,61.1,19,6,3,50.0
jacksja01,2023,Jay Jackson,TOR,29.2,25,4,0,100.0
jackslu01,2023,Luke Jackson,SFG,33.1,33,7,2,71.0
jacksza02,2023,Zach Jackson,OAK,18.0,19,7,2,71.0
jacobal01,2023,Alek Jacob,SDP,3.0,3,2,0,100.0
jacqujo01,2023,Joe Jacques*,BOS,26.2,23,14,5,64.0
jamesdr01,2023,Drey Jameson,ARI,40.2,15,8,0,100.0
janseke01,2023,Kenley Jansen,BOS,44.2,51,6,1,83.0
jarvibr01,2023,Bryce Jarvis,ARI,23.2,11,6,2,67.0
jaxgr01,2023,Griffin Jax,MIN,65.1,71,11,4,64.0
jimenda01,2023,Dany Jiménez,OAK,23.1,25,7,2,71.0
jimenjo02,2023,Joe Jiménez,ATL,56.1,59,18,10,44.0
johnspi01,2023,Pierce Johnson,TOT,62.2,67,16,5,69.0
joycebe01,2023,Ben Joyce,LAA,10.0,12,0,0,
junisja01,2023,Jakob Junis,SFG,86.0,40,21,11,48.0
junkja01,2023,Janson Junk,MIL,7.1,2,0,0,
justiev01,2023,Evan Justice*,COL,7.1,9,5,4,20.0
kahnlto01,2023,Tommy Kahnle,NYY,40.2,42,9,8,11.0
kaprija01,2023,James Kaprielian,OAK,61.0,14,1,1,0.0
karchri01,2023,Ricky Karcher,CIN,1.0,1,0,0,
karinja01,2023,James Karinchak,CLE,39.0,44,20,12,40.0
kauffka01,2023,Karl Kauffmann,COL,35.0,11,1,0,100.0
kayan01,2023,Anthony Kay*,TOT,14.2,16,9,6,33.0
kellebr01,2023,Brad Keller,KCR,45.1,11,0,0,
kelletr01,2023,Trevor Kelley,TBR,15.1,10,1,0,100.0
kellyca02,2023,Carson Kelly,TOT,2.2,3,1,1,0.0
kellyjo05,2023,Joe Kelly,TOT,39.1,42,17,6,65.0
kellyke02,2023,Kevin Kelly,TBR,67.0,57,39,11,72.0
kellymi03,2023,Michael Kelly,CLE,16.2,14,4,2,50.0
kellyza01,2023,Zack Kelly,BOS,9.1,8,3,2,33.0
kennebr02,2023,Brett Kennedy,CIN,18.0,5,2,2,0.0
kenneia01,2023,Ian Kennedy,TEX,16.1,16,9,5,44.0
kerkeor01,2023,Orion Kerkering,PHI,3.0,3,0,0,
kerrra01,2023,Ray Kerr*,SDP,27.0,22,11,7,36.0
keuchda01,2023,Dallas Keuchel*,MIN,37.2,10,0,0,
kiliaca01,2023,Caleb Kilian,CHC,5.1,3,3,1,67.0
kimbrcr01,2023,Craig Kimbrel,PHI,69.0,71,1,1,0.0
kineris01,2023,Isiah Kiner-Falefa,NYY,4.0,4,0,0,
kingjo01,2023,John King*,TOT,37.1,35,23,7,70.0
kingmi01,2023,Michael King,NYY,104.2,49,27,8,70.0
kinlety01,2023,Tyler Kinley,COL,16.1,18,7,1,86.0
kittran01,2023,Andrew Kittredge,TBR,11.2,14,3,2,33.0
klubeco01,2023,Corey Kluber,BOS,55.0,15,0,0,
knehrre01,2023,Reiss Knehr,SDP,5.2,4,2,2,0.0
kochma01,2023,Matt Koch,COL,38.2,39,13,3,77.0
kolarad01,2023,Adam Kolarek*,TOT,6.0,5,4,2,50.0
kopecmi01,2023,Michael Kopech,CHW,129.1,30,0,0,
kowarja01,2023,Jackson Kowar,KCR,28.0,23,9,6,33.0
krehbjo01,2023,Joey Krehbiel,BAL,5.0,6,3,0,100.0
kriskbr01,2023,Brooks Kriske,KCR,6.2,4,7,1,86.0
krookma01,2023,Matt Krook*,NYY,4.0,4,4,4,0.0
kuhlch01,2023,Chad Kuhl,WSN,38.1,16,8,3,62.0
kuhnejo01,2023,Joel Kuhnel,TOT,13.0,9,5,2,60.0
lambeji01,2023,Jimmy Lambert,CHW,37.2,35,10,8,20.0
lambepe01,2023,Peter Lambert,COL,87.1,25,9,4,56.0
lambja01,2023,Jake Lamb,LAA,1.0,1,0,0,
lametdi01,2023,Dinelson Lamet,TOT,27.2,17,3,3,0.0
langeal01,2023,Alex Lange,DET,66.0,67,18,1,94.0
lasorjo01,2023,Joe La Sorsa*,TOT,32.2,25,11,2,82.0
latzja01,2023,Jacob Latz*,TEX,6.1,3,2,0,100.0
lauerer01,2023,Eric Lauer*,MIL,46.2,10,0,0,
lawde01,2023,Derek Law,CIN,55.0,54,26,2,92.0
lawreca01,2023,Casey Lawrence,STL,27.1,15,8,3,62.0
lawreju01,2023,Justin Lawrence,COL,75.0,69,43,9,79.0
leahyky01,2023,Kyle Leahy,STL,1.2,3,0,0,
leclejo01,2023,José Leclerc,TEX,57.0,57,22,7,68.0
leedy01,2023,Dylan Lee*,ATL,23.2,24,7,0,100.0
legumca01,2023,Casey Legumina,CIN,12.2,11,8,3,62.0
leitema02,2023,Mark Leiter Jr.,CHC,64.1,69,31,13,58.0
leonedo01,2023,Dominic Leone,TOT,54.0,51,29,10,66.0
leonsa01,2023,Sandy León,TEX,1.0,1,0,0,
lestejo02,2023,Josh Lester,BAL,1.0,1,0,0,
liberma01,2023,Matthew Liberatore*,STL,61.2,22,5,1,80.0
lindgje01,2023,Jeff Lindgren,MIA,7.0,3,0,0,
litteza01,2023,Zack Littell,TOT,90.0,28,5,1,80.0
littllu01,2023,Luke Little*,CHC,6.2,7,9,4,56.0
livelbe01,2023,Ben Lively,CIN,88.2,19,4,0,100.0
llovema01,2023,Mauricio Llovera,TOT,35.0,30,10,6,40.0
loaisjo01,2023,Jonathan Loaisiga,NYY,17.2,17,8,3,62.0
logueza01,2023,Zach Logue*,DET,11.0,3,1,1,0.0
longsa01,2023,Sam Long*,OAK,45.0,40,35,14,60.0
lopezja04,2023,Jacob Lopez*,TBR,12.1,4,0,0,
lopezjo02,2023,Jorge López,TOT,59.0,61,17,7,59.0
lopezjo04,2023,José Lopez*,TBR,2.0,1,1,1,0.0
lopezni01,2023,Nicky Lopez,ATL,2.1,2,0,0,
lopezre01,2023,Reynaldo López,TOT,66.0,68,22,8,64.0
lorenmi01,2023,Michael Lorenzen,TOT,153.0,29,0,0,
loupaa01,2023,Aaron Loup*,LAA,48.2,55,17,8,53.0
lovelri01,2023,Richard Lovelady*,OAK,23.1,27,15,2,87.0
lucasea01,2023,Easton Lucas*,OAK,6.2,6,4,3,25.0
luetglu01,2023,Lucas Luetge*,ATL,13.2,12,1,1,0.0
luplojo01,2023,Jordan Luplow,TOT,1.1,2,0,0,
machaan02,2023,Andrés Machado,WSN,50.0,44,37,9,76.0
madribl01,2023,Bligh Madris,HOU,1.0,1,0,0,
maedake01,2023,Kenta Maeda,MIN,104.1,21,0,0,
mailelu01,2023,Luke Maile,CIN,4.1,4,1,1,0.0
maldoma01,2023,Martín Maldonado,HOU,1.0,1,0,0,
manaese01,2023,Sean Manaea*,SFG,117.2,37,14,3,79.0
mantijo01,2023,Joe Mantiply*,ARI,39.0,35,18,4,78.0
marinro01,2023,Ron Marinaccio,NYY,47.1,45,36,10,72.0
mariomi01,2023,Michael Mariot,CIN,2.2,1,0,0,
marshal01,2023,Alec Marsh,KCR,74.1,17,4,0,100.0
martejo01,2023,José Marte,LAA,9.1,10,2,2,0.0
marteyu01,2023,Yunior Marte,PHI,39.1,40,27,7,74.0
martiad01,2023,Adrián Martinez,OAK,55.0,22,12,6,50.0
