pitcher,year,p_throws,tbf_vs_L,tbf_vs_R,xwoba_vs_L,xwoba_vs_R
672282,2025,L,83.0,185.0,0.35248935940602605,0.284096650499205
672282,2026,L,45.0,123.0,0.24570454545454545,0.27528455284552844
672335,2022,L,85.0,150.0,0.24687309248023534,0.3332510922672551
672335,2023,L,109.0,139.0,0.2851822052966945,0.33292799283880775
672335,2024,L,109.0,129.0,0.2848045982057038,0.3106809501262626
672335,2025,L,43.0,67.0,0.26754268292682926,0.35759166542269993
672335,2026,L,31.0,42.0,0.4585161290322581,0.4350952380952381
672391,2022,R,52.0,82.0,0.35559623246531813,0.3691055331088664
672391,2023,R,51.0,56.0,0.3481326445545555,0.32793100418804166
672391,2024,R,40.0,53.0,0.3183785278664252,0.24240273827747957
672391,2025,R,74.0,120.0,0.31919394399142975,0.2800239631773455
672456,2024,R,213.0,201.0,0.3493385447832895,0.35491941486769324
672456,2025,R,188.0,202.0,0.38566533778845224,0.28722342251512795
672456,2026,R,75.0,58.0,0.28273333333333334,0.2810526315789474
672552,2024,L,15.0,32.0,0.42123508771929824,0.37738008709058235
672578,2022,R,114.0,153.0,0.2994780081297778,0.40116397763647477
672578,2023,R,146.0,156.0,0.30717235070124677,0.36415900893884806
672578,2024,R,61.0,68.0,0.33419120581508416,0.2892573816901903
672578,2025,R,99.0,104.0,0.3951325770355375,0.3477646948805037
672582,2022,L,6.0,38.0,0.5574523809523809,0.37734821686322834
672582,2023,L,48.0,134.0,0.22830024868748272,0.354637448919531
672582,2024,L,99.0,141.0,0.2825856135183319,0.3676533430764695
672582,2025,L,114.0,161.0,0.29030297303555375,0.32904783801621806
672582,2026,L,21.0,34.0,0.24850000000000003,0.5043823529411765
672710,2022,R,165.0,244.0,0.3120439453898652,0.34886893016572385
672710,2023,R,142.0,160.0,0.3830015215040244,0.33323593460129197
672710,2024,R,123.0,175.0,0.3659010562437215,0.34699591363518895
672710,2025,R,25.0,26.0,0.27332664285714287,0.30762637749247657
672715,2022,R,48.0,52.0,0.324598466551658,0.37520383243611993
672715,2023,R,46.0,53.0,0.41208354596895097,0.31791488469601675
672724,2025,R,6.0,10.0,0.39766666666666667,0.3658235294117647
672730,2023,R,21.0,27.0,0.41857250384024575,0.28524074074074074
672782,2023,R,4.0,4.0,0.179,0.26925
672782,2024,R,18.0,36.0,0.25927337583485127,0.3783659110729418
672782,2025,R,161.0,116.0,0.3658778670014548,0.3261461828887728
672782,2026,R,45.0,37.0,0.5008095238095238,0.3698611111111111
672839,2022,R,8.0,13.0,0.32275,0.45461538461538464
672841,2023,R,6.0,16.0,0.4908333333333333,0.4395875
672841,2025,R,143.0,190.0,0.28574881637016675,0.3186699662150749
672851,2022,R,144.0,166.0,0.40104072102752825,0.35455094747397287
672851,2023,R,127.0,113.0,0.3553813115135337,0.37930989857700015
672851,2024,R,21.0,27.0,0.4400166666666666,0.27617342620679325
672860,2023,R,2.0,6.0,0.35,0.29916666666666664
672860,2024,R,38.0,45.0,0.19316216216216217,0.2818840681951793
672911,2022,R,20.0,19.0,0.4420013368983957,0.2885031328320802
673111,2023,L,4.0,6.0,0.52425,0.248
673258,2022,R,2.0,5.0,0.1767,0.18560000000000001
673316,2022,R,11.0,8.0,0.42759595959595964,0.6421682692307693
673380,2024,R,47.0,90.0,0.29893440821589756,0.21730804597701148
673380,2025,R,19.0,22.0,0.4163907894736842,0.29618242269094536
673513,2024,L,94.0,157.0,0.22953300539211047,0.2984501069691355
673513,2025,L,114.0,158.0,0.34929587152636576,0.29497494635280397
673540,2023,R,338.0,359.0,0.3007784709146935,0.31496642580846157
673540,2024,R,7.0,13.0,0.1804285714285714,0.41143879376437514
673540,2025,R,264.0,220.0,0.32436882659876803,0.29650239406515294
673540,2026,R,49.0,48.0,0.39069387755102036,0.28447916666666667
673820,2025,R,8.0,6.0,0.35,0.6640172413793104
673858,2023,R,8.0,7.0,0.44337499999999996,0.3762857142857143
673904,2022,R,6.0,9.0,0.2585,0.4106031746031746
673929,2024,R,66.0,76.0,0.36225179978149613,0.32303031663644116
673929,2025,R,108.0,161.0,0.2724242509554868,0.28686766912097295
673929,2026,R,28.0,37.0,0.417962962962963,0.4103243243243243
673965,2025,R,7.0,9.0,0.47494652406417115,0.22975
674003,2023,L,61.0,173.0,0.3124377049180328,0.3304560402547256
674003,2024,L,83.0,226.0,0.3065636301368009,0.28742569625470094
674072,2022,L,39.0,166.0,0.33460978152929494,0.3461887444007906
674072,2023,L,96.0,286.0,0.34059490321287195,0.31667568734622625
674072,2024,L,55.0,129.0,0.38488201969570396,0.3880520337526945
674072,2025,L,8.0,18.0,0.3399715909090909,0.4673529411764706
674285,2023,R,29.0,32.0,0.33985344827586206,0.40137833333333334
674285,2024,R,47.0,87.0,0.3824978260869565,0.3211405265109381
674285,2025,R,68.0,83.0,0.3637361979141421,0.3770505525601542
674370,2023,R,111.0,125.0,0.37255805952616294,0.29803870967741936
674370,2024,R,119.0,140.0,0.274151103757031,0.2526764144748274
674370,2025,R,154.0,209.0,0.34577941705489584,0.3646166842480601
674370,2026,R,37.0,35.0,0.3575405405405405,0.3936857142857143
674384,2025,R,28.0,34.0,0.4469565580618212,0.2970833333333333
674444,2023,R,27.0,35.0,0.35575162216480044,0.305479806763285
674444,2024,R,8.0,10.0,0.205828125,0.1548
674444,2025,R,83.0,106.0,0.2952140981837799,0.28859578517599965
674444,2026,R,19.0,7.0,0.5072777777777778,0.16157142857142856
674681,2022,L,2.0,27.0,0.439,0.3756397453435757
674681,2023,L,7.0,16.0,0.36342857142857143,0.5964034355590062
674841,2025,L,15.0,83.0,0.27137916666666667,0.27333000293858356
674841,2026,L,6.0,10.0,0.2688333333333333,0.22820000000000001
674944,2024,L,34.0,39.0,0.2484975490196078,0.22457692307692306
674944,2025,L,21.0,22.0,0.38711544011544013,0.34683549783549783
675512,2025,R,97.0,84.0,0.33002762671356417,0.26343605223342115
675540,2022,R,30.0,18.0,0.4361707070707071,0.30687330316742084
675540,2023,R,187.0,217.0,0.32484120451770304,0.3601893477308775
675540,2024,R,80.0,92.0,0.3214211604351678,0.37266177279869195
675540,2025,R,7.0,9.0,0.4926017316017316,0.18533333333333332
675627,2022,R,75.0,58.0,0.3306024527150804,0.2571034925560721
675627,2023,R,147.0,155.0,0.4096568924890206,0.2778735940093872
675627,2024,R,70.0,133.0,0.2820655677655678,0.2979971303702841
675650,2024,R,25.0,39.0,0.5152898198575618,0.43055199023199026
675650,2025,R,9.0,11.0,0.5645555555555555,0.3498441558441558
675660,2026,L,19.0,34.0,0.30494736842105263,0.2975
675848,2025,R,126.0,135.0,0.31950082749854264,0.24297106797175716
675848,2026,R,28.0,44.0,0.38838461538461544,0.30829545454545454
675911,2022,R,277.0,251.0,0.2704866205491403,0.218709296490826
675911,2023,R,403.0,361.0,0.29306416088296616,0.2559499458660142
675911,2024,R,21.0,21.0,0.3386955266955267,0.30222102425876013
675911,2025,R,288.0,252.0,0.34998099546228556,0.33164715787109295
675911,2026,R,15.0,4.0,0.43026666666666663,0.1825
675912,2022,L,13.0,15.0,0.37061538461538457,0.36447256140350875
675916,2022,R,82.0,79.0,0.25720548900321866,0.28047062396113026
675916,2023,R,71.0,101.0,0.34820047042529517,0.3177499383855809
675919,2025,L,4.0,3.0,0.19424999999999998,0.23033333333333336
675919,2026,L,5.0,9.0,0.48760000000000003,0.41188888888888886
675921,2022,R,79.0,100.0,0.3688194421612143,0.369329527402288
675921,2023,R,4.0,14.0,0.2885,0.35438722943722933
675921,2024,R,69.0,75.0,0.271110169685906,0.443086057495897
675989,2023,R,46.0,61.0,0.484344010485517,0.3252541666666666
675989,2024,R,40.0,43.0,0.28764142857142855,0.33331908755877493
675989,2025,R,3.0,7.0,0.38799999999999996,0.379762987012987
675989,2026,R,34.0,22.0,0.4373939393939394,0.32872727272727276
676050,2022,L,52.0,89.0,0.22552650556680162,0.3582065569063859
676050,2023,L,6.0,11.0,0.2548333333333333,0.25573426573426583
676051,2025,R,11.0,10.0,0.3328890274962316,0.33383189655172407
676070,2025,R,1.0,2.0,0.071,0.0665
676083,2022,R,17.0,20.0,0.3395822328931572,0.23405
676083,2023,R,23.0,10.0,0.3211565217391304,0.3088931034482759
676083,2024,R,20.0,28.0,0.5342661904761905,0.3380973752754959
676083,2025,R,235.0,213.0,0.34470958604907387,0.3056504420046778
676083,2026,R,76.0,58.0,0.3241578947368421,0.2674736842105263
676092,2022,R,53.0,98.0,0.4609633687202692,0.33441841226847063
676092,2023,R,37.0,58.0,0.395003003003003,0.33097823501141416
676092,2024,R,74.0,96.0,0.3426392041626045,0.29755810655708526
676092,2025,R,53.0,66.0,0.44371787172230853,0.3245901634861359
676103,2022,L,10.0,16.0,0.47459999999999997,0.2740625
676105,2024,R,36.0,52.0,0.34422014814814816,0.3515758907664403
676106,2023,R,21.0,28.0,0.24904761904761902,0.31413095238095234
676106,2024,R,127.0,139.0,0.36483230005406464,0.3791716215139293
676106,2025,R,206.0,181.0,0.3963086739368927,0.31772212216824475
676106,2026,R,81.0,79.0,0.31423456790123455,0.28956578947368417
676130,2022,R,9.0,14.0,0.30877777777777776,0.42792477861319966
676130,2023,R,93.0,86.0,0.29819622692411457,0.31459268680668956
676130,2024,R,153.0,143.0,0.3155613528372716,0.2752600752952616
676130,2025,R,124.0,160.0,0.3621088763835344,0.31369070820192624
676130,2026,R,6.0,10.0,0.4586666666666666,0.5163
676194,2022,R,38.0,58.0,0.3173444830497782,0.47009351785735304
676206,2022,R,3.0,,0.2804920634920635,
676206,2023,R,23.0,42.0,0.3780491368697891,0.4113771535169091
676206,2025,R,19.0,9.0,0.21445614035087718,0.3214444444444444
676254,2023,R,96.0,168.0,0.2741893489583333,0.2742491764016981
676254,2024,R,148.0,162.0,0.30053426556702817,0.21805683495042627
676254,2025,R,121.0,145.0,0.301434220051657,0.3200802721682734
676254,2026,R,26.0,35.0,0.3652916666666666,0.3005151515151515
676263,2025,L,104.0,198.0,0.24661785344053805,0.27813645395455017
676263,2026,L,32.0,26.0,0.3106774193548387,0.24228000000000002
676265,2022,R,112.0,104.0,0.3328052392837962,0.3500594293200026
676265,2023,R,72.0,112.0,0.3497130824747053,0.349624113832663
676272,2023,R,269.0,238.0,0.2871789682400504,0.2884995216966623
676272,2024,R,123.0,136.0,0.39408447564757115,0.39906530796090317
676272,2025,R,15.0,13.0,0.45456684203895986,0.36653846153846154
676282,2024,L,42.0,121.0,0.36510153257125516,0.28320960428007785
676282,2025,L,113.0,289.0,0.32237822376738307,0.292624559144275
676282,2026,L,38.0,107.0,0.2451315789473684,0.35427358490566035
676391,2022,R,3.0,8.0,0.588488888888889,0.46766071428571426
676391,2023,R,1.0,6.0,0.114,0.48066666666666663
676391,2024,R,2.0,3.0,0.255,0.5833333333333334
676395,2023,L,51.0,76.0,0.3190705009276438,0.29751856291775647
676395,2024,L,103.0,148.0,0.26401936844169854,0.25212736652493595
676395,2025,L,99.0,170.0,0.3266317836712607,0.3033426354363054
676395,2026,L,14.0,20.0,0.14735714285714283,0.4631
676428,2024,L,73.0,102.0,0.19379419191919192,0.2724434641100964
676428,2025,L,117.0,160.0,0.2982916996047431,0.3106387748989192
676428,2026,L,32.0,36.0,0.24851612903225806,0.3562222222222222
676440,2023,R,268.0,317.0,0.3026791827165814,0.2952748328528406
676440,2024,R,395.0,319.0,0.31810875409693845,0.2891232156676366
676440,2025,R,413.0,350.0,0.3043058782640506,0.2978197485015964
676440,2026,R,84.0,69.0,0.34422619047619046,0.31243478260869567
676467,2025,L,78.0,301.0,0.2581370855786212,0.35566183791266476
676467,2026,L,25.0,26.0,0.4671666666666667,0.36951999999999996
676475,2023,L,2.0,11.0,0.592475,0.4944297520661157
676475,2025,L,2.0,2.0,0.3725,0.5226666666666666
676477,2022,R,130.0,181.0,0.25059356079550416,0.29847757448001533
676477,2023,R,131.0,176.0,0.3061109005560878,0.34929847982062456
676477,2024,R,48.0,27.0,0.28892028985507245,0.3963939452124936
676477,2025,R,136.0,157.0,0.2519552516619183,0.2756569463981854
676477,2026,R,24.0,32.0,0.4064583333333333,0.27361290322580645
676508,2024,R,22.0,15.0,0.30804545454545457,0.2777981481481481
676508,2025,R,136.0,194.0,0.3072299226508785,0.3003817562199559
676508,2026,R,11.0,12.0,0.23227272727272724,0.524
676510,2025,R,5.0,2.0,0.1484,0.409
676510,2026,R,4.0,11.0,0.36375,0.2871818181818182
676534,2022,R,34.0,67.0,0.4212320491110197,0.3597511780257291
676534,2023,R,44.0,76.0,0.39468817986826005,0.374659030980921
676534,2024,R,101.0,135.0,0.34192175862276425,0.2912934102934103
676534,2025,R,131.0,125.0,0.2874120943859316,0.36028054123989217
676534,2026,R,34.0,22.0,0.3365625,0.41059090909090906
676568,2024,R,6.0,9.0,0.34450000000000003,0.301
676568,2026,R,3.0,4.0,0.241,0.27525
676571,2025,L,43.0,67.0,0.30513403998865574,0.3108118112947658
676571,2026,L,33.0,41.0,0.3178484848484848,0.38146341463414635
676596,2022,L,56.0,115.0,0.18333285799168153,0.4054999850281675
676596,2023,L,49.0,172.0,0.2772917491127271,0.3811910094420543
676596,2024,L,49.0,90.0,0.3744447267018695,0.29798741077365687
676596,2026,L,12.0,6.0,0.574,0.258
676604,2024,R,7.0,8.0,0.4107142857142857,0.2095
676604,2025,R,23.0,36.0,0.3876751336898396,0.39931718808772465
676609,2025,R,6.0,3.0,0.3101833333333333,1.215432142857143
676614,2024,L,37.0,68.0,0.3196409326926568,0.33377156913797823
676617,2022,R,3.0,2.0,0.141,0.39399999999999996
676617,2024,R,20.0,26.0,0.4443209302325581,0.3375369822485207
676617,2025,R,86.0,114.0,0.302429012345679,0.32486456070969344
676617,2026,R,40.0,25.0,0.21309999999999998,0.27272
676632,2023,R,2.0,2.0,1.1503636363636365,0.2435
676637,2022,R,21.0,36.0,0.339928798185941,0.3200045132739475
676641,2022,R,49.0,50.0,0.34645807450884486,0.2467960432986754
676660,2022,R,23.0,16.0,0.23464251207729467,0.2897105263157895
676661,2024,R,21.0,33.0,0.36871428571428566,0.31328159779614323
676661,2025,R,78.0,92.0,0.37228563541503984,0.37149111639145993
676664,2022,L,56.0,233.0,0.3456548894557823,0.329438347787034
676664,2023,L,140.0,597.0,0.33303763186592444,0.33339702249321634
676664,2024,L,152.0,607.0,0.25702510579495325,0.3470053192417754
676664,2025,L,96.0,490.0,0.32137861628478254,0.31971511019321197
676679,2025,R,8.0,6.0,0.42435546874999996,0.33899999999999997
676680,2023,L,80.0,126.0,0.2868628205128205,0.2385281342052551
676680,2024,L,31.0,38.0,0.3293062261100989,0.3290247678018576
676680,2025,L,2.0,14.0,0.3495,0.1677142857142857
676684,2022,R,118.0,155.0,0.3414022120874295,0.3022880310393595
676684,2023,R,85.0,114.0,0.2802601910329349,0.28300319548872177
676684,2024,R,116.0,174.0,0.34163491898606163,0.2987752052352682
676684,2025,R,126.0,158.0,0.29944994640088596,0.24352608708714985
676684,2026,R,28.0,24.0,0.30110714285714285,0.27204347826086955
676689,2023,R,1.0,3.0,0.038,0.252
676701,2023,R,6.0,4.0,0.6834489247311827,0.106
676701,2025,R,2.0,1.0,0.4195,0.158
676702,2023,R,22.0,25.0,0.35142826568799984,0.29907185185185187
676702,2024,R,68.0,90.0,0.336467661463116,0.255331911814777
676702,2025,R,40.0,49.0,0.36713088972431074,0.38465255102040813
676702,2026,R,2.0,1.0,0.28600000000000003,0.0
676710,2022,R,139.0,195.0,0.3745883686170293,0.3157913530399048
676710,2023,R,259.0,268.0,0.28099170771685644,0.28417301532092365
676710,2024,R,394.0,365.0,0.31459904327747434,0.3008785740945784
676714,2022,L,94.0,146.0,0.2764958060556465,0.34580185922220164
676714,2023,L,30.0,33.0,0.25866666666666666,0.46270854321026295
676714,2024,L,35.0,54.0,0.2105460191981931,0.6088343269211058
676720,2022,R,22.0,22.0,0.6712146867946868,0.39527491492464756
676724,2025,R,2.0,1.0,0.215,0.7
676742,2025,R,11.0,23.0,0.47836818181818186,0.4253851358695652
676742,2026,R,10.0,5.0,0.2822222222222222,0.20220000000000002
676755,2024,R,10.0,13.0,0.23054528301886795,0.46223076923076917
676755,2025,R,92.0,106.0,0.3702156593199742,0.2211366714244618
676755,2026,R,36.0,36.0,0.36891666666666667,0.40958333333333335
676760,2022,R,94.0,88.0,0.22696536231884057,0.30418338542770357
676760,2023,R,112.0,94.0,0.3156844544168228,0.33538444602375916
676760,2024,R,54.0,45.0,0.28624437196614616,0.36799569080049443
676760,2025,R,12.0,30.0,0.30191666666666667,0.20523538230884558
676760,2026,R,43.0,37.0,0.3286279069767442,0.32013513513513514
676766,2022,R,4.0,3.0,0.56975,0.311
676775,2023,R,70.0,103.0,0.29004369114877593,0.3405957122447105
676775,2024,R,112.0,127.0,0.4007748137751384,0.3619674808821414
676775,2025,R,19.0,23.0,0.2969736890364551,0.27082758620689656
676775,2026,R,19.0,28.0,0.22476470588235295,0.20985714285714288
676801,2025,L,5.0,10.0,0.3902,0.4014333333333333
676831,2022,R,28.0,31.0,0.3100613265306122,0.4508635752688172
676840,2022,R,20.0,26.0,0.35126315789473683,0.28790582243843116
676879,2022,L,98.0,377.0,0.2908415798611111,0.3100358761689567
676879,2024,L,38.0,81.0,0.21468103713469566,0.3262203720384048
676879,2025,L,99.0,171.0,0.28653482765407107,0.2748094504233025
676879,2026,L,35.0,57.0,0.2610285714285714,0.25849122807017544
676886,2022,R,27.0,38.0,0.2765979020979021,0.28254849861661224
676917,2022,R,7.0,17.0,0.2285,0.3380756302521008
676917,2025,R,124.0,95.0,0.29658951769257585,0.3481418261000368
676917,2026,R,80.0,63.0,0.30067499999999997,0.31615873015873014
676946,2022,R,5.0,3.0,0.2318,0.4215227272727273
676961,2023,R,4.0,6.0,0.7808652482269504,0.11666666666666665
676961,2024,R,8.0,12.0,0.5710625,0.2824247311827957
676961,2025,R,90.0,103.0,0.455289739190804,0.3003159612771263
676962,2024,R,118.0,104.0,0.3072411987692139,0.33993242124128437
676962,2025,R,209.0,248.0,0.36351696980657133,0.3040732154209829
676962,2026,R,44.0,52.0,0.2485909090909091,0.2721923076923077
676969,2024,R,23.0,29.0,0.32585326086956523,0.356889751552795
676969,2025,R,6.0,4.0,0.21916666666666665,0.54859375
676974,2022,R,11.0,15.0,0.19082196969696968,0.4751257356170399
676974,2024,R,126.0,123.0,0.33703476330424076,0.3334666827405551
676974,2025,R,143.0,142.0,0.3406594033457625,0.33365960191176086
676974,2026,R,80.0,74.0,0.29043037974683544,0.33381081081081077
676979,2023,L,22.0,42.0,0.35946969696969694,0.4041095912986157
676979,2024,L,101.0,494.0,0.25862852716903,0.27035653692059763
676979,2025,L,151.0,667.0,0.2076426600441501,0.28033737807119646
676979,2026,L,20.0,118.0,0.32142105263157894,0.3489655172413793
677020,2023,L,22.0,26.0,0.2551313131313131,0.41111963327370304
677020,2024,L,24.0,32.0,0.3169706874503924,0.31828330512572534
677020,2025,L,7.0,18.0,0.45499999999999996,0.25564285714285717
677053,2022,L,29.0,54.0,0.3907093695576454,0.40069639225433307
677053,2023,L,85.0,152.0,0.24163056043688158,0.27218679060916967
677053,2024,L,78.0,133.0,0.1966795720003267,0.31808156736720944
677053,2026,L,28.0,27.0,0.4225555555555556,0.33522222222222225
677076,2023,L,5.0,17.0,0.4734064516129033,0.4801169607120668
677076,2024,L,1.0,2.0,0.302,0.35
677161,2022,R,27.0,33.0,0.23884615384615385,0.29951076722756415
677161,2023,R,24.0,19.0,0.34961041666666665,0.386359649122807
677161,2024,R,107.0,134.0,0.36363767589118196,0.2955994909296092
677161,2025,R,70.0,82.0,0.2658725490196079,0.3278551053091014
677161,2026,R,12.0,39.0,0.5078181818181818,0.36976315789473685
677649,2025,R,3.0,8.0,0.36233333333333334,0.16999999999999998
677651,2022,R,296.0,347.0,0.30519352913783004,0.30246820518540896
677651,2023,R,49.0,66.0,0.3208204312865497,0.3118531027795734
677651,2025,R,7.0,20.0,0.23442857142857143,0.22555301368952682
677865,2022,L,51.0,49.0,0.2857016079158936,0.351665232079906
677865,2023,L,38.0,84.0,0.30907657657657656,0.3607675608791763
677865,2024,L,9.0,18.0,0.24544444444444447,0.3470083240843507
677865,2025,L,36.0,29.0,0.3138886988904088,0.32272511312217195
677865,2026,L,41.0,37.0,0.38765853658536586,0.3762432432432432
677944,2023,R,56.0,55.0,0.3230890041161392,0.346168522846015
677944,2024,R,164.0,174.0,0.3336028090978595,0.3361288406272989
677944,2025,R,274.0,271.0,0.3570574361524837,0.3348595372749189
677944,2026,R,86.0,78.0,0.3420705882352941,0.3940384615384615
677952,2025,R,128.0,165.0,0.2933894079904486,0.2951370573569543
677952,2026,R,89.0,76.0,0.2722159090909091,0.24752
677955,2024,R,22.0,23.0,0.258047619047619,0.34128945981554676
677955,2025,R,61.0,68.0,0.28922950819672133,0.2816219919786096
677955,2026,R,29.0,30.0,0.3983214285714286,0.2944333333333333
677958,2024,R,28.0,27.0,0.28635714285714287,0.2881122710622711
677958,2025,R,158.0,129.0,0.3918329864582745,0.3327738203091424
677958,2026,R,70.0,57.0,0.3899565217391304,0.2882456140350877
677960,2022,L,,21.0,,0.31
677960,2023,L,64.0,193.0,0.3034793158865941,0.3441718128153934
677960,2024,L,76.0,292.0,0.28583493084693085,0.32814790931557014
677960,2025,L,32.0,134.0,0.29154800627240146,0.32247892682195045
677960,2026,L,32.0,126.0,0.27578125,0.3573467741935484
677961,2025,R,4.0,8.0,0.6719444444444445,0.340875
677961,2026,R,37.0,33.0,0.35957142857142854,0.4693636363636363
677976,2024,R,21.0,24.0,0.37311041666666667,0.3005811403508772
677976,2025,R,10.0,9.0,0.3738542372881356,0.35544444444444445
678011,2025,R,,4.0,,0.08275
678020,2024,R,30.0,16.0,0.2851974358974359,0.21070535714285715
678020,2025,R,87.0,85.0,0.3463659460722481,0.3082439483273505
678020,2026,R,2.0,6.0,0.7,0.25533333333333336
678022,2025,R,83.0,78.0,0.28001165291260754,0.3167740893015031
678022,2026,R,32.0,23.0,0.269,0.32304347826086954
678024,2025,R,206.0,218.0,0.3252591818173265,0.31647609546566674
678061,2022,L,8.0,13.0,0.45175595238095234,0.5230864468864469
678061,2023,L,36.0,78.0,0.30202285714285715,0.35145963532968144
678061,2024,L,38.0,66.0,0.2858269672879888,0.3793368207452468
678215,2025,R,27.0,28.0,0.4902881794236633,0.3410246710526316
678226,2023,R,12.0,8.0,0.2585673076923077,0.523
678226,2024,R,29.0,39.0,0.2529642857142857,0.26626251526251526
678226,2025,R,73.0,90.0,0.32214098611318437,0.32422001091752717
678316,2025,L,8.0,10.0,0.20675,0.3727
678368,2024,R,133.0,162.0,0.3299801760164113,0.3694126561975756
678368,2025,R,170.0,179.0,0.39204811891830527,0.31908692102184494
678368,2026,R,16.0,32.0,0.4876,0.5017
678394,2022,R,108.0,160.0,0.3222951693964339,0.3037060689484127
678394,2023,R,322.0,346.0,0.33442416053843804,0.29973209853357274
678394,2024,R,381.0,323.0,0.3502869573827938,0.3109062004982036
678394,2025,R,414.0,289.0,0.34160869450553083,0.3085417072221084
678394,2026,R,69.0,64.0,0.4959264705882353,0.351140625
678495,2024,R,96.0,126.0,0.30472841873474105,0.27551189851166574
678495,2025,R,104.0,95.0,0.20079772275138655,0.3063019788300934
678606,2023,L,61.0,81.0,0.31001147540983603,0.30439029535864975
678606,2024,L,46.0,83.0,0.23130434782608697,0.28104449371766443
678606,2025,L,110.0,214.0,0.24457262954327888,0.33642258440259754
678606,2026,L,38.0,36.0,0.2212,0.29333333333333333
678692,2022,R,25.0,25.0,0.21488,0.3435388737928738
678692,2024,R,37.0,45.0,0.43032837116621786,0.2982655555555555
678692,2025,R,148.0,155.0,0.3012546642826458,0.24633952150966965
678821,2024,L,26.0,23.0,0.3407057142857143,0.21730434782608696
678821,2025,L,47.0,55.0,0.4449347826086956,0.4337068797215856
678906,2024,R,20.0,35.0,0.34319,0.42723385643284967
678906,2025,R,72.0,67.0,0.29306656184486374,0.32940730557737624
678906,2026,R,40.0,42.0,0.32865,0.24404761904761904
679156,2024,L,41.0,43.0,0.3676263285730484,0.33543253968253967
679346,2023,R,17.0,22.0,0.42021218487394957,0.313531954887218
679358,2024,R,6.0,5.0,0.3566666666666667,0.3806905660377359
679358,2025,R,94.0,84.0,0.267158670597695,0.33504079545228055
679358,2026,R,30.0,37.0,0.2337,0.2901351351351351
679525,2023,R,164.0,178.0,0.3844150055571557,0.3592054588355837
679525,2024,R,309.0,240.0,0.3650334613555725,0.32276430929786165
679775,2025,L,41.0,74.0,0.22972252272727273,0.38934234250719757
679775,2026,L,16.0,25.0,0.2828125,0.30591666666666667
679845,2024,R,1.0,2.0,0.889,0.3245
679883,2025,R,25.0,31.0,0.18727999999999997,0.2582506912442396
679883,2026,R,30.0,15.0,0.4228,0.38557142857142856
679885,2023,R,25.0,32.0,0.48324606800166875,0.28566796875
679885,2024,R,128.0,181.0,0.34212978238112074,0.24991677350427352
679885,2025,R,37.0,30.0,0.22913513513513512,0.35984120902511707
679922,2025,R,1.0,4.0,0.007,0.68025
680232,2023,L,5.0,17.0,0.4074,0.38223096885813146
680570,2023,R,221.0,294.0,0.3547150491642973,0.29066253093209404
680570,2024,R,242.0,250.0,0.2705917598637543,0.33560214631939744
680572,2024,R,,3.0,,0.20078787878787882
680573,2022,R,10.0,10.0,0.527456,0.3471285714285714
680573,2023,R,11.0,13.0,0.42888574938574936,0.34353828828828825
680573,2024,R,240.0,330.0,0.31562571146516666,0.31744017302446026
680573,2025,R,232.0,240.0,0.2813291584028795,0.3273179639743142
680573,2026,R,81.0,81.0,0.3371,0.37541250000000004
680604,2025,R,16.0,,0.5050595535561083,
680684,2025,R,70.0,69.0,0.3465782163112898,0.47175903387145074
680686,2022,R,280.0,369.0,0.3803616884043777,0.2914761211512864
680686,2023,R,349.0,351.0,0.33654467435021346,0.3515118901478395
680686,2024,R,23.0,21.0,0.3782419808452417,0.3654648526077097
680689,2023,R,49.0,32.0,0.4458624126367442,0.35804545454545456
680689,2024,R,1.0,4.0,0.4263333333333333,0.361
680689,2025,R,69.0,103.0,0.4194822084481175,0.31404511036941657
680694,2022,R,175.0,334.0,0.3204284390847248,0.3468096063197965
680694,2023,R,304.0,368.0,0.30862781310593723,0.29452280703907463
680694,2024,R,77.0,86.0,0.303205753744896,0.24435728291316527
680694,2025,R,73.0,53.0,0.30658668235174713,0.23200399025006768
680694,2026,R,102.0,55.0,0.3307722772277228,0.39959259259259255
680701,2025,L,4.0,2.0,0.2465,0.7189745762711863
680702,2025,R,7.0,8.0,0.4586666666666667,0.20825
680702,2026,R,4.0,5.0,0.194,0.319
680704,2022,R,63.0,117.0,0.3809781895937277,0.2515353448275862
680704,2023,R,73.0,167.0,0.32701762103081755,0.30409086655005724
680704,2024,R,103.0,143.0,0.29441100560290223,0.36677659193790463
680704,2025,R,31.0,38.0,0.2974193548387097,0.34596763460375074
680704,2026,R,18.0,23.0,0.38666666666666666,0.3645454545454545
680723,2023,L,24.0,147.0,0.5321376893939395,0.34622557770752105
680729,2025,L,19.0,31.0,0.3162105263157895,0.40634520157262094
680730,2024,L,156.0,490.0,0.27592101291633137,0.34616550555376696
680730,2025,L,187.0,538.0,0.3679144813227404,0.37283933330041635
680730,2026,L,23.0,32.0,0.29768181818181816,0.34016129032258063
680732,2024,R,50.0,26.0,0.2837230769230769,0.3685118492618493
680732,2025,R,302.0,296.0,0.3328022852596612,0.3570154905680468
680732,2026,R,88.0,69.0,0.32226436781609197,0.25633823529411764
680735,2023,L,60.0,89.0,0.2768092097635393,0.37853132216505203
680735,2025,L,42.0,60.0,0.332754537013912,0.396652782351058
680736,2024,L,46.0,110.0,0.3494456282497049,0.3960981575366707
680736,2025,L,81.0,199.0,0.3012281166091293,0.2877302471887972
