pitcher,year,p_throws,tbf_vs_L,tbf_vs_R,xwoba_vs_L,xwoba_vs_R
608717,2024,R,109.0,148.0,0.37597472613751853,0.3287418822317667
608717,2025,R,49.0,55.0,0.26910204081632655,0.4135873837304117
608718,2022,L,79.0,193.0,0.3288525764259635,0.29935669505254753
608718,2023,L,108.0,185.0,0.33100630428047095,0.2604822716223098
608718,2024,L,103.0,167.0,0.3129374867622448,0.32630477975055255
608718,2025,L,118.0,174.0,0.325295261802536,0.31749770792080595
608718,2026,L,27.0,53.0,0.32685185185185184,0.29174509803921567
608723,2022,R,192.0,250.0,0.3336069076027458,0.33355211850131644
608723,2023,R,68.0,92.0,0.324018407960199,0.3142921579631023
608723,2024,R,120.0,128.0,0.3071986347736008,0.2730516397248509
608723,2026,R,3.0,9.0,0.2703333333333333,0.2871111111111111
611093,2022,R,5.0,13.0,0.0522,0.5066940559440559
611093,2023,R,14.0,17.0,0.2779285714285714,0.2744362745098039
612434,2022,R,42.0,90.0,0.33527379696769943,0.35693243176890127
612434,2023,R,103.0,165.0,0.3432371464114833,0.2885524197063604
612434,2024,R,24.0,40.0,0.27975,0.44397272727272724
612434,2025,R,14.0,14.0,0.3712142857142857,0.3252222222222222
613534,2022,R,4.0,5.0,0.35,0.2652
613534,2023,R,29.0,52.0,0.260192118226601,0.31197586872586874
613534,2024,R,73.0,119.0,0.3351762677798392,0.3078344988344988
613564,2023,R,6.0,5.0,0.19933333333333336,0.1534
614177,2022,R,,3.0,,0.2673333333333333
614179,2022,R,103.0,162.0,0.301920071893481,0.3423855843923878
614179,2023,R,88.0,119.0,0.3843191715057232,0.33341690239476074
614179,2024,R,84.0,133.0,0.36332252215065824,0.2929305783458744
614179,2025,R,29.0,51.0,0.3246335423197492,0.32411089743589744
615698,2022,R,351.0,419.0,0.3299025193362644,0.32584633529715856
615698,2023,R,211.0,233.0,0.3756346724133243,0.3576814034008258
615698,2024,R,329.0,331.0,0.3668123541443144,0.3484872704512134
615698,2025,R,231.0,284.0,0.34709337223046743,0.3836692385102912
615698,2026,R,27.0,13.0,0.4046296296296296,0.2579230769230769
617228,2022,R,83.0,139.0,0.3469091349030373,0.3184978768950028
620443,2022,R,5.0,5.0,0.42025798319327723,0.5765255813953487
620443,2024,R,,1.0,,0.245
620443,2025,R,5.0,3.0,0.6428631578947368,0.5091212121212121
620454,2022,L,2.0,3.0,0.35,0.6198148148148147
620454,2023,L,1.0,5.0,0.7,0.4856
620454,2025,L,68.0,82.0,0.34451259853030186,0.30761913748755537
620982,2024,R,26.0,33.0,0.31856057692307693,0.34807959982601133
621011,2022,R,,10.0,,0.6459942857142857
621016,2022,R,55.0,126.0,0.4236059829059829,0.2912019111111111
621016,2023,R,117.0,176.0,0.3366404786329407,0.3620487701155511
621016,2024,R,33.0,50.0,0.49670444610034775,0.33392793548387095
621028,2025,R,7.0,9.0,0.21343398268398275,0.6096342592592593
621051,2022,R,78.0,136.0,0.28460230700671874,0.2673567110752168
621051,2023,R,90.0,129.0,0.31692036768249415,0.26543277921451214
621051,2024,R,77.0,87.0,0.4381734345958864,0.32355897801858324
621051,2025,R,91.0,150.0,0.3398203609986505,0.29042941326011795
621053,2024,R,89.0,119.0,0.417355460374435,0.225105891088968
621053,2025,R,75.0,172.0,0.3921833967011681,0.2696025547928371
621057,2023,R,36.0,55.0,0.3812079070758738,0.4520329042724887
621057,2025,R,16.0,12.0,0.3292596982758621,0.43592424242424244
621074,2022,R,89.0,141.0,0.3415531879267133,0.31371306919943054
621074,2023,R,81.0,95.0,0.3407315971614217,0.30927573241403905
621076,2022,R,296.0,283.0,0.3410444033119993,0.33367667749778174
621076,2023,R,128.0,153.0,0.35935833677156176,0.3362149702908307
621079,2022,R,12.0,29.0,0.4255056871035941,0.23641379310344826
621082,2022,R,31.0,43.0,0.40392557264957263,0.2591719083784275
621097,2024,R,19.0,32.0,0.4369709618874773,0.39399596774193546
621107,2022,R,151.0,163.0,0.30819003291500247,0.25788475895901214
621107,2023,R,345.0,361.0,0.27639027669652255,0.26731900405023323
621107,2024,R,335.0,350.0,0.29292880552110195,0.31826068965983073
621107,2025,R,186.0,124.0,0.3559702008911026,0.28861804892945075
621107,2026,R,10.0,7.0,0.2926,0.3281428571428571
621111,2022,R,156.0,118.0,0.3440624970651621,0.3079479558044382
621111,2024,R,178.0,167.0,0.3397652618123245,0.3392530075074023
621111,2025,R,315.0,251.0,0.3622470043271916,0.3478920130192162
621111,2026,R,67.0,47.0,0.3601940298507463,0.32082978723404254
621112,2022,R,241.0,226.0,0.32299758456954847,0.31196445039031223
621112,2023,R,217.0,247.0,0.34267292958828044,0.3138442348566942
621112,2024,R,160.0,157.0,0.305339670226924,0.36319240813105713
621112,2025,R,81.0,94.0,0.27032244862417276,0.34519688336269944
621112,2026,R,26.0,30.0,0.2665384615384615,0.34486666666666665
621114,2022,R,15.0,24.0,0.38859632034632036,0.3802472222222222
621114,2024,R,52.0,88.0,0.3431951140203608,0.2700721692038262
621114,2025,R,1.0,7.0,0.032,0.25057142857142856
621121,2022,R,96.0,100.0,0.30756019620811287,0.2899103939223889
621121,2025,R,129.0,145.0,0.32744355674490255,0.3796583543546385
621121,2026,R,75.0,59.0,0.3625405405405405,0.2847457627118644
621139,2023,R,15.0,10.0,0.511236,0.21039230769230768
621139,2025,R,41.0,47.0,0.33341825972313777,0.3387532314923619
621199,2023,R,4.0,16.0,0.5750000000000001,0.34679559322033904
621199,2024,R,54.0,78.0,0.39754137172086046,0.30979642029455373
621199,2025,R,50.0,64.0,0.3263362923076923,0.3658423993631303
621219,2022,R,45.0,39.0,0.40242805258467024,0.4573984409817743
621219,2023,R,4.0,6.0,0.33325,0.5149326241134752
621237,2022,L,66.0,148.0,0.2765938815207781,0.25240961551388047
621237,2023,L,47.0,126.0,0.2504552795031056,0.26794020185802525
621237,2024,L,75.0,183.0,0.24978759897828864,0.33990907659822517
621237,2025,L,30.0,84.0,0.28050737400530507,0.30864528814882486
621237,2026,L,27.0,31.0,0.401,0.26203571428571426
621242,2022,R,99.0,136.0,0.20767936465795106,0.2075923076923077
621242,2024,R,107.0,100.0,0.2811750780010076,0.20371439910813824
621242,2025,R,137.0,122.0,0.2573218898102235,0.2391115293575057
621242,2026,R,22.0,11.0,0.3357142857142857,0.4492999999999999
621244,2022,R,398.0,356.0,0.36566631582449055,0.33823862983608866
621244,2023,R,407.0,376.0,0.3421326415019507,0.3138363415107549
621244,2024,R,420.0,369.0,0.3394883065885718,0.3382496132409472
621244,2025,R,374.0,326.0,0.3270515113258353,0.35520746558365623
621248,2022,R,64.0,89.0,0.43899307936103166,0.32582246900826445
621249,2022,R,104.0,155.0,0.3212285714285715,0.3191324829283681
621249,2023,R,47.0,53.0,0.4254848966125562,0.3495094339622642
621294,2023,R,37.0,45.0,0.455591395140397,0.22555181224004753
621294,2024,R,24.0,42.0,0.38179123365146694,0.35022354497354496
621295,2022,R,53.0,81.0,0.3533389982110912,0.31255805898491085
621295,2023,R,68.0,60.0,0.3137154934071294,0.3479084671814672
621345,2022,L,77.0,194.0,0.21220945395786117,0.27118728945371845
621345,2023,L,93.0,167.0,0.3312346740717709,0.265101268332682
621345,2024,L,47.0,88.0,0.26833973124477595,0.2966472438608088
621345,2025,L,17.0,26.0,0.19223494397759103,0.3377800699300699
621348,2022,L,16.0,13.0,0.43042857142857144,0.32368376068376065
621363,2022,L,62.0,183.0,0.25574808145009414,0.30914476062720486
621363,2023,L,74.0,172.0,0.2116424699944866,0.27837246715111164
621363,2024,L,57.0,96.0,0.3610788697479541,0.27454544184022484
621363,2025,L,28.0,24.0,0.33239682163187856,0.41163141025641026
621366,2022,L,56.0,55.0,0.2833946598639456,0.465585869765976
621366,2023,L,76.0,76.0,0.27250068777095804,0.29113417704410915
621366,2024,L,21.0,30.0,0.33055,0.45572103100151884
621366,2025,L,70.0,75.0,0.2995819163763066,0.3904061717970362
621366,2026,L,25.0,22.0,0.22727999999999998,0.4139090909090909
621368,2022,L,102.0,348.0,0.35426689530000877,0.3392720628866218
621368,2023,L,29.0,47.0,0.3090965517241379,0.4143220508962414
621381,2022,L,57.0,137.0,0.28360821840698,0.2864588869672936
621381,2023,L,98.0,253.0,0.21927838882921588,0.30106841700374676
621381,2024,L,78.0,159.0,0.3154294039914075,0.2169601214192693
621381,2025,L,84.0,172.0,0.2854371276314047,0.2635478836106302
621381,2026,L,17.0,38.0,0.16394117647058823,0.2734473684210526
621383,2022,L,68.0,150.0,0.3227881770549247,0.3123923135309679
621383,2023,L,93.0,163.0,0.283845857364685,0.3497967624626533
621383,2024,L,122.0,189.0,0.25290535245246076,0.3174865901229289
621383,2025,L,111.0,156.0,0.2746631057098765,0.33014609763946295
621383,2026,L,23.0,43.0,0.3560869565217391,0.3394047619047619
621389,2022,L,75.0,118.0,0.26287758454106275,0.35609885107220146
621389,2023,L,72.0,281.0,0.3203560558542413,0.41866882677020195
621389,2024,L,88.0,242.0,0.3282233968759762,0.43047163755581014
621399,2024,L,5.0,6.0,0.4018526315789474,0.5856975308641975
621433,2022,R,12.0,10.0,0.6896836441336441,0.6453354598617757
621433,2023,R,1.0,2.0,0.616,0.3525
621512,2025,R,3.0,3.0,0.11333333333333333,0.25566666666666665
621550,2024,R,1.0,2.0,0.1,0.579
621593,2022,R,23.0,42.0,0.4835225405730314,0.4155202496664761
622065,2022,L,54.0,62.0,0.3111281400966184,0.2994274193548387
622065,2023,L,118.0,118.0,0.3114479885057471,0.31724480829254914
622065,2024,L,25.0,43.0,0.3152672,0.3499756472136902
622072,2022,L,127.0,428.0,0.22440644919385075,0.33937122847305645
622072,2023,L,121.0,308.0,0.3251724612193362,0.33437840379221645
622072,2024,L,51.0,135.0,0.40985998104085025,0.3866618043568695
622075,2022,R,45.0,90.0,0.24020367132867132,0.287133518167226
622075,2023,R,75.0,132.0,0.3843328188208303,0.29244841355196527
622075,2024,R,21.0,46.0,0.1837611111111111,0.3395329689846953
622088,2023,R,12.0,9.0,0.2703116039426523,0.25375000000000003
622088,2024,R,6.0,5.0,0.3459999999999999,0.42219999999999996
622098,2022,R,62.0,126.0,0.3883300838946,0.2664455968422047
622098,2023,R,102.0,142.0,0.32116593639190655,0.3287171064657571
622098,2024,R,30.0,49.0,0.38402638655462185,0.2895907558373591
622103,2022,R,1.0,11.0,0.179,0.3634545454545454
622103,2023,R,15.0,34.0,0.4795332761578044,0.30753186274509803
622103,2024,R,8.0,10.0,0.35175,0.3764
622110,2023,R,5.0,5.0,0.6500011764705882,0.5890000000000001
622250,2022,R,38.0,62.0,0.39661388311388307,0.31997814246198714
622250,2023,R,79.0,138.0,0.28193746506657896,0.28632913720245184
622250,2024,R,25.0,43.0,0.3298425,0.3059384151593454
622251,2022,R,82.0,95.0,0.349682235101643,0.3537993426607299
622251,2023,R,37.0,52.0,0.3176837363679469,0.3493827536931932
622251,2024,R,37.0,65.0,0.2684864864864865,0.35868183606844084
622253,2022,R,93.0,202.0,0.3381242593191123,0.2570071268096097
622253,2024,R,50.0,115.0,0.27689367816091953,0.3184886344030366
622253,2025,R,15.0,19.0,0.5826763171460975,0.23017543859649123
622259,2023,R,22.0,54.0,0.35895454545454547,0.28652111214856313
622259,2024,R,21.0,21.0,0.33925,0.41608014399393706
622268,2022,R,2.0,5.0,0.6284901960784315,0.5174
622268,2024,R,1.0,4.0,0.066,0.23249999999999998
622379,2022,R,6.0,8.0,0.3014888888888889,0.1555
622379,2025,R,13.0,28.0,0.5009692307692307,0.3731616161616162
622491,2022,R,302.0,314.0,0.31750141052612707,0.26232582598029797
622491,2023,R,431.0,373.0,0.318567004393043,0.2840934268625709
622491,2024,R,347.0,375.0,0.35695801772419117,0.27730404649901225
622491,2025,R,376.0,370.0,0.3358851539982291,0.2888481285597126
622491,2026,R,83.0,78.0,0.36132098765432097,0.3876282051282051
622503,2022,R,117.0,163.0,0.3273117664943752,0.27380311354597425
622503,2023,R,27.0,38.0,0.33146307176741957,0.30987107173560036
622503,2024,R,11.0,15.0,0.24035867768595037,0.44734193548387097
622503,2025,R,63.0,90.0,0.413339175947715,0.2729456790123457
622554,2022,R,75.0,132.0,0.3307865220153901,0.26755040222527776
622554,2023,R,78.0,146.0,0.3857965150391837,0.29903587913326635
622554,2024,R,112.0,143.0,0.3431683741627614,0.2776150031147831
622554,2025,R,116.0,147.0,0.3413947165789535,0.24200662947416893
622554,2026,R,35.0,25.0,0.45758823529411763,0.2554
622569,2022,R,1.0,2.0,0.031,0.188
622569,2023,R,5.0,8.0,0.34259999999999996,0.485
622569,2024,R,2.0,3.0,0.4585,0.379
622569,2025,R,4.0,4.0,0.5649772727272727,0.45875
622608,2022,R,226.0,188.0,0.33362426484158997,0.3868248089726472
622608,2023,R,15.0,15.0,0.5501313045019496,0.36351363636363637
622608,2024,R,31.0,24.0,0.41647557603686636,0.4718249827467219
622608,2025,R,333.0,286.0,0.39314162254535273,0.40656023292529536
622608,2026,R,37.0,45.0,0.2727777777777778,0.2729111111111111
622663,2022,R,174.0,232.0,0.29466768753410116,0.27267412561099463
622663,2023,R,203.0,215.0,0.3881301742612109,0.34713522342054154
622663,2024,R,388.0,374.0,0.3405881785412488,0.2799688408367947
622663,2025,R,344.0,362.0,0.35297390909920906,0.3123506125762186
622663,2026,R,98.0,64.0,0.3349795918367347,0.3137936507936508
622694,2022,R,148.0,132.0,0.37146646485576973,0.30663739102621906
622694,2024,R,22.0,42.0,0.3737157784743992,0.39225899726750796
622761,2025,R,2.0,9.0,0.4095,0.7351228070175438
622766,2022,R,7.0,7.0,0.13428571428571426,0.1737142857142857
622766,2023,R,23.0,31.0,0.2342695652173913,0.27679329538266917
622766,2024,R,2.0,1.0,0.6703194444444445,0.011
622772,2023,R,51.0,81.0,0.349187193627451,0.25360978756534314
622780,2023,L,46.0,71.0,0.23536172839506173,0.30198303810617244
622780,2025,L,6.0,10.0,0.4823333333333333,0.37635428571428564
622786,2022,R,28.0,56.0,0.38661604938271604,0.2968065476190476
622786,2024,R,84.0,78.0,0.3230112856633624,0.25840369674185465
622786,2025,R,36.0,45.0,0.3220863842040313,0.2875082644628099
623149,2022,R,108.0,136.0,0.2809559034139972,0.24912707545382445
623149,2023,R,120.0,129.0,0.28661342800278006,0.2396034081657907
623149,2024,R,72.0,93.0,0.30417668537582654,0.30864107829001497
623149,2025,R,41.0,40.0,0.30941564946639294,0.29228447426064996
623149,2026,R,28.0,16.0,0.39618518518518514,0.161
623167,2022,R,283.0,307.0,0.3330072507832594,0.3485279323632342
623167,2023,R,210.0,256.0,0.3308337540627362,0.41036156831723003
623167,2024,R,324.0,383.0,0.33542707158432405,0.347421042565962
623167,2025,R,77.0,102.0,0.41794801257018493,0.2917770092746691
623168,2024,R,1.0,3.0,0.147,0.26933333333333337
623168,2025,R,14.0,13.0,0.6170016233766233,0.44269230769230766
623168,2026,R,4.0,13.0,0.63,0.47184615384615386
623211,2022,R,50.0,92.0,0.3609415883655515,0.2662226599326599
623211,2023,R,96.0,161.0,0.3175487213249149,0.2827592085956606
623211,2024,R,90.0,119.0,0.25901123595505615,0.3217649065433796
623211,2025,R,111.0,152.0,0.348080279735555,0.2865000388407184
623211,2026,R,25.0,34.0,0.25207999999999997,0.2739705882352941
623352,2022,L,49.0,170.0,0.20248888699217304,0.3245755646117627
623352,2023,L,47.0,184.0,0.28126096296296293,0.23618204018204017
623352,2024,L,54.0,224.0,0.2168641975308642,0.2726625078631116
623352,2025,L,46.0,160.0,0.2019289203056689,0.2348827046796535
623381,2023,L,5.0,9.0,0.4934,0.2368888888888889
623433,2023,R,58.0,85.0,0.20115964912280704,0.357299615961689
623433,2024,R,76.0,77.0,0.3063105263157895,0.40722052138358333
623433,2025,R,29.0,34.0,0.3204970663265306,0.3316450989019047
623437,2022,R,9.0,26.0,0.13425,0.37708823529411767
623437,2023,R,101.0,180.0,0.2698657455319826,0.2918981429384375
623437,2024,R,5.0,3.0,0.24,0.02266666666666667
623437,2025,R,118.0,150.0,0.3807553437590998,0.3062631126160583
623437,2026,R,23.0,44.0,0.3439090909090909,0.3888139534883721
623451,2022,R,107.0,128.0,0.35835709549071615,0.28742910364612556
623451,2023,R,25.0,28.0,0.3238558333333333,0.26670370370370367
623451,2024,R,9.0,8.0,0.4275606060606061,0.27375
623454,2026,R,38.0,46.0,0.23149999999999998,0.4190222222222222
623465,2022,R,110.0,124.0,0.25026761942637465,0.22420113136205508
623465,2023,R,118.0,117.0,0.3274546665141455,0.23151947265825382
623465,2024,R,97.0,128.0,0.3457726544536392,0.24912964389704723
623465,2025,R,7.0,15.0,0.387,0.1627333333333333
623474,2022,R,108.0,158.0,0.32962336251624214,0.23876730096250107
623474,2023,R,47.0,80.0,0.3940792773514365,0.29643694622044625
623474,2024,R,21.0,31.0,0.22780383141762453,0.3049032258064516
623474,2025,R,154.0,194.0,0.3023881748584889,0.2732982967292356
623474,2026,R,25.0,35.0,0.367375,0.30328571428571427
623485,2022,R,30.0,64.0,0.2601305555555556,0.36709213575033284
623507,2023,R,2.0,3.0,0.0015,0.7825438596491229
623520,2024,R,3.0,2.0,0.4611449275362319,0.39799999999999996
624133,2022,L,129.0,535.0,0.25163326791661667,0.3191870175733042
624133,2023,L,93.0,448.0,0.25233584045584045,0.33728242175205314
624133,2024,L,118.0,509.0,0.28423335945663536,0.3069087891051835
624133,2025,L,131.0,521.0,0.2716474058661126,0.28032408206081527
624133,2026,L,31.0,117.0,0.28519354838709676,0.29828205128205126
624418,2022,R,,11.0,,0.3131762237762238
624428,2026,R,2.0,1.0,0.259,0.7
624431,2024,R,4.0,9.0,0.5327500000000001,0.6073641252955082
624431,2025,R,4.0,8.0,0.3425,0.5009814123376624
624431,2026,R,7.0,17.0,0.6648571428571428,0.36317647058823527
624503,2022,R,6.0,19.0,0.40543749999999995,0.43341926876013565
624512,2022,R,1.0,2.0,0.122,0.25050000000000006
624512,2025,R,2.0,4.0,0.53,0.5302003571428572
624512,2026,R,,3.0,,0.027333333333333334
624522,2022,R,221.0,264.0,0.3031896078766785,0.35056107046978413
624522,2023,R,53.0,72.0,0.31062167076838937,0.32891730795264906
624522,2024,R,59.0,68.0,0.3891059757988301,0.27806617647058823
624647,2023,L,62.0,73.0,0.2847116974480564,0.2783674963924964
624647,2024,L,33.0,64.0,0.3380716253443526,0.3645952007401798
625643,2022,R,103.0,151.0,0.2916629748434027,0.272591325262759
625643,2023,R,124.0,154.0,0.33879050391757004,0.2988886131135792
625643,2024,R,295.0,246.0,0.33419128227399786,0.2878736830025603
625643,2025,R,15.0,11.0,0.44857142857142857,0.4882575757575757
625643,2026,R,61.0,45.0,0.3477166666666667,0.31797777777777775
628317,2023,R,209.0,219.0,0.2966418976010811,0.3035888579965958
628317,2024,R,233.0,253.0,0.3091489887530746,0.34297566973697313
628317,2025,R,16.0,27.0,0.3415458683473389,0.39240740740740737
628452,2022,R,109.0,137.0,0.27370112603365754,0.29057731514213714
628452,2023,R,123.0,108.0,0.29692422351190684,0.25942760629267625
628452,2024,R,131.0,122.0,0.22244713160854895,0.26254074692478324
628452,2025,R,141.0,126.0,0.2869450340556254,0.2719244903478293
628452,2026,R,15.0,16.0,0.22306666666666666,0.1169375
628708,2022,R,83.0,132.0,0.2842110694183865,0.31557550738287926
628708,2023,R,74.0,108.0,0.3111685465175952,0.34420931353928663
628708,2024,R,52.0,75.0,0.45863742546950015,0.33331818181818185
628711,2022,L,137.0,552.0,0.25193408387354876,0.2712267691650574
628711,2023,L,103.0,380.0,0.3087601119781341,0.3190137843647687
629498,2023,R,3.0,5.0,0.40233333333333327,0.6960454545454545
630023,2022,R,7.0,23.0,0.2012857142857143,0.3040606884057971
630023,2023,R,185.0,184.0,0.3764464752064646,0.37156750788097315
630023,2024,R,67.0,77.0,0.3666539356947196,0.30962386092985145
640444,2022,R,133.0,199.0,0.28123351522215156,0.3494612777849297
640444,2023,R,15.0,32.0,0.6210765306122449,0.39471821202329443
640448,2022,R,117.0,151.0,0.2853124133612081,0.29149823283126125
640448,2023,R,131.0,157.0,0.33349937855113637,0.3331913429342727
640448,2024,R,118.0,153.0,0.3260543230332885,0.343675087394905
640448,2025,R,118.0,115.0,0.2883465662339243,0.28227669185097726
640448,2026,R,29.0,37.0,0.33420689655172414,0.23251351351351351
640451,2022,R,77.0,80.0,0.2513329004329004,0.27550107387413336
640451,2023,R,105.0,130.0,0.3375639825941521,0.24413754656578185
640451,2024,R,110.0,109.0,0.3492515427897422,0.3593374844564221
640451,2025,R,19.0,20.0,0.18300000000000002,0.202
640451,2026,R,11.0,7.0,0.32063636363636366,0.3822857142857143
640454,2023,L,11.0,16.0,0.32390909090909087,0.38918346774193546
640454,2024,L,1.0,5.0,0.0,0.5697890909090908
640454,2025,L,5.0,10.0,0.27849999999999997,0.362885989010989
640455,2022,L,156.0,516.0,0.2875609401315465,0.32915779284965
640455,2023,L,172.0,328.0,0.26693946793617873,0.33748795594461556
640455,2024,L,158.0,580.0,0.3180840839564209,0.3017861575068188
640455,2025,L,69.0,194.0,0.2963287987963593,0.3246379682858768
640455,2026,L,30.0,73.0,0.3207333333333333,0.37540277777777775
640461,2022,R,2.0,5.0,0.242,0.764
640462,2022,L,97.0,184.0,0.297246987892492,0.3299762485119043
640462,2023,L,76.0,166.0,0.22875527272727272,0.29961429991629834
640462,2024,L,91.0,203.0,0.20617793209876542,0.2932543831858593
640462,2025,L,13.0,22.0,0.25912307692307696,0.2672727272727273
640470,2022,R,18.0,34.0,0.3050515873015873,0.2090185758513932
640470,2023,R,103.0,151.0,0.3349296477185558,0.2681319082285811
640470,2024,R,37.0,38.0,0.40546596296446374,0.3761727775308448
640902,2024,R,,1.0,,0.725
640902,2025,R,10.0,10.0,0.34543636363636365,0.5313666666666667
641149,2023,R,9.0,17.0,0.3729481481481482,0.4242578431372549
641149,2024,R,17.0,21.0,0.3365567226890756,0.4345938921377518
641154,2022,R,394.0,342.0,0.32159172008553616,0.28043416861646625
641154,2023,R,407.0,394.0,0.29545084488681533,0.24908401972218436
641154,2024,R,381.0,392.0,0.3176508495095526,0.290332539061811
641154,2025,R,176.0,136.0,0.3464850895056207,0.2602128798842377
641302,2022,L,106.0,322.0,0.35760489745269347,0.3598374403738214
641302,2023,L,58.0,123.0,0.31641428492862245,0.29155596618333973
641302,2024,L,125.0,330.0,0.30795556186548173,0.3481204316666612
641302,2025,L,180.0,245.0,0.30727772743430654,0.3662990139744325
641302,2026,L,34.0,34.0,0.2674242424242424,0.2692647058823529
641312,2022,R,2.0,5.0,0.467,0.3539
641312,2024,R,41.0,44.0,0.39059652823555263,0.38553251925656085
641312,2025,R,26.0,30.0,0.3737809872480461,0.37895193852839015
641312,2026,R,43.0,30.0,0.3221428571428571,0.4407
641329,2022,R,99.0,192.0,0.31075250097652585,0.2725439486865665
641329,2023,R,61.0,126.0,0.20875000000000002,0.32768961523368184
641329,2024,R,39.0,54.0,0.32292818736296997,0.27753139073297617
641329,2025,R,144.0,131.0,0.30605909352045224,0.3186744848292961
641329,2026,R,30.0,22.0,0.15203333333333333,0.2993636363636364
641343,2024,L,8.0,12.0,0.37650208333333346,0.4626848717948718
641343,2025,L,10.0,19.0,0.2209,0.4912584370015949
641360,2022,R,84.0,163.0,0.30292170290151355,0.2803263718931716
641360,2023,R,127.0,177.0,0.3279115248898035,0.35843381453683104
641360,2024,R,12.0,27.0,0.21475,0.29841610305958133
641386,2025,L,18.0,29.0,0.32092455418381344,0.4336366187684522
641394,2022,L,12.0,26.0,0.37466666666666665,0.5160359183673469
641401,2022,R,86.0,103.0,0.265758201058201,0.28980692010038483
641401,2023,R,52.0,75.0,0.37874448468198463,0.2908848292759507
641401,2024,R,8.0,11.0,0.604626923076923,0.6117241910631741
641401,2025,R,102.0,99.0,0.3047869615505053,0.3250188315641543
641401,2026,R,24.0,30.0,0.33183333333333337,0.33148148148148143
641420,2023,R,6.0,14.0,0.27666666666666667,0.38718142857142857
641427,2023,R,8.0,21.0,0.354125,0.38877916041979016
641427,2024,R,9.0,12.0,0.36194056847545225,0.5090992063492064
641447,2022,L,51.0,105.0,0.35524723601561836,0.3352923373968903
641447,2023,L,4.0,16.0,0.18275,0.41177926863181313
641482,2022,L,89.0,527.0,0.22547103538340232,0.2668320573211683
641482,2023,L,45.0,221.0,0.17719238095238096,0.3225239919325108
641482,2024,L,153.0,559.0,0.2723138928029124,0.30784240254480105
641482,2025,L,39.0,118.0,0.5403357475560865,0.34764936828834425
641501,2022,R,57.0,116.0,0.42984177722603195,0.35204212896400777
641525,2023,R,,3.0,,0.08166666666666667
641531,2022,R,1.0,5.0,0.7,0.4263437499999999
641540,2022,R,334.0,340.0,0.33837920751390593,0.3217809309304308
641540,2023,R,342.0,382.0,0.3318482243765486,0.31915827812185465
641540,2024,R,203.0,218.0,0.36769486633050735,0.33443499985692066
641540,2025,R,46.0,49.0,0.31360737499811575,0.411858530529579
641582,2022,R,74.0,119.0,0.335800767376966,0.31999644212904016
641582,2024,R,15.0,15.0,0.3780126984126984,0.44180244229736976
641585,2023,R,278.0,303.0,0.30527341976742195,0.3725921081326951
641585,2024,R,69.0,53.0,0.3787841039664672,0.3582725067385445
641585,2025,R,2.0,14.0,0.2085,0.332621589688507
641585,2026,R,22.0,9.0,0.4935,0.23766666666666664
641627,2022,R,75.0,112.0,0.33159169919748865,0.22751043793793793
641627,2023,R,104.0,157.0,0.3426894454445688,0.2634354636986772
641645,2023,R,2.0,2.0,0.9303,0.07150000000000001
641645,2024,R,4.0,11.0,0.33224999999999993,0.37992163009404384
641656,2022,R,2.0,9.0,0.373,0.357
641656,2023,R,110.0,130.0,0.298720772837087,0.28504083916083917
641656,2024,R,61.0,102.0,0.37846399047218715,0.260516740593348
641656,2025,R,66.0,100.0,0.36114147372706307,0.2981784205485236
641656,2026,R,4.0,3.0,0.53725,0.3666666666666667
641658,2024,R,2.0,2.0,0.351,0.1755
641658,2025,R,1.0,2.0,0.173,0.173
641672,2022,R,14.0,12.0,0.4814963144963145,0.4058229166666667
641672,2023,R,50.0,79.0,0.3306650603098382,0.33511411342237113
641672,2025,R,91.0,61.0,0.34083138683634373,0.3477966430499325
641682,2022,R,22.0,16.0,0.26376190476190475,0.2860625
641703,2023,R,109.0,126.0,0.3780910354134039,0.353222259165317
641703,2024,R,71.0,79.0,0.35475605598317267,0.34258168721573784
641712,2022,R,278.0,320.0,0.3520428876538645,0.33819950493496026
641712,2023,R,174.0,180.0,0.3984772432528575,0.3456286981838728
641712,2024,R,191.0,215.0,0.3914326000326429,0.3606713382381635
641726,2022,R,80.0,92.0,0.2750989428734881,0.33809679861250247
641726,2024,R,31.0,42.0,0.34666832363828665,0.3055308012093726
641729,2022,R,97.0,135.0,0.2893213152275652,0.2555742438851631
641729,2023,R,94.0,144.0,0.32611636243195036,0.29268333102405675
641729,2024,R,126.0,145.0,0.26471234296370294,0.24757366788933896
641743,2022,L,1.0,9.0,0.0,0.4795555555555555
641743,2023,L,23.0,43.0,0.35520600414078674,0.4089529716891635
641743,2026,L,30.0,113.0,0.21178571428571427,0.46394690265486727
641745,2022,R,285.0,332.0,0.3171896099006991,0.33445376131862126
641745,2023,R,109.0,102.0,0.3728084686974595,0.35305662393162396
641745,2024,R,79.0,113.0,0.3147626232741617,0.35376910198895034
641745,2025,R,123.0,153.0,0.2921575608409033,0.23856080199749927
641745,2026,R,29.0,26.0,0.19741379310344825,0.33276923076923076
641755,2022,R,45.0,55.0,0.20916719576719572,0.2969230769230769
641755,2023,R,30.0,46.0,0.404973889406648,0.28558941968724577
641755,2024,R,126.0,159.0,0.37205520222343036,0.30869855044065275
641755,2025,R,145.0,163.0,0.32679726559743444,0.27283134956429284
641755,2026,R,36.0,26.0,0.26638235294117646,0.2738846153846154
