key_year,n_years_rolling,venue_id,venue_name,main_team_id,team_abbr,name_display_club,n_pa,index_woba,index_runs,index_hr
2023,1,12,Tropicana Field,139,TB,Rays,17740,98,96,103
2023,1,5325,Globe Life Field,140,TEX,Rangers,19412,106,112,133
2023,1,14,Rogers Centre,141,TOR,Blue Jays,17604,97,94,95
2023,1,3309,Nationals Park,120,WSH,Nationals,17543,103,106,98
2023,3,10,Oakland Coliseum,133,ATH,Athletics,55592,96,92,84
2023,3,4705,Truist Park,144,ATL,Braves,57274,101,102,111
2023,3,15,Chase Field,109,AZ,D-backs,56930,100,100,84
2023,3,2,Oriole Park at Camden Yards,110,BAL,Orioles,55188,101,102,104
2023,3,3,Fenway Park,111,BOS,Red Sox,58723,108,117,99
2023,3,17,Wrigley Field,112,CHC,Cubs,56666,101,102,106
2023,3,2602,Great American Ball Park,113,CIN,Reds,56935,107,114,131
2023,3,5,Progressive Field,114,CLE,Guardians,54576,97,94,89
2023,3,19,Coors Field,115,COL,Rockies,56616,112,125,108
2023,3,4,Rate Field,145,CWS,White Sox,56148,100,100,104
2023,3,2394,Comerica Park,116,DET,Tigers,55151,97,94,79
2023,3,2392,Daikin Park,117,HOU,Astros,58630,100,100,101
2023,3,7,Kauffman Stadium,118,KC,Royals,56004,104,108,84
2023,3,1,Angel Stadium,108,LAA,Angels,56080,100,100,112
2023,3,22,UNIQLO Field at Dodger Stadium,119,LAD,Dodgers,57795,99,98,122
2023,3,4169,loanDepot park,146,MIA,Marlins,55337,98,96,86
2023,3,32,American Family Field,158,MIL,Brewers,56437,97,94,109
2023,3,3312,Target Field,142,MIN,Twins,57532,100,100,104
2023,3,3289,Citi Field,121,NYM,Mets,55848,96,92,95
2023,3,3313,Yankee Stadium,147,NYY,Yankees,56225,98,96,116
2023,3,2681,Citizens Bank Park,143,PHI,Phillies,59085,101,102,113
2023,3,31,PNC Park,134,PIT,Pirates,56109,101,102,80
2023,3,2680,Petco Park,135,SD,Padres,56295,95,90,93
2023,3,680,T-Mobile Park,136,SEA,Mariners,55554,92,85,98
2023,3,2395,Oracle Park,137,SF,Giants,55493,97,94,84
2023,3,2889,Busch Stadium,138,STL,Cardinals,54496,99,98,90
2023,3,12,Tropicana Field,139,TB,Rays,55417,96,92,94
2023,3,5325,Globe Life Field,140,TEX,Rangers,57888,102,104,111
2023,3,14,Rogers Centre,141,TOR,Blue Jays,47507,100,100,104
2023,3,3309,Nationals Park,120,WSH,Nationals,55226,103,106,107
2024,1,10,Oakland Coliseum,133,ATH,Athletics,17415,98,96,82
2024,1,4705,Truist Park,144,ATL,Braves,17390,99,98,88
2024,1,15,Chase Field,109,AZ,D-backs,17899,106,112,92
2024,1,2,Oriole Park at Camden Yards,110,BAL,Orioles,18141,102,104,104
2024,1,3,Fenway Park,111,BOS,Red Sox,17800,102,104,90
2024,1,17,Wrigley Field,112,CHC,Cubs,17372,91,83,85
2024,1,2602,Great American Ball Park,113,CIN,Reds,17377,105,110,124
2024,1,5,Progressive Field,114,CLE,Guardians,18159,102,104,106
2024,1,19,Coors Field,115,COL,Rockies,17535,110,121,105
2024,1,4,Rate Field,145,CWS,White Sox,17820,99,98,93
2024,1,2394,Comerica Park,116,DET,Tigers,17632,97,94,92
2024,1,2392,Daikin Park,117,HOU,Astros,17808,103,106,116
2024,1,7,Kauffman Stadium,118,KC,Royals,17713,102,104,82
2024,1,1,Angel Stadium,108,LAA,Angels,17339,101,102,107
2024,1,22,UNIQLO Field at Dodger Stadium,119,LAD,Dodgers,19055,100,100,121
2024,1,4169,loanDepot park,146,MIA,Marlins,18425,104,108,95
2024,1,32,American Family Field,158,MIL,Brewers,17976,96,92,111
2024,1,3312,Target Field,142,MIN,Twins,17468,105,110,113
2024,1,3289,Citi Field,121,NYM,Mets,18730,99,98,108
2024,1,3313,Yankee Stadium,147,NYY,Yankees,19440,103,106,122
2024,1,2681,Citizens Bank Park,143,PHI,Phillies,17779,100,100,114
2024,1,31,PNC Park,134,PIT,Pirates,17884,102,104,90
2024,1,2680,Petco Park,135,SD,Padres,18073,99,98,123
2024,1,680,T-Mobile Park,136,SEA,Mariners,16988,89,79,89
2024,1,2395,Oracle Park,137,SF,Giants,17471,96,92,72
2024,1,2889,Busch Stadium,138,STL,Cardinals,17190,98,96,83
2024,1,12,Tropicana Field,139,TB,Rays,17729,96,92,99
2024,1,5325,Globe Life Field,140,TEX,Rangers,17307,95,90,105
2024,1,14,Rogers Centre,141,TOR,Blue Jays,17769,100,100,100
2024,1,3309,Nationals Park,120,WSH,Nationals,17297,99,98,93
2024,3,10,Oakland Coliseum,133,ATH,Athletics,55403,97,94,81
2024,3,4705,Truist Park,144,ATL,Braves,56162,100,100,105
2024,3,15,Chase Field,109,AZ,D-backs,57491,101,102,86
2024,3,2,Oriole Park at Camden Yards,110,BAL,Orioles,55857,99,98,93
2024,3,3,Fenway Park,111,BOS,Red Sox,57350,107,114,98
2024,3,17,Wrigley Field,112,CHC,Cubs,55217,97,94,93
2024,3,2602,Great American Ball Park,113,CIN,Reds,56113,105,110,128
2024,3,5,Progressive Field,114,CLE,Guardians,56438,97,94,86
2024,3,19,Coors Field,115,COL,Rockies,56537,112,125,109
2024,3,4,Rate Field,145,CWS,White Sox,57822,99,98,98
2024,3,2394,Comerica Park,116,DET,Tigers,55344,98,96,86
2024,3,2392,Daikin Park,117,HOU,Astros,57080,100,100,107
2024,3,7,Kauffman Stadium,118,KC,Royals,56788,104,108,85
2024,3,1,Angel Stadium,108,LAA,Angels,55854,100,100,112
2024,3,22,UNIQLO Field at Dodger Stadium,119,LAD,Dodgers,59029,100,100,122
2024,3,4169,loanDepot park,146,MIA,Marlins,56832,101,102,92
2024,3,32,American Family Field,158,MIL,Brewers,57190,97,94,114
2024,3,3312,Target Field,142,MIN,Twins,56874,102,104,105
2024,3,3289,Citi Field,121,NYM,Mets,58441,97,94,99
2024,3,3313,Yankee Stadium,147,NYY,Yankees,59223,100,100,119
2024,3,2681,Citizens Bank Park,143,PHI,Phillies,59030,101,102,115
2024,3,31,PNC Park,134,PIT,Pirates,56717,101,102,84
2024,3,2680,Petco Park,135,SD,Padres,58146,96,92,104
2024,3,680,T-Mobile Park,136,SEA,Mariners,55886,91,83,96
2024,3,2395,Oracle Park,137,SF,Giants,55227,97,94,78
2024,3,2889,Busch Stadium,138,STL,Cardinals,55932,100,100,91
2024,3,12,Tropicana Field,139,TB,Rays,55802,96,92,98
2024,3,5325,Globe Life Field,140,TEX,Rangers,57150,101,102,115
2024,3,14,Rogers Centre,141,TOR,Blue Jays,56362,100,100,103
2024,3,3309,Nationals Park,120,WSH,Nationals,55170,101,102,101
2025,1,2529,Sutter Health Park,133,ATH,Athletics,18074,108,117,112
2025,1,4705,Truist Park,144,ATL,Braves,17893,101,102,105
2025,1,15,Chase Field,109,AZ,D-backs,17997,102,104,90
2025,1,2,Oriole Park at Camden Yards,110,BAL,Orioles,17724,103,106,121
2025,1,3,Fenway Park,111,BOS,Red Sox,18089,103,106,84
2025,1,17,Wrigley Field,112,CHC,Cubs,17905,98,96,111
2025,1,2602,Great American Ball Park,113,CIN,Reds,17251,99,98,111
2025,1,5,Progressive Field,114,CLE,Guardians,17384,95,90,88
2025,1,19,Coors Field,115,COL,Rockies,17969,115,132,110
2025,1,4,Rate Field,145,CWS,White Sox,17412,98,96,96
2025,1,2394,Comerica Park,116,DET,Tigers,18224,105,110,114
2025,1,2392,Daikin Park,117,HOU,Astros,17268,97,94,106
2025,1,7,Kauffman Stadium,118,KC,Royals,17294,97,94,83
2025,1,1,Angel Stadium,108,LAA,Angels,17454,101,102,111
2025,1,22,UNIQLO Field at Dodger Stadium,119,LAD,Dodgers,19673,104,108,137
2025,1,4169,loanDepot park,146,MIA,Marlins,17587,97,94,84
2025,1,32,American Family Field,158,MIL,Brewers,18501,98,96,98
2025,1,3312,Target Field,142,MIN,Twins,18161,101,102,87
2025,1,3289,Citi Field,121,NYM,Mets,17636,99,98,101
2025,1,3313,Yankee Stadium,147,NYY,Yankees,18604,99,98,111
2025,1,2681,Citizens Bank Park,143,PHI,Phillies,17945,102,104,117
2025,1,31,PNC Park,134,PIT,Pirates,17496,96,92,66
2025,1,2680,Petco Park,135,SD,Padres,17309,95,90,91
2025,1,680,T-Mobile Park,136,SEA,Mariners,18923,91,83,98
2025,1,2395,Oracle Park,137,SF,Giants,17728,99,98,84
2025,1,2889,Busch Stadium,138,STL,Cardinals,17317,97,94,77
2025,1,2523,George M. Steinbrenner Field,139,TB,Rays,17419,102,104,112
2025,1,5325,Globe Life Field,140,TEX,Rangers,17232,91,83,80
2025,1,14,Rogers Centre,141,TOR,Blue Jays,19623,103,106,118
2025,1,3309,Nationals Park,120,WSH,Nationals,17677,101,102,93
2025,3,4705,Truist Park,144,ATL,Braves,56308,101,102,105
2025,3,15,Chase Field,109,AZ,D-backs,57885,103,106,88
2025,3,2,Oriole Park at Camden Yards,110,BAL,Orioles,55788,100,100,106
2025,3,3,Fenway Park,111,BOS,Red Sox,56758,105,110,89
2025,3,17,Wrigley Field,112,CHC,Cubs,55966,97,94,99
2025,3,2602,Great American Ball Park,113,CIN,Reds,55472,103,106,123
2025,3,5,Progressive Field,114,CLE,Guardians,55909,97,94,85
2025,3,19,Coors Field,115,COL,Rockies,56521,112,125,105
2025,3,4,Rate Field,145,CWS,White Sox,57335,99,98,96
2025,3,2394,Comerica Park,116,DET,Tigers,55445,101,102,99
2025,3,2392,Daikin Park,117,HOU,Astros,55927,100,100,105
2025,3,7,Kauffman Stadium,118,KC,Royals,55643,101,102,85
2025,3,1,Angel Stadium,108,LAA,Angels,55342,101,102,113
2025,3,22,UNIQLO Field at Dodger Stadium,119,LAD,Dodgers,60332,101,102,127
2025,3,4169,loanDepot park,146,MIA,Marlins,56592,101,102,90
2025,3,32,American Family Field,158,MIL,Brewers,57434,97,94,106
2025,3,3312,Target Field,142,MIN,Twins,56677,103,106,102
2025,3,3289,Citi Field,121,NYM,Mets,57064,98,96,104
2025,3,3313,Yankee Stadium,147,NYY,Yankees,59620,100,100,119
2025,3,2681,Citizens Bank Park,143,PHI,Phillies,56613,101,102,115
2025,3,31,PNC Park,134,PIT,Pirates,55939,99,98,76
2025,3,2680,Petco Park,135,SD,Padres,57155,97,94,102
2025,3,680,T-Mobile Park,136,SEA,Mariners,55729,91,83,93
2025,3,2395,Oracle Park,137,SF,Giants,55185,97,94,81
2025,3,2889,Busch Stadium,138,STL,Cardinals,54960,100,100,87
2025,3,5325,Globe Life Field,140,TEX,Rangers,56720,97,94,104
2025,3,14,Rogers Centre,141,TOR,Blue Jays,57292,100,100,104
2025,3,3309,Nationals Park,120,WSH,Nationals,54984,101,102,94
