batter,year,milb_aaa_pa_prior,milb_aaa_iso_prior,milb_aaa_kpct_prior,milb_aaa_bbpct_prior
429667,2018,96,0.1777777777777777,0.2916666666666667,0.0208333333333333
429711,2016,209,0.1833333333333333,0.2057416267942583,0.1100478468899521
429712,2020,386,0.2835365853658536,0.1347150259067357,0.1295336787564766
430591,2016,443,0.2180451127819548,0.1783295711060948,0.0790067720090293
430591,2017,408,0.1436314363143631,0.1789215686274509,0.0808823529411764
430592,2016,308,0.108695652173913,0.1558441558441558,0.0551948051948051
430593,2016,67,0.087719298245614,0.1044776119402985,0.1044776119402985
430603,2017,230,0.0346534653465346,0.1739130434782608,0.1043478260869565
430605,2018,131,0.1698113207547169,0.2900763358778626,0.1526717557251908
430632,2016,222,0.1649484536082474,0.1351351351351351,0.1036036036036036
430652,2016,60,0.0727272727272727,0.0833333333333333,0.05
430652,2017,483,0.0935412026726058,0.093167701863354,0.0579710144927536
430652,2018,238,0.0855855855855855,0.1512605042016806,0.0546218487394958
430681,2016,443,0.1741424802110818,0.164785553047404,0.1241534988713318
430681,2018,271,0.2657004830917874,0.1365313653136531,0.1992619926199262
430686,2016,475,0.0631067961165048,0.1747368421052631,0.1157894736842105
430686,2017,84,0.0555555555555555,0.1904761904761904,0.1309523809523809
430686,2018,198,0.0609756097560975,0.1515151515151515,0.1565656565656565
430838,2017,367,0.1306990881458966,0.1280653950953678,0.0708446866485013
430838,2018,483,0.1508120649651972,0.1801242236024844,0.0559006211180124
430897,2017,236,0.1227272727272727,0.2288135593220339,0.059322033898305
430906,2016,162,0.1142857142857142,0.1728395061728395,0.1111111111111111
430910,2018,134,0.0241935483870967,0.0522388059701492,0.044776119402985
430947,2020,415,0.1766381766381766,0.1469879518072289,0.1277108433734939
430948,2018,244,0.0776255707762557,0.110655737704918,0.0860655737704918
430957,2017,113,0.2268041237113402,0.2389380530973451,0.1327433628318584
430957,2018,262,0.2324561403508772,0.2519083969465648,0.1183206106870229
431166,2016,205,0.1222222222222222,0.1414634146341463,0.0878048780487804
431171,2017,480,0.1255707762557077,0.1520833333333333,0.0791666666666666
432928,2016,337,0.1778523489932885,0.1899109792284866,0.1068249258160237
433217,2019,357,0.1633986928104575,0.1316526610644257,0.0980392156862745
433217,2020,530,0.1806167400881057,0.2056603773584905,0.1075471698113207
433590,2016,149,0.1145038167938931,0.2214765100671141,0.0939597315436241
433636,2016,162,0.054054054054054,0.0925925925925925,0.0679012345679012
433636,2017,346,0.0443037974683544,0.0953757225433526,0.0462427745664739
433636,2018,225,0.0547263681592039,0.1022222222222222,0.08
433636,2020,211,0.0913978494623656,0.1327014218009478,0.0710900473933649
433697,2016,127,0.0330578512396694,0.0551181102362204,0.0472440944881889
433697,2017,142,0.1052631578947368,0.0845070422535211,0.0422535211267605
433715,2016,442,0.1125319693094629,0.1787330316742081,0.0678733031674208
