pitcher,year,split_day,il_stints_to,is_on_il_at_split,days_since_il_return,days_on_il_to
691315,2022,128,1,0,34.0,9
682878,2022,128,1,0,22.0,21
605179,2022,128,1,1,0.0,43
687396,2022,128,1,0,34.0,9
678662,2022,128,1,1,0.0,43
668984,2022,128,1,0,28.0,15
678024,2022,128,1,1,0.0,43
688763,2022,128,1,0,38.0,4
805094,2022,128,1,1,0.0,42
676285,2022,128,1,1,0.0,42
467785,2022,128,1,0,27.0,15
675627,2022,128,1,0,30.0,12
677060,2022,128,1,0,30.0,12
686644,2022,128,1,0,10.0,32
672775,2022,128,1,1,0.0,42
675430,2022,128,1,0,36.0,6
681322,2022,128,1,0,11.0,31
687911,2022,128,1,1,0.0,42
695294,2022,128,1,1,0.0,42
687037,2022,128,1,1,0.0,42
695020,2022,128,1,1,0.0,42
683656,2022,128,1,1,0.0,42
660757,2022,128,1,0,11.0,31
682265,2022,128,1,0,34.0,8
691648,2022,128,1,0,33.0,9
661148,2022,128,1,1,0.0,41
676613,2022,128,1,1,0.0,41
675989,2022,128,1,0,17.0,24
660787,2022,128,2,1,0.0,4
665621,2022,128,2,1,0.0,40
676760,2022,128,1,0,20.0,21
681035,2022,128,1,0,17.0,24
642731,2022,128,2,1,0.0,18
683770,2022,128,1,0,11.0,30
656943,2022,128,1,1,0.0,41
621438,2022,128,1,0,22.0,19
624133,2022,128,1,0,28.0,13
543238,2022,128,1,1,0.0,41
686887,2022,128,1,1,0.0,41
691920,2022,128,1,0,0.0,41
683772,2022,128,1,1,0.0,40
669392,2022,128,1,0,31.0,9
676831,2022,128,1,1,0.0,40
605521,2022,128,1,1,0.0,40
702070,2022,128,1,1,0.0,40
676194,2022,128,1,1,0.0,40
694382,2022,128,1,1,0.0,40
453178,2022,128,1,1,0.0,40
689017,2022,128,1,0,28.0,12
676958,2022,128,1,0,16.0,23
676362,2022,128,1,0,14.0,25
675648,2022,128,1,1,0.0,39
667749,2022,128,1,0,30.0,9
467055,2022,128,1,0,29.0,10
621035,2022,128,1,1,0.0,39
682656,2022,128,1,0,28.0,11
668885,2022,128,1,1,0.0,39
502042,2022,128,1,0,27.0,12
683752,2022,128,1,1,0.0,38
503449,2022,128,1,0,10.0,28
672836,2022,128,1,1,0.0,38
684604,2022,128,1,1,0.0,38
543294,2022,128,1,1,0.0,38
663464,2022,128,0,0,,0
641816,2022,128,1,0,20.0,18
656976,2022,128,1,1,0.0,38
671732,2022,128,1,1,0.0,38
691437,2022,128,1,1,0.0,38
669394,2022,128,1,0,11.0,27
683106,2022,128,1,0,18.0,20
702065,2022,128,0,0,,0
679882,2022,128,1,0,20.0,18
681068,2022,128,1,0,18.0,20
686826,2022,128,0,0,,0
592455,2022,128,1,1,0.0,37
699387,2022,128,1,1,0.0,37
676046,2022,128,1,0,21.0,16
621429,2022,128,1,1,0.0,37
641501,2022,128,1,1,0.0,37
668888,2022,128,1,0,27.0,10
691945,2022,128,1,1,0.0,37
678957,2022,128,1,1,0.0,37
547179,2022,128,1,1,0.0,37
596119,2022,128,1,1,0.0,37
702448,2022,128,1,1,0.0,37
579328,2022,128,1,0,16.0,21
676678,2022,128,1,0,21.0,15
686294,2022,128,1,0,6.0,30
800192,2022,128,1,0,23.0,13
666452,2022,128,0,0,,0
699426,2022,128,1,0,24.0,12
800432,2022,128,1,1,0.0,36
595777,2022,128,1,1,0.0,36
686607,2022,128,1,0,22.0,14
572863,2022,128,1,0,11.0,25
688497,2022,128,2,1,0.0,10
699105,2022,128,0,0,,0
695039,2022,128,1,0,21.0,14
800261,2022,128,1,0,16.0,19
696155,2022,128,1,0,17.0,18
502239,2022,128,1,0,29.0,6
446321,2022,128,1,0,15.0,20
641739,2022,128,1,0,22.0,13
489334,2022,128,1,1,0.0,35
695349,2022,128,2,1,0.0,18
672733,2022,128,1,1,0.0,34
694395,2022,128,1,1,0.0,34
656671,2022,128,1,1,0.0,34
670863,2022,128,2,1,0.0,14
687614,2022,128,1,0,10.0,24
669282,2022,128,2,0,3.0,23
669169,2022,128,1,0,14.0,20
641540,2022,128,1,0,18.0,15
801256,2022,128,1,1,0.0,33
694674,2022,128,1,0,18.0,15
659381,2022,128,1,1,0.0,33
547173,2022,128,1,0,14.0,19
693771,2022,128,1,1,0.0,33
702208,2022,128,1,0,17.0,16
641625,2022,128,1,0,22.0,11
691723,2022,128,1,0,4.0,29
691558,2022,128,1,0,22.0,10
676596,2022,128,1,1,0.0,32
803280,2022,128,1,1,0.0,32
686765,2022,128,1,1,0.0,32
703144,2022,128,1,1,0.0,32
678286,2022,128,1,0,14.0,18
608715,2022,128,1,0,18.0,14
689546,2022,128,1,1,0.0,32
687488,2022,128,1,1,0.0,32
620446,2022,128,1,1,0.0,32
665650,2022,128,1,1,0.0,32
542992,2022,128,1,1,0.0,32
694809,2022,128,1,1,0.0,32
448855,2022,128,1,0,18.0,14
800264,2022,128,1,1,0.0,32
681357,2022,128,1,1,0.0,32
683535,2022,128,1,1,0.0,32
663432,2022,128,1,1,0.0,31
669618,2022,128,1,1,0.0,31
683618,2022,128,0,0,,0
657193,2022,128,1,1,0.0,31
503285,2022,128,1,1,0.0,31
676666,2022,128,1,0,21.0,9
669437,2022,128,1,0,21.0,9
668971,2022,128,1,0,23.0,7
666178,2022,128,1,0,22.0,8
669369,2022,128,2,1,0.0,13
660813,2022,128,1,1,0.0,30
680951,2022,128,1,0,21.0,9
692841,2022,128,1,0,2.0,28
670174,2022,128,1,0,18.0,12
571633,2022,128,1,1,0.0,29
621056,2022,128,1,1,0.0,29
660766,2022,128,1,1,0.0,29
670386,2022,128,1,1,0.0,29
542932,2022,128,1,0,1.0,28
666140,2022,128,1,0,9.0,20
670234,2022,128,1,1,0.0,29
665859,2022,128,1,1,0.0,29
688965,2022,128,0,0,,0
608381,2022,128,1,1,0.0,29
680777,2022,128,1,1,0.0,29
641712,2022,128,1,0,14.0,15
642231,2022,128,1,1,0.0,28
643340,2022,128,1,0,18.0,10
492841,2022,128,1,1,0.0,28
691588,2022,128,1,1,0.0,28
678364,2022,128,1,0,20.0,8
612434,2022,128,1,1,0.0,28
596115,2022,128,1,1,0.0,28
676545,2022,128,1,1,0.0,28
661440,2022,128,1,1,0.0,28
696015,2022,128,1,0,5.0,22
694062,2022,128,1,1,0.0,27
666124,2022,128,1,1,0.0,27
687279,2022,128,1,0,14.0,13
691915,2022,128,1,0,14.0,13
687028,2022,128,1,0,0.0,27
656222,2022,128,1,1,0.0,27
641892,2022,128,1,0,18.0,9
694037,2022,128,1,0,7.0,20
640460,2022,128,1,0,1.0,26
608328,2022,128,1,0,11.0,16
661250,2022,128,2,1,0.0,26
663584,2022,128,1,1,0.0,26
672012,2022,128,1,1,0.0,26
683691,2022,128,1,1,0.0,26
675992,2022,128,1,1,0.0,26
666183,2022,128,1,1,0.0,26
666151,2022,128,1,0,2.0,23
679358,2022,128,2,1,0.0,18
693515,2022,128,1,1,0.0,25
517370,2022,128,1,0,22.0,2
686248,2022,128,1,1,0.0,24
800298,2022,128,1,1,0.0,24
642086,2022,128,1,0,2.0,22
689225,2022,128,1,1,0.0,23
694227,2022,128,1,1,0.0,23
572096,2022,128,1,1,0.0,23
622694,2022,128,1,0,7.0,16
691924,2022,128,1,0,3.0,20
670232,2022,128,1,1,0.0,23
623912,2022,128,1,1,0.0,23
691303,2022,128,1,1,0.0,22
461325,2022,128,1,0,1.0,21
687997,2022,128,1,1,0.0,22
671143,2022,128,1,1,0.0,22
501851,2022,128,1,1,0.0,22
682657,2022,128,1,0,17.0,5
695250,2022,128,0,0,,0
688953,2022,128,1,0,8.0,14
694391,2022,128,1,0,7.0,15
686802,2022,128,1,1,0.0,22
640453,2022,128,1,1,0.0,22
686774,2022,128,0,0,,0
664784,2022,128,1,1,0.0,22
664770,2022,128,0,0,,0
543208,2022,128,1,1,0.0,22
676425,2022,128,1,1,0.0,21
676506,2022,128,1,0,14.0,7
687558,2022,128,1,1,0.0,21
650633,2022,128,1,1,0.0,21
607054,2022,128,1,1,0.0,21
681485,2022,128,1,1,0.0,21
646240,2022,128,1,0,11.0,10
573204,2022,128,1,0,10.0,11
681852,2022,128,2,1,0.0,13
594807,2022,128,1,1,0.0,20
664910,2022,128,1,1,0.0,20
676762,2022,128,1,1,0.0,20
695865,2022,128,1,1,0.0,20
678225,2022,128,1,1,0.0,19
668664,2022,128,1,0,9.0,10
643327,2022,128,1,0,4.0,15
691297,2022,128,1,1,0.0,19
700275,2022,128,1,1,0.0,19
676089,2022,128,1,1,0.0,19
686758,2022,128,1,1,0.0,19
680767,2022,128,1,1,0.0,19
690499,2022,128,1,0,4.0,15
596035,2022,128,1,1,0.0,18
679788,2022,128,1,0,4.0,14
571863,2022,128,1,0,0.0,18
683464,2022,128,1,1,0.0,18
660435,2022,128,1,1,0.0,18
669391,2022,128,1,1,0.0,18
684712,2022,128,1,0,9.0,9
701855,2022,128,1,1,0.0,18
468504,2022,128,1,1,0.0,18
678429,2022,128,1,1,0.0,18
680961,2022,128,1,0,8.0,10
669022,2022,128,1,1,0.0,18
664926,2022,128,1,0,11.0,7
702472,2022,128,1,0,4.0,13
676549,2022,128,1,0,4.0,13
689536,2022,128,1,0,16.0,1
672761,2022,128,1,0,10.0,7
687797,2022,128,1,0,1.0,16
678534,2022,128,1,0,0.0,17
683450,2022,128,1,1,0.0,17
666143,2022,128,1,0,2.0,15
605538,2022,128,1,1,0.0,17
520980,2022,128,0,0,,0
672582,2022,128,1,1,0.0,17
668855,2022,128,1,1,0.0,17
683616,2022,128,1,1,0.0,17
625643,2022,128,1,0,4.0,12
696035,2022,128,1,1,0.0,16
675653,2022,128,1,1,0.0,16
695079,2022,128,1,1,0.0,16
641432,2022,128,1,1,0.0,16
665660,2022,128,1,1,0.0,16
690320,2022,128,1,1,0.0,16
674976,2022,128,1,0,4.0,12
669330,2022,128,1,1,0.0,16
622098,2022,128,1,1,0.0,16
650895,2022,128,1,0,3.0,13
622268,2022,128,1,1,0.0,16
656457,2022,128,1,1,0.0,15
675276,2022,128,1,0,7.0,8
669432,2022,128,1,1,0.0,15
694056,2022,128,1,1,0.0,15
695065,2022,128,1,1,0.0,15
621471,2022,128,1,1,0.0,15
673726,2022,128,1,1,0.0,15
676498,2022,128,1,1,0.0,15
687486,2022,128,1,0,4.0,11
690914,2022,128,1,1,0.0,15
698860,2022,128,1,1,0.0,15
675640,2022,128,1,1,0.0,15
677341,2022,128,1,1,0.0,15
572888,2022,128,1,1,0.0,15
592626,2022,128,1,0,7.0,8
689461,2022,128,1,0,1.0,14
606335,2022,128,1,1,0.0,15
621261,2022,128,1,1,0.0,14
687086,2022,128,1,0,1.0,13
607200,2022,128,1,1,0.0,14
695780,2022,128,1,0,4.0,10
683145,2022,128,1,1,0.0,14
687005,2022,128,1,0,8.0,6
641447,2022,128,1,1,0.0,14
691011,2022,128,1,1,0.0,13
672850,2022,128,1,1,0.0,13
677594,2022,128,1,0,2.0,11
678405,2022,128,1,1,0.0,13
664238,2022,128,1,0,3.0,10
548389,2022,128,1,1,0.0,13
692831,2022,128,1,1,0.0,12
676707,2022,128,1,1,0.0,12
672642,2022,128,1,1,0.0,12
656412,2022,128,1,1,0.0,12
650883,2022,128,1,1,0.0,12
673659,2022,128,1,1,0.0,12
680684,2022,128,1,1,0.0,12
669690,2022,128,1,1,0.0,12
592761,2022,128,1,1,0.0,12
700352,2022,128,1,1,0.0,12
805241,2022,128,1,1,0.0,12
457759,2022,128,1,0,4.0,7
673215,2022,128,1,1,0.0,11
656896,2022,128,1,1,0.0,11
692454,2022,128,1,1,0.0,11
645801,2022,128,1,1,0.0,11
681676,2022,128,1,1,0.0,11
676275,2022,128,1,1,0.0,11
690273,2022,128,1,1,0.0,11
690622,2022,128,1,1,0.0,11
605309,2022,128,0,0,,0
686217,2022,128,1,1,0.0,11
686900,2022,128,1,1,0.0,11
692652,2022,128,1,1,0.0,11
692418,2022,128,1,1,0.0,11
608701,2022,128,1,1,0.0,11
690370,2022,128,1,1,0.0,11
570666,2022,128,0,0,,0
571710,2022,128,1,1,0.0,10
700177,2022,128,1,1,0.0,10
608686,2022,128,1,1,0.0,10
682034,2022,128,1,1,0.0,10
646242,2022,128,1,1,0.0,10
595465,2022,128,1,0,7.0,3
669898,2022,128,1,0,3.0,7
695297,2022,128,1,0,1.0,9
676282,2022,128,1,1,0.0,10
670280,2022,128,1,1,0.0,10
669373,2022,128,1,1,0.0,10
682677,2022,128,1,1,0.0,10
681022,2022,128,1,0,1.0,9
674289,2022,128,1,1,0.0,10
622230,2022,128,1,1,0.0,10
671111,2022,128,1,1,0.0,10
687208,2022,128,1,0,3.0,7
680595,2022,128,1,1,0.0,10
623168,2022,128,1,1,0.0,9
677421,2022,128,1,1,0.0,9
656547,2022,128,0,0,,0
681286,2022,128,1,1,0.0,9
696140,2022,128,1,0,1.0,8
687366,2022,128,1,0,2.0,7
700412,2022,128,1,1,0.0,9
686317,2022,128,1,1,0.0,9
678394,2022,128,1,1,0.0,9
642060,2022,128,1,1,0.0,9
594777,2022,128,1,1,0.0,9
680994,2022,128,1,1,0.0,9
670767,2022,128,1,1,0.0,9
686977,2022,128,1,1,0.0,9
669080,2022,128,1,1,0.0,9
641771,2022,128,1,1,0.0,8
800132,2022,128,0,0,,0
800238,2022,128,0,0,,0
663540,2022,128,1,1,0.0,8
681163,2022,128,0,0,,0
687341,2022,128,1,1,0.0,8
656607,2022,128,1,1,0.0,8
702352,2022,128,1,1,0.0,8
667498,2022,128,1,1,0.0,8
668881,2022,128,1,1,0.0,8
800291,2022,128,0,0,,0
641512,2022,128,1,1,0.0,8
668834,2022,128,1,1,0.0,8
800280,2022,128,0,0,,0
670046,2022,128,1,1,0.0,8
675963,2022,128,1,1,0.0,8
703904,2022,128,1,1,0.0,7
800319,2022,128,1,1,0.0,7
702933,2022,128,1,1,0.0,7
543807,2022,128,1,1,0.0,7
700300,2022,128,1,1,0.0,7
668716,2022,128,1,1,0.0,7
700369,2022,128,1,1,0.0,7
698975,2022,128,1,1,0.0,7
702885,2022,128,1,1,0.0,7
702874,2022,128,1,1,0.0,7
805072,2022,128,1,1,0.0,7
682192,2022,128,1,1,0.0,7
702481,2022,128,1,1,0.0,7
682710,2022,128,1,1,0.0,7
800354,2022,128,1,1,0.0,7
699131,2022,128,1,1,0.0,7
692444,2022,128,1,1,0.0,7
691475,2022,128,1,1,0.0,7
692548,2022,128,1,1,0.0,7
698954,2022,128,1,1,0.0,7
667611,2022,128,1,1,0.0,6
800057,2022,128,1,1,0.0,6
676356,2022,128,1,1,0.0,6
622075,2022,128,1,1,0.0,6
429712,2022,128,1,0,1.0,5
674178,2022,128,1,1,0.0,6
667669,2022,128,1,1,0.0,6
678428,2022,128,0,0,,0
691327,2022,128,1,1,0.0,5
692387,2022,128,1,1,0.0,5
686583,2022,128,1,1,0.0,5
683608,2022,128,0,0,,0
687783,2022,128,1,1,0.0,5
679793,2022,128,1,1,0.0,5
676686,2022,128,1,1,0.0,4
703612,2022,128,1,1,0.0,4
673257,2022,128,1,1,0.0,4
607752,2022,128,1,1,0.0,4
666746,2022,128,1,1,0.0,4
672418,2022,128,0,0,,0
572761,2022,128,1,1,0.0,4
694175,2022,128,1,1,0.0,4
678803,2022,128,1,1,0.0,4
685084,2022,128,1,1,0.0,4
687926,2022,128,1,1,0.0,4
801461,2022,128,1,1,0.0,4
678184,2022,128,1,1,0.0,4
698969,2022,128,0,0,,0
686594,2022,128,1,1,0.0,4
687859,2022,128,1,1,0.0,4
702879,2022,128,0,0,,0
656557,2022,128,1,1,0.0,4
669465,2022,128,1,1,0.0,4
669699,2022,128,1,1,0.0,4
669899,2022,128,1,1,0.0,4
671155,2022,128,1,1,0.0,4
631222,2022,128,1,1,0.0,4
660422,2022,128,1,1,0.0,4
670871,2022,128,1,1,0.0,4
664199,2022,128,1,1,0.0,4
684844,2022,128,1,1,0.0,4
692380,2022,128,0,0,,0
677645,2022,128,0,0,,0
606115,2022,128,1,1,0.0,3
503569,2022,128,1,1,0.0,3
802081,2022,128,1,1,0.0,3
681186,2022,128,1,1,0.0,3
699015,2022,128,1,1,0.0,3
684874,2022,128,1,1,0.0,3
621112,2022,128,1,1,0.0,3
695465,2022,128,1,1,0.0,3
667472,2022,128,1,1,0.0,3
683459,2022,128,1,1,0.0,3
657598,2022,128,1,1,0.0,3
676113,2022,128,1,1,0.0,3
802562,2022,128,1,1,0.0,3
689214,2022,128,1,1,0.0,3
800086,2022,128,1,1,0.0,3
691172,2022,128,1,1,0.0,3
687957,2022,128,1,1,0.0,3
692824,2022,128,1,1,0.0,3
683511,2022,128,1,1,0.0,3
682712,2022,128,1,1,0.0,3
678479,2022,128,1,1,0.0,3
695589,2022,128,1,1,0.0,3
692825,2022,128,1,1,0.0,3
668203,2022,128,1,1,0.0,2
656342,2022,128,1,1,0.0,2
695226,2022,128,1,1,0.0,2
679553,2022,128,1,1,0.0,2
689141,2022,128,1,1,0.0,2
686459,2022,128,1,1,0.0,2
608331,2022,128,1,1,0.0,2
676044,2022,128,1,1,0.0,2
691789,2022,128,1,1,0.0,2
702904,2022,128,1,1,0.0,2
702899,2022,128,1,1,0.0,1
691318,2022,128,1,1,0.0,1
688394,2022,128,1,1,0.0,1
683014,2022,128,1,1,0.0,1
700998,2022,128,1,1,0.0,1
696135,2022,128,1,1,0.0,1
669327,2022,128,1,1,0.0,1
553869,2022,128,1,1,0.0,1
681400,2022,128,1,1,0.0,1
687567,2022,128,1,1,0.0,1
686978,2022,128,0,0,,0
700936,2022,128,1,1,0.0,1
700287,2022,128,1,1,0.0,1
678408,2022,128,1,1,0.0,1
602074,2022,128,1,1,0.0,1
683476,2022,128,1,1,0.0,1
676385,2022,128,0,0,,0
703300,2022,128,1,1,0.0,1
691701,2022,128,1,1,0.0,1
701316,2022,128,1,1,0.0,1
800010,2022,128,1,1,0.0,1
679525,2022,128,1,1,0.0,1
683742,2022,128,1,1,0.0,0
672866,2022,128,1,1,0.0,0
701107,2022,128,1,1,0.0,0
681313,2022,128,1,1,0.0,0
672623,2022,128,1,1,0.0,0
680474,2022,128,1,1,0.0,0
700596,2022,128,1,1,0.0,0
680519,2022,128,1,1,0.0,0
517008,2022,128,1,1,0.0,0
686974,2022,128,1,1,0.0,0
660631,2022,135,0,0,,0
600902,2022,135,0,0,,0
700817,2022,135,0,0,,0
622703,2022,135,0,0,,0
688437,2022,135,0,0,,0
668941,2022,135,0,0,,0
502154,2022,135,0,0,,0
543243,2022,135,1,0,66.0,59
672841,2022,135,0,0,,0
683232,2022,135,0,0,,0
592390,2022,135,1,1,0.0,88
664977,2022,135,0,0,,0
543521,2022,135,1,1,0.0,65
676604,2022,135,0,0,,0
489446,2022,135,1,0,10.0,30
605452,2022,135,0,0,,0
647336,2022,135,0,0,,0
607237,2022,135,1,1,0.0,86
669735,2022,135,0,0,,0
670970,2022,135,2,1,0.0,63
656288,2022,135,0,0,,0
676051,2022,135,0,0,,0
572020,2022,135,0,0,,0
669160,2022,135,0,0,,0
607192,2022,135,0,0,,0
623364,2022,135,0,0,,0
623184,2022,135,0,0,,0
518633,2022,135,0,0,,0
640470,2022,135,0,0,,0
673258,2022,135,0,0,,0
640461,2022,135,0,0,,0
605151,2022,135,1,1,0.0,53
593334,2022,135,0,0,,0
519076,2022,135,0,0,,0
630023,2022,135,0,0,,0
543351,2022,135,0,0,,0
623520,2022,135,0,0,,0
667297,2022,135,1,0,7.0,23
642546,2022,135,0,0,,0
573127,2022,135,0,0,,0
628317,2022,135,0,0,,0
592288,2022,135,1,0,21.0,10
677976,2022,135,0,0,,0
666198,2022,135,0,0,,0
642701,2022,135,1,1,0.0,16
668968,2022,135,1,1,0.0,36
656266,2022,135,1,0,3.0,12
681869,2022,135,0,0,,0
545341,2022,135,0,0,,0
665105,2022,135,0,0,,0
663752,2022,135,0,0,,0
623433,2022,135,0,0,,0
476704,2022,135,1,0,18.0,33
622088,2022,135,0,0,,0
571510,2022,135,0,0,,0
679631,2022,135,0,0,,0
519141,2022,135,0,0,,0
664192,2022,135,0,0,,0
622783,2022,135,0,0,,0
545332,2022,135,0,0,,0
571787,2022,135,0,0,,0
664848,2022,135,1,1,0.0,11
681932,2022,135,1,1,0.0,21
669439,2022,135,1,1,0.0,24
672359,2022,135,0,0,,0
592426,2022,135,0,0,,0
682985,2022,135,0,0,,0
519242,2022,135,1,1,0.0,29
668820,2022,135,1,1,0.0,95
675916,2022,135,0,0,,0
664774,2022,135,1,0,52.0,41
622491,2022,135,0,0,,0
458681,2022,135,0,0,,0
595411,2022,135,1,1,0.0,8
600303,2022,135,1,0,25.0,18
657031,2022,135,1,1,0.0,100
472610,2022,135,0,0,,0
446334,2022,135,1,0,12.0,33
676694,2022,135,1,1,0.0,66
501985,2022,135,0,0,,0
665854,2022,135,1,1,0.0,17
676480,2022,135,0,0,,0
647304,2022,135,1,0,92.0,7
623437,2022,135,0,0,,0
606213,2022,135,0,0,,0
605182,2022,135,2,0,64.0,20
669358,2022,135,1,1,0.0,37
622100,2022,135,1,1,0.0,122
546990,2022,135,0,0,,0
607572,2022,135,0,0,,0
489119,2022,135,1,0,71.0,31
595798,2022,135,1,1,0.0,63
674061,2022,135,0,0,,0
660670,2022,135,0,0,,0
663899,2022,135,0,0,,0
681867,2022,135,0,0,,0
621076,2022,135,0,0,,0
624647,2022,135,0,0,,0
657571,2022,135,1,0,45.0,16
683388,2022,135,0,0,,0
665631,2022,135,0,0,,0
668680,2022,135,0,0,,0
674944,2022,135,0,0,,0
669020,2022,135,0,0,,0
663567,2022,135,1,1,0.0,76
656427,2022,135,1,1,0.0,54
544931,2022,135,1,1,0.0,67
621114,2022,135,1,1,0.0,88
608371,2022,135,1,1,0.0,100
456781,2022,135,0,0,,0
523260,2022,135,1,0,67.0,19
660162,2022,135,1,0,53.0,8
605177,2022,135,0,0,,0
546318,2022,135,0,0,,0
676979,2022,135,0,0,,0
572070,2022,135,0,0,,0
621219,2022,135,2,1,0.0,67
592743,2022,135,1,0,14.0,23
649966,2022,135,0,0,,0
656537,2022,135,0,0,,0
621121,2022,135,0,0,,0
571912,2022,135,0,0,,0
680837,2022,135,0,0,,0
656713,2022,135,0,0,,0
673962,2022,135,0,0,,0
643418,2022,135,1,1,0.0,53
667727,2022,135,1,1,0.0,70
663893,2022,135,0,0,,0
642137,2022,135,0,0,,0
642083,2022,135,1,1,0.0,12
669728,2022,135,0,0,,0
595897,2022,135,0,0,,0
657739,2022,135,0,0,,0
664714,2022,135,0,0,,0
686831,2022,135,0,0,,0
668687,2022,135,0,0,,0
660508,2022,135,0,0,,0
680702,2022,135,0,0,,0
680748,2022,135,1,1,0.0,73
578570,2022,135,0,0,,0
681835,2022,135,0,0,,0
656210,2022,135,0,0,,0
657247,2022,135,0,0,,0
622772,2022,135,0,0,,0
657022,2022,135,0,0,,0
642092,2022,135,0,0,,0
669183,2022,135,0,0,,0
677013,2022,135,1,0,10.0,5
660168,2022,135,1,1,0.0,5
663519,2022,135,0,0,,0
691285,2022,135,0,0,,0
667712,2022,135,0,0,,0
573062,2022,135,0,0,,0
666134,2022,135,0,0,,0
666364,2022,135,0,0,,0
605276,2022,135,0,0,,0
665968,2022,135,0,0,,0
668954,2022,135,0,0,,0
534947,2022,135,0,0,,0
670104,2022,135,0,0,,0
607215,2022,135,0,0,,0
666674,2022,135,0,0,,0
666215,2022,135,0,0,,0
546991,2022,135,2,1,0.0,20
676570,2022,135,0,0,,0
671221,2022,135,0,0,,0
672487,2022,135,1,1,0.0,84
690736,2022,135,1,1,0.0,88
641521,2022,135,0,0,,0
663587,2022,135,0,0,,0
606273,2022,135,0,0,,0
606965,2022,135,0,0,,0
643539,2022,135,0,0,,0
671289,2022,135,0,0,,0
622259,2022,135,0,0,,0
543557,2022,135,0,0,,0
695026,2022,135,0,0,,0
676845,2022,135,1,1,0.0,71
664785,2022,135,0,0,,0
677742,2022,135,1,1,0.0,108
675655,2022,135,1,1,0.0,76
666156,2022,135,0,0,,0
670329,2022,135,0,0,,0
642003,2022,135,0,0,,0
664350,2022,135,0,0,,0
641807,2022,135,0,0,,0
621048,2022,135,0,0,,0
643268,2022,135,1,1,0.0,126
592135,2022,135,1,1,0.0,15
672810,2022,135,0,0,,0
669064,2022,135,0,0,,0
630263,2022,135,0,0,,0
687630,2022,135,0,0,,0
642558,2022,135,1,1,0.0,3
691005,2022,135,0,0,,0
641462,2022,135,0,0,,0
621129,2022,135,0,0,,0
677076,2022,135,0,0,,0
656449,2022,135,0,0,,0
672640,2022,135,0,0,,0
681450,2022,135,0,0,,0
663910,2022,135,0,0,,0
670081,2022,135,0,0,,0
643230,2022,135,1,0,3.0,15
678226,2022,135,0,0,,0
667755,2022,135,0,0,,0
592254,2022,135,0,0,,0
682010,2022,135,1,1,0.0,18
542921,2022,135,0,0,,0
656186,2022,135,0,0,,0
660684,2022,135,0,0,,0
656416,2022,135,0,0,,0
667356,2022,135,0,0,,0
641341,2022,135,1,1,0.0,92
670050,2022,135,0,0,,0
677743,2022,135,0,0,,0
592454,2022,135,1,1,0.0,95
621057,2022,135,0,0,,0
682175,2022,135,0,0,,0
542585,2022,135,0,0,,0
668670,2022,135,0,0,,0
669714,2022,135,0,0,,0
663679,2022,135,0,0,,0
595928,2022,135,0,0,,0
605513,2022,135,0,0,,0
676737,2022,135,0,0,,0
703245,2022,135,0,0,,0
596112,2022,135,1,0,85.0,4
571665,2022,135,0,0,,0
656458,2022,135,0,0,,0
690580,2022,135,0,0,,0
608335,2022,135,0,0,,0
640459,2022,135,0,0,,0
621493,2022,135,1,0,67.0,9
571670,2022,135,1,1,0.0,135
501789,2022,135,1,1,0.0,135
660696,2022,135,1,1,0.0,135
689172,2022,135,1,0,82.0,53
678554,2022,135,1,0,86.0,49
686979,2022,135,1,1,0.0,135
663603,2022,135,1,1,0.0,135
688419,2022,135,1,0,116.0,19
671131,2022,135,1,0,107.0,28
678010,2022,135,2,1,0.0,70
665561,2022,135,1,0,2.0,133
600917,2022,135,1,0,65.0,70
643290,2022,135,1,1,0.0,135
687431,2022,135,1,1,0.0,135
664126,2022,135,1,0,34.0,101
669707,2022,135,1,1,0.0,135
680442,2022,135,1,0,25.0,110
571704,2022,135,1,1,0.0,135
656913,2022,135,1,1,0.0,135
669379,2022,135,1,0,88.0,47
680932,2022,135,2,1,0.0,109
681531,2022,135,1,1,0.0,135
641703,2022,135,1,1,0.0,135
621011,2022,135,1,1,0.0,135
672558,2022,135,1,1,0.0,135
666160,2022,135,1,1,0.0,135
676864,2022,135,1,1,0.0,135
670393,2022,135,3,0,23.0,41
641525,2022,135,1,0,7.0,128
500610,2022,135,1,1,0.0,135
672701,2022,135,1,1,0.0,135
677961,2022,135,1,1,0.0,135
684941,2022,135,1,0,74.0,61
668942,2022,135,1,0,106.0,29
641786,2022,135,1,0,11.0,124
656185,2022,135,1,0,29.0,106
691587,2022,135,1,1,0.0,135
596082,2022,135,1,1,0.0,135
695365,2022,135,1,1,0.0,135
690469,2022,135,1,0,123.0,12
672711,2022,135,1,1,0.0,135
594798,2022,135,1,0,18.0,117
656669,2022,135,1,0,117.0,18
677650,2022,135,1,1,0.0,135
683599,2022,135,1,1,0.0,135
665487,2022,135,1,1,0.0,135
693824,2022,135,1,0,10.0,125
680935,2022,135,1,0,20.0,115
605244,2022,135,1,1,0.0,135
687422,2022,135,1,1,0.0,135
663336,2022,135,1,0,60.0,75
663513,2022,135,1,1,0.0,135
501303,2022,135,1,1,0.0,135
666163,2022,135,1,0,18.0,117
605113,2022,135,2,1,0.0,111
675981,2022,135,1,1,0.0,135
543829,2022,135,1,1,0.0,135
667240,2022,135,1,1,0.0,135
657108,2022,135,1,1,0.0,135
594987,2022,135,1,1,0.0,135
