pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
656638,2024,608348,255,377,0.6763925729442971
656641,2024,641680,591,827,0.7146311970979444
656657,2024,676439,34,43,0.7906976744186046
656671,2024,669224,70,96,0.7291666666666666
656716,2024,608348,20,24,0.8333333333333334
656730,2024,661388,528,682,0.7741935483870968
656731,2024,682626,729,1267,0.5753749013417522
656756,2024,672515,880,1941,0.45337454920144254
656786,2024,673237,149,194,0.7680412371134021
656793,2024,592663,54,96,0.5625
656794,2024,669127,134,187,0.7165775401069518
656814,2024,592663,10,10,1.0
656848,2024,669257,216,367,0.5885558583106267
656849,2024,682626,1098,1875,0.5856
656876,2024,666163,312,460,0.6782608695652174
656887,2024,621512,192,385,0.4987012987012987
656896,2024,663743,34,56,0.6071428571428571
656924,2024,663698,230,344,0.6686046511627907
656945,2024,663743,405,1179,0.3435114503816794
656976,2024,571466,17,17,1.0
657006,2024,665804,1194,2047,0.5832926233512458
657024,2024,672386,321,667,0.48125937031484256
657044,2024,672515,486,985,0.4934010152284264
657053,2024,686676,357,491,0.7270875763747454
657061,2024,642136,10,10,1.0
657097,2024,668939,528,938,0.5628997867803838
657193,2024,620443,13,13,1.0
657240,2024,665804,172,276,0.6231884057971014
657265,2024,595978,126,192,0.65625
657277,2024,672275,2122,3209,0.6612651916484886
657376,2024,669224,739,1456,0.507554945054945
657508,2024,663743,240,1069,0.2245088868101029
657514,2024,657136,479,883,0.5424688561721405
657571,2024,624431,332,948,0.350210970464135
657585,2024,682626,418,984,0.4247967479674797
657612,2024,669224,406,993,0.40886203423967776
657649,2024,661388,734,1033,0.7105517909002904
657697,2024,669127,71,178,0.398876404494382
657746,2024,543877,1220,2108,0.5787476280834914
658648,2024,666310,908,1427,0.6362999299229152
659275,2024,669257,78,78,1.0
660600,2024,661388,217,319,0.6802507836990596
660644,2024,663743,39,55,0.7090909090909091
660761,2024,681351,791,990,0.798989898989899
660813,2024,669257,81,101,0.801980198019802
660825,2024,663728,341,441,0.7732426303854876
660844,2024,641598,11,20,0.55
660853,2024,669134,378,1127,0.33540372670807456
660896,2024,543877,529,935,0.5657754010695187
661269,2024,663743,80,80,1.0
661395,2024,680777,462,890,0.5191011235955056
661403,2024,666310,596,988,0.6032388663967612
661527,2024,673237,503,843,0.5966785290628707
661563,2024,624431,1349,2666,0.5060015003750937
662253,2024,663728,897,964,0.9304979253112033
663158,2024,543309,471,957,0.49216300940438873
663321,2024,673237,85,141,0.6028368794326241
663362,2024,543309,2262,2451,0.9228886168910648
663372,2024,607732,1697,2580,0.6577519379844962
663423,2024,663728,824,1144,0.7202797202797203
663432,2024,660688,492,943,0.5217391304347826
663436,2024,686676,507,892,0.5683856502242153
663460,2024,666023,283,476,0.5945378151260504
663462,2024,657136,103,119,0.865546218487395
663465,2024,592663,221,436,0.5068807339449541
663474,2024,666310,685,1309,0.5233002291825821
663485,2024,680777,662,1154,0.5736568457538995
663531,2024,672515,243,470,0.5170212765957447
663542,2024,661388,826,929,0.8891280947255114
663546,2024,672275,837,1217,0.6877567789646672
663554,2024,608348,859,1790,0.4798882681564246
663559,2024,663698,1201,2140,0.561214953271028
663562,2024,553869,217,365,0.5945205479452055
663567,2024,607732,497,1044,0.4760536398467433
663568,2024,669134,472,786,0.6005089058524173
663574,2024,663886,414,505,0.8198019801980198
663623,2024,660688,2271,3050,0.7445901639344262
663687,2024,669127,1001,1213,0.8252267106347898
663704,2024,521692,511,910,0.5615384615384615
663738,2024,521692,323,631,0.5118858954041204
663765,2024,663698,433,618,0.7006472491909385
663767,2024,643376,103,142,0.7253521126760564
663773,2024,663743,300,785,0.3821656050955414
663776,2024,681351,1260,1455,0.865979381443299
663855,2024,672275,981,1960,0.5005102040816326
663878,2024,643376,414,1059,0.3909348441926346
663893,2024,672386,390,705,0.5531914893617021
663897,2024,518595,48,59,0.8135593220338984
663903,2024,521692,1806,2969,0.6082856180532166
663941,2024,672275,226,242,0.9338842975206612
663947,2024,668670,671,1344,0.4992559523809524
663969,2024,592663,361,578,0.6245674740484429
663978,2024,543877,769,1462,0.5259917920656635
663989,2024,668939,98,169,0.5798816568047337
663992,2024,666163,236,532,0.44360902255639095
664076,2024,666163,569,1057,0.5383159886471145
664079,2024,682626,70,153,0.45751633986928103
664123,2024,624431,44,55,0.8
664126,2024,666163,368,702,0.5242165242165242
664129,2024,607732,83,140,0.5928571428571429
664139,2024,663886,21,40,0.525
664192,2024,621512,69,69,1.0
664208,2024,666163,298,1073,0.2777260018639329
664285,2024,673237,1616,2605,0.6203454894433781
664299,2024,673237,482,571,0.8441330998248686
664350,2024,542194,563,622,0.905144694533762
664351,2024,663967,90,105,0.8571428571428571
664747,2024,663886,753,981,0.7675840978593272
664776,2024,669224,543,649,0.8366718027734977
664849,2024,682626,410,700,0.5857142857142857
664854,2024,686780,365,947,0.38542766631467795
664875,2024,607732,562,1082,0.5194085027726433
664901,2024,686676,15,15,1.0
664948,2024,624431,30,30,1.0
665019,2024,605244,16,16,1.0
665152,2024,668939,1343,2171,0.6186089359742054
665620,2024,455117,147,286,0.513986013986014
665622,2024,669127,451,724,0.6229281767955801
665625,2024,661388,596,839,0.7103694874851013
665795,2024,663743,1045,1734,0.6026528258362168
665828,2024,624431,12,12,1.0
665871,2024,665804,1590,2538,0.6264775413711584
665896,2024,681351,237,311,0.7620578778135049
666129,2024,663743,508,589,0.8624787775891342
666142,2024,666023,1565,3119,0.501763385700545
666149,2024,608596,21,36,0.5833333333333334
666157,2024,663886,1332,1865,0.7142091152815013
666159,2024,668670,271,438,0.6187214611872146
666163,2024,650907,36,36,1.0
666171,2024,681351,111,212,0.5235849056603774
666197,2024,605170,11,11,1.0
666200,2024,663743,1084,1084,1.0
666201,2024,672386,297,394,0.7538071065989848
666204,2024,669127,323,450,0.7177777777777777
666205,2024,669127,497,739,0.6725304465493911
666207,2024,607732,47,102,0.46078431372549017
666208,2024,673237,39,39,1.0
666214,2024,668670,482,1229,0.3921887713588283
666215,2024,605170,48,94,0.5106382978723404
666277,2024,663743,220,520,0.4230769230769231
666619,2024,663728,78,112,0.6964285714285714
666720,2024,641680,231,442,0.5226244343891403
666745,2024,669134,331,625,0.5296
666808,2024,672275,805,1124,0.7161921708185054
666818,2024,672515,125,230,0.5434782608695652
666974,2024,668939,621,1012,0.6136363636363636
667297,2024,672386,265,326,0.8128834355828221
667463,2024,686780,356,860,0.413953488372093
667478,2024,663886,4,4,1.0
667725,2024,645305,403,581,0.693631669535284
667755,2024,681351,1337,1743,0.7670682730923695
668338,2024,665804,452,934,0.48394004282655245
668390,2024,641680,137,286,0.479020979020979
668472,2024,666023,15,15,1.0
668674,2024,669127,517,955,0.5413612565445026
668676,2024,681351,209,209,1.0
668678,2024,672515,1237,2507,0.49341842840047867
668800,2024,641680,19,36,0.5277777777777778
668868,2024,671056,164,317,0.5173501577287066
668873,2024,542194,167,167,1.0
668874,2024,605170,40,40,1.0
668881,2024,663886,1392,2563,0.5431135388216933
668909,2024,666310,1069,1368,0.7814327485380117
668933,2024,663886,1163,1342,0.8666169895678092
668941,2024,671056,366,921,0.3973941368078176
668942,2024,664874,27,27,1.0
668943,2024,681351,140,228,0.6140350877192983
668964,2024,661388,1499,2153,0.6962378077101719
668968,2024,681351,310,441,0.7029478458049887
668970,2024,542194,29,29,1.0
668984,2024,663886,134,166,0.8072289156626506
669022,2024,660688,1953,2995,0.6520868113522538
669060,2024,661388,1074,1643,0.6536822884966524
669062,2024,672275,767,1271,0.6034618410700237
669084,2024,596142,305,783,0.3895274584929757
669093,2024,543309,458,982,0.4663951120162933
669111,2024,663743,98,180,0.5444444444444444
669165,2024,669257,34,58,0.5862068965517241
669169,2024,668939,62,108,0.5740740740740741
669194,2024,672515,1010,2413,0.41856610029009533
669199,2024,663743,123,161,0.7639751552795031
669203,2024,668939,1580,2997,0.5271938605271939
669211,2024,668939,921,1246,0.7391653290529695
669212,2024,666310,489,649,0.7534668721109399
669270,2024,666163,53,159,0.3333333333333333
669276,2024,518595,416,877,0.47434435575826683
669302,2024,663728,2946,3043,0.9681235622740716
669308,2024,543309,146,225,0.6488888888888888
669330,2024,543510,259,259,1.0
669358,2024,666163,688,1207,0.5700082850041425
669372,2024,669127,422,520,0.8115384615384615
669373,2024,668670,2868,2868,1.0
669387,2024,518735,382,871,0.43857634902411025
669391,2024,608348,37,69,0.5362318840579711
669395,2024,673237,16,16,1.0
669422,2024,666023,168,327,0.5137614678899083
669432,2024,663743,1337,2248,0.5947508896797153
669438,2024,668670,211,369,0.5718157181571816
669456,2024,595978,166,166,1.0
669459,2024,672515,112,149,0.7516778523489933
669461,2024,686780,633,1370,0.46204379562043796
669467,2024,686780,1153,1981,0.5820292781423524
669620,2024,669127,224,350,0.64
669622,2024,663743,514,959,0.5359749739311783
669674,2024,666023,383,706,0.5424929178470255
669711,2024,657136,705,1045,0.6746411483253588
669713,2024,665804,681,1077,0.6323119777158774
669721,2024,681351,420,508,0.8267716535433071
669724,2024,668670,301,447,0.6733780760626398
669796,2024,680779,79,93,0.8494623655913979
669854,2024,673237,2615,2753,0.9498728659644025
669912,2024,663728,171,197,0.868020304568528
669923,2024,663728,1615,2969,0.5439541933310879
669952,2024,661531,107,421,0.25415676959619954
670036,2024,641680,288,391,0.7365728900255755
670046,2024,681351,373,404,0.9232673267326733
670059,2024,663698,415,870,0.47701149425287354
670102,2024,661531,728,1561,0.4663677130044843
670103,2024,592200,25,25,1.0
670124,2024,663743,552,711,0.7763713080168776
670161,2024,518595,51,51,1.0
670167,2024,521692,550,899,0.6117908787541713
670174,2024,657136,597,1252,0.4768370607028754
670219,2024,681351,39,39,1.0
670223,2024,543228,37,37,1.0
670241,2024,518595,158,257,0.6147859922178989
670242,2024,680777,21,21,1.0
670280,2024,518735,395,1031,0.3831231813773036
670766,2024,663743,448,714,0.6274509803921569
670810,2024,669134,86,151,0.5695364238410596
670871,2024,681351,172,277,0.6209386281588448
670950,2024,643376,572,1182,0.48392554991539766
670955,2024,666163,359,674,0.5326409495548962
670970,2024,669134,501,1058,0.4735349716446125
670990,2024,669257,409,774,0.5284237726098191
671096,2024,663886,1590,2334,0.6812339331619537
671106,2024,666310,890,1665,0.5345345345345346
671109,2024,686676,45,45,1.0
671111,2024,686676,179,283,0.6325088339222615
671131,2024,660688,103,139,0.7410071942446043
671212,2024,669127,873,966,0.9037267080745341
671305,2024,669127,531,602,0.8820598006644518
671345,2024,668670,463,914,0.5065645514223195
671737,2024,656577,1386,2296,0.6036585365853658
671922,2024,666310,681,1166,0.5840480274442539
672282,2024,681351,1139,1559,0.7305965362411803
672335,2024,668939,540,865,0.6242774566473989
672391,2024,673237,275,366,0.7513661202185792
672456,2024,693307,712,1540,0.4623376623376623
672552,2024,669127,176,176,1.0
672578,2024,521692,344,560,0.6142857142857143
672582,2024,666023,549,959,0.5724713242961418
672710,2024,681351,587,1103,0.5321849501359928
672782,2024,669224,102,214,0.4766355140186916
672851,2024,656180,107,178,0.601123595505618
672860,2024,686676,228,355,0.6422535211267606
673380,2024,682626,266,526,0.5057034220532319
673513,2024,669134,605,1045,0.5789473684210527
673540,2024,682626,73,73,1.0
673929,2024,455117,366,560,0.6535714285714286
674003,2024,641680,929,1176,0.7899659863945578
674072,2024,672515,468,706,0.6628895184135978
674285,2024,660688,344,497,0.6921529175050302
674370,2024,669127,782,1057,0.7398297067171239
674444,2024,521692,69,82,0.8414634146341463
674944,2024,693307,135,243,0.5555555555555556
675540,2024,666310,263,642,0.40965732087227413
675627,2024,669257,426,787,0.5412960609911055
675650,2024,596117,260,260,1.0
675911,2024,669221,90,178,0.5056179775280899
675921,2024,672275,265,537,0.4934823091247672
675989,2024,663728,218,313,0.6964856230031949
676083,2024,661388,125,175,0.7142857142857143
676092,2024,663728,571,684,0.8347953216374269
676105,2024,607732,145,354,0.4096045197740113
676106,2024,664874,495,1015,0.4876847290640394
676130,2024,682626,461,1223,0.3769419460343418
676254,2024,672275,846,1225,0.6906122448979591
676272,2024,669257,666,1054,0.6318785578747628
676282,2024,666310,454,711,0.6385372714486639
676391,2024,643376,16,16,1.0
676395,2024,660688,623,950,0.6557894736842105
676428,2024,693307,377,645,0.5844961240310077
676440,2024,666310,2382,2853,0.8349106203995794
676477,2024,624512,166,321,0.5171339563862928
676508,2024,605131,85,156,0.5448717948717948
676534,2024,663743,549,1000,0.549
676568,2024,669257,20,45,0.4444444444444444
676596,2024,663698,185,534,0.3464419475655431
676604,2024,666163,38,75,0.5066666666666667
676614,2024,693307,282,374,0.7540106951871658
676617,2024,686780,117,194,0.6030927835051546
676661,2024,592663,162,214,0.7570093457943925
676664,2024,669127,1587,2858,0.5552834149755074
676680,2024,543309,153,299,0.5117056856187291
676684,2024,668670,549,1170,0.46923076923076923
676702,2024,518735,207,587,0.3526405451448041
676710,2024,657136,1883,2823,0.6670208997520368
676714,2024,672515,192,351,0.5470085470085471
676755,2024,663698,100,100,1.0
676760,2024,669224,247,395,0.6253164556962025
676775,2024,672275,362,877,0.4127708095781072
676879,2024,661388,274,484,0.5661157024793388
676961,2024,680777,32,63,0.5079365079365079
676962,2024,543228,457,849,0.5382803297997645
676969,2024,663728,56,194,0.28865979381443296
676974,2024,663743,548,968,0.5661157024793388
676979,2024,686676,1687,2395,0.704384133611691
677020,2024,621512,158,215,0.7348837209302326
677053,2024,663743,464,910,0.5098901098901099
677076,2024,624431,15,15,1.0
677161,2024,657136,701,969,0.7234262125902993
677865,2024,518735,60,100,0.6
677944,2024,672515,778,1298,0.5993836671802774
677955,2024,696100,78,151,0.5165562913907285
677958,2024,608348,144,218,0.6605504587155964
677960,2024,663743,1237,1417,0.8729710656316161
677976,2024,543877,156,184,0.8478260869565217
678020,2024,696100,68,179,0.37988826815642457
678061,2024,518595,190,383,0.4960835509138381
678226,2024,669221,216,309,0.6990291262135923
678368,2024,663743,595,1098,0.5418943533697632
678394,2024,657136,1635,2713,0.6026538886841135
678495,2024,672275,589,879,0.6700796359499431
678606,2024,660688,374,477,0.7840670859538784
678692,2024,543877,179,304,0.5888157894736842
678821,2024,691011,94,182,0.5164835164835165
678906,2024,672275,129,204,0.6323529411764706
679156,2024,608348,199,330,0.603030303030303
679358,2024,682626,25,42,0.5952380952380952
679525,2024,666023,1175,2164,0.5429759704251387
679845,2024,666023,8,8,1.0
679885,2024,672515,623,1201,0.5187343880099917
680570,2024,668939,1602,1879,0.8525811601915912
680572,2024,686780,15,15,1.0
680573,2024,680777,1252,2298,0.5448215839860748
680686,2024,656180,96,176,0.5454545454545454
680689,2024,663886,26,26,1.0
680694,2024,543510,436,674,0.6468842729970327
680704,2024,666310,561,1010,0.5554455445544555
680730,2024,660688,1951,2404,0.8115640599001663
680732,2024,686676,225,309,0.7281553398058253
680736,2024,669257,370,593,0.6239460370994941
680739,2024,680777,71,141,0.5035460992907801
680742,2024,666023,68,68,1.0
680744,2024,668670,256,403,0.6352357320099256
680767,2024,607732,638,1345,0.47434944237918214
680880,2024,669127,253,296,0.8547297297297297
680885,2024,518595,993,1797,0.5525876460767947
680891,2024,665804,76,98,0.7755102040816326
680897,2024,455117,416,736,0.5652173913043478
680911,2024,596142,37,37,1.0
681035,2024,621512,363,788,0.4606598984771574
681066,2024,686676,248,332,0.7469879518072289
681190,2024,543309,1353,1692,0.799645390070922
681217,2024,681351,91,167,0.5449101796407185
681293,2024,605170,1371,2509,0.5464328417696294
681347,2024,518735,68,68,1.0
681402,2024,642020,175,457,0.38293216630196936
681432,2024,665804,298,443,0.672686230248307
681517,2024,686780,270,695,0.38848920863309355
681676,2024,686780,534,1213,0.4402308326463314
681799,2024,665804,289,474,0.609704641350211
681806,2024,681351,35,35,1.0
681810,2024,672275,149,173,0.861271676300578
681857,2024,668670,1340,1855,0.7223719676549866
681867,2024,657136,853,1757,0.485486624928856
681869,2024,673237,431,840,0.513095238095238
681870,2024,666310,147,198,0.7424242424242424
681871,2024,542194,49,71,0.6901408450704225
681882,2024,668939,49,112,0.4375
681892,2024,680777,344,653,0.5267993874425727
681911,2024,669257,680,1105,0.6153846153846154
681982,2024,641680,365,495,0.7373737373737373
682052,2024,666163,178,178,1.0
682073,2024,640902,26,26,1.0
682120,2024,666310,644,1015,0.6344827586206897
682175,2024,624512,33,50,0.66
682227,2024,663886,174,256,0.6796875
682243,2024,663728,2518,2753,0.9146385760988013
682254,2024,666163,88,159,0.5534591194968553
682610,2024,663743,705,1486,0.47442799461641993
682842,2024,661388,204,260,0.7846153846153846
682847,2024,518735,894,2158,0.41427247451343835
