pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
607192,2021,572287,846,1339,0.6318147871545929
607200,2021,543228,719,2433,0.2955199342375668
607216,2021,600474,83,133,0.6240601503759399
607219,2021,571466,214,443,0.48306997742663654
607229,2021,543510,272,427,0.6370023419203747
607231,2021,425877,907,1982,0.4576185671039354
607237,2021,663886,426,842,0.505938242280285
607352,2021,665066,41,41,1.0
607359,2021,641680,417,705,0.5914893617021276
607374,2021,457763,76,120,0.6333333333333333
607391,2021,572287,274,417,0.657074340527578
607455,2021,605421,239,614,0.38925081433224756
607457,2021,680777,173,268,0.6455223880597015
607468,2021,571466,40,72,0.5555555555555556
607481,2021,518735,512,973,0.526207605344296
607536,2021,553869,1031,1888,0.5460805084745762
607560,2021,656180,167,571,0.29246935201401053
607572,2021,607732,428,850,0.5035294117647059
607625,2021,543510,510,738,0.6910569105691057
607644,2021,600474,1448,2328,0.6219931271477663
607680,2021,543510,6,6,1.0
607755,2021,605131,15,27,0.5555555555555556
608032,2021,553869,592,1007,0.5878848063555114
608328,2021,607732,432,783,0.5517241379310345
608331,2021,518595,1077,2558,0.42103205629397966
608334,2021,571466,305,448,0.6808035714285714
608335,2021,606992,570,1189,0.479394449116905
608337,2021,641470,1679,2974,0.5645595158036315
608344,2021,669221,1423,2682,0.5305741983594333
608349,2021,669257,329,403,0.8163771712158809
608371,2021,571466,599,827,0.7243047158403869
608379,2021,642336,1002,1974,0.5075987841945289
608566,2021,553869,1772,2808,0.6310541310541311
608638,2021,608596,303,888,0.34121621621621623
608648,2021,680777,445,1054,0.4222011385199241
608650,2021,642336,187,360,0.5194444444444445
608652,2021,680777,201,473,0.4249471458773784
608665,2021,455117,258,875,0.2948571428571429
608678,2021,457763,504,853,0.5908558030480656
608686,2021,608596,3,3,1.0
608700,2021,657136,18,18,1.0
608716,2021,608596,497,1013,0.4906219151036525
608717,2021,607732,798,1382,0.5774240231548481
608718,2021,553882,851,1233,0.6901865369018654
608723,2021,543228,478,1041,0.45917387127761766
612434,2021,543510,702,1228,0.5716612377850163
613534,2021,605170,456,970,0.47010309278350515
614179,2021,641470,459,1041,0.4409221902017291
615698,2021,595978,1578,2357,0.6694951209164192
617228,2021,543877,878,963,0.9117341640706127
620396,2021,608348,64,108,0.5925925925925926
621002,2021,444489,10,10,1.0
621011,2021,663886,15,15,1.0
621052,2021,425877,774,1253,0.6177174780526736
621056,2021,641680,39,66,0.5909090909090909
621057,2021,595978,277,503,0.5506958250497018
621074,2021,575929,260,490,0.5306122448979592
621076,2021,669221,1579,2024,0.7801383399209486
621078,2021,608596,15,28,0.5357142857142857
621098,2021,600474,156,190,0.8210526315789474
621107,2021,592663,1002,1623,0.6173752310536045
621111,2021,669257,2364,3160,0.7481012658227848
621112,2021,543228,414,681,0.6079295154185022
621114,2021,641470,354,593,0.596964586846543
621121,2021,455117,2594,2788,0.930416068866571
621129,2021,624431,174,209,0.8325358851674641
621139,2021,596142,84,194,0.4329896907216495
621219,2021,575929,1133,1941,0.5837197320968572
621237,2021,592663,759,1061,0.7153628652214892
621242,2021,543510,671,1003,0.6689930209371885
621244,2021,680777,841,3043,0.2763720013144923
621248,2021,680777,172,489,0.35173824130879344
621249,2021,607732,939,1181,0.7950889077053345
621259,2021,596142,52,52,1.0
621261,2021,543510,156,156,1.0
621295,2021,595978,468,1033,0.4530493707647628
621345,2021,518595,320,876,0.365296803652968
621348,2021,543228,361,823,0.43863912515188336
621366,2021,643376,171,369,0.4634146341463415
621368,2021,624431,975,1730,0.5635838150289018
621381,2021,605170,74,140,0.5285714285714286
621433,2021,642336,23,23,1.0
621500,2021,608348,10,10,1.0
621532,2021,435559,21,21,1.0
621593,2021,624512,198,460,0.43043478260869567
622065,2021,608348,274,926,0.2958963282937365
622072,2021,457763,1141,2199,0.5188722146430196
622075,2021,553869,575,875,0.6571428571428571
622088,2021,571466,434,529,0.8204158790170132
622092,2021,521692,766,938,0.8166311300639659
622098,2021,543510,367,626,0.5862619808306709
622110,2021,547172,5,5,1.0
622250,2021,624431,569,1083,0.5253924284395198
622251,2021,521692,690,1097,0.6289881494986327
622253,2021,600474,676,1042,0.6487523992322457
622256,2021,641924,53,93,0.5698924731182796
622446,2021,668663,155,412,0.3762135922330097
622491,2021,571466,1698,3180,0.5339622641509434
622492,2021,519390,28,50,0.56
622503,2021,605170,605,1343,0.4504839910647803
622554,2021,595284,14,14,1.0
622608,2021,624513,1363,2408,0.5660299003322259
622663,2021,596142,82,98,0.8367346938775511
622694,2021,656577,370,826,0.44794188861985473
622766,2021,543592,292,695,0.4201438848920863
622780,2021,553882,165,357,0.46218487394957986
622786,2021,553869,32,32,1.0
623149,2021,608596,663,1122,0.5909090909090909
623167,2021,608596,1771,2811,0.6300249021700463
623352,2021,553882,674,964,0.6991701244813278
623354,2021,608596,49,65,0.7538461538461538
623364,2021,575929,242,293,0.825938566552901
623433,2021,572287,55,102,0.5392156862745098
623437,2021,553882,46,89,0.5168539325842697
623454,2021,641680,280,352,0.7954545454545454
623465,2021,669257,153,248,0.6169354838709677
623470,2021,521692,86,100,0.86
623474,2021,545358,154,303,0.5082508250825083
623485,2021,624513,312,576,0.5416666666666666
624133,2021,592663,955,1626,0.5873308733087331
624414,2021,608700,16,16,1.0
624418,2021,553869,65,65,1.0
624427,2021,543877,66,82,0.8048780487804879
624522,2021,575929,568,970,0.5855670103092784
624586,2021,545358,118,182,0.6483516483516484
624647,2021,669257,378,562,0.6725978647686833
625643,2021,641470,465,938,0.4957356076759062
626929,2021,641598,150,251,0.5976095617529881
628317,2021,680777,675,1776,0.38006756756756754
628345,2021,669257,90,127,0.7086614173228346
628452,2021,435559,481,1059,0.4542020774315392
628711,2021,669257,2369,2798,0.8466761972837741
630105,2021,605170,7,7,1.0
640444,2021,607732,1492,2175,0.6859770114942528
640448,2021,543228,464,1225,0.3787755102040816
640451,2021,600474,94,139,0.6762589928057554
640455,2021,669221,2115,2980,0.709731543624161
640462,2021,669221,160,243,0.6584362139917695
640464,2021,575929,237,237,1.0
640470,2021,575929,1536,1961,0.7832738398776135
641154,2021,595751,716,1673,0.42797369994022716
641302,2021,606992,676,1640,0.4121951219512195
641312,2021,600474,161,441,0.36507936507936506
641329,2021,672386,19,19,1.0
641360,2021,669257,495,803,0.6164383561643836
641384,2021,543510,14,14,1.0
641386,2021,553869,408,682,0.5982404692082112
641394,2021,521692,755,1110,0.6801801801801802
641401,2021,592663,624,931,0.6702470461868958
641420,2021,518735,114,177,0.6440677966101694
641447,2021,595453,152,333,0.45645645645645644
641482,2021,596142,1158,1524,0.7598425196850394
641540,2021,641680,1035,1909,0.5421686746987951
641541,2021,519390,151,270,0.5592592592592592
641576,2021,645305,12,12,1.0
641582,2021,518735,352,729,0.4828532235939643
641632,2021,600474,221,451,0.49002217294900224
641645,2021,621512,16,16,1.0
641672,2021,624512,73,166,0.4397590361445783
641682,2021,663886,357,548,0.6514598540145985
641703,2021,572287,78,78,1.0
641712,2021,668800,70,131,0.5343511450381679
641726,2021,543228,179,220,0.8136363636363636
641729,2021,606992,408,870,0.4689655172413793
641743,2021,624512,399,649,0.6147919876733436
641745,2021,521692,1677,2351,0.7133134836239898
641755,2021,553869,726,1147,0.6329555361813426
641771,2021,607732,726,1436,0.5055710306406686
641778,2021,553882,1287,1960,0.6566326530612245
641793,2021,457763,559,996,0.5612449799196787
641816,2021,663886,1646,3196,0.5150187734668336
641835,2021,624512,390,841,0.4637336504161712
641851,2021,543228,253,521,0.4856046065259117
641871,2021,608596,285,534,0.5337078651685393
641907,2021,660688,205,486,0.4218106995884774
641927,2021,680777,1006,1476,0.6815718157181572
641941,2021,605170,666,1098,0.6065573770491803
641995,2021,425877,14,14,1.0
642003,2021,572287,86,148,0.581081081081081
642028,2021,656180,344,533,0.6454033771106942
642048,2021,624512,296,432,0.6851851851851852
642068,2021,553869,254,456,0.5570175438596491
642073,2021,457763,135,230,0.5869565217391305
642083,2021,435559,265,570,0.4649122807017544
642092,2021,608348,486,1078,0.45083487940630795
642100,2021,521692,50,105,0.47619047619047616
642121,2021,600474,710,1070,0.6635514018691588
642130,2021,455117,480,754,0.636604774535809
642152,2021,669221,750,1183,0.6339814032121724
642162,2021,642082,5,7,0.7142857142857143
642203,2021,662139,643,1229,0.5231895850284785
642207,2021,553882,687,993,0.6918429003021148
642232,2021,572287,1473,2496,0.5901442307692307
642233,2021,553882,263,318,0.8270440251572327
642336,2021,572287,28,28,1.0
642397,2021,606992,340,1139,0.29850746268656714
642528,2021,596142,709,1085,0.6534562211981567
642545,2021,435559,541,917,0.5899672846237731
642547,2021,553882,1385,2360,0.586864406779661
642659,2021,543877,36,36,1.0
642701,2021,641680,375,914,0.4102844638949672
642727,2021,519222,4,4,1.0
642758,2021,669221,86,174,0.4942528735632184
642759,2021,624513,89,117,0.7606837606837606
642770,2021,605170,50,66,0.7575757575757576
642851,2021,600474,9,9,1.0
643230,2021,607732,271,506,0.5355731225296443
643256,2021,624512,225,1034,0.21760154738878143
643290,2021,620443,366,870,0.4206896551724138
643316,2021,600474,589,872,0.6754587155963303
643327,2021,553882,88,88,1.0
643338,2021,596142,809,1316,0.6147416413373861
643377,2021,680777,650,1398,0.46494992846924177
643400,2021,600474,119,186,0.6397849462365591
643493,2021,656577,34,110,0.3090909090909091
643511,2021,457763,662,1129,0.5863596102745793
643565,2021,457763,25,25,1.0
643615,2021,672386,221,286,0.7727272727272727
643778,2021,425877,249,396,0.6287878787878788
645261,2021,595751,1077,3098,0.34764364105874757
646242,2021,545358,187,237,0.7890295358649789
647315,2021,595751,375,943,0.39766702014846234
649144,2021,600474,503,754,0.6671087533156499
650347,2021,506702,69,218,0.3165137614678899
650382,2021,543877,521,754,0.6909814323607427
650496,2021,595978,526,982,0.5356415478615071
650530,2021,606992,278,735,0.3782312925170068
650556,2021,455117,470,689,0.6821480406386067
650633,2021,596142,846,1012,0.8359683794466403
650644,2021,595978,1164,1909,0.6097433211105291
650668,2021,608348,349,425,0.8211764705882353
650671,2021,545358,249,503,0.49502982107355864
650828,2021,661388,263,612,0.4297385620915033
650893,2021,425877,784,1203,0.6517040731504572
650895,2021,572287,305,944,0.3230932203389831
650911,2021,592663,158,211,0.7488151658767772
650959,2021,600474,366,512,0.71484375
655889,2021,575929,148,304,0.4868421052631579
656061,2021,596142,382,646,0.5913312693498453
656186,2021,669134,17,22,0.7727272727272727
656212,2021,680777,337,655,0.5145038167938931
656232,2021,455117,446,835,0.5341317365269461
656240,2021,665861,71,92,0.7717391304347826
656266,2021,608348,133,287,0.4634146341463415
656288,2021,545358,484,1080,0.44814814814814813
656290,2021,606992,51,73,0.6986301369863014
656302,2021,518735,1620,2957,0.5478525532634427
656322,2021,592663,517,716,0.7220670391061452
656353,2021,661388,303,303,1.0
656354,2021,543877,214,480,0.44583333333333336
656420,2021,572287,462,987,0.46808510638297873
656427,2021,425877,823,1357,0.606484893146647
656457,2021,662139,477,600,0.795
656458,2021,624513,417,731,0.5704514363885089
656464,2021,608348,280,556,0.5035971223021583
656529,2021,595978,489,1260,0.3880952380952381
656546,2021,571466,767,1368,0.560672514619883
656548,2021,506702,341,664,0.5135542168674698
656557,2021,543877,629,1153,0.5455333911535126
656578,2021,669257,128,199,0.6432160804020101
656605,2021,607732,1210,1859,0.650887573964497
656620,2021,656180,122,198,0.6161616161616161
656629,2021,518735,510,1158,0.44041450777202074
656638,2021,606992,285,639,0.4460093896713615
656641,2021,624431,84,84,1.0
656669,2021,642336,18,18,1.0
656685,2021,641680,471,932,0.5053648068669528
656686,2021,662139,203,342,0.5935672514619883
656725,2021,641470,49,49,1.0
656730,2021,575929,245,464,0.5280172413793104
656731,2021,543510,1308,1554,0.8416988416988417
656756,2021,596142,2364,2570,0.9198443579766536
656793,2021,596142,253,338,0.7485207100591716
656794,2021,661388,289,677,0.42688330871491875
656803,2021,593590,72,94,0.7659574468085106
656818,2021,605421,117,274,0.42700729927007297
656849,2021,543510,775,1122,0.6907308377896613
656876,2021,572287,666,1207,0.551781275890638
656887,2021,621512,223,379,0.5883905013192612
656945,2021,600474,704,1036,0.6795366795366795
656954,2021,608596,623,1474,0.4226594301221167
656970,2021,680777,52,52,1.0
656981,2021,455117,124,227,0.5462555066079295
657006,2021,575929,584,969,0.6026831785345718
657024,2021,663728,249,568,0.43838028169014087
657031,2021,543877,536,803,0.6674968866749689
657044,2021,572287,281,491,0.5723014256619144
657053,2021,518595,335,824,0.4065533980582524
657093,2021,600474,594,960,0.61875
657097,2021,518595,220,583,0.37735849056603776
657140,2021,518595,78,133,0.5864661654135338
657141,2021,543510,73,111,0.6576576576576577
657228,2021,455139,110,215,0.5116279069767442
657240,2021,643376,120,217,0.5529953917050692
657248,2021,641680,228,448,0.5089285714285714
657277,2021,457763,1466,2214,0.6621499548328816
657376,2021,596142,90,143,0.6293706293706294
657508,2021,642851,139,185,0.7513513513513513
657610,2021,543510,44,58,0.7586206896551724
657612,2021,605170,612,974,0.6283367556468172
657624,2021,455117,60,69,0.8695652173913043
657697,2021,620443,26,26,1.0
657746,2021,680777,260,412,0.6310679611650486
657756,2021,543877,43,43,1.0
658069,2021,624513,9,9,1.0
658305,2021,680777,170,281,0.604982206405694
658431,2021,592663,87,137,0.635036496350365
658551,2021,425877,229,376,0.6090425531914894
658648,2021,605170,84,84,1.0
659275,2021,605170,310,832,0.37259615384615385
660271,2021,435559,1348,2032,0.6633858267716536
660365,2021,624431,541,592,0.9138513513513513
660422,2021,656577,65,65,1.0
660546,2021,543510,296,451,0.656319290465632
660600,2021,455117,224,254,0.8818897637795275
660620,2021,543877,12,12,1.0
660623,2021,661388,533,1486,0.35868102288021536
660761,2021,545358,981,1654,0.5931076178960096
660813,2021,669257,418,546,0.7655677655677655
660825,2021,543877,52,52,1.0
660853,2021,592663,416,711,0.5850914205344585
660896,2021,641598,343,873,0.3928980526918671
660906,2021,467092,46,122,0.3770491803278688
661255,2021,608348,122,220,0.5545454545454546
661269,2021,663886,1097,1831,0.5991261605679956
661383,2021,545358,109,139,0.7841726618705036
661403,2021,595978,669,1063,0.6293508936970837
661440,2021,592663,74,145,0.5103448275862069
661527,2021,455117,63,63,1.0
661563,2021,596142,267,532,0.5018796992481203
662253,2021,663728,17,17,1.0
663366,2021,680777,140,267,0.5243445692883895
663372,2021,553869,81,142,0.5704225352112676
663378,2021,664850,47,82,0.573170731707317
663399,2021,425877,55,213,0.25821596244131456
663423,2021,624512,288,914,0.3150984682713348
663432,2021,543228,384,667,0.5757121439280359
663460,2021,521692,1447,2202,0.6571298819255222
663465,2021,624431,924,2054,0.4498539435248296
663474,2021,595978,1087,1975,0.550379746835443
663531,2021,547379,364,874,0.41647597254004576
663554,2021,668670,945,2357,0.40093338990241834
663556,2021,572287,1435,1954,0.7343909928352098
663558,2021,680777,162,162,1.0
663559,2021,592663,320,552,0.5797101449275363
663567,2021,553869,65,123,0.5284552845528455
663574,2021,571466,522,761,0.6859395532194481
663734,2021,595751,224,602,0.37209302325581395
663738,2021,521692,664,1257,0.52824184566428
663753,2021,605170,193,515,0.37475728155339805
663765,2021,425877,756,1156,0.6539792387543253
663770,2021,624431,385,522,0.7375478927203065
663776,2021,545358,711,1444,0.49238227146814406
663804,2021,521692,403,631,0.6386687797147385
663853,2021,641470,4,4,1.0
663855,2021,425877,127,207,0.6135265700483091
663878,2021,643376,134,305,0.43934426229508194
663903,2021,521692,1802,2291,0.7865560890440856
663959,2021,488771,79,79,1.0
663978,2021,605170,1024,1870,0.5475935828877005
663986,2021,595978,455,1214,0.3747940691927512
663992,2021,521692,175,319,0.54858934169279
664042,2021,600474,330,501,0.6586826347305389
664045,2021,600474,257,441,0.5827664399092971
664054,2021,641598,174,308,0.564935064935065
664062,2021,669257,808,990,0.8161616161616162
664074,2021,607732,395,716,0.5516759776536313
664076,2021,605131,185,360,0.5138888888888888
664092,2021,608348,209,411,0.5085158150851582
664123,2021,575929,118,222,0.5315315315315315
664126,2021,572287,500,776,0.6443298969072165
664129,2021,543510,78,213,0.36619718309859156
664139,2021,680777,104,104,1.0
664141,2021,607732,1439,1946,0.7394655704008222
664157,2021,643376,127,188,0.675531914893617
664192,2021,621512,390,646,0.6037151702786377
664196,2021,607732,64,64,1.0
664199,2021,608348,418,762,0.5485564304461942
664208,2021,595978,383,1174,0.3262350936967632
664285,2021,455117,1615,2094,0.771251193887297
664294,2021,663886,34,57,0.5964912280701754
664299,2021,455117,1128,1796,0.6280623608017817
664337,2021,605421,189,239,0.7907949790794979
664353,2021,455117,1347,1631,0.8258736971183324
664584,2021,660688,57,78,0.7307692307692307
664682,2021,455139,85,149,0.5704697986577181
664714,2021,608596,197,280,0.7035714285714286
664776,2021,553882,373,537,0.6945996275605214
664789,2021,605244,20,20,1.0
664852,2021,661388,38,61,0.6229508196721312
664854,2021,425877,659,808,0.8155940594059405
664875,2021,553869,201,330,0.6090909090909091
664901,2021,641470,15,15,1.0
664918,2021,607732,354,660,0.5363636363636364
664948,2021,608596,477,902,0.5288248337028825
665152,2021,600474,842,986,0.8539553752535497
665155,2021,595284,4,4,1.0
665620,2021,596142,153,153,1.0
665621,2021,668670,38,56,0.6785714285714286
665625,2021,545358,33,64,0.515625
665645,2021,457763,125,205,0.6097560975609756
665661,2021,607732,61,82,0.7439024390243902
665665,2021,571466,93,181,0.5138121546961326
665733,2021,553869,116,176,0.6590909090909091
665759,2021,592663,94,144,0.6527777777777778
665795,2021,595751,143,482,0.2966804979253112
665854,2021,607732,403,584,0.690068493150685
665896,2021,435559,84,84,1.0
666120,2021,661388,757,2183,0.3467704993128722
666129,2021,595751,408,604,0.6754966887417219
666159,2021,606992,717,1421,0.5045742434904996
666168,2021,656180,155,427,0.3629976580796253
666200,2021,656577,697,1731,0.4026574234546505
666201,2021,624512,869,1845,0.47100271002710026
666205,2021,607345,367,681,0.5389133627019089
666619,2021,457763,37,53,0.6981132075471698
666808,2021,592200,251,456,0.5504385964912281
666818,2021,608348,68,68,1.0
667297,2021,575929,411,456,0.9013157894736842
667373,2021,668800,22,29,0.7586206896551724
667376,2021,444489,232,478,0.48535564853556484
667463,2021,624431,322,700,0.46
667465,2021,608596,52,86,0.6046511627906976
667498,2021,608596,177,461,0.3839479392624729
667725,2021,545358,120,190,0.631578947368421
668665,2021,543510,48,48,1.0
668670,2021,606992,17,17,1.0
668676,2021,595978,1401,2206,0.6350861287398005
668678,2021,608348,1538,2106,0.7302943969610636
668687,2021,455117,308,354,0.8700564971751412
668820,2021,607732,510,686,0.7434402332361516
668941,2021,592663,139,175,0.7942857142857143
668968,2021,595284,72,131,0.549618320610687
669060,2021,607732,539,1146,0.47033158813263526
669135,2021,600474,129,198,0.6515151515151515
669145,2021,600474,609,1105,0.551131221719457
669160,2021,605131,191,368,0.5190217391304348
669169,2021,521692,162,250,0.648
669203,2021,553882,1948,2594,0.7509637625289128
669211,2021,600474,1453,1772,0.8199774266365688
669212,2021,595978,482,1414,0.3408769448373409
669214,2021,457763,130,247,0.5263157894736842
669276,2021,661388,29,29,1.0
669294,2021,595453,194,468,0.41452991452991456
669302,2021,608596,1309,2129,0.6148426491310475
669330,2021,600474,476,894,0.5324384787472036
669358,2021,642336,147,198,0.7424242424242424
669373,2021,668670,864,2547,0.3392226148409894
669395,2021,521692,57,109,0.5229357798165137
669424,2021,518735,144,246,0.5853658536585366
669432,2021,506702,869,2176,0.3993566176470588
669456,2021,595978,841,1559,0.5394483643361129
669459,2021,425784,75,176,0.42613636363636365
669618,2021,641680,277,455,0.6087912087912087
669622,2021,595751,411,985,0.41725888324873095
669674,2021,592200,346,732,0.4726775956284153
669735,2021,545358,337,505,0.6673267326732674
669912,2021,624512,92,111,0.8288288288288288
669935,2021,641680,174,424,0.41037735849056606
669952,2021,669257,494,763,0.6474442988204456
670050,2021,543309,58,74,0.7837837837837838
670056,2021,457763,197,366,0.5382513661202186
670057,2021,488771,46,46,1.0
670087,2021,608348,54,80,0.675
670090,2021,608596,117,230,0.508695652173913
670167,2021,608700,56,56,1.0
670280,2021,607732,549,940,0.5840425531914893
670456,2021,592663,254,409,0.6210268948655256
670550,2021,455117,66,114,0.5789473684210527
670766,2021,663728,86,147,0.5850340136054422
670912,2021,425877,771,1094,0.7047531992687386
670950,2021,553882,265,1063,0.24929444967074318
670955,2021,669257,226,365,0.6191780821917808
670970,2021,605170,80,80,1.0
670990,2021,663728,217,436,0.49770642201834864
671345,2021,606992,121,198,0.6111111111111112
671790,2021,595956,81,106,0.7641509433962265
672282,2021,545358,253,383,0.660574412532637
672335,2021,571466,355,458,0.7751091703056768
672391,2021,543877,12,12,1.0
672578,2021,521692,980,1438,0.6815020862308763
672582,2021,595956,68,68,1.0
672710,2021,605421,46,46,1.0
672715,2021,572287,725,1371,0.5288110867979577
672851,2021,488671,94,94,1.0
674944,2021,656577,205,364,0.5631868131868132
675911,2021,518595,22,38,0.5789473684210527
675912,2021,642851,415,571,0.7267950963222417
675916,2021,595978,563,1032,0.5455426356589147
675921,2021,592663,331,936,0.35363247863247865
675971,2021,595284,20,20,1.0
676050,2021,545358,315,387,0.813953488372093
676051,2021,641470,351,1061,0.3308199811498586
676083,2021,435559,130,247,0.5263157894736842
676103,2021,592663,11,11,1.0
676220,2021,425877,133,221,0.6018099547511312
676265,2021,455139,105,352,0.29829545454545453
676424,2021,641924,140,199,0.7035175879396985
676477,2021,543877,999,1158,0.8626943005181347
676596,2021,642336,853,1649,0.5172832019405701
676604,2021,521692,389,510,0.7627450980392156
676606,2021,620443,150,259,0.5791505791505791
676617,2021,571466,42,42,1.0
676684,2021,608596,346,607,0.5700164744645799
676709,2021,643376,94,142,0.6619718309859155
676710,2021,608700,57,57,1.0
676755,2021,600474,60,91,0.6593406593406593
676766,2021,624431,59,59,1.0
676831,2021,425877,249,401,0.6209476309226932
676840,2021,608348,632,1340,0.4716417910447761
676879,2021,553882,330,532,0.6203007518796992
676886,2021,624512,98,206,0.47572815533980584
676969,2021,624431,308,914,0.33698030634573306
676979,2021,641470,491,921,0.5331161780673181
677651,2021,455117,1665,2506,0.6644054269752594
677865,2021,669257,204,262,0.7786259541984732
677960,2021,605170,795,1621,0.4904380012338063
677976,2021,680777,427,765,0.5581699346405229
680430,2021,624512,14,14,1.0
680686,2021,660688,457,1224,0.37336601307189543
680692,2021,641470,15,15,1.0
680704,2021,595978,271,603,0.4494195688225539
681806,2021,545358,289,487,0.5934291581108829
681810,2021,545358,175,306,0.5718954248366013
681867,2021,545358,41,41,1.0
681911,2021,669257,374,663,0.5641025641025641
683232,2021,607732,303,456,0.6644736842105263
685503,2021,641680,357,696,0.5129310344827587
405395,2022,668800,27,27,1.0
424144,2022,645444,25,73,0.3424657534246575
425794,2022,425877,2317,3135,0.7390749601275917
425844,2022,521692,1286,2272,0.5660211267605634
425877,2022,668800,40,40,1.0
434378,2022,455117,1834,2607,0.7034906022247794
434671,2022,660688,824,1240,0.6645161290322581
444876,2022,660688,24,24,1.0
445276,2022,518595,695,1013,0.6860809476801579
445926,2022,518595,511,1202,0.42512479201331116
446321,2022,657709,201,479,0.4196242171189979
446372,2022,642336,1043,2454,0.4250203748981255
448179,2022,543877,996,1990,0.5005025125628141
448281,2022,660688,43,55,0.7818181818181819
450203,2022,518595,1736,2903,0.59800206682742
453178,2022,608348,515,877,0.5872291904218928
453268,2022,553869,515,957,0.5381400208986415
453286,2022,621512,1529,2167,0.7055837563451777
453343,2022,608348,418,894,0.46756152125279643
455119,2022,575929,306,860,0.3558139534883721
456034,2022,669257,445,603,0.7379767827529021
456501,2022,518735,1369,2374,0.5766638584667229
456713,2022,605170,271,917,0.2955288985823337
458677,2022,663886,28,54,0.5185185185185185
458681,2022,664874,744,2022,0.36795252225519287
459429,2022,592200,175,633,0.2764612954186414
461325,2022,660688,113,113,1.0
468504,2022,553869,440,786,0.5597964376590331
471911,2022,621512,1321,2420,0.5458677685950413
472610,2022,543592,507,966,0.5248447204968945
475479,2022,672386,443,1151,0.3848827106863597
476595,2022,624431,612,975,0.6276923076923077
477132,2022,605131,1127,1842,0.6118349619978285
488984,2022,621512,227,349,0.6504297994269341
489119,2022,543228,366,566,0.6466431095406361
489265,2022,663728,202,339,0.5958702064896755
489334,2022,543592,377,701,0.5378031383737518
489446,2022,661388,82,137,0.5985401459854015
491624,2022,595453,16,16,1.0
493603,2022,621512,577,1064,0.5422932330827067
500779,2022,623168,693,2728,0.2540322580645161
501303,2022,660688,12,12,1.0
501381,2022,571466,539,731,0.7373461012311902
501625,2022,663698,160,277,0.5776173285198556
501925,2022,596142,242,454,0.5330396475770925
501985,2022,642020,465,1766,0.26330690826727066
502042,2022,596142,1225,1787,0.6855064353665361
502043,2022,592663,1938,2739,0.7075575027382256
502085,2022,592663,340,1064,0.31954887218045114
502154,2022,543309,30,39,0.7692307692307693
502171,2022,663698,1578,2418,0.652605459057072
502179,2022,660688,1344,1873,0.7175654030966364
502202,2022,605170,644,1094,0.5886654478976234
502624,2022,642020,381,493,0.7728194726166329
503285,2022,518595,258,390,0.6615384615384615
503449,2022,571466,434,694,0.6253602305475504
503556,2022,624431,4,4,1.0
506433,2022,543592,2971,2971,1.0
506702,2022,571912,17,17,1.0
517008,2022,553869,441,808,0.5457920792079208
518397,2022,663698,107,214,0.5
518489,2022,543877,425,989,0.42972699696663297
518516,2022,608348,1307,2715,0.4813996316758748
518553,2022,660688,724,1179,0.6140797285835454
518585,2022,642020,152,260,0.5846153846153846
518586,2022,641680,28,28,1.0
518617,2022,543877,540,1179,0.4580152671755725
518748,2022,669221,236,277,0.851985559566787
518813,2022,641598,65,80,0.8125
518876,2022,608348,2163,3077,0.7029574260643484
518886,2022,669257,790,1085,0.728110599078341
519008,2022,668800,280,487,0.5749486652977412
519043,2022,641680,697,1256,0.5549363057324841
519151,2022,455117,400,711,0.5625879043600562
519242,2022,543877,102,102,1.0
519293,2022,518595,445,994,0.4476861167002012
519326,2022,663886,232,1103,0.21033544877606528
520980,2022,455117,73,73,1.0
521230,2022,518735,372,949,0.39199157007376184
523260,2022,664874,292,703,0.41536273115220484
527048,2022,641680,2394,2979,0.8036253776435045
527055,2022,669004,71,115,0.6173913043478261
528748,2022,662139,413,748,0.5521390374331551
541640,2022,660688,803,1226,0.6549755301794453
542194,2022,642336,40,52,0.7692307692307693
542585,2022,571466,253,430,0.5883720930232558
542881,2022,669257,2025,2576,0.7861024844720497
542888,2022,642336,410,1055,0.3886255924170616
542914,2022,607732,407,990,0.4111111111111111
542947,2022,607732,445,780,0.5705128205128205
543037,2022,624431,2335,3274,0.713194868662187
543056,2022,680777,154,230,0.6695652173913044
543101,2022,592200,210,329,0.6382978723404256
543135,2022,608700,1136,1739,0.6532489936745256
543238,2022,595978,218,393,0.55470737913486
543243,2022,680777,922,1872,0.49252136752136755
543272,2022,592663,690,821,0.8404384896467723
543281,2022,664874,28,57,0.49122807017543857
543294,2022,575929,735,1347,0.5456570155902004
543339,2022,669257,352,406,0.8669950738916257
543351,2022,518595,12,12,1.0
543475,2022,668939,1542,2988,0.5160642570281124
543507,2022,543510,224,465,0.4817204301075269
543521,2022,518595,575,1090,0.5275229357798165
543548,2022,663728,153,238,0.6428571428571429
543606,2022,518595,505,1799,0.28071150639244025
543766,2022,595978,616,973,0.6330935251798561
543829,2022,660688,28,28,1.0
543901,2022,624431,93,127,0.7322834645669292
544365,2022,641511,419,722,0.5803324099722992
544727,2022,592663,448,825,0.5430303030303031
544931,2022,656180,83,83,1.0
545121,2022,668663,6,6,1.0
545341,2022,553869,10,10,1.0
545343,2022,607732,249,549,0.453551912568306
547001,2022,607732,360,448,0.8035714285714286
547179,2022,545358,1221,1654,0.7382103990326482
547184,2022,596117,34,64,0.53125
547943,2022,643376,342,395,0.8658227848101265
