batter,year,split_day,cutoff_date,sb_to,sb_last21
596142,2021,79,2021-06-19,0,0
596146,2021,79,2021-06-19,6,1
596295,2021,79,2021-06-19,0,0
596451,2021,79,2021-06-19,4,0
596748,2021,79,2021-06-19,0,0
596825,2021,79,2021-06-19,0,0
596847,2021,79,2021-06-19,0,0
598265,2021,79,2021-06-19,3,1
598286,2021,79,2021-06-19,0,0
600301,2021,79,2021-06-19,0,0
600303,2021,79,2021-06-19,0,0
600474,2021,79,2021-06-19,0,0
600524,2021,79,2021-06-19,0,0
600869,2021,79,2021-06-19,0,0
602074,2021,79,2021-06-19,2,0
602080,2021,79,2021-06-19,0,0
602104,2021,79,2021-06-19,0,0
602922,2021,79,2021-06-19,1,1
605113,2021,79,2021-06-19,3,1
605119,2021,79,2021-06-19,3,0
605131,2021,79,2021-06-19,0,0
605137,2021,79,2021-06-19,0,0
605141,2021,79,2021-06-19,6,1
605164,2021,79,2021-06-19,0,0
605170,2021,79,2021-06-19,2,0
605200,2021,79,2021-06-19,0,0
605204,2021,79,2021-06-19,0,0
605233,2021,79,2021-06-19,0,0
605244,2021,79,2021-06-19,0,0
605276,2021,79,2021-06-19,0,0
605288,2021,79,2021-06-19,0,0
605346,2021,79,2021-06-19,0,0
605353,2021,79,2021-06-19,0,0
605361,2021,79,2021-06-19,0,0
605397,2021,79,2021-06-19,0,0
605400,2021,79,2021-06-19,0,0
605412,2021,79,2021-06-19,0,0
605421,2021,79,2021-06-19,0,0
605452,2021,79,2021-06-19,0,0
605483,2021,79,2021-06-19,0,0
605504,2021,79,2021-06-19,0,0
605507,2021,79,2021-06-19,0,0
605540,2021,79,2021-06-19,0,0
605548,2021,79,2021-06-19,4,4
605612,2021,79,2021-06-19,0,0
606115,2021,79,2021-06-19,0,0
606132,2021,79,2021-06-19,7,2
606157,2021,79,2021-06-19,0,0
606192,2021,79,2021-06-19,4,0
606213,2021,79,2021-06-19,0,0
606299,2021,79,2021-06-19,0,0
606336,2021,79,2021-06-19,0,0
606466,2021,79,2021-06-19,1,1
606988,2021,79,2021-06-19,0,0
606992,2021,79,2021-06-19,0,0
606993,2021,79,2021-06-19,0,0
607043,2021,79,2021-06-19,2,0
607054,2021,79,2021-06-19,1,1
607074,2021,79,2021-06-19,0,0
607111,2021,79,2021-06-19,0,0
607188,2021,79,2021-06-19,0,0
607200,2021,79,2021-06-19,0,0
607208,2021,79,2021-06-19,13,1
607219,2021,79,2021-06-19,0,0
607229,2021,79,2021-06-19,0,0
607231,2021,79,2021-06-19,0,0
607345,2021,79,2021-06-19,0,0
607430,2021,79,2021-06-19,0,0
607461,2021,79,2021-06-19,0,0
607468,2021,79,2021-06-19,1,0
607536,2021,79,2021-06-19,0,0
607560,2021,79,2021-06-19,0,0
607644,2021,79,2021-06-19,0,0
607680,2021,79,2021-06-19,2,0
607732,2021,79,2021-06-19,0,0
608070,2021,79,2021-06-19,6,0
608324,2021,79,2021-06-19,1,1
608328,2021,79,2021-06-19,0,0
608331,2021,79,2021-06-19,0,0
608334,2021,79,2021-06-19,0,0
608336,2021,79,2021-06-19,6,3
608337,2021,79,2021-06-19,0,0
608344,2021,79,2021-06-19,0,0
608348,2021,79,2021-06-19,0,0
608349,2021,79,2021-06-19,0,0
608369,2021,79,2021-06-19,1,0
608371,2021,79,2021-06-19,0,0
608379,2021,79,2021-06-19,0,0
608385,2021,79,2021-06-19,0,0
608422,2021,79,2021-06-19,0,0
608566,2021,79,2021-06-19,0,0
608577,2021,79,2021-06-19,0,0
608596,2021,79,2021-06-19,0,0
608671,2021,79,2021-06-19,1,1
608686,2021,79,2021-06-19,0,0
608700,2021,79,2021-06-19,0,0
608701,2021,79,2021-06-19,0,0
608717,2021,79,2021-06-19,0,0
608718,2021,79,2021-06-19,0,0
608723,2021,79,2021-06-19,0,0
609275,2021,79,2021-06-19,1,0
609280,2021,79,2021-06-19,0,0
613564,2021,79,2021-06-19,2,1
614173,2021,79,2021-06-19,1,0
614177,2021,79,2021-06-19,1,0
615699,2021,79,2021-06-19,0,0
620443,2021,79,2021-06-19,0,0
621002,2021,79,2021-06-19,0,0
621005,2021,79,2021-06-19,0,0
621006,2021,79,2021-06-19,0,0
621011,2021,79,2021-06-19,0,0
621020,2021,79,2021-06-19,2,0
621028,2021,79,2021-06-19,2,1
621035,2021,79,2021-06-19,6,0
621043,2021,79,2021-06-19,0,0
621076,2021,79,2021-06-19,0,0
621107,2021,79,2021-06-19,0,0
621111,2021,79,2021-06-19,0,0
621219,2021,79,2021-06-19,0,0
621244,2021,79,2021-06-19,0,0
621249,2021,79,2021-06-19,0,0
621261,2021,79,2021-06-19,0,0
621311,2021,79,2021-06-19,1,0
621348,2021,79,2021-06-19,0,0
621433,2021,79,2021-06-19,9,2
621438,2021,79,2021-06-19,1,0
621439,2021,79,2021-06-19,5,0
621446,2021,79,2021-06-19,0,0
621450,2021,79,2021-06-19,0,0
621453,2021,79,2021-06-19,4,4
621458,2021,79,2021-06-19,0,0
621466,2021,79,2021-06-19,0,0
621493,2021,79,2021-06-19,1,0
621500,2021,79,2021-06-19,0,0
621512,2021,79,2021-06-19,0,0
621532,2021,79,2021-06-19,0,0
621550,2021,79,2021-06-19,1,1
621559,2021,79,2021-06-19,0,0
621563,2021,79,2021-06-19,5,2
621566,2021,79,2021-06-19,1,1
621573,2021,79,2021-06-19,0,0
622065,2021,79,2021-06-19,0,0
622072,2021,79,2021-06-19,0,0
622075,2021,79,2021-06-19,0,0
622088,2021,79,2021-06-19,0,0
622100,2021,79,2021-06-19,0,0
622110,2021,79,2021-06-19,3,0
622168,2021,79,2021-06-19,0,0
622268,2021,79,2021-06-19,1,1
622446,2021,79,2021-06-19,0,0
622491,2021,79,2021-06-19,0,0
622503,2021,79,2021-06-19,0,0
622534,2021,79,2021-06-19,6,0
622569,2021,79,2021-06-19,2,1
622608,2021,79,2021-06-19,0,0
622666,2021,79,2021-06-19,0,0
622668,2021,79,2021-06-19,0,0
622682,2021,79,2021-06-19,2,0
622694,2021,79,2021-06-19,0,0
622761,2021,79,2021-06-19,3,1
622766,2021,79,2021-06-19,0,0
623167,2021,79,2021-06-19,0,0
623182,2021,79,2021-06-19,0,0
623205,2021,79,2021-06-19,0,0
623465,2021,79,2021-06-19,0,0
623485,2021,79,2021-06-19,0,0
623508,2021,79,2021-06-19,0,0
623520,2021,79,2021-06-19,0,0
623912,2021,79,2021-06-19,2,1
623993,2021,79,2021-06-19,0,0
624133,2021,79,2021-06-19,0,0
624413,2021,79,2021-06-19,0,0
624414,2021,79,2021-06-19,1,0
624415,2021,79,2021-06-19,2,0
624419,2021,79,2021-06-19,0,0
624424,2021,79,2021-06-19,0,0
624428,2021,79,2021-06-19,4,1
624431,2021,79,2021-06-19,0,0
624503,2021,79,2021-06-19,5,3
624512,2021,79,2021-06-19,0,0
624513,2021,79,2021-06-19,0,0
624522,2021,79,2021-06-19,0,0
624585,2021,79,2021-06-19,0,0
624641,2021,79,2021-06-19,3,1
628317,2021,79,2021-06-19,0,0
628338,2021,79,2021-06-19,0,0
628450,2021,79,2021-06-19,2,0
628451,2021,79,2021-06-19,0,0
628711,2021,79,2021-06-19,0,0
630105,2021,79,2021-06-19,3,0
640444,2021,79,2021-06-19,0,0
640449,2021,79,2021-06-19,2,0
640455,2021,79,2021-06-19,0,0
640457,2021,79,2021-06-19,2,1
640458,2021,79,2021-06-19,0,0
640461,2021,79,2021-06-19,0,0
640464,2021,79,2021-06-19,0,0
640470,2021,79,2021-06-19,0,0
641154,2021,79,2021-06-19,0,0
641313,2021,79,2021-06-19,13,5
641343,2021,79,2021-06-19,0,0
641355,2021,79,2021-06-19,1,1
641360,2021,79,2021-06-19,0,0
641432,2021,79,2021-06-19,0,0
641447,2021,79,2021-06-19,0,0
641470,2021,79,2021-06-19,0,0
641487,2021,79,2021-06-19,2,1
641505,2021,79,2021-06-19,4,1
641531,2021,79,2021-06-19,1,0
641540,2021,79,2021-06-19,0,0
641541,2021,79,2021-06-19,0,0
641553,2021,79,2021-06-19,1,1
641561,2021,79,2021-06-19,0,0
641584,2021,79,2021-06-19,5,4
641598,2021,79,2021-06-19,0,0
641645,2021,79,2021-06-19,0,0
641658,2021,79,2021-06-19,12,2
641680,2021,79,2021-06-19,1,0
641684,2021,79,2021-06-19,0,0
641712,2021,79,2021-06-19,0,0
641745,2021,79,2021-06-19,0,0
641771,2021,79,2021-06-19,0,0
641778,2021,79,2021-06-19,0,0
641786,2021,79,2021-06-19,2,0
641793,2021,79,2021-06-19,0,0
641796,2021,79,2021-06-19,5,0
641816,2021,79,2021-06-19,0,0
641820,2021,79,2021-06-19,0,0
641829,2021,79,2021-06-19,1,1
641856,2021,79,2021-06-19,2,1
641857,2021,79,2021-06-19,3,0
641914,2021,79,2021-06-19,0,0
641924,2021,79,2021-06-19,0,0
641933,2021,79,2021-06-19,5,1
641941,2021,79,2021-06-19,0,0
641943,2021,79,2021-06-19,0,0
642028,2021,79,2021-06-19,0,0
642082,2021,79,2021-06-19,0,0
642086,2021,79,2021-06-19,2,2
642092,2021,79,2021-06-19,0,0
642133,2021,79,2021-06-19,0,0
642136,2021,79,2021-06-19,0,0
642162,2021,79,2021-06-19,1,0
642165,2021,79,2021-06-19,0,0
642180,2021,79,2021-06-19,3,1
642201,2021,79,2021-06-19,2,0
642203,2021,79,2021-06-19,0,0
642211,2021,79,2021-06-19,0,0
642221,2021,79,2021-06-19,0,0
642232,2021,79,2021-06-19,0,0
642336,2021,79,2021-06-19,0,0
642350,2021,79,2021-06-19,0,0
642423,2021,79,2021-06-19,5,0
642456,2021,79,2021-06-19,0,0
642547,2021,79,2021-06-19,0,0
642701,2021,79,2021-06-19,0,0
642708,2021,79,2021-06-19,7,3
642715,2021,79,2021-06-19,2,1
642721,2021,79,2021-06-19,0,0
642727,2021,79,2021-06-19,0,0
642731,2021,79,2021-06-19,0,0
642736,2021,79,2021-06-19,0,0
642851,2021,79,2021-06-19,0,0
643217,2021,79,2021-06-19,7,1
643230,2021,79,2021-06-19,0,0
643256,2021,79,2021-06-19,0,0
643265,2021,79,2021-06-19,0,0
643269,2021,79,2021-06-19,0,0
643289,2021,79,2021-06-19,2,1
643290,2021,79,2021-06-19,0,0
643376,2021,79,2021-06-19,0,0
643377,2021,79,2021-06-19,0,0
643393,2021,79,2021-06-19,3,0
643396,2021,79,2021-06-19,15,5
643418,2021,79,2021-06-19,0,0
643436,2021,79,2021-06-19,0,0
643446,2021,79,2021-06-19,1,0
643524,2021,79,2021-06-19,0,0
643565,2021,79,2021-06-19,3,0
644374,2021,79,2021-06-19,1,0
644433,2021,79,2021-06-19,0,0
645261,2021,79,2021-06-19,0,0
645277,2021,79,2021-06-19,6,3
645302,2021,79,2021-06-19,7,3
645305,2021,79,2021-06-19,0,0
645801,2021,79,2021-06-19,0,0
646240,2021,79,2021-06-19,3,0
647304,2021,79,2021-06-19,1,0
647315,2021,79,2021-06-19,0,0
647351,2021,79,2021-06-19,1,1
649557,2021,79,2021-06-19,0,0
649966,2021,79,2021-06-19,3,1
650331,2021,79,2021-06-19,0,0
650333,2021,79,2021-06-19,0,0
650391,2021,79,2021-06-19,0,0
650402,2021,79,2021-06-19,4,1
650489,2021,79,2021-06-19,2,1
650490,2021,79,2021-06-19,0,0
650559,2021,79,2021-06-19,0,0
650668,2021,79,2021-06-19,0,0
650859,2021,79,2021-06-19,0,0
650968,2021,79,2021-06-19,0,0
656180,2021,79,2021-06-19,0,0
656185,2021,79,2021-06-19,0,0
656252,2021,79,2021-06-19,0,0
656302,2021,79,2021-06-19,0,0
656305,2021,79,2021-06-19,1,0
656308,2021,79,2021-06-19,0,0
656353,2021,79,2021-06-19,0,0
656364,2021,79,2021-06-19,0,0
656371,2021,79,2021-06-19,0,0
656403,2021,79,2021-06-19,0,0
656413,2021,79,2021-06-19,0,0
656427,2021,79,2021-06-19,0,0
656457,2021,79,2021-06-19,0,0
656467,2021,79,2021-06-19,0,0
656494,2021,79,2021-06-19,0,0
656509,2021,79,2021-06-19,0,0
656537,2021,79,2021-06-19,3,3
656541,2021,79,2021-06-19,0,0
656546,2021,79,2021-06-19,0,0
656548,2021,79,2021-06-19,0,0
656555,2021,79,2021-06-19,2,0
656577,2021,79,2021-06-19,0,0
656578,2021,79,2021-06-19,0,0
656582,2021,79,2021-06-19,0,0
656605,2021,79,2021-06-19,0,0
656669,2021,79,2021-06-19,0,0
656686,2021,79,2021-06-19,0,0
656716,2021,79,2021-06-19,1,1
656731,2021,79,2021-06-19,0,0
656756,2021,79,2021-06-19,0,0
656775,2021,79,2021-06-19,12,5
656794,2021,79,2021-06-19,0,0
656811,2021,79,2021-06-19,0,0
656821,2021,79,2021-06-19,0,0
656847,2021,79,2021-06-19,0,0
656849,2021,79,2021-06-19,0,0
656876,2021,79,2021-06-19,0,0
656883,2021,79,2021-06-19,0,0
656887,2021,79,2021-06-19,0,0
656896,2021,79,2021-06-19,0,0
656941,2021,79,2021-06-19,1,0
656976,2021,79,2021-06-19,1,0
657006,2021,79,2021-06-19,0,0
657011,2021,79,2021-06-19,1,0
657041,2021,79,2021-06-19,2,0
657053,2021,79,2021-06-19,0,0
657061,2021,79,2021-06-19,0,0
657077,2021,79,2021-06-19,4,1
657097,2021,79,2021-06-19,0,0
657108,2021,79,2021-06-19,0,0
657136,2021,79,2021-06-19,0,0
657140,2021,79,2021-06-19,0,0
657141,2021,79,2021-06-19,0,0
657193,2021,79,2021-06-19,0,0
657277,2021,79,2021-06-19,0,0
657434,2021,79,2021-06-19,0,0
657557,2021,79,2021-06-19,2,0
657656,2021,79,2021-06-19,8,0
657757,2021,79,2021-06-19,0,0
658069,2021,79,2021-06-19,0,0
658668,2021,79,2021-06-19,1,1
659275,2021,79,2021-06-19,0,0
660162,2021,79,2021-06-19,1,1
660271,2021,79,2021-06-19,10,3
660294,2021,79,2021-06-19,0,0
660620,2021,79,2021-06-19,0,0
660623,2021,79,2021-06-19,0,0
660634,2021,79,2021-06-19,0,0
660644,2021,79,2021-06-19,0,0
660670,2021,79,2021-06-19,15,9
660688,2021,79,2021-06-19,0,0
660813,2021,79,2021-06-19,0,0
660821,2021,79,2021-06-19,0,0
660829,2021,79,2021-06-19,0,0
661269,2021,79,2021-06-19,0,0
661388,2021,79,2021-06-19,0,0
662139,2021,79,2021-06-19,0,0
663330,2021,79,2021-06-19,0,0
663457,2021,79,2021-06-19,0,0
663460,2021,79,2021-06-19,0,0
663527,2021,79,2021-06-19,0,0
663538,2021,79,2021-06-19,3,0
663554,2021,79,2021-06-19,0,0
663559,2021,79,2021-06-19,0,0
663567,2021,79,2021-06-19,0,0
663574,2021,79,2021-06-19,0,0
663586,2021,79,2021-06-19,0,0
663611,2021,79,2021-06-19,1,0
663616,2021,79,2021-06-19,0,0
663624,2021,79,2021-06-19,3,0
663630,2021,79,2021-06-19,1,0
663647,2021,79,2021-06-19,0,0
663656,2021,79,2021-06-19,5,0
663662,2021,79,2021-06-19,1,1
663697,2021,79,2021-06-19,4,2
663698,2021,79,2021-06-19,0,0
663728,2021,79,2021-06-19,0,0
663734,2021,79,2021-06-19,0,0
663743,2021,79,2021-06-19,0,0
663753,2021,79,2021-06-19,0,0
663757,2021,79,2021-06-19,7,0
663765,2021,79,2021-06-19,0,0
663776,2021,79,2021-06-19,0,0
663799,2021,79,2021-06-19,0,0
663837,2021,79,2021-06-19,1,1
663845,2021,79,2021-06-19,0,0
663853,2021,79,2021-06-19,0,0
663886,2021,79,2021-06-19,0,0
663897,2021,79,2021-06-19,0,0
663898,2021,79,2021-06-19,0,0
663905,2021,79,2021-06-19,0,0
663978,2021,79,2021-06-19,0,0
663993,2021,79,2021-06-19,4,0
664011,2021,79,2021-06-19,0,0
664023,2021,79,2021-06-19,1,0
664034,2021,79,2021-06-19,0,0
664040,2021,79,2021-06-19,4,1
664041,2021,79,2021-06-19,0,0
664056,2021,79,2021-06-19,3,0
664057,2021,79,2021-06-19,0,0
664058,2021,79,2021-06-19,3,0
664059,2021,79,2021-06-19,5,0
664062,2021,79,2021-06-19,0,0
664068,2021,79,2021-06-19,0,0
664074,2021,79,2021-06-19,0,0
664076,2021,79,2021-06-19,0,0
664119,2021,79,2021-06-19,0,0
664141,2021,79,2021-06-19,0,0
664192,2021,79,2021-06-19,0,0
664238,2021,79,2021-06-19,10,2
664247,2021,79,2021-06-19,1,1
664285,2021,79,2021-06-19,0,0
664314,2021,79,2021-06-19,0,0
664337,2021,79,2021-06-19,0,0
664353,2021,79,2021-06-19,0,0
664670,2021,79,2021-06-19,0,0
664702,2021,79,2021-06-19,9,4
664728,2021,79,2021-06-19,1,0
664731,2021,79,2021-06-19,0,0
664761,2021,79,2021-06-19,3,0
664774,2021,79,2021-06-19,2,1
664789,2021,79,2021-06-19,1,0
664850,2021,79,2021-06-19,0,0
664874,2021,79,2021-06-19,0,0
664901,2021,79,2021-06-19,0,0
664913,2021,79,2021-06-19,0,0
664983,2021,79,2021-06-19,0,0
665120,2021,79,2021-06-19,2,0
665155,2021,79,2021-06-19,2,0
665482,2021,79,2021-06-19,0,0
665487,2021,79,2021-06-19,13,1
665489,2021,79,2021-06-19,2,1
665506,2021,79,2021-06-19,0,0
665561,2021,79,2021-06-19,0,0
665665,2021,79,2021-06-19,0,0
665742,2021,79,2021-06-19,1,0
665750,2021,79,2021-06-19,2,0
665795,2021,79,2021-06-19,0,0
665833,2021,79,2021-06-19,0,0
665861,2021,79,2021-06-19,0,0
665862,2021,79,2021-06-19,12,1
665926,2021,79,2021-06-19,4,0
666120,2021,79,2021-06-19,0,0
666129,2021,79,2021-06-19,0,0
666135,2021,79,2021-06-19,0,0
666137,2021,79,2021-06-19,0,0
666158,2021,79,2021-06-19,1,0
666160,2021,79,2021-06-19,0,0
666163,2021,79,2021-06-19,0,0
666176,2021,79,2021-06-19,0,0
666179,2021,79,2021-06-19,0,0
666182,2021,79,2021-06-19,9,2
666185,2021,79,2021-06-19,0,0
666198,2021,79,2021-06-19,0,0
666200,2021,79,2021-06-19,0,0
666205,2021,79,2021-06-19,0,0
666211,2021,79,2021-06-19,2,0
666213,2021,79,2021-06-19,0,0
666801,2021,79,2021-06-19,0,0
666915,2021,79,2021-06-19,1,0
666931,2021,79,2021-06-19,0,0
666969,2021,79,2021-06-19,7,1
666971,2021,79,2021-06-19,1,0
667297,2021,79,2021-06-19,0,0
667670,2021,79,2021-06-19,0,0
668227,2021,79,2021-06-19,11,5
668663,2021,79,2021-06-19,0,0
668670,2021,79,2021-06-19,1,1
668678,2021,79,2021-06-19,0,0
668721,2021,79,2021-06-19,0,0
668723,2021,79,2021-06-19,0,0
668731,2021,79,2021-06-19,7,2
668800,2021,79,2021-06-19,0,0
668804,2021,79,2021-06-19,1,1
668820,2021,79,2021-06-19,0,0
668942,2021,79,2021-06-19,3,1
669016,2021,79,2021-06-19,0,0
669060,2021,79,2021-06-19,0,0
669145,2021,79,2021-06-19,0,0
669203,2021,79,2021-06-19,0,0
669221,2021,79,2021-06-19,0,0
669222,2021,79,2021-06-19,2,0
669242,2021,79,2021-06-19,12,2
669256,2021,79,2021-06-19,3,1
669257,2021,79,2021-06-19,1,0
669288,2021,79,2021-06-19,0,0
669289,2021,79,2021-06-19,2,1
669294,2021,79,2021-06-19,0,0
669373,2021,79,2021-06-19,0,0
669374,2021,79,2021-06-19,1,0
669394,2021,79,2021-06-19,0,0
669432,2021,79,2021-06-19,0,0
669456,2021,79,2021-06-19,0,0
669622,2021,79,2021-06-19,0,0
669674,2021,79,2021-06-19,0,0
669720,2021,79,2021-06-19,1,1
669952,2021,79,2021-06-19,0,0
670032,2021,79,2021-06-19,6,1
670042,2021,79,2021-06-19,0,0
670056,2021,79,2021-06-19,0,0
670084,2021,79,2021-06-19,0,0
670097,2021,79,2021-06-19,1,1
670351,2021,79,2021-06-19,2,0
670370,2021,79,2021-06-19,0,0
670462,2021,79,2021-06-19,0,0
670541,2021,79,2021-06-19,1,1
670623,2021,79,2021-06-19,0,0
670712,2021,79,2021-06-19,1,1
670764,2021,79,2021-06-19,3,3
670768,2021,79,2021-06-19,0,0
670770,2021,79,2021-06-19,0,0
670912,2021,79,2021-06-19,0,0
670955,2021,79,2021-06-19,0,0
671277,2021,79,2021-06-19,0,0
672284,2021,79,2021-06-19,3,1
672335,2021,79,2021-06-19,0,0
672386,2021,79,2021-06-19,0,0
672695,2021,79,2021-06-19,0,0
672701,2021,79,2021-06-19,0,0
672779,2021,79,2021-06-19,0,0
673357,2021,79,2021-06-19,4,0
673451,2021,79,2021-06-19,1,1
673490,2021,79,2021-06-19,5,1
675649,2021,79,2021-06-19,0,0
675656,2021,79,2021-06-19,0,0
675921,2021,79,2021-06-19,0,0
676391,2021,79,2021-06-19,0,0
676477,2021,79,2021-06-19,0,0
676480,2021,79,2021-06-19,0,0
676646,2021,79,2021-06-19,0,0
676694,2021,79,2021-06-19,0,0
676701,2021,79,2021-06-19,0,0
676801,2021,79,2021-06-19,2,0
676840,2021,79,2021-06-19,0,0
676879,2021,79,2021-06-19,0,0
676900,2021,79,2021-06-19,0,0
677551,2021,79,2021-06-19,0,0
677651,2021,79,2021-06-19,0,0
677960,2021,79,2021-06-19,0,0
680686,2021,79,2021-06-19,0,0
680776,2021,79,2021-06-19,0,0
680777,2021,79,2021-06-19,0,0
680911,2021,79,2021-06-19,0,0
681911,2021,79,2021-06-19,0,0
683734,2021,79,2021-06-19,0,0
405395,2021,86,2021-06-26,1,0
408234,2021,86,2021-06-26,0,0
425772,2021,86,2021-06-26,0,0
425784,2021,86,2021-06-26,0,0
425794,2021,86,2021-06-26,0,0
425877,2021,86,2021-06-26,1,1
431148,2021,86,2021-06-26,0,0
435559,2021,86,2021-06-26,0,0
443558,2021,86,2021-06-26,1,0
444482,2021,86,2021-06-26,1,0
444489,2021,86,2021-06-26,0,0
444876,2021,86,2021-06-26,0,0
445055,2021,86,2021-06-26,0,0
445926,2021,86,2021-06-26,0,0
446321,2021,86,2021-06-26,0,0
446334,2021,86,2021-06-26,1,0
446653,2021,86,2021-06-26,0,0
448179,2021,86,2021-06-26,0,0
450203,2021,86,2021-06-26,0,0
452657,2021,86,2021-06-26,0,0
452678,2021,86,2021-06-26,1,0
453281,2021,86,2021-06-26,0,0
453286,2021,86,2021-06-26,0,0
453527,2021,86,2021-06-26,0,0
453562,2021,86,2021-06-26,0,0
453568,2021,86,2021-06-26,0,0
453943,2021,86,2021-06-26,0,0
455117,2021,86,2021-06-26,0,0
455139,2021,86,2021-06-26,0,0
456034,2021,86,2021-06-26,0,0
456501,2021,86,2021-06-26,0,0
456715,2021,86,2021-06-26,4,0
456781,2021,86,2021-06-26,1,0
457705,2021,86,2021-06-26,5,2
457708,2021,86,2021-06-26,3,1
457727,2021,86,2021-06-26,1,0
457759,2021,86,2021-06-26,0,0
457763,2021,86,2021-06-26,0,0
457918,2021,86,2021-06-26,0,0
458015,2021,86,2021-06-26,1,1
458681,2021,86,2021-06-26,0,0
458708,2021,86,2021-06-26,0,0
458731,2021,86,2021-06-26,1,0
459964,2021,86,2021-06-26,0,0
460077,2021,86,2021-06-26,0,0
461865,2021,86,2021-06-26,0,0
462101,2021,86,2021-06-26,5,2
467055,2021,86,2021-06-26,0,0
467092,2021,86,2021-06-26,0,0
467793,2021,86,2021-06-26,2,0
467827,2021,86,2021-06-26,0,0
468504,2021,86,2021-06-26,0,0
471911,2021,86,2021-06-26,0,0
474463,2021,86,2021-06-26,0,0
474568,2021,86,2021-06-26,0,0
474832,2021,86,2021-06-26,3,1
475582,2021,86,2021-06-26,0,0
476594,2021,86,2021-06-26,0,0
476704,2021,86,2021-06-26,0,0
477132,2021,86,2021-06-26,0,0
488671,2021,86,2021-06-26,0,0
488726,2021,86,2021-06-26,0,0
488771,2021,86,2021-06-26,0,0
489119,2021,86,2021-06-26,0,0
489334,2021,86,2021-06-26,0,0
493329,2021,86,2021-06-26,1,1
493472,2021,86,2021-06-26,0,0
500743,2021,86,2021-06-26,5,0
500779,2021,86,2021-06-26,0,0
500871,2021,86,2021-06-26,1,0
501303,2021,86,2021-06-26,0,0
501381,2021,86,2021-06-26,0,0
501571,2021,86,2021-06-26,0,0
501625,2021,86,2021-06-26,0,0
501659,2021,86,2021-06-26,0,0
501981,2021,86,2021-06-26,0,0
501985,2021,86,2021-06-26,0,0
502043,2021,86,2021-06-26,0,0
502054,2021,86,2021-06-26,11,5
502110,2021,86,2021-06-26,0,0
502179,2021,86,2021-06-26,0,0
502210,2021,86,2021-06-26,0,0
502239,2021,86,2021-06-26,0,0
502273,2021,86,2021-06-26,0,0
502481,2021,86,2021-06-26,6,2
502624,2021,86,2021-06-26,0,0
502671,2021,86,2021-06-26,5,2
503556,2021,86,2021-06-26,2,0
506433,2021,86,2021-06-26,0,0
506702,2021,86,2021-06-26,0,0
506703,2021,86,2021-06-26,0,0
514888,2021,86,2021-06-26,2,0
514917,2021,86,2021-06-26,0,0
516416,2021,86,2021-06-26,6,0
516770,2021,86,2021-06-26,0,0
516782,2021,86,2021-06-26,12,8
518516,2021,86,2021-06-26,0,0
518586,2021,86,2021-06-26,3,1
518595,2021,86,2021-06-26,0,0
518626,2021,86,2021-06-26,0,0
518692,2021,86,2021-06-26,4,1
518735,2021,86,2021-06-26,0,0
518774,2021,86,2021-06-26,0,0
518792,2021,86,2021-06-26,3,0
518876,2021,86,2021-06-26,0,0
518902,2021,86,2021-06-26,0,0
518934,2021,86,2021-06-26,2,0
518960,2021,86,2021-06-26,0,0
519043,2021,86,2021-06-26,0,0
519048,2021,86,2021-06-26,0,0
519058,2021,86,2021-06-26,0,0
519076,2021,86,2021-06-26,0,0
519203,2021,86,2021-06-26,4,0
519222,2021,86,2021-06-26,0,0
519299,2021,86,2021-06-26,2,0
519306,2021,86,2021-06-26,0,0
519317,2021,86,2021-06-26,0,0
519326,2021,86,2021-06-26,0,0
519390,2021,86,2021-06-26,0,0
520471,2021,86,2021-06-26,1,0
521692,2021,86,2021-06-26,0,0
523260,2021,86,2021-06-26,0,0
527038,2021,86,2021-06-26,1,0
528748,2021,86,2021-06-26,0,0
534606,2021,86,2021-06-26,0,0
541600,2021,86,2021-06-26,0,0
541645,2021,86,2021-06-26,4,0
542255,2021,86,2021-06-26,1,0
542303,2021,86,2021-06-26,0,0
542340,2021,86,2021-06-26,8,2
542364,2021,86,2021-06-26,2,1
542454,2021,86,2021-06-26,2,1
542583,2021,86,2021-06-26,0,0
542881,2021,86,2021-06-26,0,0
542932,2021,86,2021-06-26,5,1
542963,2021,86,2021-06-26,0,0
542992,2021,86,2021-06-26,0,0
543063,2021,86,2021-06-26,5,2
543068,2021,86,2021-06-26,0,0
543089,2021,86,2021-06-26,0,0
543101,2021,86,2021-06-26,0,0
543105,2021,86,2021-06-26,1,0
543228,2021,86,2021-06-26,0,0
543243,2021,86,2021-06-26,0,0
543257,2021,86,2021-06-26,8,0
543281,2021,86,2021-06-26,4,2
543294,2021,86,2021-06-26,0,0
543305,2021,86,2021-06-26,0,0
543308,2021,86,2021-06-26,0,0
543309,2021,86,2021-06-26,0,0
543333,2021,86,2021-06-26,4,0
543432,2021,86,2021-06-26,0,0
543475,2021,86,2021-06-26,0,0
543510,2021,86,2021-06-26,0,0
543543,2021,86,2021-06-26,3,0
543592,2021,86,2021-06-26,0,0
543594,2021,86,2021-06-26,0,0
543685,2021,86,2021-06-26,0,0
543760,2021,86,2021-06-26,9,1
543768,2021,86,2021-06-26,0,0
543807,2021,86,2021-06-26,1,0
543877,2021,86,2021-06-26,7,2
543939,2021,86,2021-06-26,6,1
544369,2021,86,2021-06-26,1,0
544725,2021,86,2021-06-26,2,0
544931,2021,86,2021-06-26,0,0
545121,2021,86,2021-06-26,1,0
545333,2021,86,2021-06-26,0,0
