pitcher,year,pitcher_team
592527,2023,CIN
592662,2023,SEA
592741,2023,DET
592767,2023,CHC
592773,2023,HOU
592779,2023,MIN
592789,2023,LAD
592791,2023,CHC
592826,2023,PIT
592836,2023,PHI
592848,2023,BOS
592866,2023,WSH
593334,2023,NYY
593423,2023,NYY
593576,2023,HOU
593619,2023,SD
593643,2023,CWS
593833,2023,LAD
593958,2023,DET
593974,2023,NYY
594577,2023,KC
594580,2023,ATH
594798,2023,TEX
594835,2023,SEA
594902,2023,CIN
594943,2023,ATH
595345,2023,MIA
595411,2023,BOS
595897,2023,CHC
595928,2023,NYM
595978,2023,TEX
596001,2023,SF
596057,2023,CLE
596082,2023,LAD
596112,2023,TB
596133,2023,CIN
596271,2023,STL
596295,2023,COL
598264,2023,MIA
598286,2023,NYY
600917,2023,TEX
600921,2023,WSH
600986,2023,MIL
601713,2023,BOS
605130,2023,KC
605135,2023,TOR
605151,2023,MIA
605154,2023,SF
605155,2023,NYY
605177,2023,AZ
605182,2023,CWS
605200,2023,AZ
605218,2023,WSH
605242,2023,CHC
605280,2023,NYY
605288,2023,MIL
605347,2023,MIN
605397,2023,SD
605400,2023,PHI
605441,2023,ATH
605446,2023,ATL
605447,2023,TOR
605463,2023,ATH
605483,2023,SD
605488,2023,TB
605498,2023,STL
605513,2023,DET
605540,2023,MIL
605612,2023,COL
606149,2023,STL
606160,2023,HOU
606303,2023,MIL
606625,2023,LAA
606930,2023,STL
606965,2023,LAA
607054,2023,ATH
607067,2023,MIL
607074,2023,NYY
607179,2023,WSH
607188,2023,BOS
607192,2023,TB
607216,2023,BAL
607237,2023,KC
607259,2023,SD
607359,2023,ATH
607455,2023,WSH
607457,2023,BOS
607461,2023,SF
607481,2023,CWS
607536,2023,COL
607625,2023,SD
607644,2023,BAL
607732,2023,MIA
607755,2023,PHI
607968,2023,ATH
608032,2023,LAA
608328,2023,PIT
608331,2023,ATL
608334,2023,LAA
608337,2023,CWS
608344,2023,BAL
608348,2023,AZ
608371,2023,CIN
608379,2023,SD
608566,2023,COL
608638,2023,MIA
608648,2023,CHC
608665,2023,CWS
608678,2023,NYM
608717,2023,STL
608718,2023,COL
608723,2023,BAL
611093,2023,CIN
612434,2023,AZ
613534,2023,AZ
613564,2023,CIN
614179,2023,AZ
615698,2023,CLE
620454,2023,SD
621016,2023,KC
621051,2023,SD
621057,2023,BOS
621074,2023,CHC
621076,2023,ATH
621107,2023,TB
621112,2023,ATH
621139,2023,KC
621199,2023,NYY
621219,2023,CIN
621237,2023,PHI
621244,2023,TOR
621249,2023,PIT
621294,2023,ATL
621295,2023,KC
621345,2023,ATL
621363,2023,TB
621366,2023,PIT
621368,2023,KC
621381,2023,PHI
621383,2023,CWS
621389,2023,COL
621433,2023,LAA
622065,2023,CIN
622072,2023,SF
622075,2023,LAD
622088,2023,CIN
622098,2023,NYM
622103,2023,LAA
622110,2023,KC
622250,2023,TEX
622251,2023,KC
622259,2023,DET
622491,2023,SEA
622503,2023,SD
622554,2023,PHI
622569,2023,BOS
622608,2023,COL
622663,2023,NYY
622766,2023,DET
622772,2023,NYY
622780,2023,PIT
623149,2023,SEA
623167,2023,COL
623211,2023,MIA
623352,2023,SD
623381,2023,MIL
623433,2023,ATL
623437,2023,SEA
623451,2023,ATL
623465,2023,LAD
623474,2023,LAA
623507,2023,BAL
624133,2023,PHI
624522,2023,CHC
624647,2023,LAD
625643,2023,CWS
628317,2023,MIN
628452,2023,ATL
628708,2023,PHI
628711,2023,LAD
629498,2023,MIA
630023,2023,TB
640444,2023,PIT
640448,2023,WSH
640451,2023,WSH
640454,2023,NYY
640455,2023,SF
640462,2023,MIA
640470,2023,CHC
641149,2023,TOR
641154,2023,MIN
641302,2023,DET
641329,2023,BAL
641360,2023,LAD
641401,2023,PHI
641420,2023,TB
641427,2023,CIN
641447,2023,MIA
641482,2023,NYY
641525,2023,SD
641540,2023,TEX
641585,2023,HOU
641627,2023,NYM
641645,2023,NYM
641656,2023,NYY
641672,2023,PIT
641703,2023,SD
641712,2023,STL
641729,2023,ATL
641743,2023,CHC
641745,2023,KC
641755,2023,COL
641771,2023,WSH
641778,2023,MIL
641793,2023,TB
641816,2023,MIN
641835,2023,TOR
641871,2023,CWS
641927,2023,MIN
641941,2023,MIN
642048,2023,SEA
642100,2023,SEA
642121,2023,AZ
642133,2023,MIL
642207,2023,MIL
642216,2023,ATL
642231,2023,NYM
642232,2023,KC
642239,2023,PIT
642397,2023,PHI
642528,2023,NYY
642545,2023,LAA
642546,2023,TEX
642547,2023,MIL
642578,2023,SEA
642585,2023,BAL
642701,2023,NYM
642758,2023,ATH
642770,2023,TB
643256,2023,TOR
643338,2023,TOR
643361,2023,CIN
643377,2023,MIN
643396,2023,NYY
643410,2023,CHC
643493,2023,ATH
643511,2023,SF
645261,2023,MIA
645444,2023,AZ
645801,2023,SEA
646241,2023,MIA
646242,2023,LAA
647315,2023,TOR
647336,2023,ATL
650489,2023,MIN
650496,2023,MIL
650556,2023,HOU
650633,2023,NYY
650644,2023,CLE
650671,2023,LAA
650893,2023,STL
650895,2023,SEA
650907,2023,TB
650911,2023,PHI
650960,2023,CIN
656061,2023,NYY
656222,2023,TB
656232,2023,HOU
656234,2023,COL
656257,2023,NYM
656266,2023,MIL
656271,2023,TEX
656288,2023,LAA
656290,2023,SD
656302,2023,CWS
656322,2023,NYM
656353,2023,LAA
656382,2023,COL
656412,2023,DET
656427,2023,STL
656457,2023,AZ
656464,2023,AZ
656529,2023,CLE
656546,2023,PHI
656557,2023,BOS
656578,2023,PIT
656605,2023,PIT
656629,2023,CWS
656638,2023,DET
656641,2023,TEX
656657,2023,DET
656669,2023,MIN
656716,2023,DET
656730,2023,MIL
656731,2023,NYM
656756,2023,STL
656786,2023,HOU
656793,2023,PHI
656794,2023,ATH
656814,2023,PHI
656818,2023,CIN
656820,2023,CWS
656849,2023,NYM
656876,2023,TB
656887,2023,NYM
656924,2023,SEA
656945,2023,MIA
656970,2023,MIA
656981,2023,AZ
656986,2023,HOU
657006,2023,CHC
657024,2023,TOR
657031,2023,KC
657041,2023,WSH
657044,2023,TB
657053,2023,CWS
657093,2023,ATH
657097,2023,LAA
657140,2023,ATL
657240,2023,CHC
657248,2023,TEX
657265,2023,MIL
657272,2023,PHI
657277,2023,SF
657376,2023,NYY
657424,2023,HOU
657508,2023,BAL
657514,2023,BOS
657571,2023,LAD
657585,2023,NYM
657612,2023,SD
657697,2023,NYM
657746,2023,MIN
657756,2023,COL
658648,2023,SD
659275,2023,COL
660261,2023,ATH
660271,2023,LAA
660431,2023,TB
660593,2023,NYM
660634,2023,LAD
660730,2023,TB
660761,2023,LAA
660787,2023,PIT
660813,2023,LAD
660825,2023,SEA
660853,2023,CLE
660896,2023,MIN
660906,2023,ATH
661309,2023,ATH
661383,2023,MIN
661395,2023,MIN
661403,2023,CLE
661440,2023,BOS
661527,2023,HOU
662253,2023,SEA
663158,2023,SD
663321,2023,SD
663362,2023,SD
663372,2023,COL
663385,2023,ATH
663423,2023,SEA
663432,2023,WSH
663455,2023,CLE
663460,2023,KC
663462,2023,SEA
663465,2023,ATL
663474,2023,CLE
663485,2023,MIN
663542,2023,LAD
663546,2023,SF
663556,2023,TB
663558,2023,MIN
663559,2023,PHI
663562,2023,COL
663567,2023,COL
663574,2023,CIN
663623,2023,WSH
663629,2023,MIL
663630,2023,BAL
663658,2023,WSH
663687,2023,ATH
663704,2023,KC
663738,2023,KC
663752,2023,CLE
663753,2023,SD
663765,2023,STL
663773,2023,MIA
663776,2023,LAA
663804,2023,KC
663855,2023,STL
663878,2023,TOR
663897,2023,LAD
663903,2023,KC
663941,2023,SF
663947,2023,DET
663971,2023,COL
663978,2023,MIN
663986,2023,CLE
663989,2023,BAL
663992,2023,ATH
664028,2023,CIN
664062,2023,LAD
664076,2023,TB
664126,2023,TB
664129,2023,MIA
664139,2023,CIN
664192,2023,NYM
664199,2023,KC
664202,2023,LAD
664208,2023,HOU
664285,2023,HOU
664294,2023,PIT
664299,2023,HOU
664353,2023,HOU
664744,2023,SD
664747,2023,CIN
664776,2023,MIL
664849,2023,ATL
664854,2023,STL
664874,2023,AZ
664875,2023,COL
664901,2023,NYM
664942,2023,STL
664948,2023,AZ
665001,2023,TB
665019,2023,PHI
665048,2023,WSH
665152,2023,BAL
665620,2023,CWS
665622,2023,ATH
665625,2023,MIL
665665,2023,CIN
665734,2023,ATH
665795,2023,MIA
665871,2023,CHC
665896,2023,LAA
666129,2023,MIA
666142,2023,KC
666154,2023,COL
666157,2023,CIN
666159,2023,DET
666168,2023,WSH
666200,2023,MIA
666201,2023,TOR
666204,2023,ATH
666205,2023,ATH
666207,2023,COL
666208,2023,TEX
666214,2023,DET
666277,2023,MIA
666364,2023,MIN
666374,2023,SEA
666619,2023,CWS
666720,2023,TEX
666721,2023,KC
666745,2023,NYY
666808,2023,SF
666818,2023,AZ
666974,2023,BAL
667427,2023,ATH
667463,2023,TEX
667755,2023,LAA
668338,2023,MIL
668470,2023,TOR
668665,2023,NYM
668674,2023,ATH
668676,2023,CLE
668678,2023,AZ
668754,2023,DET
668834,2023,SEA
668868,2023,STL
668873,2023,CHC
668881,2023,CIN
668909,2023,CLE
668933,2023,CIN
668941,2023,STL
668942,2023,AZ
668970,2023,COL
668984,2023,CIN
669022,2023,WSH
669060,2023,MIL
669084,2023,BAL
669093,2023,CHC
669105,2023,NYM
669111,2023,KC
669145,2023,BAL
669160,2023,LAD
669165,2023,LAD
669169,2023,KC
669194,2023,AZ
669203,2023,MIL
669211,2023,BAL
669212,2023,CLE
669270,2023,HOU
669276,2023,ATL
669302,2023,SEA
669330,2023,BAL
669373,2023,DET
669387,2023,PIT
669391,2023,TEX
669395,2023,KC
669424,2023,CWS
669432,2023,MIA
669438,2023,DET
669456,2023,CLE
669459,2023,AZ
669461,2023,STL
669467,2023,STL
669618,2023,TEX
669674,2023,ATH
669684,2023,BOS
669711,2023,NYY
669713,2023,CHC
669721,2023,LAA
669724,2023,DET
669796,2023,PIT
669854,2023,HOU
669912,2023,ATH
669923,2023,SEA
669947,2023,CWS
669952,2023,TOR
670032,2023,ATL
670036,2023,SEA
670042,2023,TB
670046,2023,LAA
670059,2023,PIT
670097,2023,DET
670102,2023,TOR
670124,2023,ATH
670156,2023,CHC
670167,2023,BOS
670174,2023,BOS
670183,2023,ATH
670241,2023,ATL
670280,2023,PIT
670329,2023,ATH
670712,2023,MIL
670766,2023,SEA
670810,2023,BAL
670871,2023,STL
670912,2023,PIT
670950,2023,TOR
670955,2023,NYM
670970,2023,SD
670990,2023,PIT
671096,2023,CIN
671106,2023,CLE
671111,2023,CWS
671131,2023,WSH
671212,2023,ATH
671345,2023,DET
671737,2023,TB
672282,2023,LAA
672335,2023,BAL
672391,2023,BOS
672578,2023,KC
672582,2023,KC
672710,2023,PIT
672715,2023,CWS
672730,2023,SEA
672782,2023,NYY
672841,2023,AZ
672851,2023,WSH
672860,2023,SEA
673111,2023,TB
673540,2023,NYM
673858,2023,CIN
674003,2023,TEX
674072,2023,AZ
674285,2023,CIN
674370,2023,PIT
674444,2023,KC
674681,2023,PHI
675540,2023,CLE
675627,2023,LAD
675911,2023,ATL
675916,2023,CLE
675921,2023,TEX
675989,2023,PIT
676050,2023,STL
676083,2023,MIL
676092,2023,KC
676106,2023,SEA
676130,2023,NYM
676206,2023,ATH
676254,2023,SF
676265,2023,WSH
676272,2023,LAD
676391,2023,TOR
676395,2023,WSH
676440,2023,CLE
676475,2023,STL
676477,2023,BOS
676534,2023,TB
676596,2023,TB
676632,2023,HOU
676664,2023,ATH
676680,2023,SD
676684,2023,DET
676689,2023,CIN
676701,2023,COL
676702,2023,PIT
676710,2023,BOS
676714,2023,CHC
676760,2023,NYY
676775,2023,SF
676961,2023,MIL
676979,2023,CWS
677020,2023,NYM
677053,2023,MIA
677076,2023,MIL
677161,2023,BOS
677651,2023,HOU
677865,2023,LAD
677944,2023,AZ
677960,2023,SD
678061,2023,SD
678226,2023,ATL
678394,2023,BOS
678606,2023,WSH
679346,2023,CWS
679525,2023,KC
679885,2023,AZ
680232,2023,SD
680570,2023,BAL
680573,2023,MIN
680686,2023,WSH
680689,2023,CIN
680694,2023,BAL
680704,2023,CLE
680723,2023,STL
680735,2023,KC
680739,2023,MIN
680742,2023,KC
680767,2023,COL
680983,2023,LAA
681190,2023,NYY
681217,2023,LAA
681402,2023,LAD
681432,2023,CHC
681517,2023,STL
681584,2023,SF
681806,2023,LAA
681807,2023,CLE
681808,2023,BAL
681810,2023,LAA
681857,2023,DET
681867,2023,TB
681869,2023,HOU
681882,2023,PIT
681892,2023,MIN
681911,2023,LAD
681982,2023,TEX
681987,2023,KC
682010,2023,CWS
682051,2023,DET
682052,2023,TB
682120,2023,CLE
682171,2023,SEA
682175,2023,BOS
682227,2023,CIN
682243,2023,SEA
682842,2023,MIL
682847,2023,PIT
682967,2023,ATH
682989,2023,LAA
682990,2023,PIT
683155,2023,ATH
683175,2023,CIN
683232,2023,COL
683769,2023,CLE
685107,2023,KC
685314,2023,AZ
685410,2023,CLE
686218,2023,LAD
686294,2023,WSH
686539,2023,CWS
686610,2023,ATH
686613,2023,HOU
686651,2023,CIN
686654,2023,SEA
686730,2023,CIN
686747,2023,WSH
686752,2023,LAD
686753,2023,AZ
686826,2023,AZ
686839,2023,DET
686842,2023,PHI
686972,2023,SF
686973,2023,MIN
687145,2023,COL
687330,2023,TB
687396,2023,MIN
687798,2023,BOS
687830,2023,DET
687888,2023,BOS
687922,2023,ATH
688427,2023,LAA
689147,2023,PHI
689167,2023,MIA
689172,2023,SF
689225,2023,DET
689266,2023,ATL
689690,2023,SD
690829,2023,LAA
690986,2023,SF
691094,2023,CIN
691587,2023,MIA
693312,2023,PIT
693433,2023,SEA
693821,2023,ATL
694037,2023,CHC
694297,2023,AZ
694363,2023,ATL
694813,2023,LAD
695243,2023,ATH
696136,2023,CHC
696147,2023,LAA
700363,2023,ATL
701643,2023,NYM
434378,2024,HOU
445276,2024,BOS
445926,2024,ATL
448179,2024,BOS
450203,2024,ATL
453286,2024,TEX
455119,2024,BOS
456501,2024,LAA
458677,2024,CIN
458681,2024,STL
471911,2024,CLE
472610,2024,LAA
477132,2024,LAD
489119,2024,MIL
489446,2024,TEX
493603,2024,NYM
500743,2024,LAD
500779,2024,NYM
502043,2024,STL
502085,2024,TEX
502171,2024,CLE
502179,2024,TOR
502624,2024,BOS
506433,2024,SD
518397,2024,ATH
518489,2024,LAD
518585,2024,CIN
518617,2024,NYM
518876,2024,AZ
518886,2024,BAL
519008,2024,ATH
519043,2024,LAA
519151,2024,HOU
519242,2024,ATL
519293,2024,KC
519326,2024,LAA
523260,2024,LAD
527048,2024,PIT
527054,2024,NYM
528748,2024,AZ
541640,2024,TB
542585,2024,LAA
542881,2024,LAA
542882,2024,MIA
542888,2024,TB
543037,2024,NYY
543056,2024,BAL
543063,2024,STL
543135,2024,TEX
543238,2024,CLE
543243,2024,STL
543294,2024,CHC
543305,2024,LAA
543339,2024,LAD
543351,2024,MIN
543391,2024,CIN
543475,2024,KC
543510,2024,BAL
543518,2024,AZ
543766,2024,CWS
543859,2024,NYY
544150,2024,BAL
545121,2024,WSH
547001,2024,NYY
547179,2024,TEX
547184,2024,ATH
547973,2024,PIT
548384,2024,NYM
548389,2024,ATH
552640,2024,STL
554340,2024,TOR
554430,2024,PHI
554431,2024,ATL
570257,2024,BOS
570632,2024,TEX
571466,2024,AZ
571510,2024,CLE
571527,2024,CIN
571539,2024,COL
571578,2024,WSH
571656,2024,CIN
571657,2024,MIN
571670,2024,WSH
571760,2024,TEX
571771,2024,LAD
571863,2024,COL
571882,2024,WSH
571912,2024,CIN
571927,2024,STL
571945,2024,STL
571946,2024,DET
571948,2024,MIL
572020,2024,LAD
572143,2024,MIA
572955,2024,ATL
572971,2024,MIL
573009,2024,AZ
573124,2024,SF
573186,2024,NYY
573204,2024,MIN
573262,2024,SF
579328,2024,TOR
592094,2024,TB
592155,2024,BOS
592288,2024,MIA
592332,2024,TOR
592351,2024,TEX
592426,2024,SF
592454,2024,NYY
592662,2024,SF
592741,2024,COL
592767,2024,CHC
592773,2024,SEA
592779,2024,MIN
592791,2024,CHC
592836,2024,PHI
592866,2024,WSH
593334,2024,PIT
593423,2024,CIN
593576,2024,CHC
593833,2024,HOU
593934,2024,LAA
593958,2024,AZ
593974,2024,SD
594580,2024,CIN
594798,2024,TEX
594835,2024,PIT
594902,2024,CLE
595014,2024,LAD
595345,2024,MIN
595881,2024,CLE
595897,2024,NYY
595928,2024,COL
595978,2024,CLE
596001,2024,CIN
596117,2024,PHI
596133,2024,NYY
596295,2024,COL
598264,2024,WSH
598286,2024,LAD
600917,2024,TEX
600986,2024,MIL
601713,2024,BOS
605121,2024,CWS
605130,2024,CLE
605135,2024,TOR
605154,2024,CWS
605155,2024,CHC
605156,2024,ATH
605177,2024,DET
605182,2024,CWS
605218,2024,SD
605280,2024,NYY
605288,2024,NYM
605335,2024,CIN
605347,2024,NYM
605397,2024,SD
605400,2024,PHI
605447,2024,TOR
605452,2024,MIL
605463,2024,HOU
605483,2024,SF
605488,2024,TB
605513,2024,PHI
606149,2024,STL
606160,2024,HOU
606303,2024,MIL
606930,2024,WSH
606965,2024,TB
607067,2024,MIL
607074,2024,NYY
607179,2024,WSH
607192,2024,LAD
607200,2024,CWS
607237,2024,LAA
607259,2024,CIN
607455,2024,LAD
607481,2024,ATL
607536,2024,COL
607625,2024,KC
607644,2024,BAL
608032,2024,LAA
608331,2024,ATL
608334,2024,LAA
608344,2024,BAL
608371,2024,CIN
608379,2024,KC
608566,2024,COL
608638,2024,SEA
608648,2024,KC
608678,2024,CWS
608717,2024,KC
608718,2024,CIN
608723,2024,SEA
612434,2024,AZ
613534,2024,ATH
614179,2024,PHI
615698,2024,COL
620443,2024,NYM
620982,2024,PHI
621016,2024,CHC
621051,2024,CWS
621053,2024,ATH
621097,2024,TB
621107,2024,TB
621111,2024,LAD
621112,2024,ATH
621114,2024,TOR
621199,2024,BAL
621237,2024,PHI
621242,2024,NYM
621244,2024,TOR
621294,2024,PIT
621345,2024,ATL
621363,2024,TB
621366,2024,PIT
621381,2024,PHI
621383,2024,CWS
621389,2024,COL
621399,2024,PIT
621550,2024,CHC
622065,2024,NYM
622072,2024,ATH
622075,2024,CHC
622088,2024,CIN
622098,2024,NYM
622103,2024,ATH
622250,2024,TEX
622251,2024,MIN
622253,2024,BAL
622259,2024,CHC
622268,2024,SF
622491,2024,SEA
622503,2024,LAD
622554,2024,PHI
622569,2024,BOS
622608,2024,COL
622663,2024,NYM
622694,2024,LAD
622766,2024,HOU
622786,2024,MIA
623149,2024,AZ
623167,2024,CWS
623168,2024,TOR
623211,2024,MIA
623352,2024,HOU
623433,2024,KC
623437,2024,MIN
623451,2024,ATL
623465,2024,LAD
623474,2024,ATL
623520,2024,CHC
624133,2024,PHI
624431,2024,NYY
624522,2024,CHC
624647,2024,NYY
625643,2024,ATL
628317,2024,DET
628452,2024,ATL
628708,2024,PHI
630023,2024,MIA
640448,2024,WSH
640451,2024,WSH
640454,2024,BAL
640455,2024,NYM
640462,2024,MIA
640470,2024,CHC
640902,2024,MIA
641149,2024,TOR
641154,2024,MIN
641302,2024,TB
641312,2024,MIA
641329,2024,BAL
641343,2024,MIL
641360,2024,NYY
641401,2024,PHI
641427,2024,CIN
641482,2024,NYY
641540,2024,TEX
641582,2024,CWS
641585,2024,HOU
641645,2024,LAA
641656,2024,NYY
641658,2024,KC
641703,2024,LAD
641712,2024,COL
641726,2024,PIT
641729,2024,ATL
641745,2024,BOS
641755,2024,COL
641771,2024,CWS
641793,2024,TB
641816,2024,TEX
641835,2024,TOR
641927,2024,MIN
641941,2024,CIN
642016,2024,TEX
642028,2024,COL
642048,2024,SEA
642086,2024,BOS
642100,2024,SEA
642121,2024,TB
642133,2024,PIT
642207,2024,MIL
642215,2024,PHI
642216,2024,ATL
642232,2024,LAD
642239,2024,MIL
642397,2024,PHI
642520,2024,TEX
642528,2024,NYY
642546,2024,TEX
642547,2024,MIL
642629,2024,MIA
642701,2024,PIT
642834,2024,MIA
643256,2024,LAA
643338,2024,TOR
643361,2024,MIL
643377,2024,MIN
643396,2024,TOR
643410,2024,CHC
643493,2024,TEX
643511,2024,SF
646242,2024,SEA
647315,2024,TOR
647336,2024,CWS
650489,2024,MIN
650556,2024,HOU
650633,2024,SD
650644,2024,TB
650671,2024,LAA
650893,2024,TOR
650895,2024,MIN
650911,2024,PHI
650960,2024,MIN
655889,2024,TB
656186,2024,KC
656222,2024,COL
656232,2024,HOU
656234,2024,COL
656240,2024,MIN
656266,2024,MIL
656271,2024,LAA
656288,2024,LAA
656302,2024,SD
656353,2024,BAL
656354,2024,SD
656412,2024,DET
656420,2024,LAD
656427,2024,DET
656457,2024,PHI
656458,2024,COL
656464,2024,AZ
656529,2024,CLE
656546,2024,PHI
656550,2024,ATL
656557,2024,BOS
656605,2024,PIT
656629,2024,CWS
656638,2024,DET
656641,2024,TEX
656657,2024,LAD
656671,2024,NYY
656716,2024,DET
656730,2024,MIL
656731,2024,NYM
656756,2024,AZ
656786,2024,HOU
656793,2024,PHI
656794,2024,ATH
656814,2024,PHI
656848,2024,LAD
656849,2024,NYM
656876,2024,TB
656887,2024,NYM
656896,2024,MIA
656924,2024,PIT
656945,2024,MIA
656976,2024,AZ
657006,2024,CHC
657024,2024,TOR
657044,2024,AZ
657053,2024,CWS
657061,2024,LAA
657097,2024,BAL
657193,2024,NYM
657240,2024,CHC
657265,2024,CLE
657277,2024,SF
657376,2024,NYY
657508,2024,BAL
657514,2024,BOS
657571,2024,NYY
657585,2024,NYM
657612,2024,NYY
657649,2024,MIL
657697,2024,ATH
657746,2024,MIN
658648,2024,CLE
659275,2024,LAD
660600,2024,MIL
660644,2024,MIA
660761,2024,LAA
660813,2024,LAD
660825,2024,SEA
660844,2024,SEA
660853,2024,SD
660896,2024,MIN
661269,2024,MIA
661395,2024,MIN
661403,2024,CLE
661527,2024,HOU
661563,2024,NYY
662253,2024,SEA
663158,2024,SD
663321,2024,HOU
663362,2024,SD
663372,2024,COL
663423,2024,SEA
663432,2024,WSH
663436,2024,CWS
663460,2024,KC
663462,2024,BOS
663465,2024,PHI
663474,2024,CLE
663485,2024,MIN
663531,2024,AZ
663542,2024,MIL
663546,2024,SF
663554,2024,DET
663559,2024,PIT
663562,2024,COL
663567,2024,COL
663568,2024,SD
663574,2024,CIN
663623,2024,WSH
663687,2024,ATH
663704,2024,KC
663738,2024,KC
663765,2024,PIT
663767,2024,BOS
663773,2024,MIA
663776,2024,LAA
663855,2024,SF
663878,2024,TOR
663893,2024,TOR
663897,2024,ATL
663903,2024,KC
663941,2024,SF
663947,2024,DET
663969,2024,PHI
663978,2024,MIN
663989,2024,BAL
663992,2024,TB
664076,2024,TB
664079,2024,NYM
664123,2024,NYY
664126,2024,TB
664129,2024,COL
664139,2024,CIN
664192,2024,NYM
664208,2024,TB
664285,2024,HOU
664299,2024,HOU
664350,2024,MIA
664351,2024,HOU
664747,2024,CIN
664776,2024,NYY
664849,2024,NYM
664854,2024,STL
664875,2024,COL
664901,2024,CWS
664948,2024,NYY
665019,2024,PHI
665152,2024,BAL
665620,2024,CWS
665622,2024,ATH
665625,2024,MIL
665795,2024,MIA
665828,2024,NYY
665871,2024,CHC
665896,2024,LAA
666129,2024,MIA
666142,2024,KC
666149,2024,SF
666157,2024,CIN
666159,2024,DET
666163,2024,TB
666171,2024,LAA
666197,2024,HOU
666200,2024,MIA
666201,2024,TOR
666204,2024,ATH
666205,2024,ATH
666207,2024,COL
666208,2024,HOU
666214,2024,DET
666215,2024,HOU
666277,2024,MIA
666619,2024,SEA
666720,2024,TEX
666745,2024,SD
666808,2024,SF
666818,2024,AZ
666974,2024,BAL
667297,2024,TOR
667463,2024,STL
667478,2024,CIN
667725,2024,MIA
667755,2024,LAA
668338,2024,CHC
668390,2024,TEX
668472,2024,KC
668674,2024,ATH
668676,2024,LAA
668678,2024,AZ
668800,2024,TEX
668868,2024,STL
668873,2024,CHC
668874,2024,HOU
668881,2024,CIN
668909,2024,CLE
668933,2024,CIN
668941,2024,STL
668942,2024,SEA
668943,2024,LAA
668964,2024,MIL
668968,2024,LAA
668970,2024,CHC
668984,2024,CIN
669022,2024,WSH
669060,2024,MIL
669062,2024,SF
669084,2024,MIL
669093,2024,SD
669111,2024,MIA
669165,2024,LAD
669169,2024,BAL
669194,2024,AZ
669199,2024,MIA
669203,2024,BAL
669211,2024,BAL
669212,2024,CLE
669270,2024,TB
669276,2024,ATL
669302,2024,SEA
669308,2024,SD
669330,2024,BAL
669358,2024,TB
669372,2024,ATH
669373,2024,DET
669387,2024,PIT
669391,2024,TEX
669395,2024,HOU
669422,2024,KC
669432,2024,MIA
669438,2024,DET
669456,2024,CLE
669459,2024,AZ
669461,2024,STL
669467,2024,STL
669620,2024,ATH
669622,2024,MIA
669674,2024,KC
669711,2024,BOS
669713,2024,CHC
669721,2024,LAA
669724,2024,DET
669796,2024,PIT
669854,2024,HOU
669912,2024,SEA
669923,2024,SEA
669952,2024,TOR
670036,2024,TEX
670046,2024,LAA
670059,2024,PIT
670102,2024,TOR
670103,2024,SF
670124,2024,MIA
670161,2024,ATL
670167,2024,KC
670174,2024,BOS
670219,2024,LAA
670223,2024,CHC
670241,2024,ATL
670242,2024,MIN
670280,2024,PIT
670766,2024,MIA
670810,2024,SD
670871,2024,LAA
670950,2024,TOR
670955,2024,TB
670970,2024,SD
670990,2024,LAD
671096,2024,CIN
671106,2024,CLE
671109,2024,CWS
671111,2024,CWS
671131,2024,WSH
671212,2024,ATH
671305,2024,ATH
671345,2024,DET
671737,2024,TB
671922,2024,CLE
672282,2024,LAA
672335,2024,BAL
672391,2024,HOU
672456,2024,DET
672552,2024,ATH
672578,2024,KC
672582,2024,KC
672710,2024,LAA
672782,2024,NYY
672851,2024,WSH
672860,2024,CWS
673380,2024,NYM
673513,2024,SD
673540,2024,NYM
673929,2024,CWS
674003,2024,TEX
674072,2024,AZ
674285,2024,WSH
674370,2024,ATH
674444,2024,KC
674944,2024,DET
675540,2024,CLE
675627,2024,LAD
675650,2024,PHI
675911,2024,ATL
675921,2024,SF
675989,2024,SEA
676083,2024,MIL
676092,2024,SEA
676105,2024,COL
676106,2024,SEA
676130,2024,NYM
676254,2024,SF
676272,2024,LAD
676282,2024,CLE
676391,2024,TOR
676395,2024,WSH
676428,2024,DET
676440,2024,CLE
676477,2024,BOS
676508,2024,LAD
676534,2024,MIA
676568,2024,LAD
676596,2024,PIT
676604,2024,TB
676614,2024,DET
676617,2024,STL
676661,2024,PHI
676664,2024,ATH
676680,2024,SD
676684,2024,DET
676702,2024,PIT
676710,2024,BOS
676714,2024,AZ
676755,2024,PIT
676760,2024,NYY
676775,2024,SF
676879,2024,MIL
676961,2024,MIN
676962,2024,CHC
676969,2024,MIA
676974,2024,MIA
676979,2024,CWS
677020,2024,NYM
677053,2024,MIA
677076,2024,NYY
677161,2024,BOS
677865,2024,PIT
677944,2024,AZ
677955,2024,COL
677958,2024,TEX
677960,2024,MIA
677976,2024,MIN
678020,2024,COL
678061,2024,ATL
678226,2024,ATL
678368,2024,MIA
678394,2024,BOS
678495,2024,SF
678606,2024,WSH
678692,2024,MIN
678821,2024,COL
678906,2024,SF
679156,2024,TEX
679358,2024,NYM
679525,2024,KC
679845,2024,KC
679885,2024,AZ
680570,2024,BAL
680572,2024,STL
680573,2024,MIN
680686,2024,WSH
680689,2024,CIN
680694,2024,BAL
680704,2024,CLE
680730,2024,WSH
680732,2024,CWS
680736,2024,LAD
680739,2024,MIN
680742,2024,KC
680744,2024,DET
680767,2024,COL
680880,2024,ATH
680885,2024,ATL
