batter,sb_per_pa_raw,sb,pa_ev
641432,0.0,0,149
687799,0.04,4,100
640457,0.0,0,21
665506,0.02105,2,95
664702,0.03861,20,518
642137,0.0,0,46
543257,0.00238,1,420
681807,0.0177,2,113
666310,0.02174,5,230
678894,0.02817,6,213
547989,0.0,0,594
623168,0.02128,1,47
545350,0.0241,2,83
621035,0.04167,16,384
571771,0.00787,4,508
543685,0.01093,2,183
606132,0.05917,10,169
669357,0.01509,7,464
500743,0.01891,8,423
681351,0.0,0,199
656541,0.05128,4,78
669222,0.01818,6,330
543309,0.0,0,260
666165,0.01163,4,344
624415,0.01479,5,338
691406,0.0,0,36
665877,0.0,0,61
571912,0.01005,2,199
592626,0.0,0,425
676369,0.0,0,179
682829,0.08197,35,427
669004,0.00997,6,602
657136,0.01985,8,403
518735,0.0,0,405
543333,0.0,0,100
641820,0.0,0,263
621438,0.03704,9,243
592178,0.0,0,335
677008,0.0,0,33
573262,0.00525,2,381
672275,0.00283,1,353
592669,0.0,0,548
596129,0.0,0,319
672779,0.02273,5,220
656775,0.04176,19,455
679529,0.00439,3,684
553993,0.00288,2,694
641796,0.08955,6,67
685133,0.0,0,64
668472,0.0029,1,345
678009,0.05517,8,145
664056,0.05814,20,344
663728,0.0,0,569
676701,0.02203,5,227
670032,0.0229,6,262
641933,0.0188,5,266
640492,0.07843,8,102
664040,0.01606,7,436
682617,0.02222,1,45
656716,0.03089,16,518
678225,0.06469,24,371
665019,0.0,0,148
677950,0.02239,9,402
666018,0.0,0,103
621043,0.0,0,580
607461,0.0,0,72
664314,0.04225,3,71
663845,0.00813,1,123
630105,0.01149,6,522
676116,0.00606,3,495
686681,0.01302,6,461
649557,0.00291,1,344
669224,0.0,0,75
671221,0.04748,16,337
607680,0.01942,4,206
656413,0.03922,10,255
645801,0.0,0,251
643376,0.0,0,301
642336,0.0,0,160
641856,0.0068,1,147
676694,0.01466,5,341
666906,0.02857,5,175
605119,0.00277,1,361
542208,0.0,0,189
664029,0.04167,3,72
677588,0.0,0,34
500871,0.00647,2,309
542194,0.00301,1,332
679881,0.0,0,44
687263,0.0152,5,329
518595,0.0,0,292
573131,0.0,0,57
657656,0.0297,12,404
641645,0.0,0,120
669261,0.02434,13,534
543877,0.00282,1,355
446334,0.0,0,237
676070,0.11111,1,9
622666,0.0,0,20
656514,0.02564,1,39
543510,0.01327,3,226
670869,0.0,0,12
642350,0.03297,12,364
664913,0.00794,3,378
595879,0.02194,12,547
542583,0.0,0,115
669397,0.0152,5,329
676609,0.09286,26,280
672478,0.0,0,293
572228,0.02703,2,74
668670,0.00274,1,365
682848,0.0,0,204
662139,0.02754,16,581
572191,0.03351,13,388
686527,0.00549,1,182
593643,0.0,0,90
542364,0.04412,6,136
516416,0.0184,6,326
666185,0.01176,3,255
666149,0.05882,2,34
678545,0.0,0,94
676480,0.02013,3,149
668731,0.03922,14,357
668930,0.05804,26,448
656185,0.10714,3,28
656403,0.0,0,29
642715,0.00784,5,638
622761,0.09143,32,350
663368,0.02976,5,168
596142,0.0,0,267
594777,0.0,0,174
624413,0.00608,4,658
693049,0.01521,4,263
571875,0.0,0,54
642133,0.0,0,351
543543,0.0,0,67
660757,0.0,0,180
665804,0.0,0,156
642136,0.00651,2,307
680779,0.01176,3,255
570731,0.0,0,151
663616,0.00472,1,212
683146,0.00514,2,389
605113,0.02381,5,210
687401,0.0,0,34
621563,0.02201,7,318
595909,0.01478,3,203
571970,0.00173,1,579
666801,0.00391,1,256
665828,0.02424,8,330
671732,0.0,0,129
669304,0.0,0,152
607054,0.03488,15,430
668901,0.00429,1,233
553882,0.0,0,146
624431,0.0,0,168
664954,0.0,0,86
672356,0.0087,3,345
682626,0.00473,2,423
663609,0.0,0,99
643393,0.0358,15,419
683011,0.03993,24,601
693304,0.0,0,128
571745,0.00437,1,229
645444,0.00833,1,120
656669,0.02222,2,90
642851,0.0069,1,145
663550,0.01786,1,56
621439,0.02594,9,347
657557,0.01,4,400
666176,0.01613,1,62
663698,0.0,0,95
666198,0.0,0,94
664238,0.04242,7,165
608348,0.00662,1,151
669477,0.00722,2,277
670712,0.0,0,78
669127,0.00612,3,490
621550,0.01325,4,302
686894,0.02683,11,410
666915,0.01887,1,53
663743,0.01238,4,323
656024,0.0,0,53
543281,0.0,0,114
670097,0.01976,5,253
596117,0.016,2,125
686668,0.05104,22,431
596059,0.01274,2,157
657757,0.00291,1,344
641525,0.01163,1,86
596115,0.05952,10,168
641343,0.01103,3,272
458015,0.0,0,242
571466,0.00813,1,123
670764,0.06304,22,349
672820,0.0,0,173
606992,0.01365,4,293
669743,0.0205,9,439
592325,0.0,0,15
696100,0.01299,1,77
663330,0.09091,1,11
666197,0.0,0,45
663527,0.0,0,111
608703,0.0,0,5
669392,0.11594,8,69
608385,0.0,0,197
663757,0.02703,15,555
675961,0.0,0,112
595453,0.0,0,172
640449,0.05263,4,76
656941,0.0,0,720
668709,0.0165,5,303
678246,0.00987,3,304
649966,0.0,0,177
543063,0.00938,3,320
663853,0.07216,7,97
682515,0.0,0,38
664770,0.0,0,31
519317,0.0,0,415
607732,0.0,0,276
672724,0.02094,4,191
455117,0.0,0,407
600303,0.0,0,24
664057,0.1,4,40
571976,0.01418,2,141
656976,0.00439,1,228
614173,0.0,0,71
614177,0.0,0,65
676724,0.04255,2,47
541645,0.01695,2,118
675656,0.00685,1,146
664901,0.01449,1,69
669701,0.00431,1,232
663796,0.0,0,41
595978,0.00472,1,212
660766,0.0,0,65
543939,0.012,3,250
641531,0.02198,2,91
621532,0.0,0,13
680814,0.02703,1,37
623507,0.0,0,23
605131,0.01,2,200
664247,0.0,0,30
671218,0.0,0,60
572287,0.0,0,140
608336,0.00301,1,332
624503,0.0,0,93
572761,0.00422,1,237
592200,0.0,0,96
689172,0.01527,2,131
621433,0.04225,3,71
623205,0.1383,13,94
665155,0.00341,1,293
691026,0.0146,2,137
666164,0.0,0,36
664874,0.00518,1,193
660644,0.03571,3,84
600301,0.0,0,82
686759,0.02273,1,44
681146,0.0,0,106
656537,0.02,1,50
669352,0.06667,4,60
683737,0.01235,1,81
681962,0.0,0,21
680418,0.0,0,7
686490,0.0,0,6
656495,0.0,0,28
669742,0.0,0,56
671083,0.0,0,29
670223,0.0,0,99
572041,0.0,0,144
572138,0.0,0,105
596847,0.0,0,117
572204,0.01117,2,179
669911,0.00658,1,152
669369,0.0625,3,48
644374,0.03571,4,112
663905,0.0,0,37
613564,0.0,0,65
572008,0.0,0,25
691016,0.0,0,138
641786,0.0,0,54
670128,0.0,0,13
676632,0.0,0,30
518626,0.0,0,189
677592,0.03883,4,103
506702,0.0,0,44
543592,0.0,0,154
595751,0.0,0,52
681584,0.00714,1,140
680716,0.0,0,8
660634,0.0,0,27
660620,0.0,0,66
598265,0.0,0,113
547379,0.0,0,17
661531,0.0,0,23
666211,0.0,0,56
691783,0.02941,1,34
677941,0.025,1,40
595956,0.0,0,149
621512,0.0,0,61
656821,0.0,0,8
675986,0.02703,1,37
644433,0.0,0,16
665120,0.0,0,116
666152,0.05128,2,39
682073,0.01064,1,94
666163,0.0,0,79
681297,0.01299,1,77
621311,0.0,0,9
668952,0.0,0,18
663967,0.0,0,19
657247,0.0,0,21
677347,0.06522,3,46
578570,0.0,0,21
669450,0.03846,1,26
686676,0.0,0,70
681987,0.05357,3,56
621458,0.0,0,34
642201,0.0,0,17
501659,0.0,0,16
669065,0.0,0,33
663897,0.21053,4,19
656371,0.0,0,26
501303,0.0,0,11
676625,0.0,0,6
668663,0.0,0,2
660636,0.0,0,1
691718,0.10526,2,19
641553,0.0,0,6
605242,0.0,0,1
571740,1.0,2,2
643348,0.0,0,6
663731,0.0,0,4
676761,0.0,0,12
669200,0.0,0,1
571946,0.0,0,1
668751,0.0,0,5
571980,0.0,0,8
608360,0.0,0,2
622250,0.0,0,1
676882,0.0,0,1
669699,0.0,0,4
672279,0.16667,1,6
670276,0.0,0,12
650619,0.0,0,4
425794,0.0,0,2
