batter,avg_swing_speed,fast_swing_rate,blast_rate,squared_up_rate,swing_count
694497,70.600968615,0.1615384615384615,0.0769230769230769,0.2461538461538461,130
573262,70.577026913,0.0402684563758389,0.0805369127516778,0.2684563758389262,149
695734,70.563782284,0.065989847715736,0.1116751269035533,0.2842639593908629,197
605170,70.507388211,0.089430894308943,0.1056910569105691,0.3008130081300813,123
687859,70.425744929,0.0714285714285714,0.1357142857142857,0.3428571428571428,140
650859,70.41881903,0.1343283582089552,0.1044776119402985,0.291044776119403,134
666018,70.415818497,0.0984455958549223,0.0984455958549222,0.2746113989637305,193
656775,70.41395537,0.0925925925925926,0.0802469135802469,0.2654320987654321,162
693304,70.385564944,0.0955056179775281,0.0842696629213483,0.2134831460674157,178
647304,70.325418671,0.0751445086705202,0.0982658959537572,0.2832369942196532,173
700932,70.274426275,0.1176470588235294,0.065359477124183,0.2091503267973856,153
608324,70.178762088,0.0604395604395604,0.1373626373626373,0.3791208791208791,182
608070,70.120895646,0.1578947368421052,0.1148325358851674,0.2488038277511961,209
681393,70.015770549,0.0365853658536585,0.048780487804878,0.2378048780487804,164
641355,69.993192548,0.0382165605095541,0.0891719745222929,0.3312101910828025,157
687263,69.920631477,0.050632911392405,0.0632911392405063,0.1940928270042194,237
686797,69.908849231,0.0946745562130177,0.0532544378698224,0.2544378698224852,169
669257,69.87717007,0.0563380281690141,0.0915492957746478,0.2746478873239437,142
668227,69.861947513,0.164021164021164,0.0846560846560846,0.2698412698412698,189
691720,69.798994865,0.0472972972972973,0.0472972972972973,0.2635135135135135,148
696285,69.767249851,0.0373134328358208,0.126865671641791,0.3880597014925373,134
691026,69.737942013,0.0604026845637583,0.0738255033557047,0.2214765100671141,149
678882,69.737191154,0.0576923076923076,0.0897435897435897,0.282051282051282,156
677587,69.682134078,0.0726256983240223,0.0614525139664804,0.2346368715083799,179
686469,69.642325891,0.0396039603960396,0.0841584158415841,0.2524752475247525,202
807712,69.551917582,0.0784313725490196,0.0849673202614379,0.2745098039215686,153
666182,69.534493081,0.1279620853080569,0.1090047393364928,0.2748815165876777,211
643217,69.532919053,0.0650887573964497,0.0887573964497041,0.2307692307692307,169
681198,69.506340207,0.1088082901554404,0.0880829015544041,0.2435233160621761,193
645277,69.450982632,0.0478468899521531,0.0765550239234449,0.3062200956937799,209
514888,69.352841118,0.1176470588235294,0.0823529411764705,0.2941176470588235,170
669701,69.33312223,0.027027027027027,0.081081081081081,0.2567567567567567,148
643289,68.990482099,0.0246913580246913,0.0987654320987654,0.2962962962962963,162
702222,68.767030368,0.0367647058823529,0.1176470588235294,0.3161764705882353,136
676609,68.673732108,0.036144578313253,0.0662650602409638,0.2289156626506024,166
808982,68.658386625,0.0375,0.1125,0.38125,160
666152,68.444361707,0.056910569105691,0.08130081300813,0.1951219512195122,123
807713,68.203438862,0.048780487804878,0.065040650406504,0.3089430894308943,123
663538,68.168047371,0.0228571428571428,0.0628571428571428,0.3542857142857142,175
543760,68.102837967,0.0164835164835164,0.0714285714285714,0.2967032967032967,182
621493,68.059575478,0.0127388535031847,0.1401273885350318,0.3821656050955414,157
643446,68.009859086,0.0171428571428571,0.0571428571428571,0.2971428571428571,175
700337,67.985697241,0.0172413793103448,0.0517241379310344,0.2844827586206896,116
702332,67.933778741,0.0074074074074074,0.0814814814814814,0.3407407407407407,135
689414,67.864408806,0.0074626865671641,0.1417910447761194,0.4029850746268656,134
665926,67.688412911,0.050632911392405,0.0569620253164556,0.2974683544303797,158
670623,67.677956626,0.0613496932515337,0.0490797546012269,0.2822085889570552,163
683737,67.648744639,0.0240963855421686,0.0903614457831325,0.3012048192771084,166
683083,67.523346364,0.0181818181818181,0.0484848484848484,0.2181818181818181,165
694384,67.451720368,0.0429447852760736,0.0736196319018405,0.3251533742331288,163
686217,67.447993165,0.0359712230215827,0.079136690647482,0.3381294964028777,139
650402,67.41337623,0.0109289617486338,0.0546448087431694,0.273224043715847,183
669364,67.263847485,0.0,0.0920245398773006,0.4049079754601227,163
805367,67.015692533,0.0133333333333333,0.1066666666666666,0.3666666666666666,150
663968,66.869700738,0.0245901639344262,0.0491803278688524,0.1475409836065573,122
676391,66.774726506,0.0240963855421686,0.0843373493975903,0.3855421686746988,166
672695,65.446046547,0.0,0.079136690647482,0.3309352517985611,139
660844,65.171430593,0.0,0.0254237288135593,0.2796610169491525,118
802415,64.708251575,0.0,0.0342465753424657,0.3972602739726027,146
805779,63.798945233,0.005181347150259,0.0621761658031088,0.3316062176165803,193
680757,62.570436809,0.0,0.0141843971631205,0.3900709219858156,141
650333,62.174991784,0.0,0.0054054054054054,0.4,185
