Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
CLE,Guardians,116,410,475,93,56,29,0,8,55,50,59,0,93,3,2,1,5,1,2,0.226829,0.327004,0.356098,0.683102,0.305874,0.124211,0.195789,0.634409,0.129268,1.99177,0.273312,,,53.3556,-2.76935,-2.3,-1.39803,-1.39803,1.9834,-3.394629716873169,6.4264843463897705,96.4336,452.4,3.9,452.4,3.9,999.0,0.0,C,/players/john-ingle/sa3023069/stats/batting,5.0,AL,Cooper Ingle,694876,sa3023069,sa3023069,Cooper Ingle
STL,Cardinals,116,427,469,98,70,17,1,10,48,47,35,0,99,3,2,2,9,7,3,0.229508,0.291221,0.344262,0.635483,0.281324,0.0746269,0.211087,0.353535,0.114754,3.9281,0.275,,,43.3334,-12.0825,6.5,-0.541533,-0.541533,1.97528,-11.408977746963501,15.116254806518555,80.4494,389.7,3.359482758,389.7,3.359482758,999.0,0.0,C,/players/leonardo-bernal/sa3015773/stats/batting,28.0,NL,Leo Bernal,699024,sa3015773,sa3015773,Leo Bernal
ATH,Athletics,114,423,474,98,59,22,1,16,61,62,43,0,152,3,3,2,9,14,3,0.231678,0.305085,0.401891,0.706976,0.308661,0.0907173,0.320675,0.282895,0.170213,5.46596,0.317829,,,54.3156,-1.69111,3.4,0.878272,0.878272,1.96261,-2.2785961627960205,5.1416226625442505,94.3493,501.9,4.402631578,501.9,4.402631578,999.0,0.0,2B,/players/zack-gelof/29766/stats/batting,10.0,AL,Zack Gelof,680869,29766,29766,Zack Gelof
DET,Tigers,118,430,484,100,63,19,6,12,60,56,45,1,119,3,4,2,4,13,3,0.232558,0.307054,0.388372,0.695426,0.30338,0.0929752,0.245868,0.378151,0.155814,6.81703,0.290429,,,53.3866,-3.80175,3.9,0.645264,0.645264,1.95972,-3.1878774166107178,5.678365707397461,93.2805,492.4,4.172881355,492.4,4.172881355,745.6900024414062,0.0,OF,/players/parker-meadows/23800/stats/batting,6.0,AL,Parker Meadows,678009,23800,23800,Parker Meadows
MIA,Marlins,124,462,523,117,72,27,2,16,62,65,54,1,166,4,3,0,3,5,3,0.253247,0.334608,0.424242,0.75885,0.330729,0.10325,0.3174,0.325301,0.170996,3.82979,0.35689,,,69.3012,7.50472,1.8,-1.08017,-1.08017,1.94874,5.616821646690369,-3.964991331100464,110.804,608.4,4.906451612,608.4,4.906451612,528.5,0.0952381,OF,/players/owen-caissie/27496/stats/batting,20.0,NL,Owen Caissie,683357,27496,27496,Owen Caissie
MIL,Brewers,131,494,561,113,64,28,8,13,76,70,57,0,152,6,3,1,6,18,7,0.228745,0.314286,0.396761,0.711047,0.311497,0.101604,0.270945,0.375,0.168016,7.30401,0.301205,,,65.5767,-0.709757,-5.6,-0.105034,-0.105034,1.93934,-0.28781308233737946,0.5838623046875,99.7251,591.4,4.514503816,591.4,4.514503816,999.0,0.0,SS,/players/jett-williams/sa3020134/stats/batting,23.0,NL,Jett Williams,702518,sa3020134,sa3020134,Jett Williams
PIT,Pirates,112,410,438,116,86,23,3,4,45,42,21,0,72,4,2,1,5,17,5,0.282927,0.322654,0.382927,0.705581,0.308911,0.0479452,0.164384,0.291667,0.1,5.7104,0.333333,,,50.2795,-1.47354,11.0,0.619628,0.619628,1.93657,-1.811977505683899,6.171957492828369,95.3159,454.3,4.05625,454.3,4.05625,672.4199829101562,0.00606061,OF,/players/jake-mangum/26202/stats/batting,27.0,NL,Jake Mangum,663968,26202,26202,Jake Mangum
CLE,Guardians,99,374,431,83,52,18,3,10,63,50,49,0,127,7,0,1,3,6,2,0.221925,0.323256,0.36631,0.689566,0.308107,0.113689,0.294664,0.385827,0.144385,5.72502,0.308017,,,49.1946,-1.7314,3.8,-0.332015,-0.332015,1.92965,-1.3622496724128723,5.38362717628479,97.9719,427.9,4.322222222,427.9,4.322222222,999.0,0.0,2B,/players/travis-bazzana/34967/stats/batting,5.0,AL,Travis Bazzana,683953,34967,34967,Travis Bazzana
BAL,Orioles,130,476,547,118,76,22,4,16,71,63,61,1,128,3,4,3,4,15,5,0.247899,0.334559,0.411765,0.746324,0.326331,0.111517,0.234004,0.476562,0.163866,5.7097,0.303571,,,70.5282,5.8959,-1.0,0.0347807,0.0347807,1.92259,6.988074503839016,-7.029541492462158,110.785,628.3,4.833076923,628.3,4.833076923,505.0400085449219,0.10958904,OF,/players/dylan-beavers/31695/stats/batting,2.0,AL,Dylan Beavers,687637,31695,31695,Dylan Beavers
ATH,Athletics,108,376,418,95,60,22,1,12,49,61,29,1,120,8,3,2,6,4,3,0.25266,0.317308,0.412234,0.729542,0.317252,0.069378,0.287081,0.241667,0.159574,3.75519,0.336032,,,50.8144,1.42445,3.7,-1.06231,-1.06231,1.91292,-0.9304576069116592,5.235861301422119,100.268,448.5,4.152777777,448.5,4.152777777,672.719970703125,0.02272727,2B/3B,/players/max-muncy/29779/stats/batting,10.0,AL,Max Muncy,691777,29779,29779,Max Muncy
ARI,Diamondbacks,120,447,493,114,77,23,1,13,51,66,35,3,69,5,6,0,13,3,1,0.255034,0.312373,0.39821,0.710584,0.307243,0.0709939,0.139959,0.507246,0.143177,3.09835,0.272237,,,55.9253,-2.32642,3.9,-0.562108,-0.562108,1.9099,-3.4414469599723816,5.711434602737427,95.0722,508.9,4.240833333,508.9,4.240833333,638.0599975585938,0.03546099,3B,/players/nolan-arenado/9777/stats/batting,15.0,NL,Nolan Arenado,571448,9777,9777,Nolan Arenado
STL,Cardinals,141,487,535,135,92,23,2,18,59,69,39,0,76,4,4,1,12,5,1,0.277207,0.333333,0.443532,0.776865,0.33647,0.0728972,0.142056,0.513158,0.166324,3.66675,0.29471,,,73.3849,10.1705,-0.6,-0.300743,-0.300743,1.90519,11.255859106779099,-10.42877733707428,118.226,652.0,4.624113475,652.0,4.624113475,175.19000244140625,0.11891892,1B/OF,/players/alec-burleson/27615/stats/batting,28.0,NL,Alec Burleson,676475,27615,27615,Alec Burleson
SFG,Giants,133,398,437,99,68,17,1,13,54,50,28,0,105,7,4,0,6,13,6,0.248744,0.306636,0.394472,0.701109,0.30612,0.0640732,0.240275,0.266667,0.145729,4.86229,0.302817,,,49.1744,-2.46051,4.2,-0.537076,-0.537076,1.90322,-1.738320231437683,5.805672883987427,97.6807,446.5,3.357142857,446.5,3.357142857,554.3099975585938,0.0,OF,/players/harrison-bader/18030/stats/batting,30.0,NL,Harrison Bader,664056,18030,18030,Harrison Bader
ARI,Diamondbacks,132,505,584,118,82,23,3,10,78,66,62,1,129,13,4,0,3,15,7,0.233663,0.330479,0.350495,0.680974,0.305059,0.106164,0.22089,0.48062,0.116832,5.63063,0.291892,,,65.2128,-3.79127,10.9,-0.896482,-0.896482,1.89727,-5.342725694179535,4.462609767913818,93.5763,567.5,4.299242424,567.5,4.299242424,999.0,1.0,DH,/players/ryan-waldschmidt/35061/stats/batting,15.0,NL,Ryan Waldschmidt,814439,35061,35061,Ryan Waldschmidt
DET,Tigers,126,496,531,125,82,26,2,15,69,70,25,3,94,6,4,0,14,2,2,0.252016,0.293785,0.403226,0.697011,0.29959,0.047081,0.177024,0.265957,0.15121,3.59851,0.28133,,,56.9365,-5.80522,5.2,-1.14522,-1.14522,1.88747,-6.984875679016113,7.151057958602905,90.6692,523.0,4.15079365,523.0,4.15079365,999.0,0.0,2B,/players/maxwell-anderson/sa3022567/stats/batting,6.0,AL,Max Anderson,801194,sa3022567,sa3022567,Max Anderson
KCR,Royals,132,478,534,124,76,23,1,24,71,74,45,2,112,8,3,0,10,4,1,0.259414,0.331461,0.462343,0.793804,0.341826,0.0842697,0.209738,0.401786,0.202929,3.59658,0.289855,,,75.57,12.4737,-4.4,-0.44793,-0.44793,1.87736,10.250341773033142,-10.286243438720703,116.998,678.2,5.137878787,678.2,5.137878787,164.58999633789062,0.10679612,OF,/players/jac-caglianone/35041/stats/batting,7.0,AL,Jac Caglianone,695506,35041,35041,Jac Caglianone
STL,Cardinals,116,402,464,110,75,19,1,15,59,61,49,1,92,9,4,0,14,8,2,0.273632,0.362069,0.437811,0.79988,0.34947,0.105603,0.198276,0.532609,0.164179,4.14669,0.317726,,,68.5434,13.7183,0.0,-0.0904556,-0.0904556,1.87524,14.829944975674152,-11.93415641784668,127.131,599.4,5.167241379,599.4,5.167241379,178.42999267578125,0.77931034,C/DH,/players/ivan-herrera/20599/stats/batting,28.0,NL,Iván Herrera,671056,20599,20599,Iván Herrera
CLE,Guardians,149,500,561,120,79,28,3,10,64,57,44,0,104,8,5,4,12,12,6,0.24,0.308797,0.368,0.676797,0.298196,0.0784314,0.185383,0.423077,0.128,4.94868,0.28133,,,59.5183,-6.76818,-0.4,-0.921923,-0.921923,1.87449,-6.777444899082184,5.783862203359604,91.1441,526.3,3.532214765,526.3,3.532214765,999.0,0.0,SS,/players/brayan-rocchio/23690/stats/batting,5.0,AL,Brayan Rocchio,677587,23690,23690,Brayan Rocchio
CHW,White Sox,120,420,500,100,61,16,0,23,65,68,72,5,172,5,3,0,5,8,4,0.238095,0.354,0.440476,0.794476,0.344766,0.144,0.344,0.418605,0.202381,3.15344,0.337719,,,71.9519,12.873,-1.7,-0.916092,-0.916092,1.86716,11.920738160610199,-10.885772943496704,121.783,637.6,5.313333333,637.6,5.313333333,999.0,0.05405405,1B,/players/munetaka-murakami/37120/stats/batting,4.0,AL,Munetaka Murakami,808959,37120,37120,Munetaka Murakami
CLE,Guardians,129,446,507,113,66,26,7,14,62,65,48,0,141,8,4,1,7,5,2,0.253363,0.333992,0.43722,0.771212,0.33473,0.0946746,0.278107,0.340426,0.183857,5.71796,0.335593,,,68.828,8.92207,0.9,-0.624439,-0.624439,1.85837,9.12244164943695,-8.414373993873596,116.311,605.6,4.694573643,605.6,4.694573643,999.0,0.03508772,1B/OF,/players/cj-kayfus/33704/stats/batting,5.0,AL,CJ Kayfus,692216,33704,33704,CJ Kayfus
CHW,White Sox,137,482,554,115,68,29,2,16,78,60,61,0,102,6,5,0,8,7,2,0.238589,0.32852,0.406639,0.735159,0.322367,0.110108,0.184116,0.598039,0.16805,4.6493,0.268293,,,69.6477,4.18834,-6.9,-0.310261,-0.310261,1.84646,3.837946504354477,-4.8644328117370605,106.353,616.6,4.500729927,616.6,4.500729927,303.0899963378906,0.04301075,3B,/players/miguel-vargas/20178/stats/batting,4.0,AL,Miguel Vargas,678246,20178,20178,Miguel Vargas
PHI,Phillies,120,472,536,108,71,24,2,11,67,60,54,0,146,9,1,0,5,28,10,0.228814,0.31903,0.358051,0.677081,0.302459,0.100746,0.272388,0.369863,0.129237,6.12844,0.306962,,,58.7215,-4.61102,-0.7,0.620203,0.620203,1.84633,-4.989805698394775,5.208289444446564,91.1691,531.4,4.428333333,531.4,4.428333333,999.0,0.0,SS,/players/aidan-miller/sa3022609/stats/batting,26.0,NL,Aidan Miller,805795,sa3022609,sa3022609,Aidan Miller
BOS,Red Sox,110,370,420,84,52,21,0,11,43,48,42,1,112,4,3,1,10,2,1,0.227027,0.310263,0.372973,0.683236,0.301022,0.1,0.266667,0.375,0.145946,2.34709,0.292,,,45.5228,-4.10343,2.5,-0.64988,-0.64988,1.83577,-6.733557045459747,10.216049194335938,87.7102,403.7,3.67,403.7,3.67,443.010009765625,0.01449275,C,/players/carlos-narvaez/19722/stats/batting,3.0,AL,Carlos Narváez,665966,19722,19722,Carlos Narváez
KCR,Royals,116,395,451,86,50,21,4,11,55,49,50,0,140,3,2,1,5,16,3,0.217722,0.308889,0.374684,0.683572,0.302003,0.110865,0.310421,0.357143,0.156962,6.89386,0.304878,,,49.2421,-4.04704,5.0,1.29148,1.29148,1.83442,-4.2550660371780396,6.657113432884216,89.5655,454.7,3.919827586,454.7,3.919827586,999.0,0.01388889,OF,/players/kameron-misner/26374/stats/batting,7.0,AL,Kameron Misner,670224,26374,26374,Kameron Misner
ATL,Braves,141,543,600,136,90,27,2,17,73,71,45,1,91,6,6,0,8,10,3,0.25046,0.311667,0.401473,0.71314,0.310154,0.075,0.151667,0.494505,0.151013,4.61742,0.269841,,,69.4814,-1.41325,-2.4,-0.152786,-0.152786,1.83004,-1.8739353120326996,-0.19541454315185547,97.5797,631.7,4.480141843,631.7,4.480141843,150.5,0.0,2B,/players/ozzie-albies/16556/stats/batting,16.0,NL,Ozzie Albies,645277,16556,16556,Ozzie Albies
PHI,Phillies,134,498,548,123,72,25,1,25,70,83,38,1,140,6,6,0,9,11,4,0.246988,0.304745,0.451807,0.756552,0.324076,0.0693431,0.255474,0.271429,0.204819,4.47313,0.289086,,,69.6537,4.90328,2.0,-0.197262,-0.197262,1.8284,3.684662342071533,-4.04056453704834,105.977,645.7,4.818656716,645.7,4.818656716,213.99000549316406,0.02923977,OF,/players/adolis-garcia/19287/stats/batting,26.0,NL,Adolis García,666969,19287,19287,Adolis García
TBR,Rays,134,529,570,134,94,26,1,13,61,63,30,1,84,4,7,0,21,13,6,0.253308,0.294737,0.379962,0.674699,0.292634,0.0526316,0.147368,0.357143,0.126654,4.34943,0.275626,,,57.8994,-9.45048,6.7,-0.695517,-0.695517,1.82237,-10.607182443141937,8.794356107711792,85.2464,534.6,3.989552238,534.6,3.989552238,999.0,0.0,2B/SS,/players/jadher-areinamo/sa3015802/stats/batting,12.0,AL,Jadher Areinamo,699130,sa3015802,sa3015802,Jadher Areinamo
ATH,Athletics,125,492,533,127,99,25,1,2,49,50,28,0,61,10,1,2,10,12,4,0.25813,0.310734,0.325203,0.635938,0.284181,0.0525328,0.114447,0.459016,0.0670732,4.36279,0.290698,,,50.4828,-12.4953,7.8,-0.142499,-0.142499,1.81502,-14.286010414361954,13.675220489501953,77.4857,441.8,3.5344,441.8,3.5344,999.0,0.0,SS,/players/joshua-kuroda-grauer/sa3025386/stats/batting,10.0,AL,Joshua Kuroda-Grauer,811965,sa3025386,sa3025386,Joshua Kuroda-Grauer
TEX,Rangers,108,365,419,87,56,16,5,10,54,48,45,1,98,7,2,0,3,18,4,0.238356,0.331742,0.391781,0.723523,0.318716,0.107399,0.23389,0.459184,0.153425,7.28268,0.297297,,,51.4339,1.92583,-2.2,1.25555,1.25555,1.81476,3.9720966815948486,-0.6604645252227783,105.501,470.1,4.352777777,470.1,4.352777777,280.4800109863281,0.02,OF,/players/evan-carter/27790/stats/batting,13.0,AL,Evan Carter,694497,27790,27790,Evan Carter
CIN,Reds,130,467,509,113,84,18,2,9,52,51,36,1,101,4,2,0,12,11,3,0.24197,0.300589,0.346895,0.647484,0.285932,0.0707269,0.198428,0.356436,0.104925,4.66124,0.289694,,,48.9334,-11.2089,12.9,0.159442,0.159442,1.81391,-13.97057993710041,14.770223021507263,76.5776,446.5,3.434615384,446.5,3.434615384,999.0,0.0,3B,/players/kebryan-hayes/18577/stats/batting,18.0,NL,Ke'Bryan Hayes,663647,18577,18577,Ke'Bryan Hayes
MIN,Twins,105,370,405,92,57,19,0,16,46,57,29,1,87,2,4,0,7,10,2,0.248649,0.303704,0.42973,0.733433,0.315565,0.0716049,0.214815,0.333333,0.181081,4.08972,0.280443,,,48.6791,0.825241,1.1,0.60662,0.60662,1.81046,1.1635011434555054,2.5880953073501587,101.167,457.1,4.353333333,457.1,4.353333333,193.64999389648438,0.05384615,3B,/players/royce-lewis/20437/stats/batting,8.0,AL,Royce Lewis,668904,20437,20437,Royce Lewis
TOR,Blue Jays,137,443,489,109,67,22,2,18,60,65,41,1,117,3,2,0,12,10,2,0.24605,0.312883,0.426637,0.73952,0.320352,0.0838446,0.239264,0.350427,0.180587,5.06866,0.293548,,,60.6763,2.89714,2.4,0.454781,0.454781,1.80667,3.812655597925186,-2.9902114868164062,105.826,557.2,4.067153284,557.2,4.067153284,617.4299926757812,0.04891304,OF,/players/jesus-sanchez/19913/stats/batting,14.0,AL,Jesús Sánchez,660821,19913,19913,Jesús Sánchez
NYY,Yankees,93,297,334,71,45,16,2,8,39,39,30,0,58,4,3,0,7,2,1,0.239057,0.314371,0.387205,0.701577,0.307907,0.0898204,0.173653,0.517241,0.148148,4.08332,0.269231,,,38.0686,-1.39606,1.4,-0.53105,-0.53105,1.80372,-1.4059197306632996,7.536096453666687,97.7776,336.6,3.619354838,336.6,3.619354838,999.0,0.01960784,C,/players/jc-escarra/20084/stats/batting,9.0,AL,J.C. Escarra,641555,20084,20084,J.C. Escarra
ARI,Diamondbacks,102,375,423,88,54,21,3,10,55,49,38,1,114,6,2,2,6,16,4,0.234667,0.313539,0.386667,0.700206,0.30711,0.0898345,0.269504,0.333333,0.152,6.5972,0.3083,,,47.9391,-2.04159,3.5,0.921568,0.921568,1.79342,-1.5944340825080872,5.054232835769653,94.9815,441.0,4.323529411,441.0,4.323529411,261.6499938964844,0.2,3B/SS,/players/jordan-lawlar/29976/stats/batting,15.0,NL,Jordan Lawlar,691783,29976,29976,Jordan Lawlar
HOU,Astros,127,434,481,107,69,22,3,13,58,59,34,1,135,8,2,3,9,11,4,0.246544,0.311715,0.400922,0.712637,0.310828,0.0706861,0.280665,0.251852,0.154378,5.43698,0.326389,,,55.9643,-0.869562,6.8,-0.164253,-0.164253,1.78655,-0.5966832488775253,1.497972011566162,99.2372,504.0,3.968503937,504.0,3.968503937,746.02001953125,0.0,OF,/players/joey-loperfido/29630/stats/batting,21.0,AL,Joey Loperfido,694388,29630,29630,Joey Loperfido
CHC,Cubs,135,526,575,129,99,19,4,7,60,61,36,1,112,7,6,0,14,16,7,0.245247,0.29913,0.336502,0.635632,0.280492,0.0626087,0.194783,0.321429,0.0912548,5.37238,0.2954,,,52.7388,-15.2019,10.7,-0.597457,-0.597457,1.77873,-14.552096724510193,12.812727689743042,79.5235,479.9,3.554814814,479.9,3.554814814,999.0,0.0,2B/3B,/players/pedro-ramrez/sa3015834/stats/batting,17.0,NL,Pedro Ramírez,699393,sa3015834,sa3015834,Pedro Ramírez
LAD,Dodgers,136,538,589,123,70,23,4,26,78,82,46,2,152,3,2,0,13,7,3,0.228625,0.29202,0.431227,0.723247,0.310843,0.0780985,0.258065,0.302632,0.202602,5.14358,0.267956,,,68.5372,-1.05764,5.5,-0.600948,-0.600948,1.77217,-1.2766522765159607,-0.9925045967102051,99.0321,636.6,4.680882352,636.6,4.680882352,999.0,0.0,1B,/players/ryan-ward/27449/stats/batting,22.0,NL,Ryan Ward,669899,27449,27449,Ryan Ward
CIN,Reds,116,379,431,90,54,20,1,15,51,57,44,1,123,5,3,0,9,0,1,0.237467,0.322506,0.414248,0.736754,0.321347,0.102088,0.285383,0.357724,0.176781,2.37653,0.307377,,,53.8276,2.90162,-4.4,-1.08289,-1.08289,1.75963,-0.6547492146492004,3.518136501312256,100.838,473.9,4.085344827,473.9,4.085344827,294.75,0.1440678,C,/players/tyler-stephenson/17988/stats/batting,18.0,NL,Tyler Stephenson,663886,17988,17988,Tyler Stephenson
MIN,Twins,79,276,330,61,36,13,3,9,47,37,50,0,118,3,1,0,2,7,2,0.221014,0.345455,0.387681,0.733136,0.326888,0.151515,0.357576,0.423729,0.166667,6.47454,0.346667,,,42.6983,3.70623,0.9,-0.00658364,-0.00658364,1.73472,3.4809821117669344,2.112522006034851,108.967,371.7,4.705063291,371.7,4.705063291,999.0,0.0,OF,/players/emmanuel-rodriguez/sa3014693/stats/batting,8.0,AL,Emmanuel Rodriguez,691181,sa3014693,sa3014693,Emmanuel Rodriguez
WSN,Nationals,112,404,449,97,66,15,4,12,59,50,33,0,102,9,3,0,7,20,6,0.240099,0.309577,0.386139,0.695715,0.305399,0.0734967,0.227171,0.323529,0.14604,7.00519,0.290102,,,50.2617,-2.79115,8.9,0.829915,0.829915,1.73463,-1.930349349975586,3.950705051422119,94.8131,465.5,4.15625,465.5,4.15625,282.2200012207031,0.02247191,OF,/players/dylan-crews/33541/stats/batting,24.0,NL,Dylan Crews,686611,33541,33541,Dylan Crews
WSN,Nationals,141,508,544,136,93,25,2,16,67,71,29,1,86,1,6,0,11,13,5,0.267717,0.305147,0.419291,0.724438,0.311626,0.0533088,0.158088,0.337209,0.151575,4.86445,0.291262,,,63.6465,-0.631248,-2.3,-0.252991,-0.252991,1.73374,-0.8468164205551147,-0.30117571353912354,99.079,588.6,4.174468085,588.6,4.174468085,261.8500061035156,0.04819277,2B,/players/luis-garcia-jr/20391/stats/batting,24.0,NL,Luis García Jr.,671277,20391,20391,Luis García Jr.
STL,Cardinals,136,451,517,101,75,16,3,7,60,44,42,0,110,10,5,9,4,37,7,0.223947,0.301181,0.31929,0.620472,0.278527,0.0812379,0.212766,0.381818,0.0953437,7.20681,0.277286,,,46.5943,-14.4932,7.3,3.69497,3.69497,1.7328,-9.458826065063477,9.199618101119995,78.5333,450.6,3.313235294,450.6,3.313235294,391.1300048828125,0.0,OF,/players/victor-scott-ii/31349/stats/batting,28.0,NL,Victor Scott II,687363,31349,31349,Victor Scott II
MIN,Twins,99,289,328,71,52,11,0,8,29,34,26,0,57,9,4,0,9,1,0,0.245675,0.323171,0.366782,0.689953,0.306204,0.0792683,0.17378,0.45614,0.121107,1.98891,0.276316,,,36.9311,-1.82461,2.0,-0.374346,-0.374346,1.72932,-2.4162916243076324,8.025866985321045,94.718,322.6,3.258585858,322.6,3.258585858,681.02001953125,0.25806452,C,/players/victor-caratini/14968/stats/batting,8.0,AL,Victor Caratini,605170,14968,14968,Victor Caratini
MIL,Brewers,104,320,359,79,57,15,3,4,45,36,29,0,94,4,2,4,5,21,3,0.246875,0.315493,0.35,0.665493,0.295553,0.0807799,0.261838,0.308511,0.103125,7.51896,0.334821,,,37.3172,-5.10145,6.0,2.3773,2.3773,1.72627,-2.3869266510009766,7.319077014923096,88.803,351.1,3.375961538,351.1,3.375961538,999.0,0.0,OF,/players/brandon-lockridge/21496/stats/batting,23.0,NL,Brandon Lockridge,663604,21496,21496,Brandon Lockridge
KCR,Royals,135,480,561,118,77,27,2,12,70,52,61,0,104,15,4,1,12,4,3,0.245833,0.346429,0.385417,0.731845,0.325679,0.108734,0.185383,0.586538,0.139583,3.61202,0.288043,,,72.0362,5.74975,-7.0,-1.43861,-1.43861,1.7211,2.4459035396575928,-4.9387125968933105,105.875,610.5,4.522222222,610.5,4.522222222,607.719970703125,0.16770186,2B,/players/jonathan-india/21523/stats/batting,7.0,AL,Jonathan India,663697,21523,21523,Jonathan India
TOR,Blue Jays,130,481,548,123,80,21,2,20,79,71,58,1,107,6,3,0,13,12,2,0.255717,0.341241,0.432432,0.773673,0.337383,0.105839,0.195255,0.542056,0.176715,5.16684,0.288515,,,75.5744,10.824,0.0,0.636926,0.636926,1.71371,11.977219820022583,-14.094650268554688,117.558,677.3,5.21,677.3,5.21,94.37999725341797,0.60588235,OF,/players/george-springer/12856/stats/batting,14.0,AL,George Springer,543807,12856,12856,George Springer
TOR,Blue Jays,88,305,344,71,47,14,2,8,35,38,29,0,91,6,3,1,8,7,2,0.232787,0.309038,0.370492,0.67953,0.299869,0.0843023,0.264535,0.318681,0.137705,5.03866,0.301435,,,36.9634,-3.68288,1.5,0.0396281,0.0396281,1.70549,-2.9940728656947613,7.819811820983887,92.5176,332.5,3.77840909,332.5,3.77840909,999.0,0.0,C,/players/willie-maciver/24641/stats/batting,14.0,AL,Willie MacIver,680862,24641,24641,Willie MacIver
MIN,Twins,112,384,438,100,70,20,2,8,56,49,39,1,69,12,3,0,6,8,2,0.260417,0.344749,0.385417,0.730166,0.323156,0.0890411,0.157534,0.565217,0.125,5.11877,0.296774,,,55.3449,3.59186,3.1,-0.0112356,-0.0112356,1.70272,3.2903987616300583,-1.7280426025390625,106.396,483.2,4.314285714,483.2,4.314285714,999.0,0.0,OF,/players/alan-roden/31564/stats/batting,8.0,AL,Alan Roden,702176,31564,31564,Alan Roden
TEX,Rangers,124,463,494,115,76,21,2,16,55,60,27,0,126,3,1,0,9,3,1,0.24838,0.293522,0.406048,0.69957,0.303558,0.0546559,0.255061,0.214286,0.157667,3.81463,0.307453,,,54.5606,-3.8093,1.2,-0.509295,-0.509295,1.70215,-3.386348783969879,3.015108823776245,95.0586,496.6,4.004838709,496.6,4.004838709,610.5,0.03012048,3B,/players/josh-jung/26299/stats/batting,13.0,AL,Josh Jung,673962,26299,26299,Josh Jung
ATH,Athletics,135,492,541,120,68,30,3,19,67,84,31,0,162,12,5,1,8,8,4,0.243902,0.301852,0.432927,0.734779,0.316905,0.0573013,0.299445,0.191358,0.189024,5.06414,0.31962,,,65.6142,1.69092,4.7,-0.770855,-0.770855,1.6994,-0.7528877183794975,-1.2634038925170898,100.028,595.7,4.412592592,595.7,4.412592592,748.5900268554688,0.01785714,OF,/players/colby-thomas/31855/stats/batting,10.0,AL,Colby Thomas,687515,31855,31855,Colby Thomas
KCR,Royals,147,550,617,142,83,31,1,27,65,93,54,3,89,6,7,0,13,2,0,0.258182,0.327391,0.465455,0.792845,0.339158,0.0875203,0.144246,0.606742,0.207273,2.47593,0.260771,,,85.9794,13.0761,-3.8,-0.524234,-0.524234,1.69921,10.500452399253845,-15.135244131088257,115.16,778.4,5.295238095,778.4,5.295238095,77.0999984741211,0.17346939,1B,/players/vinnie-pasquantino/27676/stats/batting,7.0,AL,Vinnie Pasquantino,686469,27676,27676,Vinnie Pasquantino
SFG,Giants,124,478,528,118,85,15,7,11,64,55,46,1,136,2,1,1,4,10,4,0.246862,0.314991,0.376569,0.69156,0.303893,0.0871212,0.257576,0.338235,0.129707,6.09249,0.322289,,,58.4595,-3.92777,-0.1,-0.50949,-0.50949,1.68669,-2.915766477584839,1.8400352224707603,96.1548,521.4,4.204838709,521.4,4.204838709,999.0,0.0,OF,/players/chanteyon-davidson/sa3022706/stats/batting,30.0,NL,Bo Davidson,815589,sa3022706,sa3022706,Bo Davidson
NYY,Yankees,122,423,472,108,72,18,2,16,68,61,44,1,120,2,3,0,6,23,4,0.255319,0.326271,0.420804,0.747075,0.32487,0.0932203,0.254237,0.366667,0.165485,6.38848,0.317241,,,60.2981,4.52766,-2.1,2.18953,2.18953,1.67808,7.453730344772339,-7.302821636199951,109.463,566.3,4.641803278,566.3,4.641803278,421.5400085449219,0.17741935,OF,/players/jasson-dominguez/28080/stats/batting,9.0,AL,Jasson Domínguez,691176,28080,28080,Jasson Domínguez
DET,Tigers,127,429,468,109,65,19,3,22,58,77,31,2,112,6,2,0,7,2,2,0.254079,0.311966,0.4662,0.778166,0.332845,0.0662393,0.239316,0.276786,0.212121,3.55466,0.292929,,,62.8174,7.51964,-1.0,-1.0792,-1.0792,1.67426,6.4100834131240845,-6.1587300300598145,113.578,569.6,4.48503937,569.6,4.48503937,236.22000122070312,0.36419753,DH/OF,/players/kerry-carpenter/25961/stats/batting,6.0,AL,Kerry Carpenter,681481,25961,25961,Kerry Carpenter
SDP,Padres,98,339,383,85,60,18,1,6,43,37,37,0,67,4,2,1,8,3,2,0.250737,0.329843,0.362832,0.692675,0.308278,0.0966057,0.174935,0.552239,0.112094,3.27488,0.294776,,,43.7688,-1.48561,2.8,-0.885804,-0.885804,1.66655,-0.6570834070444107,4.207260370254517,100.504,374.4,3.820408163,374.4,3.820408163,999.0,0.125,2B/3B,/players/will-wagner/29634/stats/batting,29.0,NL,Will Wagner,695238,29634,29634,Will Wagner
