Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
TOR,Blue Jays,134,464,514,114,65,29,1,19,62,74,44,2,122,4,2,0,7,4,2,0.24569,0.315175,0.435345,0.75052,0.324001,0.0856031,0.237354,0.360656,0.189655,3.38464,0.292308,,,65.3011,4.56806,-0.1,-0.751821,-0.751821,1.66067,4.300533831119537,-5.765784837305546,108.34,588.8,4.39402985,588.8,4.39402985,193.08999633789062,0.00641026,3B/OF,/players/addison-barger/24598/stats/batting,14.0,AL,Addison Barger,680718,24598,24598,Addison Barger
HOU,Astros,116,429,484,92,51,19,5,17,57,66,45,2,196,8,2,0,4,17,6,0.214452,0.299587,0.400932,0.700519,0.304688,0.0929752,0.404959,0.229592,0.18648,7.09602,0.344037,,,53.9004,-3.28795,0.3,0.269525,0.269525,1.65373,-2.578570544719696,2.0783656239509583,95.0073,504.1,4.345689655,504.1,4.345689655,743.5999755859375,0.0,OF,/players/zach-cole/31583/stats/batting,21.0,AL,Zach Cole,805904,31583,31583,Zach Cole
LAD,Dodgers,125,438,482,103,67,21,2,13,60,59,29,0,143,8,3,4,5,12,3,0.23516,0.292887,0.381279,0.674166,0.294766,0.060166,0.296681,0.202797,0.146119,5.74883,0.315789,,,49.7947,-7.15734,3.6,0.484874,0.484874,1.64917,-5.283526718616486,5.371016979217529,89.9025,458.7,3.6696,458.7,3.6696,999.0,0.0,2B/SS,/players/tyler-fitzgerald/26208/stats/batting,22.0,NL,Tyler Fitzgerald,666149,26208,26208,Tyler Fitzgerald
COL,Rockies,122,440,491,114,79,25,3,7,62,52,42,2,114,6,3,0,13,6,1,0.259091,0.329939,0.377273,0.707212,0.310872,0.0855397,0.232179,0.368421,0.118182,5.11239,0.332298,,,57.1452,-0.87022,6.8,-0.0347266,-0.0347266,1.64793,-8.827992908656597,8.6040860414505,84.8896,506.4,4.150819672,506.4,4.150819672,999.0,0.0125,3B,/players/kyle-karros/33252/stats/batting,19.0,NL,Kyle Karros,691720,33252,33252,Kyle Karros
SEA,Mariners,136,507,558,137,110,22,1,4,69,53,34,1,43,3,4,10,6,17,6,0.270217,0.317518,0.341223,0.658741,0.291274,0.0609319,0.0770609,0.790698,0.0710059,4.83807,0.286638,,,56.0642,-9.86776,8.5,-0.0209483,-0.0209483,1.64685,-5.46444122120738,2.3492064476013184,91.723,493.8,3.630882352,493.8,3.630882352,999.0,0.0,OF,/players/rhylan-thomas/31793/stats/batting,11.0,AL,Rhylan Thomas,689041,31793,31793,Rhylan Thomas
PIT,Pirates,138,485,563,122,76,24,0,22,63,64,72,1,132,3,3,0,15,0,0,0.251546,0.349911,0.437113,0.787025,0.343762,0.127886,0.234458,0.545455,0.185567,1.00768,0.299401,,,80.5592,14.0364,0.0,-0.990251,-0.990251,1.64311,11.814621329307556,-14.480452537536621,119.19,699.6,5.069565217,699.6,5.069565217,377.510009765625,1.0,DH/OF,/players/marcell-ozuna/10324/stats/batting,27.0,NL,Marcell Ozuna,542303,10324,10324,Marcell Ozuna
NYM,Mets,89,250,274,62,41,13,1,7,25,30,19,0,62,2,2,1,8,1,1,0.248,0.304029,0.392,0.696029,0.3036,0.0693431,0.226277,0.306452,0.144,2.57763,0.300546,,,30.2717,-2.1035,3.5,-0.618821,-0.618821,1.63793,-1.6379936933517456,8.533803462982178,96.8616,268.5,3.016853932,268.5,3.016853932,999.0,0.01869159,C,/players/luis-torrens/15905/stats/batting,25.0,NL,Luis Torrens,620443,15905,15905,Luis Torrens
HOU,Astros,136,503,565,115,66,23,1,25,65,77,48,2,145,8,6,0,11,3,1,0.228628,0.302655,0.427435,0.73009,0.314634,0.0849558,0.256637,0.331034,0.198807,3.10539,0.265487,,,67.4836,0.724449,6.3,-0.601718,-0.601718,1.6379,0.6362021565437317,-4.079923629760742,101.859,619.3,4.55367647,619.3,4.55367647,212.94000244140625,0.01554404,1B,/players/christian-walker/13419/stats/batting,21.0,AL,Christian Walker,572233,13419,13419,Christian Walker
NYY,Yankees,132,472,524,124,79,27,0,18,68,68,47,3,121,3,2,0,10,5,1,0.262712,0.332061,0.434322,0.766383,0.331626,0.0896947,0.230916,0.38843,0.17161,3.34213,0.316418,,,69.8156,7.90097,-0.9,-0.241328,-0.241328,1.63613,8.47732062637806,-10.526689887046814,114.117,626.6,4.746969696,626.6,4.746969696,748.3599853515625,0.01910828,1B,/players/paul-goldschmidt/9218/stats/batting,9.0,AL,Paul Goldschmidt,502671,9218,9218,Paul Goldschmidt
CIN,Reds,148,537,610,128,67,23,1,37,80,103,54,1,188,11,8,0,10,3,1,0.238361,0.316393,0.49162,0.808014,0.34397,0.0885246,0.308197,0.287234,0.253259,3.09894,0.284375,,,87.3871,15.3109,0.0,-0.674337,-0.674337,1.60991,11.135804891586304,-15.689300537109375,116.335,797.9,5.391216216,797.9,5.391216216,97.91999816894531,0.12365591,3B,/players/eugenio-suarez/12552/stats/batting,18.0,NL,Eugenio Suárez,553993,12552,12552,Eugenio Suárez
MIL,Brewers,108,337,374,74,50,12,2,10,49,42,32,0,97,2,1,2,2,34,7,0.219585,0.290323,0.356083,0.646406,0.285641,0.0855615,0.259358,0.329897,0.136499,7.6177,0.277056,,,35.8667,-8.3243,6.5,3.37884,3.37884,1.60829,-4.594146013259888,7.874191641807556,82.0132,364.6,3.375925925,364.6,3.375925925,743.3300170898438,0.03278689,2B/SS,/players/david-hamilton/27531/stats/batting,23.0,NL,David Hamilton,666152,27531,27531,David Hamilton
ATH,Athletics,94,335,376,76,48,16,4,8,49,44,30,0,126,8,2,1,5,13,3,0.226866,0.304,0.370149,0.674149,0.297457,0.0797872,0.335106,0.238095,0.143284,7.50678,0.334975,,,39.6654,-4.76187,6.5,0.803704,0.803704,1.60692,-5.120881259441376,7.881540298461914,86.631,365.3,3.886170212,365.3,3.886170212,728.3300170898438,0.0,OF,/players/denzel-clarke/29858/stats/batting,10.0,AL,Denzel Clarke,672016,29858,29858,Denzel Clarke
TEX,Rangers,113,377,431,94,64,19,3,8,53,48,38,1,93,9,3,4,4,14,6,0.249337,0.330211,0.37931,0.709521,0.313143,0.0881671,0.215777,0.408602,0.129973,5.95194,0.308244,,,50.9566,0.0305996,-1.2,-0.383288,-0.383288,1.6046,0.4606700837612152,0.38362717628479004,101.661,447.6,3.961061946,447.6,3.961061946,999.0,0.0875,OF,/players/alejandro-osuna/27915/stats/batting,13.0,AL,Alejandro Osuna,696030,27915,27915,Alejandro Osuna
MIN,Twins,128,488,535,133,86,33,3,11,57,67,32,0,94,10,5,0,19,5,3,0.272541,0.327103,0.420082,0.747185,0.324702,0.0598131,0.175701,0.340426,0.147541,3.86636,0.314433,,,68.2732,5.05887,-0.5,-1.07357,-1.07357,1.60151,3.6308027505874634,-6.397266387939453,107.461,600.1,4.68828125,600.1,4.68828125,999.0,0.0,OF,/players/gabriel-gonzalez/sa3015723/stats/batting,8.0,AL,Gabriel Gonzalez,694224,sa3015723,sa3015723,Gabriel Gonzalez
PIT,Pirates,144,528,579,133,88,29,1,15,59,59,45,0,168,4,2,0,14,3,0,0.251894,0.314335,0.395833,0.710168,0.311069,0.0777202,0.290155,0.267857,0.143939,3.12003,0.340058,,,67.4796,-0.93368,-11.8,-0.304429,-0.304429,1.59507,-2.5045975148677826,-1.1628751754760742,96.7939,600.3,4.16875,600.3,4.16875,999.0,0.0,1B,/players/rafael-flores/31991/stats/batting,27.0,NL,Rafael Flores Jr.,804668,31991,31991,Rafael Flores Jr.
BOS,Red Sox,124,416,458,102,66,23,3,10,58,54,30,0,112,6,3,3,5,18,5,0.245192,0.303297,0.387019,0.690316,0.301623,0.0655022,0.244541,0.267857,0.141827,6.41146,0.309764,,,49.8653,-4.25093,3.6,0.879043,0.879043,1.5879,-5.531305253505707,5.282833576202393,88.1247,461.2,3.719354838,461.2,3.719354838,999.0,0.02564103,3B/OF,/players/nate-eaton/25055/stats/batting,3.0,AL,Nate Eaton,681987,25055,25055,Nate Eaton
NYM,Mets,121,421,489,85,55,15,1,14,63,61,49,1,154,16,3,0,9,14,6,0.2019,0.306748,0.342043,0.648791,0.291327,0.100204,0.314928,0.318182,0.140143,5.44205,0.277344,,,49.1524,-8.62668,-2.6,-0.442703,-0.442703,1.58725,-7.134209990501404,6.383686542510986,88.4543,440.6,3.641322314,440.6,3.641322314,999.0,0.0,C,/players/christopher-suero/sa3018614/stats/batting,25.0,NL,Chris Suero,801523,sa3018614,sa3018614,Chris Suero
WSN,Nationals,123,456,500,116,81,23,3,9,56,54,37,0,127,2,2,3,7,14,6,0.254386,0.311871,0.377193,0.689064,0.302593,0.074,0.254,0.291339,0.122807,5.32881,0.332298,,,54.8317,-4.24719,1.7,-0.449305,-0.449305,1.58637,-4.6621010303497314,3.5371546745300293,92.891,488.8,3.973983739,488.8,3.973983739,999.0,0.24657534,3B,/players/jose-tena/23691/stats/batting,24.0,NL,José Tena,677588,23691,23691,José Tena
PHI,Phillies,131,468,533,111,68,24,3,16,75,77,38,1,149,22,5,0,8,9,5,0.237179,0.320826,0.403846,0.724672,0.317438,0.0712946,0.27955,0.255034,0.166667,5.58025,0.308442,,,64.8746,1.8965,-4.0,-1.086,-1.086,1.58617,-0.18289715051651,-2.0415931940078735,101.43,573.8,4.380152671,573.8,4.380152671,999.0,0.0,3B/OF,/players/otto-kemp/31792/stats/batting,26.0,NL,Otto Kemp,805249,31792,31792,Otto Kemp
DET,Tigers,108,409,464,91,59,15,3,14,57,62,46,3,105,5,4,0,4,0,1,0.222494,0.306034,0.376528,0.682563,0.298185,0.0991379,0.226293,0.438095,0.154034,3.1585,0.261905,,,49.2232,-5.60194,-2.3,-1.1159,-1.1159,1.58089,-6.747930288314819,6.224397897720337,89.7015,443.0,4.101851851,443.0,4.101851851,999.0,0.0,C/1B,/players/josue-briceo/sa3018584/stats/batting,6.0,AL,Josue Briceño,800522,sa3018584,sa3018584,Josue Briceño
KCR,Royals,129,356,396,87,59,16,5,7,50,38,25,0,75,4,3,8,6,8,4,0.244382,0.298969,0.376404,0.675374,0.294982,0.0631313,0.189394,0.333333,0.132022,6.2868,0.288809,,,40.9798,-5.8107,8.1,-0.619017,-0.619017,1.57997,-7.746353566646576,9.555026888847351,84.7293,362.9,2.813178294,362.9,2.813178294,999.0,0.0,OF,/players/kyle-isbel/21614/stats/batting,7.0,AL,Kyle Isbel,664728,21614,21614,Kyle Isbel
ARI,Diamondbacks,126,478,519,128,85,25,2,16,55,68,30,1,83,6,5,0,14,7,2,0.267782,0.315992,0.42887,0.744863,0.321345,0.0578035,0.159923,0.361446,0.161088,4.02731,0.291667,,,64.8169,3.49306,1.2,-0.211236,-0.211236,1.5798,2.699745148420334,-4.520899534225464,104.732,588.8,4.673015873,588.8,4.673015873,689.0700073242188,0.08333333,OF,/players/lourdes-gurriel-jr/19238/stats/batting,15.0,NL,Lourdes Gurriel Jr.,666971,19238,19238,Lourdes Gurriel Jr.
STL,Cardinals,107,350,383,79,54,15,1,9,34,42,24,1,101,3,4,2,12,1,0,0.225714,0.278215,0.351429,0.629644,0.274792,0.0626632,0.263708,0.237624,0.125714,2.85696,0.286885,,,33.356,-11.8984,6.9,-0.328134,-0.328134,1.57978,-11.234246611595154,13.936302185058594,75.9743,309.1,2.888785046,309.1,2.888785046,748.2899780273438,0.0,C,/players/pedro-pages/25782/stats/batting,28.0,NL,Pedro Pagés,686780,25782,25782,Pedro Pagés
NYM,Mets,119,463,523,114,74,21,6,13,71,64,50,2,111,8,2,0,8,11,3,0.24622,0.328872,0.401728,0.7306,0.319676,0.0956023,0.212237,0.45045,0.155508,6.36224,0.296188,,,64.6078,2.81135,-8.9,0.11323,0.11323,1.57674,4.99430625140667,-6.978335857391357,107.874,579.2,4.86722689,579.2,4.86722689,999.0,0.0,OF,/players/carson-benge/35177/stats/batting,25.0,NL,Carson Benge,701807,35177,35177,Carson Benge
HOU,Astros,103,360,402,79,45,18,1,15,45,53,32,0,85,6,4,0,8,0,0,0.219444,0.291045,0.4,0.691045,0.300621,0.079602,0.211443,0.376471,0.180556,1.97098,0.242424,,,43.4411,-4.05834,-1.6,-0.547939,-0.547939,1.57407,-4.240945279598236,5.785361647605896,92.2056,395.3,3.837864077,395.3,3.837864077,999.0,0.0,C,/players/carlos-perez/10642/stats/batting,21.0,AL,Carlos Pérez,542208,10642,10642,Carlos Pérez
ATH,Athletics,147,513,568,131,79,26,2,24,64,89,46,2,131,6,3,0,15,4,2,0.255361,0.322183,0.454191,0.776374,0.334074,0.0809859,0.230634,0.351145,0.19883,3.25,0.296399,,,76.8065,9.69291,-5.0,-0.870651,-0.870651,1.57158,7.065823197364807,-11.261023044586182,111.855,691.0,4.700680272,691.0,4.700680272,82.8499984741211,0.01030928,1B/OF,/players/tyler-soderstrom/27467/stats/batting,10.0,AL,Tyler Soderstrom,691016,27467,27467,Tyler Soderstrom
TBR,Rays,127,427,481,95,58,20,2,15,58,56,44,0,108,4,4,2,3,20,4,0.222482,0.298539,0.384075,0.682614,0.299087,0.0914761,0.224532,0.407407,0.161592,6.05787,0.25974,,,51.3788,-5.45502,1.2,1.66215,1.66215,1.57006,-4.1820454597473145,2.967342734336853,89.6912,486.2,3.828346456,486.2,3.828346456,321.5,0.01219512,OF,/players/cedric-mullins/17929/stats/batting,12.0,AL,Cedric Mullins,656775,17929,17929,Cedric Mullins
WSN,Nationals,119,420,466,102,62,22,1,17,51,60,38,1,111,5,3,0,10,2,0,0.242857,0.311159,0.421429,0.732587,0.317566,0.0815451,0.238197,0.342342,0.178571,3.01897,0.288136,,,56.7681,1.70663,6.9,-0.286574,-0.286574,1.56438,1.4521126747131348,-1.661139965057373,103.148,513.3,4.313445378,513.3,4.313445378,999.0,0.10810811,1B/DH,/players/andres-chaparro/21797/stats/batting,24.0,NL,Andrés Chaparro,665953,21797,21797,Andrés Chaparro
ATL,Braves,118,387,435,94,62,21,2,9,52,49,37,1,100,4,3,4,5,8,4,0.242894,0.313225,0.377261,0.690486,0.302995,0.0850575,0.229885,0.37,0.134367,4.80078,0.302491,,,47.8455,-3.55312,3.7,-0.71144,-0.71144,1.56321,-4.487780034542084,5.2983245849609375,92.6753,423.3,3.587288135,423.3,3.587288135,999.0,0.03846154,2B,/players/brett-wisely/27735/stats/batting,16.0,NL,Brett Wisely,689172,27735,27735,Brett Wisely
TOR,Blue Jays,127,462,515,104,65,23,4,12,64,58,43,0,148,4,3,3,6,29,7,0.225108,0.294922,0.37013,0.665052,0.29211,0.0834951,0.287379,0.290541,0.145022,7.35256,0.301639,,,52.0934,-8.75778,1.7,2.19399,2.19399,1.55973,-6.078559160232544,3.5922693014144897,86.3711,499.2,3.930708661,499.2,3.930708661,999.0,0.02702703,OF,/players/jonatan-clase/26599/stats/batting,14.0,AL,Jonatan Clase,682729,26599,26599,Jonatan Clase
TEX,Rangers,94,277,322,58,31,14,0,13,36,37,37,0,76,5,3,0,4,0,0,0.209386,0.310559,0.400722,0.711281,0.312311,0.114907,0.236025,0.486842,0.191336,1.27091,0.235602,,,37.8523,-0.194452,-1.7,-0.481922,-0.481922,1.55854,-0.06871438026428223,4.215637922286987,101.089,336.6,3.580851063,336.6,3.580851063,999.0,0.01680672,C,/players/danny-jansen/16535/stats/batting,13.0,AL,Danny Jansen,643376,16535,16535,Danny Jansen
ATH,Athletics,102,353,403,83,58,15,1,9,48,49,37,0,80,8,3,2,10,5,2,0.235127,0.319202,0.359773,0.678975,0.302351,0.0918114,0.198511,0.4625,0.124646,4.03784,0.277154,,,44.1153,-3.50228,5.1,-0.499007,-0.499007,1.55599,-5.247490763664246,6.580746531486511,90.0028,384.5,3.769607843,384.5,3.769607843,999.0,0.0,3B,/players/brett-harris/29788/stats/batting,10.0,AL,Brett Harris,695391,29788,29788,Brett Harris
LAD,Dodgers,128,469,529,107,66,25,3,13,70,67,45,0,117,9,5,1,4,20,3,0.228145,0.304924,0.377399,0.682323,0.299989,0.0850662,0.221172,0.384615,0.149254,6.695,0.273256,,,56.8934,-5.61207,6.7,1.97925,1.97925,1.55246,-3.289798617362976,0.8688712120056152,91.5961,533.6,4.16875,533.6,4.16875,999.0,0.0,OF,/players/zachary-ehrhard/sa3025247/stats/batting,22.0,NL,Zach Ehrhard,701394,sa3025247,sa3025247,Zach Ehrhard
ATH,Athletics,118,391,426,91,64,15,1,11,42,48,30,0,83,2,3,0,9,2,0,0.232737,0.288732,0.360614,0.649346,0.285065,0.0704225,0.194836,0.361446,0.127877,3.12001,0.266667,,,40.6544,-9.68083,3.3,-0.233761,-0.233761,1.55126,-10.133201509714127,11.126278638839722,80.3932,371.0,3.144067796,371.0,3.144067796,999.0,0.19852941,C,/players/jonah-heim/16930/stats/batting,10.0,AL,Jonah Heim,641680,16930,16930,Jonah Heim
DET,Tigers,134,403,452,97,64,18,6,9,55,42,40,1,96,5,3,1,4,15,3,0.240695,0.314856,0.382134,0.69699,0.305403,0.0884956,0.212389,0.416667,0.141439,7.065,0.292359,,,50.5992,-2.80811,-0.3,1.05847,1.05847,1.5494,-1.7789610624313354,1.360787808895111,94.6738,466.3,3.479850746,466.3,3.479850746,510.30999755859375,0.015,3B/OF,/players/zach-mckinstry/19392/stats/batting,6.0,AL,Zach McKinstry,656716,19392,19392,Zach McKinstry
STL,Cardinals,118,418,469,98,62,21,2,13,57,59,36,0,140,10,4,1,7,24,5,0.23445,0.307692,0.38756,0.695252,0.305066,0.0767591,0.298507,0.257143,0.15311,6.41178,0.315985,,,52.374,-3.042,4.5,2.03943,2.03943,1.5492,0.2125164270401001,-0.6697530746459961,96.7134,494.9,4.194067796,494.9,4.194067796,999.0,0.0,OF,/players/joshua-bez/sa3017022/stats/batting,28.0,NL,Joshua Báez,695491,sa3017022,sa3017022,Joshua Báez
TBR,Rays,94,350,389,80,51,17,2,10,42,45,29,0,110,5,5,0,6,0,0,0.228571,0.293059,0.374286,0.667345,0.291755,0.0745501,0.282776,0.263636,0.145714,2.78806,0.297872,,,39.2362,-6.72712,2.2,-0.561142,-0.561142,1.54865,-7.603000521659851,9.346531629562378,84.6409,354.7,3.773404255,354.7,3.773404255,999.0,0.0,C,/players/dominic-keegan/sa3020194/stats/batting,12.0,AL,Dom Keegan,681371,sa3020194,sa3020194,Dom Keegan
COL,Rockies,118,452,504,116,82,21,6,7,73,44,46,1,122,4,2,0,7,23,5,0.256637,0.329365,0.376106,0.705471,0.310979,0.0912698,0.242063,0.377049,0.119469,7.47291,0.335385,,,58.7019,-0.849607,3.8,1.68759,1.68759,1.54698,-7.294833421707153,5.651851773262024,84.9627,538.2,4.561016949,538.2,4.561016949,999.0,0.0,OF,/players/drew-avans/25183/stats/batting,19.0,NL,Drew Avans,682183,25183,25183,Drew Avans
TOR,Blue Jays,110,361,422,78,46,14,2,16,55,57,48,1,102,10,0,3,7,5,2,0.216066,0.324582,0.398892,0.723474,0.319636,0.113744,0.241706,0.470588,0.182825,4.79706,0.255144,,,52.1173,2.25477,3.0,-0.499007,-0.499007,1.53784,2.1533693075180054,-1.6516757011413574,105.333,456.1,4.146363636,456.1,4.146363636,999.0,0.0,OF,/players/robert-schreck/sa3022602/stats/batting,14.0,AL,RJ Schreck,702302,sa3022602,sa3022602,RJ Schreck
ATL,Braves,107,389,437,92,69,17,0,6,45,42,36,0,91,10,1,1,13,5,2,0.236504,0.316514,0.326478,0.642992,0.29016,0.0823799,0.208238,0.395604,0.0899743,3.26451,0.293515,,,43.5115,-8.1234,7.8,-0.578227,-0.578227,1.53617,-8.925873875617981,9.405673265457153,83.8828,373.8,3.493457943,373.8,3.493457943,999.0,0.0,3B,/players/nacho-alvarez-jr/31765/stats/batting,16.0,NL,Nacho Alvarez Jr.,805373,31765,31765,Nacho Alvarez Jr.
CLE,Guardians,129,409,446,96,60,21,2,13,47,49,27,1,137,6,3,1,11,7,4,0.234719,0.289888,0.391198,0.681086,0.2955,0.0605381,0.307175,0.19708,0.156479,4.42492,0.316794,,,46.3415,-6.35679,1.2,-0.845423,-0.845423,1.53418,-6.4766393303871155,6.116225957870483,89.2874,424.2,3.288372093,424.2,3.288372093,748.3800048828125,0.0,SS,/players/gabriel-arias/22563/stats/batting,5.0,AL,Gabriel Arias,672356,22563,22563,Gabriel Arias
CIN,Reds,129,378,433,88,50,17,4,17,62,58,47,1,128,4,3,1,5,11,4,0.232804,0.321759,0.433862,0.755622,0.327318,0.108545,0.295612,0.367188,0.201058,6.44568,0.300847,,,56.1767,5.01436,2.9,-0.0982367,-0.0982367,1.53059,2.4311648532748222,-1.8729276657104492,104.929,509.4,3.948837209,509.4,3.948837209,999.0,0.01754386,OF,/players/will-benson/21853/stats/batting,18.0,NL,Will Benson,666181,21853,21853,Will Benson
TBR,Rays,122,428,480,105,70,20,4,11,57,57,41,0,113,6,4,1,12,8,4,0.245327,0.317328,0.38785,0.705178,0.30948,0.0854167,0.235417,0.362832,0.142523,5.38345,0.305195,,,55.3224,-1.39334,6.3,-0.810465,-0.810465,1.52884,-2.592174708843231,1.0089950561523438,96.8506,489.2,4.009836065,489.2,4.009836065,999.0,0.07142857,OF,/players/ryan-vilade/22165/stats/batting,12.0,AL,Ryan Vilade,668723,22165,22165,Ryan Vilade
BOS,Red Sox,138,491,560,120,83,23,3,11,65,65,55,0,145,13,1,0,10,7,3,0.244399,0.335714,0.370672,0.706386,0.315393,0.0982143,0.258929,0.37931,0.126273,4.60803,0.324405,,,67.2315,1.06318,-4.0,-0.825405,-0.825405,1.52808,-2.4025548696517944,-1.9423868656158447,97.6105,577.1,4.181884057,577.1,4.181884057,746.1400146484375,0.01449275,2B,/players/kristian-campbell/33644/stats/batting,3.0,AL,Kristian Campbell,692225,33644,33644,Kristian Campbell
WSN,Nationals,132,433,486,107,85,16,3,3,61,42,34,0,85,8,2,9,8,24,9,0.247113,0.312369,0.318707,0.631076,0.283417,0.0699589,0.174897,0.4,0.0715935,6.54992,0.299712,,,45.7298,-11.6949,8.3,0.275932,0.275932,1.52084,-11.385523617267609,10.08571445941925,79.7548,404.3,3.062878787,404.3,3.062878787,746.0700073242188,0.00680272,OF,/players/jacob-young/29931/stats/batting,24.0,NL,Jacob Young,696285,29931,29931,Jacob Young
BOS,Red Sox,108,330,384,82,62,14,3,3,60,49,23,0,87,23,1,7,2,38,6,0.248485,0.339523,0.336364,0.675886,0.30668,0.0598958,0.226562,0.264368,0.0878788,8.61716,0.327801,,,43.3851,-1.98747,-0.4,4.42992,4.42992,1.52074,0.6319324970245361,1.0109346807003021,91.6083,408.5,3.782407407,408.5,3.782407407,999.0,0.0,OF,/players/braiden-ward/sa3017332/stats/batting,3.0,AL,Braiden Ward,685274,sa3017332,sa3017332,Braiden Ward
LAA,Angels,120,424,467,108,67,24,3,14,59,56,37,2,130,2,3,1,5,20,3,0.254717,0.315451,0.424528,0.739979,0.319161,0.0792291,0.278373,0.284615,0.169811,6.62702,0.332155,,,57.4949,2.31522,0.0,2.08487,2.08487,1.51321,3.8593610525131226,-5.147707462310791,103.224,545.7,4.5475,545.7,4.5475,297.0899963378906,0.02816901,OF,/players/josh-lowe/19953/stats/batting,1.0,AL,Josh Lowe,666139,19953,19953,Josh Lowe
KCR,Royals,119,380,446,90,57,20,5,8,57,45,55,1,92,6,3,2,6,15,6,0.236842,0.34009,0.378947,0.719037,0.318807,0.123318,0.206278,0.597826,0.142105,6.44462,0.289753,,,54.781,2.08264,3.9,-0.2295,-0.2295,1.50496,0.37026332318782806,-1.016225814819336,101.141,480.4,4.036974789,480.4,4.036974789,666.1699829101562,0.02580645,OF,/players/isaac-collins/25477/stats/batting,7.0,AL,Isaac Collins,686555,25477,25477,Isaac Collins
MIA,Marlins,133,488,545,111,71,26,2,12,65,67,38,1,145,15,3,1,10,9,3,0.227459,0.301471,0.362705,0.664176,0.293256,0.0697248,0.266055,0.262069,0.135246,5.17126,0.296407,,,55.6349,-8.76106,4.4,-0.240558,-0.240558,1.50256,-9.84332774579525,6.402498722076416,85.1336,500.9,3.766165413,500.9,3.766165413,999.0,0.0,2B/SS,/players/jess-bastidas/sa916969/stats/batting,20.0,NL,Jesús Bastidas,665846,sa916969,sa916969,Jesús Bastidas
KCR,Royals,121,427,479,102,61,21,5,15,59,60,41,0,124,6,5,0,5,16,6,0.238876,0.311065,0.416862,0.727927,0.315835,0.085595,0.258873,0.330645,0.177986,6.51592,0.296928,,,57.6788,1.08124,-3.1,0.0299153,0.0299153,1.50094,-0.48144540935754776,-1.3400057554244995,99.0942,529.2,4.373553719,529.2,4.373553719,726.6699829101562,0.05128205,OF,/players/lane-thomas/16939/stats/batting,7.0,AL,Lane Thomas,657041,16939,16939,Lane Thomas
BAL,Orioles,128,454,503,116,77,20,2,17,56,65,44,1,143,3,2,0,12,2,2,0.255507,0.324056,0.420705,0.744761,0.324082,0.0874752,0.284294,0.307692,0.165198,3.01652,0.334459,,,63.9367,4.50333,-1.2,-1.23104,-1.23104,1.5003,4.090588927268982,-6.744532823562622,108.976,564.0,4.40625,564.0,4.40625,999.0,0.06060606,OF,/players/johnathan-rodriguez/22530/stats/batting,2.0,AL,Johnathan Rodríguez,671286,22530,22530,Johnathan Rodríguez
MIL,Brewers,125,454,499,104,65,20,3,16,51,67,28,0,126,12,4,1,10,6,4,0.229075,0.289157,0.39207,0.681227,0.296738,0.0561122,0.252505,0.222222,0.162996,4.3665,0.278481,,,52.35,-6.61066,3.5,-1.13125,-1.13125,1.49961,-7.273170828819275,5.333480358123779,89.6149,474.1,3.7928,474.1,3.7928,999.0,0.0,SS,/players/eddys-leonard/sa3005554/stats/batting,23.0,NL,Eddys Leonard,678760,sa3005554,sa3005554,Eddys Leonard
PHI,Phillies,99,263,284,67,43,14,2,8,35,35,10,0,63,7,2,2,9,4,1,0.254753,0.297872,0.414449,0.712321,0.308189,0.0352113,0.221831,0.15873,0.159696,5.42743,0.304124,,,32.4347,-1.1221,5.8,-0.00561778,-0.00561778,1.49708,-1.657029427587986,6.843504071235657,95.0938,295.2,2.981818181,295.2,2.981818181,999.0,0.00892857,3B/SS,/players/edmundo-sosa/17022/stats/batting,26.0,NL,Edmundo Sosa,624641,17022,17022,Edmundo Sosa
CIN,Reds,127,422,489,102,75,15,2,10,64,56,44,0,137,15,2,6,4,19,3,0.241706,0.333333,0.35782,0.691153,0.310066,0.0899796,0.280164,0.321168,0.116114,6.26246,0.33213,,,56.5926,-1.18655,-1.2,1.68682,1.68682,1.48915,-2.3060745000839233,0.5967371463775635,93.1105,502.8,3.959055118,502.8,3.959055118,999.0,0.08108108,OF,/players/blake-dunn/29487/stats/batting,18.0,NL,Blake Dunn,694362,29487,29487,Blake Dunn
