Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
TOR,Blue Jays,3,2,2,41,0,1,,40.3,173,42,21,19,5,33,10,2,1,4.24318,1.29032,7.36973,2.23325,3.3,1.11663,0.190751,0.0578035,0.13294798135757446,,0.259259,0.298387,0.688889,3.92918,164.51999435424807,4.082382071187554,173.49999618530273,4.305210904960744,0.286812,0.0451791,999.0,14.0,AL,Joe Mantiply,573009,14857,14857,Joe Mantiply
MIN,Twins,3,4,11,26,0,0,,93.7,411,101,56,52,14,66,30,0,5,4.99466,1.39808,6.33938,2.88154,2.2,1.34472,0.160584,0.0729927,0.0875912457704544,,0.268617,0.293919,0.67325,4.78935,285.57997741699216,3.047812024740409,313.49998474121094,3.3457843644795573,0.286727,-0.0896099,999.0,8.0,AL,Aaron Rozek,702065,sa3015224,sa3015224,Aaron Rozek
,,4,4,11,18,0,0,,67.0,298,67,39,36,9,55,31,0,2,4.83582,1.46269,7.38806,4.16418,1.77419,1.20896,0.184564,0.104027,0.08053690940141678,,0.25283,0.288557,0.690867,4.71723,221.89999999999998,3.311940298507462,229.0,3.417910447761194,0.286723,0.168347,999.0,-1.0,,Peter Solomon,656981,20476,20476,Peter Solomon
TBR,Rays,4,5,12,29,0,0,,76.7,336,80,45,42,13,63,26,0,4,4.92829,1.38201,7.39244,3.05085,2.42308,1.52542,0.1875,0.077381,0.1101190447807312,,0.261438,0.291304,0.694761,4.86916,235.6799774169922,3.072750805662105,250.49998474121094,3.265971247824827,0.286338,0.084326,999.0,12.0,AL,Trevor Martin,694680,31878,31878,Trevor Martin
SFG,Giants,4,3,1,58,2,13,,68.7,287,60,30,28,6,60,27,1,4,3.66812,1.26638,7.86026,3.53712,2.22222,0.786026,0.209059,0.0940767,0.11498258262872696,,0.234375,0.284211,0.725191,3.87749,367.5799774169923,5.350509370385023,354.49998474121094,5.16011645543867,0.285308,0.621469,999.0,30.0,NL,José Buttó,676130,23313,23313,José Buttó
MIN,Twins,2,2,1,52,0,13,,48.7,214,48,24,22,4,42,19,2,3,4.06571,1.37577,7.76181,3.51129,2.21053,0.73922,0.196262,0.088785,0.10747664421796799,,0.25,0.30137,0.700326,3.83329,256.38000564575196,5.264476419492304,261.50000381469727,5.369609850472486,0.284755,0.134821,999.0,8.0,AL,Luis García,472610,6984,6984,Luis García
BOS,Red Sox,4,3,1,37,0,13,,42.3,180,39,21,19,5,40,16,1,1,4.04255,1.30024,8.51064,3.40426,2.5,1.06383,0.222222,0.0888889,0.13333333283662796,,0.239264,0.288136,0.708333,3.9862,231.11999435424806,5.463829752312514,227.49999618530273,5.378250597838825,0.281163,0.221063,999.0,3.0,AL,Justin Slaten,686580,25648,25648,Justin Slaten
STL,Cardinals,3,3,1,48,8,13,,71.7,304,65,32,30,8,66,24,0,6,3.76569,1.24128,8.28452,3.01255,2.75,1.00418,0.217105,0.0789474,0.1381579041481018,,0.237226,0.285,0.732648,3.99985,397.1799774169922,5.539469934757501,388.49998474121094,5.418410059649737,0.280662,0.596096,528.7999877929688,28.0,NL,Matt Svanson,694335,29629,29629,Matt Svanson
,,3,3,5,32,0,0,,62.0,279,59,34,31,7,60,31,0,6,4.5,1.45161,8.70968,4.5,1.93548,1.01613,0.215054,0.111111,0.10394265502691269,,0.243802,0.297143,0.698254,4.45772,228.29999999999993,3.682258064516128,228.0,3.6774193548387095,0.279967,0.228003,999.0,-1.0,,Bryan Mata,667356,sa917784,sa917784,Bryan Mata
DET,Tigers,3,4,8,37,0,1,,58.0,251,56,34,31,8,48,26,1,1,4.81034,1.41379,7.44828,4.03448,1.84615,1.24138,0.191235,0.103586,0.087649405002594,,0.25,0.285714,0.677966,4.66962,204.20000000000007,3.520689655172415,205.0,3.5344827586206895,0.279418,-0.0741408,999.0,6.0,AL,Beau Brieske,689225,26079,26079,Beau Brieske
CIN,Reds,3,4,5,51,0,1,,73.7,328,68,43,40,10,75,38,0,5,4.88467,1.43826,9.15875,4.64043,1.97368,1.22117,0.228659,0.115854,0.11280488222837448,,0.238596,0.29,0.684783,4.61411,270.5799774169922,3.6713702662296486,263.49998474121094,3.575305232729669,0.276811,0.0522721,999.0,18.0,NL,Kyle Nicolas,693312,27775,27775,Kyle Nicolas
CHW,White Sox,2,4,7,34,0,1,,54.0,243,50,29,27,7,57,32,0,2,4.5,1.51852,9.5,5.33333,1.78125,1.16667,0.234568,0.131687,0.10288065671920776,,0.239234,0.296552,0.734072,4.5981,199.5,3.6944444444444446,195.0,3.611111111111111,0.276703,0.192264,999.0,4.0,AL,Prelander Berroa,672860,22932,22932,Prelander Berroa
CIN,Reds,3,3,0,55,1,12,,48.3,211,47,26,24,7,53,19,1,1,4.47205,1.36646,9.87578,3.54037,2.78947,1.30435,0.251185,0.0900474,0.1611374244093895,,0.246073,0.305344,0.711744,4.06681,248.11999435424804,5.1370600056628115,249.49999618530273,5.165631472595585,0.276445,0.0741613,999.0,18.0,NL,Pierce Johnson,572955,13435,13435,Pierce Johnson
ATL,Braves,5,8,22,24,0,0,,110.3,502,131,71,66,19,84,37,0,6,5.38531,1.52312,6.85403,3.01904,2.27027,1.55032,0.167331,0.0737052,0.0936255007982254,,0.285403,0.314607,0.685997,5.0209,280.92002258300784,2.546872301093113,343.50001525878906,3.1142339596999205,0.276192,-0.110758,999.0,16.0,NL,Carlos Carrasco,471911,6632,6632,Carlos Carrasco
CIN,Reds,4,8,19,20,0,0,,72.0,320,74,49,45,12,56,31,0,4,5.625,1.45833,7.0,3.875,1.80645,1.5,0.175,0.096875,0.078125,,0.259649,0.285714,0.634921,5.20458,199.80000000000004,2.7750000000000004,211.0,2.9305555555555554,0.275635,-0.13061,999.0,18.0,NL,Jose Acuna,691641,sa3015331,sa3015331,Jose Acuna
TOR,Blue Jays,4,5,17,17,0,1,,68.3,305,71,39,36,11,53,30,0,1,4.74378,1.47877,6.98389,3.95315,1.76667,1.44949,0.17377,0.0983607,0.07540982961654663,,0.259124,0.285714,0.724299,5.0385,202.52002258300783,2.965153931684863,215.50001525878906,3.1551977398226896,0.275343,0.279015,999.0,14.0,AL,Jake Bloss,814005,33168,33168,Jake Bloss
,,3,3,12,12,0,0,,55.0,254,65,34,31,7,34,23,0,1,5.07273,1.6,5.56364,3.76364,1.47826,1.14545,0.133858,0.0905512,0.04330708086490631,,0.282609,0.306878,0.690537,4.86241,147.89999999999998,2.6890909090909085,180.0,3.272727272727273,0.272566,0.0894983,999.0,-1.0,,Dallas Keuchel,572971,9434,9434,Dallas Keuchel
NYY,Yankees,2,2,0,44,0,1,,53.3,228,50,26,24,5,42,20,1,2,4.05253,1.31332,7.09193,3.37711,2.1,0.844278,0.184211,0.0877193,0.09649122506380081,,0.242718,0.283019,0.698413,4.01694,224.91999435424805,4.219887384123201,223.49999618530273,4.193245767063703,0.271336,0.120703,999.0,9.0,AL,Yerry De los Santos,660787,21420,21420,Yerry De los Santos
MIN,Twins,3,2,3,56,1,10,,55.7,246,53,29,27,6,53,26,4,3,4.36266,1.41831,8.56373,4.20108,2.03846,0.969479,0.215447,0.105691,0.10975609719753265,,0.24424,0.297468,0.708215,4.19438,264.58000564575195,4.75008980290343,264.50000381469727,4.748653504340433,0.271081,0.114654,999.0,8.0,AL,Anthony Banda,607455,14706,14706,Anthony Banda
WSN,Nationals,4,4,2,52,1,12,,59.3,258,55,29,27,7,60,25,1,4,4.09781,1.34907,9.10624,3.79427,2.4,1.06239,0.232558,0.0968992,0.13565891981124878,,0.240175,0.296296,0.726496,4.11321,295.7199943542481,4.986846511954639,291.49999618530273,4.9156829668747255,0.270507,0.334462,999.0,24.0,NL,PJ Poulin,676571,23394,23394,PJ Poulin
PHI,Phillies,4,5,12,35,0,1,,95.3,412,100,56,52,15,67,30,0,4,4.91081,1.36411,6.32739,2.83316,2.23333,1.41658,0.162621,0.0728155,0.08980582654476166,,0.26455,0.287162,0.678899,4.84552,296.7200225830078,3.1135363387329376,317.50001525878906,3.3315845235215105,0.26951,0.214165,999.0,26.0,NL,Bryse Wilson,669060,19990,19990,Bryse Wilson
,,5,5,14,20,0,0,,69.7,310,67,40,37,9,58,33,0,5,4.77762,1.43472,7.48924,4.26112,1.75758,1.16212,0.187097,0.106452,0.08064515888690948,,0.246324,0.282927,0.686499,4.78506,232.87997741699223,3.341176292875941,233.49998474121094,3.3500716637707075,0.268714,0.254599,999.0,,,Antonio Santos,665733,20383,20383,Antonio Santos
TEX,Rangers,4,4,3,52,0,7,,60.7,262,56,31,29,7,54,25,1,3,4.29984,1.33443,8.00659,3.70675,2.16,1.03789,0.206107,0.0954198,0.1106870248913765,,0.239316,0.283237,0.702247,4.23893,269.48000564575193,4.439538752201856,264.50000381469727,4.357495889459502,0.268473,0.125712,999.0,13.0,AL,Jalen Beeks,656222,17192,17192,Jalen Beeks
CIN,Reds,3,4,1,61,0,7,,55.7,245,53,31,29,6,52,22,2,6,4.68582,1.3465,8.40215,3.55476,2.36364,0.969479,0.212245,0.0897959,0.12244898080825806,,0.24424,0.295597,0.660661,4.17643,248.58000564575195,4.462836665006782,248.50000381469727,4.461400366443787,0.267018,0.030083,999.0,18.0,NL,Caleb Ferguson,657571,19349,19349,Caleb Ferguson
COL,Rockies,3,3,0,45,10,11,,41.3,175,38,22,20,6,45,14,2,3,4.35835,1.25908,9.8063,3.05085,3.21429,1.30751,0.257143,0.08,0.17714287340641022,,0.240506,0.299065,0.688073,4.07945,266.019994354248,6.441162209890188,261.49999618530273,6.331719152930293,0.266823,-0.0475902,688.9600219726562,19.0,NL,Jordan Romano,605447,16122,16122,Jordan Romano
BAL,Orioles,6,6,2,35,0,1,,57.3,248,57,29,27,7,47,19,0,4,4.24084,1.32635,7.3822,2.98429,2.47368,1.09948,0.189516,0.0766129,0.11290322244167328,,0.253333,0.292398,0.70997,4.28697,218.71999435424806,3.8171029191355403,224.49999618530273,3.917975552783261,0.266819,0.196871,999.0,2.0,AL,Nick Raquet,675919,20333,20333,Nick Raquet
ATL,Braves,4,5,12,30,0,0,,78.7,348,80,44,41,11,65,29,0,7,4.68869,1.38501,7.43329,3.31639,2.24138,1.25794,0.186782,0.0833333,0.1034482792019844,,0.25641,0.292373,0.694444,4.67262,261.0799774169922,3.317407719706698,272.49998474121094,3.4625158234812026,0.266676,0.383277,999.0,16.0,NL,Blane Abeyta,686588,sa3014975,sa3014975,Blane Abeyta
MIA,Marlins,1,2,1,36,0,0,,43.7,184,41,23,21,5,37,17,1,1,4.32494,1.32723,7.62014,3.50114,2.17647,1.02975,0.201087,0.0923913,0.10869564861059189,,0.246988,0.290323,0.686275,4.16488,175.28000564575197,4.010984040860732,173.50000381469727,3.9702517342250703,0.265101,0.0942006,999.0,20.0,NL,Jesus Tinoco,622786,16300,16300,Jesus Tinoco
PIT,Pirates,2,3,6,30,0,0,,68.7,300,69,37,34,9,54,29,2,3,4.45415,1.42649,7.07424,3.79913,1.86207,1.17904,0.18,0.0966667,0.0833333432674408,,0.257463,0.292683,0.714286,4.66352,230.27997741699224,3.351964885682347,238.49998474121094,3.471615652630875,0.263329,0.37977,999.0,27.0,NL,Carson Fulmer,608334,18311,18311,Carson Fulmer
WSN,Nationals,4,7,24,24,0,0,,103.7,472,102,66,61,14,90,62,0,5,5.29412,1.58149,7.81099,5.38091,1.45161,1.21504,0.190678,0.131356,0.059322044253349304,,0.251852,0.292359,0.67867,5.09271,308.9799774169922,2.979556282641045,315.49998474121094,3.0424300291800437,0.262901,-0.0496734,999.0,24.0,NL,Alex Clemmey,806046,sa3023421,sa3023421,Alex Clemmey
KCR,Royals,3,3,1,43,0,7,,39.7,174,32,18,17,3,45,23,0,3,3.8539,1.38539,10.2015,5.21411,1.95652,0.680101,0.258621,0.132184,0.1264367699623108,,0.216216,0.29,0.728346,3.81524,213.68000564575198,5.382367796960485,199.50000381469727,5.025188916392503,0.261072,0.351149,999.0,7.0,AL,Alex Lange,656638,19883,19883,Alex Lange
BAL,Orioles,4,4,0,43,0,4,,53.7,239,51,27,25,6,54,25,1,3,4.18994,1.41527,9.05028,4.18994,2.16,1.00559,0.225941,0.104603,0.12133891135454178,,0.241706,0.298013,0.724852,4.14072,230.98000564575196,4.301303582199586,230.50000381469727,4.292365000742694,0.260781,0.0286269,999.0,2.0,AL,Grant Wolfram,664991,21623,21623,Grant Wolfram
KCR,Royals,4,7,19,20,0,0,,96.3,431,101,61,56,14,67,39,0,7,5.23364,1.45379,6.26168,3.64486,1.71795,1.30841,0.155452,0.0904872,0.06496518850326538,,0.262338,0.286184,0.656146,5.0666,273.8200225830079,2.8434061672442463,295.50001525878906,3.068535886753486,0.258943,0.0128437,999.0,7.0,AL,Henry Williams,689275,sa3020901,sa3020901,Henry Williams
MIL,Brewers,2,1,3,41,0,4,,39.7,168,37,19,18,5,35,13,1,2,4.0806,1.25945,7.93451,2.9471,2.69231,1.1335,0.208333,0.077381,0.1309523731470108,,0.24183,0.283186,0.72093,4.14269,177.08000564575195,4.460453456994863,174.50000381469727,4.3954660065799205,0.258593,0.297961,999.0,23.0,NL,Rob Zastryzny,642239,15094,15094,Rob Zastryzny
,,2,3,3,24,0,0,,43.0,186,43,22,20,5,35,13,0,3,4.18605,1.30233,7.32558,2.72093,2.69231,1.04651,0.188172,0.0698925,0.11827956885099411,,0.252941,0.292308,0.693878,4.13514,166.89999999999998,3.881395348837209,172.0,4.0,0.258159,0.262159,999.0,-1.0,,Jackson Stephens,623451,14420,14420,Jackson Stephens
ARI,Diamondbacks,5,4,15,30,0,1,,83.7,371,79,42,39,11,80,42,0,4,4.19355,1.44564,8.60215,4.51613,1.90476,1.1828,0.215633,0.113208,0.10242587327957153,,0.243077,0.290598,0.748106,4.58078,304.6799774169922,3.640143232088742,301.49998474121094,3.6021504866678833,0.258157,0.964258,999.0,15.0,NL,Yilber Díaz,700270,29271,29271,Yilber Díaz
MIN,Twins,5,7,21,24,0,0,,103.3,466,115,65,60,15,66,35,0,11,5.22749,1.45208,5.75024,3.04937,1.88571,1.30687,0.141631,0.0751073,0.06652360409498215,,0.27381,0.294985,0.658915,5.08092,274.92002258300784,2.6613747769713125,315.50001525878906,3.0542110933018054,0.257861,-0.103915,999.0,8.0,AL,Sam Armstrong,814098,sa3023046,sa3023046,Sam Armstrong
,,2,5,12,18,0,0,,66.3,292,79,44,41,12,34,16,0,3,5.56561,1.43288,4.61538,2.17195,2.125,1.62896,0.116438,0.0547945,0.06164383888244629,,0.289377,0.295154,0.652174,5.32217,148.62002258300774,2.2416291967133986,186.50001525878906,2.8129714430510027,0.257278,-0.0719508,999.0,,,Randy Wynne,691094,25804,25804,Randy Wynne
PHI,Phillies,3,4,10,14,0,0,,59.0,265,61,37,34,9,49,25,0,4,5.18644,1.45763,7.47458,3.81356,1.96,1.37288,0.184906,0.0943396,0.09056603908538818,,0.258475,0.292135,0.667575,4.93175,178.30000000000004,3.0220338983050854,189.0,3.2033898305084745,0.254922,0.0355411,999.0,26.0,NL,Luke Russo,689726,sa3023502,sa3023502,Luke Russo
,,5,6,19,27,0,0,,103.0,452,105,59,55,15,79,40,1,8,4.80583,1.40777,6.90291,3.49515,1.975,1.31068,0.174779,0.0884956,0.08628318458795547,,0.259901,0.290323,0.693548,4.89242,318.70000000000005,3.0941747572815537,334.0,3.2427184466019416,0.25363,0.368614,999.0,-1.0,,Curtis Taylor,668954,sa917970,sa917970,Curtis Taylor
PIT,Pirates,4,4,1,51,5,11,,59.7,256,53,28,26,7,58,28,1,3,3.9196,1.35678,8.74372,4.22111,2.07143,1.05528,0.226562,0.109375,0.1171875,,0.235556,0.2875,0.744382,4.27416,309.88000564575196,5.190619793729034,299.50000381469727,5.0167504185464065,0.253568,0.467592,999.0,27.0,NL,Isaac Mattson,676755,20385,20385,Isaac Mattson
CHW,White Sox,3,6,15,15,0,0,,72.7,327,79,44,41,11,50,33,0,2,5.07565,1.54058,6.18982,4.08528,1.51515,1.36176,0.152905,0.100917,0.05198776721954346,,0.270548,0.294372,0.703934,5.1709,192.27997741699224,2.6448416160716413,215.49998474121094,2.9642365032646882,0.253213,0.0952674,999.0,4.0,AL,Ky Bush,681066,29823,29823,Ky Bush
COL,Rockies,3,5,9,21,0,0,,58.7,270,62,36,33,8,49,26,0,8,5.05963,1.49915,7.51278,3.98637,1.88462,1.22658,0.181481,0.0962963,0.08518518507480621,,0.262712,0.301676,0.677083,4.975,170.78000564575194,2.9093697346861838,185.50000381469727,3.160136310114218,0.252426,0.399148,999.0,19.0,NL,Eiberson Castellano,682769,sa3015414,sa3015414,Eiberson Castellano
BOS,Red Sox,5,4,0,63,1,17,,60.0,255,56,29,27,7,55,22,2,3,4.05,1.3,8.25,3.3,2.5,1.05,0.215686,0.0862745,0.12941176444292068,,0.243478,0.291667,0.718475,4.06847,320.29999999999995,5.338333333333333,317.0,5.283333333333333,0.251723,0.318701,999.0,3.0,AL,Greg Weissert,669711,20375,20375,Greg Weissert
STL,Cardinals,4,4,0,53,0,1,,58.7,253,53,29,27,7,63,26,2,1,4.13969,1.34583,9.65928,3.98637,2.42308,1.07325,0.249012,0.102767,0.1462450623512268,,0.234513,0.294872,0.722543,3.91878,259.4800056457519,4.420442968879413,251.50000381469727,4.284497453933307,0.251268,0.138707,999.0,28.0,NL,Ryan Fernandez,681676,24862,24862,Ryan Fernandez
PIT,Pirates,3,4,0,46,1,11,,49.7,219,43,24,22,4,52,25,2,6,3.9839,1.36821,9.4165,4.52716,2.08,0.724346,0.237443,0.114155,0.12328767776489258,,0.228723,0.295455,0.705128,3.96009,266.780005645752,5.3678068722422605,256.50000381469727,5.160965792297643,0.249443,0.274712,999.0,27.0,NL,Justin Lawrence,664875,17639,17639,Justin Lawrence
STL,Cardinals,4,5,6,33,0,0,,63.7,283,62,35,32,7,53,28,0,4,4.52119,1.41287,7.48823,3.95604,1.89286,0.989011,0.187279,0.0989399,0.08833921700716019,,0.247012,0.287958,0.685786,4.40672,234.0800056457519,3.674725319343155,237.50000381469727,3.728414457930028,0.248518,0.121868,999.0,28.0,NL,Austin Love,676153,sa3017609,sa3017609,Austin Love
,,5,6,12,30,0,0,,83.7,369,81,50,46,13,72,36,0,6,4.94624,1.39785,7.74194,3.87097,2.0,1.39785,0.195122,0.097561,0.09756097197532654,,0.247706,0.280992,0.678138,4.9392,266.87997741699223,3.188530312396828,267.49998474121094,3.195937807579918,0.24796,-0.102843,999.0,-1.0,,Bailey Dees,676442,sa3017946,sa3017946,Bailey Dees
WSN,Nationals,2,2,1,44,0,1,,46.7,202,44,23,21,5,45,15,1,5,4.04711,1.26338,8.67238,2.89079,3.0,0.963597,0.222772,0.0742574,0.14851484447717667,,0.241758,0.295455,0.692308,3.8846,203.68000564575195,4.361456152424518,202.50000381469727,4.336188447675546,0.247716,0.137745,999.0,24.0,NL,Richard Lovelady,663992,19337,19337,Richard Lovelady
STL,Cardinals,4,4,0,55,5,12,,48.3,210,43,24,22,5,49,24,1,1,4.09938,1.38716,9.13043,4.47205,2.04167,0.931677,0.233333,0.114286,0.1190476194024086,,0.232432,0.290076,0.716667,4.0047,280.11999435424804,5.799585896045154,272.49999618530273,5.641821956307894,0.247217,0.0997944,745.9000244140625,28.0,NL,Ryne Stanek,592773,15947,15947,Ryne Stanek
TEX,Rangers,2,3,0,38,0,10,,35.7,154,33,18,17,4,36,15,0,0,4.28571,1.34454,9.07563,3.78151,2.4,1.0084,0.233766,0.0974026,0.13636363297700882,,0.23741,0.292929,0.707547,3.83542,196.18000564575198,5.495238135944482,193.50000381469727,5.420168058247541,0.246849,0.0144946,999.0,13.0,AL,Josh Sborz,622250,18323,18323,Josh Sborz
CLE,Guardians,3,3,6,41,0,4,,63.7,278,57,32,30,9,67,28,0,5,4.23862,1.33438,9.46625,3.95604,2.39286,1.27159,0.241007,0.100719,0.14028777182102203,,0.232653,0.284024,0.732044,4.42242,263.48000564575193,4.136263775353738,252.50000381469727,3.9638932620170597,0.245427,0.339673,999.0,5.0,AL,Peyton Pallette,688883,31865,31865,Peyton Pallette
HOU,Astros,5,7,15,20,0,0,,79.7,351,81,46,43,13,64,32,0,3,4.85571,1.41782,7.2271,3.61355,2.0,1.46801,0.182336,0.0911681,0.09116809070110321,,0.256329,0.284519,0.706751,4.96701,242.27997741699224,3.039899456637756,252.49998474121094,3.16813041919169,0.245385,0.228472,999.0,21.0,AL,Jackson Nezuh,694545,sa3023411,sa3023411,Jackson Nezuh
TBR,Rays,5,5,3,46,0,4,,58.0,251,54,29,27,7,56,23,1,3,4.18966,1.32759,8.68966,3.56897,2.43478,1.08621,0.223108,0.0916335,0.131474107503891,,0.24,0.290123,0.714286,4.1179,252.70000000000002,4.356896551724138,249.0,4.293103448275862,0.244434,0.0338179,999.0,12.0,AL,Casey Legumina,668984,25921,25921,Casey Legumina
,,4,7,17,18,0,0,,86.0,386,90,56,52,14,71,38,1,4,5.44186,1.48837,7.43023,3.97674,1.86842,1.46512,0.183938,0.0984456,0.08549222350120544,,0.261628,0.293436,0.664207,5.06537,246.2,2.8627906976744186,264.0,3.0697674418604652,0.243963,-0.337487,999.0,-1.0,,Frankie Montas,593423,14309,14309,Frankie Montas
COL,Rockies,2,2,0,49,2,15,,65.3,281,65,36,33,10,61,21,2,5,4.54824,1.317,8.40735,2.89433,2.90476,1.37825,0.217082,0.0747331,0.1423487514257431,,0.254902,0.298913,0.694444,4.45213,305.2200225830079,4.6741195760907654,310.50001525878906,4.754977040547485,0.242822,0.289121,999.0,19.0,NL,Jimmy Herget,623474,17556,17556,Jimmy Herget
LAD,Dodgers,3,4,11,34,0,0,,73.7,327,75,44,41,11,60,30,0,5,5.00678,1.42469,7.327,3.6635,2.0,1.34328,0.183486,0.0917431,0.0917431190609932,,0.256849,0.289593,0.680804,4.87191,230.07997741699222,3.1218451417110926,240.49998474121094,3.263229236089501,0.242317,-0.00832786,999.0,22.0,NL,Nick Frasso,693308,sa3014492,sa3014492,Nick Frasso
ATH,Athletics,4,6,20,26,0,0,,97.7,440,100,61,56,15,79,46,0,7,5.15865,1.49437,7.27738,4.23746,1.71739,1.38178,0.179545,0.104545,0.07499999552965164,,0.258398,0.290102,0.68,5.14128,277.47997741699226,2.840122682542056,292.49998474121094,2.993858688615584,0.241956,0.0291117,999.0,10.0,AL,Yunior Tur,814305,sa3021045,sa3021045,Yunior Tur
BAL,Orioles,3,4,2,38,0,1,,53.0,231,49,29,27,7,53,26,0,1,4.58491,1.41509,9.0,4.41509,2.03846,1.18868,0.229437,0.112554,0.11688312143087387,,0.240196,0.291667,0.705521,4.38042,207.70000000000002,3.918867924528302,203.0,3.830188679245283,0.238508,-0.10101,999.0,2.0,AL,Jose Espada,664744,21131,21131,Jose Espada
LAD,Dodgers,5,6,4,36,0,0,,60.7,267,55,35,32,9,66,30,0,3,4.74465,1.40033,9.78583,4.44811,2.2,1.33443,0.247191,0.11236,0.13483145833015442,,0.235043,0.289308,0.690608,4.51899,228.480005645752,3.764085712915692,219.50000381469727,3.616144992682003,0.238247,-0.0793878,999.0,22.0,NL,José Rodríguez,692064,sa3015437,sa3015437,José Rodríguez
CHW,White Sox,3,6,10,29,0,0,,81.0,355,92,49,45,12,46,23,0,2,5.0,1.41975,5.11111,2.55556,2.0,1.33333,0.129577,0.0647887,0.06478872895240784,,0.278788,0.294118,0.672098,4.85119,229.59999999999997,2.8345679012345677,266.0,3.2839506172839505,0.237179,-0.129425,999.0,4.0,AL,Jake Palisch,669449,31598,31598,Jake Palisch
STL,Cardinals,3,4,7,32,0,1,,66.7,289,68,35,32,8,48,24,1,2,4.31784,1.37931,6.47676,3.23838,2.0,1.07946,0.16609,0.083045,0.08304498344659805,,0.258555,0.289855,0.705446,4.42449,240.3799774169923,3.603897877289592,251.49998474121094,3.7706146364050017,0.235941,0.334866,999.0,28.0,NL,Scott Blewett,656240,16427,16427,Scott Blewett
BAL,Orioles,4,6,16,23,0,1,,89.3,400,100,54,50,15,72,33,1,2,5.03919,1.48936,7.25644,3.32587,2.18182,1.51176,0.18,0.0825,0.09750000387430191,,0.273973,0.305755,0.705357,4.88206,259.3200225830078,2.9039195265503777,294.50001525878906,3.2978723985944143,0.235839,-0.047455,999.0,2.0,AL,Albert Suárez,544150,6175,6175,Albert Suárez
TEX,Rangers,4,4,6,37,4,12,,74.7,327,68,42,39,8,62,38,1,4,4.6988,1.41901,7.46988,4.57831,1.63158,0.963855,0.189602,0.116208,0.07339449971914291,,0.238596,0.27907,0.675106,4.55415,343.5799774169922,4.599464410353998,335.49998474121094,4.49129850666086,0.235144,-0.0499293,999.0,13.0,AL,Cole Winn,668390,22113,22113,Cole Winn
DET,Tigers,4,6,12,32,0,0,,79.7,356,84,48,44,11,58,34,0,2,4.96863,1.48055,6.54956,3.8394,1.70588,1.24216,0.162921,0.0955056,0.0674157366156578,,0.2625,0.290837,0.682261,4.82899,244.0799774169922,3.0624841500997757,263.49998474121094,3.3061479903484807,0.23493,-0.0884954,999.0,6.0,AL,Troy Watson,681890,sa3007249,sa3007249,Troy Watson
CLE,Guardians,3,2,0,41,0,1,,46.0,201,43,21,19,6,48,18,1,3,3.71739,1.32609,9.3913,3.52174,2.66667,1.17391,0.238806,0.0895522,0.1492537260055542,,0.238889,0.293651,0.760456,4.1134,191.8,4.1695652173913045,189.0,4.108695652173913,0.233312,0.253708,999.0,5.0,AL,Codi Heuer,676051,23293,23293,Codi Heuer
ARI,Diamondbacks,2,1,1,36,5,13,,39.3,167,38,16,15,4,33,11,1,2,3.43511,1.24682,7.55725,2.51908,3.0,0.916031,0.197605,0.0658683,0.13173652440309525,,0.246753,0.290598,0.760369,3.77127,246.81999435424808,6.280407102947034,248.49999618530273,6.323155241971688,0.229626,0.552357,999.0,15.0,NL,Jonathan Loáisiga,642528,19753,19753,Jonathan Loáisiga
CHC,Cubs,3,2,0,59,0,13,,56.0,237,54,27,25,6,47,16,2,3,4.01786,1.25,7.55357,2.57143,2.9375,0.964286,0.198312,0.0675105,0.13080169260501862,,0.247706,0.290909,0.698052,3.86728,289.20000000000005,5.1642857142857155,291.0,5.196428571428571,0.229473,0.21186,999.0,17.0,NL,Hoby Milner,571948,13346,13346,Hoby Milner
,,3,6,12,28,0,0,,75.0,342,78,46,43,9,59,36,1,7,5.16,1.52,7.08,4.32,1.63889,1.08,0.172515,0.105263,0.06725145876407623,,0.26087,0.298701,0.670611,4.8418,230.5,3.0733333333333333,247.0,3.2933333333333334,0.227876,-0.0406279,999.0,,,Joan Adon,672851,22925,22925,Joan Adon
TEX,Rangers,2,3,8,13,0,0,,49.7,224,47,30,28,7,48,26,0,4,5.07042,1.46881,8.69215,4.70825,1.84615,1.26761,0.214286,0.116071,0.098214291036129,,0.242268,0.28777,0.68038,4.8454,165.480005645752,3.3295775272733588,163.50000381469727,3.2897384568375454,0.227195,-0.035541,999.0,13.0,AL,Kyle Funkhouser,608335,19456,19456,Kyle Funkhouser
,,3,5,15,22,0,0,,81.0,368,87,51,47,11,57,36,0,6,5.22222,1.51852,6.33333,4.0,1.58333,1.22222,0.154891,0.0978261,0.0570652112364769,,0.266871,0.294574,0.669145,5.04872,225.89999999999998,2.7888888888888888,250.0,3.0864197530864197,0.225381,-0.161638,999.0,-1.0,,Owen White,669391,22273,22273,Owen White
