Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid,Name
,,2,4,0,29,0,0,,40.3,183,38,24,22,6,38,23,0,4,4.91315,1.51365,8.48635,5.13648,1.65217,1.33995,0.20765,0.125683,0.08196721971035004,,0.24359,0.285714,0.703422,5.19469,120.61999435424805,2.9930520257510054,118.49999618530273,2.9404466111336345,-0.41779,-0.325285,999.0,-1.0,,Andrew Marrero,687817,sa3016941,sa3016941,Andrew Marrero
BOS,Red Sox,4,6,4,35,0,0,,67.3,315,63,43,40,8,60,41,0,14,5.34918,1.54532,8.02377,5.48291,1.46341,1.06984,0.190476,0.130159,0.06031745672225952,,0.242308,0.286458,0.657328,5.3491,190.82002258300787,2.8353642485908304,187.50001525878906,2.7860327898438593,-0.418032,-0.40306,999.0,3.0,AL,Wyatt Olds,681544,sa3017539,sa3017539,Wyatt Olds
,,1,3,0,29,0,0,,34.3,157,30,22,20,5,35,21,1,7,5.24781,1.48688,9.18367,5.5102,1.66667,1.31195,0.22293,0.133758,0.08917197585105896,,0.232558,0.280899,0.659091,5.43834,100.31999435424802,2.924781241564986,92.49999618530273,2.6967929516849116,-0.41985,-0.466401,999.0,-1.0,,Tyler Thornton,696263,sa3018229,sa3018229,Tyler Thornton
COL,Rockies,2,4,0,41,0,0,,55.7,254,61,36,33,9,42,26,0,4,5.33214,1.56194,6.78636,4.20108,1.61538,1.45422,0.165354,0.102362,0.06299211829900742,,0.272321,0.300578,0.685484,5.34339,136.880005645752,2.4574506960658153,155.50000381469727,2.7917415024195247,-0.421087,-0.224453,999.0,19.0,NL,Davison Palermo,801754,sa3020480,sa3020480,Davison Palermo
,,2,3,0,35,0,0,,42.3,191,43,26,24,6,31,19,1,6,5.10638,1.46572,6.59574,4.04255,1.63158,1.2766,0.162304,0.0994764,0.0628272294998169,,0.259036,0.286822,0.671642,5.28644,114.41999435424806,2.704964454325583,120.49999618530273,2.848699724791682,-0.422875,-0.387002,999.0,-1.0,,Ryan Middendorf,805437,sa3019506,sa3019506,Ryan Middendorf
,,2,3,1,30,0,0,,44.3,203,44,27,25,5,32,23,0,8,5.07901,1.51242,6.50113,4.67269,1.3913,1.0158,0.157635,0.1133,0.04433497041463852,,0.255814,0.288889,0.666667,5.25703,122.91999435424808,2.774717753299994,127.49999618530273,2.8781038009282547,-0.424759,-0.354772,999.0,,,Michael Gomez,676546,sa3008454,sa3008454,Michael Gomez
SEA,Mariners,2,3,0,32,0,0,,41.0,184,41,25,23,6,33,20,1,3,5.04878,1.4878,7.2439,4.39024,1.65,1.31707,0.179348,0.108696,0.07065217941999435,,0.254658,0.286885,0.684411,5.11075,120.00000000000003,2.9268292682926838,124.0,3.024390243902439,-0.429625,-0.569742,999.0,11.0,AL,Jose Geraldo,702751,sa3016295,sa3016295,Jose Geraldo
KCR,Royals,0,1,3,27,0,0,,35.3,172,31,24,22,4,35,28,0,10,5.60907,1.67139,8.92351,7.13881,1.25,1.01983,0.203488,0.162791,0.04069766402244568,,0.231343,0.284211,0.655431,5.85468,87.41999435424808,2.476487145712686,80.49999618530273,2.2804531990127606,-0.435918,-0.382158,999.0,7.0,AL,Helcris Olivárez,672487,sa3002965,sa3002965,Helcris Olivárez
CLE,Guardians,3,4,3,34,0,0,,61.0,270,61,37,34,10,46,26,0,5,5.01639,1.42623,6.78689,3.83607,1.76923,1.47541,0.17037,0.0962963,0.07407407462596893,,0.25523,0.278689,0.684932,5.28268,168.8000000000001,2.7672131147541,174.0,2.8524590163934427,-0.436413,-0.409722,999.0,5.0,AL,Zach Jacobs,806303,sa3020600,sa3020600,Zach Jacobs
CIN,Reds,2,4,9,23,0,0,,52.7,251,54,40,37,9,42,35,0,7,6.31879,1.6888,7.17268,5.97723,1.2,1.537,0.167331,0.139442,0.027888447046279907,,0.258373,0.28481,0.641361,6.15221,96.880005645752,1.8383302512944462,104.50000381469727,1.9829222448168435,-0.438008,-0.601892,999.0,18.0,NL,Hunter Parks,688609,sa3017640,sa3017640,Hunter Parks
,,3,7,18,22,0,0,,84.7,394,93,65,60,15,54,48,0,6,6.37544,1.6647,5.7379,5.10035,1.125,1.59386,0.137056,0.121827,0.015228435397148132,,0.273529,0.287823,0.633333,6.07492,146.4799774169922,1.729397670539493,174.49998474121094,2.060212408836839,-0.44068,-0.819952,999.0,-1.0,,Ryan Cardona,701318,sa3017470,sa3017470,Ryan Cardona
,,1,2,0,24,0,0,,30.0,139,30,19,18,4,21,17,0,5,5.4,1.56667,6.3,5.1,1.23529,1.2,0.151079,0.122302,0.028776973485946655,,0.25641,0.282609,0.676328,5.66847,70.80000000000001,2.3600000000000003,74.0,2.466666666666667,-0.443738,-0.382983,999.0,-1.0,,Shawn Rapp,688943,sa3020743,sa3020743,Shawn Rapp
MIA,Marlins,4,5,1,43,0,0,,56.7,258,53,35,32,8,54,32,0,8,5.07936,1.49912,8.57143,5.07936,1.6875,1.26984,0.209302,0.124031,0.08527131378650665,,0.243119,0.288462,0.677507,5.18099,171.38000564575196,3.0225750148097044,167.50000381469727,2.954144648339749,-0.443989,-0.399738,999.0,20.0,NL,William Kempner,687531,31615,31615,William Kempner
COL,Rockies,1,2,0,43,0,0,,46.3,218,51,30,28,7,35,27,0,3,5.44276,1.68467,6.80346,5.24838,1.2963,1.36069,0.16055,0.123853,0.03669724613428116,,0.271277,0.30137,0.703812,5.53254,103.91999435424805,2.2444923556514,120.49999618530273,2.6025917531516773,-0.444157,-0.193615,999.0,19.0,NL,Bryce McGowan,700245,sa3017786,sa3017786,Bryce McGowan
KCR,Royals,2,4,1,45,0,0,,59.3,265,61,37,34,10,50,27,1,3,5.1602,1.48398,7.58853,4.09781,1.85185,1.51771,0.188679,0.101887,0.08679245412349701,,0.259574,0.291429,0.689189,5.15875,167.21999435424814,2.8198987606350787,176.49999618530273,2.9763912049934067,-0.444189,-0.485942,999.0,7.0,AL,Brandon Johnson,699489,sa3020610,sa3020610,Brandon Johnson
,,2,3,0,32,0,0,,33.3,160,31,24,22,4,30,27,0,5,5.94595,1.74174,8.10811,7.2973,1.11111,1.08108,0.1875,0.16875,0.01874999701976776,,0.242188,0.287234,0.648855,5.77778,80.61999435424806,2.42102090694716,78.49999618530273,2.35735729681152,-0.444213,-0.686665,999.0,,,Gil Luna,669431,sa3017301,sa3017301,Gil Luna
,,2,4,0,27,0,0,,45.7,207,50,32,30,8,33,22,0,2,5.9081,1.57549,6.49891,4.3326,1.5,1.57549,0.15942,0.10628,0.053140103816986084,,0.273224,0.295775,0.657895,5.54214,103.78000564575197,2.2708972409889467,118.50000381469727,2.5929978519999324,-0.445408,-0.631667,999.0,-1.0,,Brooks Crawford,663883,sa3011554,sa3011554,Brooks Crawford
,,3,4,5,32,0,0,,56.7,265,63,39,36,9,40,28,0,7,5.71429,1.60494,6.34921,4.44444,1.42857,1.42857,0.150943,0.10566,0.04528301954269409,,0.273913,0.298343,0.663265,5.63955,120.08000564575195,2.117813122222024,141.50000381469727,2.4955908626227963,-0.448952,-0.56223,999.0,,,Adonis Medina,658431,19903,19903,Adonis Medina
SFG,Giants,4,5,0,36,0,0,,52.3,240,56,30,28,7,40,25,0,3,4.81836,1.54876,6.88337,4.3021,1.6,1.20459,0.166667,0.104167,0.0625000074505806,,0.264151,0.29697,0.716292,4.95158,151.31999435424805,2.8933077736456347,166.49999618530273,3.1835563788558985,-0.45015,-0.312885,999.0,30.0,NL,Tyler Vogel,804922,sa3020406,sa3020406,Tyler Vogel
STL,Cardinals,2,3,1,30,0,0,,57.0,259,61,35,32,8,39,25,1,4,5.05263,1.50877,6.15789,3.94737,1.56,1.26316,0.150579,0.0965251,0.05405405908823013,,0.265217,0.289617,0.681818,5.11759,155.79999999999998,2.733333333333333,172.0,3.017543859649123,-0.453979,-0.480123,999.0,28.0,NL,Hunter Hayes,702119,sa3020450,sa3020450,Hunter Hayes
CLE,Guardians,5,8,19,25,0,0,,97.0,447,105,61,56,15,62,52,0,6,5.19588,1.61856,5.75258,4.82474,1.19231,1.39175,0.138702,0.116331,0.02237137407064438,,0.269923,0.288462,0.705882,5.66091,210.30000000000007,2.168041237113403,240.0,2.4742268041237114,-0.456576,-0.243122,999.0,5.0,AL,Tommy Mace,676390,sa3018140,sa3018140,Tommy Mace
MIN,Twins,2,4,0,33,0,0,,40.7,189,41,26,24,6,36,24,0,5,5.30713,1.59705,7.96069,5.30713,1.5,1.32678,0.190476,0.126984,0.0634920597076416,,0.25625,0.29661,0.689046,5.42015,105.78000564575197,2.599017289013738,110.50000381469727,2.7149877578212775,-0.457132,-0.491572,999.0,8.0,AL,Kyle Bischoff,680253,sa3022176,sa3022176,Kyle Bischoff
,,2,4,1,32,0,0,,46.7,213,49,29,27,7,34,22,1,4,5.20343,1.52034,6.55246,4.23983,1.54545,1.34904,0.159624,0.103286,0.056338027119636536,,0.262032,0.287671,0.686275,5.29788,122.08000564575195,2.614132840499505,132.50000381469727,2.8372591359751675,-0.461881,-0.330482,999.0,-1.0,,Luarbert Arias,678215,23811,23811,Luarbert Arias
,,1,3,1,23,0,0,,29.0,138,28,19,18,5,28,22,1,3,5.58621,1.72414,8.68966,6.82759,1.27273,1.55172,0.202899,0.15942,0.04347825050354004,,0.247788,0.2875,0.72093,6.03169,61.300000000000026,2.113793103448277,61.0,2.103448275862069,-0.464613,-0.353212,999.0,-1.0,,Matt Merrill,677017,sa3004364,sa3004364,Matt Merrill
TBR,Rays,2,4,3,32,0,0,,50.3,238,48,34,31,6,40,33,0,10,5.54672,1.61034,7.15706,5.90457,1.21212,1.07356,0.168067,0.138655,0.029411762952804565,,0.246154,0.281879,0.647383,5.65999,124.61999435424805,2.477534716589603,124.49999618530273,2.4751490670714036,-0.466518,-0.613672,999.0,12.0,AL,Keyshawn Askew,681094,sa3017916,sa3017916,Keyshawn Askew
SEA,Mariners,2,3,10,19,0,0,,55.0,256,59,39,36,9,35,31,0,4,5.89091,1.63636,5.72727,5.07273,1.12903,1.47273,0.136719,0.121094,0.015625,,0.266968,0.282486,0.658915,5.89877,107.9,1.961818181818182,123.0,2.2363636363636363,-0.466819,-0.638263,999.0,11.0,AL,Sam Whiting,688519,sa3023078,sa3023078,Sam Whiting
,,2,4,0,39,0,0,,51.0,229,57,30,28,7,31,19,1,3,4.94118,1.4902,5.47059,3.35294,1.63158,1.23529,0.135371,0.0829694,0.052401743829250336,,0.275362,0.295858,0.694864,4.99788,139.10000000000008,2.7274509803921583,160.0,3.1372549019607843,-0.466982,-0.381792,999.0,-1.0,,Tyler Myrick,686924,sa3017541,sa3017541,Tyler Myrick
WSN,Nationals,3,4,0,43,0,0,,45.7,212,46,29,27,6,37,27,0,5,5.31729,1.59737,7.28665,5.31729,1.37037,1.18162,0.174528,0.127358,0.04716980457305908,,0.255556,0.291971,0.681115,5.32332,122.78000564575197,2.686652157461686,128.50000381469727,2.8118162290908475,-0.470923,-0.488635,999.0,24.0,NL,Holden Powell,676026,sa3014854,sa3014854,Holden Powell
MIA,Marlins,2,5,3,30,0,0,,60.0,278,64,38,35,9,44,30,1,6,5.25,1.56667,6.6,4.5,1.46667,1.35,0.158273,0.107914,0.05035971850156784,,0.264463,0.291005,0.687961,5.41847,146.9,2.4483333333333333,163.0,2.716666666666667,-0.471046,-0.362774,999.0,20.0,NL,Gabe Bierman,685321,sa3016939,sa3016939,Gabe Bierman
PIT,Pirates,3,6,0,43,0,0,,48.0,222,51,29,27,6,32,22,1,7,5.0625,1.52083,6.0,4.125,1.45455,1.125,0.144144,0.0990991,0.045045047998428345,,0.264249,0.290323,0.681115,5.2393,125.80000000000004,2.620833333333334,139.0,2.8958333333333335,-0.472854,-0.312743,999.0,27.0,NL,Landon Tomkins,814280,sa3022798,sa3022798,Landon Tomkins
,,1,2,1,26,0,0,,36.0,174,34,25,23,4,32,27,0,8,5.75,1.69444,8.0,6.75,1.18519,1.0,0.183908,0.155172,0.028735637664794922,,0.244604,0.291262,0.649819,5.71847,87.80000000000004,2.43888888888889,87.0,2.4166666666666665,-0.473552,-0.502447,999.0,-1.0,,Ricky DeVito,683740,sa1116003,sa1116003,Ricky DeVito
,,1,3,1,35,0,0,,55.7,250,62,36,33,8,30,22,0,3,5.33214,1.50808,4.8474,3.55476,1.36364,1.29264,0.12,0.088,0.03199999779462814,,0.275556,0.28877,0.659341,5.27158,137.580005645752,2.470018020848794,159.50000381469727,2.8635547868936864,-0.476251,-0.687233,999.0,-1.0,,Anderson Bido,675525,sa3004204,sa3004204,Anderson Bido
MIN,Twins,3,6,1,36,0,0,,50.3,231,55,34,31,8,36,23,0,4,5.54672,1.5507,6.44135,4.11531,1.56522,1.43141,0.155844,0.0995671,0.05627705156803131,,0.269608,0.29375,0.658683,5.38166,121.81999435424802,2.4218687117691293,138.49999618530273,2.7534790911737685,-0.479511,-0.728473,999.0,8.0,AL,Jacob Wosinski,814291,sa3021825,sa3021825,Jacob Wosinski
LAD,Dodgers,3,6,1,36,0,0,,48.3,228,47,34,31,7,44,32,0,6,5.7764,1.63561,8.19876,5.96273,1.375,1.30435,0.192982,0.140351,0.052631571888923645,,0.247368,0.28777,0.650289,5.5575,123.11999435424805,2.549068246356786,124.49999618530273,2.5776397132895603,-0.481561,-0.800396,999.0,22.0,NL,Ryan Sublette,690922,sa3017781,sa3017781,Ryan Sublette
,,2,4,1,40,0,0,,54.0,249,55,34,31,7,41,30,0,5,5.16667,1.57407,6.83333,5.0,1.36667,1.16667,0.164659,0.120482,0.04417670518159866,,0.257009,0.289157,0.678191,5.24625,147.5,2.7314814814814814,156.0,2.888888888888889,-0.488709,-0.618439,999.0,-1.0,,Kevin Kopps,667434,sa3017005,sa3017005,Kevin Kopps
CLE,Guardians,4,5,0,34,0,0,,61.7,275,66,37,34,10,46,22,0,5,4.95948,1.42626,6.70989,3.20908,2.09091,1.45867,0.167273,0.08,0.08727273344993591,,0.266129,0.291667,0.689189,5.06382,172.98000564575196,2.8035656970308116,189.50000381469727,3.071312827738599,-0.492428,-0.572505,999.0,5.0,AL,Jack Jasiak,687916,sa3020738,sa3020738,Jack Jasiak
ARI,Diamondbacks,2,3,1,42,0,0,,47.7,219,48,28,26,7,41,27,2,3,4.90566,1.57233,7.73585,5.09434,1.51852,1.32075,0.187215,0.123288,0.06392694264650345,,0.253968,0.29078,0.720859,5.21061,134.080005645752,2.810901540905751,139.50000381469727,2.9245283350830023,-0.494865,-0.203026,999.0,15.0,NL,Landon Sims,683085,sa3021979,sa3021979,Landon Sims
,,2,2,0,41,0,0,,49.0,226,48,28,26,6,42,29,2,5,4.77551,1.57143,7.71429,5.32653,1.44828,1.10204,0.185841,0.128319,0.057522132992744446,,0.25,0.291667,0.714286,5.09432,146.0,2.979591836734694,149.0,3.0408163265306123,-0.495605,-0.185816,999.0,-1.0,,Jake Rice,687095,sa3017593,sa3017593,Jake Rice
LAD,Dodgers,3,4,0,40,0,0,,54.3,253,55,36,33,8,47,35,0,2,5.46961,1.65746,7.79006,5.80111,1.34286,1.32597,0.185771,0.13834,0.04743082821369171,,0.25463,0.291925,0.685279,5.3635,143.41999435424805,2.6412522351632335,150.49999618530273,2.771639011047799,-0.495637,-0.748489,999.0,22.0,NL,Christian Suarez,682949,sa3009222,sa3009222,Christian Suarez
CHC,Cubs,3,5,0,30,0,0,,46.3,209,43,28,26,7,43,24,1,7,5.054,1.44708,8.35853,4.66523,1.79167,1.36069,0.205742,0.114833,0.09090909361839294,,0.241573,0.28125,0.681818,5.25177,137.71999435424806,2.9745139659529616,133.49999618530273,2.883369295575355,-0.496595,-0.406075,999.0,17.0,NL,Evan Taylor,681117,sa3019950,sa3019950,Evan Taylor
BOS,Red Sox,2,4,0,29,0,0,,36.0,170,34,24,22,5,33,24,1,7,5.5,1.61111,8.25,6.0,1.375,1.25,0.194118,0.141176,0.05294117331504822,,0.244604,0.287129,0.666667,5.69069,89.50000000000003,2.486111111111112,88.0,2.4444444444444446,-0.503113,-0.456,999.0,3.0,AL,Jorge Juan,678478,sa3005826,sa3005826,Jorge Juan
,,2,4,0,27,0,0,,37.7,173,39,23,21,5,26,21,0,3,5.01326,1.59151,6.2069,5.01326,1.2381,1.19363,0.150289,0.121387,0.028901733458042145,,0.261745,0.288136,0.698113,5.38978,96.08000564575198,2.5485412122379136,103.50000381469727,2.7453581358131363,-0.507684,-0.287023,999.0,-1.0,,Jhosmer Alvarez,678493,sa3005437,sa3005437,Jhosmer Alvarez
WSN,Nationals,3,5,0,35,0,0,,52.3,237,57,35,32,8,35,24,0,2,5.50669,1.54876,6.02294,4.13002,1.45833,1.37667,0.147679,0.101266,0.04641350358724594,,0.270142,0.291667,0.659026,5.27663,132.4199943542481,2.5319310953338094,149.49999618530273,2.858508572966954,-0.509053,-0.734702,999.0,24.0,NL,Austin Amaral,694544,sa3022903,sa3022903,Austin Amaral
CIN,Reds,3,6,14,22,0,0,,75.7,346,88,57,53,15,40,29,0,9,6.30119,1.54557,4.75561,3.44782,1.37931,1.78336,0.115607,0.083815,0.03179190307855606,,0.285714,0.288538,0.625,6.16024,112.87997741699218,1.4911490352393382,149.49998474121094,1.9749008027494042,-0.510236,-0.694134,999.0,18.0,NL,Thomas Farr,686671,sa3017720,sa3017720,Thomas Farr
COL,Rockies,3,7,20,21,0,0,,84.0,390,99,65,60,17,50,40,0,6,6.42857,1.65476,5.35714,4.28571,1.25,1.82143,0.128205,0.102564,0.025641031563282013,,0.287791,0.296029,0.642361,6.21847,117.10000000000002,1.3940476190476194,161.0,1.9166666666666667,-0.512666,-0.393037,999.0,19.0,NL,Connor Staine,688422,sa3020739,sa3020739,Connor Staine
SDP,Padres,3,5,0,40,0,0,,49.3,224,53,31,29,7,32,21,1,5,5.29412,1.50101,5.84178,3.83367,1.52381,1.27789,0.142857,0.09375,0.0491071492433548,,0.267677,0.289308,0.669782,5.26495,126.9199943542481,2.5744421159917152,141.49999618530273,2.870182522821059,-0.513286,-0.617389,999.0,29.0,NL,Ethan Routzahn,701240,sa3017206,sa3017206,Ethan Routzahn
CLE,Guardians,1,3,4,29,0,0,,55.0,258,57,35,32,8,43,33,0,6,5.23636,1.63636,7.03636,5.4,1.30303,1.30909,0.166667,0.127907,0.03875969350337982,,0.260274,0.291667,0.69797,5.58968,129.40000000000003,2.3527272727272734,140.0,2.5454545454545454,-0.513377,-0.468512,999.0,5.0,AL,Adam Tulloch,671969,sa3020588,sa3020588,Adam Tulloch
,,2,2,5,23,0,0,,69.7,323,79,45,42,10,36,35,0,2,5.42324,1.63558,4.64849,4.51937,1.02857,1.29125,0.111455,0.108359,0.003095969557762146,,0.276224,0.2875,0.69,5.55981,148.3799774169922,2.128837645820504,179.49998474121094,2.5753227058891266,-0.516607,-0.54781,999.0,-1.0,,Alonzo Richardson,694946,sa3015333,sa3015333,Alonzo Richardson
WSN,Nationals,3,5,4,35,0,0,,57.3,265,65,39,36,9,35,29,0,2,5.65445,1.64049,5.49738,4.55497,1.2069,1.41361,0.132075,0.109434,0.022641509771347046,,0.277778,0.294737,0.675676,5.57842,121.31999435424808,2.1172774165724704,146.49999618530273,2.5567189901557508,-0.521463,-0.642413,999.0,24.0,NL,Chance Huff,680770,sa3020317,sa3020317,Chance Huff
SFG,Giants,5,10,16,26,0,0,,85.3,399,98,57,53,11,42,41,0,8,5.59203,1.62954,4.43142,4.32591,1.02439,1.16061,0.105263,0.102757,0.002506263554096222,,0.28,0.292929,0.66343,5.55014,178.12002258300777,2.088159627320637,220.50001525878906,2.5849942247363744,-0.5215,-0.533469,999.0,30.0,NL,Manuel Mercedes,692352,sa3015214,sa3015214,Manuel Mercedes
KCR,Royals,3,7,5,37,0,0,,66.7,311,68,44,41,8,45,38,1,10,5.53223,1.58921,6.07196,5.12744,1.18421,1.07946,0.144695,0.122186,0.022508040070533752,,0.258555,0.285714,0.654008,5.50395,164.3799774169923,2.464467540299106,175.49998474121094,2.6311842994145156,-0.524624,-0.549608,999.0,7.0,AL,Beck Way,694360,sa3014462,sa3014462,Beck Way
SDP,Padres,3,6,6,35,0,0,,55.3,254,56,36,33,9,43,34,0,2,5.37071,1.62749,6.99819,5.53345,1.26471,1.46474,0.169291,0.133858,0.03543306887149811,,0.256881,0.283133,0.697674,5.6487,130.91999435424808,2.3674502018168035,137.49999618530273,2.4864375783418455,-0.527018,-0.533086,999.0,29.0,NL,Andrew Dalquist,686643,sa3011841,sa3011841,Andrew Dalquist
NYM,Mets,2,4,2,27,0,0,,40.3,193,41,28,26,6,33,29,0,3,5.80645,1.73697,7.36973,6.47643,1.13793,1.33995,0.170984,0.150259,0.020725399255752563,,0.254658,0.286885,0.681818,5.81504,87.81999435424805,2.17915622870502,93.49999618530273,2.3200992048485842,-0.54157,-0.644689,999.0,25.0,NL,Dan Hammer,669285,sa3011525,sa3011525,Dan Hammer
WSN,Nationals,2,5,6,34,0,0,,62.7,287,71,44,41,11,39,25,0,6,5.88517,1.5311,5.59809,3.58852,1.56,1.57895,0.135889,0.087108,0.04878048598766327,,0.277344,0.291262,0.645161,5.65507,129.08000564575204,2.0586922500015072,155.50000381469727,2.480063826516088,-0.541814,-0.749592,999.0,24.0,NL,Luke Young,805272,sa3020819,sa3020819,Luke Young
ARI,Diamondbacks,4,6,18,21,0,0,,103.3,470,125,65,60,17,53,37,0,6,5.22749,1.56825,4.61762,3.22362,1.43243,1.48112,0.112766,0.0787234,0.03404255956411362,,0.29274,0.302521,0.701881,5.49719,207.3200225830078,2.006970149643959,272.50001525878906,2.637947794853933,-0.543196,0.0542456,999.0,15.0,NL,Casey Kelly,543391,9174,9174,Casey Kelly
,,1,2,1,36,0,0,,37.0,176,36,25,23,6,35,29,0,3,5.59459,1.75676,8.51351,7.05405,1.2069,1.45946,0.198864,0.164773,0.034090906381607056,,0.25,0.291262,0.706714,5.94595,80.4,2.172972972972973,81.0,2.189189189189189,-0.54368,-0.488265,999.0,-1.0,,Pedro Santos,683726,sa1171936,sa1171936,Pedro Santos
,,1,2,0,31,0,0,,38.3,179,38,24,22,5,30,24,0,5,5.16971,1.6188,7.04961,5.63969,1.25,1.17493,0.167598,0.134078,0.033519551157951355,,0.253333,0.286957,0.690909,5.53723,96.11999435424805,2.5096604769965287,99.49999618530273,2.597911179304221,-0.546154,-0.430649,999.0,-1.0,,Nathanael Heredia,678975,sa3009986,sa3009986,Nathanael Heredia
,,2,3,0,36,0,0,,47.7,220,50,30,28,7,37,26,0,5,5.28302,1.59329,6.98113,4.90566,1.42308,1.32075,0.168182,0.118182,0.05000000447034836,,0.26455,0.296552,0.694864,5.44122,117.880005645752,2.471278904828424,128.50000381469727,2.693920372314447,-0.551972,-0.481798,999.0,,,Carlos Romero,673395,sa3003106,sa3003106,Carlos Romero
TBR,Rays,2,5,2,30,0,0,,53.0,241,59,36,33,9,31,26,0,1,5.60377,1.60377,5.26415,4.41509,1.19231,1.5283,0.128631,0.107884,0.02074689418077469,,0.275701,0.287356,0.676796,5.70117,109.10000000000005,2.0584905660377366,129.0,2.4339622641509435,-0.554214,-0.70247,999.0,12.0,AL,Jonny Cuevas,681328,sa3017931,sa3017931,Jonny Cuevas
,,1,2,0,30,0,0,,38.3,179,40,27,25,6,28,22,1,5,5.87467,1.6188,6.57963,5.16971,1.27273,1.40992,0.156425,0.122905,0.033519551157951355,,0.263158,0.288136,0.652985,5.82443,80.61999435424804,2.1049607300314785,88.49999618530273,2.3107049072645083,-0.566374,-0.702411,999.0,-1.0,,Roman Phansalkar,676502,sa3019949,sa3019949,Roman Phansalkar
MIA,Marlins,2,4,0,39,0,0,,44.7,210,47,29,27,6,32,28,0,3,5.43624,1.67785,6.44295,5.63758,1.14286,1.20805,0.152381,0.133333,0.01904761791229248,,0.26257,0.29078,0.690691,5.52887,105.78000564575193,2.3664430389328674,116.50000381469727,2.606264022959186,-0.571285,-0.501592,999.0,20.0,NL,Samuel Vásquez,679029,sa3005849,sa3005849,Samuel Vásquez
,,2,4,0,34,0,0,,50.3,229,55,30,28,7,31,21,0,4,5.00994,1.51093,5.54672,3.75746,1.47619,1.25249,0.135371,0.0917031,0.043668121099472046,,0.269608,0.289157,0.694864,5.20273,130.1199943542481,2.586878654629819,147.49999618530273,2.9324055352395746,-0.577906,-0.417892,999.0,-1.0,,Ian Villers,677351,sa3017303,sa3017303,Ian Villers
PHI,Phillies,1,2,0,33,0,0,,38.3,181,39,28,26,6,32,27,0,3,6.10966,1.72324,7.51958,6.34465,1.18519,1.40992,0.176796,0.149171,0.027624309062957764,,0.258278,0.292035,0.659722,5.85054,82.21999435424803,2.146736187782709,87.49999618530273,2.284595246169989,-0.579508,-0.729119,999.0,26.0,NL,Jaydenn Estanista,692838,sa3016230,sa3016230,Jaydenn Estanista
,,2,4,2,31,0,0,,46.7,219,47,30,28,7,40,30,0,5,5.39615,1.64882,7.70878,5.78158,1.33333,1.34904,0.182648,0.136986,0.045662105083465576,,0.255435,0.291971,0.699405,5.61908,112.28000564575196,2.4042827368614517,117.50000381469727,2.516059997753658,-0.586103,-0.477734,999.0,,,Leonardo Taveras,672405,sa3002934,sa3002934,Leonardo Taveras
,,1,3,3,25,0,0,,48.3,226,53,37,34,9,33,29,0,3,6.3354,1.69772,6.14907,5.40373,1.13793,1.67702,0.146018,0.128319,0.017699122428894043,,0.273196,0.289474,0.648415,6.17861,78.91999435424805,1.633954360266176,94.49999618530273,1.9565216910561143,-0.591762,-0.760963,999.0,-2.0,,Carson Rudd,695297,sa3014812,sa3014812,Carson Rudd
,,2,3,0,28,0,0,,37.3,177,41,24,22,5,24,21,0,4,5.30831,1.6622,5.79088,5.06702,1.14286,1.20643,0.135593,0.118644,0.016949154436588287,,0.269737,0.292683,0.690909,5.60162,80.91999435424808,2.1694368903323613,94.49999618530273,2.533512013893271,-0.592714,-0.40652,999.0,-1.0,,Zach Barnes,695071,sa3017203,sa3017203,Zach Barnes
CHW,White Sox,2,4,0,47,0,1,,42.0,194,37,30,28,6,41,31,1,7,6.0,1.61905,8.78571,6.64286,1.32258,1.28571,0.21134,0.159794,0.05154639482498169,,0.237179,0.284404,0.637584,5.75418,112.8,2.6857142857142855,104.0,2.4761904761904763,-0.596112,-0.84145,999.0,4.0,AL,Lucas Sims,608371,13470,13470,Lucas Sims
STL,Cardinals,2,4,2,33,0,0,,52.3,242,53,34,31,8,42,31,1,4,5.33461,1.60612,7.22753,5.33461,1.35484,1.37667,0.173554,0.128099,0.04545454680919647,,0.256039,0.286624,0.686813,5.52519,129.81999435424808,2.4822179014919703,136.49999618530273,2.6099426037577613,-0.607165,-0.581195,999.0,28.0,NL,Tyler Bradt,802680,sa3022859,sa3022859,Tyler Bradt
