pitches_to,pa_to,bip_to,in_zone_to,swing_to,contact_to,swstr_to,called_strike_to,z_contact_to,o_swing_to,bb_to,k_to,hbp_to,h_to,hr_to,tb_to,sb_to,hard_hit_n_to,barrel_n_to,woba_v_sum_to,woba_d_sum_to,k_pct_to,bb_pct_to,hr_per_pa_to,sb_per_pa_to,ab_to,iso_to,contact_pct_to,whiff_pct_to,swstr_pct_to,z_contact_pct_to,chase_pct_to,in_play_pct_to,hard_hit_pct_to,barrel_pct_to,xwoba_per_pa_to,xwoba_on_contact_to,fp_total_to,core_fp_per_pa_to,batter,pitches_last21,pa_last21,bip_last21,in_zone_last21,swing_last21,contact_last21,swstr_last21,called_strike_last21,z_contact_last21,o_swing_last21,bb_last21,k_last21,hbp_last21,h_last21,hr_last21,tb_last21,sb_last21,hard_hit_n_last21,barrel_n_last21,woba_v_sum_last21,woba_d_sum_last21,k_pct_last21,bb_pct_last21,hr_per_pa_last21,sb_per_pa_last21,ab_last21,iso_last21,contact_pct_last21,whiff_pct_last21,swstr_pct_last21,z_contact_pct_last21,chase_pct_last21,in_play_pct_last21,hard_hit_pct_last21,barrel_pct_last21,xwoba_per_pa_last21,xwoba_on_contact_last21,fp_total_last21,core_fp_per_pa_last21,pa_after,fp_after_core,ros_pa,ros_core_fp_per_pa,ros_full_fp_per_pa,lineup_spot_to,started_pct_to,pa_per_started_game_to,year,split_day,cutoff_date,babip_last21,CONTACT_raw,POWER_raw,DISCIPLINE_raw,C_L21,P_L21,D_L21,cell_L21,arch_L21,player_name,C_STD,P_STD,D_STD,arch_STD,age_tier,boundary_tier,fp_pa_STD,C_25,P_25,D_25,arch_25,fp_pa_25,dC_25_L21,dP_25_L21,dD_25_L21,net_change
917,218,109,410,388,255,133,150,199,127,31,74,4,41,20,111,0,55,28,84.577,217,0.3394495412844037,0.1422018348623853,0.091743119266055,0.0,183,0.3825136612021858,0.6572164948453608,0.3427835051546392,0.1450381679389313,,0.2504930966469428,0.11886586695747,0.5045871559633027,0.2568807339449541,0.3897557603686636,0.5562685185185186,72.0,0.3302752293577982,656941,299.0,73.0,37.0,132.0,135.0,82.0,53.0,49.0,63.0,51.0,7.0,29.0,0.0,16.0,9.0,45.0,0.0,19.0,13.0,29.149,73.0,0.3972602739726027,0.0958904109589041,0.1232876712328767,0.0,66.0,0.4393939393939394,0.6074074074074074,0.3925925925925926,0.177257525083612,,0.3053892215568862,0.1237458193979933,0.5135135135135135,0.3513513513513513,0.3993013698630137,0.6553783783783783,23.0,0.3150684931506849,,,,,,1.9375,1.0,4.541666666666667,2026,59,2026-05-22,0.25,51.0,75.25,51.5,45,76,50,AVG/PLUS/AVG,POWER_HITTER,Kyle Schwarber,43.0,80.0,60.0,POWER_EYE,POST_PEAK,EDGE,0.5229357798165137,46.0,80.0,68.0,POWER_EYE,0.709366391184573,0.0,0.0,-1.0,-1.0
750,187,123,368,247,202,45,167,173,58,30,34,0,29,6,56,0,58,16,63.274,187,0.1818181818181818,0.160427807486631,0.0320855614973262,0.0,157,0.1719745222929936,0.8178137651821862,0.1821862348178137,0.06,,0.1518324607329843,0.164,0.4715447154471545,0.1300813008130081,0.3383636363636363,0.3436910569105691,52.0,0.2780748663101604,663757,299.0,74.0,50.0,140.0,103.0,82.0,21.0,62.0,68.0,26.0,10.0,14.0,0.0,15.0,2.0,28.0,0.0,21.0,8.0,24.778,74.0,0.1891891891891892,0.1351351351351351,0.027027027027027,0.0,64.0,0.203125,0.7961165048543689,0.203883495145631,0.0702341137123745,,0.1635220125786163,0.1672240802675585,0.42,0.16,0.3348378378378378,0.35556,24.0,0.3243243243243243,,,,,,2.048780487804878,0.8541666666666666,4.2926829268292686,2026,59,2026-05-22,0.2708333333333333,53.25,58.0,63.5,51,56,66,AVG/AVG/PLUS,BALANCED_EYE,Trent Grisham,47.0,57.0,60.0,BALANCED_EYE,PEAK,EDGE,0.5026737967914439,50.0,66.0,64.0,POWER_EYE,0.5876288659793815,0.0,-1.0,0.0,-1.0
601,155,110,284,243,192,51,98,156,67,21,24,0,40,10,76,0,55,22,65.16,149,0.1548387096774193,0.1354838709677419,0.064516129032258,0.0,134,0.2686567164179104,0.7901234567901234,0.2098765432098765,0.0848585690515806,,0.2113564668769716,0.1830282861896838,0.5,0.2,0.4373154362416107,0.4652293577981651,73.0,0.4709677419354838,665742,304.0,83.0,58.0,149.0,122.0,95.0,27.0,55.0,77.0,33.0,10.0,15.0,0.0,19.0,7.0,42.0,0.0,28.0,9.0,29.955,79.0,0.180722891566265,0.1204819277108433,0.0843373493975903,0.0,73.0,0.3150684931506849,0.7786885245901639,0.221311475409836,0.0888157894736842,,0.2129032258064516,0.1907894736842105,0.4827586206896552,0.1551724137931034,0.3791772151898734,0.4164655172413793,37.0,0.4457831325301205,,,,,,2.138888888888889,1.0,4.305555555555555,2026,59,2026-05-22,0.23529411764705882,54.0,70.0,59.5,53,70,60,AVG/PLUS/PLUS,POWER_EYE,Juan Soto,66.0,70.0,60.0,GOAT_TIER,PEAK,EDGE,0.5870967741935483,62.0,67.0,70.0,GOAT_TIER,0.7807262569832403,-1.0,0.0,0.0,-1.0
804,216,164,357,385,308,77,105,208,135,26,23,3,51,3,67,0,70,12,78.087,213,0.1064814814814814,0.1203703703703703,0.0138888888888888,0.0,187,0.0855614973262032,0.8,0.2,0.0957711442786069,,0.3020134228187919,0.2039800995024875,0.4268292682926829,0.073170731707317,0.3666056338028169,0.3578475609756097,73.0,0.3379629629629629,665489,320.0,81.0,62.0,138.0,155.0,125.0,30.0,40.0,83.0,55.0,10.0,8.0,1.0,11.0,1.0,14.0,0.0,23.0,0.0,25.445,81.0,0.0987654320987654,0.1234567901234567,0.0123456790123456,0.0,70.0,0.0428571428571428,0.8064516129032258,0.1935483870967742,0.09375,,0.3021978021978022,0.19375,0.3709677419354839,0.0,0.3141358024691358,0.2862096774193549,17.0,0.2098765432098765,,,,,,2.88,0.9803921568627452,4.3,2026,59,2026-05-22,0.16393442622950818,50.5,42.0,54.5,43,37,54,AVG/MINUS/AVG,GENERIC_NO_POWER,Vladimir Guerrero Jr.,63.0,41.0,58.0,PURE_HITTER,PEAK,EDGE,0.5185185185185185,66.0,52.0,60.0,CONTACT_EYE,0.6676470588235294,-1.0,-1.0,-1.0,-3.0
768,210,139,344,380,260,120,98,206,129,21,49,1,44,0,51,0,75,15,71.508,206,0.2333333333333333,0.1,0.0,0.0,188,0.0372340425531914,0.6842105263157895,0.3157894736842105,0.15625,,0.3042452830188679,0.1809895833333333,0.539568345323741,0.1079136690647482,0.347126213592233,0.4066764705882353,24.0,0.1142857142857142,665487,261.0,75.0,51.0,119.0,140.0,92.0,48.0,28.0,69.0,50.0,7.0,17.0,0.0,13.0,0.0,14.0,0.0,19.0,3.0,22.497,73.0,0.2266666666666666,0.0933333333333333,0.0,0.0,68.0,0.0147058823529411,0.6571428571428571,0.3428571428571428,0.1839080459770115,,0.352112676056338,0.1954022988505747,0.3725490196078431,0.0588235294117647,0.3081780821917808,0.3407551020408163,4.0,0.0533333333333333,,,,,,2.020833333333333,0.979591836734694,4.354166666666667,2026,59,2026-05-22,0.2549019607843137,48.0,42.25,49.0,37,37,47,MINUS/MINUS/AVG,FRINGE,Fernando Tatis Jr.,51.0,42.0,58.0,AVERAGE_HITTER,PEAK,EDGE,0.2809523809523809,56.0,53.0,67.0,BALANCED_EYE,0.6430635838150289,-1.0,-1.0,-1.0,-3.0
595,145,93,283,281,209,72,96,150,95,12,35,5,29,4,51,0,39,12,46.699,143,0.2413793103448276,0.0827586206896551,0.0275862068965517,0.0,128,0.171875,0.7437722419928826,0.2562277580071174,0.1210084033613445,,0.3044871794871794,0.1563025210084033,0.4193548387096774,0.1290322580645161,0.3265664335664335,0.3703186813186813,33.0,0.2275862068965517,665019,244.0,63.0,45.0,123.0,124.0,96.0,28.0,38.0,68.0,37.0,4.0,11.0,3.0,15.0,1.0,25.0,0.0,20.0,5.0,19.056,62.0,0.1746031746031746,0.0634920634920634,0.0158730158730158,0.0,56.0,0.1785714285714285,0.7741935483870968,0.2258064516129032,0.1147540983606557,,0.3057851239669421,0.1844262295081967,0.4444444444444444,0.1111111111111111,0.3073548387096774,0.3171818181818182,21.0,0.3333333333333333,,,,,,4.852941176470588,0.8947368421052632,4.117647058823529,2026,59,2026-05-22,0.3181818181818182,53.0,53.75,48.0,50,51,46,AVG/AVG/AVG,AVERAGE_HITTER,Kody Clemens,48.0,54.0,48.0,AVERAGE_HITTER,PEAK,SOLID,0.3931034482758621,41.0,59.0,49.0,AVERAGE_HITTER,0.5038759689922481,0.0,0.0,0.0,0.0
669,190,147,330,285,238,47,131,182,80,13,28,2,37,5,59,0,61,5,54.886,188,0.1473684210526315,0.0684210526315789,0.0263157894736842,0.0,175,0.1257142857142857,0.8350877192982457,0.1649122807017544,0.070254110612855,,0.2359882005899705,0.2197309417040358,0.4149659863945578,0.0340136054421768,0.2919468085106383,0.2999034482758621,46.0,0.2421052631578947,664761,231.0,66.0,53.0,119.0,100.0,88.0,12.0,43.0,69.0,26.0,5.0,8.0,0.0,19.0,4.0,35.0,0.0,25.0,4.0,21.493,65.0,0.1212121212121212,0.0757575757575757,0.0606060606060606,0.0,61.0,0.2622950819672131,0.88,0.12,0.0519480519480519,,0.2321428571428571,0.2294372294372294,0.4716981132075472,0.0754716981132075,0.3306615384615384,0.3287115384615384,32.0,0.4848484848484848,,,,,,5.586956521739131,0.9787234042553192,4.108695652173913,2026,59,2026-05-22,0.30612244897959184,56.75,61.75,53.5,60,60,53,PLUS/PLUS/AVG,CONTACT_POWER,Alec Bohm,51.0,44.0,48.0,AVERAGE_HITTER,PEAK,NEAR_EDGE,0.3578947368421052,67.0,42.0,46.0,PURE_HITTER,0.5079365079365079,0.0,1.0,0.0,1.0
840,202,132,380,398,264,134,123,207,143,25,44,1,46,13,98,0,61,17,76.697,202,0.2178217821782178,0.1237623762376237,0.0643564356435643,0.0,176,0.2954545454545454,0.6633165829145728,0.3366834170854271,0.1595238095238095,,0.3108695652173913,0.1571428571428571,0.4621212121212121,0.1287878787878787,0.3796881188118812,0.4431590909090909,80.0,0.396039603960396,664040,316.0,76.0,50.0,135.0,142.0,98.0,44.0,45.0,74.0,55.0,11.0,15.0,0.0,19.0,5.0,39.0,0.0,25.0,6.0,31.828,76.0,0.1973684210526315,0.1447368421052631,0.0657894736842105,0.0,65.0,0.3076923076923077,0.6901408450704225,0.3098591549295774,0.1392405063291139,,0.3038674033149171,0.1582278481012658,0.5,0.12,0.4187894736842105,0.48256,35.0,0.4605263157894737,,,,,,2.590909090909091,0.9777777777777776,4.545454545454546,2026,59,2026-05-22,0.3111111111111111,55.75,66.25,57.0,57,65,57,AVG/PLUS/AVG,POWER_HITTER,Brandon Lowe,49.0,67.0,56.0,POWER_HITTER,POST_PEAK,NEAR_EDGE,0.594059405940594,44.0,62.0,55.0,POWER_HITTER,0.5359712230215827,0.0,0.0,0.0,0.0
923,220,109,434,382,250,132,172,197,119,36,73,2,39,10,78,0,47,18,75.249,217,0.3318181818181818,0.1636363636363636,0.0454545454545454,0.0,182,0.2142857142857142,0.6544502617801047,0.3455497382198952,0.1430119176598049,,0.2433537832310838,0.1180931744312026,0.4311926605504587,0.1651376146788991,0.3467695852534562,0.4545779816513761,43.0,0.1954545454545454,664023,367.0,82.0,34.0,171.0,149.0,98.0,51.0,70.0,75.0,46.0,15.0,33.0,0.0,13.0,3.0,26.0,0.0,19.0,8.0,29.785,80.0,0.4024390243902439,0.1829268292682926,0.0365853658536585,0.0,67.0,0.1940298507462686,0.6577181208053692,0.3422818791946309,0.1389645776566757,,0.2346938775510204,0.0926430517711171,0.5588235294117647,0.2352941176470588,0.3723125,0.5848529411764706,8.0,0.0975609756097561,,,,,,3.653061224489796,1.0,4.489795918367347,2026,59,2026-05-22,0.3225806451612903,54.0,65.5,64.5,53,64,67,AVG/PLUS/PLUS,POWER_EYE,Ian Happ,42.0,67.0,61.0,POWER_EYE,POST_PEAK,EDGE,0.3863636363636363,52.0,53.0,64.0,BALANCED_EYE,0.5321100917431193,0.0,1.0,0.0,1.0
582,143,104,298,268,223,45,111,166,78,14,25,0,25,4,46,0,38,6,44.955,141,0.1748251748251748,0.0979020979020979,0.0279720279720279,0.0,129,0.1627906976744186,0.832089552238806,0.167910447761194,0.0773195876288659,,0.2746478873239437,0.1786941580756013,0.3653846153846153,0.0576923076923076,0.3188297872340425,0.344656862745098,35.0,0.2447552447552447,663837,283.0,69.0,48.0,153.0,140.0,114.0,26.0,53.0,84.0,38.0,8.0,13.0,0.0,11.0,3.0,23.0,0.0,16.0,4.0,23.709,68.0,0.1884057971014492,0.1159420289855072,0.0434782608695652,0.0,61.0,0.1967213114754098,0.8142857142857143,0.1857142857142857,0.0918727915194346,,0.2923076923076923,0.1696113074204947,0.3333333333333333,0.0833333333333333,0.3486617647058823,0.3852978723404255,18.0,0.2608695652173913,,,,,,4.242424242424242,0.8918918918918919,4.0606060606060606,2026,59,2026-05-22,0.17777777777777778,52.25,54.75,54.5,48,52,54,AVG/AVG/AVG,AVERAGE_HITTER,Matt Vierling,50.0,47.0,51.0,AVERAGE_HITTER,PEAK,SOLID,0.4195804195804196,,,,,,,,,0.0
