pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FC,2026-04-09,89.0,-2.36,4.58,"Arrighetti, Spencer",806068,681293,,foul,,,,,1,,R,L,R,SUG,TAC,S,,,1,2,2026,0.05,1.18,-0.6790352751814189,2.9218792379710057,,,,2,5,Top,,,,,,,4.03577345445751,-129.81411819437375,-0.5231835514314471,-0.1577893283925253,22.390902169267825,-18.697558055228058,3.213861549,1.621948819,246.0,76.4,32.0,91.2,2434,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.42,,,,,,,,38,4,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,193,0.0,0.0,,,,0.0,88.0,0,0,0.556,0.4439999999999999,26,20,26,21,3,2,6.0,1.0,,1,1.64,-0.05,0.05,13.2,,,,,
CH,2026-04-09,86.1,-2.17,4.57,"Arrighetti, Spencer",806068,681293,,ball,,,,,13,,R,L,R,SUG,TAC,B,,,0,2,2026,-1.14,0.12,-1.446305608692451,1.1404706468111097,,,,2,5,Top,,,,,,,4.140512614770037,-125.47899122480572,-2.037684276835251,-12.924185974529331,23.16813168620253,-30.66475083972022,3.213861549,1.621948819,,,,88.0,1406,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.27,,,,,,,,38,3,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,240,-0.001,0.037,,,,-0.037,,0,0,0.557,0.4429999999999999,26,20,26,21,3,2,6.0,1.0,,1,2.92,1.14,-1.14,18.9,,,,,
FC,2026-04-09,87.9,-2.23,4.68,"Arrighetti, Spencer",806068,681293,,foul,,,,,12,,R,L,R,SUG,TAC,S,,,0,1,2026,0.07,1.15,1.0557470491852263,3.046052278621586,,,,2,5,Top,,,,,,,7.843018862646131,-127.9856322134093,-0.1751651265294703,-0.7190655920487856,23.565581892242616,-19.55964878738512,3.213861549,1.621948819,119.0,58.7,64.0,89.8,2335,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.32,,,,,,,,38,2,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,193,0.003,-0.073,,,,0.073,88.0,0,0,0.554,0.4459999999999999,26,20,26,21,3,2,6.0,1.0,,1,1.77,-0.07,0.07,15.1,,,,,
FC,2026-04-09,87.7,-2.3,4.65,"Arrighetti, Spencer",806068,681293,,foul,,,,,3,,R,L,R,SUG,TAC,S,,,0,0,2026,0.04,0.88,0.3392385664977625,2.814801100284556,,,,2,5,Top,,,,,,,6.328527150088472,-127.60849699266144,0.0033460497500747,-0.8696979788857623,25.66607402097004,-22.71859151800069,3.213861549,1.621948819,178.0,64.8,48.0,89.3,2398,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.25,,,,,,,,38,1,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,189,0.002,-0.06,,,,0.06,88.0,0,0,0.552,0.4479999999999999,26,20,26,21,3,2,6.0,1.0,,1,2.08,-0.04,0.04,15.6,,,,,
ST,2026-04-09,81.8,-2.44,4.57,"Arrighetti, Spencer",669208,681293,field_out,hit_into_play,,,,,12,Ryan Bliss lines out to right fielder Kellen Strahm.,R,R,R,SUG,TAC,X,9.0,line_drive,1,2,2026,0.81,0.44,0.1713063305920905,3.1714774071733296,,,,1,5,Top,185.22,96.81,,,,,4.239882902487152,-119.10684088106152,2.6905657173137736,7.017323179524245,21.59628759677207,-28.703235528501523,2.965493766,1.496604331,293.0,93.3,24.0,82.4,2754,6.6,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.95,0.126,0.14,0.0,1.0,0.0,0.0,3.0,37,4,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,82,0.016,-0.222,,,0.226,0.222,93.3,0,0,0.536,0.4639999999999999,26,26,26,27,3,2,6.0,1.0,,1,2.95,-0.81,-0.81,12.8,,,,,
FF,2026-04-09,93.0,-2.28,4.67,"Arrighetti, Spencer",669208,681293,,swinging_strike,,,,,2,,R,R,R,SUG,TAC,S,,,1,1,2026,-1.03,0.99,-0.0293804959255306,2.903717766324635,,,,1,5,Top,,,,,,,8.13646304260794,-135.16309555465944,-0.7962274992361584,-14.445185520477896,29.411039975080016,-20.084571550322604,2.965493766,1.496604331,,,,94.4,2441,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.32,,,,,,,,37,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,227,0.005,-0.09,,,,0.09,,0,0,0.531,0.469,26,26,26,27,3,2,6.0,1.0,,1,1.65,1.03,1.03,17.2,,,,,
FC,2026-04-09,87.0,-2.29,4.56,"Arrighetti, Spencer",669208,681293,,foul,,,,,8,,R,R,R,SUG,TAC,S,,,1,0,2026,0.46,1.13,0.2574953628048479,1.6361448771800002,,,,1,5,Top,,,,,,,5.145568040026407,-126.69972691296616,-3.0874137528769987,4.02649739034038,24.427809372944715,-19.51588606449311,2.965493766,1.496604331,222.0,73.9,56.0,88.6,2361,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.39,,,,,,,,37,2,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,200,0.004,-0.075,,,,0.075,88.0,0,0,0.527,0.473,26,26,26,27,3,2,6.0,1.0,,1,1.86,-0.46,-0.46,16.2,,,,,
FC,2026-04-09,85.8,-2.36,4.76,"Arrighetti, Spencer",669208,681293,,ball,,,,,11,,R,R,R,SUG,TAC,B,,,0,0,2026,0.51,0.74,-0.9576314600186364,4.689713346313985,,,,1,5,Top,,,,,,,2.2590292118651085,-124.95596590909771,4.707451793700765,4.912617225286295,23.216849969808504,-25.411657235434657,2.965493766,1.496604331,,,,87.3,2384,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.5,,,,,,,,37,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,164,-0.003,0.06,,,,-0.06,,0,0,0.53,0.47,26,26,26,27,3,2,6.0,1.0,,1,2.33,-0.51,-0.51,18.3,,,,,
FF,2026-04-09,93.1,-2.22,4.73,"Arrighetti, Spencer",689041,681293,field_out,hit_into_play,,,,,1,Rhylan Thomas lines out to shortstop Riley Unroe.,R,L,R,SUG,TAC,X,6.0,line_drive,0,2,2026,-1.01,1.23,-0.8097198646870597,2.7432722237851785,,,,0,5,Top,109.69,130.24,,,,,5.924499757272812,-135.5690312336459,-1.9906046794032408,-13.770514008304316,27.30538484174879,-16.712137310376683,3.121710958,1.575442913,181.0,94.7,8.0,95.0,2358,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.35,0.617,0.576,0.0,1.0,0.0,0.0,4.0,36,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Strategic,232,0.02,-0.192,,,0.695,0.192,94.7,0,0,0.51,0.49,26,26,26,26,3,2,6.0,1.0,,1,1.38,1.01,-1.01,18.1,,,,,
CH,2026-04-09,84.8,-2.34,4.65,"Arrighetti, Spencer",689041,681293,,foul,,,,,13,,R,L,R,SUG,TAC,S,,,0,1,2026,-1.22,0.69,-1.0852521069719074,2.309845303912363,,,,0,5,Top,,,,,,,5.471112726750788,-123.47183202638251,-0.3632321547074783,-13.58030670670463,24.609557191216943,-25.23143198830093,3.121710958,1.575442913,230.0,70.4,45.0,86.3,1530,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.28,,,,,,,,36,2,Changeup,2,2,2,2,2,2,2,2,Standard,Strategic,233,0.006,-0.078,,,,0.078,88.0,0,0,0.504,0.496,26,26,26,26,3,2,6.0,1.0,,1,2.47,1.22,-1.22,17.8,,,,,
FC,2026-04-09,86.7,-2.47,4.58,"Arrighetti, Spencer",689041,681293,,called_strike,,,,,14,,R,L,R,SUG,TAC,S,,,0,0,2026,0.38,0.99,0.6732243693600287,1.4521037925691584,,,,0,5,Top,,,,,,,6.758810190902278,-126.21972765622849,-3.300487423313064,3.001077734806045,20.672034094546703,-21.025985919341974,3.121710958,1.575442913,,,,89.1,2363,7.3,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.17,,,,,,,,36,1,Cutter,2,2,2,2,2,2,2,2,Strategic,Strategic,200,0.004,-0.065,,,,0.065,,0,0,0.5,0.5,26,26,26,26,3,2,6.0,1.0,,1,1.99,-0.38,0.38,14.9,,,,,
FC,2026-04-09,85.6,-2.2,4.93,"Arrighetti, Spencer",656883,681293,field_out,hit_into_play,,,,,6,Jakson Reetz lines out to third baseman Shay Whitcomb.,R,R,R,SUG,TAC,X,5.0,line_drive,1,0,2026,0.26,0.57,0.4634841839231051,2.2934710219691565,,,801126.0,2,4,Top,86.6,161.49,,,,,5.753347698868513,-124.68498424462904,-1.0630945266476872,1.822812769979724,20.78604708388901,-26.105925147285557,3.140141076,1.584744095,138.0,79.9,13.0,87.4,2449,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.51,0.54,0.514,0.0,1.0,0.0,0.0,4.0,32,2,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,181,0.03,-0.359,,,0.62,0.359,88.0,0,0,0.53,0.47,26,30,26,30,2,1,6.0,5.0,,3,2.49,-0.26,-0.26,22.2,,,,,
CU,2026-04-09,75.7,-2.44,4.74,"Arrighetti, Spencer",656883,681293,,ball,,,,,11,,R,R,R,SUG,TAC,B,,,0,0,2026,1.3,-0.28,-1.1430338600242422,2.792437907190268,,,801126.0,2,4,Top,,,,,,,0.3285779635576744,-110.21324507840336,3.699203629017088,10.58422016634466,17.64742591511456,-35.22292381455181,3.140141076,1.584744095,,,,77.2,2775,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.4,,,,,,,,32,1,Curveball,2,2,2,2,2,2,2,2,Standard,Standard,65,-0.002,0.046,,,,-0.046,,0,0,0.532,0.4679999999999999,26,30,26,30,2,1,6.0,5.0,,3,4.22,-1.3,-1.3,19.6,,,,,
CH,2026-04-09,85.0,-2.42,4.72,"Arrighetti, Spencer",694930,681293,strikeout,swinging_strike,,,,,11,Carson Taylor strikes out swinging.,R,L,R,SUG,TAC,S,2.0,,0,2,2026,-0.73,0.04,-0.9692095250600432,2.453312522009248,,,801126.0,1,4,Top,,,,,,,4.930025316296076,-123.85525279878162,0.996548001821562,-8.436231790110153,19.84276278551474,-32.09834802314937,3.175246063,1.60246063,,,,87.2,1358,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.36,,0.0,0.0,1.0,0.0,0.0,,31,3,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,241,0.023,-0.187,,,,0.187,,0,0,0.509,0.491,26,27,26,27,2,1,6.0,2.0,,2,3.06,0.73,-0.73,17.7,,,,,
FF,2026-04-09,93.5,-2.34,4.91,"Arrighetti, Spencer",694930,681293,,called_strike,,,,,9,,R,L,R,SUG,TAC,S,,,0,1,2026,-0.7,1.34,0.3374571270505259,1.809369786417102,,,801126.0,1,4,Top,,,,,,,8.491333749985731,-135.9654247564646,-5.108153940879837,-10.565675787114774,28.83580297226973,-14.630853390788523,3.175246063,1.60246063,,,,94.7,2443,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.54,,,,,,,,31,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,231,0.007,-0.072,,,,0.072,,0,0,0.502,0.498,26,27,26,27,2,1,6.0,2.0,,2,1.27,0.7,-0.7,17.6,,,,,
FF,2026-04-09,92.9,-2.2,4.78,"Arrighetti, Spencer",694930,681293,,foul,,,,,5,,R,L,R,SUG,TAC,S,,,0,0,2026,-1.15,1.01,-0.2130449386615385,2.4224440354614525,,,801126.0,1,4,Top,,,,,,,7.68908574687762,-135.13150259149216,-2.3990346618827485,-15.739402854517737,26.745693768725964,-19.39777347603507,3.175246063,1.60246063,256.0,81.8,54.0,94.5,2424,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.49,,,,,,,,31,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,229,0.005,-0.056,,,,0.056,88.0,0,0,0.497,0.503,26,27,26,27,2,1,6.0,2.0,,2,1.61,1.15,-1.15,16.8,,,,,
CU,2026-04-09,77.2,-2.32,4.83,"Arrighetti, Spencer",801126,681293,single,hit_into_play,,,,,7,Brock Rodden singles on a line drive to right fielder Kellen Strahm.,R,L,R,SUG,TAC,X,9.0,line_drive,1,2,2026,1.43,-0.74,-0.5908767780640989,1.7425041051073746,,,,1,4,Top,150.51,87.12,,,,,0.9764742967435688,-112.27258467724744,2.1193630667214465,11.696973650693756,23.999975190608424,-39.09449190579074,2.965493766,1.496604331,285.0,93.1,19.0,76.8,2907,6.5,814868,805672,680769,676466,694376,624523,680890,685091,687005,54.05,0.457,0.45,0.9,1.0,1.0,0.0,4.0,30,4,Curveball,2,2,2,2,2,2,2,2,Infield shade,Strategic,55,-0.035,0.597,,,0.636,-0.597,93.1,0,0,0.532,0.4679999999999999,26,26,26,26,2,1,6.0,1.0,,1,4.63,-1.43,1.43,18.9,,,,,
FC,2026-04-09,88.5,-2.51,4.58,"Arrighetti, Spencer",801126,681293,,foul,,,,,3,,R,L,R,SUG,TAC,S,,,1,1,2026,0.16,0.98,0.668845491416608,2.691590406495803,,,,1,4,Top,,,,,,,7.400408928208547,-128.75623296925403,-0.487345579804573,0.3972270562251789,24.7525956098948,-21.35320646351063,2.965493766,1.496604331,,,,90.0,2436,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.47,,,,,,,,30,3,Cutter,2,2,2,2,2,2,2,2,Infield shade,Strategic,205,0.004,-0.09,,,,0.09,,0,0,0.528,0.472,26,26,26,26,2,1,6.0,1.0,,1,1.92,-0.16,0.16,13.4,,,,,
FC,2026-04-09,88.3,-2.56,4.59,"Arrighetti, Spencer",801126,681293,,ball,,,,,14,,R,L,R,SUG,TAC,B,,,0,1,2026,0.23,0.85,0.0654791785274108,1.0615547850806797,,,,1,4,Top,,,,,,,5.900368229313318,-128.56425464775356,-4.185406966150451,1.3542832280508574,25.68294871303616,-22.02465251890033,2.965493766,1.496604331,,,,89.7,2518,7.0,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.47,,,,,,,,30,2,Cutter,2,2,2,2,2,2,2,2,Infield shade,Strategic,205,-0.002,0.048,,,,-0.048,,0,0,0.53,0.47,26,26,26,26,2,1,6.0,1.0,,1,2.06,-0.23,0.23,14.4,,,,,
CU,2026-04-09,76.9,-2.37,4.86,"Arrighetti, Spencer",801126,681293,,called_strike,,,,,4,,R,L,R,SUG,TAC,S,,,0,0,2026,1.69,-0.3,-0.530609547288758,2.1691321802528205,,,,1,4,Top,,,,,,,0.7415783664317367,-111.93988662529615,2.106865350656021,14.015845799198464,21.02825650322892,-35.27915964176407,2.965493766,1.496604331,,,,78.0,2881,7.1,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.39,,,,,,,,30,1,Curveball,2,2,2,2,2,2,2,2,Infield shade,Standard,62,0.003,-0.063,,,,0.063,,0,0,0.527,0.473,26,26,26,26,2,1,6.0,1.0,,1,4.16,-1.69,1.69,19.6,,,,,
CH,2026-04-09,84.9,-2.38,4.55,"Arrighetti, Spencer",700032,681293,field_out,hit_into_play,,,,,13,"Victor Labrada grounds out, second baseman Jack Winkler to first baseman CJ Alexander.",R,L,R,SUG,TAC,X,4.0,ground_ball,2,2,2026,-1.15,0.43,-1.1628884896030185,2.0842892893739258,,,,0,4,Top,144.4,143.98,,,,,5.246403546545596,-123.6213877031748,-0.1860947130809408,-12.83491617781332,22.46369088311072,-27.90920074712177,3.012007874,1.52007874,,,,86.6,1442,7.2,814868,805672,680769,676466,694376,624523,680890,685091,687005,53.34,,,0.0,,0.0,0.0,,29,5,Changeup,2,2,2,2,2,2,2,2,Infield shade,Standard,237,0.024,-0.292,,,,0.292,,0,0,0.503,0.497,26,26,26,26,2,1,6.0,2.0,,1,2.71,1.15,-1.15,14.8,,,,,
