name,pos,source,team,own,inj,pa26,xw26,xc26,d_xw,d_xc,shrunk_gap,pow_axes,proc_axes,career_best,distinguish,score,tier,sub_tag,peak_xc,mlb_yrs
Will Benson,RF,FA,,0.2,False,93,0.337,0.408,-0.016,-0.037,-0.006,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.445,5
Tyrone Taylor,CF,FA,,0.1,False,96,0.254,0.296,-0.048,-0.057,-0.019,0.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.387,8
Jake Fraley,RF,FA,,0.1,False,90,0.276,0.338,-0.042,-0.02,-0.016,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.387,8
Heriberto Hernandez,LF,FA,,0.1,False,99,0.341,0.384,0.007,-0.024,0.003,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.408,2
Nick Yorke,2B,FA,,0.1,False,86,0.305,0.332,0.048,0.027,0.017,3.0,3.0,False,False,2.0,MIXED,,0.506,3
Jorbit Vivas,2B,FA,,0.1,False,111,0.297,0.272,-0.022,-0.055,-0.009,0.0,2.0,False,False,1.0,HOT_STREAK,[DISCIPLINE-ONLY],0.327,2
Jose Tena,3B,FA,,0.1,False,103,0.318,0.425,0.015,0.079,0.006,3.0,0.0,True,False,2.0,MIXED,[POWER-ONLY],0.425,4
Leo Rivas,2B,FA,,0.1,False,120,0.241,0.241,-0.048,-0.022,-0.021,0.0,0.0,False,False,0.0,DECLINE,,0.365,3
Drew Millas,C,FA,,0.1,False,93,0.276,0.294,-0.041,-0.026,-0.016,0.0,0.0,False,False,0.0,HOT_STREAK_DEEP,,0.363,4
Graham Pauley,3B,FA,,0.1,False,81,0.208,0.219,-0.097,-0.1,-0.034,0.0,2.0,False,True,2.0,DECLINE,[DISCIPLINE-ONLY],0.402,3
Jorge Barrosa,CF,FA,,0.1,False,94,0.225,0.268,0.032,0.023,0.013,1.0,1.0,False,False,0.0,HOT_STREAK_DEEP,,0.394,3
