player_name,bucket,position_group,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank
Samuel Basallo,H,C,72.0,72,288.0,1.51,1.3075520769729623,high,1.3075520769729623,blended_xfp,drop,-0.1387,-0.0228,,True,53.0,AVG_HACKER,AVG/AVG/MINUS,TRENDING_UP,CONTACT=50;POWER=59;DISCIPLINE=38,8.0,0.5,0.456,22.0,PRE_PEAK,,,BUY — archetype breakout,BUY,archetype_breakout,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to AVG_HACKER (AVG/AVG/MINUS); PL has caught it (#72); model lagging (#288). Buy before model catches up.,,,,,,,,,,,,,,0.338,0.342,0.004,ALIGNED,0.226,0.259,OVERPERFORMING,54.0,0.371,0.367,ALIGNED,184.0,0.357,0.32,5.5,-5.4,HOME,,,,,L21 games,21.0,1.3,2.7,0.0,67.0,-3.0,8.0,-0.3,DOWN,3.0 0.0 1.0 2.0 0.0 -3.0 1.0 1.0,6.0,weekly,04-25,06-21,54.0,54.0,0.0,AVERAGE_HITTER,CONTACT=52;POWER=58;DISCIPLINE=46,CONTACT:+2;POWER:-1;DISCIPLINE:-8,,,,,,• stable (phys -0.3σ) — bat speed -0.8mph,,,FA-H,,128
Isaac Paredes,H,1B/3B,75.0,75,80.0,1.94,2.6001510209646246,high,2.6001510209646246,blended_xfp,hold,0.0252,0.0115,,True,55.0,BALANCED_EYE,AVG/AVG/PLUS,STABLE,CONTACT=53;POWER=52;DISCIPLINE=63,1.5,0.2,0.534,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 75); model rank changes by >20 (currently #80); archetype OVERALL changes by >10 (currently 55); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.37,0.33,9.1,-2.9,505.0,1611.0,L,0.327,0.348,0.021,OVERPERFORMING,0.352,0.347,ALIGNED,75.0,0.319,0.348,OVERPERFORMING,224.0,0.294,0.364,-10.2,11.3,AWAY,,,,,L21 games,21.0,3.3,3.7,10.0,29.0,-2.0,10.0,2.7,FLAT,2.0 1.0 10.0 1.0 3.0 2.0 2.0 4.0,6.0,weekly,04-25,06-21,49.0,53.0,4.0,AVERAGE_HITTER,CONTACT=54;POWER=51;DISCIPLINE=54,CONTACT:+4;POWER:+5;DISCIPLINE:+4,,,,,,• stable (phys -0.4σ) — bat speed -1.2mph,,,FA-H,,14
Bryan Abreu,RP,CLOSER,,—,81.0,100.7,4.054972522216958,high,4.054972522216958,blended_xfp,drop,-46.1,,,True,36.0,AVG_STUFF_WILD,AVG/MINUS/AVG,TRENDING_DOWN,STUFF=51;CONTROL=21;BATTED_BALL=45,-11.0,0.0,2.77,29.0,PEAK,90.60946502057612,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #81); archetype OVERALL changes by >10 (currently 36); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.5,3.5,20.0,20.0,-3.7,8.3,4.3,FLAT,-3.7 5.3 5.3 8.3 -2.0 7.3 2.3 3.3,6.0,weekly,04-25,06-20,41.0,46.0,5.0,AVG_STUFF_WILD,STUFF=53;CONTROL=36;BATTED_BALL=43,STUFF:+9;CONTROL:-1;BATTED_BALL:+5,,,,,,"🔻 FB velo -2.4 mph (-3.1σ) — velo decline/health watch, results confirming",,,FA-RP,,47
Kris Bubic,SP,SP,,UR,36.0,11.98,14.387078150138498,high,14.387078150138498,blended_xfp,il,0.411,0.0,,True,56.0,WILD_MID,AVG/AVG/MINUS,TRENDING_UP,STUFF=57;MOVEMENT=57;CONTROL=38,5.73,0.5,11.09,29.0,PEAK,88.33011093502378,BALANCED,CAUTION,CAUTION,process_red_flag,0.25,1.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Archetype flag: WILD_MID — bottom-tier process profile.,,STABLE,,0.42453414017028024,0.08573882304308711,,0.313,0.332,-4.2,1.4,51.0,156.0,R,0.329,0.287,-0.042,OVERPERFORMING,0.313,0.279,OVERPERFORMING,51.0,0.334,0.29,OVERPERFORMING,155.0,0.315,0.346,-4.1,5.2,AWAY,AVERAGE,-0.026,-0.251,-0.276,L8 starts,8.0,11.4,10.7,25.0,25.0,-0.8,31.1,10.3,DOWN,9.5 31.1 -0.6 8.8 11.5 22.1 9.7 -0.8,6.0,per_start,#3,#9,64.0,52.0,-12.0,MOVE_WILD,STUFF=52;MOVEMENT=64;CONTROL=25,STUFF:-25;MOVEMENT:+6;CONTROL:-12,93.6,10.97,-33.0,25.0,MODERATE,• FB velo -0.4 mph (-0.5σ) — stable,41.0,BELOW_AVG,FA-SP,,2
Jakob Marsee,H,OF,,—,162.0,1.72,1.8610299509229575,high,1.8610299509229575,blended_xfp,hold,-0.0098,0.0193,,True,43.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_DOWN,CONTACT=44;POWER=41;DISCIPLINE=60,-16.0,0.0,0.474,25.0,PRE_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #162); archetype OVERALL changes by >10 (currently 43); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.312,0.308,-0.004,ALIGNED,0.279,0.323,OVERPERFORMING,72.0,0.323,0.304,ALIGNED,238.0,0.339,0.285,8.4,-8.8,HOME,,,,,L21 games,21.0,1.5,2.3,0.0,52.0,-2.0,5.0,2.0,FLAT,2.0 -2.0 -1.0 0.0 5.0 2.0 4.0 0.0,6.0,weekly,04-25,06-21,50.0,51.0,1.0,AVERAGE_HITTER,CONTACT=52;POWER=46;DISCIPLINE=59,CONTACT:+1;POWER:+1;DISCIPLINE:-3,,,,,,• stable (phys +0.1σ) — bat speed -1.0mph,,,FA-H,,52
Brooks Lee,H,2B/SS,118.0,118,170.0,1.7,1.6123178970757206,high,1.6123178970757206,blended_xfp,hold,-0.0357,0.0101,,True,50.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=50;POWER=52;DISCIPLINE=45,2.0,0.667,0.498,25.0,PRE_PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 118); model rank changes by >20 (currently #170); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.278,0.337,0.059,OVERPERFORMING,0.279,0.31,OVERPERFORMING,92.0,0.277,0.349,OVERPERFORMING,204.0,0.255,0.299,-8.2,7.7,AWAY,,,,,L21 games,21.0,3.0,4.1,10.0,38.0,-2.0,12.0,4.0,FLAT,6.0 3.0 0.0 3.0 8.0 2.0 12.0 -2.0,6.0,weekly,04-25,06-21,51.0,50.0,-1.0,AVERAGE_HITTER,CONTACT=51;POWER=51;DISCIPLINE=46,CONTACT:+0;POWER:-1;DISCIPLINE:+0,,,,,,• stable (phys -0.0σ) — bat speed +0.6mph,,,FA-H,,59
Griffin Jax,SP,SP,52.0,52,93.0,9.913962350670085,29.089924652484846,high,29.089924652484846,blended_xfp,hold,-1.656,-1.758,0.3720617864338474,True,34.0,GENERIC_HR_PRONE,AVG/MINUS/AVG,CAREER_LOW,STUFF=41;MOVEMENT=28;CONTROL=50,,0.0,8.65,27.0,PEAK,87.59060258249642,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 52),WARN Archetype flag: GENERIC_HR_PRONE — bottom-tier process profile. WARN Career-low season (0% career-percentile).,,,,,,,0.369,0.315,6.3,-9.3,121.0,82.0,L,0.364,0.347,-0.017,ALIGNED,0.399,0.38,ALIGNED,116.0,0.315,0.299,ALIGNED,82.0,0.38,0.352,4.4,-3.2,HOME,STEEP_DECAY,-0.457,-0.104,-0.561,L8 starts,8.0,10.1,6.7,0.0,25.0,-1.8,16.5,15.2,UP,7.2 9.5 16.5 3.6 -1.8 15.5 16.5 13.5,6.0,per_start,#3,#11,51.0,58.0,7.0,PURE_STUFF,STUFF=60;MOVEMENT=57;CONTROL=54,STUFF:+13;MOVEMENT:-9;CONTROL:+23,,,,,,• FB velo -0.8 mph (-1.1σ) — stable,60.0,PLUS_PROCESS,FA-RP,,3
Jack Flaherty,SP,SP,,UR,96.0,9.894353978207436,11.663375048763477,high,11.663375048763477,blended_xfp,hold,-1.675,3.992,,True,35.0,BAD_BIG_INNINGS,AVG/MINUS/MINUS,TRENDING_DOWN,STUFF=45;MOVEMENT=38;CONTROL=20,-15.5,0.0,8.18,31.0,PEAK,87.27403035413154,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #96); archetype OVERALL changes by >10 (currently 35); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,RISING,,0.48931974471337014,-0.023713498980029613,0.23494599051061016,0.338,0.32,2.5,-3.0,167.0,139.0,L,0.337,0.365,0.028,UNDERPERFORMING,0.347,0.371,UNDERPERFORMING,164.0,0.326,0.358,UNDERPERFORMING,138.0,0.293,0.382,-13.2,13.4,AWAY,STEEP_DECAY,-0.142,-0.11,-0.252,L8 starts,8.0,9.4,6.7,0.0,38.0,-0.9,17.5,9.6,FLAT,17.5 -0.9 10.8 4.0 14.7 15.5 10.5 2.9,6.0,per_start,#3,#15,46.0,57.0,11.0,PURE_MOVEMENT,STUFF=55;MOVEMENT=60;CONTROL=56,STUFF:+14;MOVEMENT:-3;CONTROL:+36,100.1,11.54,42.0,23.0,MODERATE,• FB velo -0.3 mph (-0.4σ) — stable,47.0,BELOW_AVG,FA-SP,,19
Carter Jensen,H,C,77.0,77,140.0,1.77,1.685415472242269,low,1.685415472242269,blended_xfp,hold,-0.0644,0.0125,,True,46.0,AVERAGE_HITTER,AVG/AVG/AVG,CAREER_LOW,CONTACT=40;POWER=57;DISCIPLINE=49,,0.0,0.475,23.0,PRE_PEAK,,,FADE — PL chasing outcomes,FADE,pl_outcome_chase,0.75,3.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #77 but model #140 and archetype OVERALL 46 (AVERAGE_HITTER) — process doesn't support PL rank.,,,,,,,,,,,,,,0.29,0.331,0.041,OVERPERFORMING,0.265,0.344,OVERPERFORMING,64.0,0.298,0.327,OVERPERFORMING,203.0,0.289,0.291,-0.3,0.3,AWAY,,,,,L21 games,21.0,3.0,4.2,14.0,48.0,-4.0,12.0,6.0,UP,3.0 8.0 1.0 1.0 12.0 7.0 1.0 10.0,6.0,weekly,04-25,06-21,56.0,52.0,-4.0,AVERAGE_HITTER,CONTACT=50;POWER=56;DISCIPLINE=54,CONTACT:-2;POWER:-8;DISCIPLINE:+0,,,,,,,,,FA-H,,38
Trevor Rogers,SP,SP,85.0,85,144.0,9.028268373939412,13.07621236138624,high,13.07621236138624,blended_xfp,drop,-2.541,2.825,,True,56.0,AVERAGE_4_5,AVG/AVG/AVG,TRENDING_UP,STUFF=53;MOVEMENT=58;CONTROL=52,9.0,0.4,11.38,29.0,PEAK,88.11641791044777,BALANCED,BUY — archetype breakout,BUY,archetype_breakout,0.5,2.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to AVERAGE_4_5 (AVG/AVG/AVG); PL has caught it (#85); model lagging (#144). Buy before model catches up.,,RISING,,0.018979011509813404,0.22680048051689994,0.4864707799644066,0.267,0.333,-15.8,5.3,79.0,235.0,R,0.32,0.339,0.019,ALIGNED,0.27,0.254,ALIGNED,78.0,0.336,0.368,UNDERPERFORMING,233.0,0.332,0.298,4.0,-6.8,HOME,STEEP_DECAY,-0.177,-0.135,-0.311,L8 starts,8.0,7.3,11.0,12.0,38.0,-8.9,26.1,15.9,UP,-4.8 -8.9 3.4 7.8 13.7 8.7 12.8 26.1,6.0,per_start,#3,#14,57.0,48.0,-9.0,PURE_MOVEMENT,STUFF=41;MOVEMENT=60;CONTROL=46,STUFF:-8;MOVEMENT:-8;CONTROL:-10,100.3,10.81,54.0,34.0,RISKY,• FB velo +0.2 mph (+0.3σ) — stable,41.0,BELOW_AVG,FA-SP,,36
Luis García Jr.,H,1B/3B,74.0,74,49.0,2.01,2.1581921737974876,high,2.1581921737974876,blended_xfp,hold,0.0,-0.0007,,True,57.0,CONTACT_HACKER,PLUS/AVG/MINUS,STABLE,CONTACT=60;POWER=56;DISCIPLINE=27,-1.0,0.5,0.564,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 74); model rank changes by >20 (currently #49); archetype OVERALL changes by >10 (currently 57); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.178,0.302,-34.7,10.9,517.0,1642.0,R,0.32,0.332,0.012,ALIGNED,,,,,0.321,0.329,ALIGNED,219.0,0.309,0.332,-3.6,3.5,AWAY,,,,,L21 games,21.0,2.8,4.1,5.0,48.0,-2.0,16.0,1.0,DOWN,8.0 -1.0 4.0 2.0 0.0 6.0 -1.0 -2.0,6.0,weekly,04-25,06-21,52.0,54.0,2.0,AVG_HACKER,CONTACT=55;POWER=57;DISCIPLINE=38,CONTACT:-1;POWER:+9;DISCIPLINE:-2,,,,,,• stable (phys +0.6σ) — bat speed +1.4mph,,,FA-H,,5
Sal Frelick,H,OF,,UR,131.0,1.8,1.9192381895468957,high,1.9192381895468957,blended_xfp,hold,0.0114,0.0079,,True,48.0,GENERIC_NO_POWER,AVG/MINUS/AVG,STABLE,CONTACT=57;POWER=36;DISCIPLINE=49,2.0,0.5,0.552,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #131); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.241,0.287,-12.8,3.9,311.0,1030.0,R,0.294,0.309,0.015,ALIGNED,0.266,0.214,UNDERPERFORMING,62.0,0.303,0.34,OVERPERFORMING,190.0,0.301,0.286,2.4,-2.6,HOME,,,,,L21 games,21.0,2.1,2.6,0.0,52.0,-1.0,9.0,2.0,FLAT,2.0 1.0 3.0 0.0 6.0 0.0 0.0 6.0,6.0,weekly,04-25,06-21,49.0,50.0,1.0,AVERAGE_HITTER,CONTACT=54;POWER=42;DISCIPLINE=56,CONTACT:+2;POWER:+2;DISCIPLINE:-4,,,,,,• stable (phys -0.4σ) — bat speed +0.7mph,,,FA-H,,33
Travis Bazzana,H,2B/SS,117.0,117,159.0,1.73,1.6881439196045023,low,1.6881439196045023,blended_xfp,hold,-0.0329,-0.007,,True,52.0,AVERAGE_HITTER,AVG/AVG/AVG,CAREER_LOW,CONTACT=50;POWER=52;DISCIPLINE=59,,0.0,0.531,24.0,PRE_PEAK,,,CAUTION,CAUTION,process_red_flag,1.0,4.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 117),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.327,0.372,0.045,OVERPERFORMING,0.265,0.253,ALIGNED,69.0,0.361,0.437,OVERPERFORMING,128.0,0.278,0.37,-14.8,13.3,AWAY,,,,,L21 games,21.0,2.8,4.8,10.0,52.0,-3.0,18.0,7.0,UP,-1.0 3.0 1.0 4.0 8.0 3.0 18.0 0.0,6.0,weekly,05-16,06-21,51.0,54.0,3.0,AVERAGE_HITTER,CONTACT=53;POWER=53;DISCIPLINE=58,CONTACT:+0;POWER:+10;DISCIPLINE:-8,,,,,,,,,FA-H,,49
J.T. Ginn,SP,SP,96.0,96,115.0,9.523348374443623,12.823442895529968,high,12.823442895529968,blended_xfp,hold,-2.046,1.008,,True,52.0,AVERAGE_4_5,AVG/AVG/AVG,CAREER_LOW,STUFF=55;MOVEMENT=48;CONTROL=47,,0.0,11.87,26.0,PRE_PEAK,90.8464126984127,BALANCED,CAUTION,CAUTION,process_red_flag,1.0,4.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 96),WARN Career-low season (0% career-percentile).,,STABLE,,0.23204240384964692,,1.5346352155727345,0.344,0.245,12.9,-19.7,207.0,136.0,L,0.307,0.293,-0.014,ALIGNED,0.344,0.331,ALIGNED,207.0,0.25,0.234,ALIGNED,134.0,0.338,0.27,9.9,-12.2,HOME,STEEP_DECAY,-0.119,-0.256,-0.375,L8 starts,8.0,12.8,9.7,25.0,38.0,0.7,28.4,7.4,DOWN,12.8 28.4 0.7 16.8 21.8 2.7 14.8 4.6,6.0,per_start,#3,#16,55.0,54.0,-1.0,MOVE_WILD,STUFF=51;MOVEMENT=67;CONTROL=35,STUFF:+4;MOVEMENT:-3;CONTROL:-12,94.7,11.49,-53.0,26.0,MODERATE,• FB velo +0.6 mph (+0.8σ) — stable,49.0,BELOW_AVG,FA-SP,,25
Kyle Stowers,H,OF,140.0,140,211.0,1.63,2.6881787234011947,high,2.6881787234011947,blended_xfp,hold,-0.0372,0.0174,,True,50.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_UP,CONTACT=43;POWER=57;DISCIPLINE=62,4.5,0.333,0.436,28.0,PEAK,,,BUY — archetype breakout,BUY,archetype_breakout,0.5,2.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to BALANCED_EYE (AVG/AVG/PLUS); PL has caught it (#140); model lagging (#211). Buy before model catches up.,,,,,,,,,,,,,,0.337,0.332,-0.005,ALIGNED,0.301,0.284,ALIGNED,46.0,0.346,0.344,ALIGNED,178.0,0.341,0.333,1.2,-1.1,HOME,,,,,L21 games,21.0,2.3,4.6,5.0,52.0,-3.0,17.0,3.0,FLAT,5.0 -1.0 0.0 -3.0 17.0 -1.0 2.0 8.0,6.0,weekly,05-02,06-21,49.0,53.0,4.0,AVERAGE_HITTER,CONTACT=50;POWER=58;DISCIPLINE=50,CONTACT:+0;POWER:+10;DISCIPLINE:+0,,,,,,• stable (phys +0.5σ) — bat speed -0.1mph,,,FA-H,,84
Ryan Jeffers,H,C,,UR,33.0,2.09,1.7638416506465187,high,1.7638416506465187,blended_xfp,hold,0.0279,-0.0244,,True,70.0,CONTACT_POWER,PLUS/PLUS/AVG,TRENDING_UP,CONTACT=66;POWER=64;DISCIPLINE=56,7.5,0.833,0.638,29.0,PEAK,,,BUY — process upgrade,BUY,process_upgrade,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype CONTACT_POWER OVERALL 70 TRENDING_UP; ranked top-80 by at least one outcome lens. Process leads the outcomes.,,,,,,,0.311,0.192,36.1,-16.0,549.0,1243.0,L,0.39,0.424,0.034,OVERPERFORMING,0.389,0.416,OVERPERFORMING,57.0,0.391,0.429,OVERPERFORMING,91.0,0.381,0.402,-2.3,3.1,AWAY,,,,,L21 games,21.0,3.5,3.8,10.0,43.0,0.0,12.0,4.3,FLAT,1.0 2.0 7.0 3.0 1.0 1.0 9.0 3.0,5.0,weekly,04-25,06-21,58.0,59.0,1.0,POWER_EYE,CONTACT=57;POWER=62;DISCIPLINE=62,CONTACT:+1;POWER:+3;DISCIPLINE:-2,,,,,,• stable (phys +0.7σ) — bat speed +1.1mph,,,FA-H,,4
Landen Roupp,SP,SP,41.0,41,98.0,9.850515165387534,12.541367088968535,high,12.541367088968535,blended_xfp,hold,-1.719,-6.05,0.4566823371390198,True,64.0,PURE_MOVEMENT,AVG/PLUS/AVG,TRENDING_UP,STUFF=52;MOVEMENT=80;CONTROL=42,11.0,0.5,11.32,28.0,PEAK,86.72015151515151,FINESSE,BUY — archetype breakout,BUY,archetype_breakout,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to PURE_MOVEMENT (AVG/PLUS/AVG); PL has caught it (#41); model lagging (#98). Buy before model catches up.,,STABLE,,1.0968206100436788,0.6687747487054452,1.0743813361299743,0.304,0.255,7.5,-9.9,193.0,146.0,L,0.286,0.311,0.025,UNDERPERFORMING,0.308,0.318,ALIGNED,191.0,0.256,0.303,UNDERPERFORMING,145.0,0.266,0.299,-7.1,4.6,AWAY,STEEP_DECAY,-0.123,-0.162,-0.286,L8 starts,8.0,9.0,9.0,0.0,12.0,-11.8,15.7,12.3,UP,13.2 8.6 13.8 11.5 -11.8 15.7 6.4 14.8,6.0,per_start,#3,#15,58.0,57.0,-1.0,PURE_MOVEMENT,STUFF=56;MOVEMENT=66;CONTROL=42,STUFF:+4;MOVEMENT:-4;CONTROL:-10,98.7,12.12,-5.0,21.0,MODERATE,• FB velo +0.5 mph (+0.7σ) — stable,53.0,AVG_PROCESS,FA-SP,,20
Caleb Durbin,H,1B/3B,,UR,109.0,1.85,1.7101519848835243,high,1.7101519848835243,blended_xfp,hold,0.0021,0.0182,,True,48.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=53;POWER=42;DISCIPLINE=48,-9.0,0.0,0.501,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #109); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.289,0.285,-0.004,ALIGNED,0.343,0.332,ALIGNED,55.0,0.272,0.271,ALIGNED,182.0,0.273,0.303,-5.4,4.9,AWAY,,,,,L21 games,21.0,3.0,3.7,10.0,48.0,-1.0,13.0,5.7,UP,1.0 -1.0 1.0 0.0 6.0 10.0 5.0 2.0,6.0,weekly,04-25,06-21,49.0,50.0,1.0,AVERAGE_HITTER,CONTACT=52;POWER=47;DISCIPLINE=48,CONTACT:+2;POWER:+3;DISCIPLINE:-8,,,,,,• stable (phys +0.6σ) — bat speed +1.1mph,,,FA-H,,21
Stephen Kolek,SP,SP,65.0,65,107.0,9.643588343281593,10.929557973679584,high,10.929557973679584,blended_xfp,hold,-1.926,2.121,,True,45.0,FILLER,MINUS/AVG/AVG,CAREER_LOW,STUFF=37;MOVEMENT=55;CONTROL=56,,0.0,8.78,28.0,PEAK,90.38425103611604,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 65),WARN Archetype flag: FILLER — bottom-tier process profile. WARN Career-low season (0% career-percentile).,,DECLINE-RISK,,-0.40505591166426314,,,0.292,0.309,-2.5,3.1,118.0,96.0,R,0.314,0.335,0.021,UNDERPERFORMING,0.312,0.327,ALIGNED,117.0,0.316,0.345,UNDERPERFORMING,94.0,0.322,0.304,2.7,-3.2,HOME,DECAY,-0.059,-0.239,-0.297,L8 starts,8.0,10.1,15.8,25.0,25.0,-23.5,26.7,2.4,DOWN,3.4 17.9 26.7 6.5 19.1 8.5 22.2 -23.5,6.0,per_start,#3,#9,49.0,50.0,1.0,SOFT_TOSS_ARTIST,STUFF=39;MOVEMENT=61;CONTROL=63,STUFF:+1;MOVEMENT:+1;CONTROL:+4,91.9,10.47,-62.0,30.0,RISKY,• FB velo +0.1 mph (+0.2σ) — stable,41.0,BELOW_AVG,FA-SP,,23
Edward Cabrera,SP,SP,60.0,60,81.0,10.100636204122834,12.748854436521322,high,12.748854436521322,blended_xfp,hold,-1.469,-5.633,0.3787777031564808,True,50.0,AVERAGE_4_5,AVG/AVG/AVG,STABLE,STUFF=50;MOVEMENT=50;CONTROL=48,1.5,0.2,11.11,28.0,PEAK,91.5271897810219,BALANCED,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 60); model rank changes by >20 (currently #81); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,RISING,,0.3532290498223176,,-0.032825224983739076,0.35,0.318,3.7,-5.8,175.0,112.0,L,0.343,0.353,0.01,ALIGNED,0.359,0.365,ALIGNED,173.0,0.318,0.335,ALIGNED,112.0,0.336,0.355,-2.0,3.4,AWAY,STEEP_DECAY,-0.255,-0.139,-0.395,L8 starts,8.0,5.4,6.2,0.0,50.0,-6.9,11.7,2.3,DOWN,11.7 10.8 4.5 5.4 3.9 -6.9 11.6 2.3,6.0,per_start,#3,#13,51.0,50.0,-1.0,AVERAGE_4_5,STUFF=49;MOVEMENT=51;CONTROL=52,STUFF:+0;MOVEMENT:-16;CONTROL:+32,93.9,10.87,-3.0,27.0,MODERATE,• FB velo -0.7 mph (-0.9σ) — stable,51.0,AVG_PROCESS,FA-SP,,13
