pitcher,n_qual_years,starts_pre,starts_playoff,fp_pre,fp_playoff,lift_std,career_rate_pre,career_rate_playoff,career_playoff_lift_pct,player_name
547179,5,88,26,818.8999999999997,195.7,73.31871843901556,9.305681818181816,7.526923076923077,-19.114759950026748,"Lorenzen, Michael"
547888,5,108,35,1303.2999999999997,514.5,15.410259252369563,12.06759259259259,14.7,21.81385713189598,
547943,5,72,38,948.9999999999999,332.19999999999993,19.77720192753546,13.180555555555554,8.742105263157892,-33.67422771892852,
548389,4,56,19,654.6999999999999,174.5,40.963559791321046,11.691071428571428,9.18421052631579,-21.442524900918862,"Stripling, Ross"
554430,6,140,42,2078.2,706.8,24.94631373653856,14.844285714285713,16.82857142857143,13.367337118660396,"Wheeler, Zack"
570632,5,62,36,458.29999999999995,311.7,164.34098159103462,7.391935483870967,8.658333333333333,17.13215506582297,"Ureña, José"
571510,6,104,45,1127.7999999999997,346.29999999999995,50.30998479383105,10.844230769230766,7.695555555555554,-29.03548698547811,"Boyd, Matthew"
571578,9,198,72,1813.2999999999997,737.0999999999999,51.01383037158927,9.158080808080806,10.237499999999999,11.78652181106272,"Corbin, Patrick"
571666,5,116,35,1216.5,327.90000000000003,63.10283586769808,10.487068965517242,9.36857142857143,-10.665492337502194,
571760,6,96,43,1056.8999999999999,437.4999999999999,24.697749797197815,11.009374999999999,10.17441860465116,-7.584049006858594,"Heaney, Andrew"
571927,3,65,24,552.1999999999999,304.59999999999997,51.06165027958095,8.495384615384614,12.691666666666665,49.394844862972356,"Matz, Steven"
571945,6,146,48,1478.4999999999998,447.19999999999993,19.413474854761887,10.126712328767121,9.316666666666665,-7.9990981850975125,"Mikolas, Miles"
572020,6,104,29,1331.7999999999997,286.19999999999993,66.62952540310134,12.805769230769227,9.868965517241376,-22.9334424243052,"Paxton, James"
572140,3,34,16,351.79999999999995,96.79999999999998,56.063427413946336,10.34705882352941,6.049999999999999,-41.529277998862995,
572971,5,99,40,1226.1,368.7999999999999,55.777297637523255,12.384848484848485,9.219999999999997,-25.554196231955,
573185,3,67,21,687.6999999999998,207.39999999999998,58.46720656736416,10.26417910447761,9.876190476190475,-3.780025897228153,
573186,6,138,46,1453.5,466.4999999999999,19.053026192538617,10.532608695652174,10.141304347826084,-3.7151702786377956,"Stroman, Marcus"
579328,5,121,37,1258.8999999999999,287.09999999999997,50.6498022132142,10.404132231404958,7.759459459459459,-25.419445977075654,"Kikuchi, Yusei"
592314,4,75,27,758.9999999999999,377.5,54.30586661405593,10.12,13.981481481481481,38.15693163519251,
592332,9,199,71,2452.6999999999994,940.3,30.395381962910033,12.3251256281407,13.243661971830985,7.452551571507591,"Gausman, Kevin"
592351,7,123,48,1364.0,385.99999999999994,56.632451935480596,11.089430894308943,8.041666666666666,-27.483504398826987,"Gray, Jon"
592662,8,172,64,2224.5,771.3999999999999,34.097145841602135,12.93313953488372,12.053124999999998,-6.804338053495178,"Ray, Robbie"
592767,5,77,32,686.5,310.7,74.08454048116936,8.915584415584416,9.709375,8.903404952658407,"Smyly, Drew"
592789,5,98,37,1284.4999999999998,513.5999999999999,22.95992913721051,13.107142857142854,13.881081081081078,5.90470579571397,
