owner,name,team,own,per_start,stuff,src,vol,inj,ret,xfp_ros,xfp_po
FA,Logan Evans,Sea,0.0,7.1,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-09-14,5.0,4.0
FA,Bradley Blalock,Mia,0.0,0.51,,talent_prior·flat↓,,,,4.0,1.0
FA,Cole Ragans,KC,50.6,13.26,108.0,Stuff+·vol,0.1,SIXTY_DAY_DL,2027-06-01,0.0,0.0
FA,Cade Horton,ChC,7.4,9.7,,talent_prior·vol,0.086,SIXTY_DAY_DL,2027-08-01,0.0,0.0
FA,Ryan Pepiot,TB,32.0,9.86,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-02-01,0.0,0.0
FA,Zach Eflin,Bal,0.4,9.56,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-07-01,0.0,0.0
FA,Mick Abel,Min,2.2,9.86,,talent_prior·vol,0.094,SIXTY_DAY_DL,2026-09-25,0.0,0.0
FA,Jose Berrios,Tor,1.0,9.58,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-08-01,0.0,0.0
FA,Chase Dollander,Col,3.0,9.08,,talent_prior·vol,0.083,SIXTY_DAY_DL,2027-04-01,0.0,0.0
FA,Jack Kochanowicz,LAA,0.8,9.57,92.0,Stuff+·vol,0.09,SIXTY_DAY_DL,2027-09-01,0.0,0.0
FA,Mitchell Parker,Wsh,0.1,6.5,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-09-01,0.0,0.0
FA,Ken Waldichuk,Wsh,0.0,5.93,,talent_prior·flat↓,,SIXTY_DAY_DL,2027-06-01,0.0,0.0
