team_name,player_name,position,pos_group,batter,career_%ile,career_l150_median,current_l150,form_bucket,sust_bucket,fp_2026,fp_prior,n_material,form_gap,rh3_per_pa,rh3_per_game,rh3_signal,rh3_rank,replacement_delta,slump_bounce_pct,slump_n_comparable,slump_next_rate,slump_delta,n_l21d,l21d_xwoba,l21d_xwobacon,anchor_xwoba,shrunk_gap,anchor_in_ci,cal_hist,process_verdict,process_notes,whiff_pct_25,whiff_pct_26,whiff_pct_l21d,chase_pct_25,chase_pct_26,chase_pct_l21d,ev90_25,ev90_26,ev90_l21d,avg_bat_speed_25,avg_bat_speed_26,slump_source,pitch_mix_shift,pitch_mix_note,peak_type,peak_note,player_id,injury_class,injury_overlap,injury_note,should_modify_verdict,mc_p_bounce_median,mc_p_bounce_current,mc_expected_xwoba_30pa,mc_ci95_low,mc_ci95_high,bayes_posterior_mu,bayes_posterior_sigma,bayes_ci95_low,bayes_ci95_high,bayes_p_above_career,bayes_p_above_avg,bayes_games_to_200fp,hist_n_comps,hist_p_bounce_30pa,hist_p_bounce_60pa,hist_median_next_30pa,hist_p10_next_30pa,hist_p90_next_30pa,peak_p_still_peak_30pa,peak_p_still_peak_60pa,peak_expected_weeks_reversion,peak_trade_window,xwobacon_gap,peak_p_still_peak_30pa_ci_low,peak_p_still_peak_30pa_ci_high,peak_p_still_peak_60pa_ci_low,peak_p_still_peak_60pa_ci_high,cross_verdict,verdict_rationale
Boone's Bad Bullpen,Jac Caglianone,RF,OF,695506,0.869,0.3317949607404668,0.387,HIGH,STABLE,1.52,1.06,6,-0.0033,0.4059811398378792,1.42,drop,339,-0.101,100.0,25.0,0.1793,0.0653,,,,,,False,{},MIXED,whiff% +6.6pt (worsening); chase% -5.8pt (improving); z-contact% -8.7pt (worsening); EV90 -0.4mph (power flagging); hard-hit% +14.7pt (up); bat speed +0.1mph,0.2432,0.2819,0.3096,0.3854,0.3639,0.3276,109.4,110.5,109.0,75.7,75.5,UNKNOWN,False,,,,4926296,NONE,NO_OVERLAP,,False,1.0,0.0,0.3451,0.3386,0.3581,0.3521,0.0259,0.3014,0.4028,0.6094,0.8927,158.0,,,,,,,,,,,,,,,,STABLE_HIGH,"high career form, holding"
Boone's Bad Bullpen,Kazuma Okamoto,3B,3B,672960,0.484,0.3336073133333333,0.332,TYPICAL,NO_BASELINE,1.66,0.0,0,-0.0006,0.4701288317546339,1.65,hold,200,-0.0555,,0.0,,,,,,,,False,{},MIXED,no baseline data,,0.31,0.3094,,0.2618,0.3155,,107.0,107.3,,70.8,UNKNOWN,False,,,,5134636,NONE,NO_OVERLAP,,False,0.3629,0.436,0.3302,0.3223,0.3369,0.3319,0.0221,0.2886,0.3752,0.5348,0.705,102.2,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Boone's Bad Bullpen,Konnor Griffin,SS,SS,804606,,,,INSUFFICIENT,NO_BASELINE,1.78,0.0,0,0.0047,0.4337128724097635,1.52,drop,276,-0.081,,0.0,,,,,,,,False,{},MIXED,no baseline data,,0.2874,0.2914,,0.3881,0.343,,106.4,107.1,,72.7,UNKNOWN,False,,,,5218285,DTD,UNKNOWN,"DTD (Strain, Left) — slump window unknown",False,0.7682,1.0,0.3227,0.3204,0.3245,0.3222,0.0074,0.3077,0.3367,0.4954,0.6172,102.2,,,,,,,,,,,,,,,,INSUFFICIENT_DATA,no career sample
Boone's Bad Bullpen,Dillon Dingler,C,C,693307,0.43,0.3712819799999999,0.365,TYPICAL,NOISE,2.25,1.62,3,-0.0297,0.5440567959273519,1.9,hold,71,-0.0107,76.0,121.0,0.2637,0.0599,,,,,,False,{},MIXED,whiff% +1.0pt (worsening); chase% +3.1pt (worsening); z-contact% +4.4pt (improving); EV90 -1.0mph (power flagging); hard-hit% +3.0pt (up); bat speed +0.6mph,0.2149,0.1779,0.225,0.3024,0.346,0.3333,105.4,105.0,104.4,70.2,70.5,UNKNOWN,False,,,,4345620,NONE,NO_OVERLAP,,False,0.0596,0.7804,0.3664,0.3538,0.3755,0.3479,0.0265,0.296,0.3998,0.245,0.8541,122.9,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Boone's Bad Bullpen,Michael Busch,1B,1B,683737,0.351,0.3440777752283755,0.331,BELOW_MEDIAN,REGRESS,1.69,2.24,1,-0.0222,0.5243035511121317,1.84,hold,107,-0.04,95.3,85.0,0.255,0.1472,21,0.311,0.283,0.334,-0.0028,True,{},DECLINING,whiff% +0.3pt (worsening); chase% -1.5pt (improving); z-contact% +0.8pt (improving); EV90 -3.6mph (power flagging); hard-hit% -4.5pt (down); bat speed +0.1mph,0.2208,0.2286,0.2236,0.2271,0.2361,0.2121,105.4,102.1,101.8,67.4,65.9,BABIP_DRIVEN,True,Fastball -15pt in L21d; Offspeed +9pt in L21d (pitchers adjusting),,,42415,NONE,NO_OVERLAP,,False,0.7907,1.0,0.3531,0.3434,0.3639,0.3358,0.0277,0.2816,0.3901,0.2671,0.7162,96.2,565,0.46371681415929206,0.4336283185840708,0.3029295,0.21509292666666666,0.4033388220168502,,,,,-0.051,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Team Solomon,Cal Raleigh,C,C,663728,0.036,0.3375932421747879,0.276,SLUMPING,REGRESS,1.0,2.57,0,-0.0003,0.4300928543345449,1.51,drop,285,-0.1247,95.4,108.0,0.2494,0.1893,21,0.236,0.386,0.286,-0.0062,True,{},DECLINING,whiff% -1.3pt (improving); chase% +1.3pt (worsening); z-contact% +0.5pt (improving); EV90 -3.0mph (power flagging); hard-hit% -21.4pt (down); bat speed -0.6mph,0.2717,0.2845,0.2585,0.3183,0.3669,0.3314,107.0,105.8,104.0,73.1,72.2,DISCIPLINE_COLLAPSE,True,Breaking +5pt in L21d (pitchers adjusting),,,41292,NONE,NO_OVERLAP,,False,0.6998,1.0,0.3428,0.3317,0.3527,0.3227,0.0273,0.2693,0.3761,0.2295,0.5395,87.0,470,0.6893617021276596,0.7489361702127659,0.3085829007751938,0.2286714890151515,0.40378342297810044,,,,,0.1,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
Team Solomon,Manny Machado,3B,3B,592518,0.292,0.354504749112179,0.331,BELOW_MEDIAN,STABLE,1.75,2.11,1,0.0129,0.529927255405281,1.85,hold,97,0.0043,92.4,329.0,0.3695,0.1568,21,0.327,0.406,0.325,0.0002,True,{},DECLINING,whiff% +6.5pt (worsening); chase% +6.1pt (worsening); z-contact% -4.8pt (worsening); EV90 -3.4mph (power flagging); hard-hit% -3.8pt (down); bat speed -0.0mph,0.2358,0.2437,0.3005,0.2977,0.3095,0.3591,107.7,105.9,104.3,72.8,72.8,K_DRIVEN,True,Fastball -9pt in L21d; Breaking +7pt in L21d (pitchers adjusting),,,31097,NONE,NO_OVERLAP,,False,0.5774,1.0,0.3475,0.3365,0.3592,0.3483,0.0278,0.2937,0.4028,0.5109,0.8452,87.1,145,0.5793103448275863,0.5241379310344828,0.3521706666666666,0.26695650834834833,0.43462591730994143,,,,,0.081,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Team Solomon,Matt Olson,1B,1B,621566,0.215,0.3708219470314098,0.339,BELOW_MEDIAN,STABLE,2.32,2.01,0,-0.0239,0.6438429787692997,2.25,hold,11,0.0795,55.8,1014.0,0.3134,0.0142,21,0.363,0.494,0.329,0.0041,True,{},IMPROVING,whiff% -8.7pt (improving); chase% -0.3pt (improving); z-contact% +5.9pt (improving); EV90 -0.4mph (power flagging); hard-hit% +1.5pt (up); bat speed +1.2mph,0.2336,0.1946,0.1465,0.2491,0.2698,0.2461,108.4,108.6,108.0,72.2,73.1,DISCIPLINE_COLLAPSE,True,Breaking -10pt in L21d (pitchers adjusting),,,32767,NONE,NO_OVERLAP,,False,0.3692,1.0,0.3653,0.3515,0.3769,0.3536,0.0288,0.2972,0.4101,0.3442,0.8785,85.5,460,0.558695652173913,0.591304347826087,0.33459888125000004,0.24739594571428572,0.4449601770433145,,,,,0.165,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Team Solomon,James Wood,LF,OF,695578,0.762,0.3815222744760951,0.42,ABOVE_MEDIAN,IMPROVING,2.44,1.76,6,-0.0301,0.6323616827650648,2.21,add,14,0.1254,82.1,112.0,0.26,0.0941,,,,,,False,{},IMPROVING,whiff% -7.6pt (improving); chase% -3.9pt (improving); z-contact% +3.7pt (improving); EV90 -1.4mph (power flagging); hard-hit% +1.7pt (up); bat speed +1.3mph,0.3015,0.2812,0.2251,0.2435,0.2239,0.2048,112.0,111.1,110.6,73.6,73.9,UNKNOWN,False,,,,4918256,NONE,NO_OVERLAP,,False,0.2505,0.0,0.381,0.3616,0.3937,0.4026,0.0316,0.3406,0.4646,0.7514,0.9955,104.9,,,,,,,,,,,,,,,,STRENGTHENING,above baseline + sustainability improving
Team Solomon,Seiya Suzuki,DH,UTIL/DH,673548,0.391,0.3428183454034517,0.336,BELOW_MEDIAN,STABLE,1.77,2.0,0,-0.0172,0.5347995093813452,1.87,hold,86,0.0278,71.1,370.0,0.2786,0.0715,21,0.242,0.306,0.317,-0.0093,True,{},DECLINING,whiff% +1.4pt (worsening); chase% +5.1pt (worsening); z-contact% +4.2pt (improving); EV90 -3.8mph (power flagging); hard-hit% -17.8pt (down); bat speed -1.5mph,0.2086,0.2226,0.223,0.2025,0.2319,0.2532,107.0,106.4,103.2,71.2,70.5,MIXED,True,Fastball -7pt in L21d (pitchers adjusting),,,4142424,NONE,NO_OVERLAP,,False,0.7846,1.0,0.3474,0.3381,0.3581,0.3297,0.0245,0.2817,0.3778,0.236,0.6543,93.6,522,0.4521072796934866,0.4118773946360153,0.3109046631313131,0.23235738666666667,0.41346844666666677,,,,,-0.011,,,,,CONSENSUS_HOLD_TYPICAL,"below median, no structural decline confirmed"
Team Solomon,Corey Seager,SS,SS,608369,0.178,0.3795564814658718,0.344,SLUMPING,REGRESS,1.52,2.16,0,-0.0075,0.5099573358829673,1.78,hold,131,-0.0048,100.0,63.0,0.355,0.1705,21,0.345,0.341,0.334,0.0013,True,{},DECLINING,whiff% +7.3pt (worsening); chase% +3.6pt (worsening); z-contact% -10.5pt (worsening); EV90 -2.7mph (power flagging); hard-hit% -9.4pt (down); bat speed -0.3mph,0.2437,0.2933,0.3171,0.2298,0.2857,0.2654,108.0,106.7,105.3,71.0,70.1,K_DRIVEN,True,Fastball -11pt in L21d; Offspeed +9pt in L21d (pitchers adjusting),,,32691,DTD,POSSIBLE_FACTOR,"DTD (Inflammation, Not Specified) — active DTD note",False,0.6871,1.0,0.385,0.3728,0.3968,0.3736,0.034,0.3069,0.4403,0.3695,0.9424,77.1,525,0.6209523809523809,0.6666666666666666,0.3375654653198653,0.24548343593984961,0.4452234843449638,,,,,0.007,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
Team Solomon,Bryce Harper,1B,1B,547180,0.489,0.3897266333333333,0.389,TYPICAL,STABLE,2.38,2.16,2,-0.0244,0.6209585320200272,2.17,hold,19,0.0566,77.4,678.0,0.3657,0.0762,,,,,,False,{},MIXED,whiff% -0.9pt (improving); chase% -3.5pt (improving); z-contact% +1.6pt (improving); EV90 -0.2mph (power flagging); hard-hit% -2.6pt (down); bat speed -0.1mph,0.2764,0.2632,0.2679,0.3543,0.3379,0.3191,107.2,106.7,107.0,72.3,72.7,UNKNOWN,False,,,,30951,NONE,NO_OVERLAP,,False,0.6563,0.4435,0.3881,0.3755,0.4008,0.3839,0.0289,0.3273,0.4406,0.4417,0.9865,82.9,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Team Solomon,Mike Trout,DH,UTIL/DH,545361,0.16,0.418458254687086,0.38,SLUMPING,NOISE,2.17,1.59,3,-0.058,0.568531081244035,1.99,hold,38,0.0615,73.2,514.0,0.395,0.0662,21,0.406,0.546,0.359,0.0058,True,{},IMPROVING,whiff% -5.0pt (improving); chase% +0.2pt (worsening); z-contact% +7.8pt (improving); EV90 +1.5mph (power up); hard-hit% +6.5pt (up); bat speed +1.0mph,0.2568,0.1908,0.2064,0.2077,0.193,0.2096,107.9,108.6,109.4,72.0,73.3,MIXED,False,No significant mix shift,,,30836,DTD,POSSIBLE_FACTOR,"DTD (Strain, Right) — active DTD note",False,0.5969,1.0,0.4026,0.3839,0.4182,0.4046,0.0309,0.344,0.4653,0.5256,0.9969,104.2,259,0.640926640926641,0.6833976833976834,0.33804049999999997,0.2440423847041847,0.44132363797979807,,,,,0.187,,,,,CONSENSUS_HOLD_BOUNCE,"process IMPROVING (whiff/chase/Z-contact) despite career-low percentile — outcome noise, not skill decline"
Team Solomon,JJ Wetherholt,SS,SS,802139,0.194,0.3578478533333333,0.347,SLUMPING,NO_BASELINE,2.04,0.0,0,-0.0065,0.5378702653507803,1.88,hold,83,0.0204,,0.0,,,21,0.378,0.407,0.337,0.005,True,{},MIXED,no baseline data,,0.1735,0.1596,,0.2255,0.2198,,102.4,101.7,,70.3,UNKNOWN,True,Fastball +13pt in L21d; Offspeed -8pt in L21d (pitchers adjusting),,,4941056,NONE,NO_OVERLAP,,False,0.5634,1.0,0.3578,0.3541,0.3617,0.3575,0.0122,0.3336,0.3814,0.4915,0.999,102.2,59,0.5932203389830508,0.6779661016949152,0.27965406666666665,0.21671796595791806,0.3535984088888889,,,,,0.07,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
Team Solomon,Jazz Chisholm Jr.,2B,2B,665862,0.404,0.32045718,0.314,TYPICAL,REGRESS,1.63,2.14,0,-0.0077,0.4463548838872093,1.56,hold,243,-0.0711,100.0,35.0,0.235,0.1334,,,,,,False,{},MIXED,whiff% -4.1pt (improving); chase% +2.7pt (worsening); z-contact% +0.6pt (improving); EV90 -0.4mph (power flagging); hard-hit% +2.7pt (up); bat speed -1.3mph,0.2949,0.2726,0.2542,0.2665,0.2853,0.2933,105.4,104.8,105.0,71.9,70.9,UNKNOWN,False,,,,41433,NONE,NO_OVERLAP,,False,0.3264,0.9608,0.3197,0.3078,0.3322,0.3016,0.0259,0.2507,0.3524,0.2407,0.239,93.5,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Team Solomon,Casey Schmitt,2B,2B,669477,0.724,0.3272995671207019,0.346,ABOVE_MEDIAN,NOISE,1.99,1.49,3,0.0011,0.5217257436991363,1.83,hold,111,-0.0426,62.6,190.0,0.2338,0.0428,,,,,,False,{},IMPROVING,whiff% -6.3pt (improving); chase% +6.2pt (worsening); z-contact% +5.8pt (improving); EV90 -0.3mph (power flagging); hard-hit% +3.9pt (up); bat speed +1.1mph,0.2318,0.1888,0.1692,0.316,0.377,0.3784,105.1,104.8,104.8,69.6,70.3,UNKNOWN,False,,,,4301949,NONE,NO_OVERLAP,,False,0.2654,0.0,0.3266,0.313,0.3348,0.3453,0.027,0.2925,0.3982,0.7579,0.8262,124.7,,,,,,,,,,,,,,,,CONSENSUS_HOLD_TYPICAL,baseline performer
Team Solomon,Brandon Nimmo,LF,OF,607043,0.879,0.3407395570896293,0.376,HIGH,STABLE,1.53,1.92,3,-0.0072,0.5879208868409862,2.06,add,35,0.0809,86.6,628.0,0.3069,0.066,,,,,,False,{},DECLINING,whiff% -2.2pt (improving); chase% +7.0pt (worsening); z-contact% +1.8pt (improving); EV90 -2.1mph (power flagging); hard-hit% -14.7pt (down); bat speed +0.4mph,0.2106,0.1785,0.1885,0.2435,0.2821,0.3131,106.2,105.6,104.1,70.3,70.6,UNKNOWN,False,,,,32159,NONE,NO_OVERLAP,,False,0.7693,0.0,0.3421,0.3313,0.3525,0.3649,0.0256,0.3147,0.4151,0.8132,0.9602,96.9,,,,,,,,,,,,,,,,STABLE_HIGH,"high career form, holding"
Team Solomon,Trea Turner,SS,SS,607208,0.051,0.3389428166666666,0.28,SLUMPING,REGRESS,1.58,2.23,0,0.0171,0.4934511319105539,1.73,hold,156,-0.0213,81.4,167.0,0.2886,0.0996,21,0.29,0.38,0.286,0.0005,True,{},DECLINING,whiff% +4.9pt (worsening); chase% +10.2pt (worsening); z-contact% -5.0pt (worsening); EV90 -0.8mph (power flagging); hard-hit% -1.9pt (down); bat speed +0.5mph,0.2181,0.2497,0.2669,0.3117,0.3583,0.4137,104.2,103.5,103.4,69.5,70.0,DISCIPLINE_COLLAPSE,False,No significant mix shift,,,33710,NONE,NO_OVERLAP,,False,0.3898,1.0,0.3293,0.3195,0.341,0.3243,0.0267,0.272,0.3766,0.4266,0.5641,85.4,267,0.6367041198501873,0.7303370786516854,0.3361304659090909,0.24973462339181282,0.4492480507817262,,,,,0.094,,,,,HOLD_NOISE,L21d CI includes anchor — statistically indistinguishable from baseline
Team Solomon,Esmerlyn Valdez,RF,OF,699013,,,,INSUFFICIENT,NO_BASELINE,2.49,0.0,0,0.013,0.4858994837527686,1.7,hold,169,0.0256,,,,,,,,,,False,{},MIXED,no baseline data,,0.3226,0.2833,,0.2486,0.2564,,106.7,110.7,,72.2,UNKNOWN,False,,,,5137200,NONE,NO_OVERLAP,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSUFFICIENT_DATA,no career sample
