batter,n_qual_years,pa_pre,pa_playoff,fp_pre,fp_playoff,lift_std,career_rate_pre,career_rate_playoff,career_playoff_lift_pct,player_name,team,primary_position
457708,5,2091.0,658.0,481.0,206.0,167.52815386248432,0.2300334768053563,0.3130699088145897,36.097542480521206,,,
595281,7,2138.0,876.0,461.0,257.0,135.09495902402523,0.215622076707203,0.29337899543379,36.06166859814381,,,
641933,5,1252.0,549.0,257.0,152.0,83.63670802060885,0.20527156549520767,0.2768670309653916,34.87841352866548,Tyler O'Neill,BAL,OF
670032,5,1626.0,528.0,348.0,151.0,40.97777917736225,0.2140221402214022,0.2859848484848485,33.623955067920605,,,
134181,4,1553.0,574.0,557.0,275.0,42.94241387962286,0.3586606567933033,0.47909407665505227,33.57865368856305,,,
664023,8,3024.0,1184.0,688.0,359.0,89.795047856073,0.2275132275132275,0.3032094594594595,33.271134506599644,Ian Happ,CHC,OF
434778,4,1753.0,583.0,512.0,226.0,21.02865186374186,0.29207073588134624,0.3876500857632933,32.72472662950258,,,
607208,9,3779.0,1524.0,1129.0,604.0,46.94547846038114,0.2987562847314104,0.3963254593175853,32.65845090887111,Trea Turner,PHI,SS
671739,4,1408.0,674.0,343.0,215.0,35.431686874648136,0.24360795454545456,0.3189910979228487,30.94445069252797,Michael Harris II,ATL,OF
658668,3,477.0,193.0,129.0,68.0,62.62048460762097,0.27044025157232704,0.35233160621761656,30.28075671767682,,,
621493,3,1404.0,486.0,353.0,159.0,39.73492789262155,0.2514245014245014,0.3271604938271605,30.122757318224757,Taylor Ward,BAL,OF
455117,8,2230.0,740.0,269.0,116.0,222.7489544141245,0.12062780269058296,0.15675675675675677,29.950768612478658,,,
588751,4,1043.0,394.0,214.0,105.0,151.05618586825148,0.20517737296260785,0.26649746192893403,29.886379809288883,,,
461865,3,491.0,254.0,76.0,51.0,38.59024788047607,0.15478615071283094,0.20078740157480315,29.71922917530047,,,
594809,4,1778.0,642.0,519.0,243.0,17.338312396405893,0.29190101237345334,0.37850467289719625,29.66884555129381,,,
621563,5,1416.0,581.0,308.0,163.0,50.01009739526879,0.2175141242937853,0.28055077452667815,28.980485951226058,,,
429665,4,1913.0,659.0,682.0,303.0,35.88017095929529,0.35650810245687403,0.4597875569044006,28.969735536380988,,,
656582,3,842.0,257.0,206.0,81.0,32.98139798968937,0.24465558194774348,0.3151750972762646,28.82399607117222,,,
592206,9,4338.0,1324.0,1112.0,437.0,43.74165155728532,0.25633932687874594,0.3300604229607251,28.759182985937542,Nick Castellanos,SD,OF
607043,7,2842.0,994.0,775.0,346.0,65.8325405415156,0.27269528501055595,0.34808853118712274,27.647432985006816,Brandon Nimmo,TEX,OF
452095,5,1214.0,448.0,218.0,102.0,184.9362960818484,0.17957166392092258,0.22767857142857142,26.78980996068151,,,
547989,7,3473.0,1189.0,1054.0,456.0,50.41921363343802,0.3034840195796142,0.383515559293524,26.370923854497985,,,
624415,3,700.0,371.0,130.0,87.0,54.86489739017135,0.18571428571428572,0.23450134770889489,26.2699564586357,,,
666182,5,2103.0,725.0,633.0,275.0,73.10184396191052,0.30099857346647646,0.3793103448275862,26.017323092008493,Bo Bichette,NYM,3B
672820,3,692.0,394.0,120.0,86.0,94.93218810565398,0.17341040462427745,0.2182741116751269,25.87140439932318,Lenyn Sosa,TOR,2B
664238,5,1117.0,403.0,163.0,74.0,56.67472994627958,0.1459265890778872,0.18362282878411912,25.83233113611108,,,
614177,4,1189.0,583.0,227.0,140.0,75.45946785845291,0.19091673675357443,0.24013722126929674,25.78112603048186,,,
650490,6,2367.0,781.0,797.0,329.0,257.4114933995318,0.33671313899450783,0.4212548015364917,25.107919101239123,Yandy Díaz,TB,1B
493114,3,932.0,300.0,304.0,122.0,51.46189362026203,0.3261802575107296,0.4066666666666667,24.675438596491237,,,
489149,3,1222.0,287.0,345.0,101.0,37.29125619706117,0.2823240589198036,0.3519163763066202,24.649800535272426,,,
664702,4,1571.0,480.0,297.0,113.0,38.85150939247867,0.1890515595162317,0.23541666666666666,24.52511223344556,Myles Straw,TOR,OF
643393,6,1520.0,563.0,415.0,191.0,52.538483918127376,0.2730263157894737,0.3392539964476021,24.256885445868733,,,
573135,3,573.0,281.0,84.0,51.0,107.41907521090226,0.14659685863874344,0.18149466192170818,23.80528723945095,,,
573262,6,2109.0,805.0,503.0,237.0,48.61024266821347,0.23850165955429115,0.29440993788819875,23.441463023103605,Mike Yastrzemski,ATL,OF
669242,4,1516.0,682.0,413.0,229.0,65.91783733844923,0.27242744063324537,0.3357771260997067,23.253782849190173,,,
542340,5,2096.0,753.0,414.0,183.0,95.72357222177241,0.19751908396946566,0.24302788844621515,23.04020632446061,,,
624585,5,2063.0,630.0,580.0,217.0,65.88387819799586,0.28114396509936984,0.34444444444444444,22.515325670498086,Jorge Soler,LAA,OF
624641,4,854.0,307.0,191.0,84.0,58.10927113134581,0.22365339578454332,0.2736156351791531,22.339137404710343,,,
570560,5,1611.0,723.0,291.0,159.0,31.738159916259963,0.18063314711359404,0.21991701244813278,21.747871839842574,,,
576397,4,1301.0,478.0,340.0,151.0,30.90785963718485,0.26133743274404303,0.3158995815899582,20.878045778981065,,,
430947,3,1127.0,339.0,256.0,93.0,28.633335466844816,0.22715173025732033,0.2743362831858407,20.77226216814158,,,
656716,4,1088.0,451.0,214.0,107.0,108.59350611409366,0.19669117647058823,0.23725055432372505,20.620842572062084,,,
596115,6,2650.0,862.0,648.0,254.0,42.401292843548994,0.24452830188679245,0.29466357308584684,20.502850104551566,Trevor Story,BOS,SS
621566,8,3564.0,1350.0,1143.0,520.0,65.52062060395004,0.3207070707070707,0.3851851851851852,20.104986876640414,Matt Olson,ATL,1B
605612,3,789.0,362.0,138.0,76.0,134.2213188338538,0.17490494296577946,0.20994475138121546,20.033629594042754,,,
592885,9,4135.0,1395.0,1257.0,509.0,50.771199555255706,0.30399032648125757,0.3648745519713262,20.028343070917558,Christian Yelich,MIL,OF
606299,4,1352.0,507.0,356.0,160.0,45.2498218441076,0.26331360946745563,0.3155818540433925,19.850187265917597,,,
641658,5,1088.0,442.0,150.0,73.0,196.88994142397507,0.13786764705882354,0.16515837104072398,19.79487179487178,,,
642715,7,3012.0,1079.0,652.0,278.0,36.880694550805295,0.21646746347941567,0.25764596848934196,19.022953541395395,Willy Adames,SF,SS
686469,3,1192.0,342.0,416.0,142.0,10.548073320124283,0.348993288590604,0.4152046783625731,18.972109761583443,Vinnie Pasquantino,KC,1B
657041,4,1350.0,672.0,282.0,167.0,290.7530048876937,0.2088888888888889,0.24851190476190477,18.9684650455927,Lane Thomas,KC,OF
461314,4,1779.0,512.0,468.0,160.0,32.38710256901725,0.2630691399662732,0.3125,18.790064102564106,,,
594828,4,1447.0,432.0,407.0,144.0,88.95172542864587,0.28127159640635796,0.3333333333333333,18.509418509418513,,,
650859,5,1534.0,559.0,350.0,151.0,192.1468960601603,0.22816166883963493,0.2701252236135957,18.392026578073093,Luis Rengifo,MIL,3B
592273,6,2128.0,748.0,483.0,201.0,47.606461569843255,0.22697368421052633,0.26871657754010697,18.391071843757267,,,
642350,3,860.0,276.0,66.0,25.0,757.3568261861117,0.07674418604651163,0.09057971014492754,18.028107158541932,,,
621028,4,1241.0,464.0,342.0,150.0,30.441496722893195,0.2755842062852538,0.3232758620689655,17.305656382335155,,,
446308,4,1035.0,447.0,235.0,119.0,40.12328228976338,0.22705314009661837,0.2662192393736018,17.249750107096965,,,
435522,4,1337.0,492.0,355.0,153.0,56.13246232799216,0.2655198204936425,0.31097560975609756,17.119546547578153,,,
571657,5,1385.0,534.0,317.0,143.0,71.2662438386844,0.22888086642599278,0.26779026217228463,16.999846406502904,,,
682998,3,1446.0,525.0,465.0,197.0,19.09523821804929,0.3215767634854772,0.37523809523809526,16.686943164362518,Corbin Carroll,AZ,OF
595909,4,655.0,431.0,99.0,76.0,126.48981161764506,0.15114503816793892,0.17633410672853828,16.66549485575008,,,
405395,5,2075.0,767.0,724.0,312.0,20.96474671632391,0.3489156626506024,0.4067796610169492,16.583949808034465,,,
669127,3,1139.0,408.0,276.0,115.0,121.97881858876666,0.24231782265144863,0.2818627450980392,16.319444444444446,Shea Langeliers,ATH,C
657656,4,1197.0,476.0,273.0,126.0,131.55722187436876,0.22807017543859648,0.2647058823529412,16.0633484162896,Ramón Laureano,SD,OF
596019,10,4810.0,1766.0,1648.0,702.0,39.19747818404659,0.34261954261954264,0.39750849377123443,16.02037955337606,Francisco Lindor,NYM,SS
663993,6,2493.0,861.0,592.0,237.0,70.6643308550805,0.23746490172482954,0.27526132404181186,15.916635276391375,Nathaniel Lowe,CIN,1B
605412,4,1477.0,504.0,473.0,187.0,30.039339969971962,0.32024373730534866,0.37103174603174605,15.859173126614998,,,
662139,5,1627.0,645.0,362.0,166.0,30.611317060721504,0.22249539028887522,0.25736434108527134,15.67176324467859,Daulton Varsho,TOR,OF
456488,3,1275.0,313.0,391.0,111.0,28.5408513207865,0.30666666666666664,0.3546325878594249,15.641061258508135,,,
456715,6,2449.0,763.0,730.0,263.0,42.9884570460287,0.2980808493262556,0.34469200524246396,15.63708504641017,,,
545341,9,3062.0,1073.0,733.0,297.0,48.686682794165705,0.23938602220770738,0.2767940354147251,15.626648900394024,,,
592450,8,3536.0,1257.0,1404.0,577.0,32.60428078321916,0.39705882352941174,0.4590294351630867,15.607413300332954,Aaron Judge,NYY,OF
462101,8,3310.0,1208.0,908.0,382.0,44.61149465888324,0.2743202416918429,0.3162251655629139,15.275913878110698,,,
543484,3,499.0,326.0,81.0,61.0,313.73027613089585,0.1623246492985972,0.18711656441717792,15.27304400515035,,,
518960,4,1459.0,435.0,428.0,147.0,47.143985203023156,0.29335161069225496,0.33793103448275863,15.196583951015153,,,
444489,3,728.0,176.0,187.0,52.0,108.41573744891221,0.25686813186813184,0.29545454545454547,15.02187651920274,,,
571740,3,1316.0,333.0,210.0,61.0,76.21246142417746,0.1595744680851064,0.1831831831831832,14.794794794794793,,,
459964,3,745.0,330.0,240.0,122.0,45.95357829784646,0.3221476510067114,0.3696969696969697,14.760101010101016,,,
673357,3,881.0,435.0,203.0,115.0,68.79622443535759,0.2304199772985244,0.26436781609195403,14.733027574882518,Luis Robert Jr.,NYM,OF
543228,7,1903.0,748.0,393.0,177.0,42.39685946177707,0.20651602732527588,0.23663101604278075,14.582397844634038,,,
518792,8,2855.0,883.0,814.0,288.0,41.988474957312796,0.2851138353765324,0.3261608154020385,14.396698768159697,,,
663647,4,1502.0,549.0,299.0,125.0,43.241083154492514,0.19906790945406125,0.22768670309653916,14.376397341472181,Ke'Bryan Hayes,CIN,3B
594824,3,646.0,273.0,145.0,70.0,33.264117285416525,0.22445820433436534,0.2564102564102564,14.235190097259048,,,
666971,6,2354.0,634.0,674.0,207.0,60.608813730059474,0.286321155480034,0.3264984227129338,14.032238437128495,,,
641313,6,2349.0,887.0,451.0,194.0,26.466585062766455,0.19199659429544488,0.21871476888387825,13.915962773443455,,,
624577,4,1515.0,478.0,462.0,166.0,27.26840692904538,0.30495049504950494,0.3472803347280335,13.880888985491504,,,
642086,4,1116.0,337.0,245.0,84.0,64.17995183303859,0.21953405017921146,0.24925816023738873,13.539635438745238,Dominic Smith,ATL,1B
649966,4,987.0,481.0,246.0,136.0,56.59981816478981,0.24924012158054712,0.28274428274428276,13.442523198620762,,,
435559,6,1604.0,501.0,511.0,181.0,33.486112731922226,0.3185785536159601,0.36127744510978044,13.402939717434014,,,
543760,9,4391.0,1586.0,1341.0,547.0,24.781586039148078,0.30539740378046004,0.34489281210592687,12.932463680620792,Marcus Semien,NYM,2B
572041,6,2019.0,871.0,650.0,316.0,35.881101450945906,0.3219415552253591,0.36280137772675086,12.691689481586144,,,
607680,8,2918.0,979.0,749.0,283.0,81.52015446140291,0.2566826593557231,0.28907048008171604,12.617845244118481,,,
521692,9,3860.0,1291.0,1041.0,392.0,47.20619697888497,0.2696891191709845,0.30364058869093724,12.589113578003616,Salvador Perez,KC,C
663743,4,786.0,354.0,158.0,80.0,36.771814245015186,0.2010178117048346,0.22598870056497175,12.42222698991633,Nick Fortes,TB,C
429664,5,2035.0,773.0,715.0,305.0,28.34662954465583,0.35135135135135137,0.3945666235446313,12.299731316548899,,,
444432,3,1372.0,443.0,337.0,122.0,60.20997658047312,0.2456268221574344,0.27539503386004516,12.119283814831446,,,
624424,7,2467.0,928.0,632.0,266.0,56.92977655175253,0.2561815970814755,0.28663793103448276,11.888572130074206,,,
518626,8,2952.0,1111.0,1007.0,422.0,32.15326693416673,0.34112466124661245,0.37983798379837985,11.348731695413841,,,
670541,6,2008.0,850.0,830.0,391.0,40.21954699827999,0.41334661354581675,0.46,11.286746987951807,Yordan Alvarez,HOU,OF
670770,4,1200.0,640.0,364.0,216.0,58.192436036581526,0.30333333333333334,0.3375,11.263736263736266,TJ Friedl,CIN,OF
408314,4,1108.0,502.0,312.0,157.0,46.11781090928163,0.2815884476534296,0.31274900398406374,11.06599244049443,,,
501571,4,949.0,400.0,156.0,73.0,143.36478242219653,0.1643835616438356,0.1825,11.020833333333337,,,
656941,9,3749.0,1406.0,1073.0,446.0,43.9628397677112,0.2862096559082422,0.31721194879089615,10.83202199599903,Kyle Schwarber,PHI,OF
502054,9,3229.0,1289.0,828.0,366.0,62.610081218519696,0.256426138123258,0.2839410395655547,10.730146951349777,,,
643446,7,2472.0,940.0,861.0,362.0,26.19782097865596,0.3483009708737864,0.3851063829787234,10.567128771591664,Jeff McNeil,ATH,2B
500871,8,2969.0,1131.0,805.0,339.0,79.83014153984315,0.2711350623105423,0.29973474801061006,10.548132527143006,,,
669720,4,1518.0,575.0,375.0,157.0,24.117557029699302,0.24703557312252963,0.27304347826086955,10.528,,,
691023,3,660.0,379.0,101.0,64.0,124.87495999085598,0.15303030303030302,0.16886543535620052,10.347710232764708,Jordan Walker,STL,OF
572287,4,966.0,441.0,167.0,84.0,110.17750502000962,0.17287784679089027,0.19047619047619047,10.179640718562867,,,
666160,3,918.0,284.0,188.0,64.0,51.4377665012409,0.2047930283224401,0.22535211267605634,10.038957147138149,Mickey Moniak,COL,OF
593871,8,2549.0,1281.0,749.0,414.0,38.72187889474326,0.29384072185170657,0.3231850117096019,9.986461261385207,Jorge Polanco,NYM,1B
663728,5,1769.0,696.0,444.0,192.0,156.12597907299022,0.2509892594686263,0.27586206896551724,9.909909909909917,Cal Raleigh,SEA,C
650391,5,1215.0,684.0,309.0,191.0,61.02593511079816,0.254320987654321,0.27923976608187134,9.79816044966786,,,
445988,3,1095.0,374.0,326.0,122.0,56.888987528218415,0.29771689497716897,0.32620320855614976,9.568255634657659,,,
458015,7,3095.0,990.0,1227.0,430.0,29.228576238637114,0.39644588045234247,0.43434343434343436,9.559325940744044,,,
663538,4,1868.0,626.0,608.0,223.0,19.52249210408088,0.32548179871520344,0.3562300319488818,9.446990079031446,Nico Hoerner,CHC,2B
446263,3,1134.0,278.0,302.0,81.0,65.95938708088381,0.26631393298059963,0.29136690647482016,9.407308590213935,,,
609280,3,775.0,312.0,259.0,114.0,155.9461514035284,0.33419354838709675,0.36538461538461536,9.333234333234335,Miguel Andujar,SD,3B
663837,3,1038.0,416.0,233.0,102.0,76.36874758652058,0.22447013487475914,0.24519230769230768,9.23159458567184,Matt Vierling,DET,OF
666176,4,1047.0,402.0,186.0,78.0,99.11484744643718,0.17765042979942694,0.19402985074626866,9.22002888781897,Jo Adell,LAA,OF
643265,3,1039.0,307.0,211.0,68.0,16.147083704987942,0.2030798845043311,0.22149837133550487,9.069577164734387,,,
669394,3,1092.0,403.0,256.0,103.0,14.501499689240058,0.23443223443223443,0.2555831265508685,9.02217741935485,Jake Burger,TEX,1B
592192,8,2700.0,1016.0,761.0,312.0,28.41504022254248,0.28185185185185185,0.30708661417322836,8.953200823615843,,,
677951,4,2032.0,690.0,709.0,262.0,15.138284415608501,0.34891732283464566,0.37971014492753624,8.82524887062816,Bobby Witt Jr.,KC,SS
608324,9,3726.0,1421.0,1495.0,620.0,108.47902905288146,0.4012345679012346,0.4363124560168895,8.742489038055536,Alex Bregman,CHC,3B
686681,4,834.0,454.0,181.0,107.0,108.76644962466614,0.2170263788968825,0.2356828193832599,8.596393019689922,Michael Massey,KC,2B
425877,7,2479.0,872.0,724.0,276.0,45.12587229734065,0.2920532472771279,0.3165137614678899,8.375361143494338,,,
543939,7,2518.0,810.0,764.0,266.0,32.67532983990601,0.3034154090548054,0.32839506172839505,8.232822700536484,,,
572039,4,1316.0,594.0,389.0,190.0,49.76744584095829,0.29559270516717323,0.31986531986531985,8.21150666909022,,,
663697,5,2130.0,664.0,561.0,189.0,34.926998398101304,0.2633802816901408,0.28463855421686746,8.071322724051287,Jonathan India,KC,2B
592261,3,875.0,465.0,162.0,93.0,49.367296943531535,0.18514285714285714,0.2,8.0246913580247,,,
669397,3,760.0,311.0,86.0,38.0,67.43955943256842,0.11315789473684211,0.12218649517684887,7.978763179540861,,,
650402,7,3073.0,1067.0,874.0,327.0,32.12825974396961,0.2844126260982753,0.3064667291471415,7.754263005625395,Gleyber Torres,DET,2B
542303,9,4016.0,1312.0,1194.0,420.0,63.413702337472806,0.29731075697211157,0.3201219512195122,7.672508885892876,Marcell Ozuna,PIT,DH
669004,3,1170.0,417.0,227.0,87.0,32.25239759550727,0.19401709401709402,0.20863309352517986,7.533356574652174,,,
431145,3,980.0,311.0,232.0,79.0,29.26003228485817,0.23673469387755103,0.2540192926045016,7.3012529105222335,,,
453056,3,1064.0,456.0,285.0,131.0,52.80553935493255,0.26785714285714285,0.28728070175438597,7.251461988304099,,,
571745,6,1881.0,802.0,462.0,211.0,60.33743627539306,0.24561403508771928,0.2630922693266833,7.116138225863914,,,
467793,9,4269.0,1495.0,1470.0,551.0,31.118019728453266,0.3443429374560787,0.368561872909699,7.033376561326876,,,
664761,4,1790.0,562.0,528.0,177.0,40.729044673812396,0.29497206703910617,0.31494661921708184,6.77167583306372,Alec Bohm,PHI,3B
502143,3,1037.0,356.0,273.0,100.0,36.86376278846902,0.26325940212150434,0.2808988764044944,6.700415689179742,,,
600869,5,2063.0,611.0,478.0,151.0,74.54161714061632,0.2317014057198255,0.24713584288052373,6.661348088393399,,,
501981,6,2190.0,813.0,571.0,226.0,29.1309048125678,0.26073059360730594,0.2779827798277983,6.616863016265892,,,
474832,6,2364.0,704.0,671.0,213.0,93.10147868496566,0.28384094754653133,0.3025568181818182,6.5937881045928615,,,
669261,3,754.0,329.0,127.0,59.0,747.3257971999678,0.16843501326259946,0.17933130699088146,6.46913816623986,,,
502210,5,1961.0,624.0,662.0,224.0,16.830563447095912,0.33758286588475267,0.358974358974359,6.336664342706641,,,
471083,3,655.0,245.0,146.0,58.0,70.93431316577232,0.22290076335877862,0.23673469387755103,6.206318143695841,,,
608385,3,942.0,250.0,264.0,74.0,57.7760710274381,0.2802547770700637,0.296,5.6181818181818155,,,
666181,3,750.0,220.0,113.0,35.0,125.88871465321667,0.15066666666666667,0.1590909090909091,5.591311343523729,Will Benson,CIN,OF
592387,3,975.0,437.0,243.0,115.0,38.18089200846641,0.24923076923076923,0.2631578947368421,5.588044184535408,,,
645277,6,2640.0,1002.0,881.0,353.0,50.915216625406345,0.33371212121212124,0.3522954091816367,5.568658369979664,Ozzie Albies,ATL,2B
543829,5,1929.0,773.0,480.0,203.0,17.620300369103333,0.24883359253499224,0.2626131953428202,5.537677878395855,,,
446386,4,848.0,295.0,240.0,88.0,25.466126842516363,0.2830188679245283,0.2983050847457627,5.401129943502833,,,
553993,10,4567.0,1550.0,1121.0,401.0,87.8870169151037,0.24545653601926867,0.25870967741935486,5.399384190383015,Eugenio Suárez,CIN,3B
672386,5,1429.0,615.0,482.0,218.0,28.599185861804376,0.3372988103568929,0.3544715447154472,5.0912525722767725,,,
663656,5,2155.0,622.0,887.0,269.0,26.18822322733359,0.4116009280742459,0.432475884244373,5.071649441558495,Kyle Tucker,LAD,OF
547180,9,3926.0,1514.0,1464.0,593.0,46.08347802681378,0.3728986245542537,0.3916776750330251,5.03596667893828,Bryce Harper,PHI,1B
607732,5,1151.0,427.0,231.0,90.0,55.11404407837914,0.20069504778453517,0.2107728337236534,5.021442257976228,,,
663457,5,1316.0,646.0,362.0,186.0,53.605473741699775,0.2750759878419453,0.28792569659442724,4.671330585156412,,,
594988,3,812.0,431.0,225.0,125.0,131.95301519111447,0.2770935960591133,0.2900232018561485,4.666151069863359,,,
608365,3,1001.0,361.0,204.0,77.0,45.55830771614774,0.2037962037962038,0.21329639889196675,4.661615338656228,,,
543257,8,2729.0,876.0,656.0,220.0,70.85078051698223,0.24038109197508245,0.2511415525114155,4.476417195678799,,,
500743,9,2591.0,1041.0,734.0,308.0,32.08467035477018,0.2832883056734851,0.29586935638808837,4.441076621462809,Miguel Rojas,LAD,SS
593428,10,4677.0,1513.0,1508.0,509.0,38.80129440616378,0.32242890741928587,0.3364177131526768,4.338570584553679,Xander Bogaerts,SD,SS
650489,5,1837.0,503.0,358.0,102.0,65.74994082657113,0.19488296135002722,0.20278330019880716,4.053888956762221,Willi Castro,COL,2B
681082,4,1644.0,593.0,432.0,162.0,43.91630261985097,0.26277372262773724,0.27318718381112983,3.9629005059021805,Bryson Stott,PHI,2B
466320,5,1940.0,730.0,642.0,251.0,23.31489034035755,0.3309278350515464,0.34383561643835614,3.900482225920706,,,
592325,5,1488.0,534.0,306.0,114.0,36.9613672966285,0.2056451612903226,0.21348314606741572,3.811412205331562,,,
543807,10,4216.0,1587.0,1392.0,543.0,22.304639920221973,0.3301707779886148,0.34215500945179583,3.6297068856875803,George Springer,TOR,DH
543685,6,2155.0,932.0,839.0,375.0,23.431564773691385,0.3893271461716937,0.40236051502145925,3.347665062126902,,,
456030,3,1246.0,340.0,461.0,130.0,31.76344681668178,0.36998394863563405,0.38235294117647056,3.3431159882608004,,,
668930,3,1263.0,462.0,276.0,104.0,44.28625694775873,0.21852731591448932,0.22510822510822512,3.0114812723508395,Brice Turang,MIL,2B
575929,7,2605.0,600.0,725.0,172.0,38.55861216120773,0.2783109404990403,0.2866666666666667,3.002298850574715,Willson Contreras,BOS,1B
605204,4,1153.0,420.0,262.0,98.0,41.70036483193407,0.22723330442324371,0.23333333333333334,2.6844783715012728,,,
606115,7,2143.0,876.0,427.0,179.0,109.64125922586412,0.1992533831077928,0.204337899543379,2.5517842439019214,,,
669289,4,1057.0,325.0,289.0,91.0,34.34966817924623,0.27341532639545885,0.28,2.4083044982699056,,,
664913,4,1175.0,465.0,232.0,94.0,60.434313239533864,0.1974468085106383,0.2021505376344086,2.382276603633659,,,
520471,6,2637.0,892.0,575.0,199.0,38.19026118841361,0.2180508153204399,0.22309417040358745,2.312926496393056,,,
475582,6,1629.0,590.0,475.0,176.0,69.99112323513583,0.29158993247391035,0.2983050847457627,2.3029438001784257,,,
661388,4,1706.0,619.0,515.0,191.0,22.214452078923035,0.3018757327080891,0.308562197092084,2.214972473610736,William Contreras,MIL,C
