player_name,bucket,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank,group
Carlos Cortes,H,,UR,24.0,2.12,1.6862702979496411,low,1.6862702979496411,blended_xfp,add,0.1316,-0.0322,,True,63.0,PURE_HITTER,PLUS/AVG/AVG,CAREER_LOW,CONTACT=65;POWER=51;DISCIPLINE=58,,0.0,0.583,29.0,PEAK,,,BUY — under-the-radar,BUY,under_the_radar,0.5,2.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,PL hasn't ranked him but model #24 and archetype OVERALL 63 (PURE_HITTER) both endorse.,,,,,,,,,,,,,,0.357,0.356,-0.001,ALIGNED,,,,,0.36,0.346,ALIGNED,192.0,0.333,0.379,-6.6,6.1,AWAY,,,,,L21 games,21.0,1.2,2.4,0.0,67.0,-3.0,8.0,0.0,DOWN,0.0 2.0 4.0 -3.0 -2.0 0.0 0.0 0.0,6.0,weekly,04-25,06-20,63.0,55.0,-8.0,AVERAGE_HITTER,CONTACT=56;POWER=52;DISCIPLINE=56,CONTACT:-6;POWER:-16;DISCIPLINE:+1,,,,,,,,,FA-H,,2,OF
Nasim Nuñez,H,139.0,139,232.0,1.36,1.686040723524148,low,1.686040723524148,blended_xfp,drop,-0.1283,0.0126,,True,36.0,GENERIC_NO_POWER,AVG/MINUS/AVG,CAREER_LOW,CONTACT=43;POWER=31;DISCIPLINE=55,,0.0,0.414,26.0,PEAK,,,FADE — PL chasing outcomes,FADE,pl_outcome_chase,1.0,4.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #139 but model #232 and archetype OVERALL 36 (GENERIC_NO_POWER) — process doesn't support PL rank.,,,,,,,,,,,,,,0.291,0.3,0.009,ALIGNED,0.316,0.349,OVERPERFORMING,67.0,0.281,0.281,ALIGNED,174.0,0.291,0.291,-0.1,0.1,AWAY,,,,,L21 games,21.0,1.9,3.2,5.0,43.0,-3.0,13.0,2.7,FLAT,0.0 2.0 5.0 13.0 2.0 2.0 3.0 3.0,6.0,weekly,04-25,06-20,45.0,46.0,1.0,GENERIC_NO_POWER,CONTACT=51;POWER=36;DISCIPLINE=55,CONTACT:+2;POWER:+1;DISCIPLINE:+1,,,,,,,,,FA-H,,107,2B/SS
Jeremiah Jackson,H,,UR,98.0,1.79,1.309628443679995,high,1.309628443679995,blended_xfp,hold,-0.0062,0.0052,,True,50.0,AVG_HACKER,AVG/AVG/MINUS,TRENDING_UP,CONTACT=51;POWER=51;DISCIPLINE=39,5.0,0.5,0.461,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #98); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.29,0.315,0.025,OVERPERFORMING,0.325,0.264,UNDERPERFORMING,51.0,0.277,0.334,OVERPERFORMING,139.0,0.287,0.293,-1.0,1.1,AWAY,,,,,L21 games,21.0,1.8,2.1,0.0,48.0,-1.0,6.0,2.3,FLAT,2.0 6.0 -1.0 2.0 5.0 3.0 0.0 4.0,6.0,weekly,04-25,06-20,53.0,51.0,-2.0,AVG_HACKER,CONTACT=52;POWER=53;DISCIPLINE=39,CONTACT:-1;POWER:-4;DISCIPLINE:+1,,,,,,• stable (phys +0.3σ) — bat speed +1.4mph,,,FA-H,,25,OF
Yoendrys Gómez,RP,25.0,25,49.0,71.2,3.5286795631947627,low,3.5286795631947627,blended_xfp,hold,-19.1,,,True,43.0,GENERIC_MIDDLE,AVG/AVG/AVG,CAREER_LOW,STUFF=47;CONTROL=45;BATTED_BALL=42,,0.0,2.75,27.0,PEAK,91.56722972972972,BALANCED,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 25),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,4.9,3.9,33.0,7.0,-3.9,11.4,6.3,UP,3.2 1.2 4.3 -3.9 9.3 10.4 4.3 4.3,6.0,weekly,04-25,06-20,39.0,46.0,7.0,LIGHT_USE_MIDDLE,STUFF=44;CONTROL=52;BATTED_BALL=39,STUFF:+9;CONTROL:+2;BATTED_BALL:+9,,,,,,"🔺 FB velo +1.3 mph (+1.7σ) — stuff-up watch, results confirming",,,FA-RP,,20,RP
Curtis Mead,H,99.0,99,87.0,1.81,1.4683818169043974,high,1.4683818169043974,blended_xfp,hold,-0.0527,-0.0166,,True,64.0,CONTACT_POWER,PLUS/PLUS/AVG,TRENDING_UP,CONTACT=61;POWER=60;DISCIPLINE=55,11.0,0.667,0.604,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 99); model rank changes by >20 (currently #87); archetype OVERALL changes by >10 (currently 64); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.37,0.353,-0.017,ALIGNED,0.37,0.362,ALIGNED,89.0,0.369,0.346,UNDERPERFORMING,129.0,0.378,0.361,2.3,-2.3,HOME,,,,,L21 games,21.0,2.2,3.7,0.0,57.0,-2.0,9.0,-0.3,DOWN,-1.0 1.0 2.0 9.0 2.0 0.0 -1.0 0.0,6.0,weekly,04-25,06-20,55.0,57.0,2.0,POWER_HITTER,CONTACT=55;POWER=60;DISCIPLINE=58,CONTACT:+2;POWER:+1;DISCIPLINE:+2,,,,,,• stable (phys -0.3σ) — bat speed -0.2mph,,,FA-H,,19,1B/3B
Jorge Soler,H,,UR,,,1.9167182742133708,high,1.9167182742133708,blended_xfp,—,,,,True,45.0,BACKUP_BAT,MINUS/AVG/AVG,TRENDING_DOWN,CONTACT=38;POWER=57;DISCIPLINE=55,-7.0,0.091,0.385,34.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 45); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,0.9,2.9,0.0,67.0,-3.0,8.0,3.0,UP,0.0 -1.0 -1.0 1.0 0.0 8.0 2.0 -1.0,6.0,weekly,04-25,05-30,53.0,52.0,-1.0,AVERAGE_HITTER,CONTACT=49;POWER=56;DISCIPLINE=52,CONTACT:+1;POWER:-4;DISCIPLINE:-2,,,,,,,,,FA-H,,124,OF
Cam Smith,H,127.0,127,210.0,1.46,1.358956130894941,high,1.358956130894941,blended_xfp,hold,-0.0566,-0.015,,True,50.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_UP,CONTACT=49;POWER=50;DISCIPLINE=53,6.0,0.5,0.493,23.0,PRE_PEAK,,,BUY — archetype breakout,BUY,archetype_breakout,0.5,2.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype TRENDING_UP to AVERAGE_HITTER (AVG/AVG/AVG); PL has caught it (#127); model lagging (#210). Buy before model catches up.,,,,,,,,,,,,,,0.335,0.301,-0.034,UNDERPERFORMING,0.323,0.283,UNDERPERFORMING,77.0,0.34,0.307,UNDERPERFORMING,216.0,0.325,0.345,-2.9,3.0,AWAY,,,,,L21 games,21.0,1.6,2.7,0.0,52.0,-4.0,9.0,0.7,FLAT,-2.0 1.0 1.0 1.0 3.0 2.0 0.0 0.0,6.0,weekly,04-25,06-20,53.0,52.0,-1.0,AVERAGE_HITTER,CONTACT=51;POWER=54;DISCIPLINE=52,CONTACT:-1;POWER:-2;DISCIPLINE:+0,,,,,,"🔺 breakout watch (phys +2.5σ) — bat speed +2.7mph, intent +3.0σ, swing-path toward-band +2.1σ; contact confirming",,,FA-H,,95,OF
Jeremiah Estrada,RP,,—,84.0,96.0,3.820851588277724,high,3.820851588277724,blended_xfp,drop,-48.2,,,True,53.0,PURE_STUFF_RP,PLUS/AVG/AVG,TRENDING_DOWN,STUFF=60;CONTROL=41;BATTED_BALL=43,-7.5,0.0,3.14,28.0,PEAK,90.48370607028754,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #84); archetype OVERALL changes by >10 (currently 53); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.4,2.7,27.0,7.0,-2.9,6.5,0.9,DOWN,1.3 4.3 4.3 2.1 3.3 5.4 -2.9 0.3,6.0,weekly,04-25,06-20,44.0,52.0,8.0,GENERIC_MIDDLE,STUFF=56;CONTROL=46;BATTED_BALL=48,STUFF:+4;CONTROL:+8;BATTED_BALL:+18,,,,,,"🔻 FB velo -2.1 mph (-2.7σ) — velo decline/health watch, results diverging (tool moved, results hasn't)",,,FA-RP,,50,RP
Ryne Nelson,SP,69.0,69,132.0,9.18197409153229,11.8182915342672,high,11.8182915342672,blended_xfp,hold,-2.387,-4.102,,True,36.0,GENERIC_HR_PRONE,AVG/MINUS/AVG,TRENDING_DOWN,STUFF=44;MOVEMENT=28;CONTROL=51,-5.0,0.25,10.1,28.0,PEAK,92.7257299270073,POWER,FADE — PL chasing outcomes,FADE,pl_outcome_chase,0.75,3.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #69 but model #132 and archetype OVERALL 36 (GENERIC_HR_PRONE) — process doesn't support PL rank.,,DECLINE-RISK,,1.0060663453072465,0.2440192659026934,1.9742211732751684,0.366,0.326,5.5,-6.1,186.0,169.0,L,0.355,0.347,-0.008,ALIGNED,0.37,0.333,OVERPERFORMING,185.0,0.337,0.363,UNDERPERFORMING,168.0,0.336,0.377,-5.2,6.4,AWAY,STEEP_DECAY,-0.121,-0.269,-0.39,L8 starts,8.0,12.1,10.7,25.0,25.0,-9.8,24.0,6.5,DOWN,24.0 20.1 10.1 18.4 4.6 15.1 -9.8 14.1,6.0,per_start,#3,#15,47.0,48.0,1.0,JUNKBALLER,STUFF=38;MOVEMENT=55;CONTROL=65,STUFF:-9;MOVEMENT:+5;CONTROL:+24,105.8,11.55,38.0,31.0,RISKY,• FB velo +0.6 mph (+0.8σ) — stable,43.0,BELOW_AVG,FA-SP,,30,SP
Javier Assad,SP,80.0,80,207.0,7.813615016314795,10.593820548439394,low,10.593820548439394,blended_xfp,drop,-3.756,10.175,0.3787777031564808,True,38.0,FILLER,MINUS/AVG/AVG,TRENDING_DOWN,STUFF=38;MOVEMENT=46;CONTROL=40,-6.0,0.0,8.25,27.0,PEAK,87.41052009456264,BALANCED,FADE — PL chasing outcomes,FADE,pl_outcome_chase,0.75,3.0,4.0,model rank improves to top-50; archetype OVERALL climbs above 55; traj_flag flips to TRENDING_UP; PL rank holds or improves over next 2 weeks,PL #80 but model #207 and archetype OVERALL 38 (FILLER) — process doesn't support PL rank.,,,,,,,0.366,0.245,18.4,-20.7,91.0,81.0,L,0.315,0.28,-0.035,OVERPERFORMING,0.373,0.352,OVERPERFORMING,90.0,0.251,0.199,OVERPERFORMING,80.0,0.284,0.336,-9.8,6.5,AWAY,DECAY,-0.057,-0.225,-0.282,L8 starts,5.0,10.6,14.1,20.0,20.0,-13.7,20.8,16.1,UP,18.7 -13.7 16.7 20.8 10.7,6.0,per_start,#3,#9,44.0,45.0,1.0,SOFT_TOSS_ARTIST,STUFF=28;MOVEMENT=62;CONTROL=61,STUFF:-1;MOVEMENT:+3;CONTROL:+3,,,,,,• FB velo +0.8 mph (+1.0σ) — stable,35.0,BELOW_AVG_HARD,FA-SP,,60,SP
J.P. Crawford,H,130.0,130,83.0,1.82,1.7347314032539254,high,1.7347314032539254,blended_xfp,hold,0.016,-0.0109,,True,58.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_UP,CONTACT=56;POWER=53;DISCIPLINE=64,4.5,0.875,0.515,31.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 130); model rank changes by >20 (currently #83); archetype OVERALL changes by >10 (currently 58); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.235,0.272,-9.6,4.6,1149.0,2417.0,R,0.352,0.333,-0.019,ALIGNED,0.366,0.313,UNDERPERFORMING,79.0,0.346,0.342,ALIGNED,174.0,0.375,0.325,6.5,-7.6,HOME,,,,,L21 games,21.0,1.7,3.8,5.0,57.0,-2.0,15.0,1.0,FLAT,8.0 3.0 3.0 -2.0 0.0 -1.0 2.0 2.0,6.0,weekly,04-25,06-20,54.0,54.0,0.0,BALANCED_EYE,CONTACT=53;POWER=54;DISCIPLINE=63,CONTACT:-1;POWER:+5;DISCIPLINE:-5,,,,,,• stable (phys +0.7σ) — bat speed +0.5mph,,,FA-H,,17,2B/SS
Masyn Winn,H,,—,179.0,1.53,2.0847709547925546,high,2.0847709547925546,blended_xfp,drop,-0.0682,0.0098,,True,45.0,GENERIC_NO_POWER,AVG/MINUS/AVG,STABLE,CONTACT=50;POWER=39;DISCIPLINE=55,-2.5,0.25,0.46,24.0,PRE_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #179); archetype OVERALL changes by >10 (currently 45); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.261,0.224,10.9,-4.7,395.0,915.0,L,0.308,0.308,0.0,ALIGNED,0.325,0.369,OVERPERFORMING,75.0,0.302,0.287,ALIGNED,213.0,0.324,0.293,5.2,-5.0,HOME,,,,,L21 games,21.0,2.4,2.4,5.0,33.0,-1.0,10.0,6.0,UP,2.0 -1.0 3.0 2.0 2.0 5.0 3.0 10.0,6.0,weekly,04-25,06-20,50.0,49.0,-1.0,AVERAGE_HITTER,CONTACT=52;POWER=43;DISCIPLINE=54,CONTACT:-1;POWER:-1;DISCIPLINE:+0,,,,,,• stable (phys -0.7σ) — bat speed -0.7mph,,,FA-H,,80,2B/SS
Zebby Matthews,SP,91.0,91,161.0,8.771030591027394,13.032183362090096,high,13.032183362090096,blended_xfp,drop,-2.798,-4.583,1.0,True,54.0,AVERAGE_4_5,AVG/AVG/AVG,CAREER_LOW,STUFF=58;MOVEMENT=46;CONTROL=55,,0.0,13.1,25.0,PRE_PEAK,91.92357723577236,POWER,CAUTION,CAUTION,process_red_flag,1.0,4.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 91),WARN Career-low season (0% career-percentile).,,DECLINE-RISK,LOW-VELO,-2.742231660298117,-0.4914967346394689,-1.3903353096179103,0.317,0.289,3.8,-5.3,103.0,75.0,L,0.305,0.323,0.018,ALIGNED,0.317,0.339,UNDERPERFORMING,103.0,0.289,0.3,ALIGNED,75.0,0.291,0.315,-4.6,3.3,AWAY,,,,,L8 starts,7.0,11.1,9.0,14.0,29.0,-1.7,23.1,9.0,DOWN,23.1 16.8 12.8 -1.7 12.1 -0.2 15.1,5.0,per_start,#3,#7,59.0,53.0,-6.0,PURE_CONTROL,STUFF=47;MOVEMENT=56;CONTROL=63,STUFF:-7;MOVEMENT:-3;CONTROL:-12,95.6,10.95,-32.0,26.0,MODERATE,"🔻 FB velo -1.2 mph (-1.5σ) — velo decline/health watch, results diverging (tool moved, results hasn't)",50.0,AVG_PROCESS,FA-SP,,40,SP
A.J. Ewing,H,149.0,149,172.0,1.55,1.684254377829822,low,1.684254377829822,blended_xfp,hold,0.0242,-0.0065,,True,47.0,AVERAGE_HITTER,AVG/AVG/AVG,CAREER_LOW,CONTACT=51;POWER=44;DISCIPLINE=46,,0.0,0.324,,,,,CAUTION,CAUTION,process_red_flag,1.0,4.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently 149),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,0.342,0.331,-0.011,ALIGNED,,,,,0.378,0.376,ALIGNED,104.0,0.337,0.347,-1.6,1.5,AWAY,,,,,L21 games,21.0,1.8,2.8,5.0,48.0,-2.0,10.0,2.3,FLAT,0.0 10.0 0.0 0.0 4.0 4.0 0.0 3.0,4.0,weekly,05-30,06-20,53.0,52.0,-1.0,AVERAGE_HITTER,CONTACT=55;POWER=48;DISCIPLINE=54,CONTACT:+0;POWER:-1;DISCIPLINE:-2,,,,,,,,,FA-H,,73,OF
Jake McCarthy,H,137.0,137,125.0,1.7,1.6560213183954366,high,1.6560213183954366,blended_xfp,hold,0.0116,-0.0049,,True,51.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=54;POWER=47;DISCIPLINE=47,-0.5,0.6,0.501,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 137); model rank changes by >20 (currently #125); archetype OVERALL changes by >10 (currently 51); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.223,0.243,-6.1,2.3,399.0,1054.0,R,0.319,0.358,0.039,OVERPERFORMING,0.3,0.363,OVERPERFORMING,41.0,0.323,0.356,OVERPERFORMING,173.0,0.328,0.31,2.8,-2.6,HOME,,,,,L21 games,21.0,2.5,4.2,10.0,38.0,-3.0,15.0,4.3,UP,0.0 2.0 0.0 3.0 3.0 2.0 9.0 2.0,6.0,weekly,04-25,06-20,48.0,51.0,3.0,AVERAGE_HITTER,CONTACT=55;POWER=47;DISCIPLINE=46,CONTACT:+3;POWER:+4;DISCIPLINE:-2,,,,,,• stable (phys +1.0σ) — bat speed +1.5mph,,,FA-H,,44,OF
Andrew Painter,SP,,—,206.0,7.9274133570067615,11.161132969974693,low,11.161132969974693,blended_xfp,drop,-3.642,-3.606,,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.25,1.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #206); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,RISING,,,-1.0813378595987473,,0.339,0.355,-1.8,2.9,185.0,114.0,R,0.35,0.393,0.043,UNDERPERFORMING,0.344,0.395,UNDERPERFORMING,183.0,0.36,0.39,UNDERPERFORMING,113.0,0.319,0.389,-9.0,11.0,AWAY,,,,,L8 starts,8.0,2.4,10.6,0.0,50.0,-11.9,13.8,-5.3,DOWN,7.5 -11.9 13.5 13.8 11.9 -2.0 -3.6 -10.4,6.0,per_start,#3,#14,58.0,46.0,-12.0,AVERAGE_4_5,STUFF=41;MOVEMENT=54;CONTROL=43,STUFF:-9;MOVEMENT:-14;CONTROL:-21,100.3,10.97,48.0,31.0,RISKY,,46.0,BELOW_AVG,FA-SP,,59,SP
Blaze Alexander,H,131.0,131,176.0,1.54,1.7234664822436696,high,1.7234664822436696,blended_xfp,hold,-0.0558,0.0101,,True,56.0,BALANCED_EYE,AVG/AVG/PLUS,TRENDING_UP,CONTACT=58;POWER=47;DISCIPLINE=61,10.0,0.667,0.488,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 131); model rank changes by >20 (currently #176); archetype OVERALL changes by >10 (currently 56); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.361,0.368,0.007,ALIGNED,0.318,0.31,ALIGNED,55.0,0.379,0.393,ALIGNED,130.0,0.384,0.338,6.5,-6.1,HOME,,,,,L21 games,21.0,3.5,3.9,10.0,38.0,-1.0,14.0,4.7,UP,3.0 3.0 3.0 -1.0 6.0 0.0 3.0 11.0,6.0,weekly,04-25,06-20,47.0,53.0,6.0,AVERAGE_HITTER,CONTACT=56;POWER=49;DISCIPLINE=48,CONTACT:+7;POWER:+6;DISCIPLINE:+2,,,,,,• stable (phys +0.3σ) — bat speed +0.7mph,,,FA-H,,77,1B/3B
Fernando Cruz,RP,,—,59.0,65.1,3.2760235266224043,high,3.2760235266224043,blended_xfp,hold,-30.5,,,True,51.0,WILD_HIGH_LEVERAGE,PLUS/MINUS/MINUS,CAREER_LOW,STUFF=62;CONTROL=37;BATTED_BALL=35,-2.5,0.0,3.25,36.0,POST_PEAK,85.13203703703704,FINESSE,CAUTION,CAUTION,process_red_flag,0.5,2.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —); velo drops further (already FINESSE tier),WARN Career-low season (0% career-percentile).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.8,3.8,27.0,7.0,-0.7,13.5,1.2,DOWN,7.4 5.3 1.2 13.5 1.3 1.3 0.2 2.2,6.0,weekly,04-25,06-20,52.0,56.0,4.0,WILD_FIREBALLER_RP,STUFF=70;CONTROL=34;BATTED_BALL=51,STUFF:+0;CONTROL:+8;BATTED_BALL:+15,,,,,,• FB velo -0.3 mph (-0.4σ) — stable,,,FA-RP,,28,RP
Hogan Harris,RP,33.0,33,34.0,89.1,3.1253690745796945,high,3.1253690745796945,blended_xfp,hold,-3.5,,,True,38.0,AVG_STUFF_WILD,AVG/MINUS/AVG,STABLE,STUFF=43;CONTROL=36;BATTED_BALL=50,1.0,0.5,2.18,30.0,PEAK,88.26723163841808,BALANCED,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 33); model rank changes by >20 (currently #34); archetype OVERALL changes by >10 (currently 38); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.9,4.8,20.0,20.0,-8.9,11.4,-2.4,DOWN,5.3 3.3 1.5 2.2 11.4 -2.7 4.3 -8.9,6.0,weekly,04-25,06-20,43.0,45.0,2.0,GB_BULK_WILD,STUFF=44;CONTROL=39;BATTED_BALL=63,STUFF:+2;CONTROL:+3;BATTED_BALL:+0,,,,,,"🔺 FB velo +1.6 mph (+2.1σ) — stuff-up watch, results diverging (tool moved, results hasn't)",,,FA-RP,,10,RP
Brady Singer,SP,,—,209.0,7.796335686468249,10.55694653855058,high,10.55694653855058,blended_xfp,drop,-3.773,3.262,0.4177300201477503,True,36.0,PIT_CHF,MINUS/MINUS/AVG,TRENDING_DOWN,STUFF=37;MOVEMENT=36;CONTROL=59,-7.5,0.0,7.63,30.0,PEAK,86.83303730017762,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Archetype flag: PIT_CHF — bottom-tier process profile.,,STABLE,LOW-VELO,-0.8482702037332928,,-0.8990201456306011,0.35,0.369,-2.0,3.4,190.0,115.0,R,0.368,0.407,0.039,UNDERPERFORMING,0.358,0.416,UNDERPERFORMING,186.0,0.386,0.393,ALIGNED,110.0,0.379,0.361,2.9,-2.1,HOME,AVERAGE,-0.023,-0.237,-0.26,L8 starts,8.0,5.9,6.5,0.0,50.0,-5.0,13.8,11.8,UP,-5.0 9.8 1.1 1.2 4.5 10.2 13.8 11.5,6.0,per_start,#3,#14,52.0,47.0,-5.0,AVERAGE_4_5,STUFF=44;MOVEMENT=52;CONTROL=43,STUFF:-7;MOVEMENT:+4;CONTROL:-20,90.9,9.23,9.0,34.0,RISKY,• FB velo -0.8 mph (-1.0σ) — stable,42.0,BELOW_AVG,FA-SP,,61,SP
Jeff McNeil,H,,UR,102.0,1.77,1.8813050739719115,high,1.8813050739719115,blended_xfp,hold,-0.0126,-0.0109,,True,49.0,GENERIC_NO_POWER,AVG/MINUS/AVG,CAREER_LOW,CONTACT=55;POWER=37;DISCIPLINE=59,-2.0,0.0,0.433,34.0,POST_PEAK,,,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently UR),WARN Career-low season (0% career-percentile).,,,,,,,0.319,0.373,-11.0,4.1,925.0,2487.0,R,0.308,0.293,-0.015,ALIGNED,0.321,0.258,UNDERPERFORMING,42.0,0.306,0.3,ALIGNED,204.0,0.307,0.31,-0.4,0.4,AWAY,,,,,L21 games,21.0,0.8,3.0,5.0,86.0,-2.0,13.0,0.3,FLAT,2.0 13.0 -1.0 1.0 0.0 0.0 2.0 -1.0,6.0,weekly,04-25,06-20,51.0,49.0,-2.0,AVERAGE_HITTER,CONTACT=54;POWER=42;DISCIPLINE=50,CONTACT:-2;POWER:-2;DISCIPLINE:+0,,,,,,🔻 decline watch (phys -1.3σ) — bat speed -2.5mph; contact not yet,,,FA-H,,27,2B/SS
