player_name,bucket,pl_rank,pl_rank_raw,model_rank,model_proj,blended_xfp,blend_confidence,headline_proj,headline_source,model_signal,model_rep_delta,model_recform,schedule_idx,arche_have,arche_overall,arche_label,arche_cell,arche_traj,arche_domains,arche_slope_3yr,arche_career_pct,arche_t1_fp,arche_age,arche_age_tier,arche_velo,arche_velo_tier,verdict,verdict_top,reason_tag,confidence,confidence_n_aligned,confidence_n_available,watch_list,rationale,override_tag,decline_tier,velo_severity,velo_yoy,velo_in,velo_2y,split_rate_vs_L,split_rate_vs_R,split_lift_vs_L_pct,split_lift_vs_R_pct,split_pa_vs_L,split_pa_vs_R,split_dominant,xstat_xwoba,xstat_woba,xstat_gap,xstat_regression,xstat_vs_L_xwoba,xstat_vs_L_woba,xstat_vs_L_reg,xstat_vs_L_pa,xstat_vs_R_xwoba,xstat_vs_R_woba,xstat_vs_R_reg,xstat_vs_R_pa,ha_rate_home,ha_rate_away,ha_lift_home_pct,ha_lift_away_pct,ha_dominant,tto_tier,tto_penalty,tto1_rate,tto3_rate,bb_window,bb_n,bb_mean,bb_std,bb_boom_pct,bb_bust_pct,bb_min,bb_max,bb_l3_mean,bb_trend,bb_last,traj_n,traj_cadence,traj_first_label,traj_last_label,traj_ovr_first,traj_ovr_last,traj_ovr_delta,traj_last_archetype,traj_dom_last,traj_dom_deltas,stuff_plus,stuff_proj_ros_fp,stuff_breakout_gap,floor_bust_prob,floor_tier,trend_tag,shadow_grade,shadow_verdict,category,resolved,within_bucket_rank,group
Heliot Ramos,H,,UR,,,2.697297049395827,high,2.697297049395827,blended_xfp,—,,,,True,51.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=52;POWER=52;DISCIPLINE=41,-3.5,0.0,0.47,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 51); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.9,3.5,5.0,52.0,-3.0,11.0,0.3,DOWN,4.0 4.0 11.0 6.0 2.0 1.0 0.0 0.0,3.0,weekly,04-25,05-09,56.0,54.0,-2.0,AVERAGE_HITTER,CONTACT=54;POWER=56;DISCIPLINE=44,CONTACT:-2;POWER:-4;DISCIPLINE:-2,,,,,,,,,FA-H,,124,OF
Sean Burke,SP,,—,160.0,8.778824343940606,11.240431259709538,high,11.240431259709538,blended_xfp,drop,-2.791,5.283,0.0879785090664875,True,43.0,WILD_MID,AVG/AVG/MINUS,CAREER_LOW,STUFF=49;MOVEMENT=41;CONTROL=36,,0.0,9.77,26.0,PRE_PEAK,88.64838031131679,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Archetype flag: WILD_MID — bottom-tier process profile. WARN Career-low season (0% career-percentile).,,DECLINE-RISK,,0.9623117718307554,1.025194282148732,,0.32,0.291,3.9,-5.8,203.0,137.0,L,0.313,0.315,0.002,ALIGNED,0.326,0.321,ALIGNED,200.0,0.293,0.305,ALIGNED,136.0,0.32,0.301,2.5,-3.8,HOME,STEEP_DECAY,-0.243,-0.182,-0.425,L8 starts,8.0,10.1,10.1,25.0,38.0,-3.7,22.8,13.0,UP,12.8 22.8 -3.7 2.3 7.4 22.1 16.6 0.2,6.0,per_start,#3,#15,57.0,57.0,0.0,PURE_MOVEMENT,STUFF=59;MOVEMENT=61;CONTROL=41,STUFF:+12;MOVEMENT:-7;CONTROL:-23,97.7,11.47,-32.0,25.0,MODERATE,• FB velo +0.1 mph (+0.2σ) — stable,52.0,AVG_PROCESS,FA-SP,,39,SP
Troy Johnston,H,,UR,,,1.5314774874748815,high,1.5314774874748815,blended_xfp,—,,,,True,51.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=56;POWER=42;DISCIPLINE=49,-3.0,0.0,0.437,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 51); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,2.7,3.2,5.0,48.0,0.0,14.0,0.7,DOWN,1.0 4.0 1.0 4.0 14.0 1.0 0.0 1.0,6.0,weekly,04-25,06-13,53.0,51.0,-2.0,AVERAGE_HITTER,CONTACT=56;POWER=45;DISCIPLINE=46,CONTACT:+0;POWER:-4;DISCIPLINE:+0,,,,,,,,,FA-H,,124,OF
Grant Holmes,SP,,UR,89.0,9.974479974844249,13.008528220595874,high,13.008528220595874,blended_xfp,hold,-1.595,2.367,0.1665547347212889,True,46.0,AVERAGE_4_5,AVG/AVG/AVG,TRENDING_DOWN,STUFF=49;MOVEMENT=47;CONTROL=41,-5.0,0.0,10.03,30.0,PEAK,89.58090277777778,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #89); archetype OVERALL changes by >10 (currently 46); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,STABLE,,0.2449162509951321,-0.3369403852689316,-0.189495739470658,0.359,0.301,7.1,-10.0,168.0,119.0,L,0.336,0.327,-0.009,ALIGNED,0.359,0.328,OVERPERFORMING,168.0,0.304,0.325,UNDERPERFORMING,118.0,0.327,0.347,-2.7,3.3,AWAY,STEEP_DECAY,-0.157,-0.118,-0.274,L8 starts,8.0,7.1,7.6,0.0,38.0,-4.4,17.8,2.8,DOWN,0.5 9.2 17.8 14.5 6.4 11.8 1.1 -4.4,6.0,per_start,#3,#13,54.0,51.0,-3.0,AVERAGE_4_5,STUFF=52;MOVEMENT=55;CONTROL=40,STUFF:-3;MOVEMENT:-7;CONTROL:+8,89.5,10.27,-32.0,28.0,MODERATE,• FB velo -0.4 mph (-0.5σ) — stable,47.0,BELOW_AVG,FA-SP,,15,SP
Alex Vesia,RP,,UR,33.0,97.2,3.5993626324261374,high,3.5993626324261374,blended_xfp,hold,-2.6,,,True,47.0,WILD_HIGH_LEVERAGE,PLUS/MINUS/MINUS,STABLE,STUFF=62;CONTROL=32;BATTED_BALL=27,1.0,0.167,2.99,30.0,PEAK,87.76702127659574,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #33); archetype OVERALL changes by >10 (currently 47); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.3,2.2,13.0,7.0,-2.8,6.3,4.6,UP,1.2 -2.8 3.1 4.1 2.2 3.1 6.3 4.3,6.0,weekly,04-25,06-20,56.0,52.0,-4.0,WILD_FIREBALLER_RP,STUFF=62;CONTROL=37;BATTED_BALL=47,STUFF:-4;CONTROL:-6;BATTED_BALL:+1,,,,,,• FB velo -1.0 mph (-1.4σ) — stable,,,FA-RP,,9,RP
Kerry Carpenter,H,,UR,105.0,1.76,2.1474769576603583,high,2.1474769576603583,blended_xfp,hold,0.0296,0.0008,,True,48.0,POWER_K,MINUS/PLUS/AVG,TRENDING_DOWN,CONTACT=38;POWER=65;DISCIPLINE=50,-11.5,0.0,0.419,29.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #105); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.152,0.316,-47.9,8.3,197.0,1135.0,R,0.303,0.335,0.032,OVERPERFORMING,,,,,0.304,0.347,OVERPERFORMING,155.0,0.309,0.296,2.1,-2.1,HOME,,,,,L21 games,21.0,1.6,2.8,0.0,62.0,-2.0,9.0,1.0,FLAT,-1.0 2.0 -2.0 0.0 5.0 4.0 0.0 -1.0,6.0,weekly,04-25,06-20,54.0,54.0,0.0,POWER_HITTER,CONTACT=50;POWER=62;DISCIPLINE=48,CONTACT:+4;POWER:-4;DISCIPLINE:-5,,,,,,• stable (phys -0.4σ) — bat speed +0.2mph,,,FA-H,,29,OF
Andrés Giménez,H,,UR,,,2.205521211303986,high,2.205521211303986,blended_xfp,—,,,,True,41.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=44;POWER=42;DISCIPLINE=43,-3.5,0.167,0.413,28.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.5,2.7,0.0,67.0,-1.0,8.0,1.0,FLAT,0.0 3.0 -1.0 8.0 7.0 0.0 3.0 0.0,6.0,weekly,04-25,06-13,50.0,47.0,-3.0,AVG_HACKER,CONTACT=50;POWER=45;DISCIPLINE=38,CONTACT:-3;POWER:-4;DISCIPLINE:+0,,,,,,,,,FA-H,,124,2B/SS
Lawrence Butler,H,,—,173.0,1.55,2.2515384104020515,high,2.2515384104020515,blended_xfp,hold,-0.0316,0.009,,True,43.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_DOWN,CONTACT=43;POWER=46;DISCIPLINE=52,-9.0,0.0,0.416,26.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #173); archetype OVERALL changes by >10 (currently 43); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.09,0.236,-56.7,13.6,234.0,976.0,R,0.308,0.282,-0.026,UNDERPERFORMING,,,,,0.321,0.286,UNDERPERFORMING,170.0,0.315,0.299,2.3,-2.7,HOME,,,,,L21 games,21.0,1.4,3.5,5.0,67.0,-4.0,12.0,4.0,UP,-1.0 2.0 5.0 3.0 -4.0 12.0 1.0 -1.0,6.0,weekly,04-25,06-20,49.0,50.0,1.0,AVERAGE_HITTER,CONTACT=50;POWER=50;DISCIPLINE=55,CONTACT:+2;POWER:+0;DISCIPLINE:+0,,,,,,• stable (phys -0.3σ) — bat speed +0.0mph,,,FA-H,,74,OF
Daulton Varsho,H,,UR,,,2.2690197268578527,high,2.2690197268578527,blended_xfp,—,,,,True,52.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_UP,CONTACT=52;POWER=50;DISCIPLINE=51,5.0,0.333,0.525,30.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 52); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.9,2.9,0.0,62.0,-2.0,9.0,2.3,FLAT,6.0 1.0 0.0 -1.0 2.0 1.0 0.0 6.0,6.0,weekly,04-25,06-13,51.0,52.0,1.0,AVERAGE_HITTER,CONTACT=53;POWER=50;DISCIPLINE=49,CONTACT:+0;POWER:+0;DISCIPLINE:+1,,,,,,,,,FA-H,,124,OF
Matt McLain,H,133.0,133,,,1.9121304028833648,high,1.9121304028833648,blended_xfp,—,,,,True,49.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=48;POWER=50;DISCIPLINE=55,-2.21,0.333,0.474,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently 133); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 49); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.5,3.4,5.0,57.0,-2.0,10.0,-0.7,DOWN,-1.0 2.0 2.0 5.0 -2.0 1.0 -2.0 -1.0,6.0,weekly,04-25,06-13,52.0,53.0,1.0,AVERAGE_HITTER,CONTACT=51;POWER=54;DISCIPLINE=58,CONTACT:-1;POWER:+6;DISCIPLINE:-4,,,,,,,,,FA-H,,124,2B/SS
Luke Raley,H,,UR,,,1.5500534299219464,high,1.5500534299219464,blended_xfp,—,,,,True,60.0,POWER_HITTER,AVG/PLUS/AVG,STABLE,CONTACT=48;POWER=71;DISCIPLINE=58,2.5,0.75,0.432,32.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 60); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,1.2,3.3,0.0,67.0,-2.0,8.0,-1.0,DOWN,1.0 -2.0 1.0 6.0 5.0 -1.0 -1.0 -1.0,6.0,weekly,04-25,06-13,59.0,56.0,-3.0,POWER_HITTER,CONTACT=51;POWER=68;DISCIPLINE=46,CONTACT:-2;POWER:-3;DISCIPLINE:+0,,,,,,,,,FA-H,,124,OF
Jake Burger,H,106.0,106,101.0,1.77,2.219627551580558,high,2.219627551580558,blended_xfp,hold,-0.0641,0.0002,,True,48.0,AVG_HACKER,AVG/AVG/MINUS,TRENDING_DOWN,CONTACT=44;POWER=58;DISCIPLINE=38,-5.5,0.0,0.432,30.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 106); model rank changes by >20 (currently #101); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.28,0.214,20.3,-8.0,486.0,1234.0,L,0.313,0.339,0.026,OVERPERFORMING,0.297,0.367,OVERPERFORMING,63.0,0.317,0.332,ALIGNED,236.0,0.266,0.349,-14.9,11.6,AWAY,,,,,L21 games,21.0,2.2,3.0,0.0,52.0,-2.0,9.0,4.0,UP,5.0 0.0 -1.0 0.0 1.0 5.0 6.0 1.0,6.0,weekly,04-25,06-20,51.0,52.0,1.0,AVERAGE_HITTER,CONTACT=50;POWER=58;DISCIPLINE=45,CONTACT:+1;POWER:+1;DISCIPLINE:+7,,,,,,• stable (phys +0.3σ) — bat speed -0.4mph,,,FA-H,,26,1B/3B
Nick Gonzales,H,121.0,121,204.0,1.47,1.765497563012016,high,1.765497563012016,blended_xfp,drop,-0.0768,-0.0111,,True,50.0,GENERIC_NO_POWER,AVG/MINUS/AVG,STABLE,CONTACT=56;POWER=39;DISCIPLINE=56,-1.5,0.5,0.474,27.0,PEAK,,,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 121); model rank changes by >20 (currently #204); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.225,0.205,7.0,-2.5,240.0,683.0,L,0.328,0.328,0.0,ALIGNED,0.28,0.278,ALIGNED,86.0,0.348,0.349,ALIGNED,205.0,0.338,0.319,3.1,-2.8,HOME,,,,,L21 games,21.0,2.7,3.3,5.0,48.0,-1.0,10.0,3.7,FLAT,-1.0 5.0 0.0 0.0 1.0 4.0 -1.0 8.0,6.0,weekly,04-25,06-20,50.0,50.0,0.0,AVERAGE_HITTER,CONTACT=55;POWER=44;DISCIPLINE=46,CONTACT:-1;POWER:+2;DISCIPLINE:+2,,,,,,• stable (phys +0.1σ) — bat speed +0.0mph,,,FA-H,,91,2B/SS
Adrian Morejon,RP,,UR,19.0,107.4,3.005202651329573,high,3.005202651329573,blended_xfp,hold,23.7,,,True,79.0,ELITE_CLOSER_STUFF,PLUS/PLUS/PLUS,TRENDING_UP,STUFF=72;CONTROL=64;BATTED_BALL=67,10.0,0.75,4.75,27.0,PEAK,95.7638613861386,POWER,BUY — process upgrade,BUY,process_upgrade,0.75,3.0,4.0,archetype trajectory flips to TRENDING_DOWN; model rank slips past #80; PL rank drops more than 30 ranks; archetype OVERALL drops below 55,Archetype ELITE_CLOSER_STUFF OVERALL 79 TRENDING_UP; ranked top-80 by at least one outcome lens. Process leads the outcomes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.9,4.4,33.0,7.0,-8.9,9.6,5.8,UP,-8.9 5.3 6.5 6.4 1.1 5.4 2.3 9.6,6.0,weekly,04-25,06-20,69.0,70.0,1.0,ELITE_CLOSER_STUFF,STUFF=71;CONTROL=68;BATTED_BALL=71,STUFF:+1;CONTROL:+2;BATTED_BALL:+1,,,,,,"🔺 FB velo +1.7 mph (+2.2σ) — stuff-up watch, results diverging (tool moved, results hasn't)",,,FA-RP,,2,RP
Slade Cecconi,SP,,—,167.0,8.646528958615628,10.522914185722934,high,10.522914185722934,blended_xfp,drop,-2.923,5.467,,True,40.0,AVERAGE_4_5,AVG/AVG/AVG,CAREER_LOW,STUFF=41;MOVEMENT=41;CONTROL=52,-1.5,0.0,8.7,27.0,PEAK,87.16666666666667,BALANCED,CAUTION,CAUTION,process_red_flag,0.75,3.0,4.0,career_pct drops below current floor; L21d xwOBACON drops more than 0.020 from season; archetype OVERALL drops below 45; PL rank deteriorates past #100 (currently —),WARN Career-low season (0% career-percentile).,,DECLINE-RISK,,-0.4025493269408144,,-0.53791460208312,0.323,0.325,-0.2,0.2,198.0,166.0,R,0.329,0.343,0.014,ALIGNED,0.329,0.333,ALIGNED,196.0,0.33,0.356,UNDERPERFORMING,164.0,0.328,0.33,-0.4,0.2,AWAY,STEEP_DECAY,-0.261,-0.187,-0.447,L8 starts,8.0,12.1,4.6,0.0,12.0,4.3,17.2,12.0,FLAT,14.2 17.2 8.5 4.3 16.8 11.5 15.7 8.8,6.0,per_start,#3,#16,49.0,53.0,4.0,MOVE_CTRL_ACE,STUFF=43;MOVEMENT=65;CONTROL=60,STUFF:+0;MOVEMENT:+8;CONTROL:+8,93.3,10.04,1.0,31.0,RISKY,• FB velo -1.0 mph (-1.2σ) — stable,39.0,BELOW_AVG_HARD,FA-SP,,42,SP
JoJo Romero,RP,38.0,38,76.0,69.6,3.6469262050276914,high,3.6469262050276914,blended_xfp,drop,-42.9,,,True,45.0,FILLER_RP,MINUS/AVG/AVG,STABLE,STUFF=39;CONTROL=58;BATTED_BALL=51,-2.0,0.25,3.01,30.0,PEAK,88.68948306595365,BALANCED,MIXED — see profile,MIXED,no_convergence,1.0,4.0,4.0,PL rank changes by >20 (currently 38); model rank changes by >20 (currently #76); archetype OVERALL changes by >10 (currently 45); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,2.3,3.6,20.0,27.0,-3.9,7.4,-0.1,DOWN,-0.8 -0.8 2.2 3.3 2.4 1.2 -3.9 2.3,6.0,weekly,04-25,06-20,41.0,50.0,9.0,GENERIC_MIDDLE,STUFF=49;CONTROL=50;BATTED_BALL=52,STUFF:+16;CONTROL:+1;BATTED_BALL:-2,,,,,,• FB velo +0.1 mph (+0.2σ) — stable,,,FA-RP,,43,RP
Carlos Correa,H,,UR,,,2.2101936332564303,high,2.2101936332564303,blended_xfp,—,,,,True,57.0,PURE_HITTER,PLUS/AVG/AVG,TRENDING_DOWN,CONTACT=60;POWER=50;DISCIPLINE=45,-4.5,0.273,0.521,32.0,POST_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #None); archetype OVERALL changes by >10 (currently 57); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L21 games,21.0,2.2,3.2,5.0,43.0,-3.0,10.0,0.7,DOWN,10.0 3.0 -1.0 0.0 9.0 4.0 1.0 -3.0,2.0,weekly,04-25,05-02,54.0,55.0,1.0,AVERAGE_HITTER,CONTACT=57;POWER=53;DISCIPLINE=54,CONTACT:+1;POWER:+1;DISCIPLINE:+0,,,,,,,,,FA-H,,124,2B/SS
Francisco Alvarez,H,,UR,123.0,1.71,1.7513882167594397,high,1.7513882167594397,blended_xfp,hold,0.011,-0.0066,,True,50.0,AVERAGE_HITTER,AVG/AVG/AVG,STABLE,CONTACT=49;POWER=52;DISCIPLINE=45,1.5,0.25,0.464,25.0,PRE_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #123); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.27,0.207,19.8,-7.9,300.0,752.0,L,0.34,0.321,-0.019,ALIGNED,0.361,0.282,UNDERPERFORMING,42.0,0.334,0.335,ALIGNED,124.0,0.299,0.373,-12.1,9.5,AWAY,,,,,L21 games,21.0,1.0,2.4,0.0,62.0,-3.0,5.0,-0.7,DOWN,0.0 -2.0 1.0 2.0 5.0 0.0 1.0 -3.0,6.0,weekly,04-25,06-20,56.0,54.0,-2.0,AVERAGE_HITTER,CONTACT=53;POWER=56;DISCIPLINE=48,CONTACT:-1;POWER:-3;DISCIPLINE:-4,,,,,,• stable (phys +0.7σ) — bat speed +0.4mph,,,FA-H,,43,C
Ian Seymour,SP,93.0,93,127.0,9.2784818778779,13.394226140338604,low,13.394226140338604,blended_xfp,hold,-2.291,4.8,0.3720617864338474,False,,,,,,,,,,,,,MIXED — see profile,MIXED,no_convergence,0.5,2.0,4.0,PL rank changes by >20 (currently 93); model rank changes by >20 (currently #127); archetype OVERALL changes by >10 (currently None); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,0.257,0.319,-12.4,8.4,75.0,111.0,R,0.315,0.33,0.015,ALIGNED,0.266,0.35,UNDERPERFORMING,74.0,0.349,0.317,OVERPERFORMING,106.0,0.306,0.327,-2.9,3.9,AWAY,,,,,L8 starts,3.0,8.4,5.1,0.0,33.0,4.6,14.2,8.4,FLAT,4.6 14.2 6.5,4.0,per_start,#3,#6,52.0,55.0,3.0,AVERAGE_4_5,STUFF=56;MOVEMENT=55;CONTROL=51,STUFF:+7;MOVEMENT:+0;CONTROL:-3,,,,,,• FB velo -0.5 mph (-0.6σ) — stable,57.0,AVG_PROCESS,FA-RP,,6,SP
Walker Buehler,SP,,—,225.0,7.413085278354295,7.814834061459761,high,7.814834061459761,blended_xfp,drop,-4.156,4.082,,True,48.0,AVERAGE_4_5,AVG/AVG/AVG,TRENDING_UP,STUFF=44;MOVEMENT=58;CONTROL=41,3.5,0.286,9.36,32.0,POST_PEAK,88.04168466522678,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #225); archetype OVERALL changes by >10 (currently 48); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,DECLINE-RISK,,-0.039650793650793,,-0.5037526821005116,0.326,0.323,0.6,-0.6,163.0,145.0,L,0.327,0.31,-0.017,ALIGNED,0.331,0.332,ALIGNED,162.0,0.323,0.286,OVERPERFORMING,145.0,0.336,0.317,2.8,-3.2,HOME,AVERAGE,-0.032,-0.175,-0.208,L8 starts,8.0,12.3,4.3,0.0,0.0,5.5,17.8,12.5,FLAT,14.8 11.5 5.5 11.6 17.8 7.4 13.5 16.6,6.0,per_start,#3,#15,57.0,52.0,-5.0,PURE_MOVEMENT,STUFF=41;MOVEMENT=64;CONTROL=58,STUFF:-12;MOVEMENT:-5;CONTROL:+17,95.5,10.63,5.0,29.0,MODERATE,• FB velo +0.2 mph (+0.2σ) — stable,43.0,BELOW_AVG,FA-SP,,68,SP
Cole Young,H,,—,180.0,1.52,1.3255574792551474,high,1.3255574792551474,blended_xfp,drop,-0.0824,0.007,,True,51.0,AVERAGE_HITTER,AVG/AVG/AVG,TRENDING_UP,CONTACT=55;POWER=43;DISCIPLINE=51,6.0,0.5,0.49,23.0,PRE_PEAK,,,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #180); archetype OVERALL changes by >10 (currently 51); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,0.329,0.306,-0.023,UNDERPERFORMING,0.299,0.273,UNDERPERFORMING,99.0,0.342,0.321,UNDERPERFORMING,217.0,0.31,0.348,-5.6,5.7,AWAY,,,,,L21 games,21.0,2.1,2.0,0.0,52.0,0.0,7.0,1.0,DOWN,1.0 1.0 0.0 6.0 4.0 1.0 0.0 2.0,6.0,weekly,04-25,06-20,53.0,51.0,-2.0,AVERAGE_HITTER,CONTACT=54;POWER=48;DISCIPLINE=48,CONTACT:+0;POWER:-4;DISCIPLINE:-5,,,,,,• stable (phys -0.1σ) — bat speed +0.2mph,,,FA-H,,81,2B/SS
Dennis Santana,RP,,—,102.0,90.2,3.37799190434561,high,3.37799190434561,blended_xfp,drop,-60.9,,,True,41.0,LIGHT_USE_MIDDLE,AVG/AVG/MINUS,TRENDING_DOWN,STUFF=47;CONTROL=43;BATTED_BALL=36,-8.0,0.0,2.47,30.0,PEAK,90.02849056603773,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently —); model rank changes by >20 (currently #102); archetype OVERALL changes by >10 (currently 41); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,1.1,4.7,7.0,27.0,-8.0,6.2,1.6,FLAT,6.2 -5.9 4.3 2.4 3.3 5.3 5.3 -5.7,6.0,weekly,04-25,06-20,47.0,44.0,-3.0,GENERIC_MIDDLE,STUFF=44;CONTROL=46;BATTED_BALL=42,STUFF:-4;CONTROL:+0;BATTED_BALL:-6,,,,,,• FB velo -0.6 mph (-0.8σ) — stable,,,FA-RP,,68,RP
Kevin Kelly,RP,,UR,46.0,62.6,2.603694315056293,high,2.603694315056293,blended_xfp,hold,-17.4,,,True,50.0,SOFT_GB_INNINGS_EATER,MINUS/PLUS/PLUS,STABLE,STUFF=39;CONTROL=65;BATTED_BALL=61,-0.5,0.5,2.8,29.0,PEAK,88.76367265469061,BALANCED,MIXED — see profile,MIXED,no_convergence,0.75,3.0,4.0,PL rank changes by >20 (currently UR); model rank changes by >20 (currently #46); archetype OVERALL changes by >10 (currently 50); traj_flag flips direction,Signals don't converge to a single verdict; weigh the rate metrics against the trajectory before acting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L15 app,15.0,3.8,3.5,20.0,13.0,-3.7,9.3,3.3,FLAT,5.4 3.3 3.2 5.3 8.6 -1.5 2.1 9.3,6.0,weekly,04-25,06-20,52.0,49.0,-3.0,GENERIC_MIDDLE,STUFF=43;CONTROL=56;BATTED_BALL=56,STUFF:-9;CONTROL:+6;BATTED_BALL:+0,,,,,,• FB velo +0.4 mph (+0.5σ) — stable,,,FA-RP,,17,RP
