batter,total_pa,annual_rate,n_parks,hot1_park,hot1_lift,hot1_pa,hot2_park,hot2_lift,hot3_park,hot3_lift,cold1_park,cold1_lift,cold1_pa,cold2_park,cold2_lift,cold3_park,cold3_lift,player_name,team,rank
677950,1008,0.1806,6,CHC,65.0,47,SD,31.9,COL,23.1,LAD,-100.0,62,SF,-37.5,AZ,1.7,Alek Thomas,AZ,240.0
677951,2421,0.3585,16,KC,18.6,1336,TB,13.3,TOR,-0.4,NYY,-65.1,48,SEA,-65.1,STL,-58.2,Bobby Witt Jr.,KC,17.0
678662,1225,0.1951,6,AZ,66.6,80,SF,28.1,COL,10.2,SD,-131.3,82,LAD,-61.6,STL,-14.6,Ezequiel Tovar,COL,302.0
678882,825,0.1939,5,TOR,18.2,48,BOS,9.3,TB,7.9,BAL,-69.2,67,NYY,-42.7,TB,7.9,Ceddanne Rafaela,BOS,233.0
679529,1666,0.2137,10,MIN,72.9,92,KC,24.8,LAA,17.0,ATH,-140.7,46,BAL,-30.3,BOS,-20.1,Spencer Torkelson,DET,122.0
680757,2251,0.3483,14,CWS,31.1,127,MIN,24.3,KC,24.0,NYY,-49.3,51,SEA,-34.1,BAL,-23.8,Steven Kwan,CLE,139.0
680776,1591,0.2426,9,TOR,44.0,83,BOS,18.0,ATH,16.5,NYY,-87.8,101,KC,-80.4,TB,-62.5,Jarren Duran,BOS,173.0
680777,1390,0.2129,10,TEX,152.0,41,BAL,77.4,ATH,76.1,TOR,-217.4,44,TB,-121.8,KC,-94.1,Ryan Jeffers,MIN,72.0
680977,1596,0.3409,10,WSH,21.8,53,AZ,9.2,STL,7.6,COL,-66.7,44,LAD,-45.0,MIL,-39.7,Brendan Donovan,SEA,114.0
681082,1856,0.2651,13,AZ,64.0,46,SD,52.5,MIA,47.8,ATL,-78.2,104,MIL,-74.3,STL,-69.2,Bryson Stott,PHI,87.0
681481,920,0.2989,5,MIN,52.9,70,CLE,45.5,CWS,16.2,KC,-11.4,68,DET,-9.3,CWS,16.2,Kerry Carpenter,DET,128.0
682829,1368,0.1857,9,WSH,71.9,47,CIN,20.2,STL,15.4,CHC,-140.8,66,AZ,-100.0,LAD,-88.3,Elly De La Cruz,CIN,50.0
682928,1711,0.2478,11,COL,106.7,41,LAD,97.5,STL,76.1,ATL,-57.5,95,AZ,-30.2,MIA,-16.3,CJ Abrams,WSH,39.0
682985,1604,0.1914,9,BOS,52.4,48,TEX,43.7,KC,35.3,CLE,-109.2,113,BAL,-79.9,TOR,-57.3,Riley Greene,DET,131.0
682998,1668,0.3393,11,ATL,40.7,44,COL,36.0,SD,20.4,NYM,-119.2,46,SF,-41.1,CHC,-38.3,Corbin Carroll,AZ,60.0
683002,1619,0.3385,9,LAA,106.1,43,BOS,26.2,TB,26.1,TOR,-18.8,80,BAL,-10.6,CWS,5.0,Gunnar Henderson,BAL,55.0
683011,1381,0.1542,9,ATH,232.1,41,CWS,105.6,NYY,8.7,TOR,-92.1,82,BOS,-70.1,KC,-53.7,,,
683734,2416,0.2628,17,BAL,204.4,45,MIL,81.5,LAA,42.7,CLE,-70.4,103,TEX,-54.3,ATH,-52.4,,,
683737,812,0.2463,6,MIL,74.0,49,LAD,66.1,CIN,8.3,STL,-67.5,50,PIT,-40.1,CHC,-4.7,Michael Busch,CHC,174.0
686217,886,0.3126,5,PIT,4.9,61,CIN,4.4,MIL,3.5,CHC,-43.3,62,STL,-2.0,MIL,3.5,Sal Frelick,MIL,108.0
686469,1382,0.3777,9,CLE,19.1,80,CWS,13.5,MIN,5.3,TB,-51.9,44,BOS,-48.3,LAA,-33.8,Vinnie Pasquantino,KC,46.0
686668,1049,0.2116,6,COL,12.4,782,CIN,-5.5,AZ,-9.4,SD,-71.1,49,SF,-61.3,WSH,-35.6,Brenton Doyle,COL,313.0
686681,872,0.2489,5,CWS,82.7,55,DET,2.3,KC,1.2,MIN,-79.2,58,CLE,-13.4,KC,1.2,Michael Massey,KC,269.0
687263,1030,0.268,7,TEX,115.3,52,ATH,67.3,NYY,54.1,SEA,-85.1,50,BOS,-34.7,LAA,-9.3,Zach Neto,LAA,215.0
691026,877,0.2269,5,CIN,32.2,60,STL,10.8,PIT,-24.3,MIL,-116.6,53,CHC,-29.9,PIT,-24.3,Masyn Winn,STL,231.0
