pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position
665795,Edward Cabrera,1286,5.094,1.508,-0.052,0.471,0.358,0.451,0.317,0.642,58.7,P
621383,Tanner Banks,577,5.093,1.528,-0.052,0.472,0.322,0.505,0.328,0.678,58.5,P
690155,Matt Pushard,143,5.092,1.331,-0.052,0.467,0.347,0.469,0.328,0.653,58.4,P
681517,Kyle Leahy,1474,5.089,1.544,-0.052,0.471,0.367,0.493,0.334,0.633,58.2,P
668964,Tobias Myers,737,5.089,1.231,-0.052,0.506,0.315,0.539,0.343,0.685,58.0,P
668678,Zac Gallen,1702,5.088,1.445,-0.052,0.494,0.351,0.463,0.33,0.649,57.9,P
675916,James Karinchak,162,5.088,1.41,-0.052,0.446,0.344,0.468,0.337,0.656,57.7,P
656457,Tyler Gilbert,101,5.087,1.345,-0.052,0.438,0.34,0.487,0.304,0.66,57.6,P
592155,Cam Booser,316,5.086,1.484,-0.052,0.529,0.325,0.517,0.346,0.675,57.4,P
676395,Robert Garcia,169,5.086,1.554,-0.052,0.493,0.343,0.52,0.347,0.657,57.2,P
681982,Grant Anderson,656,5.086,1.377,-0.052,0.465,0.32,0.505,0.334,0.68,57.1,P
683232,Nick Mears,365,5.081,1.59,-0.053,0.483,0.337,0.456,0.333,0.663,56.9,P
676467,Colton Gordon,202,5.081,1.334,-0.053,0.503,0.334,0.46,0.331,0.666,56.7,P
605130,Scott Barlow,613,5.079,1.464,-0.053,0.395,0.409,0.408,0.314,0.591,56.6,P
622491,Luis Castillo,1554,5.078,1.466,-0.053,0.513,0.31,0.504,0.333,0.69,56.4,P
621381,Matt Strahm,587,5.076,1.432,-0.053,0.481,0.3,0.526,0.349,0.7,56.3,P
691008,Max Rajcic,179,5.075,1.427,-0.053,0.438,0.37,0.447,0.329,0.63,56.1,P
592779,Brock Stewart,155,5.075,1.396,-0.053,0.496,0.374,0.454,0.32,0.626,55.9,P
691725,Andrew Painter,1141,5.073,1.451,-0.053,0.489,0.335,0.487,0.329,0.665,55.8,P
691946,George Klassen,212,5.073,1.529,-0.053,0.41,0.351,0.444,0.321,0.649,55.6,P
669022,Mackenzie Gore,1928,5.069,1.462,-0.053,0.496,0.334,0.489,0.344,0.666,55.4,P
687941,Alec Gamboa,133,5.069,1.468,-0.053,0.559,0.317,0.521,0.343,0.683,55.3,P
696131,Mason Black,333,5.069,1.598,-0.053,0.467,0.292,0.505,0.33,0.708,55.1,P
684320,Yariel Rodríguez,172,5.069,1.492,-0.053,0.459,0.372,0.442,0.316,0.628,55.0,P
686580,Justin Slaten,404,5.066,1.395,-0.053,0.5,0.347,0.527,0.33,0.653,54.8,P
663992,Richard Lovelady,539,5.065,1.489,-0.053,0.441,0.345,0.489,0.325,0.655,54.6,P
656464,Kevin Ginkel,653,5.064,1.588,-0.053,0.509,0.372,0.457,0.338,0.628,54.5,P
622663,Luis Severino,1165,5.063,1.506,-0.053,0.509,0.321,0.494,0.327,0.679,54.3,P
801434,Paul Gervase,124,5.063,1.471,-0.053,0.427,0.363,0.458,0.339,0.637,54.1,P
681895,Evan Sisk,625,5.063,1.523,-0.053,0.41,0.348,0.466,0.319,0.652,54.0,P
693855,Ian Seymour,1122,5.063,1.419,-0.053,0.49,0.321,0.511,0.335,0.679,53.8,P
678020,Seth Halvorsen,396,5.062,1.488,-0.053,0.452,0.358,0.453,0.336,0.642,53.7,P
607074,Carlos Rodón,828,5.062,1.503,-0.053,0.454,0.359,0.459,0.338,0.641,53.5,P
666808,Camilo Doval,591,5.06,1.495,-0.053,0.471,0.354,0.486,0.299,0.646,53.3,P
642100,Gabe Speier,407,5.059,1.457,-0.053,0.522,0.306,0.522,0.335,0.694,53.2,P
670950,Trevor Richards,595,5.057,1.442,-0.054,0.488,0.31,0.503,0.35,0.69,53.0,P
686930,Mason Barnett,384,5.057,1.399,-0.054,0.472,0.35,0.469,0.33,0.65,52.8,P
543135,Nathan Eovaldi,1691,5.054,1.496,-0.054,0.527,0.351,0.495,0.328,0.649,52.7,P
663765,Jake Woodford,443,5.051,1.424,-0.054,0.459,0.321,0.507,0.322,0.679,52.5,P
687223,Carson Palmquist,179,5.05,1.326,-0.054,0.443,0.311,0.493,0.321,0.689,52.4,P
663893,Brendon Little,127,5.05,1.757,-0.054,0.438,0.414,0.44,0.307,0.586,52.2,P
676755,Isaac Mattson,581,5.049,1.364,-0.054,0.506,0.293,0.523,0.354,0.707,52.0,P
669358,Shane Baz,1920,5.048,1.522,-0.054,0.48,0.336,0.503,0.336,0.664,51.9,P
695534,Chase Petty,354,5.048,1.517,-0.054,0.485,0.299,0.521,0.328,0.701,51.7,P
687570,Connor Prielipp,1072,5.047,1.548,-0.054,0.495,0.346,0.495,0.341,0.654,51.5,P
677961,Cole Wilcox,301,5.045,1.604,-0.054,0.486,0.339,0.483,0.322,0.661,51.4,P
680916,Franco Aleman,135,5.041,1.397,-0.054,0.452,0.326,0.499,0.345,0.674,51.2,P
668390,Cole Winn,563,5.039,1.555,-0.054,0.491,0.356,0.484,0.334,0.644,51.1,P
663559,Bailey Falter,180,5.038,1.397,-0.054,0.412,0.341,0.488,0.342,0.659,50.9,P
660761,José Suarez,960,5.037,1.438,-0.054,0.468,0.35,0.462,0.336,0.65,50.7,P
682989,Victor Mederos,103,5.036,1.423,-0.054,0.482,0.314,0.472,0.316,0.686,50.6,P
687396,Brent Headrick,737,5.036,1.418,-0.054,0.504,0.354,0.495,0.348,0.646,50.4,P
607200,Erick Fedde,1530,5.035,1.524,-0.054,0.435,0.331,0.484,0.322,0.669,50.2,P
695001,Alimber Santa,238,5.033,1.558,-0.054,0.462,0.327,0.505,0.323,0.673,50.1,P
657756,Connor Seabold,486,5.033,1.447,-0.054,0.477,0.338,0.476,0.339,0.662,49.9,P
642528,Jonathan Loáisiga,581,5.033,1.42,-0.054,0.529,0.322,0.484,0.306,0.678,49.8,P
696070,Kendry Rojas,342,5.032,1.456,-0.054,0.454,0.4,0.425,0.327,0.6,49.6,P
666277,George Soriano,633,5.031,1.487,-0.054,0.487,0.359,0.482,0.323,0.641,49.4,P
686790,Trevor Mcdonald,1097,5.029,1.544,-0.055,0.421,0.324,0.497,0.314,0.676,49.3,P
643410,Mark Leiter,579,5.026,1.577,-0.055,0.461,0.347,0.465,0.329,0.653,49.1,P
667463,John King,541,5.026,1.54,-0.055,0.474,0.345,0.484,0.316,0.655,48.9,P
681217,Chase Silseth,691,5.024,1.523,-0.055,0.49,0.362,0.45,0.328,0.638,48.8,P
593974,Wandy Peralta,761,5.024,1.5,-0.055,0.492,0.362,0.458,0.302,0.638,48.6,P
675660,Shane Drohan,1183,5.023,1.524,-0.055,0.49,0.309,0.505,0.339,0.691,48.5,P
518876,Merrill Kelly,1616,5.022,1.474,-0.055,0.477,0.336,0.452,0.326,0.664,48.3,P
670167,John Schreiber,653,5.02,1.462,-0.055,0.461,0.332,0.5,0.329,0.668,48.1,P
681168,Luis Curvelo,171,5.02,1.402,-0.055,0.547,0.276,0.584,0.339,0.724,48.0,P
671096,Andrew Abbott,1900,5.02,1.471,-0.055,0.465,0.336,0.492,0.343,0.664,47.8,P
669947,Jesse Scholtens,601,5.019,1.43,-0.055,0.5,0.33,0.493,0.332,0.67,47.6,P
676254,Ryan Walker,497,5.019,1.503,-0.055,0.418,0.286,0.512,0.308,0.714,47.5,P
669084,Dl Hall,568,5.018,1.532,-0.055,0.447,0.349,0.467,0.319,0.651,47.3,P
664353,José Urquidy,156,5.016,1.388,-0.055,0.527,0.272,0.57,0.34,0.728,47.2,P
669456,Shane Bieber,433,5.015,1.527,-0.055,0.456,0.374,0.446,0.33,0.626,47.0,P
689441,Coleman Crow,295,5.015,1.523,-0.055,0.499,0.284,0.545,0.337,0.716,46.8,P
669165,Kyle Hurt,483,5.015,1.461,-0.055,0.528,0.346,0.528,0.346,0.654,46.7,P
687064,Brandon Young,1332,5.014,1.456,-0.055,0.507,0.31,0.489,0.337,0.69,46.5,P
663423,Trent Thornton,412,5.014,1.476,-0.055,0.474,0.361,0.497,0.332,0.639,46.3,P
682610,Roddery Muñoz,148,5.014,1.67,-0.055,0.402,0.461,0.385,0.305,0.539,46.2,P
641835,Tim Mayza,711,5.014,1.685,-0.055,0.5,0.345,0.492,0.317,0.655,46.0,P
640454,Matt Krook,157,5.014,1.614,-0.055,0.379,0.436,0.403,0.296,0.564,45.9,P
678906,Kai-Wei Teng,1086,5.013,1.45,-0.055,0.448,0.33,0.5,0.329,0.67,45.7,P
687377,Orlando Ribalta,518,5.012,1.422,-0.055,0.524,0.335,0.448,0.324,0.665,45.5,P
663855,Jordan Hicks,479,5.011,1.573,-0.055,0.45,0.345,0.487,0.309,0.655,45.4,P
621345,A. J. Minter,274,5.009,1.462,-0.055,0.483,0.361,0.459,0.333,0.639,45.2,P
693312,Kyle Nicolas,229,5.009,1.507,-0.055,0.401,0.404,0.394,0.318,0.596,45.0,P
674841,Andrew Alvarez,855,5.009,1.711,-0.055,0.463,0.374,0.465,0.334,0.626,44.9,P
657571,Caleb Ferguson,331,5.009,1.411,-0.055,0.475,0.306,0.515,0.328,0.694,44.7,P
663978,Chris Paddack,998,5.008,1.351,-0.055,0.515,0.325,0.476,0.335,0.675,44.6,P
805326,Tyler Schweitzer,203,5.006,1.576,-0.055,0.529,0.353,0.555,0.345,0.647,44.4,P
571948,Hoby Milner,584,5.005,1.41,-0.055,0.461,0.282,0.519,0.318,0.718,44.2,P
682842,Abner Uribe,628,5.005,1.536,-0.055,0.434,0.344,0.485,0.305,0.656,44.1,P
687330,Kevin Kelly,629,5.005,1.566,-0.055,0.478,0.289,0.515,0.311,0.711,43.9,P
660604,Alan Rangel,345,5.004,1.345,-0.055,0.462,0.313,0.461,0.327,0.687,43.7,P
701656,Logan Henderson,529,5.004,1.358,-0.055,0.535,0.28,0.58,0.351,0.72,43.6,P
592662,Robbie Ray,1894,5.003,1.425,-0.055,0.467,0.374,0.454,0.34,0.626,43.4,P
696062,Wilber Dotel,261,5.002,1.564,-0.056,0.486,0.331,0.509,0.344,0.669,43.3,P
670245,Ryan Watson,836,5.002,1.563,-0.056,0.511,0.344,0.501,0.333,0.656,43.1,P
694360,Beck Way,339,5.002,1.489,-0.056,0.455,0.341,0.488,0.317,0.659,42.9,P
676428,Brant Hurter,361,5.001,1.456,-0.056,0.418,0.309,0.515,0.308,0.691,42.8,P
672582,Angel Zerpa,232,5.0,1.64,-0.056,0.46,0.257,0.547,0.315,0.743,42.6,P
696136,Jordan Wicks,180,4.998,1.361,-0.056,0.494,0.354,0.509,0.331,0.646,42.4,P
676760,Ron Marinaccio,837,4.997,1.435,-0.056,0.481,0.333,0.482,0.332,0.667,42.3,P
656492,Foster Griffin,1849,4.995,1.506,-0.056,0.494,0.318,0.502,0.335,0.682,42.1,P
605452,Joe Ross,205,4.995,1.559,-0.056,0.488,0.386,0.451,0.318,0.614,42.0,P
671212,Joe Boyle,263,4.993,1.435,-0.056,0.484,0.348,0.506,0.321,0.652,41.8,P
664991,Grant Wolfram,481,4.993,1.554,-0.056,0.493,0.333,0.494,0.324,0.667,41.6,P
693686,Spencer Miles,1027,4.993,1.561,-0.056,0.459,0.275,0.533,0.328,0.725,41.5,P
671382,Cameron Foster,189,4.991,1.573,-0.056,0.481,0.351,0.492,0.334,0.649,41.3,P
552640,Andrew Kittredge,399,4.991,1.688,-0.056,0.514,0.335,0.516,0.325,0.665,41.1,P
687931,Carson Whisenhunt,172,4.989,1.434,-0.056,0.459,0.394,0.425,0.34,0.606,41.0,P
663903,Brady Singer,1749,4.988,1.582,-0.056,0.431,0.334,0.479,0.327,0.666,40.8,P
608371,Lucas Sims,184,4.988,1.382,-0.056,0.461,0.373,0.47,0.33,0.627,40.7,P
453286,Max Scherzer,498,4.988,1.441,-0.056,0.497,0.308,0.508,0.344,0.692,40.5,P
621107,Zach Eflin,144,4.987,1.553,-0.056,0.517,0.362,0.461,0.324,0.638,40.3,P
621366,Ryan Borucki,380,4.987,1.498,-0.056,0.452,0.336,0.49,0.317,0.664,40.2,P
664299,Cristian Javier,374,4.986,1.499,-0.056,0.468,0.334,0.473,0.341,0.666,40.0,P
621111,Walker Buehler,1618,4.983,1.518,-0.056,0.466,0.322,0.504,0.335,0.678,39.8,P
656550,Grant Holmes,1507,4.983,1.616,-0.056,0.473,0.375,0.468,0.333,0.625,39.7,P
676571,Pj Poulin,665,4.983,1.414,-0.056,0.452,0.309,0.488,0.324,0.691,39.5,P
650633,Mike King,1828,4.982,1.465,-0.056,0.452,0.309,0.498,0.325,0.691,39.3,P
675512,Troy Melton,791,4.982,1.471,-0.056,0.477,0.327,0.502,0.333,0.673,39.2,P
670912,Johan Oviedo,156,4.981,1.371,-0.056,0.445,0.339,0.461,0.333,0.661,39.0,P
805673,Zebby Matthews,1023,4.979,1.452,-0.056,0.463,0.326,0.5,0.339,0.674,38.9,P
694346,Trey Gibson,619,4.978,1.511,-0.056,0.457,0.322,0.473,0.327,0.678,38.7,P
669461,Matthew Liberatore,1627,4.977,1.588,-0.056,0.49,0.342,0.495,0.343,0.658,38.5,P
677865,Justin Bruihl,842,4.974,1.558,-0.057,0.433,0.298,0.491,0.311,0.702,38.4,P
681343,Shane Smith,298,4.974,1.511,-0.057,0.468,0.366,0.439,0.322,0.634,38.2,P
605154,John Brebbia,111,4.972,1.444,-0.057,0.547,0.265,0.601,0.355,0.735,38.0,P
680694,Kyle Bradish,1850,4.971,1.674,-0.057,0.462,0.377,0.454,0.326,0.623,37.9,P
641302,Tyler Alexander,678,4.971,1.451,-0.057,0.499,0.303,0.501,0.325,0.697,37.7,P
837227,Tatsuya Imai,1022,4.969,1.539,-0.057,0.439,0.339,0.456,0.336,0.661,37.6,P
702566,Owen Murphy,116,4.968,1.365,-0.057,0.553,0.259,0.591,0.351,0.741,37.4,P
663767,Chase Shugart,555,4.967,1.483,-0.057,0.458,0.337,0.478,0.321,0.663,37.2,P
628452,Raisel Iglesias,527,4.966,1.472,-0.057,0.52,0.286,0.512,0.336,0.714,37.1,P
676962,Ben Brown,997,4.966,1.661,-0.057,0.496,0.317,0.501,0.337,0.683,36.9,P
669432,Trevor Rogers,1601,4.965,1.473,-0.057,0.51,0.31,0.517,0.347,0.69,36.7,P
669438,Mason Englert,591,4.965,1.584,-0.057,0.503,0.309,0.495,0.333,0.691,36.6,P
702275,Jr Ritchie,874,4.964,1.582,-0.057,0.456,0.325,0.472,0.326,0.675,36.4,P
688642,Zach Agnos,1004,4.963,1.557,-0.057,0.476,0.348,0.471,0.327,0.652,36.3,P
664285,Framber Valdez,1772,4.963,1.623,-0.057,0.455,0.327,0.489,0.324,0.673,36.1,P
694341,Brendan Beck,139,4.961,1.626,-0.057,0.434,0.365,0.432,0.336,0.635,35.9,P
543243,Sonny Gray,1470,4.958,1.66,-0.057,0.478,0.357,0.481,0.327,0.643,35.8,P
682445,Domingo Gonzalez,129,4.958,1.54,-0.057,0.448,0.34,0.502,0.332,0.66,35.6,P
489446,Kirby Yates,356,4.957,1.477,-0.057,0.498,0.314,0.475,0.345,0.686,35.4,P
677020,Josh Walker,108,4.957,1.584,-0.057,0.454,0.347,0.486,0.332,0.653,35.3,P
656638,Alex Lange,777,4.957,1.556,-0.057,0.473,0.375,0.459,0.312,0.625,35.1,P
681892,Kody Funderburk,436,4.956,1.5,-0.057,0.431,0.317,0.469,0.316,0.683,35.0,P
572143,Burch Smith,294,4.955,1.414,-0.057,0.468,0.297,0.513,0.343,0.703,34.8,P
806960,Luis Morales,273,4.955,1.456,-0.057,0.396,0.359,0.417,0.327,0.641,34.6,P
676917,Cade Cavalli,1847,4.953,1.588,-0.057,0.48,0.312,0.507,0.331,0.688,34.5,P
676282,Joey Cantillo,1786,4.952,1.492,-0.057,0.46,0.358,0.484,0.345,0.642,34.3,P
642701,Dennis Santana,681,4.952,1.489,-0.057,0.487,0.325,0.463,0.328,0.675,34.1,P
702021,Will Dion,205,4.952,1.454,-0.057,0.517,0.292,0.533,0.338,0.708,34.0,P
683409,Angel Chivilli,132,4.947,1.431,-0.058,0.453,0.42,0.425,0.317,0.58,33.8,P
656271,Brock Burke,768,4.945,1.503,-0.058,0.474,0.33,0.491,0.336,0.67,33.7,P
681751,Lazaro Estrada,131,4.944,1.286,-0.058,0.493,0.355,0.483,0.341,0.645,33.5,P
680570,Grayson Rodriguez,660,4.944,1.44,-0.058,0.496,0.307,0.531,0.349,0.693,33.3,P
674370,Osvaldo Bido,290,4.944,1.525,-0.058,0.451,0.35,0.433,0.32,0.65,33.2,P
702193,Andrew Morris,766,4.943,1.434,-0.058,0.529,0.315,0.531,0.338,0.685,33.0,P
670062,Julian Garcia,205,4.941,1.643,-0.058,0.48,0.355,0.521,0.346,0.645,32.8,P
687562,Jake Bennett,720,4.94,1.498,-0.058,0.506,0.311,0.492,0.339,0.689,32.7,P
800048,Parker Messick,1716,4.939,1.506,-0.058,0.491,0.343,0.477,0.337,0.657,32.5,P
663542,Bryan Hudson,693,4.939,1.567,-0.058,0.461,0.297,0.548,0.354,0.703,32.4,P
623474,Jimmy Herget,465,4.938,1.575,-0.058,0.46,0.336,0.5,0.322,0.664,32.2,P
663485,Cole Sands,189,4.938,1.294,-0.058,0.48,0.305,0.498,0.332,0.695,32.0,P
687606,Paxton Schultz,561,4.937,1.495,-0.058,0.47,0.332,0.492,0.34,0.668,31.9,P
680573,Simeon Woods Richardson,1092,4.937,1.517,-0.058,0.456,0.355,0.49,0.341,0.645,31.7,P
663556,Shane Mcclanahan,1413,4.937,1.533,-0.058,0.5,0.36,0.499,0.342,0.64,31.5,P
571927,Steven Matz,894,4.936,1.516,-0.058,0.473,0.28,0.529,0.335,0.72,31.4,P
804267,Zach Thornton,240,4.936,1.508,-0.058,0.479,0.305,0.504,0.341,0.695,31.2,P
605488,Jeffrey Springs,1706,4.935,1.424,-0.058,0.489,0.329,0.48,0.342,0.671,31.1,P
686613,Hunter Brown,723,4.935,1.546,-0.058,0.477,0.312,0.469,0.332,0.688,30.9,P
592094,Jason Adam,555,4.934,1.538,-0.058,0.5,0.35,0.471,0.326,0.65,30.7,P
640455,Sean Manaea,1435,4.934,1.495,-0.058,0.477,0.292,0.499,0.332,0.708,30.6,P
605280,Clay Holmes,828,4.932,1.624,-0.058,0.476,0.308,0.489,0.32,0.692,30.4,P
675989,Cody Bolton,391,4.931,1.499,-0.058,0.462,0.301,0.5,0.331,0.699,30.2,P
645261,Sandy Alcántara,2136,4.931,1.472,-0.058,0.503,0.293,0.525,0.325,0.707,30.1,P
663738,Daniel Lynch,637,4.931,1.429,-0.058,0.487,0.332,0.468,0.322,0.668,29.9,P
676051,Codi Heuer,208,4.927,1.449,-0.058,0.45,0.42,0.449,0.327,0.58,29.8,P
688297,Chris Roycroft,294,4.927,1.583,-0.058,0.461,0.32,0.493,0.31,0.68,29.6,P
656529,Sam Hentges,355,4.924,1.607,-0.058,0.436,0.362,0.437,0.324,0.638,29.4,P
669212,Eli Morgan,346,4.924,1.407,-0.058,0.459,0.352,0.445,0.327,0.648,29.3,P
664208,Phil Maton,526,4.922,1.61,-0.058,0.474,0.331,0.525,0.327,0.669,29.1,P
690928,Hunter Dobbins,398,4.921,1.558,-0.058,0.478,0.342,0.506,0.325,0.658,28.9,P
682608,Peyton Gray,558,4.92,1.429,-0.058,0.511,0.317,0.526,0.341,0.683,28.8,P
681347,Mike Burrows,1643,4.92,1.461,-0.059,0.492,0.321,0.484,0.332,0.679,28.6,P
625643,Reynaldo López,1132,4.918,1.456,-0.059,0.463,0.322,0.496,0.347,0.678,28.5,P
660853,Enyel De Los Santos,718,4.918,1.406,-0.059,0.517,0.348,0.511,0.338,0.652,28.3,P
666711,Joel Peguero,169,4.916,1.548,-0.059,0.549,0.296,0.518,0.324,0.704,28.1,P
669371,Cole Henry,304,4.915,1.615,-0.059,0.45,0.335,0.455,0.331,0.665,28.0,P
665622,Luis Medina,784,4.915,1.493,-0.059,0.428,0.334,0.472,0.323,0.666,27.8,P
700842,Eduardo Rivera,186,4.914,1.468,-0.059,0.474,0.337,0.486,0.341,0.663,27.6,P
663558,Jovani Morán,635,4.912,1.46,-0.059,0.453,0.348,0.481,0.335,0.652,27.5,P
676664,Jp Sears,324,4.912,1.429,-0.059,0.453,0.309,0.495,0.34,0.691,27.3,P
547184,Michael Kelly,155,4.912,1.674,-0.059,0.442,0.325,0.562,0.341,0.675,27.2,P
650644,Aaron Civale,1312,4.91,1.462,-0.059,0.485,0.278,0.522,0.337,0.722,27.0,P
542888,Shawn Armstrong,544,4.909,1.57,-0.059,0.48,0.337,0.505,0.332,0.663,26.8,P
703725,Luis Gastelum,101,4.907,1.449,-0.059,0.475,0.317,0.484,0.333,0.683,26.7,P
608331,Max Fried,828,4.905,1.504,-0.059,0.479,0.308,0.493,0.325,0.692,26.5,P
687911,Bryan King,716,4.904,1.55,-0.059,0.519,0.288,0.521,0.342,0.712,26.3,P
642232,Ryan Yarbrough,667,4.904,1.505,-0.059,0.496,0.295,0.507,0.327,0.705,26.2,P
656686,Corbin Martin,124,4.902,1.546,-0.059,0.491,0.35,0.453,0.328,0.65,26.0,P
623211,Huascar Brazobán,722,4.902,1.45,-0.059,0.483,0.307,0.485,0.303,0.693,25.9,P
682120,Tim Herrin,565,4.902,1.62,-0.059,0.464,0.378,0.472,0.321,0.622,25.7,P
663567,Peter Lambert,1529,4.901,1.456,-0.059,0.5,0.325,0.49,0.338,0.675,25.5,P
680744,Ty Madden,312,4.9,1.61,-0.059,0.43,0.366,0.432,0.322,0.634,25.4,P
664141,Jt Brubaker,743,4.9,1.643,-0.059,0.457,0.325,0.471,0.317,0.675,25.2,P
675848,Juan Mejia,807,4.899,1.532,-0.059,0.465,0.326,0.474,0.324,0.674,25.0,P
699134,Bradgley Rodriguez,690,4.899,1.448,-0.059,0.499,0.291,0.52,0.329,0.709,24.9,P
573009,Joe Mantiply,264,4.898,1.547,-0.059,0.482,0.321,0.476,0.311,0.679,24.7,P
663776,Patrick Sandoval,141,4.895,1.384,-0.059,0.509,0.331,0.522,0.346,0.669,24.6,P
664192,Joey Lucchesi,125,4.893,1.384,-0.059,0.421,0.348,0.368,0.317,0.652,24.4,P
688107,Robert Gasser,860,4.892,1.553,-0.06,0.489,0.3,0.532,0.338,0.7,24.2,P
657424,Matt Gage,540,4.891,1.502,-0.06,0.487,0.384,0.409,0.328,0.616,24.1,P
700669,Gordon Graceffo,673,4.89,1.66,-0.06,0.481,0.35,0.479,0.335,0.65,23.9,P
656288,Griffin Canning,1049,4.887,1.586,-0.06,0.457,0.36,0.466,0.326,0.64,23.7,P
694297,Brandon Pfaadt,929,4.885,1.529,-0.06,0.5,0.336,0.495,0.328,0.664,23.6,P
669387,Carmen Mlodzinski,1413,4.885,1.64,-0.06,0.487,0.309,0.503,0.334,0.691,23.4,P
608379,Michael Wacha,1866,4.885,1.39,-0.06,0.495,0.287,0.512,0.338,0.713,23.3,P
663460,Kris Bubic,811,4.884,1.559,-0.06,0.477,0.304,0.494,0.345,0.696,23.1,P
592791,Jameson Taillon,1207,4.884,1.491,-0.06,0.474,0.317,0.491,0.335,0.683,22.9,P
663947,Tyler Holton,707,4.884,1.505,-0.06,0.487,0.317,0.504,0.328,0.683,22.8,P
702273,Noah Schultz,905,4.882,1.558,-0.06,0.478,0.292,0.5,0.33,0.708,22.6,P
703615,Jose Cabrera,279,4.882,1.531,-0.06,0.453,0.372,0.468,0.327,0.628,22.4,P
677944,Slade Cecconi,1666,4.881,1.508,-0.06,0.459,0.298,0.515,0.34,0.702,22.3,P
684974,Craig Yoho,217,4.881,1.428,-0.06,0.438,0.299,0.494,0.326,0.701,22.1,P
623437,Justin Topa,399,4.881,1.522,-0.06,0.473,0.298,0.519,0.316,0.702,22.0,P
682052,Jacob Lopez,1126,4.878,1.519,-0.06,0.465,0.301,0.5,0.341,0.699,21.8,P
608723,Austin Voth,214,4.876,1.453,-0.06,0.423,0.321,0.456,0.329,0.679,21.6,P
656605,Mitch Keller,1732,4.874,1.575,-0.06,0.494,0.307,0.503,0.337,0.693,21.5,P
695684,Elmer Rodriguez,318,4.871,1.61,-0.06,0.385,0.34,0.443,0.311,0.66,21.3,P
665152,Dean Kremer,429,4.87,1.45,-0.06,0.478,0.345,0.484,0.334,0.655,21.1,P
681190,Randy Vásquez,1399,4.868,1.534,-0.06,0.501,0.31,0.52,0.342,0.69,21.0,P
596001,Jakob Junis,531,4.868,1.652,-0.06,0.491,0.278,0.554,0.336,0.722,20.8,P
657044,Ryan Thompson,560,4.867,1.482,-0.06,0.495,0.298,0.502,0.312,0.702,20.7,P
594580,Sam Moll,758,4.867,1.589,-0.06,0.431,0.327,0.454,0.306,0.673,20.5,P
676106,Emerson Hancock,1532,4.866,1.481,-0.06,0.484,0.296,0.527,0.328,0.704,20.3,P
687075,Brandon Sproat,1493,4.865,1.574,-0.061,0.48,0.328,0.497,0.32,0.672,20.2,P
664199,Taylor Clarke,631,4.864,1.536,-0.061,0.506,0.35,0.472,0.312,0.65,20.0,P
672456,Keider Montero,1433,4.864,1.484,-0.061,0.484,0.273,0.542,0.342,0.727,19.8,P
686753,Drey Jameson,224,4.864,1.466,-0.061,0.493,0.334,0.511,0.329,0.666,19.7,P
683742,Jose Franco,300,4.862,1.423,-0.061,0.468,0.369,0.481,0.334,0.631,19.5,P
694335,Matt Svanson,715,4.861,1.591,-0.061,0.484,0.324,0.525,0.318,0.676,19.3,P
694397,Marco Raya,100,4.861,1.75,-0.061,0.444,0.37,0.435,0.332,0.63,19.2,P
677958,Kumar Rocker,1523,4.859,1.678,-0.061,0.47,0.358,0.468,0.325,0.642,19.0,P
683352,Mitch Bratt,112,4.858,1.374,-0.061,0.425,0.283,0.465,0.341,0.717,18.9,P
682825,Luis Mey,222,4.858,1.649,-0.061,0.413,0.394,0.411,0.3,0.606,18.7,P
608650,Dietrich Enns,327,4.858,1.523,-0.061,0.465,0.34,0.482,0.34,0.66,18.5,P
571578,Patrick Corbin,1364,4.857,1.537,-0.061,0.47,0.352,0.447,0.329,0.648,18.4,P
607536,Kyle Freeland,1514,4.857,1.642,-0.061,0.508,0.313,0.517,0.347,0.687,18.2,P
701719,Tyler Samaniego,321,4.856,1.607,-0.061,0.464,0.323,0.495,0.324,0.677,18.0,P
663623,Jake Irvin,949,4.855,1.572,-0.061,0.471,0.297,0.515,0.333,0.703,17.9,P
663362,Matt Waldron,530,4.854,1.517,-0.061,0.461,0.267,0.537,0.35,0.733,17.7,P
676440,Tanner Bibee,1821,4.853,1.58,-0.061,0.476,0.3,0.515,0.335,0.7,17.6,P
608566,Germán Márquez,805,4.851,1.601,-0.061,0.461,0.331,0.498,0.337,0.669,17.4,P
702474,Mike Paredes,502,4.851,1.519,-0.061,0.484,0.33,0.503,0.335,0.67,17.2,P
592836,Taijuan Walker,424,4.849,1.562,-0.061,0.439,0.303,0.476,0.327,0.697,17.1,P
702070,Noah Cameron,1656,4.846,1.527,-0.061,0.504,0.322,0.499,0.341,0.678,16.9,P
663372,Ryan Feltner,1072,4.846,1.598,-0.061,0.465,0.35,0.5,0.331,0.65,16.7,P
641745,Brad Keller,555,4.845,1.512,-0.061,0.461,0.32,0.462,0.316,0.68,16.6,P
815083,Mitch Farris,655,4.842,1.52,-0.061,0.44,0.339,0.452,0.338,0.661,16.4,P
664129,Geoff Hartlieb,136,4.836,1.465,-0.062,0.479,0.323,0.494,0.335,0.677,16.3,P
593958,Eduardo Rodríguez,1787,4.836,1.478,-0.062,0.504,0.312,0.481,0.336,0.688,16.1,P
547179,Michael Lorenzen,1834,4.836,1.569,-0.062,0.451,0.321,0.495,0.331,0.679,15.9,P
