pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position,sample_warning,pitcher_role,avg_pitches_per_game,rolling_plv_30d,plv_blended,est_k_per_ip,est_bb_per_ip,est_h_per_ip,est_er_per_ip,est_hb_per_ip,fp_per_ip,fp_per_start,fp_per_app,sv_upside,hd_upside,est_sv_per_162,est_hd_per_162,sv_hd_fp_per_162,pl_plv,pl_pla
694918,Blade Tidwell,309,5.068,1.495,-0.053,0.48,0.314,0.509,0.333,0.686,53.7,P,False,SP,77.25,5.023,5.054499999999999,0.864143466407886,0.2878893171365082,0.8659088777847113,0.4579810119379244,0.033,2.0614,11.34,,,,0,0,0.0,,
664139,Ian Gibaut,416,5.087,1.444,-0.052,0.498,0.311,0.543,0.351,0.689,57.0,P,False,RP,15.407407407407407,4.942,5.0435,0.8567926090193672,0.22118338242264257,0.8866936518069592,0.47756503862078675,0.033,2.0608,,2.06,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.059903152544666,2.993785617142427
606996,Kyle Hart,760,5.096,1.464,-0.052,0.465,0.326,0.513,0.326,0.674,59.2,P,False,RP,36.19047619047619,4.835,5.0177,0.8502133633026501,0.28292026155802863,0.857574382524944,0.45933456882538637,0.033,2.058,,2.06,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.059798256321372,2.963267820794821
669704,Kade Strowd,406,5.076,1.371,-0.053,0.477,0.331,0.492,0.32,0.669,55.1,P,False,RP,16.24,4.925,5.0306999999999995,0.8596044930980818,0.32361783318560766,0.8442925355671883,0.45076857331982767,0.033,2.0572,,2.06,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.9627375128338445,3.405910523638145
660896,Jorge Alcalá,1098,5.107,1.46,-0.052,0.489,0.314,0.497,0.332,0.686,61.8,P,False,RP,18.93103448275862,4.967,5.0649999999999995,0.8697746804292077,0.3108960509145223,0.8623925779875037,0.4547337151174102,0.033,2.054,,2.05,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.974399241272645,3.4247323222573804
676571,Pj Poulin,441,5.091,1.397,-0.052,0.446,0.334,0.466,0.324,0.666,58.2,P,False,RP,14.7,5.028,5.0721,0.8832590558435706,0.37195367503652965,0.8340697355152946,0.44554689452545176,0.033,2.0531,,2.05,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.919428475912372,3.648242744479503
689266,Dylan Dodd,536,5.072,1.533,-0.053,0.495,0.373,0.501,0.335,0.627,54.5,P,False,RP,19.142857142857142,4.825,4.9979,0.8623345175675529,0.30838362077538206,0.8235015872771438,0.47224906879622974,0.033,2.053,,2.05,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.926580787734671,3.5344173437287187
663738,Daniel Lynch,1151,4.894,1.536,-0.059,0.48,0.317,0.507,0.333,0.683,24.6,P,False,RP,19.508474576271187,5.406,5.047599999999999,0.861894444655295,0.29242508662922306,0.8646956104782231,0.4594876663255427,0.033,2.0528,,2.05,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.969500296825135,3.3224567772022717
677952,Braxton Ashcraft,1102,4.993,1.446,-0.056,0.505,0.325,0.529,0.331,0.675,42.3,P,False,RP,42.38461538461539,5.018,5.0005,0.8405050683234403,0.2525040621116299,0.8671276776582177,0.4678630964231835,0.033,2.0521,,2.05,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.041049478264227,3.006387753613001
656464,Kevin Ginkel,499,5.02,1.463,-0.055,0.472,0.377,0.438,0.332,0.623,46.8,P,False,RP,16.633333333333333,5.219,5.079699999999999,0.9081396767488853,0.42700625087911837,0.7961307174116778,0.45152388620465816,0.033,2.049,,2.05,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.831049834945851,4.064891753172059
678821,Luis Peralta,466,5.106,1.461,-0.052,0.458,0.349,0.446,0.338,0.651,61.3,P,False,RP,19.416666666666668,5.125,5.1117,0.9117542288882281,0.4085064352206984,0.8207330000124241,0.45026387483444436,0.033,2.049,,2.05,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.833500449872065,4.102728099373628
663546,Sean Hjelle,254,4.993,1.71,-0.056,0.407,0.323,0.483,0.313,0.677,42.0,P,False,RP,21.166666666666668,5.123,5.032,0.8564310501750295,0.34140596313178007,0.8460652086439242,0.44380277771913573,0.033,2.0484,,2.05,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
660761,José Suarez,324,5.104,1.583,-0.052,0.448,0.379,0.477,0.335,0.621,61.0,P,False,RP,40.5,4.834,5.023,0.8786987812461242,0.3540646736680013,0.8111347750092206,0.4667683405166323,0.033,2.047,,2.05,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,,
621053,Tyler Ferguson,990,5.029,1.457,-0.055,0.477,0.329,0.492,0.331,0.671,47.8,P,False,RP,17.678571428571427,5.092,5.047899999999999,0.8678612977587283,0.32222331313423336,0.8510467561612207,0.4575130358473702,0.033,2.0466,,2.05,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.915273771289026,3.6170944325615375
622491,Luis Castillo,3209,5.075,1.428,-0.053,0.497,0.314,0.484,0.327,0.686,54.9,P,False,SP,89.13888888888889,5.049,5.0672,0.8709545538431991,0.3365638916626825,0.8576644457378129,0.4494805231448705,0.033,2.0448,11.25,,,,0,0,0.0,5.020058257137054,3.256509171037596
668964,Tobias Myers,853,5.104,1.388,-0.052,0.498,0.32,0.533,0.342,0.68,60.9,P,False,RP,37.08695652173913,4.815,5.0173000000000005,0.8470958602266166,0.24318929288468127,0.8769605647073525,0.4746949012340661,0.033,2.0446,,2.04,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.081763836738191,2.9044560588409087
682989,Victor Mederos,314,4.969,1.44,-0.057,0.457,0.323,0.504,0.313,0.677,38.7,P,False,SP,62.8,5.061,4.9966,0.8374458143317168,0.30252451064087427,0.8551111168440562,0.4515325697947434,0.033,2.0437,11.24,,,,0,0,0.0,,
543859,Michael Tonkin,397,4.909,1.462,-0.059,0.478,0.276,0.54,0.342,0.724,28.0,P,False,RP,18.904761904761905,5.389,5.053,0.8449534632268494,0.22637766323033226,0.9114926373807201,0.4668996024459534,0.033,2.0403,,2.04,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
676974,Max Meyer,1104,5.061,1.569,-0.053,0.513,0.333,0.517,0.33,0.667,52.1,P,False,SP,84.92307692307692,4.852,4.9982999999999995,0.8431958357589509,0.27654047057874,0.8589194538363434,0.46738891709872105,0.033,2.04,11.22,,,,0,0,0.0,5.122742809190215,2.7269722076370524
681892,Kody Funderburk,725,5.019,1.565,-0.055,0.458,0.313,0.517,0.321,0.687,46.4,P,False,RP,18.58974358974359,4.962,5.001899999999999,0.8354499355853632,0.27624859428891746,0.8703438267611735,0.4580117796031558,0.033,2.0398,,2.04,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.941068283253284,3.404674446274747
656271,Brock Burke,1025,4.902,1.542,-0.059,0.514,0.303,0.538,0.344,0.697,26.9,P,False,RP,14.642857142857142,5.314,5.0256,0.8433220890287549,0.23257550604009203,0.893372580178682,0.4747916726204245,0.033,2.0348,,2.03,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.015997689047734,3.120474840651929
607074,Carlos Rodón,3446,5.194,1.506,-0.049,0.462,0.355,0.461,0.339,0.645,77.3,P,False,SP,95.72222222222223,4.789,5.0725,0.8936340105124204,0.3818620941807146,0.8256302237328693,0.45977798048461765,0.033,2.0336,11.18,,,,0,0,0.0,4.989398226504463,3.449228371058328
656186,Dan Altavilla,512,4.944,1.421,-0.058,0.481,0.337,0.486,0.32,0.663,34.5,P,False,RP,17.066666666666666,5.173,5.0127,0.8528539639843714,0.3370062344463852,0.8429392442999907,0.45469897607013654,0.033,2.0305,,2.03,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.842092878258396,3.866242401067263
676755,Isaac Mattson,777,5.048,1.326,-0.054,0.516,0.283,0.523,0.351,0.717,50.0,P,False,RP,17.65909090909091,5.159,5.0813,0.8635177365228681,0.2578820807517226,0.9048146878574436,0.46931119284513806,0.033,2.0292,,2.03,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.010751436999536,3.294297431919527
623474,Jimmy Herget,1306,4.991,1.496,-0.056,0.436,0.311,0.534,0.324,0.689,41.5,P,False,RP,21.40983606557377,4.939,4.9754,0.8202701637953671,0.24459823862261598,0.8815993573718083,0.46666189152294507,0.033,2.0277,,2.03,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.957995466606378,3.261537800000877
592254,José De León,101,5.101,1.444,-0.052,0.488,0.302,0.482,0.342,0.698,60.3,P,True,SP,101.0,5.101,5.100999999999999,0.8832757386566289,0.3377998375454594,0.8734310748495129,0.45641852844512976,0.033,2.0262,11.14,,,,0,0,0.0,,
681347,Mike Burrows,1537,4.888,1.472,-0.06,0.506,0.314,0.513,0.337,0.686,22.8,P,False,SP,66.82608695652173,5.359,5.029299999999999,0.8506285527567141,0.28197977129082274,0.8756811035904271,0.4673018233196918,0.033,2.0254,11.14,,,,0,0,0.0,4.967799986889696,3.3466466359760654
669211,Keegan Akin,1058,5.142,1.422,-0.05,0.513,0.332,0.504,0.342,0.668,68.0,P,False,RP,16.53125,4.772,5.031000000000001,0.8602492150334509,0.2997354705381259,0.8615539359145798,0.47170342802966425,0.033,2.0226,,2.02,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.123611817603311,2.833521572381014
663559,Bailey Falter,2014,5.051,1.329,-0.054,0.5,0.308,0.514,0.344,0.692,50.8,P,False,SP,74.5925925925926,5.034,5.0459,0.8566282533342489,0.2786457273191414,0.88322448266888,0.47035905174090936,0.033,2.021,11.12,,,,0,0,0.0,5.028920834140529,3.182598991225814
687134,Bradley Blalock,1047,4.89,1.487,-0.06,0.485,0.322,0.499,0.336,0.678,23.5,P,False,SP,69.8,5.377,5.036099999999999,0.8581460750676433,0.3092628289705981,0.8651730725990272,0.4648624426200747,0.033,2.021,11.12,,,,0,0,0.0,4.932462402466466,3.504343779679343
669854,Ronel Blanco,793,5.071,1.407,-0.053,0.483,0.36,0.474,0.33,0.64,54.3,P,False,SP,88.11111111111111,4.895,5.018199999999999,0.8669317399616674,0.36041835196026395,0.8270462494222786,0.4630436385025462,0.033,2.0204,11.11,,,,0,0,0.0,4.996739908874764,3.31865601275309
671096,Andrew Abbott,2727,5.006,1.388,-0.055,0.5,0.31,0.509,0.348,0.69,44.0,P,False,SP,90.9,5.18,5.058199999999999,0.8641924785430295,0.28758933317196833,0.8814298767328257,0.4714915240595333,0.033,2.0192,11.11,,,,0,0,0.0,5.084728976513362,2.957055965061861
543243,Sonny Gray,2798,4.971,1.645,-0.057,0.475,0.345,0.496,0.326,0.655,39.0,P,False,SP,84.78787878787878,5.037,4.9908,0.8449795013036886,0.31890011552336384,0.8455973828674063,0.46520833738001477,0.033,2.0171,11.09,,,,0,0,0.0,4.9739931320381645,3.304009463771141
676092,Collin Snider,511,5.161,1.472,-0.05,0.51,0.327,0.527,0.332,0.673,71.8,P,False,RP,19.653846153846153,4.546,4.9765,0.8286013822013661,0.25842624398100145,0.8721093863409635,0.4740581953064293,0.033,2.0169,,2.02,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.1141576376186535,2.783257203726895
506433,Yu Darvish,1177,4.933,1.55,-0.058,0.479,0.301,0.539,0.334,0.699,32.1,P,False,SP,73.5625,5.128,4.991499999999999,0.824066390899516,0.2333520531500779,0.8957386815510182,0.47269198344683927,0.033,2.0166,11.09,,,,0,0,0.0,5.024207507077136,3.0345195537958096
628452,Raisel Iglesias,964,4.965,1.435,-0.057,0.514,0.295,0.527,0.339,0.705,38.3,P,False,RP,13.771428571428572,5.171,5.0268,0.8400950154959758,0.25434808359820327,0.8968371895339354,0.4697568363562353,0.033,2.0164,,2.02,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.106238481384931,2.8030134380592484
676917,Cade Cavalli,788,4.993,1.502,-0.056,0.494,0.325,0.501,0.321,0.675,42.4,P,False,SP,78.8,4.995,4.9936,0.8368045562522861,0.3087322507882255,0.8605589488272398,0.4598241319824648,0.033,2.0149,11.08,,,,0,0,0.0,4.965996163917716,3.358949046499851
593423,Frankie Montas,708,5.016,1.605,-0.055,0.509,0.362,0.463,0.321,0.638,45.9,P,False,SP,78.66666666666667,4.994,5.009399999999999,0.8631799065180777,0.38300169699010445,0.8198119250022122,0.45637411179052695,0.033,2.0146,11.08,,,,0,0,0.0,4.988900963817684,3.357903120279894
686930,Mason Barnett,431,5.118,1.423,-0.051,0.48,0.333,0.481,0.337,0.667,63.0,P,False,SP,86.2,4.885,5.0481,0.8699038794029337,0.34407696743951777,0.8520261941943008,0.46319673600270234,0.033,2.0144,11.08,,,,0,0,0.0,4.995580068450619,3.375184496472773
674072,Tommy Henry,107,5.091,1.418,-0.052,0.461,0.334,0.474,0.335,0.666,58.4,P,True,SP,53.5,4.963,5.0526,0.8728010869468307,0.35762931185751534,0.8482177568096407,0.4603050115494576,0.033,2.0133,11.07,,,,0,0,0.0,,
687606,Paxton Schultz,448,5.066,1.513,-0.053,0.462,0.354,0.451,0.336,0.646,53.4,P,False,RP,34.46153846153846,5.066,5.066,0.889664190773986,0.4022707927234467,0.8257837722136168,0.4583336069403947,0.033,2.0119,,2.01,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.831181014462255,4.07208518894155
641816,Tyler Mahle,1437,5.093,1.286,-0.052,0.53,0.315,0.52,0.341,0.685,58.8,P,False,SP,84.52941176470588,4.829,5.0138,0.842799638355237,0.26931927109172715,0.8819824974012797,0.4745045843304593,0.033,2.0095,11.05,,,,0,0,0.0,5.217247475817191,2.4158329850757827
680880,Grant Holman,375,5.074,1.531,-0.053,0.469,0.395,0.428,0.332,0.605,54.8,P,False,RP,17.045454545454547,4.971,5.0431,0.8972198155002297,0.4498553595117555,0.7876245497490031,0.459515705130286,0.033,2.0077,,2.01,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,,
700187,Troy Taylor,136,5.129,1.573,-0.051,0.469,0.293,0.552,0.336,0.707,65.7,P,True,RP,17.0,4.624,4.977499999999999,0.8126874646882518,0.208640918018558,0.9089197497107993,0.4776580871294138,0.033,2.0068,,2.01,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,,
666215,Forrest Whitley,256,5.042,1.416,-0.054,0.457,0.312,0.501,0.341,0.688,48.9,P,False,RP,25.6,5.046,5.0432,0.857115547296374,0.30471084412844873,0.8774462467839549,0.4680849265049546,0.033,2.0058,,2.01,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
607481,Aaron Bummer,932,5.069,1.502,-0.053,0.454,0.34,0.473,0.318,0.66,54.0,P,False,RP,22.19047619047619,4.859,5.006,0.8507122034512344,0.36339565824438413,0.8400084873019903,0.4542528355504172,0.033,2.0058,,2.01,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.95313844372957,3.4603694133652576
682842,Abner Uribe,1250,4.94,1.549,-0.058,0.464,0.337,0.515,0.312,0.663,33.5,P,False,RP,15.625,4.915,4.9325,0.80984221498342,0.2858516604799397,0.8567675500596676,0.4645746088171764,0.033,2.0051,,2.01,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.896537705498489,3.511982955223428
592866,Trevor Williams,1448,5.008,1.435,-0.055,0.477,0.332,0.506,0.336,0.668,44.4,P,False,SP,85.17647058823529,4.982,5.0001999999999995,0.8437309872375736,0.2982562944138303,0.8644252385203866,0.4727014125498574,0.033,2.0026,11.01,,,,0,0,0.0,5.085857282784399,2.874983807055906
670102,Bowden Francis,1224,5.148,1.365,-0.05,0.481,0.324,0.49,0.34,0.676,69.2,P,False,SP,81.6,4.794,5.041799999999999,0.8621706800344506,0.3266942212292099,0.8650649919206244,0.4674360626138117,0.033,2.0025,11.01,,,,0,0,0.0,5.045079926522309,3.175778676982649
669308,Sean Reynolds,494,5.027,1.435,-0.055,0.462,0.309,0.496,0.339,0.691,47.3,P,False,RP,26.0,5.095,5.0474,0.8579165425863396,0.3143111716333765,0.8776830733757777,0.4652587087642151,0.033,2.0024,,2.0,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.876254803438882,3.8019304074931375
669371,Cole Henry,967,5.08,1.496,-0.053,0.429,0.33,0.469,0.33,0.67,55.6,P,False,RP,16.964912280701753,4.96,5.044,0.8662535340855685,0.3682674217262565,0.8502179969008787,0.4574100612271032,0.033,1.9999,,2.0,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,4.788028542742451,4.180900637669823
518489,Ryan Brasier,374,4.982,1.475,-0.056,0.512,0.332,0.484,0.335,0.668,40.1,P,False,RP,13.851851851851851,5.14,5.0294,0.8593911252778208,0.3396285927058189,0.8561304504931659,0.46537086398318905,0.033,1.9999,,2.0,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
677944,Slade Cecconi,2110,4.937,1.491,-0.058,0.479,0.309,0.52,0.343,0.691,33.1,P,False,SP,87.91666666666667,5.204,5.0171,0.8416664678390976,0.2690517178260565,0.8887585232442243,0.47569313425857007,0.033,1.9995,11.0,,,,0,0,0.0,4.959999691449117,3.3757275455946463
669711,Greg Weissert,1080,4.962,1.481,-0.057,0.476,0.311,0.51,0.327,0.689,37.8,P,False,RP,14.794520547945206,5.073,4.9953,0.8309426551310148,0.29070089060053417,0.8790138024841425,0.4651802985752712,0.033,1.9979,,2.0,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.96326365915837,3.3502613085605306
657044,Ryan Thompson,666,5.056,1.45,-0.054,0.48,0.336,0.477,0.307,0.664,51.4,P,False,RP,13.591836734693878,4.787,4.9753,0.8323122858403336,0.3579320345081496,0.8426568830684937,0.4504561750856065,0.033,1.9978,,2.0,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,5.086195826861325,2.895028764789034
800049,Adam Mazur,489,5.011,1.467,-0.055,0.487,0.342,0.516,0.337,0.658,44.8,P,False,SP,81.5,4.88,4.9717,0.8332845645272928,0.2806852820221504,0.8626196433128976,0.4798791121206803,0.033,1.9972,10.98,,,,0,0,0.0,4.985008498910823,3.2620243286823145
686563,Jonathan Cannon,1793,4.901,1.595,-0.059,0.482,0.317,0.498,0.329,0.683,26.4,P,False,SP,81.5,5.264,5.0099,0.8416757047882644,0.31337520971513944,0.8709964814461879,0.4639014289990215,0.033,1.9965,10.98,,,,0,0,0.0,4.906337358825739,3.599374726177606
641386,Ben Bowden,187,5.117,1.376,-0.051,0.495,0.312,0.48,0.339,0.688,62.8,P,True,RP,17.0,4.937,5.063,0.8677344080222947,0.3448570938752521,0.8707202881454769,0.4618523597139473,0.033,1.9955,,2.0,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,,
669160,Dustin May,2237,5.142,1.488,-0.05,0.441,0.297,0.52,0.326,0.703,67.9,P,False,SP,86.03846153846153,4.641,4.9917,0.822238331694219,0.2711110672042487,0.892990647000436,0.4650118172424994,0.033,1.9951,10.97,,,,0,0,0.0,4.948767986939364,3.429711123052307
674370,Osvaldo Bido,1378,4.881,1.518,-0.06,0.496,0.315,0.521,0.34,0.685,20.9,P,False,SP,53.0,5.252,4.9923,0.8312690572639596,0.2690742511873343,0.8866432897623837,0.47824467017716105,0.033,1.9861,10.92,,,,0,0,0.0,4.912410331456339,3.546164735403976
445926,Jesse Chavez,192,4.951,1.643,-0.057,0.403,0.32,0.498,0.328,0.68,36.0,P,True,RP,38.4,5.099,4.9954,0.8353507566964314,0.3145508225491469,0.8708920820945376,0.4661130248872699,0.033,1.9847,,1.98,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
700249,Cade Povich,1971,5.044,1.507,-0.054,0.477,0.32,0.493,0.345,0.68,49.2,P,False,SP,89.5909090909091,5.025,5.0383,0.8583582882692592,0.3210134799384825,0.874093922276745,0.472973117007207,0.033,1.9843,10.91,,,,0,0,0.0,4.964285656403818,3.475061412794062
547179,Michael Lorenzen,2396,4.943,1.437,-0.058,0.468,0.321,0.496,0.332,0.679,34.2,P,False,SP,85.57142857142857,5.138,5.0015,0.8391060539959581,0.31803259432861364,0.8716739386985304,0.46859930259766663,0.033,1.9792,10.89,,,,0,0,0.0,4.941076136334187,3.472830481595315
666214,Joey Wentz,1833,5.01,1.548,-0.055,0.512,0.355,0.481,0.342,0.645,44.5,P,False,RP,45.825,4.998,5.006399999999999,0.8581841774829574,0.34745786779662857,0.8450206040206656,0.47707497845508684,0.033,1.9786,,1.98,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.016591504500422,3.260474094496983
690544,Bailey Horn,230,4.959,1.581,-0.057,0.516,0.314,0.522,0.331,0.686,37.4,P,False,RP,20.90909090909091,4.985,4.966799999999999,0.8171094216774191,0.269153538271633,0.8866528381155607,0.47522168379459545,0.033,1.9779,,1.98,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
693313,Carson Seymour,621,4.95,1.536,-0.057,0.438,0.321,0.508,0.32,0.679,35.9,P,False,RP,38.8125,4.97,4.9559999999999995,0.8147041265702311,0.2978635467016517,0.8733024444179929,0.4670797447336097,0.033,1.9764,,1.98,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.806489561871734,3.924141999389774
472610,Luis García,883,4.963,1.624,-0.057,0.495,0.361,0.5,0.314,0.639,37.9,P,False,RP,15.224137931034482,4.788,4.9105,0.8096554033920136,0.3174578984469063,0.8402440613590385,0.47128755816655493,0.033,1.9764,,1.98,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.0684848239215485,2.8623841122946425
701487,Pierson Ohl,544,4.845,1.399,-0.061,0.524,0.31,0.488,0.344,0.69,17.3,P,False,RP,38.857142857142854,5.524,5.0487,0.859097570618977,0.3301111316109383,0.8805246852362785,0.469747655757528,0.033,1.976,,1.98,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.097486243350571,2.920859099610187
621363,Colin Poche,244,5.102,1.555,-0.052,0.412,0.355,0.446,0.323,0.645,60.6,P,False,RP,17.428571428571427,4.818,5.0168,0.8637617608945526,0.41620061852740853,0.8265324118467479,0.45666740331440053,0.033,1.9747,,1.97,+5/save (role-dependent),+3/hold (role-dependent),2,18,64.0,,
594580,Sam Moll,370,5.029,1.586,-0.055,0.392,0.332,0.444,0.311,0.668,47.7,P,False,RP,14.8,4.998,5.0197,0.8541889561343143,0.41994183589782874,0.8386125371673805,0.44457942916617943,0.033,1.9735,,1.97,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
687473,Ryan Gusto,1781,5.057,1.439,-0.054,0.519,0.305,0.529,0.343,0.695,51.6,P,False,SP,63.607142857142854,4.826,4.987699999999999,0.8239637481546455,0.25354184447544315,0.9002398304021716,0.48211279208407476,0.033,1.973,10.85,,,,0,0,0.0,5.073908645330705,2.972500824589796
676775,Keaton Winn,165,4.9,1.655,-0.059,0.498,0.315,0.495,0.326,0.685,26.2,P,True,RP,23.571428571428573,5.208,4.9924,0.8313226878736866,0.32075856269649805,0.8749530562907296,0.46485896824665385,0.033,1.9729,,1.97,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
701581,David Festa,882,5.046,1.422,-0.054,0.492,0.349,0.494,0.335,0.651,49.5,P,False,SP,80.18181818181819,4.806,4.974,0.8379048792943249,0.3242385448130908,0.8534204754078738,0.47746777022580655,0.033,1.9723,10.85,,,,0,0,0.0,5.046426566165573,3.0799399654591184
685107,Anthony Veneziano,499,5.008,1.506,-0.055,0.507,0.339,0.484,0.327,0.661,44.2,P,False,RP,18.48148148148148,4.915,4.9801,0.8363380454257869,0.34362567634144403,0.8551176950968509,0.46849930534219875,0.033,1.9676,,1.97,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,5.05220755419705,3.076279152548232
621112,Paul Blackburn,702,4.934,1.549,-0.058,0.464,0.332,0.475,0.319,0.668,32.3,P,False,RP,43.875,5.102,4.9844,0.8352573509007282,0.3611705760460977,0.8542984234166091,0.4599238807336219,0.033,1.9669,,1.97,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.928155948402069,3.530355520182696
669372,J. T. Ginn,1575,5.004,1.577,-0.055,0.441,0.343,0.453,0.308,0.657,43.7,P,False,SP,68.47826086956522,4.931,4.982099999999999,0.8393459780450745,0.40509679187403325,0.8348073858769918,0.4499259181516571,0.033,1.9666,10.82,,,,0,0,0.0,4.859618434083719,3.8340617348621713
680951,Doug Nikhazy,107,5.104,1.505,-0.052,0.44,0.344,0.429,0.342,0.656,61.1,P,True,SP,53.5,5.052,5.0884,0.8968391462909281,0.4441944128962111,0.8349804656431133,0.45916981037034577,0.033,1.9663,10.81,,,,0,0,0.0,,
694297,Brandon Pfaadt,3002,4.906,1.566,-0.059,0.491,0.314,0.506,0.331,0.686,27.6,P,False,SP,88.29411764705883,5.158,4.9816,0.8250467519169966,0.2997643219112467,0.8828709329923414,0.47199001931100776,0.033,1.9654,10.81,,,,0,0,0.0,5.005187928283047,3.189051075420553
608372,Tomoyuki Sugano,2565,5.018,1.451,-0.055,0.487,0.336,0.488,0.326,0.664,46.3,P,False,SP,85.5,4.864,4.971799999999999,0.8304352144998925,0.33634593346853603,0.8593818897457757,0.46935709583867424,0.033,1.963,10.8,,,,0,0,0.0,5.078564582245055,2.9412870274375926
676661,Max Lazar,646,4.848,1.585,-0.061,0.489,0.321,0.526,0.341,0.679,17.9,P,False,RP,17.944444444444443,5.227,4.9616999999999996,0.8177610713246626,0.26161434980777143,0.8893429199652827,0.48588091673552014,0.033,1.962,,1.96,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.89049957519405,3.5994139075398337
686613,Hunter Brown,2962,5.081,1.43,-0.053,0.488,0.33,0.457,0.329,0.67,55.8,P,False,SP,95.54838709677419,4.913,5.0306,0.8590670323821675,0.3932118897617032,0.8528089628094102,0.4593814658361663,0.033,1.9613,10.79,,,,0,0,0.0,4.939768844630115,3.6504561419316106
477132,Clayton Kershaw,1825,4.912,1.432,-0.059,0.461,0.343,0.501,0.347,0.657,28.8,P,False,SP,73.0,5.161,4.986699999999999,0.8418129860925108,0.3092916803437189,0.8661263947569287,0.4861493953237602,0.033,1.9611,10.79,,,,0,0,0.0,4.99539590138421,3.229305282847003
663978,Chris Paddack,2711,5.05,1.374,-0.054,0.516,0.309,0.486,0.336,0.691,50.4,P,False,SP,77.45714285714286,4.963,5.023899999999999,0.8453133493005244,0.3360981748780484,0.8811885511312536,0.46752638226195065,0.033,1.96,10.78,,,,0,0,0.0,5.115793054885869,2.898871208202336
571578,Patrick Corbin,2588,4.955,1.551,-0.057,0.476,0.349,0.468,0.333,0.651,36.5,P,False,SP,83.48387096774194,5.104,4.9997,0.8516879459941311,0.3738472915946275,0.8451868654027073,0.46994690475553136,0.033,1.9598,10.78,,,,0,0,0.0,4.963800346157934,3.4410837091888835
688297,Chris Roycroft,394,4.974,1.535,-0.057,0.449,0.317,0.458,0.308,0.683,39.6,P,False,RP,19.7,5.056,4.9986,0.8356154458891278,0.3938181757026259,0.8563869970266027,0.4463230489638737,0.033,1.9598,,1.96,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,,
664141,Jt Brubaker,469,4.94,1.712,-0.058,0.438,0.341,0.445,0.316,0.659,33.7,P,False,RP,27.58823529411765,5.166,5.0078000000000005,0.8521613845325061,0.4189184792205757,0.8368899920681878,0.45195067150971874,0.033,1.9595,,1.96,+5/save (role-dependent),+3/hold (role-dependent),0,8,24.0,4.944157507006998,3.509450391138458
