rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_p25,xfp_rp3_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,mlb_id,atc,steamer,thebatx,zips,ext_n_systems,ext_mean_fp_per_g,ensemble_fp_per_start
66,607625,"Lugo, Seth",7,4.0,14.4,13.375,-1.025,12.416158699354623,mlb_lag,0,10.52134006313227,3.550589473597954,8.12646746319045,12.91621266307409,CLE,0.9754,0.9754,0.9703932062383474,10.21,11.285,-0.763,hold,67.5,79.0,68.8,0.6927,0.0976,607625,10.725800308781304,10.282509077705159,9.16719103254685,10.530869565217388,4,10.176592496062675,10.383441036304433
67,676106,"Hancock, Emerson",7,4.0,16.014285714285712,15.274999999999997,-0.739,8.079490244354261,mlb_lag,0,10.505848734934704,3.550589473597954,8.110976134992884,12.900721334876524,CWS,1.0085,1.0085,0.982727097176478,10.32,11.285,-0.779,hold,100.0,25.0,87.0,0.6607,0.2141,676106,15.514870032714754,21.40589814814815,,9.403913043478259,3,15.441560408113721,12.48013340420631
68,624133,"Suarez, Ranger",7,4.0,14.057142857142855,19.325,5.268,12.44134223714351,mlb_lag,0,10.407073950023769,3.550589473597954,8.012201350081947,12.801946549965589,,,,1.0,10.41,11.285,-0.878,hold,73.5,83.0,68.3,0.7479,0.1437,624133,12.84695639947904,12.05213305898491,12.636203796203795,12.029999999999998,4,12.391323313666938,11.200773695481036
69,579328,"Kikuchi, Yusei",7,4.0,6.6,6.949999999999999,0.35,11.402981602226768,mlb_lag,1,10.39166555040709,3.550589473597954,7.99679295046527,12.78653815034891,,,,1.0,10.39,11.285,-0.893,il,28.2,51.0,100.0,0.5992,0.2656,579328,11.577362295930886,12.077884990253406,10.269755731952442,10.192499999999999,4,11.029375754534183,10.646749632057928
70,592791,"Taillon, Jameson",6,3.0,11.199999999999998,12.066666666666665,0.867,11.444121477358449,mlb_lag,0,10.378032730621449,3.550589473597954,7.983160130679627,12.772905330563267,,,,1.0,10.38,11.285,-0.907,hold,37.6,82.0,91.4,0.7159,0.2074,592791,10.746386897849675,9.9361612654321,10.926495815480719,9.5836,4,10.298160994690623,10.346084036249119
71,622491,"Castillo, Luis",7,4.0,3.2428571428571424,2.999999999999999,-0.243,12.94889258145142,mlb_lag,0,10.35062583103126,3.550589473597954,7.955753231089439,12.74549843097308,CWS,1.0085,1.0085,0.982727097176478,10.17,11.285,-0.934,hold,1.7,4.0,100.0,0.8121,0.6534,622491,12.959965537047667,12.541429499675113,11.435117344421736,12.567037037037036,4,12.375887354545387,11.160730440436911
72,801403,"Dollander, Chase",3,3.0,13.699999999999998,13.699999999999998,0.0,4.829770466157686,mlb_lag,0,10.315288450646896,3.550589473597954,7.920415850705075,12.710161050588717,,,,1.0,10.32,11.285,-0.969,hold,,,,,,801403,7.254268317977126,9.434737654320985,6.526460176991146,7.19086956521739,4,7.601583928626662,9.229806641838803
73,669358,"Baz, Shane",6,3.0,8.666666666666666,10.466666666666663,1.8,11.385068292950674,mlb_lag,0,10.22163047727376,3.550589473597954,7.826757877331941,12.61650307721558,,,,1.0,10.22,11.285,-1.063,hold,20.4,10.0,100.0,0.6645,0.2549,669358,11.694747547130207,11.276724763979663,11.197606311751299,10.714444444444442,4,11.220880766826404,10.621330593094818
74,663436,"Martin, Davis",6,3.0,15.816666666666665,17.9,2.083,8.85043971339615,mlb_lag,0,10.195149469603438,3.550589473597954,7.800276869661618,12.590022069545258,SEA,1.0127,1.0127,0.9786514046632544,9.98,11.285,-1.089,hold,100.0,39.0,75.0,0.6106,0.0801,663436,9.272927342966874,9.28127814088598,8.086677804475144,9.04958333333333,4,8.922616655415332,9.686136343928196
75,622663,"Severino, Luis",7,4.0,10.314285714285711,12.075,1.761,9.06882546121142,mlb_lag,0,10.154135036034749,3.550589473597954,7.759262436092928,12.549007635976569,,,,1.0,10.15,11.285,-1.13,hold,37.4,67.0,83.6,0.671,0.2493,622663,10.156302216422915,10.12883744855967,8.899072127582457,10.278750000000002,4,9.865740448141262,10.038777200877355
76,694738,"Roupp, Landen",7,4.0,14.399999999999997,14.7,0.3,9.211084793716047,mlb_lag,0,10.104721250740504,3.550589473597954,7.709848650798683,12.499593850682324,,,,1.0,10.1,11.285,-1.18,hold,100.0,20.0,76.5,0.7346,0.1594,694738,10.353400407933915,11.127694003527333,10.601985222546677,10.773157894736842,4,10.714059382186193,10.34845650331878
77,690990,Cade Horton,2,0.0,9.1,9.1,0.0,11.715432619803003,mlb_lag,1,10.0802985506839,3.550589473597954,7.685425950742081,12.47517115062572,,,,1.0,10.08,11.285,-1.204,il,,,,,,690990,11.215009927887632,10.164580246913578,11.05416057446901,10.527599999999998,4,10.740337687317554,10.344314205337362
78,690953,"Abel, Mick",3,1.0,14.699999999999998,28.099999999999994,13.4,10.354950255469117,mlb_lag,1,10.063490398285031,3.550589473597954,7.668617798343213,12.458362998226852,,,,1.0,10.06,11.285,-1.221,il,100.0,6.0,,,,690953,9.603142601365214,10.0905467372134,10.935553224227165,9.982916666666663,4,10.15303980736811,10.099310161918263
79,607067,"Rea, Colin",4,3.0,9.775,9.2,-0.575,9.78463296585142,mlb_lag,0,10.051631908367757,3.550589473597954,7.656759308425935,12.446504508309577,,,,1.0,10.05,11.285,-1.233,hold,64.0,64.0,81.7,0.612,0.1446,607067,17.757205145026557,19.11215925925927,,10.54090909090909,3,15.803424498398305,12.352348944379976
80,676282,"Cantillo, Joey",7,4.0,9.585714285714284,6.674999999999999,-2.911,12.796782161104936,mlb_lag,0,10.049207933909678,3.550589473597954,7.6543353339678575,12.444080533851498,,,,1.0,10.05,11.285,-1.235,hold,6.7,1.0,100.0,0.7881,0.1211,676282,13.663177043426677,14.666980056980062,12.922510257551044,12.938333333333333,4,13.547750172822779,11.448624829474918
81,605488,"Springs, Jeffrey",7,4.0,12.214285714285712,7.274999999999999,-4.939,9.388869363079646,mlb_lag,0,10.046809528818304,3.550589473597954,7.651936928876482,12.441682128760124,,,,1.0,10.05,11.285,-1.238,hold,47.5,29.0,73.1,0.6819,0.0653,605488,10.393470300839343,10.013631687242794,8.234992125420572,10.851599999999998,4,9.873423528375678,9.977455128641253
82,680694,"Bradish, Kyle",7,4.0,5.557142857142856,5.224999999999999,-0.332,14.136576329235217,mlb_lag,0,10.02348779176526,3.550589473597954,7.628615191823441,12.41836039170708,,,,1.0,10.02,11.285,-1.261,hold,9.8,6.0,100.0,0.7073,0.4757,680694,13.10521442979856,12.585286855482932,12.034664597756027,11.65,4,12.34379147075938,10.951609263362908
83,669194,"Nelson, Ryne",6,3.0,9.716666666666669,10.933333333333332,1.217,10.239724114166169,mlb_lag,0,9.971006484571282,3.550589473597954,7.576133884629462,12.365879084513102,,,,1.0,9.97,11.285,-1.314,hold,26.4,19.0,100.0,0.6333,0.3922,669194,10.975105553691337,10.832047930283224,11.13838858364984,12.334347826086958,4,11.319972473427839,10.510592880113904
84,605280,"Holmes, Clay",7,4.0,16.11428571428571,16.849999999999998,0.736,9.620467195483409,mlb_lag,0,9.961032920573984,3.550589473597954,7.566160320632163,12.355905520515805,AZ,0.9477,0.9477,1.0394899422435482,10.35,11.285,-1.324,hold,96.6,28.0,57.7,0.6429,0.0638,605280,10.46500141385879,10.253133623819899,10.156984410462476,10.657916666666665,4,10.383259028701957,10.129923363825174
85,693821,"Elder, Bryce",7,4.0,14.957142857142856,14.375,-0.582,8.956024285170304,mlb_lag,0,9.929344967281525,3.550589473597954,7.534472367339703,12.324217567223345,LAD,1.1086,1.1086,0.925262701048713,9.19,11.285,-1.355,hold,81.9,59.0,56.9,0.4894,0.025,693821,9.730453548808395,9.909387860082303,9.984262582289233,10.355555555555553,4,9.99491488668387,9.955572935042463
86,681347,"Burrows, Mike",7,4.0,6.742857142857141,7.099999999999998,0.357,9.997747512773454,mlb_lag,0,9.917168393839429,3.550589473597954,7.522295793897609,12.312040993781247,CIN,1.0246,1.0246,0.9774568157135176,9.69,11.285,-1.367,hold,0.0,0.0,,,,681347,10.948632545057547,11.188371913580248,10.429161560919443,10.735217391304346,4,10.825345852715397,10.280439377389817
87,681190,"Vásquez, Randy",6,3.0,13.133333333333333,9.6,-3.533,7.7533709361737,mlb_lag,0,9.901829528656696,3.550589473597954,7.506956928714874,12.296702128598517,STL,1.032,1.032,0.9872564931859557,9.78,11.285,-1.383,hold,100.0,46.0,73.8,0.567,0.0941,681190,7.986247072324774,8.269843621399174,7.307247013651879,7.54,4,7.775834426843956,9.051431487931602
88,702056,Trey Yesavage,2,2.0,12.9,12.9,0.0,9.925072665377316,milb_translation,0,9.898956088119547,3.550589473597954,7.504083488177727,12.293828688061367,LAA,0.9785,0.9785,1.0330257826190417,10.23,11.285,-1.386,hold,,,,,,702056,12.690403567241585,14.40271130104463,13.320873905698047,9.748399999999998,4,12.540597193496064,10.955612530270153
89,625643,"López, Reynaldo",5,2.0,6.44,-3.700000000000001,-10.14,14.82452144073662,mlb_lag,0,9.891002407538435,3.550589473597954,7.496129807596615,12.285875007480255,,,,1.0,9.89,11.285,-1.394,hold,39.5,47.0,100.0,0.5935,0.2495,625643,12.044423823032936,12.91964609053498,11.75875519222271,14.912499999999998,4,12.908831276447657,11.098133955102124
90,702273,"Schultz, Noah",4,4.0,13.599999999999998,13.599999999999998,0.0,10.354950255469117,mlb_lag,0,9.890534618355902,3.550589473597954,7.495662018414082,12.285407218297722,,,,1.0,9.89,11.285,-1.394,hold,,0.0,,,,702273,7.954207753613399,9.287839506172842,,6.317391304347827,3,7.853146188044689,9.075579246231417
91,656550,"Holmes, Grant",7,4.0,9.314285714285711,5.474999999999999,-3.839,11.188861375248594,mlb_lag,0,9.867888398744096,3.550589473597954,7.473015798802276,12.262760998685916,,,,1.0,9.87,11.285,-1.417,hold,9.5,2.0,100.0,0.7469,0.1979,656550,11.857949922390107,11.669625514403291,12.460423567743685,15.809999999999995,4,12.94949975113427,11.100532939700166
92,663623,"Irvin, Jake",7,4.0,9.77142857142857,12.3,2.529,8.408756019458142,mlb_lag,0,9.828229110312474,3.550589473597954,7.433356510370654,12.223101710254294,MIN,0.9818,0.9818,0.9827647436528923,9.66,11.285,-1.456,hold,71.4,60.0,70.2,0.5677,0.1273,663623,9.638305047867707,10.477792022792018,9.107297452046954,8.40655172413793,4,9.407486561711153,9.659932090871946
93,673540,"Senga, Kodai",5,2.0,1.5799999999999987,-5.1000000000000005,-6.68,12.51720173899676,mlb_lag,1,9.78547942319367,3.550589473597954,7.390606823251851,12.180352023135493,,,,1.0,9.79,11.285,-1.499,il,0.0,0.0,,,,673540,12.206000085349721,12.48973544973545,11.522275850296593,10.803599999999996,4,11.75540284634544,10.573448792454379
94,647336,"Soroka, Michael",6,3.0,9.333333333333332,5.166666666666665,-4.167,10.49749723641495,mlb_lag,0,9.759245891076151,3.550589473597954,7.364373291134331,12.154118491017972,,,,1.0,9.76,11.285,-1.525,hold,40.6,26.0,96.0,0.7129,0.2125,647336,16.701414613072533,18.63970899470899,16.688470447651444,11.600625,4,15.907554763858242,12.218569440188988
95,681035,Christian Scott,2,2.0,6.949999999999999,6.949999999999999,0.0,11.03995967956132,milb_translation,0,9.695061838156237,3.550589473597954,7.300189238214417,12.089934438098055,COL,0.9674,0.9674,0.9491310012817634,9.2,11.285,-1.59,hold,,,,,,681035,24.47095820414604,47.05576543209876,,8.515000000000002,3,26.68057454541493,16.489266921059716
96,687570,"Prielipp, Connor",3,3.0,11.733333333333334,11.733333333333334,0.0,10.354950255469117,mlb_lag,0,9.684878499562746,3.550589473597954,7.290005899620926,12.079751099504566,CLE,0.9754,0.9754,1.0212375957673212,9.89,11.285,-1.6,hold,,0.0,,,,687570,22.03498961296461,24.537818930041137,,6.421304347826087,3,17.664704296943945,12.876808818515226
97,641816,"Mahle, Tyler",7,4.0,8.228571428571428,8.075,-0.154,12.98558530914524,mlb_lag,0,9.675786375959182,3.550589473597954,7.280913776017362,12.070658975901004,,,,1.0,9.68,11.285,-1.609,hold,19.3,26.0,100.0,0.7727,0.3145,641816,10.966919630771383,10.817658179012346,10.82370709981661,9.72722222222222,4,10.583876782955638,10.039022538757765
98,702070,"Cameron, Noah",6,3.0,7.0666666666666655,2.8999999999999986,-4.167,13.698198010218764,mlb_lag,0,9.645950810185088,3.550589473597954,7.251078210243268,12.040823410126908,,,,1.0,9.65,11.285,-1.639,hold,5.3,1.0,100.0,0.6893,0.2419,702070,10.889384418467058,10.152353395061727,10.807919180201084,10.02259259259259,4,10.468062396580613,9.974795444743297
99,641927,"Ober, Bailey",7,4.0,10.899999999999997,14.299999999999995,3.4,11.649341378003934,mlb_lag,0,9.618362717078467,3.550589473597954,7.223490117136649,12.013235317020287,,,,1.0,9.62,11.285,-1.666,hold,32.1,35.0,81.8,0.6978,0.2172,641927,11.515617769636245,11.255079883805369,10.175568675053336,11.137407407407405,4,11.020918433975588,10.179385003837314
100,643377,,2,2.0,8.25,8.25,0.0,10.354950255469117,mlb_lag,0,9.600273541979192,3.550589473597954,7.205400942037372,11.995146141921012,BOS,0.9771,0.9771,1.0122012663832238,9.72,11.285,-1.684,hold,,,,,,643377,1611.1803236460314,2.7736544117647064,1617.8588990825685,194.81,4,856.6557192850911,348.422451839224
101,672456,"Montero, Keider",6,4.0,13.166666666666664,10.974999999999998,-2.192,8.862408282570831,mlb_lag,0,9.593611758378712,3.550589473597954,7.198739158436892,11.988484358320532,KC,0.98,0.98,0.9658382993519226,9.27,11.285,-1.691,hold,100.0,23.0,88.9,0.6901,0.1088,672456,19.641320836733968,20.597674897119337,,9.947142857142856,3,16.728712863665386,12.447652200493382
102,700712,"Ureña, Walbert",3,3.0,10.1,10.1,0.0,10.354950255469117,mlb_lag,0,9.562420928320224,3.550589473597954,7.167548328378405,11.957293528262046,,,,1.0,9.56,11.285,-1.722,hold,,0.0,,,,700712,70.77765259580966,1.533807142857142,,5.935999999999999,3,26.082486579555596,16.170447188814375
103,681293,"Arrighetti, Spencer",4,4.0,14.224999999999998,14.224999999999998,0.0,10.847564170595977,mlb_lag,0,9.487608782495244,3.550589473597954,7.092736182553423,11.882481382437064,CIN,1.0246,1.0246,0.9774568157135176,9.27,11.285,-1.797,hold,71.9,23.0,88.2,0.7233,0.1611,681293,11.244385436912136,12.177152006172834,11.170315912636505,10.506111111111112,4,11.274491116708147,10.202361716180405
104,696149,"Chandler, Bubba",6,3.0,7.783333333333331,6.833333333333332,-0.95,10.354950255469117,mlb_lag,0,9.472640566462996,3.550589473597954,7.077767966521176,11.867513166404816,,,,1.0,9.47,11.285,-1.812,hold,,0.0,,,,696149,11.29004672190517,11.574398148148145,11.99296772396227,10.142307692307694,4,11.24993007158082,10.183556368510125
105,623474,"Herget, Jimmy",4,1.0,3.575,6.3,2.725,10.354950255469117,mlb_lag,0,9.436967182604894,3.550589473597954,7.042094582663074,11.831839782546714,,,,1.0,9.44,11.285,-1.848,hold,0.0,0.0,,,,623474,223.14968293913873,1.7021805194805193,190.59403087478552,2.4385714285714286,4,104.47111644049406,47.45062688576056
106,676917,"Cavalli, Cade",7,4.0,6.385714285714285,6.449999999999999,0.064,7.0595409323153735,mlb_lag,0,9.433073389527715,3.550589473597954,7.038200789585897,11.827945989469535,,,,1.0,9.43,11.285,-1.852,hold,100.0,5.0,,,,676917,10.06621367117173,11.244390432098765,9.875363809839868,8.240909090909089,4,9.856719251004861,9.602531734118575
107,607259,"Martinez, Nick",6,3.0,15.999999999999998,18.0,2.0,10.028447050627316,mlb_lag,0,9.364339360594403,3.550589473597954,6.969466760652585,11.759211960536224,,,,1.0,9.36,11.285,-1.92,hold,92.0,92.0,71.9,0.6111,0.1074,607259,11.508887391846308,12.042668566001899,9.416544612987487,13.035499999999995,4,11.500900142708922,10.21896367344021
108,663542,Bryan Hudson,2,2.0,2.75,2.75,0.0,9.455843135857808,milb_translation,0,9.314198760746851,3.550589473597954,6.919326160805033,11.709071360688672,,,,1.0,9.31,11.285,-1.97,hold,,,,,,663542,2.2454821044828144,2.1280735294117643,2.1792026299532257,97.6,4,26.03818956596195,16.00379508283289
109,656849,"Peterson, David",5,2.0,4.4,3.3000000000000007,-1.1,10.17839321615015,mlb_lag,0,9.218776165600207,3.550589473597954,6.823903565658387,11.613648765542028,,,,1.0,9.22,11.285,-2.066,hold,6.3,7.0,100.0,0.5757,0.3437,656849,11.178325369244133,11.54821330589849,11.135856501592816,10.595769230769232,4,11.114541101876167,9.977082140110591
110,656427,"Flaherty, Jack",7,4.0,4.928571428571428,2.875,-2.054,11.843837822315423,mlb_lag,0,9.216333377286444,3.550589473597954,6.821460777344623,11.611205977228265,,,,1.0,9.22,11.285,-2.068,hold,4.5,8.0,100.0,0.6194,0.3491,656427,12.532041092475877,12.38265089163237,12.658692091300786,11.691923076923077,4,12.316326788083026,10.456330741605077
111,694297,"Pfaadt, Brandon",3,0.0,6.666666666666664,6.666666666666664,0.0,9.697045392730102,mlb_lag,0,9.215814969614051,3.550589473597954,6.820942369672231,11.610687569555871,,,,1.0,9.22,11.285,-2.069,hold,27.2,22.0,100.0,0.5642,0.4024,694297,10.96585336888812,10.643751714677636,10.229145314524251,11.276206896551724,4,10.778739323660432,9.840984711232604
112,837227,,2,0.0,8.149999999999999,8.149999999999999,0.0,10.295007611713109,league_mean,1,9.184520036740931,3.550589473597954,6.789647436799113,11.579392636682751,,,,1.0,9.18,11.285,-2.1,il,,,,,,837227,11.536190879842794,10.885848765432094,11.577735994451718,13.009545454545457,4,11.752330273568017,10.211644131471765
113,607536,"Freeland, Kyle",5,2.0,8.499999999999998,3.3999999999999986,-5.1,7.246241568335415,mlb_lag,0,9.119319575571184,3.550589473597954,6.7244469756293626,11.514192175513005,,,,1.0,9.12,11.285,-2.165,hold,59.0,134.0,76.9,0.5249,0.1253,607536,8.289518297884646,8.200144032921813,7.158962912087914,7.954230769230767,4,7.900714003031286,8.631877346555225
114,694477,"Patrick, Chad",4,2.0,12.55,14.25,1.7,10.785622927311213,mlb_lag,0,9.10702804748468,3.550589473597954,6.712155447542859,11.5019006474265,,,,1.0,9.11,11.285,-2.178,hold,75.0,15.0,66.7,0.7429,0.03,694477,10.595195686206296,10.657939814814815,11.167173282826328,10.791599999999999,4,10.802977195961859,9.785407706875551
115,691725,"Painter, Andrew",5,3.0,6.639999999999999,5.466666666666666,-1.173,10.354950255469117,mlb_lag,0,9.08951932386285,3.550589473597954,6.69464672392103,11.48439192380467,ATH,1.0268,1.0268,1.006198464275507,9.15,11.285,-2.195,hold,,0.0,,,,691725,9.639082892607169,10.480072016460905,11.21107237589996,8.45875,4,9.947244321242009,9.432609322814514
116,669372,"Ginn, J.T.",5,4.0,8.939999999999998,7.374999999999998,-1.565,8.456173544439357,mlb_lag,0,9.020673501108211,3.550589473597954,6.625800901166391,11.415546101050031,PHI,0.9612,0.9612,1.0748695205140353,9.7,11.285,-2.264,hold,66.7,12.0,62.5,0.6133,0.0292,669372,13.328433314146901,17.959829218106997,14.515128780487801,9.314999999999998,4,13.779597828185423,10.924243231939096
117,668678,"Gallen, Zac",7,3.0,6.499999999999999,4.866666666666665,-1.633,12.319670398098278,mlb_lag,0,8.980051649935128,3.550589473597954,6.585179049993307,11.374924249876948,PIT,1.0126,1.0126,0.9728665003596786,8.74,11.285,-2.305,hold,7.1,12.0,100.0,0.715,0.2959,668678,12.150223406675995,11.546861598440543,11.236524047578005,12.183333333333334,4,11.779235596506968,10.099725228563864
118,808963,"Sasaki, Roki",6,3.0,5.266666666666666,5.233333333333332,-0.033,10.354950255469117,mlb_lag,0,8.976128908980932,3.550589473597954,6.581256309039112,11.371001508922753,ATL,1.0667,1.0667,0.9616070407636668,8.63,11.285,-2.308,hold,0.0,0.0,,,,808963,11.775186859570995,12.937878787878788,11.761643091546905,12.500625,4,12.24383343474917,10.283210719288228
119,543243,"Gray, Sonny",5,2.0,6.339999999999999,-1.5500000000000007,-7.89,13.376876008786448,mlb_lag,1,8.97424241898913,3.550589473597954,6.57936981904731,11.36911501893095,,,,1.0,8.97,11.285,-2.31,il,14.1,40.0,97.5,0.66,0.3687,543243,13.673948838994978,13.46760558804418,13.683065657104265,12.552222222222216,4,13.344210576591408,10.72222968203004
120,702275,JR Ritchie,2,2.0,13.3,13.3,0.0,10.214763284804189,milb_translation,0,8.930156437456372,3.550589473597954,6.535283837514552,11.325029037398192,,,,1.0,8.93,11.285,-2.354,hold,,,,,,702275,9.227984923913338,9.283564814814813,,9.058333333333332,3,9.189961024020493,9.03407827208202
121,669467,"Pallante, Andre",6,3.0,9.733333333333333,14.966666666666663,5.233,8.059894796988939,mlb_lag,0,8.927232251682543,3.550589473597954,6.532359651740723,11.322104851624363,,,,1.0,8.93,11.285,-2.357,hold,58.9,33.0,51.7,0.3981,0.0509,669467,8.83938356909921,8.83684773662551,8.34781391501219,9.408749999999998,4,8.858198805184227,8.899618873083217
122,681343,"Smith, Shane",3,0.0,-2.866666666666667,-2.866666666666667,0.0,10.558498341848969,mlb_lag,1,8.89494724299111,3.550589473597954,6.50007464304929,11.28981984293293,,,,1.0,8.89,11.285,-2.39,il,3.7,1.0,100.0,0.7054,1.1205,681343,11.476338483843207,10.627345679012345,10.658810527067564,10.378928571428569,4,10.78535581533792,9.651110671929834
123,656492,"Griffin, Foster",7,4.0,13.27142857142857,13.574999999999998,0.304,10.354950255469117,mlb_lag,0,8.838792512134448,3.550589473597954,6.443919912192628,11.233665112076268,,,,1.0,8.84,11.285,-2.446,drop,,0.0,,,,656492,11.512645606482652,12.1660582010582,11.409232612824452,11.493999999999998,4,11.645484105091326,9.9614691493172
124,687075,"Sproat, Brandon",4,3.0,5.924999999999999,11.6,5.675,10.354950255469117,mlb_lag,0,8.78591737184697,3.550589473597954,6.39104477190515,11.18078997178879,,,,1.0,8.79,11.285,-2.499,drop,0.0,0.0,,,,687075,11.842486760812,12.1521536351166,12.886812297734625,9.084615384615386,4,11.491517019569653,9.868157230936042
125,650644,"Civale, Aaron",7,4.0,10.514285714285714,8.524999999999999,-1.989,9.885676219713003,mlb_lag,0,8.760599257034455,3.550589473597954,6.365726657092635,11.155471856976275,,,,1.0,8.76,11.285,-2.524,drop,54.3,70.0,73.1,0.6561,0.0716,650644,9.644049605633423,9.458432098765433,8.65937634216177,9.424499999999998,4,9.296589511640157,8.974995358876736
126,676083,"Junk, Janson",6,3.0,11.283333333333331,13.966666666666663,2.683,9.426761779733477,mlb_lag,0,8.740112135947538,3.550589473597954,6.345239536005717,11.134984735889358,WSH,1.0023,1.0023,0.976228256223992,8.53,11.285,-2.544,drop,100.0,18.0,86.7,0.6128,0.1837,676083,14.25177418897593,16.62827572016461,14.794016254016253,10.729999999999999,4,14.101016540789198,10.884473897884202
127,571927,"Matz, Steven",7,4.0,11.157142857142857,9.575,-1.582,10.09597770138117,mlb_lag,1,8.684303812023234,3.550589473597954,6.289431212081414,11.079176411965054,,,,1.0,8.68,11.285,-2.6,il,70.3,116.0,77.9,0.6377,0.0775,571927,11.644877313818336,11.70807319223986,9.44592630553989,19.68571428571428,4,13.12114777432809,10.459041396945176
128,680732,"Burke, Sean",5,3.0,9.98,12.399999999999997,2.42,6.889345663281265,mlb_lag,0,8.671937162075904,3.550589473597954,6.277064562134084,11.066809762017725,SEA,1.0127,1.0127,0.9786514046632544,8.49,11.285,-2.613,drop,76.2,16.0,91.7,0.5685,0.1388,680732,9.546629475739088,9.117901234567903,10.26834683641975,10.100454545454546,4,9.758333023045322,9.106495506463672
129,671096,"Abbott, Andrew",7,3.0,5.014285714285713,5.099999999999999,0.086,12.11653275168481,mlb_lag,0,8.624971597658691,3.550589473597954,6.230098997716871,11.019844197600513,HOU,1.0617,1.0617,0.9433006059904588,8.14,11.285,-2.66,drop,1.4,1.0,100.0,0.7515,0.4265,671096,11.980363983294929,10.958638545953363,11.017764256912441,11.349666666666668,4,11.326608363206851,9.705626303877956
130,669387,"Mlodzinski, Carmen",6,3.0,7.5666666666666655,4.699999999999999,-2.867,6.596534635036085,mlb_lag,0,8.574345395217039,3.550589473597954,6.179472795275219,10.96921799515886,,,,1.0,8.57,11.285,-2.71,drop,58.3,7.0,100.0,0.6101,0.2287,669387,19.52878987578002,18.085599647266314,,16.376153846153844,3,17.996847789733394,12.34334635302358
131,813349,"Early, Connelly",7,4.0,10.099999999999998,9.65,-0.45,10.354950255469117,mlb_lag,0,8.569774562898615,3.550589473597954,6.174901962956795,10.964647162840436,TB,0.9513,0.9513,1.0396529563576662,8.91,11.285,-2.715,drop,,0.0,,,,813349,14.064446413399342,17.010583333333333,14.811773516237402,10.077272727272726,4,13.991018997560701,10.738272336763451
132,678394,"Bello, Brayan",6,3.0,-0.7500000000000006,-5.966666666666668,-5.217,10.16840902944798,mlb_lag,0,8.463838355575453,3.550589473597954,6.0689657556336325,10.858710955517273,,,,1.0,8.46,11.285,-2.821,drop,0.0,0.0,,,,678394,10.393890511545635,9.622062454611475,9.659374605180039,10.286666666666667,4,9.990498559500955,9.074502437145654
133,661563,"Gil, Luis",4,3.0,5.174999999999999,6.166666666666667,0.992,11.813492904984916,mlb_lag,0,8.448308054172655,3.550589473597954,6.053435454230835,10.843180654114477,,,,1.0,8.45,11.285,-2.836,drop,6.8,3.0,100.0,0.7349,0.6349,661563,14.496444764031336,16.346304232804226,13.243636845292158,9.573157894736841,4,13.41488593421614,10.434939206190048
134,700249,Cade Povich,2,1.0,9.1,-1.8000000000000007,-10.9,7.974406812291985,mlb_lag,0,8.445062514393147,3.550589473597954,6.050189914451327,10.839935114334969,MIA,0.9497,0.9497,1.03029754787123,8.7,11.285,-2.84,drop,,,,,,700249,16.557689488076125,28.907469135802465,,10.283749999999998,3,18.582969541292865,12.500225325153036
135,607200,"Fedde, Erick",4,2.0,11.349999999999998,14.249999999999998,2.9,9.313151611555604,mlb_lag,0,8.393510616754082,3.550589473597954,5.9986380168122615,10.788383216695902,,,,1.0,8.39,11.285,-2.891,drop,74.3,104.0,59.4,0.5183,0.0462,607200,8.42756002426974,8.941352413019077,7.700930891020452,7.886363636363637,4,8.239051741168225,8.33172706651974
136,680802,,2,2.0,2.5,2.5,0.0,10.295007611713109,league_mean,0,8.38434427856722,3.550589473597954,5.989471678625399,10.77921687850904,,,,1.0,8.38,11.285,-2.9,drop,,,,,,680802,17.97947225552595,20.278061728395063,,11.904347826086955,3,16.720627270002655,11.718857475141395
137,547179,"Lorenzen, Michael",7,4.0,2.4142857142857124,5.499999999999998,3.086,10.462168050587238,mlb_lag,0,8.383775374753347,3.550589473597954,5.988902774811526,10.778647974695168,,,,1.0,8.38,11.285,-2.901,drop,5.3,6.0,100.0,0.6172,0.6126,547179,8.361683393258518,8.101643518518518,6.265692667769665,7.975416666666665,4,7.676109061553341,8.100708849473346
138,695076,"Lowder, Rhett",7,4.0,8.514285714285714,7.174999999999999,-1.339,10.354950255469117,mlb_lag,0,8.37417124311761,3.550589473597954,5.97929864317579,10.76904384305943,CHC,1.0391,1.0391,0.9810104819988992,8.22,11.285,-2.91,drop,,0.0,,,,695076,10.224641952543493,10.062526115859445,9.838401015228424,8.061304347826086,4,9.546718357864362,8.84319008901631
139,671212,"Boyle, Joe",3,0.0,9.199999999999998,9.199999999999998,0.0,5.834994472829901,mlb_lag,1,8.347528737027115,3.550589473597954,5.952656137085295,10.742401336968936,,,,1.0,8.35,11.285,-2.937,il,65.0,13.0,88.9,0.5395,0.1089,671212,13.670944002020228,14.97776774691358,12.962820165945168,10.096086956521738,4,12.926904717850178,10.17927912935634
