pitcher,fp_per_start_5-day,fp_per_start_6-day,fp_per_start_7+ day,fp_per_start_short(<=4),gs_5-day,gs_6-day,gs_7+ day,gs_short(<=4),annual_rate,total_gs,lift_short(<=4)_pct,lift_5-day_pct,lift_6-day_pct,lift_7+ day_pct,player_name,rank
643327,7.833333333333331,9.188888888888888,5.633333333333333,,15.0,18.0,6.0,,8.120512820512818,39,,-3.5,13.2,-30.6,,
645261,13.734374999999998,12.293333333333331,13.605882352941176,,64.0,75.0,17.0,,13.027564102564101,156,,5.4,-5.6,4.4,"Alcantara, Sandy",53.0
647336,12.264,9.091999999999999,11.236363636363635,,25.0,25.0,11.0,,10.778688524590162,61,,13.8,-15.6,4.2,"Soroka, Michael",94.0
650633,12.11,15.515384615384615,7.839999999999999,,20.0,26.0,10.0,,12.928571428571427,56,,-6.3,20.0,-39.4,"King, Michael",50.0
650644,9.738095238095237,11.562222222222221,10.409999999999998,,42.0,45.0,30.0,,10.611965811965812,117,,-8.2,9.0,-1.9,"Civale, Aaron",125.0
650911,15.538709677419353,12.8875,15.352941176470589,,31.0,32.0,17.0,,14.438749999999999,80,,7.6,-10.7,6.3,"Sánchez, Cristopher",10.0
656288,9.566666666666666,10.648780487804876,7.578124999999999,,21.0,41.0,32.0,,9.361702127659573,94,,2.2,13.7,-19.1,,
656302,13.806493506493505,11.444285714285712,13.952173913043477,,77.0,70.0,23.0,,12.853529411764706,170,,7.4,-11.0,8.5,"Cease, Dylan",8.0
656427,14.962264150943394,12.027848101265821,12.412903225806451,,53.0,79.0,31.0,,13.055214723926378,163,,14.6,-7.9,-4.9,"Flaherty, Jack",110.0
656557,10.419230769230769,10.525806451612901,8.353333333333332,,26.0,31.0,15.0,,10.034722222222221,72,,3.8,4.9,-16.8,,
656605,11.535714285714285,9.278481012658226,7.699999999999998,,42.0,79.0,31.0,,9.580263157894736,152,,20.4,-3.2,-19.6,"Keller, Mitch",61.0
656629,6.495454545454544,12.08181818181818,7.616666666666666,,22.0,22.0,12.0,,8.930357142857142,56,,-27.3,35.3,-14.7,,
656731,8.979999999999999,8.286206896551722,10.56190476190476,,25.0,29.0,21.0,,9.154666666666666,75,,-1.9,-9.5,15.4,,
656756,11.272916666666665,10.339622641509433,9.833333333333332,,48.0,53.0,15.0,,10.660344827586206,116,,5.7,-3.0,-7.8,,
656794,6.7399999999999975,11.57142857142857,10.199999999999998,,10.0,21.0,6.0,,10.043243243243241,37,,-32.9,15.2,1.6,,
656849,8.934375,10.720930232558139,9.273076923076921,,32.0,43.0,26.0,,9.78217821782178,101,,-8.7,9.6,-5.2,"Peterson, David",109.0
656876,11.448148148148148,12.044827586206894,13.62,,27.0,29.0,20.0,,12.24736842105263,76,,-6.5,-1.7,11.2,"Rasmussen, Drew",30.0
657006,10.792307692307691,14.555172413793102,10.994117647058822,,39.0,29.0,17.0,,12.116470588235293,85,,-10.9,20.1,-9.3,,
657140,14.674999999999997,10.66875,6.954545454545453,,12.0,16.0,11.0,,10.853846153846153,39,,35.2,-1.7,-35.9,,
657248,8.46153846153846,6.745454545454544,1.2714285714285705,,13.0,11.0,7.0,,6.229032258064515,31,,35.8,8.3,-79.6,,
657277,13.940740740740738,14.364615384615384,8.114285714285712,,81.0,65.0,14.0,,13.603124999999997,160,,2.5,5.6,-40.3,"Webb, Logan",51.0
657376,10.662962962962963,10.952173913043477,10.899999999999999,,27.0,23.0,11.0,,10.814754098360655,61,,-1.4,1.3,0.8,,
657746,13.432258064516128,13.729629629629628,13.229166666666664,,31.0,54.0,24.0,,13.534862385321098,109,,-0.8,1.4,-2.3,"Ryan, Joe",25.0
660271,,17.61428571428571,13.517543859649122,30.099999999999994,,35.0,57.0,1.0,15.23763440860215,93,97.5,,15.6,-11.3,"Ohtani, Shohei",13.0
660761,1.6999999999999993,6.234999999999999,8.624999999999998,,2.0,20.0,32.0,,7.4833333333333325,54,,-77.3,-16.7,15.3,,
661563,12.458823529411763,12.421052631578945,11.5,,17.0,19.0,7.0,,12.286046511627905,43,,1.4,1.1,-6.4,"Gil, Luis",133.0
663362,12.989999999999998,9.558823529411763,8.6,,10.0,17.0,3.0,,10.606666666666664,30,,22.5,-9.9,-18.9,"Waldron, Matt",168.0
663372,6.654545454545453,7.895999999999999,9.493333333333332,,22.0,25.0,15.0,,7.841935483870967,62,,-15.1,0.7,21.1,"Feltner, Ryan",154.0
663423,10.233333333333333,2.549999999999999,2.4142857142857137,,15.0,8.0,7.0,,6.359999999999999,30,,60.9,-59.9,-62.0,,
663436,6.027272727272726,10.005555555555553,8.008333333333331,,11.0,18.0,12.0,,8.353658536585364,41,,-27.8,19.8,-4.1,"Martin, Davis",74.0
663460,7.842857142857142,11.730434782608693,6.5266666666666655,,28.0,23.0,15.0,,8.898484848484847,66,,-11.9,31.8,-26.7,"Bubic, Kris",34.0
663465,8.011111111111111,10.128571428571428,5.014285714285713,,9.0,7.0,14.0,,7.106666666666666,30,,12.7,42.5,-29.4,,
663474,14.729166666666666,11.339999999999998,9.362499999999999,,24.0,30.0,16.0,,12.049999999999999,70,,22.2,-5.9,-22.3,,
663554,10.224999999999998,9.271052631578947,8.933333333333332,,20.0,38.0,18.0,,9.442105263157893,76,,8.3,-1.8,-5.4,"Mize, Casey",58.0
663556,13.545833333333333,15.761764705882353,12.553846153846154,,24.0,34.0,13.0,,14.425352112676054,71,,-6.1,9.3,-13.0,"McClanahan, Shane",44.0
663559,7.589999999999999,10.105405405405405,6.685,-18.4,20.0,37.0,20.0,1.0,8.217948717948717,78,-323.9,-7.6,23.0,-18.7,,
663567,0.20714285714285602,4.430769230769229,8.974999999999998,,14.0,13.0,4.0,,3.1096774193548375,31,,-93.3,42.5,188.6,"Lambert, Peter",62.0
663623,10.474285714285713,6.852499999999999,9.274999999999999,,35.0,40.0,12.0,,8.643678160919539,87,,21.2,-20.7,7.3,"Irvin, Jake",92.0
663738,3.6944444444444438,9.33157894736842,6.578571428571428,,18.0,19.0,14.0,,6.586274509803921,51,,-43.9,41.7,-0.1,,
663776,5.338461538461538,11.002439024390243,11.15142857142857,,13.0,41.0,35.0,,10.233707865168537,89,,-47.8,7.5,9.0,,
663855,5.6933333333333325,9.759999999999998,1.5999999999999992,,15.0,15.0,4.0,,7.005882352941176,34,,-18.7,39.3,-77.2,,
663903,10.366666666666665,10.640624999999998,6.347619047619046,,54.0,64.0,21.0,,9.885611510791366,139,,4.9,7.6,-35.8,"Singer, Brady",143.0
663978,11.209523809523809,10.233999999999998,9.863636363636362,,21.0,50.0,22.0,,10.366666666666665,93,,8.1,-1.3,-4.9,"Paddack, Chris",153.0
664062,14.223809523809523,10.575,10.274999999999999,,21.0,24.0,20.0,,11.66153846153846,65,,22.0,-9.3,-11.9,,
664141,9.559999999999999,8.815,8.906666666666666,,15.0,20.0,15.0,,9.065999999999999,50,,5.4,-2.8,-1.8,,
664192,11.006666666666664,10.006896551724138,12.045833333333333,4.199999999999999,15.0,29.0,24.0,1.0,10.849275362318838,69,-61.3,1.5,-7.8,11.0,,
664285,12.391666666666666,14.67,12.939130434782607,,36.0,90.0,23.0,,13.852348993288588,149,,-10.5,5.9,-6.6,"Valdez, Framber",39.0
664299,15.405555555555553,12.241860465116279,7.978571428571428,,18.0,43.0,14.0,,12.205333333333332,75,,26.2,0.3,-34.6,"Javier, Cristian",174.0
664353,7.953846153846152,11.206451612903225,14.417647058823528,,13.0,31.0,17.0,,11.408196721311473,61,,-30.3,-1.8,26.4,,
665152,10.910810810810808,9.207692307692305,11.141666666666666,13.399999999999999,37.0,52.0,24.0,1.0,10.20438596491228,114,31.3,6.9,-9.8,9.2,Dean Kremer,45.0
665795,9.548148148148146,10.462790697674416,10.141666666666667,,27.0,43.0,12.0,,10.114634146341462,82,,-5.6,3.4,0.3,"Cabrera, Edward",59.0
665871,10.874999999999998,9.294999999999998,9.36,,20.0,20.0,10.0,,9.94,50,,9.4,-6.5,-5.8,"Assad, Javier",157.0
666120,10.343749999999998,12.457894736842103,8.088888888888887,,16.0,19.0,9.0,,10.795454545454545,44,,-4.2,15.4,-25.1,,
666129,10.759999999999998,13.365217391304347,7.7642857142857125,,20.0,23.0,14.0,,11.075438596491228,57,,-2.8,20.7,-29.9,,
666142,14.717391304347826,13.755555555555555,13.266666666666666,,23.0,27.0,12.0,,14.017741935483869,62,,5.0,-1.9,-5.4,"Ragans, Cole",27.0
666157,11.637037037037034,10.533333333333331,15.636363636363637,,27.0,33.0,11.0,,11.743661971830983,71,,-0.9,-10.3,33.1,,
666159,6.487499999999999,7.788235294117646,9.938461538461537,,16.0,17.0,13.0,,7.943478260869565,46,,-18.3,-2.0,25.1,,
666200,14.258536585365851,10.721999999999998,10.73125,,41.0,50.0,16.0,,12.078504672897195,107,,18.0,-11.2,-11.2,"Luzardo, Jesús",11.0
666201,11.066666666666665,12.646874999999998,14.949999999999998,,27.0,32.0,12.0,,12.435211267605633,71,,-11.0,1.7,20.2,,
666214,7.608333333333332,6.123076923076923,3.1272727272727265,,12.0,13.0,11.0,,5.702777777777777,36,,33.4,7.4,-45.2,,
667755,7.458823529411764,10.892307692307693,14.783333333333331,,17.0,26.0,6.0,,10.177551020408162,49,,-26.7,7.0,45.3,"Soriano, José",12.0
668676,7.979310344827585,10.835714285714285,7.724999999999999,,29.0,28.0,16.0,,9.019178082191779,73,,-11.5,20.1,-14.3,,
668678,14.208823529411763,12.7875,12.93333333333333,,68.0,72.0,18.0,,13.415822784810125,158,,5.9,-4.7,-3.6,"Gallen, Zac",117.0
668881,16.054545454545455,12.542105263157893,11.799999999999997,,33.0,38.0,16.0,,13.737931034482756,87,,16.9,-8.7,-14.1,,
668909,11.169565217391304,12.409999999999998,8.914285714285713,,23.0,30.0,7.0,,11.526666666666666,60,,-3.1,7.7,-22.7,"Williams, Gavin",21.0
668933,8.943999999999999,7.143478260869564,6.422222222222221,,25.0,23.0,9.0,,7.819298245614034,57,,14.4,-8.6,-17.9,,
669022,10.157499999999999,9.324999999999998,10.642307692307693,,40.0,32.0,26.0,,10.014285714285712,98,,1.4,-6.9,6.3,"Gore, MacKenzie",52.0
669060,10.744444444444444,5.633333333333332,4.599999999999999,-3.1500000000000012,9.0,12.0,26.0,2.0,5.665306122448979,49,-155.6,89.7,-0.6,-18.8,,
669160,10.228571428571428,10.186956521739129,7.833333333333332,,7.0,23.0,12.0,,9.521428571428569,42,,7.4,7.0,-17.7,"May, Dustin",146.0
669194,8.019354838709676,11.082142857142856,12.799999999999999,,31.0,28.0,15.0,,10.147297297297296,74,,-21.0,9.2,26.1,"Nelson, Ryne",83.0
669203,15.257142857142858,15.260714285714284,18.473333333333333,,35.0,84.0,15.0,,15.619402985074627,134,,-2.3,-2.3,18.3,,
669302,11.749090909090908,15.0,16.913333333333334,,55.0,71.0,15.0,,13.935460992907801,141,,-15.7,7.6,21.4,"Gilbert, Logan",16.0
669330,11.042105263157893,10.956249999999999,10.381818181818181,,19.0,16.0,11.0,,10.854347826086956,46,,1.7,0.9,-4.4,,
669358,11.262499999999998,13.691999999999998,6.122222222222222,,16.0,25.0,9.0,,11.551999999999998,50,,-2.5,18.5,-47.0,"Baz, Shane",73.0
669373,14.409302325581393,15.709259259259259,18.003999999999998,,43.0,54.0,25.0,,15.721311475409834,122,,-8.3,-0.1,14.5,"Skubal, Tarik",1.0
669432,10.803571428571427,11.604761904761904,9.985,,28.0,42.0,20.0,,10.995555555555555,90,,-1.7,5.5,-9.2,"Rogers, Trevor",63.0
669456,15.274603174603172,16.64,9.171428571428569,,63.0,45.0,14.0,,15.077868852459014,122,,1.3,10.4,-39.2,,
669461,9.433333333333332,7.7107142857142845,6.049999999999999,-12.9,6.0,28.0,14.0,1.0,7.026530612244897,49,-283.6,34.3,9.7,-13.9,"Liberatore, Matthew",161.0
669467,9.825,7.946153846153845,6.708333333333331,,20.0,26.0,12.0,,8.337931034482757,58,,17.8,-4.7,-19.5,"Pallante, Andre",121.0
669854,13.255555555555553,12.816666666666665,12.011111111111111,,9.0,24.0,9.0,,12.738095238095237,42,,4.1,0.6,-5.7,,
669923,12.568888888888887,13.555102040816324,12.599999999999998,,45.0,49.0,14.0,,13.020370370370369,108,,-3.5,4.1,-3.2,"Kirby, George",31.0
670912,8.975,9.255999999999998,10.344444444444443,,24.0,25.0,9.0,,9.308620689655172,58,,-3.6,-0.6,11.1,,
670950,9.27222222222222,9.617647058823527,8.42941176470588,,18.0,17.0,17.0,,9.109615384615383,52,,1.8,5.6,-7.5,,
671096,13.613793103448275,11.368749999999999,8.19090909090909,,29.0,32.0,11.0,,11.7875,72,,15.5,-3.6,-30.5,"Abbott, Andrew",129.0
671106,7.080952380952379,8.471874999999999,9.117647058823527,,21.0,32.0,17.0,,8.21142857142857,70,,-13.8,3.2,11.0,,
671737,9.366666666666665,10.659999999999998,10.781818181818181,,24.0,35.0,11.0,,10.235714285714284,70,,-8.5,4.1,5.3,"Bradley, Taj",46.0
672282,5.55,11.511764705882353,8.251612903225807,,6.0,34.0,31.0,,9.58450704225352,71,,-42.1,20.1,-13.9,"Detmers, Reid",43.0
673540,4.7749999999999995,13.248571428571427,15.289999999999997,,4.0,35.0,10.0,,12.9734693877551,49,,-63.2,2.1,17.9,"Senga, Kodai",93.0
675911,13.091666666666667,16.387878787878787,12.431249999999999,,24.0,33.0,16.0,,14.436986301369862,73,,-9.3,13.5,-13.9,,
676272,13.139999999999997,11.511764705882353,1.3545454545454538,,5.0,17.0,11.0,,8.372727272727271,33,,56.9,37.5,-83.8,,
676440,12.014285714285714,12.32391304347826,15.16,,28.0,46.0,10.0,,12.558333333333332,84,,-4.3,-1.9,20.7,"Bibee, Tanner",57.0
676664,6.354838709677418,10.262264150943397,10.971428571428572,,31.0,53.0,14.0,,9.127551020408163,98,,-30.4,12.4,20.2,,
676710,10.919230769230769,9.637037037037034,13.627272727272725,1.799999999999999,26.0,27.0,11.0,1.0,10.704615384615384,65,-83.2,2.0,-10.0,27.3,,
676979,15.923809523809522,16.15151515151515,15.642857142857142,,21.0,33.0,7.0,,16.014754098360655,61,,-0.6,0.9,-2.3,"Crochet, Garrett",33.0
677651,13.97142857142857,11.373333333333331,14.1625,,14.0,30.0,16.0,,12.723333333333331,60,,9.8,-10.6,11.3,,
677944,10.666666666666666,8.576470588235294,8.825,,12.0,17.0,8.0,,9.308108108108108,37,,14.6,-7.9,-5.2,"Cecconi, Slade",147.0
677960,4.674999999999998,8.817391304347826,4.7333333333333325,,12.0,23.0,15.0,,6.597999999999998,50,,-29.1,33.6,-28.3,"Weathers, Ryan",60.0
678394,9.75128205128205,10.0125,10.878571428571428,,39.0,40.0,14.0,,10.033333333333333,93,,-2.8,-0.2,8.4,"Bello, Brayan",132.0
679525,5.609090909090908,8.083333333333332,9.987499999999999,,11.0,12.0,8.0,,7.696774193548386,31,,-27.1,5.0,29.8,,
680570,11.799999999999999,12.247619047619047,10.87142857142857,,13.0,21.0,7.0,,11.870731707317072,41,,-0.6,3.2,-8.4,,
680573,10.845454545454544,9.142857142857142,9.977777777777776,,11.0,28.0,9.0,,9.689583333333333,48,,11.9,-5.6,3.0,"Woods Richardson, Simeon",172.0
680686,11.332258064516127,6.315789473684209,9.789473684210526,,31.0,19.0,19.0,,9.526086956521738,69,,19.0,-33.7,2.8,,
680694,11.995454545454544,11.487096774193548,18.32,,22.0,31.0,10.0,,12.749206349206348,63,,-5.9,-9.9,43.7,"Bradish, Kyle",82.0
680730,7.208695652173911,7.444444444444444,7.342857142857142,,23.0,27.0,7.0,,7.336842105263156,57,,-1.7,1.5,0.1,,
680885,15.55,15.745,11.979999999999997,,10.0,20.0,5.0,,15.15142857142857,35,,2.6,3.9,-20.9,,
681190,9.6375,3.0533333333333323,10.058823529411763,,16.0,15.0,17.0,,7.729166666666665,48,,24.7,-60.5,30.1,"Vásquez, Randy",87.0
681293,5.485714285714285,13.873684210526314,2.8142857142857136,,7.0,19.0,7.0,,9.748484848484846,33,,-43.7,42.3,-71.1,"Arrighetti, Spencer",103.0
681857,11.406666666666665,14.147619047619045,6.499999999999999,,15.0,21.0,14.0,,11.184,50,,2.0,26.5,-41.9,,
682243,13.499999999999998,10.959459459459458,10.48,,24.0,37.0,10.0,,11.750704225352111,71,,14.9,-6.7,-10.8,,
682847,10.977777777777776,9.951999999999998,9.574999999999998,,9.0,25.0,12.0,,10.054347826086955,46,,9.2,-1.0,-4.8,,
682990,7.011111111111109,9.2,12.478571428571428,,9.0,13.0,14.0,,9.927777777777777,36,,-29.4,-7.3,25.7,,
683004,12.253846153846153,8.664285714285713,8.016666666666666,,13.0,14.0,6.0,,9.96060606060606,33,,23.0,-13.0,-19.5,"Leiter, Jack",37.0
684007,17.8,12.134482758620688,12.974999999999998,,14.0,29.0,8.0,,13.821568627450977,51,,28.8,-12.2,-6.1,"Imanaga, Shota",15.0
686563,4.28181818181818,7.807692307692307,9.558333333333332,,11.0,13.0,12.0,,7.313888888888887,36,,-41.5,6.8,30.7,,
686613,11.555555555555554,13.676785714285712,11.707142857142856,,18.0,56.0,14.0,,12.929545454545455,88,,-10.6,5.8,-9.5,,14.0
686752,11.823809523809523,12.7,9.523076923076921,,21.0,29.0,13.0,,11.75238095238095,63,,0.6,8.1,-19.0,,
686799,3.774999999999999,7.049999999999999,1.024999999999999,,8.0,16.0,8.0,,4.724999999999999,32,,-20.1,49.2,-78.3,"Kochanowicz, Jack",150.0
687765,6.8166666666666655,9.569999999999999,4.8249999999999975,,12.0,10.0,8.0,,7.203333333333332,30,,-5.4,32.9,-33.0,,
690986,4.549999999999999,11.10625,10.712499999999999,,10.0,16.0,8.0,,9.085294117647058,34,,-49.9,22.2,17.9,"Harrison, Kyle",49.0
691587,11.499999999999998,12.919999999999998,11.739999999999998,,12.0,20.0,5.0,,12.299999999999999,37,,-6.5,5.0,-4.6,"Pérez, Eury",40.0
693433,14.638095238095238,16.98,8.554545454545455,,21.0,35.0,11.0,,14.862686567164177,67,,-1.5,14.2,-42.4,"Woo, Bryan",28.0
693821,11.046428571428569,9.869565217391303,6.9869565217391285,,28.0,23.0,23.0,,9.418918918918918,74,,17.3,4.8,-25.8,"Elder, Bryce",85.0
694297,12.597142857142854,6.425806451612902,8.085714285714284,,35.0,31.0,14.0,,9.416249999999998,80,,33.8,-31.8,-14.1,"Pfaadt, Brandon",111.0
694973,16.627272727272725,17.921621621621618,20.479999999999997,,11.0,37.0,5.0,,17.894339622641507,53,,-7.1,0.2,14.4,"Skenes, Paul",3.0
700249,8.139999999999997,8.73125,7.199999999999999,,5.0,16.0,13.0,,8.058823529411763,34,,1.0,8.3,-10.7,Cade Povich,134.0
701542,9.406666666666666,9.31875,1.0199999999999985,,15.0,16.0,5.0,,8.202777777777776,36,,14.7,13.6,-87.6,"Warren, Will",47.0
808967,,15.310344827586205,16.166666666666664,,,29.0,15.0,,15.602272727272725,44,,,-1.9,3.6,"Yamamoto, Yoshinobu",18.0
