batter,xw_L225,n_L225,pa26_in_L225,pa25_in_L225,L225_from,L225_to,xw_2026,pa_2026,xw_2025,days_since_last_pa,k,name,pos,tm,own,inj,full_225
678009,0.2699308087031073,225,39,186,2025-06-08,2026-04-09,0.25070994871794877,39,0.2912430464433775,122,parker meadows,Parker Meadows,CF,Det,0.39,SIXTY_DAY_DL,True
802415,0.26981867555555555,225,225,0,2026-05-25,2026-08-09,0.26434762790697675,430,0.2985916055045872,0,chandler simpson,Chandler Simpson,CF,TB,40.95,ACTIVE,True
677595,0.2694493557137877,225,50,175,2025-06-04,2026-07-06,0.20474,50,0.28554754163316154,34,ronny mauricio,Ronny Mauricio,3B,NYM,0.12,ACTIVE,True
681351,0.2690149422222222,225,225,0,2026-04-05,2026-07-28,0.2670893122529644,253,0.3007894648854151,12,logan ohoppe,Logan O'Hoppe,C,Tex,1.5,ACTIVE,True
664954,0.2689386432926829,164,155,9,2025-06-09,2026-08-09,0.2628602516129032,155,0.37362205555555555,0,brett sullivan,Brett Sullivan,C,Col,0.13,ACTIVE,False
669720,0.2688850374798861,225,44,181,2025-07-28,2026-08-09,0.29368181818181816,44,0.30017702157482135,0,austin hays,Austin Hays,LF,SD,0.42,ACTIVE,True
643376,0.26781746870427536,225,139,86,2025-07-25,2026-06-01,0.24573016546762588,139,0.29881333558190804,69,danny jansen,Danny Jansen,C,Tex,0.28,SIXTY_DAY_DL,True
686797,0.2676172133333333,225,225,0,2026-06-03,2026-08-09,0.2695976902654867,452,0.2887856099748035,0,brooks lee,Brooks Lee,SS,Min,38.92,ACTIVE,True
700337,0.2669585066666667,225,195,30,2025-09-20,2026-08-09,0.27466497435897436,195,0.2898630378763553,0,edgar quero,Edgar Quero,C,ChW,0.43,ACTIVE,True
688363,0.26675670400404305,225,105,120,2025-04-28,2026-07-30,0.21271347619047618,105,0.29898324276120175,10,graham pauley,Graham Pauley,3B,Mia,0.05,ACTIVE,True
664056,0.26653751086048455,225,110,115,2025-08-30,2026-05-29,0.2710697818181818,110,0.29670160534861445,72,harrison bader,Harrison Bader,CF,SF,1.17,TEN_DAY_DL,True
650968,0.2663340241241657,209,43,166,2025-04-07,2026-08-06,0.2271162790697674,43,0.2764928376021122,3,yohel pozo,Yohel Pozo,C,Bal,0.06,ACTIVE,False
682668,0.2656041995767196,225,187,38,2025-06-21,2026-08-09,0.26929092513368985,187,0.27053874992198784,0,luisangel acuna,Luisangel Acuna,2B,ChW,0.68,ACTIVE,True
621550,0.2648237209302326,43,43,0,2026-04-14,2026-06-14,0.2648237209302326,43,,56,patrick wisdom,Patrick Wisdom,1B,Sea,0.01,ACTIVE,False
553993,0.26386996888888886,225,225,0,2026-05-27,2026-08-09,0.2719754761904762,336,0.31965067442980755,0,eugenio suarez,Eugenio Suarez,3B,Cin,37.78,ACTIVE,True
660844,0.2636956052349583,225,125,100,2025-04-18,2026-08-06,0.241894304,125,0.2876776052059965,3,leo rivas,Leo Rivas,2B,Sea,0.07,ACTIVE,True
666464,0.2636544731934731,91,35,56,2025-06-02,2026-05-03,0.2104129714285714,35,0.29693041179653684,98,jerar encarnacion,Jerar Encarnacion,RF,SF,0.04,ACTIVE,False
682177,0.2633816666666667,225,225,0,2026-04-18,2026-07-23,0.2853812934782609,276,0.2966185897133882,17,daniel schneemann,Daniel Schneemann,2B,Cle,1.39,ACTIVE,True
694203,0.26283483337368446,209,166,43,2025-09-13,2026-08-09,0.27590637349397595,166,0.21237260872325717,0,denzer guzman,Denzer Guzman,SS,LAA,0.29,ACTIVE,False
687749,0.261514302631579,76,76,0,2026-06-02,2026-08-07,0.261514302631579,76,,2,jase bowen,Jase Bowen,CF,SD,0.04,ACTIVE,False
694728,0.26102069818181817,225,223,2,2025-09-28,2026-07-10,0.2564293632286996,223,0.2923554670228868,30,brice matthews,Brice Matthews,2B,Hou,0.29,TEN_DAY_DL,True
502671,0.2604943066666667,225,225,0,2026-05-26,2026-08-08,0.30498911620795105,327,0.33158702784731303,1,paul goldschmidt,Paul Goldschmidt,1B,NYY,6.2,ACTIVE,True
681508,0.2601766787646118,225,118,107,2025-03-29,2026-06-26,0.28013219491525426,118,0.23552434607373993,44,mickey gasper,Mickey Gasper,C,Bos,0.1,ACTIVE,True
686780,0.26005837402679277,225,166,59,2025-08-29,2026-08-04,0.2663794578313253,166,0.2588126333268703,5,pedro pages,Pedro Pages,C,StL,0.34,ACTIVE,True
808975,0.26000521910331387,225,131,94,2025-06-19,2026-05-27,0.3079004885496183,131,0.25065924340146106,74,hyeseong kim,Hyeseong Kim,2B,LAD,0.89,ACTIVE,True
665750,0.2596758355555555,225,225,0,2026-05-17,2026-08-09,0.28372835344827585,348,0.23221195936142036,0,leody taveras,Leody Taveras,CF,Bal,0.74,ACTIVE,True
595879,0.2594027789504054,225,118,107,2025-08-05,2026-08-08,0.27225050847457627,118,0.2711713401097361,1,javier baez,Javier Baez,SS,Det,3.56,ACTIVE,True
691785,0.2590925155555555,225,225,0,2026-03-28,2026-06-25,0.26324148017621146,227,0.26737755466912166,45,marcelo mayer,Marcelo Mayer,3B,SF,1.54,TEN_DAY_DL,True
670032,0.2588802785388128,219,191,28,2025-04-02,2026-08-09,0.2616795445026178,191,0.23978528571428573,0,nicky lopez,Nicky Lopez,3B,Tex,0.26,ACTIVE,False
669004,0.25825827903937354,208,143,65,2025-03-27,2026-06-25,0.2813105104895105,143,0.20754336984907226,45,mj melendez,MJ Melendez,LF,NYM,0.11,ACTIVE,False
666152,0.25813509777777777,225,225,0,2026-04-15,2026-08-09,0.26973605597014927,268,0.26029822250424783,0,david hamilton,David Hamilton,2B,Mil,0.92,ACTIVE,True
695670,0.2575354081632653,49,41,8,2025-09-05,2026-08-07,0.2529102682926829,41,0.28123925000000005,2,harry ford,Harry Ford,C,Wsh,0.45,ACTIVE,False
682877,0.2570463571428571,56,56,0,2026-04-07,2026-04-26,0.2570463571428571,56,,105,juan brito,Juan Brito,2B,Cin,0.04,ACTIVE,False
650391,0.2570389142857143,35,35,0,2026-04-12,2026-04-28,0.2570389142857143,35,,103,eloy jimenez,Eloy Jimenez,RF,Tor,0.05,ACTIVE,False
645302,0.2566858688319088,225,125,100,2025-03-30,2026-08-02,0.268583376,125,0.23655573819163295,7,victor robles,Victor Robles,RF,Sea,0.24,ACTIVE,True
673490,0.25630743978236187,225,82,143,2025-08-04,2026-08-07,0.2073135243902439,82,0.2969886459027646,2,haseong kim,Ha-Seong Kim,SS,Atl,0.32,ACTIVE,True
691373,0.2558604827586207,58,49,9,2025-08-22,2026-08-09,0.24603906122448982,49,0.30933266666666664,0,jhostynxon garcia,Jhostynxon Garcia,CF,Pit,0.16,ACTIVE,False
806068,0.2558020711111111,225,225,0,2026-05-19,2026-08-09,0.25508703004291844,233,,0,colt emerson,Colt Emerson,SS,Sea,5.13,ACTIVE,True
624428,0.25579233160401005,225,99,126,2025-08-15,2026-08-09,0.23636083838383837,99,0.27928824500786803,0,adam frazier,Adam Frazier,2B,LAA,0.09,ACTIVE,True
702176,0.2551821929879644,210,57,153,2025-03-27,2026-08-09,0.3320184736842105,57,0.22655691194426486,0,alan roden,Alan Roden,LF,Min,0.07,ACTIVE,False
670764,0.2550819111111111,225,225,0,2026-05-11,2026-08-09,0.24800781818181822,319,0.2609051837033747,0,taylor walls,Taylor Walls,SS,TB,0.27,ACTIVE,True
623168,0.25430295555555554,225,129,96,2025-06-26,2026-08-08,0.24907168217054262,129,0.27292607026898147,1,tyler heineman,Tyler Heineman,C,LAA,0.1,ACTIVE,True
669289,0.25244719777777774,225,58,167,2025-05-24,2026-06-13,0.2899597758620689,58,0.25407458854700854,57,santiago espinal,Santiago Espinal,3B,LAD,0.05,ACTIVE,True
678662,0.2522320177777778,225,225,0,2026-05-20,2026-08-09,0.2714478266331658,398,0.31912866057537526,0,ezequiel tovar,Ezequiel Tovar,SS,Col,3.06,ACTIVE,True
624512,0.2516334944029513,171,33,138,2025-05-25,2026-04-23,0.2433778181818182,33,0.2536076778471353,108,reese mcguire,Reese McGuire,C,ChW,0.04,ACTIVE,False
681807,0.2508674772058587,225,167,58,2025-08-05,2026-08-01,0.25853969461077847,167,0.2024726140952703,8,david fry,David Fry,DH,Cle,0.11,ACTIVE,True
668942,0.25036988669626487,225,71,154,2025-05-26,2026-08-08,0.21268901408450702,71,0.263136649790626,1,josh rojas,Josh Rojas,3B,KC,0.05,ACTIVE,True
660710,0.2501600227272727,88,88,0,2026-05-07,2026-07-12,0.2501600227272727,88,,28,rodolfo duran,Rodolfo Duran,C,SD,0.03,ACTIVE,False
656577,0.2493937978798482,169,69,100,2025-07-10,2026-08-06,0.22004924637681159,69,0.26964153841694344,3,alex jackson,Alex Jackson,C,Min,0.04,ACTIVE,False
670097,0.24931539455405985,116,61,55,2025-07-02,2026-07-12,0.25668531147540985,61,0.24114148669583538,28,zack short,Zack Short,SS,NYM,0.02,ACTIVE,False
682997,0.24899784821428575,112,106,6,2025-04-30,2026-07-28,0.25210150000000003,106,0.19416666666666668,12,tyler callihan,Tyler Callihan,2B,Pit,0.14,ACTIVE,False
624431,0.24622463664902997,225,90,135,2025-06-29,2026-08-08,0.21124948888888886,90,0.2783411609020281,1,jose trevino,Jose Trevino,C,Cin,0.11,ACTIVE,True
514888,0.24619069777777774,225,225,0,2026-05-14,2026-08-09,0.27915809571788414,397,0.2997744415308728,0,jose altuve,Jose Altuve,2B,Hou,75.05,ACTIVE,True
687597,0.24579410954181796,225,100,125,2025-08-22,2026-08-08,0.25294915,100,0.3018098886175961,1,jordan beck,Jordan Beck,LF,Col,0.53,ACTIVE,True
696135,0.24564038461538462,91,91,0,2026-06-18,2026-07-21,0.24564038461538462,91,,19,kahlil watson,Kahlil Watson,CF,Cle,0.15,ACTIVE,False
695508,0.24505004918032788,61,61,0,2026-06-29,2026-08-09,0.24505004918032788,61,,0,cam cauley,Cam Cauley,SS,Tex,0.1,ACTIVE,False
807747,0.2446206896551724,29,29,0,2026-05-25,2026-06-07,0.2446206896551724,29,,63,rikuu nishida,Rikuu Nishida,RF,ChW,0.06,ACTIVE,False
665861,0.24362836790123454,90,56,34,2025-09-08,2026-06-09,0.2674225892857143,56,0.20443788562091503,61,sebastian rivero,Sebastian Rivero,C,LAA,0.03,TEN_DAY_DL,False
672724,0.24342893777777777,225,225,0,2026-04-22,2026-08-09,0.265608745819398,299,0.24997674507516632,0,oswald peraza,Oswald Peraza,3B,LAA,0.99,ACTIVE,True
681546,0.24336491524355205,225,168,57,2025-09-03,2026-08-06,0.22377974404761905,168,0.26549336555549324,3,james outman,James Outman,CF,Det,0.09,ACTIVE,True
682622,0.24327154868686865,225,188,37,2025-09-17,2026-08-08,0.24576783510638298,188,0.3043151826760522,1,noelvi marte,Noelvi Marte,RF,Cin,5.41,ACTIVE,True
606115,0.2428019703376364,225,50,175,2025-06-01,2026-06-13,0.24568662000000002,50,0.24024344021683106,57,orlando arcia,Orlando Arcia,SS,Min,0.06,ACTIVE,True
690924,0.24144123936723286,191,71,120,2025-04-16,2026-07-26,0.2072044647887324,71,0.26169799765951224,14,braxton fulford,Braxton Fulford,C,Col,0.04,ACTIVE,False
671655,0.23962406011875306,86,38,48,2025-09-01,2026-04-28,0.19866984210526317,38,0.2720461493794326,103,george valera,George Valera,DH,Cle,0.07,ACTIVE,False
675961,0.23880829770992368,131,131,0,2026-05-17,2026-08-09,0.23880829770992368,131,,0,alika williams,Alika Williams,3B,Oak,0.08,ACTIVE,False
670770,0.23775914222222222,225,225,0,2026-03-26,2026-08-09,0.23775914222222222,225,0.30026185111096365,0,tj friedl,TJ Friedl,CF,Cin,8.57,ACTIVE,True
665561,0.23755531555678364,209,92,117,2025-03-29,2026-07-22,0.20788584782608696,92,0.26088515343049384,18,rafael marchan,Rafael Marchan,C,Phi,0.11,TEN_DAY_DL,False
680737,0.2373226943321737,141,34,107,2025-06-30,2026-06-13,0.19852167647058824,34,0.24965198972744387,57,michael helman,Michael Helman,CF,Tex,0.02,SIXTY_DAY_DL,False
672016,0.23528252797423466,213,56,157,2025-05-23,2026-04-19,0.19351457142857145,56,0.25018065260198713,112,denzel clarke,Denzel Clarke,CF,Oak,0.13,SIXTY_DAY_DL,False
828599,0.23518182926829267,41,41,0,2026-07-17,2026-07-31,0.23518182926829267,41,,9,lucas spence,Lucas Spence,CF,Hou,0.01,ACTIVE,False
543877,0.23288196818713452,225,214,11,2025-09-25,2026-08-08,0.23441918691588784,214,0.2708408880035572,1,christian vazquez,Christian Vazquez,C,Hou,0.65,ACTIVE,True
669397,0.23279605333333334,225,114,111,2025-07-23,2026-08-05,0.22789151754385964,114,0.25178803082421264,4,nick allen,Nick Allen,SS,Hou,0.07,ACTIVE,True
694025,0.2326315789473684,38,38,0,2026-04-18,2026-05-14,0.2326315789473684,38,,87,felix reyes,Felix Reyes,LF,Phi,0.05,ACTIVE,False
596117,0.23189293023255814,43,42,1,2025-09-28,2026-08-08,0.23636657142857143,42,0.044,1,garrett stubbs,Garrett Stubbs,C,Phi,0.07,ACTIVE,False
691011,0.22717579629629633,162,159,3,2025-09-07,2026-08-08,0.2314621320754717,159,0.0,1,drew romo,Drew Romo,C,ChW,0.15,ACTIVE,False
686668,0.22634867610136453,225,140,85,2025-08-30,2026-08-09,0.24695685,140,0.29573485328847565,0,brenton doyle,Brenton Doyle,CF,ChW,4.65,ACTIVE,True
700246,0.22101371553713547,140,35,105,2025-08-22,2026-08-09,0.18440345714285714,35,0.23321713500189492,0,carson williams,Carson Williams,SS,TB,0.36,ACTIVE,False
678489,0.21770093577932653,219,142,77,2025-04-25,2026-08-05,0.2313530352112676,142,0.19252433682691575,4,jorge barrosa,Jorge Barrosa,CF,Ari,0.05,ACTIVE,False
669326,0.21762856745264786,199,50,149,2025-08-02,2026-05-15,0.20342013999999994,50,0.22239649612803303,86,bryce teodosio,Bryce Teodosio,CF,LAA,0.03,ACTIVE,False
670224,0.21531286525197035,225,43,182,2025-04-11,2026-07-06,0.2083716046511628,43,0.24677769451401232,34,kameron misner,Kameron Misner,CF,Phi,0.02,ACTIVE,True
815873,0.21112756756756754,37,37,0,2026-06-27,2026-07-22,0.21112756756756754,37,,18,sean keys,Sean Keys,3B,Tor,0.07,ACTIVE,False
669087,0.21030600595955593,92,34,58,2025-03-30,2026-07-26,0.13716211764705882,34,0.2531834577289508,14,sam huff,Sam Huff,C,Bal,0.02,ACTIVE,False
677956,0.20576108460135867,80,36,44,2025-05-07,2026-07-12,0.1557565,36,0.2466739265479249,28,rece hinds,Rece Hinds,RF,Bal,0.03,ACTIVE,False
687282,0.20521672093023258,86,86,0,2026-06-12,2026-07-31,0.20521672093023258,86,,9,gabriel rincones jr,Gabriel Rincones Jr.,RF,Phi,0.08,ACTIVE,False
677060,0.18732693478260873,46,33,13,2025-07-03,2026-06-12,0.1945466363636364,33,0.169,58,chad stevens,Chad Stevens,SS,Col,0.01,ACTIVE,False
644433,0.18275313174603175,70,49,21,2025-03-30,2026-07-29,0.16969387755102044,49,0.21322472486772484,11,chadwick tromp,Chadwick Tromp,C,Bal,0.03,ACTIVE,False
695257,0.1640392156862745,51,45,6,2025-06-19,2026-07-26,0.1355333333333333,45,0.3778333333333333,14,billy cook,Billy Cook,CF,Pit,0.04,ACTIVE,False
506702,0.13812121212121214,56,44,12,2025-08-12,2026-06-17,0.1323181818181818,44,0.1593989898989899,53,sandy leon,Sandy Leon,C,Atl,0.04,ACTIVE,False
