pitcher,year,age,age_residual_28,career_year
501625,2018,29,1,4
501625,2019,30,2,5
501625,2021,32,4,6
501625,2022,33,5,7
501627,2015,26,2,1
501697,2016,28,0,1
501697,2017,29,1,2
501697,2018,30,2,3
501789,2015,31,3,1
501789,2016,32,4,2
501789,2017,33,5,3
501789,2018,34,6,4
501789,2019,35,7,5
501789,2021,37,9,6
501817,2016,33,5,1
501817,2017,34,6,2
501817,2018,35,7,3
501817,2019,36,8,4
501822,2015,30,2,1
501822,2016,31,3,2
501822,2017,32,4,3
501822,2018,33,5,4
501870,2015,31,3,1
501925,2015,31,3,1
501925,2016,32,4,2
501925,2017,33,5,3
501925,2018,34,6,4
501925,2019,35,7,5
501925,2021,37,9,6
501925,2022,38,10,7
501936,2016,32,4,1
501955,2015,30,2,1
501955,2016,31,3,2
501957,2015,27,1,1
501957,2016,28,0,2
501957,2017,29,1,3
501957,2018,30,2,4
501985,2017,30,2,1
501985,2018,31,3,2
501985,2019,32,4,3
501985,2021,34,6,4
501985,2022,35,7,5
501992,2015,28,0,1
501992,2016,29,1,2
501992,2017,30,2,3
501992,2019,32,4,4
502004,2015,30,2,1
502004,2016,31,3,2
502004,2017,32,4,3
502004,2018,33,5,4
502009,2015,28,0,1
502009,2016,29,1,2
502009,2017,30,2,3
502010,2015,27,1,1
502011,2017,29,1,1
502026,2015,28,0,1
502026,2016,29,1,2
502026,2017,30,2,3
502026,2018,31,3,4
502026,2019,32,4,5
502028,2016,31,3,1
502028,2017,32,4,2
502028,2018,33,5,3
502032,2015,30,2,1
502032,2016,31,3,2
502032,2017,32,4,3
502032,2018,33,5,4
502042,2015,27,1,1
502042,2016,28,0,2
502042,2017,29,1,3
502042,2018,30,2,4
502042,2019,31,3,5
502042,2021,33,5,6
502042,2022,34,6,7
502043,2015,28,0,1
502043,2016,29,1,2
502043,2017,30,2,3
502043,2018,31,3,4
502043,2019,32,4,5
502043,2021,34,6,6
502043,2022,35,7,7
502043,2023,36,8,8
502043,2024,37,9,9
502043,2025,38,10,10
502046,2015,28,0,1
502046,2016,29,1,2
502046,2017,30,2,3
502051,2015,27,1,1
502051,2016,28,0,2
502051,2017,29,1,3
502051,2018,30,2,4
502083,2015,28,0,1
502083,2016,29,1,2
502083,2017,30,2,3
502083,2018,31,3,4
502083,2023,36,8,5
502085,2015,30,2,1
502085,2016,31,3,2
502085,2017,32,4,3
502085,2018,33,5,4
502085,2019,34,6,5
502085,2021,36,8,6
502085,2022,37,9,7
502085,2023,38,10,8
502085,2024,39,11,9
502085,2025,40,12,10
502087,2015,27,1,1
502087,2016,28,0,2
502130,2017,32,4,1
502143,2018,34,6,1
502154,2015,28,0,1
502154,2016,29,1,2
502154,2017,30,2,3
502154,2018,31,3,4
502154,2019,32,4,5
502154,2021,34,6,6
502154,2022,35,7,7
502162,2015,33,5,1
502166,2015,30,2,1
502171,2016,29,1,1
502171,2017,30,2,2
502171,2018,31,3,3
502171,2019,32,4,4
502171,2021,34,6,5
502171,2022,35,7,6
502171,2023,36,8,7
502171,2024,37,9,8
502179,2017,30,2,1
502179,2021,34,6,2
502179,2022,35,7,3
502179,2023,36,8,4
502179,2024,37,9,5
502188,2015,30,2,1
502188,2016,31,3,2
502188,2017,32,4,3
502188,2018,33,5,4
502188,2019,34,6,5
502190,2015,28,0,1
502190,2016,29,1,2
502190,2017,30,2,3
502190,2018,31,3,4
502190,2019,32,4,5
502202,2015,27,1,1
502202,2016,28,0,2
502202,2017,29,1,3
502202,2018,30,2,4
502202,2019,31,3,5
502202,2021,33,5,6
502202,2022,34,6,7
502202,2023,35,7,8
502210,2021,34,6,1
502211,2015,27,1,1
502211,2016,28,0,2
502211,2017,29,1,3
502212,2017,32,4,1
502212,2018,33,5,2
502239,2015,27,1,1
502239,2016,28,0,2
502239,2017,29,1,3
502239,2018,30,2,4
502239,2019,31,3,5
502239,2021,33,5,6
502260,2015,30,2,1
502264,2015,27,1,1
502272,2015,32,4,1
502272,2016,33,5,2
502272,2017,34,6,3
502273,2017,30,2,1
502273,2019,32,4,2
502273,2021,34,6,3
502281,2015,27,1,1
502285,2016,28,0,1
502304,2015,30,2,1
502304,2019,34,6,2
502327,2015,28,0,1
502327,2016,29,1,2
502327,2017,30,2,3
502327,2018,31,3,4
502327,2019,32,4,5
502327,2021,34,6,6
502381,2015,31,3,1
502381,2016,32,4,2
502381,2017,33,5,3
502381,2018,34,6,4
502381,2019,35,7,5
502457,2016,29,1,1
502462,2015,28,0,1
502522,2015,28,0,1
502522,2016,29,1,2
502522,2018,31,3,3
502522,2019,32,4,4
502522,2021,34,6,5
502578,2015,27,1,1
502578,2019,31,3,2
502593,2015,27,1,1
502593,2016,28,0,2
502593,2017,29,1,3
502593,2018,30,2,4
502593,2019,31,3,5
502593,2021,33,5,6
502624,2015,28,0,1
502624,2016,29,1,2
502624,2017,30,2,3
502624,2018,31,3,4
502624,2019,32,4,5
502624,2021,34,6,6
502624,2022,35,7,7
502624,2023,36,8,8
502624,2024,37,9,9
502706,2015,29,1,1
502706,2016,30,2,2
502706,2017,31,3,3
502706,2018,32,4,4
502706,2019,33,5,5
502706,2021,35,7,6
502748,2015,27,1,1
502748,2016,28,0,2
502748,2017,29,1,3
502748,2018,30,2,4
502748,2019,31,3,5
502748,2021,33,5,6
503285,2015,33,5,1
503285,2016,34,6,2
503285,2017,35,7,3
503285,2018,36,8,4
503285,2019,37,9,5
503285,2021,39,11,6
503285,2022,40,12,7
503444,2016,27,1,1
503449,2015,26,2,1
503449,2016,27,1,2
503449,2017,28,0,3
503449,2018,29,1,4
503449,2019,30,2,5
503449,2021,32,4,6
503449,2022,33,5,7
503556,2021,32,4,1
503556,2022,33,5,2
503566,2017,28,0,1
503569,2021,33,5,1
504083,2015,27,1,1
504083,2016,28,0,2
504186,2015,27,1,1
504186,2016,28,0,2
504379,2015,29,1,1
504379,2016,30,2,2
504379,2017,31,3,3
504379,2018,32,4,4
504379,2019,33,5,5
505447,2021,37,9,1
506433,2016,30,2,1
506433,2017,31,3,2
506433,2018,32,4,3
506433,2019,33,5,4
506433,2021,35,7,5
506433,2022,36,8,6
506433,2023,37,9,7
506433,2024,38,10,8
506433,2025,39,11,9
506560,2015,26,2,1
506560,2016,27,1,2
506693,2015,25,3,1
506693,2017,27,1,2
506702,2021,32,4,1
506702,2022,33,5,2
506702,2023,34,6,3
514669,2015,31,3,1
514669,2016,32,4,2
514913,2016,27,1,1
514981,2015,28,0,1
514981,2017,30,2,2
515052,2015,25,3,1
515052,2016,26,2,2
516414,2015,26,2,1
516414,2016,27,1,2
516472,2018,29,1,1
516589,2015,27,1,1
516714,2015,26,2,1
516714,2016,27,1,2
516714,2017,28,0,3
516769,2015,26,2,1
516910,2015,26,2,1
516910,2016,27,1,2
516935,2015,25,3,1
516969,2015,26,2,1
516969,2016,27,1,2
516969,2017,28,0,3
516969,2018,29,1,4
516969,2019,30,2,5
516970,2015,27,1,1
517008,2015,27,1,1
517008,2016,28,0,2
517008,2017,29,1,3
517008,2018,30,2,4
517008,2019,31,3,5
517008,2021,33,5,6
517008,2022,34,6,7
517008,2023,35,7,8
517059,2015,27,1,1
517414,2015,25,3,1
517414,2016,26,2,2
517414,2017,27,1,3
517414,2018,28,0,4
517448,2016,27,1,1
517593,2015,25,3,1
517593,2016,26,2,2
517593,2017,27,1,3
517593,2019,29,1,4
517629,2016,29,1,1
518397,2015,26,2,1
518397,2016,27,1,2
518397,2017,28,0,3
518397,2018,29,1,4
518397,2019,30,2,5
518397,2021,32,4,6
518397,2022,33,5,7
518397,2023,34,6,8
518397,2024,35,7,9
518397,2025,36,8,10
518418,2015,26,2,1
518420,2015,30,2,1
518435,2021,33,5,1
518445,2017,28,0,1
518445,2018,29,1,2
518452,2015,26,2,1
518452,2016,27,1,2
518452,2017,28,0,3
518452,2018,29,1,4
518452,2019,30,2,5
518468,2015,26,2,1
518468,2016,27,1,2
518468,2017,28,0,3
518468,2019,30,2,4
518489,2018,31,3,1
518489,2019,32,4,2
518489,2021,34,6,3
518489,2022,35,7,4
518489,2023,36,8,5
518489,2024,37,9,6
518489,2025,38,10,7
518516,2015,26,2,1
518516,2016,27,1,2
518516,2017,28,0,3
518516,2018,29,1,4
518516,2019,30,2,5
518516,2021,32,4,6
518516,2022,33,5,7
518516,2023,34,6,8
518526,2015,28,0,1
518553,2015,29,1,1
518553,2016,30,2,2
518553,2017,31,3,3
518553,2018,32,4,4
518553,2019,33,5,5
518553,2021,35,7,6
518553,2022,36,8,7
518560,2016,28,0,1
518566,2017,28,0,1
518566,2018,29,1,2
518566,2019,30,2,3
518567,2015,29,1,1
518567,2016,30,2,2
518567,2017,31,3,3
518585,2022,32,4,1
518585,2023,33,5,2
518585,2024,34,6,3
518585,2025,35,7,4
518585,2026,36,8,5
518586,2018,29,1,1
518586,2019,30,2,2
518586,2021,32,4,3
518586,2022,33,5,4
518603,2015,28,0,1
518614,2017,31,3,1
518614,2018,32,4,2
518614,2019,33,5,3
518617,2015,28,0,1
518617,2016,29,1,2
518617,2017,30,2,3
518617,2018,31,3,4
518617,2019,32,4,5
518617,2021,34,6,6
518617,2022,35,7,7
518617,2023,36,8,8
518617,2024,37,9,9
518626,2023,38,10,1
518633,2015,27,1,1
518633,2016,28,0,2
518633,2017,29,1,3
518633,2018,30,2,4
518633,2019,31,3,5
518633,2021,33,5,6
518653,2015,28,0,1
518693,2015,28,0,1
518693,2016,29,1,2
518693,2017,30,2,3
518693,2018,31,3,4
518693,2019,32,4,5
518703,2015,29,1,1
518715,2015,29,1,1
518715,2016,30,2,2
518715,2017,31,3,3
518715,2018,32,4,4
518715,2019,33,5,5
518716,2015,29,1,1
518716,2016,30,2,2
518716,2017,31,3,3
518748,2015,27,1,1
518748,2016,28,0,2
518748,2017,29,1,3
518748,2018,30,2,4
518748,2022,34,6,5
518764,2015,29,1,1
518771,2015,30,2,1
518774,2015,26,2,1
518774,2016,27,1,2
518774,2017,28,0,3
518774,2018,29,1,4
518774,2019,30,2,5
518774,2021,32,4,6
518790,2015,27,1,1
518790,2016,28,0,2
518790,2017,29,1,3
518813,2015,30,2,1
518813,2017,32,4,2
518813,2018,33,5,3
518813,2019,34,6,4
518813,2021,36,8,5
518813,2022,37,9,6
518833,2015,30,2,1
518858,2015,29,1,1
518858,2016,30,2,2
518858,2017,31,3,3
518858,2018,32,4,4
518858,2019,33,5,5
518858,2021,35,7,6
518863,2015,26,2,1
518875,2015,31,3,1
518875,2016,32,4,2
518875,2017,33,5,3
518875,2018,34,6,4
518875,2019,35,7,5
518876,2019,31,3,1
518876,2021,33,5,2
518876,2022,34,6,3
518876,2023,35,7,4
518876,2024,36,8,5
518876,2025,37,9,6
518876,2026,38,10,7
518883,2016,27,1,1
518883,2018,29,1,2
518886,2015,27,1,1
518886,2016,28,0,2
518886,2017,29,1,3
518886,2018,30,2,4
518886,2019,31,3,5
518886,2021,33,5,6
518886,2022,34,6,7
518886,2023,35,7,8
518886,2024,36,8,9
518886,2025,37,9,10
518886,2026,38,10,11
518927,2015,31,3,1
518927,2016,32,4,2
518927,2017,33,5,3
519008,2015,26,2,1
519008,2016,27,1,2
519008,2017,28,0,3
519008,2018,29,1,4
519008,2019,30,2,5
519008,2021,32,4,6
519008,2022,33,5,7
519008,2023,34,6,8
519008,2024,35,7,9
519008,2025,36,8,10
519043,2015,26,2,1
519043,2016,27,1,2
519043,2017,28,0,3
519043,2018,29,1,4
519043,2019,30,2,5
519043,2021,32,4,6
519043,2022,33,5,7
519043,2023,34,6,8
519043,2024,35,7,9
519048,2017,32,4,1
519048,2021,36,8,2
519076,2015,26,2,1
519076,2016,27,1,2
519076,2017,28,0,3
519076,2019,30,2,4
519076,2021,32,4,5
519085,2015,26,2,1
519085,2016,27,1,2
519096,2015,30,2,1
519096,2016,31,3,2
519096,2017,32,4,3
519096,2018,33,5,4
519096,2019,34,6,5
519141,2015,27,1,1
519141,2016,28,0,2
519141,2017,29,1,3
519141,2018,30,2,4
519141,2019,31,3,5
519141,2021,33,5,6
519141,2025,37,9,7
519141,2026,38,10,8
519144,2015,27,1,1
519144,2016,28,0,2
519144,2017,29,1,3
519144,2018,30,2,4
519144,2019,31,3,5
519151,2015,27,1,1
519151,2016,28,0,2
519151,2017,29,1,3
519151,2018,30,2,4
519151,2019,31,3,5
519151,2021,33,5,6
519151,2022,34,6,7
519151,2023,35,7,8
519151,2024,36,8,9
519151,2025,37,9,10
519166,2015,26,2,1
519166,2016,27,1,2
519166,2017,28,0,3
519166,2018,29,1,4
519166,2019,30,2,5
519168,2015,26,2,1
519168,2016,27,1,2
519169,2015,26,2,1
519186,2015,31,3,1
519186,2016,32,4,2
519203,2018,29,1,1
519203,2021,32,4,2
519208,2015,30,2,1
519222,2019,31,3,1
519229,2015,27,1,1
519240,2015,30,2,1
519240,2016,31,3,2
519240,2017,32,4,3
519240,2018,33,5,4
519242,2015,26,2,1
519242,2016,27,1,2
519242,2017,28,0,3
519242,2018,29,1,4
519242,2019,30,2,5
519242,2021,32,4,6
519242,2022,33,5,7
519242,2023,34,6,8
519242,2024,35,7,9
519242,2025,36,8,10
519242,2026,37,9,11
519263,2015,26,2,1
519263,2016,27,1,2
519263,2017,28,0,3
519267,2015,30,2,1
519267,2016,31,3,2
519267,2017,32,4,3
519293,2015,26,2,1
519293,2016,27,1,2
519293,2018,29,1,3
519293,2019,30,2,4
519293,2021,32,4,5
519293,2022,33,5,6
519293,2023,34,6,7
519293,2024,35,7,8
519294,2016,28,0,1
519294,2017,29,1,2
519294,2018,30,2,3
519295,2018,29,1,1
519299,2021,35,7,1
519301,2015,27,1,1
519301,2016,28,0,2
519301,2017,29,1,3
519301,2018,30,2,4
519322,2015,28,0,1
519322,2016,29,1,2
519322,2017,30,2,3
519326,2015,27,1,1
519326,2016,28,0,2
519326,2017,29,1,3
519326,2018,30,2,4
519326,2019,31,3,5
519326,2021,33,5,6
519326,2022,34,6,7
519326,2024,36,8,8
519326,2025,37,9,9
519344,2016,28,0,1
519344,2017,29,1,2
519381,2015,30,2,1
519381,2016,31,3,2
519381,2018,33,5,3
519381,2019,34,6,4
519393,2018,30,2,1
519393,2019,31,3,2
519411,2015,27,1,1
519437,2016,27,1,1
519443,2017,29,1,1
519443,2018,30,2,2
519443,2019,31,3,3
519443,2021,33,5,4
519455,2015,29,1,1
519455,2016,30,2,2
519455,2017,31,3,3
519455,2018,32,4,4
519455,2019,33,5,5
519455,2021,35,7,6
520980,2015,27,1,1
520980,2016,28,0,2
520980,2017,29,1,3
520980,2018,30,2,4
520980,2019,31,3,5
520980,2021,33,5,6
520980,2022,34,6,7
521230,2015,26,2,1
521230,2016,27,1,2
521230,2017,28,0,3
521230,2018,29,1,4
521230,2019,30,2,5
521230,2021,32,4,6
521230,2022,33,5,7
521230,2023,34,6,8
521230,2025,36,8,9
521655,2017,27,1,1
521655,2018,28,0,2
521655,2019,29,1,3
523260,2015,27,1,1
523260,2016,28,0,2
523260,2017,29,1,3
523260,2018,30,2,4
523260,2019,31,3,5
523260,2021,33,5,6
523260,2022,34,6,7
523260,2023,35,7,8
523260,2024,36,8,9
523848,2015,25,3,1
523848,2016,26,2,2
523989,2015,26,2,1
523989,2016,27,1,2
523989,2017,28,0,3
525768,2018,29,1,1
525768,2019,30,2,2
527048,2015,24,4,1
527048,2016,25,3,2
527048,2017,26,2,3
527048,2018,27,1,4
527048,2019,28,0,5
527048,2021,30,2,6
527048,2022,31,3,7
527048,2023,32,4,8
527048,2024,33,5,9
527048,2025,34,6,10
527048,2026,35,7,11
527054,2015,24,4,1
527054,2016,25,3,2
527054,2017,26,2,3
527054,2018,27,1,4
527054,2019,28,0,5
527054,2021,30,2,6
527054,2023,32,4,7
527054,2024,33,5,8
527055,2015,25,3,1
527055,2016,26,2,2
527055,2017,27,1,3
527055,2018,28,0,4
527055,2019,29,1,5
527055,2022,32,4,6
528748,2021,23,5,1
528748,2022,24,4,2
528748,2024,26,2,3
532077,2015,20,8,1
532077,2016,21,7,2
532077,2017,22,6,3
532077,2018,23,5,4
532077,2019,24,4,5
533167,2015,29,1,1
533167,2016,30,2,2
533167,2017,31,3,3
533167,2018,32,4,4
533167,2019,33,5,5
533167,2021,35,7,6
534606,2016,28,0,1
534606,2018,30,2,2
534627,2016,27,1,1
534737,2016,27,1,1
534812,2015,27,1,1
534812,2016,28,0,2
534812,2017,29,1,3
534812,2018,30,2,4
534812,2021,33,5,5
534910,2015,26,2,1
534910,2016,27,1,2
534910,2017,28,0,3
534910,2019,30,2,4
534910,2021,32,4,5
534910,2025,36,8,6
534947,2016,29,1,1
534947,2017,30,2,2
538506,2015,30,2,1
539438,2016,30,2,1
541640,2015,25,3,1
541640,2016,26,2,2
541640,2017,27,1,3
541640,2018,28,0,4
541640,2019,29,1,5
541640,2021,31,3,6
541640,2022,32,4,7
541640,2023,33,5,8
541640,2024,34,6,9
541640,2025,35,7,10
541650,2017,26,2,1
541650,2018,27,1,2
541650,2019,28,0,3
541650,2021,30,2,4
541652,2015,25,3,1
541652,2016,26,2,2
541652,2017,27,1,3
541652,2018,28,0,4
542194,2016,25,3,1
542194,2017,26,2,2
542194,2022,31,3,3
542194,2023,32,4,4
542208,2023,33,5,1
542266,2015,24,4,1
542289,2018,28,0,1
542432,2015,25,3,1
542432,2016,26,2,2
542432,2017,27,1,3
542432,2018,28,0,4
542585,2019,30,2,1
542585,2021,32,4,2
542585,2022,33,5,3
542585,2023,34,6,4
542585,2024,35,7,5
542587,2015,24,4,1
542587,2016,25,3,2
542609,2015,25,3,1
542609,2016,26,2,2
542669,2015,25,3,1
542674,2015,28,0,1
542674,2016,29,1,2
542866,2015,29,1,1
542866,2016,30,2,2
542866,2019,33,5,3
542881,2016,27,1,1
542881,2017,28,0,2
542881,2018,29,1,3
542881,2019,30,2,4
542881,2021,32,4,5
542881,2022,33,5,6
542881,2023,34,6,7
542881,2024,35,7,8
542881,2025,36,8,9
542882,2015,26,2,1
542882,2016,27,1,2
542882,2017,28,0,3
542882,2018,29,1,4
542882,2019,30,2,5
542882,2021,32,4,6
542882,2024,35,7,7
542884,2016,27,1,1
542888,2015,25,3,1
542888,2016,26,2,2
542888,2017,27,1,3
542888,2018,28,0,4
542888,2019,29,1,5
542888,2021,31,3,6
542888,2022,32,4,7
542888,2023,33,5,8
542888,2024,34,6,9
542888,2025,35,7,10
542888,2026,36,8,11
542914,2015,28,0,1
542914,2017,30,2,2
542914,2018,31,3,3
542914,2019,32,4,4
542914,2021,34,6,5
542914,2022,35,7,6
542914,2023,36,8,7
542923,2015,26,2,1
542924,2015,28,0,1
542924,2017,30,2,2
542924,2018,31,3,3
542932,2025,35,7,1
542946,2018,31,3,1
542947,2016,29,1,1
542947,2017,30,2,2
542947,2018,31,3,3
542947,2019,32,4,4
542947,2021,34,6,5
542947,2022,35,7,6
542947,2023,36,8,7
542953,2016,28,0,1
542953,2017,29,1,2
542953,2019,31,3,3
542960,2015,29,1,1
542960,2016,30,2,2
542960,2017,31,3,3
542960,2018,32,4,4
542960,2019,33,5,5
542960,2021,35,7,6
542963,2017,28,0,1
542992,2021,31,3,1
543001,2018,28,0,1
543001,2019,29,1,2
543017,2016,26,2,1
543017,2017,27,1,2
543022,2016,27,1,1
543022,2017,28,0,2
543022,2018,29,1,3
543022,2019,30,2,4
543022,2021,32,4,5
543031,2017,30,2,1
543031,2018,31,3,2
543037,2015,25,3,1
543037,2016,26,2,2
543037,2017,27,1,3
543037,2018,28,0,4
543037,2019,29,1,5
543037,2021,31,3,6
543037,2022,32,4,7
543037,2023,33,5,8
543037,2024,34,6,9
543045,2015,25,3,1
543045,2016,26,2,2
543045,2017,27,1,3
543045,2018,28,0,4
543045,2019,29,1,5
543045,2021,31,3,6
543054,2015,25,3,1
543054,2016,26,2,2
543054,2017,27,1,3
543056,2015,26,2,1
543056,2016,27,1,2
543056,2017,28,0,3
543056,2018,29,1,4
543056,2021,32,4,5
543056,2022,33,5,6
543056,2023,34,6,7
543056,2024,35,7,8
543056,2025,36,8,9
543056,2026,37,9,10
543063,2023,36,8,1
543063,2024,37,9,2
543089,2019,30,2,1
543094,2015,25,3,1
543101,2015,25,3,1
543101,2016,26,2,2
543101,2018,28,0,3
543101,2019,29,1,4
543101,2021,31,3,5
543101,2022,32,4,6
543101,2023,33,5,7
543101,2025,35,7,8
543118,2015,28,0,1
543118,2016,29,1,2
543118,2017,30,2,3
543118,2018,31,3,4
543118,2019,32,4,5
543135,2015,25,3,1
543135,2016,26,2,2
543135,2018,28,0,3
543135,2019,29,1,4
543135,2021,31,3,5
543135,2022,32,4,6
543135,2023,33,5,7
543135,2024,34,6,8
543135,2025,35,7,9
543135,2026,36,8,10
543144,2015,28,0,1
543144,2016,29,1,2
543144,2017,30,2,3
543144,2018,31,3,4
543148,2019,32,4,1
543169,2016,26,2,1
543169,2017,27,1,2
543169,2018,28,0,3
543169,2019,29,1,4
543184,2015,28,0,1
543184,2016,29,1,2
543193,2018,28,0,1
543193,2019,29,1,2
543195,2016,32,4,1
543208,2017,27,1,1
543208,2018,28,0,2
543208,2019,29,1,3
543219,2015,25,3,1
543219,2016,26,2,2
543219,2017,27,1,3
543219,2018,28,0,4
543219,2019,29,1,5
543238,2021,31,3,1
543238,2022,32,4,2
543238,2024,34,6,3
543242,2015,25,3,1
543242,2016,26,2,2
543243,2015,26,2,1
543243,2016,27,1,2
543243,2017,28,0,3
543243,2018,29,1,4
543243,2019,30,2,5
543243,2021,32,4,6
543243,2022,33,5,7
543243,2023,34,6,8
543243,2024,35,7,9
543243,2025,36,8,10
543243,2026,37,9,11
543258,2015,28,0,1
543258,2018,31,3,2
543258,2021,34,6,3
543261,2015,27,1,1
543261,2016,28,0,2
543261,2017,29,1,3
543272,2015,25,3,1
543272,2016,26,2,2
543272,2017,27,1,3
543272,2018,28,0,4
543272,2019,29,1,5
543272,2021,31,3,6
543272,2022,32,4,7
543272,2023,33,5,8
543278,2015,28,0,1
543278,2016,29,1,2
543278,2017,30,2,3
543278,2018,31,3,4
543278,2019,32,4,5
543278,2021,34,6,6
543281,2022,35,7,1
543281,2023,36,8,2
543294,2015,26,2,1
543294,2016,27,1,2
543294,2017,28,0,3
543294,2018,29,1,4
543294,2019,30,2,5
543294,2021,32,4,6
543294,2022,33,5,7
543294,2023,34,6,8
543294,2024,35,7,9
543294,2025,36,8,10
543305,2024,35,7,1
543331,2015,28,0,1
543331,2016,29,1,2
543331,2017,30,2,3
543331,2018,31,3,4
543334,2015,26,2,1
543334,2016,27,1,2
543334,2017,28,0,3
543339,2015,28,0,1
543339,2016,29,1,2
543339,2017,30,2,3
543339,2018,31,3,4
543339,2019,32,4,5
543339,2021,34,6,6
543339,2022,35,7,7
543339,2023,36,8,8
543339,2024,37,9,9
543343,2019,30,2,1
543351,2015,28,0,1
543351,2019,32,4,2
543351,2021,34,6,3
543351,2022,35,7,4
543351,2023,36,8,5
543351,2024,37,9,6
543357,2017,28,0,1
543359,2015,28,0,1
543359,2016,29,1,2
543359,2017,30,2,3
543359,2018,31,3,4
543359,2019,32,4,5
543376,2019,33,5,1
543380,2015,26,2,1
543380,2016,27,1,2
543380,2017,28,0,3
543391,2015,26,2,1
543391,2016,27,1,2
543391,2018,29,1,3
543391,2024,35,7,4
543391,2025,36,8,5
543408,2015,29,1,1
543408,2016,30,2,2
543408,2017,31,3,3
543409,2015,29,1,1
543424,2015,25,3,1
543424,2016,26,2,2
543424,2018,28,0,3
543456,2015,26,2,1
543456,2016,27,1,2
543456,2021,32,4,3
543475,2015,25,3,1
543475,2016,26,2,2
543475,2017,27,1,3
543475,2018,28,0,4
543475,2019,29,1,5
543475,2021,31,3,6
543475,2022,32,4,7
543475,2023,33,5,8
543475,2024,34,6,9
543483,2016,27,1,1
543483,2018,29,1,2
543483,2019,30,2,3
543506,2015,25,3,1
543506,2016,26,2,2
543506,2017,27,1,3
543506,2018,28,0,4
543507,2015,26,2,1
543507,2016,27,1,2
543507,2018,29,1,3
543507,2019,30,2,4
543507,2021,32,4,5
543507,2022,33,5,6
543507,2023,34,6,7
543508,2015,26,2,1
543508,2017,28,0,2
543508,2018,29,1,3
543510,2023,33,5,1
543510,2024,34,6,2
543510,2026,36,8,3
543518,2015,26,2,1
543518,2023,34,6,2
543518,2024,35,7,3
543518,2025,36,8,4
543521,2015,28,0,1
543521,2016,29,1,2
543521,2017,30,2,3
543521,2018,31,3,4
543521,2019,32,4,5
543521,2021,34,6,6
543521,2022,35,7,7
543521,2023,36,8,8
543532,2016,27,1,1
543532,2017,28,0,2
543532,2019,30,2,3
543542,2015,25,3,1
543542,2016,26,2,2
543542,2017,27,1,3
543543,2023,34,6,1
543548,2015,28,0,1
543548,2016,29,1,2
543548,2017,30,2,3
543548,2018,31,3,4
543548,2019,32,4,5
543548,2021,34,6,6
543548,2022,35,7,7
543548,2023,36,8,8
543557,2015,26,2,1
543557,2016,27,1,2
543557,2017,28,0,3
543557,2018,29,1,4
543557,2019,30,2,5
543592,2025,36,8,1
543594,2015,26,2,1
543594,2021,32,4,2
543594,2023,34,6,3
543606,2015,25,3,1
543606,2016,26,2,2
543606,2017,27,1,3
543606,2018,28,0,4
543606,2019,29,1,5
543606,2021,31,3,6
543606,2022,32,4,7
543607,2015,25,3,1
543652,2017,27,1,1
543677,2019,30,2,1
543698,2015,26,2,1
543698,2016,27,1,2
543699,2015,29,1,1
543699,2016,30,2,2
543699,2017,31,3,3
543699,2018,32,4,4
543699,2019,33,5,5
543699,2021,35,7,6
543716,2015,26,2,1
543716,2016,27,1,2
543726,2015,26,2,1
543726,2016,27,1,2
543726,2017,28,0,3
543734,2015,29,1,1
543734,2016,30,2,2
543734,2017,31,3,3
543734,2018,32,4,4
543734,2019,33,5,5
543746,2015,28,0,1
543746,2016,29,1,2
543746,2017,30,2,3
543746,2018,31,3,4
543766,2015,28,0,1
543766,2016,29,1,2
543766,2017,30,2,3
543766,2018,31,3,4
543766,2019,32,4,5
543766,2021,34,6,6
543766,2022,35,7,7
543766,2023,36,8,8
543766,2024,37,9,9
543776,2016,29,1,1
543776,2019,32,4,2
543779,2015,26,2,1
543779,2016,27,1,2
543779,2017,28,0,3
543803,2015,24,4,1
543829,2022,34,6,1
543859,2015,26,2,1
543859,2016,27,1,2
543859,2017,28,0,3
543859,2023,34,6,4
543859,2024,35,7,5
543859,2025,36,8,6
543867,2017,28,0,1
543881,2015,28,0,1
543883,2015,29,1,1
543883,2016,30,2,2
543883,2017,31,3,3
543883,2018,32,4,4
543883,2019,33,5,5
543883,2021,35,7,6
543900,2015,26,2,1
543900,2016,27,1,2
543901,2015,25,3,1
543901,2016,26,2,2
543901,2017,27,1,3
543901,2018,28,0,4
543901,2019,29,1,5
543901,2021,31,3,6
543901,2022,32,4,7
543901,2023,33,5,8
543903,2015,25,3,1
543903,2018,28,0,2
543903,2019,29,1,3
543921,2015,25,3,1
543921,2016,26,2,2
543935,2015,29,1,1
543935,2016,30,2,2
543935,2017,31,3,3
543935,2018,32,4,4
543935,2019,33,5,5
543942,2015,30,2,1
543964,2015,25,3,1
543964,2016,26,2,2
543964,2017,27,1,3
544150,2016,27,1,1
544150,2017,28,0,2
544150,2024,35,7,3
544150,2025,36,8,4
544150,2026,37,9,5
544365,2015,24,4,1
544365,2019,28,0,2
544365,2022,31,3,3
544725,2015,24,4,1
544727,2015,26,2,1
544727,2016,27,1,2
544727,2017,28,0,3
544727,2018,29,1,4
544727,2019,30,2,5
544727,2021,32,4,6
544727,2022,33,5,7
544727,2023,34,6,8
544759,2015,30,2,1
544759,2016,31,3,2
544836,2015,24,4,1
544836,2016,25,3,2
544836,2017,26,2,3
544836,2018,27,1,4
544928,2015,27,1,1
544928,2016,28,0,2
544928,2017,29,1,3
544928,2018,30,2,4
