pitcher,tto1_delta_vs_overall,tto2_delta_vs_overall,tto3_delta_vs_overall,tto4_delta_vs_overall,tto1_pa,tto2_pa,tto3_pa,tto4_pa,tto1_rate,tto2_rate,tto3_rate,tto4_rate,overall_rate,total_pa,tto3_minus_tto1,player_name
668933,0.074,-0.069,-0.0832,,887.0,529.0,350.0,,-0.20856820744081173,-0.3516068052930057,-0.3657142857142857,,-0.282559456398641,1766,-0.1571,Graham Ashcraft
668941,0.0,,,,822.0,,,,-0.19829683698296838,,,,-0.19829683698296838,822,,JoJo Romero
668964,0.043,0.0048,-0.1951,,472.0,287.0,111.0,,-0.1673728813559322,-0.20557491289198607,-0.40540540540540543,,-0.2103448275862069,870,-0.238,Tobias Myers
669022,0.0091,0.009,-0.0362,,997.0,962.0,490.0,,-0.20160481444332998,-0.20166320166320167,-0.24693877551020407,,-0.21069824418129848,2449,-0.0453,MacKenzie Gore
669060,0.0042,0.0519,-0.1587,,1120.0,591.0,223.0,,-0.34375,-0.2961082910321489,-0.5067264573991032,,-0.34798345398138575,1934,-0.163,Bryse Wilson
669093,0.0,,,,664.0,,,,-0.07379518072289157,,,,-0.07379518072289157,664,,Jeremiah Estrada
669145,0.0725,-0.0254,-0.1307,,310.0,262.0,121.0,,-0.3258064516129032,-0.42366412213740456,-0.5289256198347108,,-0.39826839826839827,693,-0.2031,Bruce Zimmermann
669160,0.0943,-0.0121,-0.1785,,546.0,480.0,256.0,,-0.13736263736263737,-0.24375,-0.41015625,,-0.23166926677067082,1282,-0.2728,Dustin May
669169,0.0395,-0.0171,-0.0853,,300.0,218.0,95.0,,-0.37,-0.42660550458715596,-0.49473684210526314,,-0.4094616639477977,613,-0.1247,Jonathan Heasley
669194,0.0206,0.0281,-0.1004,,886.0,789.0,403.0,,-0.2686230248306998,-0.26108998732572875,-0.38957816377171217,,-0.2892204042348412,2078,-0.121,Ryne Nelson
669203,0.0423,0.0276,-0.1175,,1554.0,1243.0,852.0,,-0.07142857142857142,-0.08608205953338696,-0.2312206572769953,,-0.11372978898328309,3649,-0.1598,Corbin Burnes
669211,0.0194,-0.1047,-0.0481,,1214.0,202.0,50.0,,-0.21252059308072488,-0.33663366336633666,-0.28,,-0.23192360163710776,1466,-0.0675,Keegan Akin
669212,0.0343,-0.1645,-0.0834,,947.0,166.0,62.0,,-0.20485744456177402,-0.4036144578313253,-0.3225806451612903,,-0.23914893617021277,1175,-0.1177,Eli Morgan
669276,0.0,,,,866.0,,,,-0.10392609699769054,,,,-0.10392609699769054,866,,Dylan Lee
669302,0.092,-0.0517,-0.0704,,1374.0,1344.0,808.0,,-0.07278020378457059,-0.21651785714285715,-0.23514851485148514,,-0.16477595008508225,3526,-0.1624,Logan Gilbert
669330,0.0533,-0.0894,-0.0258,,773.0,417.0,152.0,,-0.16429495472186287,-0.3069544364508393,-0.24342105263157895,,-0.21758569299552907,1342,-0.0791,Tyler Wells
669358,0.0785,-0.0702,-0.0215,,540.0,519.0,276.0,,-0.15,-0.29865125240847784,-0.25,,-0.22846441947565543,1335,-0.1,Shane Baz
669372,0.0089,0.0242,-0.1102,,336.0,241.0,80.0,,-0.25595238095238093,-0.24066390041493776,-0.375,,-0.2648401826484018,657,-0.119,J.T. Ginn
669373,0.0501,-0.0264,-0.0449,,1224.0,1172.0,677.0,,-0.049836601307189546,-0.12627986348122866,-0.1447562776957164,,-0.09990237552879921,3073,-0.0949,Tarik Skubal
669387,0.0259,-0.102,,,708.0,180.0,,,-0.1553672316384181,-0.2833333333333333,,,-0.18130630630630631,888,,Carmen Mlodzinski
669432,0.0722,-0.0222,-0.1047,,907.0,874.0,440.0,,-0.1345093715545755,-0.2288329519450801,-0.31136363636363634,,-0.20666366501575867,2221,-0.1769,Trevor Rogers
669456,0.0464,-0.011,-0.0501,0.0399,1178.0,1139.0,893.0,67.0,-0.11290322580645161,-0.17032484635645304,-0.20940649496080627,-0.11940298507462686,-0.1592920353982301,3277,-0.0965,Shane Bieber
669461,0.0309,-0.0404,-0.0249,,857.0,517.0,226.0,,-0.26721120186697783,-0.33849129593810445,-0.3230088495575221,,-0.298125,1600,-0.0558,Matthew Liberatore
669467,-0.008,-0.0218,0.0655,,1153.0,619.0,346.0,,-0.29314830875975717,-0.3069466882067851,-0.21965317919075145,,-0.28517469310670446,2118,0.0735,Andre Pallante
669622,0.0,,,,816.0,,,,-0.14950980392156862,,,,-0.14950980392156862,816,,Anthony Bender
669674,-0.0074,0.0735,,,819.0,82.0,,,-0.28815628815628813,-0.2073170731707317,,,-0.2807991120976693,901,,Sam Long
669711,0.0,,,,735.0,,,,-0.2108843537414966,,,,-0.2108843537414966,735,,Greg Weissert
669713,-0.0045,-0.0053,0.0357,,537.0,278.0,110.0,,-0.24022346368715083,-0.24100719424460432,-0.2,,-0.23567567567567568,925,0.0402,Hayden Wesneski
669854,0.0035,0.0118,-0.0288,,509.0,398.0,224.0,,-0.2043222003929273,-0.19597989949748743,-0.23660714285714285,,-0.20778072502210435,1131,-0.0323,Ronel Blanco
669920,0.0535,-0.0338,-0.0728,,308.0,240.0,115.0,,-0.30844155844155846,-0.3958333333333333,-0.43478260869565216,,-0.36199095022624433,663,-0.1263,Jason Alexander
669923,0.0434,0.0192,-0.1053,,1071.0,1059.0,635.0,,-0.13632119514472454,-0.16052880075542966,-0.28503937007874014,,-0.17974683544303796,2765,-0.1487,George Kirby
669952,-0.0003,0.0034,-0.0098,,502.0,240.0,65.0,,-0.28286852589641437,-0.2791666666666667,-0.2923076923076923,,-0.2825278810408922,807,-0.0094,Mitch White
670036,0.0,,,,788.0,,,,-0.2068527918781726,,,,-0.2068527918781726,788,,Matt Festa
670059,0.0,,,,745.0,,,,-0.2134228187919463,,,,-0.2134228187919463,745,,Colin Holderman
670102,-0.039,0.0619,0.01,,459.0,273.0,101.0,,-0.2766884531590414,-0.17582417582417584,-0.22772277227722773,,-0.23769507803121248,833,0.049,Bowden Francis
670124,0.0021,0.0565,-0.1131,,302.0,213.0,112.0,,-0.4205298013245033,-0.36619718309859156,-0.5357142857142857,,-0.4226475279106858,627,-0.1152,Adam Oller
670167,0.0,,,,1072.0,,,,-0.1912313432835821,,,,-0.1912313432835821,1072,,John Schreiber
670174,0.0345,-0.0737,-0.1577,,776.0,235.0,60.0,,-0.25773195876288657,-0.3659574468085106,-0.45,,-0.29225023342670403,1071,-0.1923,Josh Winckowski
670280,0.0,,,,1348.0,,,,-0.10608308605341246,,,,-0.10608308605341246,1348,,David Bednar
670912,-0.0045,0.0329,-0.0531,,654.0,551.0,286.0,,-0.26605504587155965,-0.22867513611615245,-0.3146853146853147,,-0.26156941649899396,1491,-0.0486,Johan Oviedo
670950,0.0245,0.0244,-0.235,,1627.0,454.0,217.0,,-0.1782421634910879,-0.17841409691629956,-0.4377880184331797,,-0.20278503046127067,2298,-0.2595,Trevor Richards
670955,0.0,,,,635.0,,,,-0.10866141732283464,,,,-0.10866141732283464,635,,Edwin Uceta
670970,0.0,,,,861.0,,,,-0.15795586527293845,,,,-0.15795586527293845,861,,Adrian Morejon
670990,0.0,,,,869.0,,,,-0.22554660529344073,,,,-0.22554660529344073,869,,Yohan Ramírez
671096,0.013,0.0094,-0.0415,,738.0,731.0,397.0,,-0.22764227642276422,-0.23119015047879618,-0.28211586901763225,,-0.24062165058949625,1866,-0.0545,Andrew Abbott
671106,0.0054,0.0281,-0.0625,,660.0,638.0,344.0,,-0.29545454545454547,-0.2727272727272727,-0.3633720930232558,,-0.30085261875761266,1642,-0.0679,Logan Allen
671345,0.0,,,,826.0,,,,-0.21307506053268765,,,,-0.21307506053268765,826,,Jason Foley
671737,0.0521,-0.0623,0.0161,,730.0,707.0,374.0,,-0.16986301369863013,-0.2842998585572843,-0.20588235294117646,,-0.22197680839315295,1811,-0.036,Taj Bradley
671922,0.0,,,,654.0,,,,-0.019877675840978593,,,,-0.019877675840978593,654,,Cade Smith
672282,0.0519,-0.0582,-0.0262,,1002.0,724.0,377.0,,-0.16067864271457086,-0.27071823204419887,-0.23872679045092837,,-0.21255349500713266,2103,-0.078,Reid Detmers
672335,0.0,,,,1081.0,,,,-0.24051803885291398,,,,-0.24051803885291398,1081,,Cionel Pérez
672456,0.0448,0.0364,-0.2061,,403.0,375.0,154.0,,-0.2555831265508685,-0.264,-0.5064935064935064,,-0.30042918454935624,932,-0.2509,Keider Montero
672578,0.0315,-0.0977,-0.1476,,979.0,205.0,73.0,,-0.23186925434116445,-0.36097560975609755,-0.410958904109589,,-0.26332537788385046,1257,-0.1791,Carlos Hernández
672582,0.0118,-0.0925,,,713.0,91.0,,,-0.26928471248246844,-0.37362637362637363,,,-0.2810945273631841,804,,Angel Zerpa
672710,0.0101,-0.0432,0.046,,668.0,283.0,120.0,,-0.28592814371257486,-0.3392226148409894,-0.25,,-0.29598506069094305,1071,0.0359,Roansy Contreras
672851,0.098,-0.0078,-0.2383,,281.0,232.0,108.0,,-0.25622775800711745,-0.3620689655172414,-0.5925925925925926,,-0.35426731078904994,621,-0.3364,Joan Adon
673540,0.0116,-0.0402,0.0517,,513.0,501.0,275.0,,-0.16374269005847952,-0.2155688622754491,-0.12363636363636364,,-0.17532971295577968,1289,0.0401,Kodai Senga
674072,0.0051,-0.0339,0.0564,,329.0,309.0,156.0,,-0.3525835866261398,-0.39158576051779936,-0.30128205128205127,,-0.35768261964735515,794,0.0513,Tommy Henry
674370,0.0098,0.0469,-0.2087,,528.0,308.0,94.0,,-0.2708333333333333,-0.23376623376623376,-0.48936170212765956,,-0.2806451612903226,930,-0.2185,Osvaldo Bido
675540,0.0409,-0.106,,,441.0,170.0,,,-0.2766439909297052,-0.4235294117647059,,,-0.31751227495908346,611,,Xzavion Curry
675627,0.0602,-0.1362,-0.0097,,403.0,174.0,58.0,,-0.20595533498759305,-0.40229885057471265,-0.27586206896551724,,-0.26614173228346455,635,-0.0699,Michael Grove
675911,0.0496,-0.0142,-0.0725,,785.0,718.0,396.0,,-0.04203821656050955,-0.10584958217270195,-0.16414141414141414,,-0.09162717219589257,1899,-0.1221,Spencer Strider
676083,0.1025,-0.1208,-0.0145,,362.0,294.0,111.0,,-0.1712707182320442,-0.3945578231292517,-0.2882882882882883,,-0.2737940026075619,767,-0.117,Janson Junk
676106,0.1,-0.0073,-0.2267,,377.0,320.0,156.0,,-0.1989389920424403,-0.30625,-0.5256410256410257,,-0.2989449003516999,853,-0.3267,Emerson Hancock
676130,0.0032,-0.0069,-0.0124,,580.0,150.0,66.0,,-0.19655172413793104,-0.20666666666666667,-0.21212121212121213,,-0.19974874371859297,796,-0.0156,José Buttó
676254,0.0,,,,889.0,,,,-0.13160854893138357,,,,-0.13160854893138357,889,,Ryan Walker
676272,0.0207,0.014,-0.0738,,333.0,304.0,151.0,,-0.24324324324324326,-0.25,-0.33774834437086093,,-0.2639593908629442,788,-0.0945,Bobby Miller
676282,0.0802,-0.0887,-0.0902,,373.0,256.0,80.0,,-0.10455764075067024,-0.2734375,-0.275,,-0.1847672778561354,709,-0.1704,Joey Cantillo
676395,0.0,,,,680.0,,,,-0.125,,,,-0.125,680,,Robert Garcia
676440,0.0441,-0.0046,-0.0662,,846.0,845.0,504.0,,-0.1595744680851064,-0.20828402366863905,-0.2698412698412698,,-0.20364464692482917,2195,-0.1103,Tanner Bibee
676477,0.0287,-0.0083,-0.4394,,1056.0,215.0,65.0,,-0.11647727272727272,-0.15348837209302327,-0.5846153846153846,,-0.14520958083832336,1336,-0.4681,Garrett Whitlock
676534,0.0,,,,759.0,,,,-0.20421607378129117,,,,-0.20421607378129117,759,,Calvin Faucher
676596,-0.0085,0.0632,-0.1593,,548.0,333.0,103.0,,-0.354014598540146,-0.2822822822822823,-0.5048543689320388,,-0.34552845528455284,984,-0.1508,Josh Fleming
676664,0.0443,-0.0271,-0.0375,,963.0,927.0,467.0,,-0.2564901349948079,-0.32793959007551243,-0.33832976445396146,,-0.30080610946117947,2357,-0.0818,JP Sears
676684,0.0,,,,1252.0,,,,-0.1573482428115016,,,,-0.1573482428115016,1252,,Will Vest
676710,0.0246,-0.0026,-0.0619,,738.0,620.0,267.0,,-0.2018970189701897,-0.22903225806451613,-0.2883895131086142,,-0.22646153846153846,1625,-0.0865,Kutter Crawford
676760,0.0,,,,601.0,,,,-0.15474209650582363,,,,-0.15474209650582363,601,,Ron Marinaccio
676879,0.0487,-0.0342,-0.3544,,770.0,236.0,83.0,,-0.09090909090909091,-0.17372881355932204,-0.4939759036144578,,-0.13957759412304868,1089,-0.4031,Aaron Ashby
676962,0.0379,-0.0001,-0.1812,,422.0,263.0,88.0,,-0.14454976303317535,-0.18250950570342206,-0.36363636363636365,,-0.18240620957309184,773,-0.2191,Ben Brown
676974,0.0824,-0.0043,-0.146,,282.0,277.0,151.0,,-0.20212765957446807,-0.2888086642599278,-0.4304635761589404,,-0.28450704225352114,710,-0.2283,Max Meyer
676979,0.0073,-0.0295,0.0314,,907.0,586.0,339.0,,-0.08599779492833518,-0.12286689419795221,-0.061946902654867256,,-0.09334061135371179,1832,0.0241,Garrett Crochet
677651,0.0377,0.0021,-0.0849,,582.0,562.0,272.0,,-0.14948453608247422,-0.18505338078291814,-0.27205882352941174,,-0.18714689265536724,1416,-0.1226,Luis Garcia
677944,0.1309,-0.0898,-0.1298,,504.0,447.0,199.0,,-0.1865079365079365,-0.407158836689038,-0.4472361809045226,,-0.3173913043478261,1150,-0.2607,Slade Cecconi
677960,0.0023,0.0015,-0.0115,,655.0,511.0,201.0,,-0.29465648854961835,-0.29549902152641877,-0.30845771144278605,,-0.2970007315288954,1367,-0.0138,Ryan Weathers
678368,0.0121,0.0342,-0.1658,,391.0,225.0,75.0,,-0.3554987212276215,-0.3333333333333333,-0.5333333333333333,,-0.3675832127351664,691,-0.1778,Valente Bellozo
678394,0.0044,0.0236,-0.0466,,949.0,938.0,565.0,,-0.26765015806111697,-0.2484008528784648,-0.3185840707964602,,-0.27202283849918435,2452,-0.0509,Brayan Bello
678606,0.0,,,,663.0,,,,-0.21417797888386123,,,,-0.21417797888386123,663,,Jose A. Ferrer
679525,0.0132,-0.0294,0.0391,,378.0,365.0,146.0,,-0.2724867724867725,-0.3150684931506849,-0.2465753424657534,,-0.2857142857142857,889,0.0259,Alec Marsh
680570,-0.029,0.0305,-0.0025,,387.0,387.0,228.0,,-0.23255813953488372,-0.1731266149870801,-0.20614035087719298,,-0.20359281437125748,1002,0.0264,Grayson Rodriguez
680573,0.0719,-0.051,-0.067,,540.0,523.0,181.0,,-0.1925925925925926,-0.3154875717017208,-0.3314917127071823,,-0.2644694533762058,1244,-0.1389,Simeon Woods Richardson
680686,0.0146,0.0036,-0.0331,,666.0,658.0,365.0,,-0.28378378378378377,-0.2948328267477204,-0.3315068493150685,,-0.2984014209591474,1689,-0.0477,Josiah Gray
680694,0.0522,-0.0234,-0.0612,,662.0,641.0,320.0,,-0.11782477341389729,-0.1934477379095164,-0.23125,,-0.17005545286506468,1623,-0.1134,Kyle Bradish
680704,0.0,,,,915.0,,,,-0.1737704918032787,,,,-0.1737704918032787,915,,Nick Sandlin
680730,0.0397,-0.0287,-0.0286,,595.0,529.0,295.0,,-0.2605042016806723,-0.32892249527410206,-0.3288135593220339,,-0.30021141649048627,1419,-0.0683,Mitchell Parker
680732,0.064,0.0044,-0.179,,351.0,343.0,134.0,,-0.18233618233618235,-0.24198250728862974,-0.4253731343283582,,-0.2463768115942029,828,-0.243,Sean Burke
680767,0.0,,,,643.0,,,,-0.25194401244167963,,,,-0.25194401244167963,643,,Victor Vodnik
680885,0.0892,-0.0429,-0.0655,,333.0,333.0,235.0,,-0.07507507507507508,-0.2072072072072072,-0.2297872340425532,,-0.16426193118756938,901,-0.1547,Spencer Schwellenbach
681190,0.0004,0.0209,-0.0522,,578.0,514.0,210.0,,-0.3044982698961938,-0.2840466926070039,-0.35714285714285715,,-0.3049155145929339,1302,-0.0526,Randy Vásquez
681293,0.0438,-0.019,-0.0493,,360.0,337.0,190.0,,-0.18055555555555555,-0.2433234421364985,-0.2736842105263158,,-0.22435174746335965,887,-0.0931,Spencer Arrighetti
681343,0.0196,0.0247,-0.1135,,288.0,269.0,108.0,,-0.1909722222222222,-0.18587360594795538,-0.32407407407407407,,-0.21052631578947367,665,-0.1331,Shane Smith
681517,0.014,-0.1273,,,609.0,67.0,,,-0.2019704433497537,-0.34328358208955223,,,-0.21597633136094674,676,,Kyle Leahy
681857,0.0526,0.0407,-0.2076,,500.0,456.0,216.0,,-0.124,-0.13596491228070176,-0.38425925925925924,,-0.1766211604095563,1172,-0.2603,Reese Olson
681867,0.0038,-0.03,0.1064,,431.0,247.0,54.0,,-0.3062645011600928,-0.340080971659919,-0.2037037037037037,,-0.31010928961748635,732,0.1026,Cooper Criswell
681911,0.0,,,,1140.0,,,,-0.058771929824561406,,,,-0.058771929824561406,1140,,Alex Vesia
681982,0.0,,,,616.0,,,,-0.25,,,,-0.25,616,,Grant Anderson
682052,0.0424,0.0059,-0.1387,,304.0,238.0,103.0,,-0.20723684210526316,-0.24369747899159663,-0.3883495145631068,,-0.2496124031007752,645,-0.1811,Jacob Lopez
682120,0.0,,,,611.0,,,,-0.16202945990180032,,,,-0.16202945990180032,611,,Tim Herrin
682227,0.056,-0.0785,0.0394,,297.0,268.0,112.0,,-0.24242424242424243,-0.376865671641791,-0.25892857142857145,,-0.2983751846381093,677,-0.0165,Brandon Williamson
682243,0.082,-0.0617,-0.0452,,666.0,660.0,307.0,,-0.13663663663663664,-0.2803030303030303,-0.26384364820846906,,-0.21861604409063073,1633,-0.1272,Bryce Miller
682847,-0.0306,0.0586,-0.0369,,640.0,498.0,260.0,,-0.2859375,-0.19678714859437751,-0.2923076923076923,,-0.2553648068669528,1398,-0.0064,Luis Ortiz
682990,0.012,0.0287,-0.0761,,443.0,430.0,232.0,,-0.291196388261851,-0.2744186046511628,-0.3793103448275862,,-0.3031674208144796,1105,-0.0881,Quinn Priester
683004,0.0546,-0.0166,-0.0836,,405.0,390.0,187.0,,-0.18271604938271604,-0.25384615384615383,-0.32085561497326204,,-0.23727087576374745,982,-0.1381,Jack Leiter
683155,-0.0098,0.0407,-0.0601,,270.0,248.0,124.0,,-0.3851851851851852,-0.3346774193548387,-0.43548387096774194,,-0.37538940809968846,642,-0.0503,Joey Estes
683232,0.0,,,,727.0,,,,-0.19944979367262725,,,,-0.19944979367262725,727,,Nick Mears
683769,0.0432,-0.3355,,,691.0,89.0,,,-0.16063675832127353,-0.5393258426966292,,,-0.20384615384615384,780,,Hunter Gaddis
684007,-0.0093,0.0356,-0.0432,,540.0,535.0,325.0,,-0.19074074074074074,-0.14579439252336449,-0.2246153846153846,,-0.18142857142857144,1400,-0.0339,Shota Imanaga
684320,-0.0011,0.0035,,,481.0,152.0,,,-0.19542619542619544,-0.19078947368421054,,,-0.1943127962085308,633,,Yariel Rodríguez
686218,0.0303,-0.0391,0.0151,,302.0,272.0,97.0,,-0.1291390728476821,-0.19852941176470587,-0.14432989690721648,,-0.15946348733233978,671,-0.0152,Emmet Sheehan
686563,-0.058,0.0213,0.074,,402.0,369.0,209.0,,-0.3855721393034826,-0.3062330623306233,-0.2535885167464115,,-0.32755102040816325,980,0.132,Jonathan Cannon
686610,0.0617,-0.0274,-0.1312,,403.0,294.0,128.0,,-0.2679900744416873,-0.35714285714285715,-0.4609375,,-0.3296969696969697,825,-0.1929,Ken Waldichuk
686613,0.049,-0.0286,-0.0415,,899.0,851.0,474.0,,-0.10567296996662959,-0.18331374853113983,-0.1962025316455696,,-0.15467625899280577,2224,-0.0905,Hunter Brown
686752,0.0437,0.0038,-0.1216,,666.0,610.0,258.0,,-0.14864864864864866,-0.1885245901639344,-0.313953488372093,,-0.19230769230769232,1534,-0.1653,Ryan Pepiot
686799,0.0248,-0.0226,-0.0041,,369.0,365.0,213.0,,-0.32791327913279134,-0.37534246575342467,-0.3568075117370892,,-0.3526927138331573,947,-0.0289,Jack Kochanowicz
686973,0.0965,-0.1107,-0.3704,,664.0,214.0,109.0,,-0.13855421686746988,-0.34579439252336447,-0.6055045871559633,,-0.23505572441742653,987,-0.467,Louis Varland
687330,0.0,,,,772.0,,,,-0.20077720207253885,,,,-0.20077720207253885,772,,Kevin Kelly
687765,0.0449,-0.0131,-0.1288,,541.0,349.0,153.0,,-0.27726432532347506,-0.335243553008596,-0.45098039215686275,,-0.3221476510067114,1043,-0.1737,Mitch Spence
689225,-0.0072,-0.0005,0.0696,,660.0,147.0,69.0,,-0.26515151515151514,-0.2585034013605442,-0.18840579710144928,,-0.2579908675799087,876,0.0767,Beau Brieske
690986,0.0382,0.0027,-0.1095,,417.0,383.0,155.0,,-0.19424460431654678,-0.2297650130548303,-0.3419354838709677,,-0.2324607329842932,955,-0.1477,Kyle Harrison
691587,0.0899,-0.0584,-0.1201,,411.0,386.0,120.0,,-0.09002433090024331,-0.23834196891191708,-0.3,,-0.17993456924754633,917,-0.21,Eury Pérez
693433,0.0927,0.0114,-0.1972,,693.0,677.0,365.0,,-0.06349206349206349,-0.1447562776957164,-0.35342465753424657,,-0.15619596541786743,1735,-0.2899,Bryan Woo
693821,0.0259,-0.0346,0.0136,,774.0,768.0,483.0,,-0.24031007751937986,-0.30078125,-0.2525879917184265,,-0.2661728395061728,2025,-0.0123,Bryce Elder
694297,0.0667,0.0064,-0.1252,,813.0,780.0,473.0,,-0.2140221402214022,-0.2743589743589744,-0.4059196617336152,,-0.2807357212003872,2066,-0.1919,Brandon Pfaadt
694363,0.016,-0.0516,,,477.0,148.0,,,-0.3039832285115304,-0.3716216216216216,,,-0.32,625,,Jared Shuster
694477,-0.0005,0.0403,-0.1101,,278.0,249.0,90.0,,-0.2014388489208633,-0.1606425702811245,-0.3111111111111111,,-0.20097244732576985,617,-0.1097,Chad Patrick
694738,0.0328,-0.0056,-0.0906,,419.0,299.0,133.0,,-0.162291169451074,-0.20066889632107024,-0.2857142857142857,,-0.19506462984723855,851,-0.1234,Landen Roupp
694813,0.0694,-0.0147,-0.1125,,297.0,284.0,146.0,,-0.2222222222222222,-0.30633802816901406,-0.4041095890410959,,-0.29160935350756534,727,-0.1819,Gavin Stone
694973,0.0468,0.019,-0.1264,,555.0,536.0,286.0,,0.005405405405405406,-0.022388059701492536,-0.16783216783216784,,-0.04139433551198257,1377,-0.1732,Paul Skenes
695243,0.0,,,,625.0,,,,0.0832,,,,0.0832,625,,Mason Miller
695418,0.0685,-0.0104,-0.4847,,416.0,177.0,55.0,,-0.19230769230769232,-0.2711864406779661,-0.7454545454545455,,-0.26080246913580246,648,-0.5531,Brad Lord
700241,0.021,-0.0361,0.026,,252.0,244.0,135.0,,-0.24206349206349206,-0.29918032786885246,-0.23703703703703705,,-0.2630744849445325,631,0.005,Michael McGreevy
700249,0.0786,-0.0192,-0.1234,,369.0,359.0,179.0,,-0.21138211382113822,-0.30919220055710306,-0.4134078212290503,,-0.28996692392502754,907,-0.202,Cade Povich
701542,0.074,-0.0544,-0.0533,,411.0,390.0,172.0,,-0.145985401459854,-0.2743589743589744,-0.27325581395348836,,-0.2199383350462487,973,-0.1273,Will Warren
702070,0.0198,-0.0395,0.0334,,270.0,270.0,159.0,,-0.21481481481481482,-0.2740740740740741,-0.20125786163522014,,-0.23462088698140202,699,0.0136,Noah Cameron
806185,0.0446,-0.0445,-0.0618,,318.0,234.0,61.0,,-0.18867924528301888,-0.2777777777777778,-0.29508196721311475,,-0.233278955954323,613,-0.1064,Hayden Birdsong
808967,-0.0372,0.0467,-0.0128,,467.0,442.0,257.0,,-0.11777301927194861,-0.033936651583710405,-0.0933852140077821,,-0.08061749571183534,1166,0.0244,Yoshinobu Yamamoto
