batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional
Cavan Biggio,,,,,,624415,8,39,0.0360203651990938,-0.006140836667133022,,-0.006140836667133022,70.8,99.1,,87.4,0.359,0.292,0.78,0.103,0.051,,8,,,0.038,,,,,,,,
Richie Palacios,2B,2B,2B,False,1.0,680700,70,270,0.04828974408041268,0.013267493662948682,-0.019057888109447682,-0.005790394446499,82.8,107.6,97.7,87.4,0.422,0.246,0.817,0.163,0.078,0.341,70,-0.019,0.341,0.259,2B|3B|LF,68.7466052827381,0.0952381,0.11940299,0.27380952,106.5,63.0,101.3
Austin Murr,,,,,,689456,1,3,0.13017464867144665,-0.006183844187666793,,-0.006183844187666793,162.9,99.1,,87.4,0.667,0.296,0.781,0.333,0.0,,1,,,0.005,,,,,,,,
Ben Williamson,2B,2B|SS,"2B, SS",True,2.0,810938,127,528,0.03467264284067708,0.04160001397610552,-0.04808030212476713,-0.0064802881486616115,69.5,119.8,92.0,87.3,0.415,0.311,0.806,0.167,0.062,0.319,127,-0.048,0.319,0.388,2B|SS,70.80631772933468,0.11290323,0.13333333,0.29032258,107.0,96.0,101.3
Mike Tauchman,,,,,,643565,4,19,0.02887299355588686,-0.0064679500985241785,,-0.0064679500985241785,63.9,99.0,,87.3,0.579,0.3,0.784,0.158,0.105,,4,,,0.02,,,,,,,,
Kevin Fitzer,,,,,,822624,2,9,-0.010525257198649864,-0.006401709441111791,,-0.006401709441111791,25.3,99.0,,87.3,0.222,0.286,0.782,0.111,0.111,,2,,,0.01,,,,,,,,
Carson Benge,OF,OF,OF,False,1.0,701807,137,552,0.06626130002634964,-0.01122868390085062,0.004021490204970736,-0.007207193695879884,100.4,96.9,102.3,87.2,0.467,0.268,0.789,0.167,0.091,0.372,137,0.004,0.372,0.407,CF|DH|LF|RF,71.62860831567797,0.11299435,0.14492754,0.27118644,108.9,106.0,100.0
J. C. Escarra,C,C,C,False,1.0,641555,53,205,0.06110386744508634,-0.002811139085880101,-0.004073463405180864,-0.0068846024910609645,95.4,100.6,100.7,87.2,0.459,0.286,0.748,0.171,0.151,0.378,53,-0.004,0.378,0.209,C,70.12776159067623,0.1147541,0.18421053,0.26229508,109.0,36.0,101.4
Chase Meidroth,2B,2B,2B,False,1.0,805367,170,717,0.03731508565485798,0.007896631731496346,-0.01487895065895394,-0.006982318927457595,72.1,105.2,98.5,87.2,0.378,0.256,0.805,0.156,0.064,0.355,170,-0.015,0.355,0.459,2B,67.25699527138158,0.08947368,0.10625,0.32105263,107.7,139.0,101.2
Gunnar Henderson,SS,SS,SS,False,1.0,683002,197,793,0.06255187431695344,-0.021259589546539226,0.014415288457551972,-0.006844301088987254,96.8,92.6,104.3,87.2,0.498,0.314,0.761,0.155,0.119,0.378,197,0.014,0.378,0.496,DH|SS,74.33431457958633,0.10791367,0.14563107,0.20143885,111.2,153.0,100.8
Chase Jaworsky,,,,,,814172,3,8,0.053556379228576534,-0.007028170443994358,,-0.007028170443994358,88.0,98.8,,87.2,0.625,0.31,0.781,0.25,0.25,,3,,,0.015,,,,,,,,
Nolan Gorman,3B,3B|DH,"3B, DH",True,2.0,669357,151,632,0.07201863823410336,-0.0343418801828589,0.02689122478465293,-0.007450655398205969,106.1,86.9,106.8,87.1,0.491,0.293,0.706,0.142,0.169,0.391,151,0.027,0.391,0.43,3B|DH,72.20192042951543,0.0969163,0.14379085,0.20264317,111.9,126.0,100.0
Kyle Stowers,OF,1B|OF,"1B, OF",True,2.0,669065,76,281,0.08422075225313184,-0.012740798181043799,0.005450017147282937,-0.007290781033760862,118.0,96.3,102.5,87.1,0.577,0.317,0.751,0.171,0.164,0.372,76,0.005,0.372,0.275,1B|DH|LF|RF,74.47646197150735,0.1372549,0.18421053,0.20588235,105.4,53.0,99.9
Trace Willhoite,,,,,,688875,2,8,0.10895161133518795,-0.00783403815655857,,-0.00783403815655857,142.2,98.4,,87.0,0.625,0.292,0.779,0.25,0.25,,2,,,0.01,,,,,,,,
Orlando Arcia,SS,SS,SS,False,1.0,606115,10,47,0.07142506371454836,-0.007844740686271716,,-0.007844740686271716,105.5,98.4,,87.0,0.553,0.329,0.801,0.17,0.085,,10,,,0.048,1B|2B|3B|SS,,,,,,,100.7
Rayne Doncon,,,,,,699061,2,6,0.09732397124558773,-0.008126785596559327,,-0.008126785596559327,130.8,98.3,,87.0,0.5,0.291,0.783,0.167,0.0,,2,,,0.01,,,,,,,,
Kyle Manzardo,1B,1B|DH,"1B, DH",True,2.0,700932,133,549,0.06404549327652588,-0.03146973102970839,0.02342256031108445,-0.008047170718623941,98.3,88.2,106.1,87.0,0.474,0.304,0.726,0.142,0.137,0.39,133,0.023,0.39,0.399,1B|DH,70.5010898653315,0.0718232,0.1023622,0.22099448,108.4,107.0,95.4
Jacob Young,OF,OF,OF,False,1.0,696285,153,558,0.05141534789899635,0.026442336400959946,-0.034666371394922055,-0.008224034993962109,85.9,113.3,94.6,86.9,0.443,0.27,0.796,0.204,0.086,0.335,153,-0.035,0.335,0.433,CF,69.81041475183824,0.10588235,0.13533835,0.34705882,107.8,119.0,99.8
Luis Arráez,2B,2B,2B,False,1.0,650333,163,598,0.06690406559124906,0.05105352293948936,-0.05965453601160865,-0.008601013072119294,101.1,123.9,89.7,86.9,0.518,0.29,0.885,0.249,0.037,0.292,163,-0.06,0.292,0.449,2B|DH,62.37101698962882,0.00873362,0.00952381,0.41048035,98.2,140.0,101.1
Tyler Stephenson,C,C,C,False,1.0,663886,125,506,0.0740510424802127,-0.02953320906113562,0.020675937536569246,-0.008857271524566373,108.0,89.0,105.5,86.8,0.441,0.212,0.749,0.142,0.113,0.41,125,0.021,0.41,0.385,C,71.15235694679055,0.14189189,0.18584071,0.27702703,107.0,93.0,101.1
Ivan Luciano,,,,,,813930,2,11,0.0030376965926503722,-0.008960394143651606,,-0.008960394143651606,38.6,97.9,,86.8,0.455,0.29,0.78,0.091,0.182,,2,,,0.01,,,,,,,,
Jace LaViolette,,,,,,702593,5,24,0.020346527560059325,-0.008951360698796398,,-0.008951360698796398,55.5,97.9,,86.8,0.292,0.277,0.793,0.125,0.0,,5,,,0.024,,,,,,,,
Jack Hurley,,,,,,694815,2,7,0.058117891606282154,-0.009099958095612148,,-0.009099958095612148,92.5,97.9,,86.8,0.286,0.286,0.781,0.143,0.0,,2,,,0.01,,,,,,,,
Alex Freeland,2B,2B,2B,False,1.0,690976,122,483,0.051287316755499766,-0.0032174533721970764,-0.005672336410136307,-0.008889789782333384,85.8,100.4,100.4,86.8,0.391,0.225,0.751,0.155,0.106,0.372,122,-0.006,0.372,0.379,2B,70.57386294815892,0.11627907,0.16129032,0.26356589,106.8,92.0,101.0
Jacob Wilson,SS,SS,SS,False,1.0,805779,176,584,0.06268932111011567,0.04230457534453877,-0.05183700411063363,-0.009532428766094864,96.9,120.1,91.3,86.7,0.572,0.392,0.841,0.257,0.079,0.299,176,-0.052,0.299,0.468,SS,63.841064453125,0.05416667,0.0631068,0.33333333,105.4,144.0,100.5
Carlos Jorge,,,,,,699115,2,7,0.060006725947133,-0.009147091028454962,,-0.009147091028454962,94.3,97.8,,86.7,0.714,0.301,0.784,0.286,0.143,,2,,,0.01,,,,,,,,
Bo Naylor,C,C,C,False,1.0,666310,99,435,0.058099301917958146,0.004289120416252805,-0.013841327160084153,-0.009552206743831348,92.4,103.7,98.7,86.7,0.441,0.249,0.823,0.159,0.06,0.357,99,-0.014,0.357,0.331,C,71.82239583333333,0.11111111,0.12605042,0.22962963,108.9,80.0,101.1
Alex Madera,,,,,,823702,3,12,0.07349546597575055,-0.009387313773399453,,-0.009387313773399453,107.5,97.7,,86.7,0.417,0.294,0.789,0.167,0.083,,3,,,0.015,,,,,,,,
Nelson Velázquez,OF,OF,OF,False,1.0,676369,3,7,0.1092167941911353,-0.009152610676221995,,-0.009152610676221995,142.4,97.8,,86.7,0.714,0.3,0.787,0.286,0.143,,3,,,0.015,DH|LF,,,,,,,99.7
Nolan Schubart,,,,,,702278,3,17,0.11916801784260735,-0.009885249379233324,,-0.009885249379233324,152.2,97.5,,86.6,0.294,0.276,0.781,0.118,0.059,,3,,,0.015,,,,,,,,
Nathan Lukes,OF,OF,OF,False,1.0,664770,65,258,0.04357035120761221,0.02333715019601812,-0.03378837940447212,-0.010451229208454003,78.2,111.9,94.8,86.5,0.531,0.355,0.828,0.198,0.062,0.295,65,-0.034,0.295,0.245,CF|LF|RF,67.76349051339285,0.0952381,0.11235955,0.24761905,107.5,56.0,99.6
Devin Taylor,,,,,,805127,1,4,0.09699082592050362,-0.010184307395723569,,-0.010184307395723569,130.5,97.4,,86.5,0.5,0.299,0.772,0.25,0.25,,1,,,0.005,,,,,,,,
Ricardo Gonzalez,,,,,,800357,1,3,0.17617674996369284,-0.010330310513522067,,-0.010330310513522067,207.9,97.3,,86.5,1.0,0.305,0.784,0.333,0.0,,1,,,0.005,,,,,,,,
Jace Jung,3B,3B,3B,False,1.0,690291,15,60,0.07178499696264937,0.015626606090882785,-0.026544483307191558,-0.010917877216308772,105.8,108.6,96.2,86.4,0.417,0.256,0.796,0.167,0.033,0.347,15,-0.027,0.347,0.07,DH,,,,,,,99.7
Daulton Varsho,OF,OF,OF,False,1.0,662139,151,528,0.07870214102058253,0.005757203864699641,-0.016590223534694592,-0.010833019669994951,112.6,104.3,98.2,86.4,0.557,0.323,0.81,0.208,0.097,0.338,151,-0.017,0.338,0.43,CF|DH,73.1248427972561,0.07317073,0.0931677,0.1804878,110.2,123.0,99.6
Brody Moore,,,,,,690914,4,13,0.07678066987819891,-0.010830852287723427,,-0.010830852287723427,110.7,97.1,,86.4,0.538,0.295,0.79,0.231,0.077,,4,,,0.02,,,,,,,,
Yanquiel Fernández,,,,,,692585,2,7,0.10352471950734966,-0.010650070009380785,,-0.010650070009380785,136.9,97.2,,86.4,0.857,0.31,0.789,0.286,0.143,,2,,,0.01,,,,,,,,
Sean McLain,,,,,,683169,2,6,0.01544663957165728,-0.011104293251258343,,-0.011104293251258343,50.7,97.0,,86.3,0.5,0.295,0.785,0.167,0.167,,2,,,0.01,,,,,,,,
Deyvison De Los Santos,1B,1B,1B,False,1.0,691277,7,34,0.013770502709574162,-0.030864786708323447,0.019722378844760247,-0.0111424078635632,49.1,88.4,105.4,86.3,0.559,0.344,0.768,0.118,0.176,0.386,7,0.02,0.386,0.034,1B|DH,,,,,,,95.0
Jake Meyers,OF,OF,OF,False,1.0,676694,50,168,0.09370108570260545,0.010719577745986173,-0.022241137010608696,-0.011521559264622522,127.3,106.5,97.1,86.2,0.53,0.306,0.784,0.214,0.101,0.368,50,-0.022,0.368,0.2,CF,67.8072040264423,0.07692308,0.09803922,0.26153846,106.5,43.0,99.4
Víctor Robles,OF,OF,OF,False,1.0,645302,22,76,0.07157872016371296,0.014648715584415375,-0.02695211521424041,-0.012303399629825034,105.6,108.2,96.2,86.1,0.526,0.297,0.755,0.224,0.145,0.333,22,-0.027,0.333,0.099,CF|LF|RF,68.19505726207386,0.09090909,0.13333333,0.22727273,102.5,13.0,99.4
Ronny Mauricio,SS,SS,SS,False,1.0,677595,32,122,0.052985158045503765,-0.026156152872969116,0.013628907249842098,-0.012527245623127018,87.4,90.5,104.2,86.0,0.639,0.41,0.751,0.164,0.18,0.359,32,0.014,0.359,0.138,2B|3B|SS,75.28987862723214,0.07142857,0.1,0.15714286,111.3,32.0,100.1
JD Dix,,,,,,807267,2,4,0.08154438923154325,-0.012570567513179198,,-0.012570567513179198,115.4,96.4,,86.0,0.5,0.3,0.783,0.25,0.0,,2,,,0.01,,,,,,,,
Michael Busch,1B,1B,1B,False,1.0,683737,181,688,0.061242248294363776,0.01778891104402475,-0.0319235631844156,-0.014134652140390853,95.5,109.5,95.2,85.7,0.423,0.257,0.786,0.172,0.094,0.345,181,-0.032,0.345,0.475,1B,67.97341991261848,0.09478673,0.1242236,0.28436019,108.7,145.0,94.7
Ivan Melendez,,,,,,699471,1,7,0.06523142194149288,-0.014604577713695707,,-0.014604577713695707,99.4,95.5,,85.6,0.571,0.294,0.78,0.143,0.143,,1,,,0.005,,,,,,,,
Henry Bolte,OF,OF,OF,False,1.0,703607,7,28,0.012998284141417571,-0.014662415435824791,,-0.014662415435824791,48.3,95.4,,85.6,0.429,0.312,0.759,0.107,0.179,,7,,,0.034,CF,,,,,,,99.1
Tyler Freeman,OF,OF,OF,False,1.0,671289,94,333,0.06643001052344684,0.03164727192869517,-0.04662452073473616,-0.014977248806040996,100.6,115.5,92.3,85.5,0.489,0.307,0.848,0.213,0.051,0.332,94,-0.047,0.332,0.32,2B|DH|RF,70.29532277960526,0.12631579,0.14285714,0.28421053,105.5,69.0,99.1
Nolan Schanuel,1B,1B,1B,False,1.0,694384,168,674,0.0566067233874655,0.02851612057491857,-0.04377980801776855,-0.015263687442849977,91.0,114.2,92.8,85.5,0.445,0.225,0.814,0.185,0.07,0.319,168,-0.044,0.319,0.457,1B|DH,67.67946729473039,0.08333333,0.09883721,0.31862745,106.6,138.0,94.6
Eric Yang,,,,,,687066,2,7,0.09559227595722754,-0.015549531810351166,,-0.015549531810351166,129.1,95.1,,85.4,0.571,0.293,0.787,0.286,0.0,,2,,,0.01,,,,,,,,
Hyeseong Kim,SS,2B|SS,"2B, SS",True,2.0,808975,88,366,0.06459486154193829,-0.009092725384373666,-0.006695635101794279,-0.015788360486167944,98.8,97.9,100.2,85.4,0.459,0.289,0.783,0.164,0.104,0.377,88,-0.007,0.377,0.306,2B|SS,66.44231499565973,0.0462963,0.05617978,0.28703704,103.0,68.0,99.8
Jake Mangum,OF,OF,OF,False,1.0,663968,87,310,0.06093115141542636,-0.002363621638375907,-0.014123450355390465,-0.01648707199376637,95.2,100.8,98.7,85.2,0.61,0.401,0.796,0.194,0.132,0.328,87,-0.014,0.328,0.303,CF|LF|RF,66.44812178938356,0.04109589,0.05405405,0.14383562,104.2,79.0,98.9
Ezequiel Tovar,SS,SS,SS,False,1.0,678662,162,615,0.07671121348645665,-0.020312876056354533,0.0038102050262249576,-0.016502671030129576,110.6,93.0,102.2,85.2,0.613,0.417,0.723,0.167,0.172,0.358,162,0.004,0.358,0.448,SS,71.50363685344827,0.06130268,0.08839779,0.16858238,108.9,132.0,99.7
Mookie Betts,SS,SS,SS,False,1.0,605141,44,170,0.048921546830742686,0.039255800268332794,-0.05559022627297706,-0.016334426004644263,83.5,118.8,90.5,85.2,0.394,0.272,0.789,0.176,0.053,0.324,44,-0.056,0.324,0.18,SS,69.11607530381944,0.13888889,0.14705882,0.55555556,102.0,32.0,99.7
Aaron Zavala,,,,,,701648,1,5,0.077591319423185,-0.01677228085531597,,-0.01677228085531597,111.5,94.5,,85.1,0.2,0.3,0.783,0.0,0.0,,1,,,0.005,,,,,,,,
LeTrey McCollum,,,,,,701742,3,11,0.04438093144119284,-0.017225321604986195,,-0.017225321604986195,79.0,94.3,,85.1,0.455,0.297,0.774,0.182,0.182,,3,,,0.015,,,,,,,,
Sam Petersen,,,,,,695763,2,10,0.0049896471834437765,-0.017046546359521075,,-0.017046546359521075,40.5,94.4,,85.1,0.3,0.288,0.77,0.1,0.1,,2,,,0.01,,,,,,,,
Trevor Story,SS,SS,SS,False,1.0,596115,172,640,0.055625746168202914,-0.012124098767146995,-0.005366801022843333,-0.017490899789990327,90.0,96.5,100.4,85.0,0.553,0.392,0.746,0.169,0.15,0.346,172,-0.005,0.346,0.462,DH|SS,71.12763829385081,0.09677419,0.13483146,0.22983871,109.6,139.0,99.6
Alex Bregman,3B,3B,3B,False,1.0,608324,186,736,0.060830569503316834,0.02673829348091288,-0.04438269526810276,-0.017644401787189883,95.1,113.4,92.7,85.0,0.386,0.201,0.821,0.182,0.068,0.33,186,-0.044,0.33,0.482,3B|DH,69.99607071786556,0.12735849,0.15083799,0.37264151,108.3,156.0,99.3
Josh Bell,DH,1B|DH,"1B, DH",True,2.0,605137,163,632,0.06999509170151293,-0.0023785021888885036,-0.015253533314042961,-0.017632035502931465,104.1,100.8,98.5,85.0,0.494,0.271,0.747,0.174,0.122,0.359,163,-0.015,0.359,0.449,1B|DH,71.86214192708333,0.10964912,0.14450867,0.25,107.9,135.0,97.0
Ryan Mcmahon,3B,3B,3B,False,1.0,641857,118,485,0.06458291404565955,-0.019023474381537998,0.0008388994020431639,-0.018184574979494834,98.8,93.6,101.6,84.9,0.464,0.285,0.75,0.148,0.132,0.379,118,0.001,0.379,0.371,3B|SS,74.27700159671532,0.1459854,0.1980198,0.26277372,109.3,90.0,99.3
Royce Lewis,3B,1B|3B,"1B, 3B",True,2.0,668904,114,440,0.06425378563749967,-0.00933376263509184,-0.0085050104105701,-0.01783877304566194,98.5,97.8,99.8,84.9,0.473,0.301,0.764,0.166,0.15,0.357,114,-0.009,0.357,0.363,1B|2B|3B,73.20688371178058,0.11510791,0.17021277,0.20143885,111.6,84.0,99.3
Jacob Reimer,,,,,,702544,4,19,0.11297815007856403,-0.01772701124153575,,-0.01772701124153575,146.1,94.1,,84.9,0.526,0.298,0.771,0.158,0.158,,4,,,0.02,,,,,,,,
Lawrence Butler,OF,OF,OF,False,1.0,671732,140,575,0.07738316986527544,-0.029238058965076832,0.010576174234319306,-0.018661884730757528,111.3,89.1,103.6,84.8,0.464,0.291,0.746,0.148,0.118,0.373,140,0.011,0.373,0.412,CF|RF,73.7328125,0.10810811,0.15151515,0.18918919,112.7,112.0,98.7
Tyler Whitaker,,,,,,696264,1,6,-0.014239098383635046,-0.018651221155259766,,-0.018651221155259766,21.7,93.7,,84.8,0.333,0.3,0.772,0.0,0.167,,1,,,0.005,,,,,,,,
Nathan Martorella,,,,,,687210,4,16,0.0811573352976187,-0.018353761296201542,,-0.018353761296201542,115.0,93.8,,84.8,0.312,0.291,0.777,0.125,0.062,,4,,,0.02,,,,,,,,
Santiago Espinal,3B,3B,3B,False,1.0,669289,43,176,0.056515809914045326,0.025501568040234835,-0.04462270025037981,-0.019121132210144973,90.9,112.9,92.7,84.7,0.489,0.295,0.836,0.216,0.057,0.315,43,-0.045,0.315,0.177,2B|3B|DH,68.7707186612216,0.09090909,0.1025641,0.36363636,101.4,27.0,99.2
Nick Yorke,3B,3B,3B,False,1.0,694377,91,353,0.0671264058568537,0.010707887021598129,-0.029853294296962745,-0.019145407275364616,101.3,106.4,95.6,84.7,0.473,0.263,0.832,0.181,0.071,0.342,91,-0.03,0.342,0.313,1B|3B|LF|RF,72.48857344980316,0.1496063,0.17592593,0.28346457,113.5,78.0,99.2
Bryce Eldridge,DH,1B|DH,"1B, DH",True,2.0,805811,16,49,0.054417328755725664,-0.01773921313380221,-0.0018345717429227488,-0.019573784876724957,88.8,94.1,101.1,84.6,0.49,0.302,0.776,0.184,0.143,0.332,16,-0.002,0.332,0.074,1B|DH,,,,,,,96.7
Zack Gelof,3B,3B,3B,False,1.0,680869,69,261,0.07268360692868381,-0.009744719568610687,-0.010195834627421508,-0.019940554196032197,106.7,97.6,99.5,84.5,0.46,0.239,0.737,0.176,0.126,0.377,69,-0.01,0.377,0.257,2B|3B|CF|LF|RF,74.13190569196429,0.11428571,0.17391304,0.24285714,108.1,44.0,99.2
Eliezer Alfonzo,C,C,C,False,1.0,672613,6,22,0.10528633474509962,-0.019806074563458294,,-0.019806074563458294,138.6,93.2,,84.5,0.636,0.301,0.788,0.227,0.091,,6,,,0.029,C,,,,,,,99.8
Luis Vázquez,,,,,,676679,4,15,0.08516519502672855,-0.020447542469307505,,-0.020447542469307505,118.9,92.9,,84.4,0.467,0.308,0.768,0.133,0.133,,4,,,0.02,,,,,,,,
Wyatt Langford,OF,OF,OF,False,1.0,694671,93,368,0.06279736378795257,0.013656223492515907,-0.03427590909033562,-0.020619685597819716,97.0,107.7,94.7,84.3,0.459,0.267,0.786,0.185,0.101,0.342,93,-0.034,0.342,0.317,CF|DH|LF,72.60546182402483,0.09219858,0.12264151,0.29078014,109.0,84.0,98.4
Lourdes Gurriel,OF,OF,OF,False,1.0,666971,61,222,0.051158716793876007,0.03625378630686092,-0.057312726466520705,-0.021058940159659784,85.7,117.5,90.2,84.3,0.486,0.326,0.774,0.198,0.126,0.311,61,-0.057,0.311,0.234,DH|LF,69.81818327356558,0.06557377,0.08333333,0.26229508,105.3,46.0,98.4
Dylan Beavers,OF,OF,OF,False,1.0,687637,119,498,0.057934122544277586,0.0062583955817028065,-0.02724775911714731,-0.0209893635354445,92.3,104.5,96.1,84.3,0.444,0.261,0.79,0.155,0.09,0.349,119,-0.027,0.349,0.373,CF|DH|LF|RF,71.75993909333882,0.10526316,0.13793103,0.25,106.5,95.0,98.4
Liover Peguero,,,,,,678894,7,25,0.028208340205135726,-0.021277279940342664,,-0.021277279940342664,63.2,92.6,,84.2,0.64,0.329,0.776,0.16,0.16,,7,,,0.034,,,,,,,,
Jake Fraley,OF,OF,OF,False,1.0,641584,87,362,0.06245390614985641,0.006243055063806685,-0.02754092785080935,-0.021297872787002667,96.7,104.5,96.0,84.2,0.436,0.235,0.788,0.157,0.083,0.351,87,-0.028,0.351,0.303,DH|RF,71.91746333607456,0.05263158,0.06521739,0.20175439,107.8,74.0,98.4
Jhostynxon Garcia,OF,OF,OF,False,1.0,691373,3,11,0.0899949735018101,-0.021820612522202687,,-0.021820612522202687,123.6,92.3,,84.1,0.545,0.29,0.758,0.182,0.273,,3,,,0.015,CF|LF|RF,,,,,,,98.3
Luis Robert,OF,OF,OF,False,1.0,673357,105,412,0.06368977550910065,0.021466034893550513,-0.043236305702163136,-0.021770270808612623,97.9,111.1,93.0,84.1,0.454,0.278,0.763,0.17,0.114,0.332,105,-0.043,0.332,0.344,CF,76.02259691455696,0.13924051,0.17886179,0.2278481,112.4,98.0,98.3
Carter Jensen,C,C|DH,"C, DH",True,2.0,695600,144,602,0.05724481404800847,-0.023575059922902118,0.001130018902511046,-0.022445041020391073,91.6,91.6,101.7,84.0,0.429,0.272,0.71,0.136,0.138,0.376,144,0.001,0.376,0.419,C|DH,75.2978669819079,0.08947368,0.1328125,0.2,113.7,115.0,99.5
Matt Mclain,2B,2B|SS,"2B, SS",True,2.0,680574,176,688,0.06830609888482496,-2.8054302331829882e-05,-0.022284281708553316,-0.022312336010885146,102.4,101.8,97.1,84.0,0.417,0.219,0.79,0.161,0.092,0.347,176,-0.022,0.347,0.468,2B|CF|SS,71.68361217570755,0.0754717,0.09756098,0.23584906,110.5,143.0,99.6
Jesus Valdez,,,,,,678232,6,26,0.0017907640108332597,-0.022072605023874523,,-0.022072605023874523,37.4,92.2,,84.0,0.423,0.292,0.767,0.115,0.192,,6,,,0.029,,,,,,,,
Carson Kelly,C,C,C,False,1.0,608348,123,470,0.06796104068615,0.025805815051881308,-0.048476188194238705,-0.022670373142357397,102.1,113.0,91.9,83.9,0.443,0.269,0.783,0.181,0.096,0.343,123,-0.048,0.343,0.381,1B|C|DH,71.14757020323427,0.17482517,0.21929825,0.32167832,108.4,96.0,99.4
Payton Green,,,,,,700243,1,5,0.17892561035894666,-0.02267631508443821,,-0.02267631508443821,210.6,92.0,,83.9,0.4,0.291,0.782,0.2,0.0,,1,,,0.005,,,,,,,,
Joey Bart,C,C,C,False,1.0,663698,67,264,0.044344484833056336,-0.021741878756844742,-0.0014400753499224752,-0.023181954106767218,79.0,92.4,101.2,83.8,0.473,0.336,0.735,0.148,0.125,0.362,67,-0.001,0.362,0.251,C,74.8970703125,0.12,0.16981132,0.16,107.2,47.0,99.3
Luca Tresh,,,,,,681123,4,14,0.028196665045729395,-0.0232844849299191,,-0.0232844849299191,63.2,91.7,,83.8,0.5,0.3,0.775,0.214,0.071,,4,,,0.02,,,,,,,,
Manny Machado,3B,3B,3B,False,1.0,592518,163,670,0.07138799657268116,-0.00869973427975517,-0.014820983371742688,-0.02352071765149786,105.4,98.0,98.6,83.7,0.47,0.24,0.768,0.157,0.112,0.345,163,-0.015,0.345,0.449,3B|DH,73.6793851126269,0.11167513,0.14012739,0.20812183,108.5,130.0,98.9
Alejandro Kirk,C,C,C,False,1.0,672386,29,105,0.07195126815288733,0.029615442330709337,-0.05325610446137007,-0.023640662130660735,106.0,114.6,91.0,83.7,0.533,0.323,0.803,0.229,0.076,0.286,29,-0.053,0.286,0.127,C,70.48659380744485,0.08823529,0.10344828,0.23529412,105.6,22.0,99.3
Austin Riley,3B,3B,3B,False,1.0,663586,184,733,0.0596402354530106,-0.007567238913020924,-0.01675180421611924,-0.024319043129140162,93.9,98.5,98.2,83.6,0.475,0.296,0.742,0.162,0.139,0.353,184,-0.017,0.353,0.479,3B,74.84068509615385,0.11923077,0.1741573,0.23076923,111.5,148.0,98.9
Héctor Rodríguez,,,,,,699302,2,8,0.01672913666098471,-0.023994944201285603,,-0.023994944201285603,52.0,91.4,,83.6,0.5,0.294,0.783,0.125,0.125,,2,,,0.01,,,,,,,,
Kyle Tucker,OF,OF,OF,False,1.0,663656,176,685,0.08090848765486114,-0.008398530867662584,-0.016481146873778548,-0.024879677741441134,114.8,98.2,98.2,83.5,0.491,0.256,0.767,0.169,0.111,0.359,176,-0.016,0.359,0.468,RF,71.7979921875,0.096,0.11940299,0.272,107.2,146.0,98.0
Jordan Nwogu,,,,,,685087,4,14,0.11739833215407212,-0.02471962821634142,,-0.02471962821634142,150.4,91.1,,83.5,0.429,0.285,0.787,0.143,0.071,,4,,,0.02,,,,,,,,
Eduardo Quintero,,,,,,808234,6,24,-0.006110893153872382,-0.02453995664100346,,-0.02453995664100346,29.6,91.2,,83.5,0.5,0.304,0.788,0.125,0.167,,6,,,0.029,,,,,,,,
Kale Fountain,,,,,,806495,3,11,-0.005222897505141675,-0.025401259360745155,,-0.025401259360745155,30.5,90.8,,83.3,0.455,0.313,0.765,0.091,0.182,,3,,,0.015,,,,,,,,
Ceddanne Rafaela,OF,OF,OF,False,1.0,678882,152,558,0.06344741174539116,0.004269728409990634,-0.029910208885940374,-0.025640480475949738,97.7,103.7,95.6,83.3,0.496,0.359,0.742,0.188,0.115,0.329,152,-0.03,0.329,0.432,CF,69.66891447368421,0.07894737,0.10714286,0.26315789,108.6,117.0,97.9
Joey Loperfido,OF,OF,OF,False,1.0,694388,73,298,0.04559386638244014,0.0003343945883865777,-0.02592502553505527,-0.02559063094666869,80.2,101.9,96.4,83.3,0.47,0.302,0.743,0.154,0.144,0.336,73,-0.026,0.336,0.267,CF|LF|RF,72.35051740679825,0.07017544,0.10958904,0.21052632,105.7,66.0,97.9
Spencer Horwitz,1B,1B,1B,False,1.0,687462,138,537,0.039982705709994126,0.06196956392649568,-0.0875052981188743,-0.025535734192378617,74.7,128.7,84.2,83.3,0.387,0.295,0.823,0.181,0.047,0.288,138,-0.088,0.288,0.408,1B|DH,68.29256350977892,0.08843537,0.1031746,0.3537415,104.0,116.0,93.4
Patrick Wisdom,3B,3B,3B,False,1.0,621550,1,3,-0.07152510515946518,-0.02612635973485351,,-0.02612635973485351,-34.3,90.5,,83.2,0.667,0.305,0.775,0.0,0.333,,1,,,0.005,1B|3B,,,,,,,98.8
Andrés Giménez,SS,SS,SS,False,1.0,665926,146,520,0.05916366507526479,0.025205571015356584,-0.05147254374919548,-0.026266972733838895,93.5,112.7,91.3,83.2,0.565,0.349,0.805,0.229,0.115,0.289,146,-0.051,0.289,0.422,SS,67.89814238495879,0.05494505,0.07246377,0.28021978,108.9,119.0,98.6
