batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional
Austin Wynns,C,C,C,False,1.0,642851,47,166,0.04890283536059417,0.00850265256775485,-0.035110451005585144,-0.026607798437830295,83.4,105.5,94.6,83.1,0.542,0.315,0.783,0.193,0.139,0.34,47,-0.035,0.34,0.19,C,71.79983428030303,0.06060606,0.08,0.16666667,109.3,39.0,98.9
Ozzie Albies,2B,2B,2B,False,1.0,645277,188,666,0.07762841544929328,0.014577334166381455,-0.04105793393257539,-0.026480599766193935,111.5,108.1,93.4,83.1,0.553,0.357,0.803,0.224,0.117,0.314,188,-0.041,0.314,0.485,2B,69.15465406128405,0.07782101,0.10050251,0.29571984,107.7,151.0,99.1
Cj Kayfus,OF,OF,OF,False,1.0,692216,36,150,0.08021392775269498,-0.01276340116858084,-0.014351260025530265,-0.027114661194111107,114.1,96.3,98.6,83.0,0.533,0.295,0.736,0.153,0.187,0.392,36,-0.014,0.392,0.153,LF|RF,70.433212890625,0.08,0.125,0.16,104.5,25.0,97.8
Austin St. Laurent,,,,,,694318,2,8,0.2157944725580576,-0.02711513903609647,,-0.02711513903609647,246.7,90.0,,83.0,0.5,0.302,0.788,0.125,0.0,,2,,,0.01,,,,,,,,
Joshua Mears,,,,,,687084,1,3,0.1517276641402309,-0.02743972617866068,,-0.02743972617866068,184.0,89.9,,82.9,0.667,0.298,0.783,0.333,0.0,,1,,,0.005,,,,,,,,
Ruben Ibarra,,,,,,702140,3,12,0.01473829154087593,-0.027602097162823597,,-0.027602097162823597,50.0,89.8,,82.9,0.25,0.295,0.774,0.083,0.083,,3,,,0.015,,,,,,,,
Jeremiah Jackson,2B,2B,2B,False,1.0,669236,136,457,0.09091746744494637,-0.005779304847697976,-0.021576544011144172,-0.02735584885884215,124.5,99.3,97.2,82.9,0.595,0.358,0.753,0.225,0.151,0.345,136,-0.022,0.345,0.405,2B|DH|LF|RF,72.77811726485149,0.10891089,0.14864865,0.27227723,110.4,112.0,99.0
Rafael Devers,1B,1B|DH,"1B, DH",True,2.0,646240,170,682,0.07154101188552466,-0.03695479861489945,0.009629566824972331,-0.027325231789927115,105.6,85.8,103.4,82.9,0.531,0.326,0.732,0.161,0.151,0.35,170,0.01,0.35,0.459,1B|DH,71.22538774215867,0.099631,0.14361702,0.2103321,110.3,140.0,93.2
Kyle Higashioka,C,C,C,False,1.0,543309,66,271,0.06768759265984067,-0.017524610312888222,-0.009974252308534227,-0.027498862621422447,101.8,94.2,99.5,82.9,0.454,0.293,0.734,0.144,0.148,0.358,66,-0.01,0.358,0.248,C|DH,71.51077309137658,0.07594937,0.10714286,0.27848101,107.1,54.0,98.8
Will Benson,OF,OF,OF,False,1.0,666181,87,357,0.08226277958476773,-0.04451978800032658,0.016666830019282337,-0.02785295798104424,116.1,82.5,104.8,82.8,0.445,0.268,0.739,0.137,0.132,0.392,87,0.017,0.392,0.303,CF|LF|RF,73.59301249186198,0.07291667,0.109375,0.19791667,109.5,57.0,97.7
Esteury Ruiz,OF,OF,OF,False,1.0,665923,24,89,0.04511276562999721,-0.014074562480073214,-0.013737381019901579,-0.027811943499974793,79.7,95.7,98.8,82.8,0.573,0.343,0.752,0.157,0.169,0.374,24,-0.014,0.374,0.107,CF|LF|RF,69.83512184836648,0.13636364,0.2,0.27272727,105.1,14.0,97.7
Eugenio Suárez,DH,3B|DH,"3B, DH",True,2.0,553993,112,450,0.05872495970177326,-0.019723596410774473,-0.00844502110912306,-0.028168617519897535,93.1,93.3,99.8,82.8,0.438,0.275,0.687,0.147,0.149,0.353,112,-0.008,0.353,0.359,3B|DH,70.93886843152866,0.06369427,0.09345794,0.18471338,109.6,100.0,95.7
Geraldo Perdomo,SS,SS,SS,False,1.0,672695,160,680,0.05184459642937425,0.03473691049357842,-0.06269431482797036,-0.027957404334391943,86.3,116.9,89.1,82.8,0.381,0.219,0.864,0.169,0.038,0.302,160,-0.063,0.302,0.444,SS,65.60256217640533,0.0887574,0.1,0.33727811,106.3,124.0,98.4
Marcus Semien,2B,2B,2B,False,1.0,543760,163,574,0.07903424070595558,0.013092040136431352,-0.04227698171332221,-0.02918494157689086,112.9,107.5,93.1,82.6,0.512,0.281,0.79,0.206,0.103,0.339,163,-0.042,0.339,0.449,2B,68.26849801199776,0.0625,0.07909605,0.27232143,107.5,133.0,98.8
Alex Jackson,C,C,C,False,1.0,656577,6,27,0.11699709938083608,-0.02938728026037864,,-0.02938728026037864,150.1,89.1,,82.5,0.593,0.31,0.77,0.185,0.148,,6,,,0.029,C,,,,,,,98.6
Brendan Donovan,3B,3B,3B,False,1.0,680977,96,355,0.05821190608047741,0.03376419726769823,-0.06321420676912157,-0.02945000950142334,92.6,116.4,89.0,82.5,0.414,0.231,0.78,0.18,0.079,0.306,96,-0.063,0.306,0.324,3B,68.48957625679348,0.06521739,0.08571429,0.26086957,103.9,71.0,98.6
Jay Beshears,,,,,,810891,3,12,0.041969483457340806,-0.02959956953598497,,-0.02959956953598497,76.7,89.0,,82.5,0.5,0.312,0.765,0.167,0.25,,3,,,0.015,,,,,,,,
Travis D'Arnaud,C,C,C,False,1.0,518595,41,138,0.07178071849936428,-0.023383295940128647,-0.005969786306408625,-0.029353082246537272,105.8,91.7,100.3,82.5,0.536,0.335,0.715,0.196,0.159,0.346,41,-0.006,0.346,0.17,C,70.74337393777412,0.05263158,0.07142857,0.28070175,104.1,35.0,98.6
Carter Trice,,,,,,807714,4,15,-0.029577725974202284,-0.029904128831074323,,-0.029904128831074323,6.7,88.8,,82.4,0.267,0.283,0.775,0.067,0.133,,4,,,0.02,,,,,,,,
Shay Whitcomb,3B,3B,3B,False,1.0,694376,18,66,0.03637944345280952,-0.05818612782831283,0.02821565754079115,-0.029970470287521683,71.2,76.6,107.0,82.4,0.515,0.325,0.721,0.106,0.227,0.455,18,0.028,0.455,0.083,3B|LF|SS,71.54637654622395,0.04166667,0.07142857,0.125,106.0,14.0,98.5
Jonathan Mejía,,,,,,703158,4,20,0.0436776074989904,-0.029684516751558414,,-0.029684516751558414,78.3,88.9,,82.4,0.45,0.291,0.779,0.15,0.15,,4,,,0.02,,,,,,,,
Jake Gelof,,,,,,695372,2,7,0.09330462727487314,-0.03007758362278791,,-0.03007758362278791,126.9,88.8,,82.4,0.286,0.298,0.785,0.143,0.0,,2,,,0.01,,,,,,,,
Pablo Reyes,,,,,,622569,2,11,0.08239725604106192,-0.030118279563138898,,-0.030118279563138898,116.2,88.7,,82.4,0.545,0.3,0.789,0.182,0.0,,2,,,0.01,,,,,,,,
Willi Castro,2B,2B|3B|SS,"2B, 3B, SS",True,3.0,650489,131,499,0.06403884295985324,-0.031728902676227765,0.0019726809966189615,-0.029756221679608803,98.3,88.0,101.9,82.4,0.551,0.339,0.718,0.15,0.168,0.365,131,0.002,0.365,0.396,1B|2B|3B|LF|SS,71.58330790201823,0.08333333,0.12121212,0.16666667,108.7,98.0,98.7
Tommy White,,,,,,695720,7,33,0.06824837199150509,-0.02969879376733642,,-0.02969879376733642,102.4,88.9,,82.4,0.333,0.298,0.758,0.091,0.091,,7,,,0.034,,,,,,,,
Joc Pederson,DH,DH,DH,False,1.0,592626,113,465,0.052687474884787026,-0.01063926868850651,-0.019971797112865338,-0.03061106580137185,87.1,97.2,97.5,82.3,0.441,0.292,0.682,0.146,0.151,0.352,113,-0.02,0.352,0.361,1B|DH|RF,71.89004579741379,0.08965517,0.12745098,0.26206897,109.7,93.0,95.4
Kyle Farmer,DH,DH,DH,False,1.0,571657,24,82,0.03663296622399384,0.01079605212956942,-0.04103277539600485,-0.03023672326643543,71.4,106.5,93.4,82.3,0.5,0.304,0.758,0.195,0.146,0.322,24,-0.041,0.322,0.107,DH,66.70755440848214,0.04761905,0.0625,0.28571429,96.7,13.0,95.4
Trevor Larnach,OF,OF,OF,False,1.0,663616,124,486,0.039310191844779886,0.03395465523699023,-0.06430466131784437,-0.03035000608085414,74.1,116.5,88.8,82.3,0.395,0.287,0.745,0.169,0.111,0.312,124,-0.064,0.312,0.383,DH|LF,70.74555121527777,0.07142857,0.09782609,0.26984127,107.4,93.0,97.4
Kevin Alcántara,DH,DH,DH,False,1.0,682634,9,30,0.04031519277571809,-0.0307951426970166,,-0.0307951426970166,75.0,88.5,,82.2,0.533,0.299,0.753,0.2,0.267,,9,,,0.043,DH|RF,,,,,,,95.3
Kamren James,,,,,,687553,1,6,0.12426866764573043,-0.03148768944939935,,-0.03148768944939935,157.2,88.2,,82.1,0.833,0.316,0.788,0.167,0.0,,1,,,0.005,,,,,,,,
Cristian Pache,,,,,,665506,5,24,0.010260864801436788,-0.03153777381883861,,-0.03153777381883861,45.7,88.1,,82.1,0.375,0.294,0.789,0.083,0.083,,5,,,0.024,,,,,,,,
Omar Alfonzo,,,,,,692657,2,12,0.14626081353110162,-0.031419784906065125,,-0.031419784906065125,178.7,88.2,,82.1,0.5,0.287,0.777,0.167,0.167,,2,,,0.01,,,,,,,,
Starling Marte,OF,OF|DH,"OF, DH",True,2.0,516782,44,167,0.0766899924483934,-0.010013542431410049,-0.021166172316014836,-0.031179714747424883,110.6,97.5,97.3,82.1,0.521,0.334,0.755,0.18,0.132,0.364,44,-0.021,0.364,0.18,DH|LF|RF,71.87420839251894,0.09090909,0.12,0.24242424,109.2,35.0,97.3
Cal Raleigh,C,C|DH,"C, DH",True,2.0,663728,175,779,0.06547044644681904,-0.03260533195556584,0.0006993626328740442,-0.031905969322691796,99.7,87.7,101.6,82.0,0.533,0.353,0.689,0.132,0.159,0.362,175,0.001,0.362,0.467,C|DH,74.95943611819727,0.07142857,0.10047847,0.13945578,109.9,147.0,98.3
Carlos Sanchez,,,,,,800176,2,7,0.03986821222307624,-0.03165763845655592,,-0.03165763845655592,74.6,88.1,,82.0,0.429,0.294,0.772,0.143,0.143,,2,,,0.01,,,,,,,,
D'Angelo Ortiz,,,,,,808571,3,10,0.10886741748348636,-0.03226107890436364,,-0.03226107890436364,142.1,87.8,,81.9,0.6,0.294,0.786,0.3,0.1,,3,,,0.015,,,,,,,,
Yainer Diaz,C,C,C,False,1.0,673237,111,351,0.06708236572398965,0.04039625227416301,-0.07251531542469689,-0.03211906315053387,101.2,119.3,87.2,81.9,0.573,0.359,0.767,0.256,0.123,0.289,111,-0.073,0.289,0.357,C|DH,72.26155783913352,0.08522727,0.10791367,0.31818182,109.6,106.0,98.2
Reginald Preciado,,,,,,691262,2,9,0.07585433363179694,-0.032541836300857704,,-0.032541836300857704,109.8,87.7,,81.8,0.556,0.31,0.775,0.111,0.222,,2,,,0.01,,,,,,,,
Taylor Trammell,OF,OF,OF,False,1.0,666211,38,135,0.06591875935157786,0.011442270339218576,-0.04437773122674002,-0.032935460887521445,100.1,106.8,92.7,81.8,0.459,0.277,0.758,0.185,0.133,0.339,38,-0.044,0.339,0.16,CF|LF|RF,73.93982217478198,0.13953488,0.2,0.27906977,111.8,33.0,97.1
Drew Gilbert,OF,OF,OF,False,1.0,687551,78,286,0.04773434503274576,0.04730876916794566,-0.08022113435052577,-0.03291236518258012,82.3,122.3,85.7,81.8,0.444,0.275,0.794,0.206,0.094,0.292,78,-0.08,0.292,0.281,CF|LF|RF,70.46445041232639,0.11111111,0.13793103,0.25,104.8,52.0,97.1
Kane Kepley,,,,,,823807,7,31,0.037378406149962365,-0.03275928864937764,,-0.03275928864937764,72.2,87.6,,81.8,0.323,0.274,0.788,0.097,0.032,,7,,,0.034,,,,,,,,
Andy Yerzy,,,,,,647378,1,5,-0.06589762567398685,-0.03286809607122665,,-0.03286809607122665,-28.8,87.6,,81.8,0.4,0.311,0.762,0.0,0.4,,1,,,0.005,,,,,,,,
Garrett Hampson,,,,,,641658,7,34,0.08620066761171812,-0.03332818392399285,,-0.03332818392399285,119.9,87.4,,81.7,0.382,0.275,0.787,0.147,0.118,,7,,,0.034,,,,,,,,
Anthony DePino,,,,,,834962,2,13,0.10662350886253226,-0.03345578231561902,,-0.03345578231561902,139.9,87.3,,81.7,0.615,0.297,0.791,0.154,0.0,,2,,,0.01,,,,,,,,
Cal Conley,,,,,,695462,4,15,0.11565251397476072,-0.033399390417371375,,-0.033399390417371375,148.7,87.3,,81.7,0.467,0.284,0.777,0.2,0.2,,4,,,0.02,,,,,,,,
Ben Gobbel,,,,,,806534,4,13,0.06771046308281761,-0.03357972260624981,,-0.03357972260624981,101.8,87.2,,81.6,0.846,0.326,0.772,0.154,0.231,,4,,,0.02,,,,,,,,
Willy Adames,SS,SS,SS,False,1.0,642715,171,672,0.06256704519880862,-0.008197984217615282,-0.02636035767773728,-0.03455834189535256,96.8,98.3,96.3,81.4,0.479,0.277,0.774,0.17,0.116,0.348,171,-0.026,0.348,0.461,SS,72.06586138680258,0.10729614,0.14450867,0.21888412,107.4,140.0,97.6
Steven Kwan,OF,OF,OF,False,1.0,680757,177,717,0.035117069566361465,0.06951472363588114,-0.10432618540209447,-0.03481146176621333,70.0,131.9,80.9,81.4,0.357,0.224,0.881,0.184,0.02,0.259,177,-0.104,0.259,0.469,CF|LF,62.82240674674856,0.01734104,0.01818182,0.38150289,100.8,145.0,96.9
Salvador Pérez,C,C|1B|DH,"C, 1B, DH",True,3.0,521692,172,647,0.07176203761378701,0.0037452553456146422,-0.03857092777931285,-0.034825672433698204,105.8,103.4,93.9,81.4,0.587,0.41,0.773,0.19,0.151,0.316,172,-0.039,0.316,0.462,1B|C|DH,71.32349183505639,0.11278195,0.14851485,0.22180451,111.2,139.0,97.9
Brice Matthews,OF,2B|OF,"2B, OF",True,2.0,694728,102,438,0.07041297208644202,-0.04652822351040254,0.011341045314032029,-0.03518717819637051,104.5,81.6,103.7,81.3,0.434,0.24,0.695,0.128,0.16,0.396,102,0.011,0.396,0.338,2B|CF|LF,71.89610706676136,0.07575758,0.125,0.15151515,111.1,77.0,96.9
Ryan Galanie,,,,,,814436,5,20,0.12121258114120181,-0.035011924919185165,,-0.035011924919185165,154.2,86.6,,81.3,0.55,0.289,0.752,0.2,0.2,,5,,,0.024,,,,,,,,
Ben Cowles,,,,,,701496,4,18,0.06323388265427704,-0.035963882288548896,,-0.035963882288548896,97.5,86.2,,81.1,0.444,0.291,0.776,0.167,0.111,,4,,,0.02,,,,,,,,
Brett Baty,3B,2B|3B|OF,"2B, 3B, OF",True,3.0,683146,132,540,0.061483402448694775,-0.005904016884823378,-0.030360214839348736,-0.03626423172417211,95.8,99.2,95.5,81.1,0.446,0.307,0.75,0.156,0.117,0.347,132,-0.03,0.347,0.398,1B|2B|3B|DH|RF,74.97604387358757,0.10734463,0.14615385,0.23728814,110.6,108.0,98.2
Angel Cepeda,,,,,,806980,4,14,0.016251411065414816,-0.03591241461988621,,-0.03591241461988621,51.5,86.2,,81.1,0.5,0.304,0.756,0.143,0.357,,4,,,0.02,,,,,,,,
Jorge Polanco,DH,DH,DH,False,1.0,593871,68,248,0.052480887885094585,0.036318110354064265,-0.07315315430693949,-0.03683504395287522,86.9,117.5,87.1,81.0,0.472,0.292,0.82,0.21,0.081,0.288,68,-0.073,0.288,0.254,1B|DH,69.48355594758064,0.10752688,0.12820513,0.31182796,108.7,61.0,94.7
Tanner Murray,OF,OF,OF,False,1.0,695020,36,120,0.05948767307007411,0.013845540191291335,-0.0505063169368254,-0.036660776745534064,93.8,107.8,91.5,81.0,0.483,0.294,0.736,0.208,0.167,0.323,36,-0.051,0.323,0.153,3B|LF|SS,73.81751650855655,0.14285714,0.2,0.30952381,108.6,33.0,96.7
Austin Wells,C,C,C,False,1.0,669224,114,470,0.06394410188638147,-0.003991604193816719,-0.033221630049391465,-0.03721323424320819,98.2,100.1,94.9,80.9,0.466,0.292,0.751,0.151,0.117,0.351,114,-0.033,0.351,0.363,C,72.654248046875,0.1,0.12598425,0.25625,110.5,96.0,97.6
Dansby Swanson,SS,SS,SS,False,1.0,621020,167,692,0.07744388609532922,-0.010282314100572008,-0.02670981230346245,-0.03699212640403446,111.4,97.3,96.2,80.9,0.449,0.286,0.734,0.156,0.121,0.358,167,-0.027,0.358,0.455,DH|SS,71.05264862804879,0.09756098,0.13333333,0.28292683,110.3,133.0,97.4
José Barrero,,,,,,676480,5,17,0.028424285176817186,-0.03817986211676568,,-0.03817986211676568,63.4,85.3,,80.7,0.706,0.319,0.772,0.118,0.294,,5,,,0.024,,,,,,,,
Carlos Narváez,C,C,C,False,1.0,665966,90,370,0.06967931092147579,-0.023826969322282867,-0.014629098071466715,-0.038456067393749585,103.8,91.5,98.6,80.6,0.532,0.329,0.773,0.157,0.127,0.347,90,-0.015,0.347,0.31,C,71.470556640625,0.09285714,0.125,0.25714286,109.9,74.0,97.4
Ryan Vilade,OF,OF,OF,False,1.0,668723,64,258,0.07872334346119594,-0.013308013025737975,-0.025596617017931547,-0.03890463004366952,112.6,96.0,96.4,80.5,0.508,0.321,0.795,0.186,0.089,0.314,64,-0.026,0.314,0.242,1B|LF|RF,75.54316653481013,0.07594937,0.0952381,0.12658228,108.4,44.0,96.5
Riley Unroe,,,,,,624523,6,22,0.06877094963853904,-0.039231328610862724,,-0.039231328610862724,102.9,84.8,,80.5,0.409,0.285,0.76,0.136,0.182,,6,,,0.029,,,,,,,,
Alec Bohm,3B,3B,3B,False,1.0,664761,158,558,0.05292797448194215,0.05011285454129534,-0.08898617578162539,-0.03887332124033005,87.4,123.5,83.9,80.5,0.421,0.242,0.812,0.213,0.061,0.273,158,-0.089,0.273,0.441,1B|3B,71.13458251953125,0.11931818,0.14583333,0.31818182,108.8,131.0,98.0
Kenedy Corona,,,,,,685744,3,9,0.04918023074309002,-0.03916033391970914,,-0.03916033391970914,83.7,84.8,,80.5,0.667,0.298,0.755,0.222,0.444,,3,,,0.015,,,,,,,,
José Caballero,SS,SS,SS,False,1.0,676609,154,598,0.06105716086017823,0.0052373760485014105,-0.0444407827332527,-0.03920340668475129,95.3,104.1,92.7,80.5,0.502,0.311,0.758,0.186,0.124,0.316,154,-0.044,0.316,0.435,2B|3B|CF|LF|RF|SS,68.46196724164604,0.05940594,0.08333333,0.22772277,108.5,124.0,97.2
Noah Mendlinger,,,,,,702331,1,4,0.13487494448539478,-0.03984209087209738,,-0.03984209087209738,167.5,84.5,,80.3,0.5,0.293,0.781,0.25,0.0,,1,,,0.005,,,,,,,,
Adrian Del Castillo,DH,C|DH,"C, DH",True,2.0,680728,87,371,0.06912087512000135,-0.03225629465601449,-0.007856454496272175,-0.040112749152286666,103.2,87.8,99.9,80.3,0.485,0.315,0.766,0.148,0.121,0.355,87,-0.008,0.355,0.303,C|DH,72.13052550747864,0.06837607,0.09302326,0.21367521,106.7,66.0,94.2
Wenceel Pérez,OF,OF,OF,False,1.0,672761,91,324,0.0628568650530063,0.0564202244805858,-0.0963810064198762,-0.039960781939290396,97.1,126.3,82.5,80.3,0.457,0.264,0.83,0.225,0.065,0.301,91,-0.096,0.301,0.313,CF|RF,71.98479669744319,0.15909091,0.18181818,0.38636364,104.9,61.0,96.4
Jonathon Long,,,,,,675085,8,27,0.09495478809037446,-0.0404393555097755,,-0.0404393555097755,128.5,84.3,,80.2,0.481,0.287,0.764,0.185,0.148,,8,,,0.038,,,,,,,,
James Triantos,,,,,,701649,4,18,0.1362133176166775,-0.04024272636641662,,-0.04024272636641662,168.8,84.4,,80.2,0.611,0.305,0.799,0.167,0.0,,4,,,0.02,,,,,,,,
Bryce Eblin,,,,,,694469,2,11,0.046520049171031586,-0.04083781392583806,,-0.04083781392583806,81.1,84.1,,80.1,0.455,0.297,0.788,0.091,0.0,,2,,,0.01,,,,,,,,
Cannon Peebles,,,,,,702555,3,11,0.08410778415419004,-0.04068978311701228,,-0.04068978311701228,117.9,84.2,,80.1,0.545,0.291,0.777,0.182,0.091,,3,,,0.015,,,,,,,,
Masataka Yoshida,DH,DH,DH,False,1.0,807799,90,329,0.02926518583310148,0.08743566670984416,-0.12813217086243958,-0.04069650415259542,64.2,139.7,76.2,80.1,0.377,0.253,0.808,0.207,0.046,0.241,90,-0.128,0.241,0.31,DH|LF,70.70826171875,0.17333333,0.2,0.36,108.3,61.0,94.1
Travis Bazzana,2B,2B,2B,False,1.0,683953,50,201,0.07883879243686721,-0.006499330605280011,-0.03461573838809016,-0.04111506899337017,112.7,99.0,94.6,80.1,0.408,0.248,0.75,0.154,0.08,0.341,50,-0.035,0.341,0.2,2B|DH,69.98146791811342,0.11111111,0.15,0.33333333,108.1,22.0,97.5
Tyson Lewis,,,,,,815653,4,17,0.05625656055114485,-0.04106785382894777,,-0.04106785382894777,90.6,84.0,,80.1,0.588,0.309,0.779,0.118,0.118,,4,,,0.02,,,,,,,,
Thomas Saggese,OF,OF,OF,False,1.0,695336,68,270,0.07875899069078113,-0.03261927142597725,-0.00849985127641345,-0.0411191227023907,112.6,87.7,99.8,80.1,0.533,0.297,0.75,0.159,0.148,0.34,68,-0.008,0.34,0.254,2B|3B|LF|SS,71.80750519638761,0.08256881,0.12162162,0.18348624,109.7,57.0,96.2
Blake Dunn,OF,OF,OF,False,1.0,694362,9,40,0.05933457792131051,-0.04939373421742599,0.008664421167749948,-0.040729313049676044,93.7,80.4,103.2,80.1,0.375,0.297,0.743,0.125,0.125,0.354,9,0.009,0.354,0.043,CF|LF|RF,,,,,,,96.2
Joshua Kuroda-Grauer,SS,SS,SS,False,1.0,811965,4,18,0.007332346555480022,-0.041591758027476715,,-0.041591758027476715,42.8,83.8,,80.0,0.5,0.316,0.778,0.111,0.111,,4,,,0.02,2B|3B|SS,,,,,,,96.9
Coby Mayo,3B,3B|DH,"3B, DH",True,2.0,691723,118,478,0.050075437288352,-0.011092155504891583,-0.030738523114387288,-0.041830678619278874,84.6,97.0,95.4,79.9,0.448,0.315,0.721,0.144,0.14,0.344,118,-0.031,0.344,0.371,1B|3B|DH,74.556523143797,0.09022556,0.13636364,0.16541353,114.2,94.0,97.8
Gleyber Torres,2B,2B,2B,False,1.0,650402,155,661,0.07150776722640283,-0.004881803030510134,-0.036988799631364755,-0.04187060266187489,105.6,99.7,94.2,79.9,0.387,0.206,0.775,0.153,0.074,0.329,155,-0.037,0.329,0.437,2B|DH,67.38892522847877,0.05188679,0.06432749,0.27358491,103.9,144.0,97.4
Austin Martin,OF,OF,OF,False,1.0,668885,124,525,0.07406326886775785,0.011324076221961701,-0.053687640355518644,-0.04236356413355694,108.1,106.7,90.9,79.8,0.366,0.2,0.83,0.156,0.051,0.35,124,-0.054,0.35,0.383,CF|LF|RF,68.68874014795354,0.08849558,0.10416667,0.3539823,103.2,95.0,96.1
J. T. Realmuto,C,C,C,False,1.0,592663,96,376,0.0575804581637384,0.012734228125449002,-0.056002929798709834,-0.04326870167326083,91.9,107.3,90.4,79.6,0.476,0.316,0.756,0.194,0.096,0.31,96,-0.056,0.31,0.324,C,73.97336813668224,0.12149533,0.16049383,0.28037383,105.5,68.0,96.8
Trea Turner,SS,SS,SS,False,1.0,607208,189,709,0.06442238025453187,0.012663950722645975,-0.05596770828608046,-0.04330375756343449,98.6,107.3,90.4,79.6,0.498,0.34,0.744,0.192,0.126,0.323,189,-0.056,0.323,0.486,DH|SS,71.50117525703463,0.06926407,0.09411765,0.28571429,109.7,148.0,96.7
Casey Opitz,,,,,,676053,1,8,0.01736339920187009,-0.043299293915739515,,-0.043299293915739515,52.6,83.0,,79.6,0.5,0.3,0.772,0.0,0.125,,1,,,0.005,,,,,,,,
Isaac Paredes,3B,3B,3B,False,1.0,670623,152,688,0.06499905070384143,0.005012169377632123,-0.04876769958247733,-0.043755530204845204,99.2,104.0,91.9,79.5,0.446,0.318,0.801,0.157,0.07,0.313,152,-0.049,0.313,0.432,1B|2B|3B|DH,67.21638243140244,0.03902439,0.04761905,0.28292683,105.3,126.0,97.7
Joey Ortiz,SS,3B|SS,"3B, SS",True,2.0,687401,102,388,0.03003719923359144,0.028025044598986894,-0.07246256370127883,-0.04443751910229194,65.0,114.0,87.2,79.4,0.441,0.335,0.806,0.186,0.075,0.289,102,-0.072,0.289,0.338,3B|SS,71.35719589359505,0.08264463,0.09803922,0.25619835,107.2,83.0,96.6
Josh Lowe,OF,OF,OF,False,1.0,666139,122,497,0.06678711103495975,-0.024098487775144586,-0.020307767646810415,-0.044406255421955004,100.9,91.4,97.5,79.4,0.537,0.336,0.743,0.159,0.127,0.326,122,-0.02,0.326,0.379,CF|LF|RF,73.76911127752591,0.05181347,0.06896552,0.17098446,107.4,96.0,95.9
Weston Wilson,3B,3B,3B,False,1.0,642215,31,142,0.07395598866634469,-0.03785052460318028,-0.006896394416052549,-0.04474691901923283,108.0,85.4,100.1,79.3,0.444,0.307,0.745,0.106,0.134,0.4,31,-0.007,0.4,0.134,3B|LF|RF,71.75179234946647,0.12195122,0.17241379,0.12195122,110.3,21.0,97.6
Max Anderson,,,,,,801194,4,14,0.06918196720975324,-0.04470527857853111,,-0.04470527857853111,103.3,82.4,,79.3,0.643,0.325,0.752,0.214,0.357,,4,,,0.02,,,,,,,,
Brayan Rocchio,SS,2B|SS,"2B, SS",True,2.0,677587,161,626,0.07192351909043058,0.03191479623651938,-0.07688414155361115,-0.04496934531709176,106.0,115.6,86.3,79.2,0.473,0.274,0.81,0.203,0.085,0.301,161,-0.077,0.301,0.446,2B|SS,69.8438559478184,0.07075472,0.09036145,0.25943396,108.1,127.0,96.5
Rudy Martin Jr.,,,,,,657675,2,11,0.13539672694510044,-0.045289044342189874,,-0.045289044342189874,168.0,82.2,,79.2,0.364,0.297,0.751,0.091,0.273,,2,,,0.01,,,,,,,,
Antonio Jimenez,,,,,,806128,4,21,0.09581217033152349,-0.046673497056012925,,-0.046673497056012925,129.3,81.6,,78.9,0.429,0.289,0.775,0.095,0.143,,4,,,0.02,,,,,,,,
Luis Torrens,C,C,C,False,1.0,620443,52,194,0.062361775748885434,0.017734356700438766,-0.06446577537028819,-0.04673141866984942,96.6,109.5,88.8,78.9,0.515,0.313,0.773,0.201,0.129,0.306,52,-0.064,0.306,0.206,C,70.51566569010417,0.13333333,0.18604651,0.3,106.4,35.0,96.4
Masyn Winn,SS,SS,SS,False,1.0,691026,152,640,0.056626900421983005,0.0028558993622884686,-0.05020518684279723,-0.04734928748050876,91.0,103.0,91.6,78.8,0.412,0.258,0.79,0.161,0.091,0.322,152,-0.05,0.322,0.432,SS,69.83761088053386,0.08854167,0.11111111,0.25,108.0,125.0,96.2
Juan Matheus,,,,,,801276,4,20,0.009658923845221526,-0.047004590528706126,,-0.047004590528706126,45.1,81.4,,78.8,0.25,0.303,0.793,0.05,0.0,,4,,,0.02,,,,,,,,
Tristan Peters,OF,OF,OF,False,1.0,671976,104,383,0.07544090530099845,-0.012774621299029287,-0.03439020188094768,-0.047164823179976965,109.4,96.3,94.7,78.8,0.567,0.316,0.782,0.185,0.12,0.325,104,-0.034,0.325,0.342,CF|LF|RF,69.88364955357143,0.07518797,0.10416667,0.2481203,104.5,83.0,95.6
Hayden Senger,C,C,C,False,1.0,663584,3,11,-0.012474124924556924,-0.04746513802524686,,-0.04746513802524686,23.4,81.2,,78.7,0.455,0.296,0.777,0.091,0.182,,3,,,0.015,C,,,,,,,96.3
Seby Zavala,,,,,,664874,2,9,0.06515557467121977,-0.04808014589716059,,-0.04808014589716059,99.3,81.0,,78.6,0.333,0.293,0.784,0.111,0.111,,2,,,0.01,,,,,,,,
