rank,batter,player_name,team,primary_position,pa_to,pa_last21,prior_fp_per_pa,recency_form_gap,xfp_rh3_per_pa,xfp_rh3_per_game,xfp_rh3_sigma,xfp_rh3_sigma_raw,xfp_rh3_sigma_global,xfp_rh3_sigma_hetero,batter_sigma_factor,sigma_calibration_method,xfp_rh3_p25,xfp_rh3_p75,expected_pa_remaining,expected_total_fp_remaining,replacement_xfp_per_pa,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior
150,621493,Taylor Ward,SEA,OF,513,73.0,0.523307883782229,-0.0149,0.4950202219039794,1.73,0.101769041908839,0.1075864795068277,0.1075864795068277,0.101769041908839,0.9459278003643612,hetero_v1,0.4263770031364675,0.5636634406714913,112.0,55.4,0.5071578343016413,-0.0121,hold,83.4,551.0,69.7,0.2906,0.0685,58.0,0.0,False
151,683748,Victor Mesa Jr.,TB,OF,151,47.0,0.5014067123883225,0.0013,0.4949921439546133,1.73,0.1154339320937377,0.1075864795068277,0.1075864795068277,0.1154339320937377,1.0729408808884022,hetero_v1,0.4171319567573871,0.5728523311518394,33.0,16.3,0.5071578343016413,-0.0122,hold,,,,,,,0.0,False
152,664034,Ty France,SD,1B,314,83.0,0.44020601918225,0.0036,0.4942231673186916,1.73,0.1171244683857909,0.1075864795068277,0.1075864795068277,0.1171244683857909,1.0886541591720906,hetero_v1,0.4152227133924757,0.5732236212449076,68.0,33.6,0.5728714641460441,-0.0786,hold,94.6,778.0,52.0,0.2709,0.0042,55.0,-0.0,False
153,671289,Tyler Freeman,COL,OF,285,34.0,0.5138675205287849,-0.0104,0.4929626469230063,1.73,0.0916231885034429,0.1075864795068277,0.1075864795068277,0.0916231885034429,0.8516236326668566,hetero_v1,0.4311628062774341,0.5547624875685786,62.0,30.6,0.5071578343016413,-0.0142,hold,72.4,202.0,70.3,0.2736,0.0657,55.0,1.0,False
154,811965,Joshua Kuroda-Grauer,ATH,3B,62,16.0,0.5014067123883225,0.0044,0.4921052224369933,1.72,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.4195381420096379,0.5646723028643486,14.0,6.9,0.5235834022778508,-0.0315,hold,,,,,,,0.0,False
155,694497,Evan Carter,TEX,OF,325,59.0,0.5491400563633984,0.0062,0.4918730746015456,1.72,0.1076113270808849,0.1075864795068277,0.1075864795068277,0.1076113270808849,1.0002309544300652,hetero_v1,0.4192892344854887,0.5644569147176026,71.0,34.9,0.5071578343016413,-0.0153,hold,25.3,24.0,100.0,0.2761,0.1833,51.0,7.0,False
156,699912,Jose Fernandez,AZ,DH,178,0.0,0.5014067123883225,0.015,0.4915478970145068,1.72,0.0990634589518751,0.1075864795068277,0.1075864795068277,0.0990634589518751,0.9207798173709024,hetero_v1,0.424729593951467,0.5583662000775467,39.0,19.2,0.4780723282736954,0.0135,hold,,0.0,,,,,0.0,False
157,663457,Lars Nootbaar,AZ,OF,192,71.0,0.4905204646194436,-0.0176,0.4909813777689813,1.72,0.1050163575393523,0.1075864795068277,0.1075864795068277,0.1050163575393523,0.9761111063466646,hetero_v1,0.4201478446086881,0.5618149109292745,42.0,20.6,0.5071578343016413,-0.0162,hold,,,,,,52.0,-3.0,False
158,690993,Colt Keith,DET,3B,325,53.0,0.4689927251212561,0.0015,0.4909496308026477,1.72,0.1008200608175525,0.1075864795068277,0.1075864795068277,0.1008200608175525,0.9371071651355064,hetero_v1,0.4229464997812084,0.5589527618240869,71.0,34.9,0.5235834022778508,-0.0326,hold,34.1,87.0,96.6,0.2822,0.1271,56.0,5.0,False
159,681198,TJ Rumfield,COL,1B,452,67.0,0.5014067123883225,-0.0121,0.4906200090184571,1.72,0.1038128999733298,0.1075864795068277,0.1075864795068277,0.1038128999733298,0.964925150903758,hetero_v1,0.4205982079864461,0.5606418100504681,99.0,48.6,0.5728714641460441,-0.0823,drop,,0.0,,,,,0.0,False
160,682657,Angel Martínez,CLE,OF,274,31.0,0.3920756500235632,-0.0051,0.4901029158154779,1.72,0.1076509016239864,0.1075864795068277,0.1075864795068277,0.1076509016239864,1.0005987938024743,hetero_v1,0.417492382670099,0.5627134489608567,60.0,29.4,0.5071578343016413,-0.0171,hold,97.3,145.0,55.2,0.1741,0.0155,39.0,-2.0,True
161,673237,Yainer Diaz,HOU,C,226,52.0,0.5347758953454861,0.0122,0.4896959026401722,1.71,0.1032854703498269,0.1075864795068277,0.1075864795068277,0.1032854703498269,0.9600227725945074,hetero_v1,0.420029852889214,0.5593619523911305,49.0,24.0,0.5266768880291347,-0.037,hold,17.1,64.0,92.2,0.2811,0.1466,58.0,-4.0,False
162,686681,Michael Massey,KC,2B,308,62.0,0.4435977555732388,-0.007,0.4895955854007521,1.71,0.1007947529726792,0.1075864795068277,0.1075864795068277,0.1007947529726792,0.9368719325580546,hetero_v1,0.4216095245206799,0.5575816462808243,67.0,32.8,0.5178999715490752,-0.0283,hold,12.3,41.0,100.0,0.225,0.2139,43.0,-4.5,False
163,500743,Miguel Rojas,LAD,2B,179,22.0,0.5262958402010687,-0.0134,0.4884827320014509,1.71,0.0949462992599887,0.1075864795068277,0.1075864795068277,0.0949462992599887,0.8825114428431798,hetero_v1,0.4244414531505885,0.5525240108523133,39.0,19.1,0.5178999715490752,-0.0294,hold,56.3,632.0,81.1,0.2871,0.0731,52.0,1.0,False
164,672761,Wenceel Pérez,DET,OF,175,0.0,0.4753031041881165,0.0163,0.4884471895978706,1.71,0.101246086350134,0.1075864795068277,0.1075864795068277,0.101246086350134,0.9410670078084368,hetero_v1,0.4201567043547052,0.5567376748410361,38.0,18.6,0.5071578343016413,-0.0187,hold,52.9,100.0,81.1,0.2239,0.0767,52.0,5.0,False
165,676609,José Caballero,NYY,SS,348,50.0,0.4769781292646791,0.0244,0.4881109590137206,1.71,0.1030606778362644,0.1075864795068277,0.1075864795068277,0.1030606778362644,0.957933360294812,hetero_v1,0.4185965318131602,0.5576253862142809,76.0,37.1,0.5522482949622523,-0.0641,hold,86.5,257.0,58.4,0.1225,0.0157,41.0,0.5,False
166,668723,Ryan Vilade,TB,OF,190,34.0,0.5014067123883225,-0.0017,0.4880236059610132,1.71,0.1095706519658535,0.1075864795068277,0.1075864795068277,0.1095706519658535,1.018442581894316,hetero_v1,0.4141182012100449,0.5619290107119814,41.0,20.0,0.5071578343016413,-0.0191,hold,,,,,,,0.0,False
167,673962,Josh Jung,TEX,3B,396,20.0,0.4333494343780017,-0.0198,0.4879877394985666,1.71,0.1009146770060726,0.1075864795068277,0.1075864795068277,0.1009146770060726,0.9379866082491186,hetero_v1,0.4199207898579706,0.5560546891391627,86.0,42.0,0.5235834022778508,-0.0356,hold,99.3,292.0,57.2,0.1809,0.0305,49.0,-3.5,False
168,664023,Ian Happ,CHC,OF,475,77.0,0.5405154893732647,-0.0109,0.4876884533775123,1.71,0.1189383304694681,0.1075864795068277,0.1075864795068277,0.1189383304694681,1.105513731973356,hetero_v1,0.4074645494758561,0.5679123572791686,104.0,50.7,0.5071578343016413,-0.0195,hold,75.7,827.0,64.4,0.2611,0.0496,58.0,1.0,False
169,691458,Blaze Jordan,STL,3B,144,61.0,0.4845818248781389,0.0062,0.4873775597157813,1.71,0.0984213526409393,0.1075864795068277,0.1075864795068277,0.0984213526409393,0.9148115366549684,hetero_v1,0.4209923573594677,0.553762762072095,31.0,15.1,0.5235834022778508,-0.0362,hold,,,,,,,0.0,False
170,680776,Jarren Duran,BOS,OF,454,75.0,0.5667290005798581,0.0138,0.486798274475278,1.7,0.114278170609688,0.1075864795068277,0.1075864795068277,0.114278170609688,1.062198253289212,hetero_v1,0.4097176483990435,0.5638789005515127,99.0,48.2,0.5071578343016413,-0.0204,hold,13.2,63.0,100.0,0.209,0.1572,53.0,0.5,False
171,664040,Brandon Lowe,PIT,2B,477,74.0,0.5356837493703329,-0.0158,0.4865848476654497,1.7,0.1200840175847578,0.1075864795068277,0.1075864795068277,0.1200840175847578,1.116162719843779,hetero_v1,0.4055881778045305,0.5675815175263689,104.0,50.6,0.5178999715490752,-0.0313,hold,81.5,582.0,54.1,0.2624,0.0147,58.0,2.5,False
172,687952,Christian Encarnacion-Strand,BAL,3B,50,50.0,0.4163244487988878,0.0062,0.4858405296152164,1.7,0.1107310184287706,0.1075864795068277,0.1075864795068277,0.1107310184287706,1.02922801207324,hetero_v1,0.4111524576850106,0.5605286015454223,11.0,5.3,0.5235834022778508,-0.0377,hold,,,,,,46.0,-6.5,False
173,805999,A.J. Ewing,NYM,OF,302,80.0,0.5014067123883225,-0.0213,0.4858095544464809,1.7,0.1040331671840386,0.1075864795068277,0.1075864795068277,0.1040331671840386,0.9669725012001756,hetero_v1,0.4156391831808468,0.555979925712115,66.0,32.1,0.5071578343016413,-0.0213,hold,,,,,,,0.0,False
174,678882,Ceddanne Rafaela,BOS,OF,449,81.0,0.4796842244518371,0.0094,0.4857485755337572,1.7,0.1026072394640715,0.1075864795068277,0.1075864795068277,0.1026072394640715,0.953718719437788,hetero_v1,0.4165399925152409,0.5549571585522735,98.0,47.6,0.5071578343016413,-0.0214,hold,53.7,160.0,96.2,0.209,0.1021,52.0,9.0,False
175,681481,Kerry Carpenter,DET,OF,259,28.0,0.5823238337876282,-0.0085,0.4847651230200327,1.7,0.1140899466646304,0.1075864795068277,0.1075864795068277,0.1140899466646304,1.0604487402842282,hetero_v1,0.4078114539947395,0.5617187920453259,56.0,27.1,0.5071578343016413,-0.0224,hold,10.8,36.0,97.2,0.3292,0.2023,61.0,2.5,False
176,605137,Josh Bell,MIN,DH,443,67.0,0.4951442437031699,-0.0184,0.4846189299816142,1.7,0.1099414855392645,0.1075864795068277,0.1075864795068277,0.1099414855392645,1.0218894236825304,hetero_v1,0.4104633979853802,0.5587744619778482,97.0,47.0,0.4780723282736954,0.0065,hold,21.5,269.0,95.9,0.2759,0.0908,64.0,3.5,False
177,645302,Victor Robles,SEA,OF,126,20.0,0.5537227026062026,0.0083,0.4841843509807249,1.69,0.0899836161644951,0.1075864795068277,0.1075864795068277,0.0899836161644951,0.8363840565931383,hetero_v1,0.4234904018777729,0.5448783000836769,27.0,13.1,0.5071578343016413,-0.023,hold,,,,,,34.0,-8.0,False
178,804606,Konnor Griffin,PIT,SS,248,0.0,0.5014067123883225,0.006,0.4841274039181276,1.69,0.1098787074706968,0.1075864795068277,0.1075864795068277,0.1098787074706968,1.0213059110622136,hetero_v1,0.4100142157291425,0.5582405921071126,54.0,26.1,0.5522482949622523,-0.0681,hold,,0.0,,,,,0.0,False
179,655316,Andruw Monasterio,BOS,SS,228,59.0,0.4347911819420706,0.0096,0.4836036827377395,1.69,0.1032231618851877,0.1075864795068277,0.1075864795068277,0.1032231618851877,0.9594436248714404,hetero_v1,0.4139796600461803,0.5532277054292987,50.0,24.2,0.5522482949622523,-0.0686,hold,74.0,128.0,72.2,0.1823,0.0632,46.0,-0.0,False
180,656775,Cedric Mullins,TB,OF,381,61.0,0.5306047807197992,0.0014,0.4835893498157363,1.69,0.1065799279038233,0.1075864795068277,0.1075864795068277,0.1065799279038233,0.9906442556014626,hetero_v1,0.4117011884446075,0.5554775111868653,83.0,40.1,0.5071578343016413,-0.0236,hold,7.7,59.0,100.0,0.2611,0.24,46.0,0.0,False
181,657757,Gavin Sheets,SD,1B,368,44.0,0.4444357357584028,-0.0253,0.4829534745560646,1.69,0.1065594618591692,0.1075864795068277,0.1075864795068277,0.1065594618591692,0.9904540268222712,hetero_v1,0.4110791175320549,0.5548278315800743,80.0,38.6,0.5728714641460441,-0.0899,drop,58.8,322.0,77.3,0.25,0.0792,58.0,7.0,False
182,663968,Jake Mangum,PIT,OF,332,79.0,0.4905250927410083,-0.0046,0.4826804638039599,1.69,0.0924293961285817,0.1075864795068277,0.1075864795068277,0.0924293961285817,0.8591172101947613,hetero_v1,0.4203368361152315,0.5450240914926883,72.0,34.8,0.5071578343016413,-0.0245,hold,19.6,18.0,100.0,0.2369,0.1572,44.0,0.0,True
183,682674,Victor Bericoto,SF,OF,59,0.0,0.5014067123883225,0.0027,0.4826690965135928,1.69,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.4101020160862375,0.5552361769409482,13.0,6.3,0.5071578343016413,-0.0245,hold,,,,,,,0.0,False
184,687263,Zach Neto,LAA,SS,497,74.0,0.5320290596546982,-0.0141,0.4824125388584078,1.69,0.1181670487159824,0.1075864795068277,0.1075864795068277,0.1181670487159824,1.098344785122216,hetero_v1,0.4027088644994777,0.562116213217338,108.0,52.1,0.5522482949622523,-0.0698,hold,12.7,42.0,97.6,0.2843,0.1918,60.0,5.0,False
185,702222,Justin Crawford,PHI,OF,333,46.0,0.5014067123883225,0.0084,0.4822854295047676,1.69,0.0919590215740312,0.1075864795068277,0.1075864795068277,0.0919590215740312,0.85474515009291,hetero_v1,0.4202590694530835,0.5443117895564517,73.0,35.2,0.5071578343016413,-0.0249,hold,,0.0,,,,,0.0,False
186,680757,Steven Kwan,CLE,OF,432,77.0,0.5808734209677725,0.0243,0.4820414935310465,1.69,0.0801072887921943,0.1075864795068277,0.1075864795068277,0.0801072887921943,0.7445850924707552,hetero_v1,0.4280091272407114,0.5360738598213816,94.0,45.3,0.5071578343016413,-0.0251,hold,4.2,23.0,100.0,0.38,0.1283,55.0,0.5,False
187,669394,Jake Burger,TEX,1B,441,69.0,0.49473461860519,-0.0136,0.4815322878248554,1.69,0.1201344130482151,0.1075864795068277,0.1075864795068277,0.1201344130482151,1.116631138028743,hetero_v1,0.4005016262238344,0.5625629494258766,96.0,46.2,0.5728714641460441,-0.0913,drop,11.2,46.0,100.0,0.2966,0.2287,56.0,-3.5,False
188,669134,Luis Campusano,SD,C,126,45.0,0.5784245700094061,-0.0048,0.4799070029825969,1.68,0.1134874796446033,0.1075864795068277,0.1075864795068277,0.1134874796446033,1.054848900761746,hetero_v1,0.4033596979623119,0.5564543080028819,27.0,13.0,0.5266768880291347,-0.0468,hold,74.2,115.0,54.5,0.2414,0.0103,,0.0,False
189,676356,Jonny DeLuca,TB,OF,225,48.0,0.4091652191069525,0.0048,0.4795559390831426,1.68,0.1023635373302471,0.1075864795068277,0.1075864795068277,0.1023635373302471,0.9514535450874274,hetero_v1,0.410511733153891,0.5486001450123943,49.0,23.5,0.5071578343016413,-0.0276,hold,69.0,80.0,84.5,0.2525,0.144,,0.0,False
190,702176,Alan Roden,MIN,OF,50,34.0,0.3793016138422793,-0.0051,0.4789772111884825,1.68,0.1047459307322765,0.1075864795068277,0.1075864795068277,0.1047459307322765,0.9735975302140928,hetero_v1,0.4083260809095619,0.549628341467403,11.0,5.3,0.5071578343016413,-0.0282,hold,,,,,,32.0,0.0,True
191,696285,Jacob Young,WSH,OF,343,54.0,0.429687520660783,0.0259,0.4786944082621928,1.68,0.1000315314128801,0.1075864795068277,0.1075864795068277,0.1000315314128801,0.9297779039840396,hetero_v1,0.4112231403242051,0.5461656762001804,75.0,35.9,0.5071578343016413,-0.0285,hold,30.4,77.0,96.1,0.1724,0.0798,45.0,1.5,False
192,691176,Jasson Domínguez,NYY,OF,214,73.0,0.4695497870426526,-0.0088,0.4786247923352424,1.68,0.1055166243518913,0.1075864795068277,0.1075864795068277,0.1055166243518913,0.9807610104501558,hetero_v1,0.4074538292098917,0.5497957554605931,47.0,22.5,0.5071578343016413,-0.0285,hold,,,,,,47.0,0.0,True
193,694249,Cole Carrigg,COL,OF,182,63.0,0.5014067123883225,0.0057,0.4781218592819196,1.67,0.1074516566791548,0.1075864795068277,0.1075864795068277,0.1074516566791548,0.9987468422771064,hetero_v1,0.4056457168518296,0.5505980017120095,40.0,19.1,0.5071578343016413,-0.029,hold,,,,,,,0.0,False
194,643217,Andrew Benintendi,CWS,DH,343,54.0,0.507943141966201,-0.0189,0.4780723282736954,1.67,0.1107555612450339,0.1075864795068277,0.1075864795068277,0.1107555612450339,1.0294561338258597,hetero_v1,0.40336770221392,0.5527769543334708,75.0,35.9,0.4780723282736954,0.0,hold,0.1,1.0,100.0,0.3596,0.3437,58.0,3.0,False
195,666971,Lourdes Gurriel Jr.,AZ,OF,189,4.0,0.5675730652925923,0.0135,0.478033353730274,1.67,0.0991930738863317,0.1075864795068277,0.1075864795068277,0.0991930738863317,0.9219845685166854,hetero_v1,0.4111276253939432,0.5449390820666048,41.0,19.6,0.5071578343016413,-0.0291,hold,,,,,,58.0,-1.0,False
196,701807,Carson Benge,NYM,OF,453,67.0,0.5014067123883225,-0.0247,0.4779211588805032,1.67,0.1028461463258142,0.1075864795068277,0.1075864795068277,0.1028461463258142,0.9559393224618656,hetero_v1,0.4085514331837414,0.5472908845772649,99.0,47.3,0.5071578343016413,-0.0292,hold,,0.0,,,,,0.0,False
197,663886,Tyler Stephenson,CIN,C,309,51.0,0.457359142995236,0.0122,0.4777639443983837,1.67,0.1096806300346188,0.1075864795068277,0.1075864795068277,0.1096806300346188,1.019464811353533,hetero_v1,0.4037843594400333,0.5517435293567342,67.0,32.0,0.5266768880291347,-0.0489,hold,13.7,71.0,95.8,0.1719,0.0807,50.0,1.0,False
198,669003,Garrett Mitchell,MIL,OF,381,70.0,0.4226339043169481,-0.0168,0.4776866920564811,1.67,0.1174151196037741,0.1075864795068277,0.1075864795068277,0.1174151196037741,1.0913557181348483,hetero_v1,0.3984901938837354,0.5568831902292267,83.0,39.6,0.5071578343016413,-0.0295,hold,15.7,16.0,93.8,0.187,0.087,,0.0,False
199,699393,Pedro Ramírez,CHC,2B,117,54.0,0.465532051698266,-0.0027,0.4775430876721565,1.67,0.0987012655184892,0.1075864795068277,0.1075864795068277,0.0987012655184892,0.9174132843730182,hetero_v1,0.4109690840799355,0.5441170912643776,26.0,12.4,0.5178999715490752,-0.0404,hold,,,,,,,0.0,False
200,672386,Alejandro Kirk,TOR,C,153,54.0,0.5392894357708217,0.0165,0.4768884349464943,1.67,0.1026657075173096,0.1075864795068277,0.1075864795068277,0.1026657075173096,0.9542621711196916,hetero_v1,0.407640415226069,0.5461364546669197,33.0,15.7,0.5266768880291347,-0.0498,hold,,,,,,64.0,4.0,False
201,671976,Tristan Peters,CWS,OF,338,63.0,0.5014067123883225,-0.0103,0.4768468118257236,1.67,0.1013325093977925,0.1075864795068277,0.1075864795068277,0.1013325093977925,0.941870296921108,hetero_v1,0.4084980342369125,0.5451955894145346,74.0,35.3,0.5071578343016413,-0.0303,hold,,0.0,,,,,0.0,False
202,621043,Carlos Correa,HOU,SS,141,0.0,0.5092671200500811,-0.0167,0.4759281044815363,1.67,0.1088960817723267,0.1075864795068277,0.1075864795068277,0.1088960817723267,1.012172554316325,hetero_v1,0.4024776973261019,0.5493785116369707,31.0,14.8,0.5522482949622523,-0.0763,drop,59.1,721.0,74.3,0.3168,0.0683,55.0,1.0,False
203,679822,Justin Foscue,TEX,2B,147,28.0,0.4640769139961095,-0.0318,0.4758305279098209,1.67,0.1085124380671827,0.1075864795068277,0.1075864795068277,0.1085124380671827,1.0086066442976809,hetero_v1,0.4026388884335061,0.5490221673861356,32.0,15.2,0.5178999715490752,-0.0421,hold,,,,,,,0.0,False
204,642715,Willy Adames,SF,SS,462,78.0,0.5247363075462993,0.0008,0.4757749484631412,1.67,0.1112688580958701,0.1075864795068277,0.1075864795068277,0.1112688580958701,1.0342271501579223,hetero_v1,0.4007241036774768,0.5508257932488057,101.0,48.1,0.5522482949622523,-0.0765,drop,6.1,61.0,100.0,0.27,0.2302,54.0,0.5,False
205,642708,Amed Rosario,NYY,3B,192,27.0,0.4721765244140925,-0.0038,0.4756688087779747,1.66,0.1158147249896703,0.1075864795068277,0.1075864795068277,0.1158147249896703,1.076480293068056,hetero_v1,0.3975517767724421,0.5537858407835073,42.0,20.0,0.5235834022778508,-0.0479,hold,85.2,828.0,63.7,0.2376,0.0412,59.0,5.5,False
206,699013,Esmerlyn Valdez,PIT,OF,184,79.0,0.5014067123883225,-0.0138,0.4753569892005184,1.66,0.1300025107638705,0.1075864795068277,0.1075864795068277,0.1300025107638705,1.2083536087415172,hetero_v1,0.3876702956902877,0.5630436827107491,40.0,19.0,0.5071578343016413,-0.0318,hold,,,,,,,0.0,False
207,572233,Christian Walker,HOU,1B,464,64.0,0.5340188434964722,0.0042,0.4752679417602984,1.66,0.1184727286181102,0.1075864795068277,0.1075864795068277,0.1184727286181102,1.1011860334233878,hetero_v1,0.395358086307383,0.5551777972132137,101.0,48.0,0.5728714641460441,-0.0976,drop,98.1,926.0,56.7,0.2822,0.0155,54.0,-4.0,False
208,680869,Zack Gelof,ATH,3B,247,0.0,0.3448199479793691,0.0121,0.4752563471676701,1.66,0.1072507214580635,0.1075864795068277,0.1075864795068277,0.1072507214580635,0.9968791798904167,hetero_v1,0.4029157355442062,0.547596958791134,54.0,25.7,0.5235834022778508,-0.0483,hold,,,,,,26.0,-14.5,False
209,687859,Troy Johnston,COL,OF,358,44.0,0.4786103633262912,-0.0209,0.4751138996430895,1.66,0.1005899145132466,0.1075864795068277,0.1075864795068277,0.1005899145132466,0.934967990163326,hetero_v1,0.4072660023039046,0.5429617969822743,78.0,37.1,0.5071578343016413,-0.032,hold,57.1,8.0,100.0,0.3014,0.0538,54.0,0.0,True
210,663611,Nick Madrigal,LAA,3B,52,0.0,0.4967724640750099,0.0008,0.4744487541945277,1.66,0.0819171792460348,0.1075864795068277,0.1075864795068277,0.0819171792460348,0.7614077495754115,hetero_v1,0.4191956167930772,0.5297018915959782,11.0,5.2,0.5235834022778508,-0.0491,hold,,,,,,,0.0,False
211,691788,Joe Mack,MIA,C,220,48.0,0.5014067123883225,0.0052,0.4744278446151202,1.66,0.1079742521870327,0.1075864795068277,0.1075864795068277,0.1079742521870327,1.0036042882152347,hetero_v1,0.4015992115149666,0.5472564777152739,48.0,22.8,0.5266768880291347,-0.0522,hold,,,,,,,0.0,False
212,665953,Andrés Chaparro,WSH,1B,107,42.0,0.3723061184007844,0.0118,0.4731463291038646,1.66,0.1224876902330413,0.1075864795068277,0.1075864795068277,0.1224876902330413,1.1385044923350982,hetero_v1,0.3905283820416783,0.5557642761660511,23.0,10.9,0.5728714641460441,-0.0997,drop,,,,,,,0.0,False
213,687401,Joey Ortiz,MIL,SS,281,40.0,0.4758718395491377,0.0073,0.4725516683033903,1.65,0.0965757168462428,0.1075864795068277,0.1075864795068277,0.0965757168462428,0.8976566320316663,hetero_v1,0.4074113472905995,0.5376919893161811,61.0,28.8,0.5522482949622523,-0.0797,drop,0.0,0.0,,,,45.0,-5.0,False
214,664702,Myles Straw,TOR,OF,206,42.0,0.4525335003009124,0.0064,0.4707932462259114,1.65,0.0866480596599722,0.1075864795068277,0.1075864795068277,0.0866480596599722,0.8053805650780986,hetero_v1,0.4123491299852602,0.5292373624665627,45.0,21.2,0.5071578343016413,-0.0364,hold,99.3,605.0,56.0,0.198,0.0143,47.0,1.36,False
215,686797,Brooks Lee,MIN,3B,442,67.0,0.4503579168932023,-0.0042,0.470766380297029,1.65,0.1033684362519979,0.1075864795068277,0.1075864795068277,0.1033684362519979,0.96079392806452,hetero_v1,0.4010443700450564,0.5404883905490017,96.0,45.2,0.5235834022778508,-0.0528,hold,66.9,105.0,83.8,0.2376,0.0591,48.0,2.0,False
216,650402,Gleyber Torres,DET,2B,253,63.0,0.5356113822402073,-0.0098,0.4706132635810583,1.65,0.1059482316640473,0.1075864795068277,0.1075864795068277,0.1059482316640473,0.984772734917156,hetero_v1,0.3991511813236584,0.5420753458384583,55.0,25.9,0.5178999715490752,-0.0473,hold,50.3,503.0,73.4,0.2703,0.0649,61.0,-1.5,False
217,687221,Dalton Rushing,LAD,C,245,40.0,0.2977244538232456,-0.0043,0.470344533844876,1.65,0.1198453966091619,0.1075864795068277,0.1075864795068277,0.1198453966091619,1.1139447740880517,hetero_v1,0.3895088138319963,0.5511802538577558,53.0,24.9,0.5266768880291347,-0.0563,hold,100.0,35.0,100.0,0.2707,0.3167,39.0,0.0,True
218,649966,Luis Urías,TOR,2B,57,30.0,0.4260387464484991,-0.0035,0.4700705111973196,1.65,0.0968720537168223,0.1075864795068277,0.1075864795068277,0.0968720537168223,0.9004110382724679,hetero_v1,0.4047303109653229,0.5354107114293163,12.0,5.6,0.5178999715490752,-0.0478,hold,,,,,,51.0,6.5,False
219,592885,Christian Yelich,MIL,DH,345,68.0,0.613606636698174,0.0082,0.4696887944812364,1.64,0.1104286135088003,0.1075864795068277,0.1075864795068277,0.1104286135088003,1.02641720423422,hetero_v1,0.3952046946695506,0.5441728942929223,75.0,35.2,0.4780723282736954,-0.0084,hold,35.0,487.0,92.3,0.2941,0.133,56.0,-1.0,False
220,621438,Tyrone Taylor,CHC,OF,167,38.0,0.4471353092016218,0.0194,0.469326112692607,1.64,0.111551912444455,0.1075864795068277,0.1075864795068277,0.111551912444455,1.036858097372502,hetero_v1,0.394084347748822,0.544567877636392,36.0,16.9,0.5071578343016413,-0.0378,hold,31.1,152.0,88.8,0.2277,0.12,46.0,-2.5,True
221,624641,Edmundo Sosa,PHI,OF,191,29.0,0.4959433216769371,-0.0176,0.469280171066437,1.64,0.1056142814927106,0.1075864795068277,0.1075864795068277,0.1056142814927106,0.9816687187539034,hetero_v1,0.3980433381996037,0.5405170039332704,42.0,19.7,0.5071578343016413,-0.0379,hold,,,,,,50.0,1.5,False
222,682626,Francisco Alvarez,NYM,C,286,54.0,0.4800954214164679,0.0038,0.4692550221111957,1.64,0.1214665019833376,0.1075864795068277,0.1075864795068277,0.1214665019833376,1.1290127025267065,hetero_v1,0.3873258665234345,0.551184177698957,62.0,29.1,0.5266768880291347,-0.0574,hold,46.2,120.0,89.2,0.2382,0.1253,53.0,-0.0,False
223,641933,Tyler O'Neill,BAL,OF,208,33.0,0.4862354258638397,-0.0013,0.4686585026542913,1.64,0.1147472144958428,0.1075864795068277,0.1075864795068277,0.1147472144958428,1.066557945030265,hetero_v1,0.3912615064768453,0.5460554988317373,45.0,21.1,0.5071578343016413,-0.0385,hold,45.3,276.0,96.4,0.2357,0.1607,61.0,4.0,False
224,694378,Jacob Gonzalez,PIT,SS,144,46.0,0.4453961123829965,0.002,0.466759513264224,1.63,0.1037214063983653,0.1075864795068277,0.1075864795068277,0.1037214063983653,0.9640747320092664,hetero_v1,0.3967994246485266,0.5367196018799215,31.0,14.5,0.5522482949622523,-0.0855,drop,,,,,,,0.0,False
225,702284,Cole Young,SEA,2B,465,77.0,0.4042298602543195,0.0033,0.4663658043957239,1.63,0.1011788269486834,0.1075864795068277,0.1075864795068277,0.1011788269486834,0.9404418418790472,hetero_v1,0.3981206856188369,0.5346109231726109,101.0,47.1,0.5178999715490752,-0.0515,hold,12.5,5.0,100.0,0.2178,0.0318,45.0,0.0,True
226,682848,Endy Rodríguez,PIT,C,154,32.0,0.327856418531823,-0.0221,0.4661297541233207,1.63,0.1140295593081876,0.1075864795068277,0.1075864795068277,0.1140295593081876,1.0598874489703052,hetero_v1,0.3892168163699481,0.5430426918766933,34.0,15.8,0.5266768880291347,-0.0605,hold,,,,,,,0.0,False
227,669707,Jared Triolo,PIT,SS,258,43.0,0.3942910860105803,0.012,0.4655430255363629,1.63,0.0974136077104629,0.1075864795068277,0.1075864795068277,0.0974136077104629,0.9054447004586742,hetero_v1,0.3998375471356557,0.5312485039370702,56.0,26.1,0.5522482949622523,-0.0867,drop,,,,,,49.0,3.0,False
228,521692,Salvador Perez,KC,DH,451,75.0,0.5140717669942911,0.0237,0.465334687061338,1.63,0.1135785462723135,0.1075864795068277,0.1075864795068277,0.1135785462723135,1.0556953512463016,hetero_v1,0.3887259576006626,0.5419434165220136,98.0,45.6,0.4780723282736954,-0.0127,hold,15.8,201.0,97.0,0.2822,0.1554,65.0,5.0,False
