batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,contact_plus,power_plus,process_plus
682998,649,2525,0.06122287744887435,-0.003706048777636013,0.08806436340246226,0.1455811920737006,95.5,100.2,118.8,119.1
621439,548,2068,0.07553747509988569,-0.01474864066718791,0.08258477087487806,0.14337360530757584,109.5,95.4,117.7,118.7
646240,724,3053,0.07551787261581529,-0.03018533001017068,0.09601152105566459,0.1413440636613092,109.5,88.7,120.4,118.2
686527,303,1152,0.05210481420424872,0.011010612595817081,0.07741857720134045,0.14053400400140625,86.6,106.6,116.7,118.1
682985,702,2848,0.07512891759473753,-0.03195502062822742,0.09727431401985655,0.14044821098636665,109.1,88.0,120.6,118.0
701350,303,1282,0.047825152563879814,-0.01133174564102223,0.10186740998570812,0.1383608169085657,82.4,96.9,121.5,117.6
547180,602,2272,0.07979213395425762,-0.0045746880742146305,0.06197410121287565,0.13719154709291864,113.7,99.8,113.7,117.4
596103,171,682,0.06263700090944335,-0.01659303795535667,0.0888878215660512,0.13493178452013788,96.9,94.6,119.0,116.9
695657,283,1082,0.07061100589285146,-0.02331852347752478,0.08685217422592727,0.13414465664125397,104.7,91.7,118.6,116.7
545361,568,2540,0.061047912837200895,-0.029639111749892453,0.10210065418926582,0.13350945527657426,95.3,89.0,121.6,116.6
687263,550,2171,0.0713543760188991,-0.011522430177851014,0.07327674322630041,0.13310868906734852,105.4,96.8,115.9,116.5
575929,567,2175,0.06885469051780856,-0.012480137174573915,0.07549172688451747,0.1318662802277521,103.0,96.4,116.3,116.3
657656,490,2006,0.07329017720769387,-0.01710759822950152,0.07608632041751347,0.13226889939570582,107.3,94.4,116.5,116.3
606466,559,2116,0.06509667915609119,0.025616889935579732,0.041571479430995664,0.1322850485226666,99.3,112.9,109.7,116.3
666182,665,2443,0.0687198612685172,0.025251830965157852,0.03734840825295482,0.13132010048662987,102.8,112.8,108.8,116.1
693307,512,1973,0.06084834464278427,-0.0016300280198885584,0.07136518783567761,0.1305835044585733,95.1,101.1,115.5,116.0
666160,468,1638,0.06984557015594385,0.00030893745166271814,0.06010641888052705,0.13026092648813362,103.9,101.9,113.3,115.9
621020,666,2619,0.0868468384206494,-0.02529936892661469,0.064263582489205,0.12581105198323972,120.6,90.8,114.1,115.0
666181,254,931,0.07093795193436092,-0.009920860110207395,0.06509722931207514,0.12611432113622867,105.0,97.5,114.3,115.0
592518,697,2740,0.06862293135393023,0.010616123953764678,0.045295717813235555,0.12453477312093048,102.7,106.4,110.4,114.7
673237,571,1876,0.07045739389105445,0.03337873154374023,0.019680072119692377,0.12351619755448705,104.5,116.3,105.3,114.5
667670,699,2575,0.08203834137608114,0.0012452940570581294,0.040099483458093485,0.12338311889123275,115.9,102.3,109.4,114.5
681481,509,1929,0.06661207557179301,2.2356561695171245e-05,0.057094148428663526,0.12372858056215172,100.8,101.8,112.7,114.5
621566,722,3162,0.0697117930631801,-0.02011564313777928,0.0738981017197799,0.12349425164518071,103.8,93.1,116.0,114.5
691406,661,2519,0.06938832576059809,0.008975615407187625,0.044702984906252935,0.12306692607403864,103.5,105.7,110.3,114.4
663586,447,1791,0.07736990345745523,-0.024549711624833215,0.06964026877268877,0.12246046060531078,111.3,91.2,115.2,114.3
641933,209,821,0.07669008820344438,-0.012848698785711482,0.05830321026979113,0.12214459968752402,110.6,96.2,113.0,114.2
663853,349,1274,0.06561197232281997,0.007520220096585692,0.04743513357118823,0.12056732599059389,99.8,105.1,110.8,113.9
664040,561,2165,0.08440702692284195,-0.02748941096149986,0.0633381096475291,0.1202557256088712,118.2,89.9,114.0,113.8
665487,712,2721,0.0769539852331747,0.008424389626732752,0.03488039470393252,0.12025876956383998,110.9,105.5,108.3,113.8
518692,710,2726,0.0788683564917699,-0.005169833701416048,0.045265478180790686,0.11896400097114454,112.8,99.6,110.4,113.6
676475,555,1955,0.05910478128982169,0.03939291152886622,0.020138338885917043,0.11863603170460495,93.4,118.9,105.4,113.5
672820,553,2081,0.042128919069806,0.019179918629047856,0.05561327239206418,0.11692211009091803,76.8,110.1,112.4,113.1
665862,564,2275,0.06545820551017996,-0.018914778877695052,0.06977916524321695,0.11632259187570186,99.6,93.6,115.2,113.0
671277,533,1850,0.06156648523105481,0.02844629286341262,0.025574443018193997,0.11558722111266143,95.8,114.1,106.5,112.8
695734,351,1306,0.0790627268105708,0.014577854955354535,0.020751249067249972,0.1143918308331753,112.9,108.1,105.6,112.6
669394,387,1366,0.06502198935646689,0.003406797744419766,0.045795862614162706,0.11422464971504936,99.2,103.3,110.5,112.6
642708,206,700,0.065902146409228,0.038793822198898646,0.00968667864815942,0.11438264725628605,100.1,118.6,103.4,112.6
678662,401,1515,0.09136631781596669,-0.023466107794377848,0.0463214418207406,0.11422165184232944,125.0,91.6,110.6,112.6
673548,673,2830,0.061691862005702085,-0.004796851619445701,0.05734746618084022,0.1142424765670966,96.0,99.7,112.8,112.6
671056,458,1836,0.0721549848815679,0.005394525890108975,0.03615846710436945,0.1137079778760463,106.2,104.1,108.6,112.5
671739,640,2167,0.05563925915597382,0.024882036741945463,0.032631688412359854,0.11315298431027915,90.0,112.6,107.9,112.3
696100,589,2177,0.07356830030076357,-0.007657761649332625,0.047179644541907116,0.11309018319333805,107.6,98.5,110.8,112.3
669257,497,2151,0.060445266497146447,-0.0007737752991053147,0.05184349605648878,0.11151498725452991,94.7,101.5,111.7,112.0
691718,669,2396,0.07428560564959277,-0.008739266405858346,0.044621617315717094,0.11016795655945152,108.3,98.0,110.3,111.7
680718,573,2232,0.054396199041329904,0.007528030101687974,0.048319061476826373,0.11024329061984425,88.8,105.1,111.0,111.7
677800,418,1621,0.07803551579104012,-0.01124792519107661,0.04263613283890102,0.10942372343886453,111.9,96.9,109.9,111.6
642133,321,1318,0.042991693668123665,0.006795692392696563,0.05989689402922778,0.109684280090048,77.7,104.8,113.3,111.6
665833,549,2265,0.03673977738149484,-0.006756719041283841,0.07869622497339046,0.10867928331360145,71.5,98.9,117.0,111.4
691016,623,2234,0.06136616684149933,0.009851619483882346,0.036901828742682434,0.10811961506806411,95.6,106.1,108.7,111.3
683146,440,1793,0.06267259753570333,0.00018947406594156915,0.04480438172331587,0.10766645332496076,96.9,101.9,110.3,111.2
805300,233,875,0.0631495101225178,0.011420404055647475,0.032681871090054306,0.10725178526821957,97.4,106.8,107.9,111.1
673357,441,1576,0.07819259254998882,-0.00992511220192131,0.038830630959892004,0.10709811130795951,112.1,97.5,109.1,111.1
662139,359,1329,0.07753995783289291,-0.013926117830401014,0.0435700607355151,0.107183900738007,111.5,95.8,110.1,111.1
683734,488,1873,0.06273279156262015,0.023852846128017715,0.020027358412505466,0.10661299610314334,97.0,112.1,105.4,111.0
621043,602,2347,0.058929506930863906,0.021082250638155036,0.025205822940699563,0.10521758050971851,93.3,110.9,106.4,110.7
647304,661,2204,0.06622434122526472,0.03630427699867594,0.002348620595870568,0.10487723881981123,100.4,117.5,101.9,110.6
606192,621,2427,0.07316592512359622,-0.008101826376928344,0.039716550943966075,0.10478064969063396,107.2,98.3,109.3,110.6
663757,621,2555,0.057398300293008624,-0.0013454990869539232,0.04845692939051087,0.10450973059656557,91.8,101.2,111.0,110.5
665161,547,1791,0.06189363667026118,0.03841300452501067,0.003967731329605252,0.1042743725248771,96.2,118.5,102.3,110.5
672386,594,2319,0.07238314072912858,0.02561532287461017,0.00591481810774167,0.10391328171148041,106.4,112.9,102.6,110.4
663624,357,1353,0.07319801564491772,-0.014372164873865816,0.043360517629439134,0.10218636840049103,107.2,95.6,110.0,110.0
682663,583,2118,0.07199191647866471,0.018245747058063297,0.011723974945035576,0.10196163848176358,106.0,109.7,103.8,110.0
650490,651,2529,0.0668540837857537,0.021284070860849196,0.013683068583842686,0.1018212232304456,101.0,111.0,104.2,110.0
669127,526,1935,0.07510296930180539,0.015445967304307043,0.010842417391207036,0.10139135399731947,109.1,108.5,103.6,109.9
605137,536,2101,0.0683157826519338,0.015685917480017107,0.017622407594207343,0.10162410772615825,102.4,108.6,104.9,109.9
686948,449,1750,0.06766281636568787,0.016411557664535774,0.017109582510421075,0.10118395654064472,101.8,108.9,104.8,109.8
669016,452,1765,0.05586608891050317,-0.0009623490411721679,0.04607874345749114,0.10098248332682214,90.3,101.4,110.6,109.8
571970,451,1882,0.07692508463899345,-0.021647233190305475,0.04508940137086528,0.10036725281955325,110.9,92.4,110.4,109.7
620443,289,1089,0.07387302664357871,0.0022036200116095596,0.024676133004230896,0.10075277965941917,107.9,102.8,106.3,109.7
657757,559,2326,0.04668183721926952,0.018602841882591897,0.033570835166925515,0.09885551426878694,81.3,109.9,108.1,109.3
683002,643,2500,0.0595798971689837,0.007674076567529302,0.031614183705085674,0.09886815744159867,93.9,105.1,107.7,109.3
686469,684,2580,0.05720612738116275,0.03548819599593991,0.0056940732287961695,0.09838839660589882,91.6,117.2,102.6,109.2
681351,462,1785,0.07855887350358651,-0.020940630905295878,0.04043426164123162,0.09805250423952225,112.5,92.7,109.4,109.2
676059,352,1300,0.07196748071756706,0.010893439981741726,0.014871000391344445,0.09773192109065323,106.0,106.5,104.4,109.1
666624,319,1236,0.08884904256845037,-0.04451584006702924,0.052728406331115356,0.09706160883253649,122.5,82.5,111.9,109.0
694671,582,2370,0.0685348824776848,-0.012354260817425383,0.040118206445715024,0.09629882810597444,102.6,96.4,109.4,108.8
665019,399,1566,0.06213493185463668,-0.002095017597101369,0.0359404509400257,0.09598036519756101,96.4,100.9,108.6,108.7
641343,234,966,0.06678818928047417,-0.018482419366258183,0.04749664588997097,0.09580241580418696,100.9,93.8,110.8,108.7
672515,315,1340,0.05635513916605495,0.010817761761373572,0.028031042572255624,0.09520394349968415,90.7,106.5,107.0,108.6
596115,669,2515,0.06912604568884441,-0.006481796510388997,0.032722057336193114,0.09536630651464853,103.2,99.0,107.9,108.6
663656,615,2406,0.08436049095847212,0.004123437483464562,0.006292234446372425,0.0947761628883091,118.1,103.6,102.7,108.5
680977,523,1954,0.05702385604820966,0.042821980066194525,-0.005720944125345466,0.09412489198905873,91.4,120.4,100.3,108.4
502671,549,2166,0.0668221184856746,0.008483089016189448,0.018585158492572532,0.09389036599443658,101.0,105.5,105.1,108.3
553993,718,2866,0.06912302633534569,-0.02197679283951964,0.046255919273139795,0.09340215276896584,103.2,92.3,110.6,108.2
642201,274,1013,0.07650289438006808,-0.015913687060371322,0.03166942670008642,0.09225863401978318,110.4,94.9,107.7,108.0
668804,659,2656,0.08176187716558371,-0.025994419458744356,0.03602853196215823,0.09179598966899759,115.6,90.5,108.6,107.9
664761,528,1885,0.06193681580399171,0.03908820035008937,-0.009515980266013154,0.09150903588806793,96.2,118.8,99.6,107.8
668901,473,1808,0.06846331480827197,-0.004722603266756548,0.02634096584809811,0.09008167738961353,102.6,99.8,106.7,107.5
592885,683,2756,0.06642644673498806,-0.012631996497281622,0.03570808280517712,0.08950253304288355,100.6,96.3,108.5,107.4
672580,675,2535,0.051681697890450524,0.06418820185921906,-0.026934500817470626,0.08893539893219896,86.2,129.6,96.2,107.3
682829,709,2762,0.05110646138188755,0.004170382194386641,0.033259872643492415,0.08853671621976661,85.6,103.6,108.0,107.2
682622,364,1281,0.06041010337662576,0.012210783924244961,0.015407244336275787,0.0880281316371465,94.7,107.1,104.5,107.1
673962,515,1937,0.05702162805193466,0.004866454622275686,0.02646998697309252,0.08835806964730288,91.4,103.9,106.7,107.1
660821,497,1931,0.0605161238645819,0.01280255084879355,0.014505288050136645,0.08782396276351209,94.8,107.4,104.3,107.0
669477,347,1326,0.08244194296128997,-0.013839946084945196,0.018359591956845014,0.08696158883318979,116.3,95.8,105.1,106.9
542303,591,2635,0.06307884368341113,-0.01286591139582232,0.03684878499533388,0.0870617172829227,97.3,96.2,108.7,106.9
690993,494,1927,0.056741687957206806,0.011934298383634707,0.017481339747822296,0.0861573260886638,91.1,107.0,104.9,106.7
683766,192,645,0.07707992837277455,0.002962229912376905,0.005540611049574656,0.08558276933472611,111.0,103.1,102.6,106.6
672640,596,2143,0.05967692870328442,0.04066394208663114,-0.014924817101159088,0.08541605368875647,94.0,119.4,98.5,106.5
656811,555,2225,0.06322827281011208,0.006157191239761463,0.01559422505855922,0.08497968910843276,97.5,104.5,104.5,106.4
695506,232,861,0.04773836977826249,0.014645589420776655,0.02218302187465756,0.0845669810736967,82.3,108.2,105.8,106.4
641857,615,2617,0.07059372135358352,-0.042133289849982984,0.05567796674562896,0.0841383982492295,104.7,83.5,112.4,106.3
694192,625,2228,0.06566809886267548,0.013757655029963702,0.003882623232428682,0.08330837712506786,99.8,107.8,102.2,106.1
664023,686,2827,0.0670419860777812,-0.014040367321129,0.029747778725990156,0.08274939748264236,101.2,95.7,107.3,106.0
682626,277,1123,0.0635123338310021,-0.008312291454523987,0.027748696838903457,0.08294873921538157,97.7,98.2,106.9,106.0
650402,677,2861,0.08302095205990288,0.0018713103251487488,-0.0023951713867125983,0.08249709099833903,116.8,102.6,101.0,105.9
672744,241,925,0.0795876044320685,-0.03921027812309984,0.04181039085545368,0.08218771716442234,113.5,84.8,109.7,105.9
668930,695,2914,0.060987185186814105,-0.0055613714370482265,0.02697782193637921,0.08240363568614509,95.3,99.4,106.8,105.9
545341,300,1115,0.05592707860404593,0.022684341107136245,0.003328053367447767,0.08193947307862993,90.3,111.6,102.1,105.8
621493,680,2847,0.04536396581414697,0.011836088727059827,0.024362636603061892,0.0815626911442687,80.0,106.9,106.3,105.7
691781,274,969,0.07663606252766274,-0.012837923128273615,0.017597620583694518,0.08139575998308364,110.6,96.2,104.9,105.7
680776,713,2676,0.05032864116329211,0.013984559621903422,0.01686116530469341,0.08117436608988894,84.8,107.9,104.8,105.6
681715,296,1136,0.07788070875804347,-0.018727988314133397,0.021838691666363694,0.08099141211027376,111.8,93.7,105.8,105.6
663538,682,2420,0.06016197327493593,0.06093010172332969,-0.041233408741968264,0.07985866625629735,94.5,128.2,93.3,105.4
572233,639,2512,0.08351360974926092,-0.02247554616831297,0.018310753095379943,0.07934881667632789,117.3,92.1,105.1,105.3
681393,340,1257,0.08655211576202942,-0.020638000839494467,0.013554197774779467,0.07946831269731443,120.3,92.9,104.1,105.3
666397,222,917,0.05651887197245551,-0.018617589283746173,0.04185659963598755,0.07975788232469688,90.9,93.7,109.7,105.3
592663,574,2290,0.05921639707328522,0.003573841520627026,0.01688107343086219,0.07967131202477444,93.5,103.4,104.8,105.3
656537,154,601,0.06043212151082147,-0.031416078866169844,0.050397855807786496,0.07941389845243813,94.7,88.2,111.4,105.3
676391,671,2101,0.06551921912744793,0.06609262928454361,-0.052287316574181175,0.07932453183781035,99.7,130.5,91.2,105.3
592206,613,2272,0.07775534576928556,-0.006730302373428365,0.008008908564997126,0.07903395196085432,111.7,98.9,103.0,105.2
672356,488,1843,0.08233030092805697,-0.038379947314147095,0.035210650571772355,0.07916100418568223,116.1,85.2,108.4,105.2
593428,579,2194,0.04843233174956491,0.03787497678651011,-0.00764454233888989,0.07866276619718512,83.0,118.2,100.0,105.1
670242,408,1597,0.07559032321035736,-0.031644181917721274,0.033932401082951785,0.07787854237558786,109.6,88.1,108.2,105.0
700932,550,2093,0.06305052545865426,-0.009552902105008072,0.02461619927615911,0.0781138226298053,97.3,97.7,106.3,105.0
596019,742,2990,0.06798396122388006,0.004440712517558347,0.005824350294683581,0.07824902403612198,102.1,103.7,102.6,105.0
664034,504,1912,0.07686215025933035,0.006771875073767297,-0.005830400888816184,0.07780362444428146,110.8,104.7,100.3,104.9
676572,523,1985,0.057071358128517255,0.03602259911864605,-0.01579055543891429,0.077303401808249,91.4,117.4,98.4,104.8
691019,299,1233,0.06726934543652635,-0.01842981961128254,0.028483616956004765,0.07732314278124858,101.4,93.8,107.1,104.8
641355,695,2719,0.054232480230401184,0.03490158361786563,-0.011943933998144557,0.07719012985012225,88.7,116.9,99.1,104.8
663886,348,1410,0.05984777127659243,-0.03283011451916155,0.0500970355654822,0.07711469232291308,94.2,87.6,111.3,104.8
593871,585,2295,0.06490611205411402,0.02460315525633186,-0.012235380415013878,0.077273886895432,99.1,112.5,99.1,104.8
607043,667,2658,0.06606770117786033,0.0046628004977321506,0.006050133289366639,0.07678063496495913,100.2,103.8,102.7,104.7
608070,673,2763,0.06122631703517895,0.02914334736190091,-0.014259438638952987,0.07611022575812687,95.5,114.4,98.7,104.6
676694,385,1348,0.06998211730805977,0.030302954973817596,-0.02412868648882516,0.0761563857930522,104.1,114.9,96.7,104.6
805249,221,829,0.0741282387062009,-0.02352174549462428,0.025323690182524918,0.07593018339410154,108.1,91.6,106.5,104.5
679529,691,2835,0.07721955858277012,-0.020904278178685908,0.0189532799391829,0.07526856034326711,111.1,92.7,105.2,104.4
669720,433,1610,0.07181801702983767,-0.0037623413936929287,0.00511107023817237,0.07316674587431711,105.9,100.2,102.5,104.0
807799,215,758,0.04160500966460317,0.0696737897939608,-0.03823114602057851,0.07304765343798547,76.3,132.0,93.9,103.9
605141,747,2785,0.06001945513875135,0.06113902252602846,-0.04881253047907261,0.0723459471857072,94.3,128.3,91.9,103.8
666969,557,2194,0.06510558858061237,-0.005515152037983313,0.012600098816817682,0.07219053535944674,99.3,99.4,104.0,103.8
681297,361,1486,0.046423250824975386,-0.02158606551720228,0.04717842293882271,0.07201560824659582,81.0,92.4,110.8,103.7
682928,638,2320,0.05425194554129701,0.021279506963848123,-0.0036028137173062776,0.07192863878783885,88.7,111.0,100.8,103.7
678882,601,2177,0.0755605895999464,0.005665637503166353,-0.010195276123807495,0.07103095097930526,109.5,104.3,99.5,103.5
681460,338,1283,0.0685654673336881,-0.009746268210462657,0.011267312088281358,0.0700865112115068,102.7,97.6,103.7,103.3
666971,554,2019,0.06826056686017803,0.03362146384631821,-0.03190088694467932,0.06998114376181691,102.4,116.4,95.2,103.3
671218,701,2676,0.0676433136946023,-0.0033322037363824743,0.005243860398950235,0.06955497035717007,101.8,100.4,102.5,103.2
805779,527,1743,0.06410511774050294,0.06072548596969781,-0.05566346582552364,0.0691671378846771,98.3,128.1,90.5,103.1
687597,606,2403,0.06284517791193846,-0.02040417716639772,0.026614680975748657,0.0690556817212894,97.1,93.0,106.7,103.1
624641,274,984,0.05368248115644321,0.012020645589034585,0.0032707127463255,0.06897383949180329,88.1,107.0,102.1,103.1
516782,335,1273,0.0674387343443479,0.010170121703770867,-0.008557111916701117,0.06905174413141765,101.6,106.2,99.8,103.1
643217,479,1748,0.06735793938133791,0.012918458255199428,-0.011635674928255247,0.06864072270828209,101.5,107.4,99.2,103.0
668227,781,3142,0.0621550674952387,-0.016121707194243752,0.0221680762667842,0.06820143656777915,96.4,94.8,105.8,102.9
681624,680,2573,0.07563828810537357,0.0019415705507612364,-0.009468967085421458,0.06811089157071334,109.6,102.6,99.6,102.9
669221,336,1354,0.06893485849804802,-0.03655124553989616,0.03545756357841976,0.06784117653657162,103.0,86.0,108.5,102.9
642715,692,2817,0.07150536236625976,-0.018825413653416525,0.01470923434187503,0.06738918305471826,105.6,93.6,104.4,102.8
677008,171,640,0.06804054739517221,-0.0053372893902884294,0.004823491388485606,0.06752674939336938,102.2,99.5,102.4,102.8
696030,183,767,0.05167170036930319,0.001288506065465111,0.013653266206844112,0.06661347264161242,86.2,102.4,104.2,102.6
656305,543,2224,0.0700807392791204,-0.010236710597263625,0.006748438489163339,0.06659246717102012,104.2,97.4,102.8,102.6
669242,442,1576,0.055671126645680885,0.03467073005400963,-0.02384700974776597,0.06649484695192454,90.1,116.8,96.8,102.6
607208,672,2525,0.07580681950606456,0.015798072528488277,-0.025475664118778715,0.06612922791577412,109.8,108.7,96.5,102.5
808982,624,2373,0.06400028376686995,0.044522354602592004,-0.04289978763364926,0.0656228507358127,98.2,121.1,93.0,102.4
686668,552,2004,0.07186300891547615,0.0027639873041820848,-0.008721171442868776,0.06590582477678947,105.9,103.0,99.8,102.4
667472,340,1261,0.04868445934161306,0.018135681888871484,-0.0012001231212729617,0.06562001810921159,83.2,109.7,101.2,102.4
802415,440,1516,0.05337576146927358,0.06292524503445117,-0.0509626641680466,0.06533834233567815,87.8,129.1,91.4,102.3
608324,510,2018,0.06395035977998785,0.03355824394118987,-0.03332914961454921,0.06417945410662851,98.2,116.4,94.9,102.1
608701,220,922,0.05758732430480424,-0.00883779277875568,0.015250222404877868,0.06399975393092643,91.9,98.0,104.5,102.1
596146,500,1933,0.06726851987579807,0.012206579372879285,-0.015720094739022288,0.06375500450965506,101.4,107.1,98.4,102.0
605170,389,1429,0.06601034843208099,0.025765975766695513,-0.028550507626323406,0.0632258165724531,100.2,113.0,95.8,101.9
702616,649,2455,0.06881961457099893,0.002717868022600453,-0.00940514811318658,0.0621323344804128,102.9,103.0,99.6,101.7
664770,511,1938,0.05488956451822625,0.03003574281121118,-0.022670079302545207,0.06225522802689222,89.3,114.8,97.0,101.7
677950,478,1714,0.056880897529910476,0.002434869784653531,0.0032397759607481784,0.06255554327531218,91.3,102.9,102.1,101.7
650859,556,2062,0.07265730722380037,0.0171650589287914,-0.02778307400651885,0.06203929214607293,106.7,109.2,96.0,101.6
609280,349,1244,0.07290381548821595,0.026469901401767353,-0.037373812232366375,0.061999904657616935,106.9,113.3,94.1,101.6
457705,555,2286,0.08548954823644812,-0.02286559715809218,-0.0014152510758300692,0.06120870000252587,119.2,91.9,101.2,101.5
595879,481,1681,0.0403972373396747,0.029904896555228287,-0.008996670297043046,0.06130546359785994,75.1,114.8,99.7,101.5
680777,476,1912,0.04653947720580842,0.030074024769434663,-0.015478839264633969,0.06113466271060911,81.1,114.8,98.4,101.5
661388,694,2694,0.07658500840616053,0.0011034962853341329,-0.016327575029724692,0.06136092966176997,110.5,102.3,98.3,101.5
671732,631,2508,0.05883659205605634,-0.01056734007131927,0.013077933337820227,0.0613471853225573,93.2,97.2,104.0,101.5
643446,459,1718,0.08850238147402996,0.015345552933016853,-0.04326946009734974,0.060578474309697074,122.2,108.5,92.9,101.3
691176,439,1735,0.07107147615002045,-0.010280995721776398,-0.0008973970333888315,0.05989308339485522,105.1,97.3,101.3,101.2
686611,322,1150,0.06594034324317163,0.0033659125577945566,-0.009203335216931625,0.06010292058403457,100.1,103.3,99.7,101.2
624424,487,2051,0.07255459061555117,-0.023429315237514958,0.010687711447789447,0.059812986825825656,106.6,91.6,103.6,101.2
680779,283,1069,0.08270394915008286,-0.021520278734959368,-0.0018138539439576098,0.05936981647116588,116.5,92.5,101.1,101.1
656180,291,1176,0.06282641249726671,-0.04460155170214345,0.04064365961769899,0.05886852041282225,97.1,82.5,109.5,101.0
672695,729,3033,0.06057336656639627,0.035612402828095226,-0.037049402433455766,0.05913636696103573,94.9,117.2,94.2,101.0
663616,579,2230,0.04735508389373443,0.02276673620305535,-0.011013330211297275,0.05910848988549251,81.9,111.7,99.3,101.0
514888,654,2324,0.04812546968694191,0.035873251083753624,-0.024893760947986922,0.05910495982270861,82.7,117.4,96.6,101.0
666139,438,1847,0.06879950482241394,-0.01864813439272309,0.00860762023501178,0.05875899066470264,102.9,93.7,103.2,101.0
695336,295,1184,0.05435125838975786,-0.005934768174010477,0.010437196804918985,0.05885368702066636,88.8,99.2,103.5,101.0
660162,288,1128,0.06234943913000534,-0.007287943508884395,0.002440304803273534,0.05750180042439448,96.6,98.6,102.0,100.7
650333,699,2549,0.052116909359036,0.06872862677885111,-0.06391287700186596,0.05693265913602115,86.6,131.6,88.9,100.6
656976,299,1296,0.04790743624594822,-0.02606200852822369,0.0350430993910904,0.056888527108814924,82.5,90.5,108.4,100.6
687462,411,1697,0.07091356673353555,0.005865715151623941,-0.020682694689808174,0.05609658719535132,105.0,104.3,97.4,100.4
690987,207,763,0.07084821250468007,-0.011894284171442924,-0.0028458321504489484,0.0561080961827882,104.9,96.6,100.9,100.4
701358,500,2037,0.06835578581830086,-0.019319843350039362,0.006612954145069432,0.05564889661333093,102.5,93.4,102.8,100.3
669224,482,1923,0.07042805889939636,-0.010763739410404888,-0.00424810746399719,0.05541621202499429,104.5,97.1,100.6,100.3
668885,186,763,0.0659039017820083,0.022749636713127016,-0.03296492543714389,0.055688613057991436,100.1,111.7,95.0,100.3
694384,576,2203,0.056683746073003166,0.03500956531538403,-0.03677377383154954,0.05491953755683766,91.1,117.0,94.2,100.2
660688,272,905,0.055820235598562834,0.0638392239855761,-0.06511364739651222,0.054545812187626705,90.2,129.5,88.6,100.1
641487,714,2973,0.06814879350981476,0.0015673844604303583,-0.015370734915016017,0.05434544305522909,102.3,102.5,98.4,100.0
677942,266,1041,0.06668197186004433,-0.03807703829581818,0.024975755593531008,0.053580689157757155,100.8,85.3,106.4,99.9
663698,341,1372,0.05040325888229913,-0.0016908223650009613,0.004074032289259638,0.0527864688065578,84.9,101.1,102.3,99.7
