batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional,sb_per_pa_raw,hbp_per_pa_raw,est_bb_rate,est_k_rate,est_tb_rate,est_hbp_rate,est_h_rate,est_r_rate,est_rbi_rate,est_sb_rate,core_fp_per_pa,full_fp_per_pa,fp_per_pa,fp_per_game
Andrew Velazquez,,,,,,623205,2,8,0.0979781330643483,-0.1289673506698028,,-0.1289673506698028,131.4,45.9,,61.7,0.75,0.305,0.791,0.0,0.125,,2,,,0.01,,,,,,,,,,,0.07299620003780326,0.23325900679846806,0.10860469991883709,0.009,,,,0.02,-0.0227,,,
Curtis Washington Jr.,,,,,,690944,2,8,0.0711193178823248,-0.2193024089399347,,-0.2193024089399347,105.2,6.7,,42.8,0.25,0.302,0.776,0.0,0.125,,2,,,0.01,,,,,,,,,,,0.07310310056611621,0.23433292182342377,0.10860469991883709,0.009,,,,0.02,-0.0236,,,
Cade Fergus,,,,,,681495,1,6,-0.1022018181051513,0.0896142173168307,,0.0896142173168307,-64.4,140.7,,107.4,0.333,0.294,0.777,0.167,0.167,,1,,,0.005,,,,,,,,,,,0.07010984086163877,0.2850666990826072,0.16230158105302983,0.009,,,,0.02,-0.0237,,,
Luis Fragoza,,,,,,821613,2,8,0.0523602702953731,-0.2794171756954188,,-0.2794171756954188,86.8,-19.3,,30.2,0.25,0.283,0.782,0.0,0.125,,2,,,0.01,,,,,,,,,,,0.07862969565257914,0.24113438364814319,0.10860469991883709,0.009,,,,0.02,-0.0249,,,
Ryan Kreidler,SS,SS|OF,"SS, OF",True,2.0,668952,154,576,0.0904127267262105,-0.0093708742618734,-0.0515585638395562,-0.0609294381014297,124.0,97.7,91.3,75.9,0.516,0.275,0.742,0.191,0.144,0.328,154,-0.052,0.328,0.435,3B|CF|LF|SS,74.94803059895834,0.1,0.125,0.16666667,108.9,18.0,95.8,0.0,0.00662,0.08243414502129269,0.2656536349843757,0.14011551514285792,0.0081,0.2638,0.1311,0.0549,0.0099,-0.0251,0.1609,0.1609,0.563
Casey Opitz,,,,,,676053,1,8,0.01736339920187,-0.0432992939157395,,-0.0432992939157395,52.6,83.0,,79.6,0.5,0.3,0.772,0.0,0.125,,1,,,0.005,,,,,,,,,,,0.07201950211704448,0.23504886517339424,0.10860469991883709,0.009,,,,0.02,-0.0254,,,
Ralphy Velazquez,,,,,,806252,3,9,0.111347601108321,0.0680153013254989,,0.0680153013254989,144.5,131.3,,102.9,0.778,0.314,0.774,0.333,0.222,,3,,,0.015,,,,,,,,,,,0.07052245230057227,0.34059417539865444,0.21567692397683824,0.009,,,,0.02,-0.0254,,,
Rhys Hoskins,1B,1B|DH,"1B, DH",True,2.0,656555,277,1167,0.0647531002601283,-0.0362661285990314,-0.0571903055417914,-0.0934564341408229,99.0,86.1,90.2,69.1,0.409,0.223,0.745,0.123,0.12,0.331,277,-0.057,0.331,0.581,1B|DH,72.59799479166666,0.1,0.14018692,0.20666667,112.3,94.0,89.5,0.00372,0.01115,0.0983931008273731,0.256913874164007,0.11240910500538781,0.0101,0.26635,0.1387,0.0495,0.0094,-0.0266,0.1616,0.1616,0.566
Jake Rogers,C,C,C,False,1.0,668670,103,405,0.0566477948344278,-0.0109617965294067,-0.0955446736846103,-0.1065064702140171,91.0,97.1,82.6,66.4,0.43,0.295,0.755,0.148,0.116,0.294,103,-0.096,0.294,0.34,C,70.869873046875,0.10909091,0.15384615,0.29090909,106.2,37.0,92.3,0.00971,0.00971,0.0748952776168756,0.22658086557847013,0.1,0.0092,0.2349,0.118,0.0387,0.0158,-0.0267,0.13,0.13,0.455
Ty Southisene,,,,,,807257,5,19,0.0525314502630672,-0.0729192877844502,,-0.0729192877844502,87.0,70.2,,73.4,0.579,0.338,0.765,0.105,0.158,,5,,,0.024,,,,,,,,,,,0.060887421703423955,0.2590580874134066,0.1423662120091978,0.009,,,,0.02,-0.0268,,,
Duke Ellis,,,,,,668752,3,9,0.0768880727891771,0.0891155086384324,,0.0891155086384324,110.8,140.4,,107.3,0.556,0.298,0.772,0.333,0.222,,3,,,0.015,,,,,,,,,,,0.07457800311337685,0.34632172219841817,0.21567692397683824,0.009,,,,0.02,-0.0271,,,
Connor Norby,1B,1B|DH,"1B, DH",True,2.0,681393,234,901,0.0812563116025316,-0.0404869143924791,-0.0640718636645091,-0.1045587780569883,115.1,84.3,88.8,66.8,0.492,0.263,0.742,0.144,0.144,0.323,234,-0.064,0.323,0.539,1B|3B|DH,70.01447177292714,0.05527638,0.07801418,0.22110553,104.9,118.0,88.6,0.02575,0.03433,0.08601406966896917,0.2699492950841985,0.11202309674387467,0.0212,0.25955,0.1357,0.0489,0.0235,-0.0272,0.1574,0.1574,0.551
Jud Fabian,,,,,,682983,5,19,0.0742240359664381,-0.1061094031547006,,-0.1061094031547006,108.2,55.8,,66.5,0.579,0.296,0.786,0.105,0.158,,5,,,0.024,,,,,,,,,,,0.07513795134544417,0.27409289776278634,0.1423662120091978,0.009,,,,0.02,-0.0276,,,
Brewer Hicklen,OF,OF,OF,False,1.0,676551,9,30,0.0388106114438598,0.0045205150620743,-0.0405696134452728,-0.0360490983831984,73.6,103.8,93.5,81.1,0.5,0.298,0.783,0.2,0.167,0.316,9,-0.041,0.316,0.043,RF,,,,,,,97.5,0.0,0.0,0.07335520438260941,0.2836348123826662,0.15484362646035954,0.0087,0.2536,0.1242,0.0573,0.0189,-0.0278,0.1537,0.1537,0.538
Brice Matthews,OF,2B|OF,"2B, OF",True,2.0,694728,233,966,0.0749825757794837,-0.0275801403810152,-0.0386236565531766,-0.0662037969341918,109.0,89.8,93.9,74.8,0.455,0.246,0.679,0.146,0.15,0.347,233,-0.039,0.347,0.538,2B|CF|LF,71.89610706676136,0.07575758,0.125,0.15151515,111.1,77.0,93.8,0.0177,0.0,0.09129956457950575,0.2828733855388477,0.1387991424357431,0.0047,0.27995,0.1391,0.0559,0.0186,-0.0295,0.1655,0.1655,0.579
Michael Helman,OF,OF,OF,False,1.0,680737,41,134,0.0765495580661798,0.0148032217302991,-0.1870399351896373,-0.1722367134593381,110.5,108.2,64.6,52.6,0.597,0.365,0.782,0.231,0.127,0.186,41,-0.187,0.186,0.17,CF|SS,,,,,,,80.8,0.0,0.05714,0.05294681774049109,0.21406023029265425,0.1,0.0158,0.1431,0.0784,0.0167,0.0157,-0.0296,0.0655,0.0655,0.229
Agustín Ramírez,C,C|DH,"C, DH",True,2.0,682663,134,523,0.0831487785349657,-0.0100248891868105,-0.0572680589968194,-0.0672929481836299,116.9,97.5,90.2,74.6,0.486,0.257,0.723,0.168,0.149,0.309,134,-0.057,0.309,0.401,C|DH,75.92297076731221,0.10328638,0.14473684,0.19248826,114.9,129.0,96.4,0.02326,0.0155,0.08800947532794977,0.2777959351173601,0.1274306849310739,0.0113,0.24764999999999998,0.1284,0.0514,0.0215,-0.0296,0.1502,0.1502,0.526
Andrew Pintar,,,,,,801464,4,21,0.0077596302905763,-0.0899362609734087,,-0.0899362609734087,43.2,62.8,,69.8,0.381,0.294,0.781,0.048,0.143,,4,,,0.02,,,,,,,,,,,0.07364675331944996,0.25771241116300625,0.1240385340172877,0.009,,,,0.02,-0.031,,,
LeTrey McCollum,,,,,,701742,3,11,0.0443809314411928,-0.0172253216049861,,-0.0172253216049861,79.0,94.3,,85.1,0.455,0.297,0.774,0.182,0.182,,3,,,0.015,,,,,,,,,,,0.0738554137539157,0.30108921400740196,0.16712465420879563,0.009,,,,0.02,-0.0311,,,
Dairon Blanco,,,,,,680118,3,13,0.1046305029671786,-0.1068751908980406,,-0.1068751908980406,138.0,55.5,,66.3,0.462,0.291,0.782,0.077,0.154,,3,,,0.015,,,,,,,,,,,0.07773103681611936,0.2713237081511124,0.13336314211843492,0.009,,,,0.02,-0.0312,,,
Nate Eaton,OF,OF,OF,False,1.0,681987,46,197,0.054315038182423,-0.0502155145229787,-0.032939077760811,-0.0831545922837898,88.7,80.0,95.0,71.3,0.492,0.321,0.732,0.112,0.168,0.319,46,-0.033,0.319,0.187,CF|LF|RF,,,,,,,91.7,0.05128,0.05128,0.06642930989621824,0.2765412258546559,0.1343363374530836,0.0156,0.25615,0.1251,0.0525,0.0273,-0.0329,0.1447,0.1447,0.506
Marcelo Mayer,2B,2B|SS,"2B, SS",True,2.0,691785,238,871,0.075917273876078,0.0105783350346163,-0.0975663122070002,-0.0869879771723838,109.9,106.4,82.2,70.5,0.511,0.29,0.767,0.2,0.124,0.275,238,-0.098,0.275,0.543,2B|SS,74.67813173491379,0.11034483,0.14545455,0.26896552,109.1,97.0,93.2,0.01316,0.01316,0.07713006991106248,0.23748881992659657,0.1,0.011,0.21875,0.1135,0.0416,0.0158,-0.0336,0.1215,0.1215,0.425
Eduardo Quintero,,,,,,808234,6,24,-0.0061108931538723,-0.0245399566410034,,-0.0245399566410034,29.6,91.2,,83.5,0.5,0.304,0.788,0.125,0.167,,6,,,0.029,,,,,,,,,,,0.06997264532474747,0.2814869823327548,0.14879697621688553,0.009,,,,0.02,-0.0337,,,
Colt Emerson,SS,3B|SS,"3B, SS",True,2.0,806068,168,684,0.0528181288875176,-0.0252668850695919,-0.0441152370714117,-0.0693821221410037,87.3,90.9,92.8,74.1,0.507,0.312,0.745,0.139,0.154,0.311,168,-0.044,0.311,0.457,3B|SS,,,,,,,94.5,0.01754,0.0117,0.06928764755683577,0.2638063029764225,0.13168574758068236,0.0101,0.24934999999999996,0.1216,0.0513,0.0187,-0.034,0.1389,0.1389,0.486
Juan Brito,2B,2B,2B,False,1.0,682877,56,235,0.0544814489514238,-0.0139622545542965,-0.0492386018699625,-0.063200856424259,88.9,95.8,91.8,75.4,0.485,0.33,0.759,0.145,0.149,0.315,56,-0.049,0.315,0.219,2B,68.58339556525735,0.06862745,0.09722222,0.20588235,107.2,56.0,96.7,0.0,0.01786,0.06353152711525338,0.25166400284343815,0.12827228407724317,0.0106,0.25275,0.1209,0.0504,0.0146,-0.0347,0.1366,0.1366,0.478
Tyler Black,DH,DH,DH,False,1.0,672012,28,97,0.0608183051103315,0.0120589386274236,-0.1293632976393267,-0.1173043590119031,95.1,107.0,76.0,64.1,0.536,0.317,0.773,0.206,0.124,0.233,28,-0.129,0.233,0.123,DH|LF,71.32557588465073,0.0,0.0,0.20588235,98.6,22.0,85.7,0.0,0.0,0.06793050919037712,0.22782358470199526,0.1,0.0081,0.18305,0.0959,0.0317,0.0169,-0.0349,0.0927,0.0927,0.324
Drew Waters,,,,,,671221,5,16,0.0627829441344674,0.0123149460981843,,0.0123149460981843,97.0,107.1,,91.2,0.625,0.306,0.779,0.188,0.188,,5,,,0.024,,,,,,,,,,,0.07154273359143634,0.30470604091243514,0.169053883471102,0.009,,,,0.02,-0.0351,,,
Tanner Murray,OF,OF,OF,False,1.0,695020,36,120,0.0594876730700741,0.0138455401912913,-0.0505063169368254,-0.036660776745534,93.8,107.8,91.5,81.0,0.483,0.294,0.736,0.208,0.167,0.323,36,-0.051,0.323,0.153,3B|LF|SS,73.81751650855655,0.14285714,0.2,0.30952381,108.6,33.0,97.4,0.0,0.0303,0.07531002256076266,0.2850666990826072,0.1467556539055067,0.0117,0.25955,0.1282,0.056,0.0161,-0.0352,0.149,0.149,0.522
Adam Frazier,2B,2B,2B,False,1.0,624428,100,410,0.0700957276572018,-0.0369971292724505,-0.0897333435814802,-0.1267304728539308,104.2,85.8,83.8,62.1,0.498,0.278,0.77,0.139,0.122,0.276,100,-0.09,0.276,0.333,2B|DH|LF,65.55186304552802,0.00862069,0.01136364,0.19827586,104.1,64.0,87.3,0.0,0.01075,0.08081518154633184,0.23950495603311922,0.1,0.0095,0.21960000000000002,0.1147,0.0391,0.012,-0.0372,0.1166,0.1166,0.408
J. C. Escarra,C,C,C,False,1.0,641555,101,384,0.0602762306040312,0.0177471760065674,-0.0929162840872589,-0.0751691080806914,94.6,109.5,83.2,72.9,0.453,0.278,0.739,0.19,0.12,0.287,101,-0.093,0.287,0.336,C,70.12776159067623,0.1147541,0.18421053,0.26229508,109.0,36.0,95.6,0.0,0.0,0.08049962058355314,0.23722543203981922,0.1,0.0064,0.22895,0.1169,0.0426,0.012,-0.0383,0.1212,0.1212,0.424
Cj Kayfus,OF,OF,OF,False,1.0,692216,36,150,0.0802139277526949,-0.0127634011685808,-0.0143512600255302,-0.0271146611941111,114.1,96.3,98.6,83.0,0.533,0.295,0.736,0.153,0.187,0.392,36,-0.014,0.392,0.153,LF|RF,70.433212890625,0.08,0.125,0.16,104.5,25.0,98.6,0.0,0.04,0.07565459618356184,0.30750396734062263,0.16455872057811066,0.0129,0.3182,0.1505,0.0639,0.0161,-0.0383,0.1761,0.1761,0.616
Colby Thomas,OF,OF,OF,False,1.0,687515,110,411,0.0779274598159757,-0.0255651410936658,-0.0271036837283195,-0.0526688248219853,111.8,90.7,96.1,77.6,0.596,0.375,0.729,0.182,0.182,0.35,110,-0.027,0.35,0.355,LF|RF,75.81100260416666,0.16666667,0.27777778,0.2,107.8,18.0,95.4,0.00935,0.0,0.04976248665676803,0.2731674233585538,0.1618321760301763,0.0062,0.2825,0.1252,0.0591,0.0155,-0.0399,0.1444,0.1444,0.505
Alika Williams,SS,SS,SS,False,1.0,675961,95,379,0.0679078253228087,-0.0227555938568552,-0.0756895661880252,-0.0984451600448804,102.0,91.9,86.6,68.1,0.525,0.319,0.758,0.161,0.129,0.296,95,-0.076,0.296,0.322,2B|SS,,,,,,,90.4,0.0,0.0,0.06751190597288775,0.232806451335275,0.10663416334532877,0.0065,0.23659999999999998,0.1149,0.0442,0.0122,-0.04,0.1191,0.1191,0.417
Nolan Gorman,3B,3B|DH,"3B, DH",True,2.0,669357,230,952,0.0721460631633193,-0.0439889868130048,-0.0004347502469657,-0.0444237370599705,106.2,82.7,101.4,79.4,0.495,0.296,0.694,0.136,0.184,0.364,230,-0.0,0.364,0.535,3B|DH,72.20192042951543,0.0969163,0.14379085,0.20264317,111.9,126.0,98.2,0.0,0.0,0.0750722094781986,0.30372670967568727,0.17447391327752404,0.0047,0.2944,0.1384,0.0643,0.0079,-0.0416,0.1611,0.1611,0.564
Zack Short,SS,SS,SS,False,1.0,670097,61,271,0.065204839711242,-0.0515741749375695,-0.0779705395874264,-0.129544714524996,99.4,79.4,86.1,61.6,0.446,0.289,0.757,0.122,0.129,0.29,61,-0.078,0.29,0.234,2B|SS,,,,,,,85.9,0.0,0.01613,0.07710763143776656,0.24354560158483196,0.1,0.0104,0.23149999999999998,0.118,0.0411,0.0142,-0.0418,0.1173,0.1173,0.411
Mario Camilletti,,,,,,680519,1,7,0.1439513323151183,-0.1836776370738685,,-0.1836776370738685,176.4,22.2,,50.2,0.429,0.293,0.784,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.0783478680077476,0.2580703828379915,0.10860469991883709,0.009,,,,0.02,-0.0421,,,
Kyle Farmer,DH,DH,DH,False,1.0,571657,26,89,0.0318871788522052,0.0107467545682633,-0.0613665201394051,-0.0506197655711418,66.8,106.5,89.4,78.1,0.517,0.307,0.757,0.191,0.157,0.303,26,-0.061,0.303,0.115,DH,66.70755440848214,0.04761905,0.0625,0.28571429,96.7,13.0,94.4,0.0,0.0,0.0702273250662851,0.2690154473412988,0.13078289665809917,0.0082,0.24255,0.1188,0.0506,0.017,-0.0428,0.1266,0.1266,0.443
Carlos Santana,1B,1B,1B,False,1.0,467793,38,163,0.0680628392871814,7.742392688607052e-05,-0.1728140890191142,-0.1727366650922281,102.2,101.8,67.4,52.5,0.485,0.278,0.762,0.16,0.129,0.217,38,-0.173,0.217,0.16,1B,71.61241658528645,0.0625,0.08571429,0.20833333,107.2,26.0,82.4,0.0,0.0,0.08074943967908628,0.2474832900096695,0.1,0.0078,0.16945,0.0955,0.0173,0.016,-0.0429,0.0699,0.0699,0.245
Connor Caskenette,,,,,,683353,1,7,0.1101097188353058,-0.24014087291121,,-0.24014087291121,143.3,-2.3,,38.4,0.429,0.3,0.784,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.07500089579663069,0.2555645811130949,0.10860469991883709,0.009,,,,0.02,-0.043,,,
Robert Moore,,,,,,691001,1,7,0.1082526150502709,-0.2379480470770318,,-0.2379480470770318,141.5,-1.4,,38.9,0.429,0.299,0.783,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.07526443444585294,0.2559225527880801,0.10860469991883709,0.009,,,,0.02,-0.0431,,,
Jacob Burke,,,,,,804240,2,5,0.1330832915875379,-0.115745334904965,,-0.115745334904965,165.8,51.6,,64.4,0.6,0.292,0.779,0.2,0.2,,2,,,0.01,,,,,,,,,,,0.0783221424410894,0.3233947883220288,0.17291234199571465,0.009,,,,0.02,-0.0432,,,
Ryan Galanie,,,,,,814436,5,20,0.1212125811412018,-0.0350119249191851,,-0.0350119249191851,154.2,86.6,,81.3,0.55,0.289,0.752,0.2,0.2,,5,,,0.024,,,,,,,,,,,0.07890895860029494,0.32446870334698447,0.17291234199571465,0.009,,,,0.02,-0.0436,,,
DJ Gladney,,,,,,687554,1,7,0.0951701857611781,-0.2480244837341982,,-0.2480244837341982,128.7,-5.7,,36.8,0.429,0.293,0.784,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.07677992447394097,0.2580703828379915,0.10860469991883709,0.009,,,,0.02,-0.0437,,,
Brock Rodden,,,,,,801126,2,12,0.1010948766675898,-0.1053865472079575,,-0.1053865472079575,134.5,56.1,,66.6,0.583,0.303,0.777,0.083,0.167,,2,,,0.01,,,,,,,,,,,0.07374351259152041,0.28184495400774007,0.1352923713807413,0.009,,,,0.02,-0.0438,,,
Josh Rojas,3B,3B,3B,False,1.0,668942,39,146,0.038779286307469,0.0283422549261831,-0.1540073769152373,-0.1256651219890541,73.5,114.1,71.1,62.4,0.514,0.312,0.792,0.185,0.13,0.225,39,-0.154,0.225,0.163,2B|3B|SS,,,,,,,87.4,0.0,0.0,0.06883402867284139,0.23645201505682167,0.1,0.0078,0.17625000000000002,0.0936,0.0235,0.0159,-0.0439,0.0732,0.0732,0.256
Cal Conley,,,,,,695462,4,15,0.1156525139747607,-0.0333993904173713,,-0.0333993904173713,148.7,87.3,,81.7,0.467,0.284,0.777,0.2,0.2,,4,,,0.02,,,,,,,,,,,0.08034170011408599,0.32625856172191064,0.17291234199571465,0.009,,,,0.02,-0.044,,,
Tommy Pham,OF,OF,OF,False,1.0,502054,14,60,0.048799030591431,-0.0449529259763363,-0.1788089065341228,-0.2237618325104592,83.3,82.3,66.2,41.8,0.45,0.307,0.771,0.1,0.133,0.203,14,-0.179,0.203,0.065,LF,69.34276835123698,0.08333333,0.125,0.16666667,106.0,14.0,74.4,0.0,0.0,0.07076969547106099,0.24166115942169797,0.1,0.0085,0.15755000000000002,0.0876,0.01,0.0183,-0.0441,0.0535,0.0535,0.187
Cameron Leary,,,,,,802474,1,5,0.0865532435148911,-0.0019393211977785,,-0.0019393211977785,120.3,101.0,,88.3,0.6,0.302,0.775,0.2,0.2,,1,,,0.005,,,,,,,,,,,0.0735994516638202,0.3198150715721765,0.17291234199571465,0.009,,,,0.02,-0.0443,,,
Cj Alexander,,,,,,680769,1,7,0.0787477141875109,-0.2283389716924688,,-0.2283389716924688,112.6,2.8,,40.9,0.571,0.29,0.784,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.077218821431844,0.25914429786294724,0.10860469991883709,0.009,,,,0.02,-0.0443,,,
Kodey Shojinaga,,,,,,809975,1,5,0.0751090305163581,0.0535908774512177,,0.0535908774512177,109.1,125.0,,99.9,0.4,0.302,0.771,0.2,0.2,,1,,,0.005,,,,,,,,,,,0.07323129720724506,0.3198150715721765,0.17291234199571465,0.009,,,,0.02,-0.0447,,,
Dasan Brown,,,,,,672018,5,20,0.1031140231908788,0.0162363146663808,,0.0162363146663808,136.5,108.8,,92.1,0.45,0.274,0.775,0.2,0.2,,5,,,0.024,,,,,,,,,,,0.08316773802132073,0.32983827847176295,0.17291234199571465,0.009,,,,0.02,-0.0448,,,
Won-Bin Cho,,,,,,800231,1,7,0.0581229615427819,-0.2221280685071203,,-0.2221280685071203,92.5,5.5,,42.2,0.429,0.29,0.782,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.0765581156660261,0.25914429786294724,0.10860469991883709,0.009,,,,0.02,-0.045,,,
David Fry,OF,OF|DH,"OF, DH",True,2.0,681807,155,682,0.0620397156242959,-0.0306938948864193,-0.0637766249614973,-0.0944705198479166,96.3,88.5,88.9,68.9,0.43,0.27,0.721,0.128,0.13,0.306,155,-0.064,0.306,0.437,C|DH|LF|RF,71.07203400440706,0.08974359,0.12280702,0.16666667,105.4,48.0,90.3,0.0,0.0,0.08313715180865802,0.25148682540620143,0.10782953572744686,0.0056,0.24509999999999998,0.1235,0.0459,0.0098,-0.0451,0.1243,0.1243,0.435
Jordan Groshans,,,,,,677954,2,5,0.0566355983296796,-0.0555863999447211,,-0.0555863999447211,91.0,77.7,,77.0,0.6,0.304,0.777,0.2,0.2,,2,,,0.01,,,,,,,,,,,0.07199092064918619,0.319099128222206,0.17291234199571465,0.009,,,,0.02,-0.0452,,,
Brock Jones,,,,,,677342,1,7,0.0311535844900153,-0.091842766495174,,-0.091842766495174,66.1,62.0,,69.4,0.429,0.307,0.77,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.07020431541274916,0.25305877938819826,0.10860469991883709,0.009,,,,0.02,-0.0452,,,
Riley Unroe,,,,,,624523,6,22,0.068770949638539,-0.0392313286108627,,-0.0392313286108627,102.9,84.8,,80.5,0.409,0.285,0.76,0.136,0.182,,6,,,0.029,,,,,,,,,,,0.07851350502441937,0.30538487410722476,0.15233389653111384,0.009,,,,0.02,-0.0455,,,
Harry Genth,,,,,,702025,1,7,0.0353414422642867,-0.242342380650245,,-0.242342380650245,70.2,-3.3,,37.9,0.286,0.293,0.781,0.0,0.143,,1,,,0.005,,,,,,,,,,,0.0748569748570083,0.2580703828379915,0.10860469991883709,0.009,,,,0.02,-0.0456,,,
Darlyn De Leon,,,,,,800391,2,5,0.0365733535847365,-0.0796281805508517,,-0.0796281805508517,71.4,67.3,,72.0,0.6,0.309,0.784,0.2,0.2,,2,,,0.01,,,,,,,,,,,0.06973311870146334,0.3173092698472798,0.17291234199571465,0.009,,,,0.02,-0.0457,,,
Christopher Morel,1B,1B,1B,False,1.0,666624,79,275,0.0574328853812974,-0.0232056789662348,-0.048389005409481,-0.0715946843757159,91.8,91.7,91.9,73.7,0.513,0.291,0.74,0.156,0.164,0.314,79,-0.048,0.314,0.283,1B|DH,77.04766438802083,0.2,0.33333333,0.33333333,109.4,13.0,91.5,0.0137,0.0137,0.0762123996827469,0.28272132811761275,0.13235853804418385,0.0101,0.25189999999999996,0.1251,0.0521,0.0178,-0.0463,0.1309,0.1309,0.458
James Mccann,C,C,C,False,1.0,543510,76,288,0.0483617516772146,-0.0007380733369895,-0.0657944954964443,-0.0665325688334338,82.9,101.5,88.5,74.7,0.524,0.364,0.727,0.188,0.153,0.298,76,-0.066,0.298,0.275,C,72.58206309442934,0.07608696,0.11666667,0.23913043,108.3,52.0,96.5,0.0,0.0,0.05236228630224562,0.24405201388054043,0.12522578126241785,0.0069,0.23829999999999996,0.1101,0.0479,0.0133,-0.0463,0.1117,0.1117,0.391
Sean Keys,DH,DH,DH,False,1.0,815873,36,166,0.0872286500711701,-0.0529812187683199,-0.0811059845400508,-0.1340872033083708,120.9,78.8,85.5,60.6,0.482,0.284,0.736,0.127,0.133,0.307,36,-0.081,0.307,0.153,1B|DH,,,,,,,83.6,0.0,0.0,0.07942788815937268,0.2498945079463583,0.1,0.0079,0.24595,0.1233,0.0415,0.0161,-0.0465,0.1183,0.1183,0.414
Austin Hendrick,,,,,,690988,2,7,0.0064327160104981,-0.249713356989997,,-0.249713356989997,41.9,-6.5,,36.4,0.286,0.295,0.778,0.0,0.143,,2,,,0.01,,,,,,,,,,,0.07328131477599707,0.25735443948802106,0.10860469991883709,0.009,,,,0.02,-0.0465,,,
Bryce Johnson,OF,OF,OF,False,1.0,669369,56,219,0.0432318745254462,-0.0171023164411609,-0.1316910932565434,-0.1487934096977044,77.9,94.4,75.5,57.5,0.47,0.292,0.697,0.137,0.155,0.229,56,-0.132,0.229,0.219,CF|LF|RF,68.21347943474265,0.0,0.0,0.20588235,96.2,26.0,83.6,0.10204,0.0,0.07543278737564697,0.27210549847277715,0.1,0.0074,0.17964999999999998,0.0971,0.0259,0.0423,-0.047,0.076,0.076,0.266
Weston Wilson,3B,3B,3B,False,1.0,642215,69,285,0.0769616363559168,-0.0278053531953044,-0.081150020815621,-0.1089553740109254,110.9,89.8,85.5,65.9,0.477,0.299,0.735,0.144,0.151,0.307,69,-0.081,0.307,0.257,3B|LF|RF,71.75179234946647,0.12195122,0.17241379,0.12195122,110.3,21.0,89.6,0.06061,0.01515,0.07425858387699585,0.2650406487612804,0.1,0.0103,0.24595,0.1223,0.0427,0.0328,-0.0477,0.1173,0.1173,0.411
Spencer Jones,OF,OF,OF,False,1.0,682987,87,372,0.0707662545293515,-0.047172462837895,0.0108769595003269,-0.036295503337568,104.8,81.4,103.6,81.1,0.527,0.323,0.709,0.113,0.204,0.386,87,0.011,0.386,0.303,CF|DH|RF,,,,,,,97.5,0.0122,0.0,0.06631311926805848,0.3168567143840867,0.1780591538815791,0.0067,0.3131,0.1429,0.0659,0.0171,-0.0487,0.1601,0.1601,0.56
Chad Stevens,2B,2B,2B,False,1.0,677060,41,177,0.056430858528954,-0.0360925203673191,-0.1491469366175918,-0.185239456984911,90.8,86.2,72.1,49.9,0.503,0.349,0.751,0.113,0.136,0.227,41,-0.149,0.227,0.17,2B|3B,,,,,,,78.7,0.0,0.0,0.057462561624014606,0.23004563506226833,0.1,0.0077,0.17795,0.09,0.0186,0.0157,-0.0492,0.0594,0.0594,0.208
Ronny Mauricio,SS,SS,SS,False,1.0,677595,50,172,0.039208901984234,-0.0059209122159559,-0.0296521469140544,-0.0355730591300103,74.0,99.2,95.6,81.2,0.634,0.426,0.745,0.186,0.192,0.32,50,-0.03,0.32,0.2,2B|3B|SS,75.28987862723214,0.07142857,0.1,0.15714286,111.3,32.0,99.4,0.0,0.0,0.03206194254892028,0.2663084879008074,0.161250415882861,0.0075,0.257,0.1097,0.0565,0.015,-0.0505,0.1157,0.1157,0.405
Alex Jackson,C,C,C,False,1.0,656577,62,231,0.0766669102136329,-0.0136422582637051,-0.0950333284830632,-0.1086755867467684,110.6,95.9,82.7,65.9,0.584,0.345,0.743,0.186,0.143,0.278,62,-0.095,0.278,0.237,C,,,,,,,92.1,0.0,0.03509,0.05940423142871873,0.23945585573875944,0.1,0.0142,0.2213,0.1091,0.0404,0.0142,-0.0517,0.0978,0.0978,0.342
Dylan Carlson,OF,OF,OF,False,1.0,666185,17,65,0.0268425202948982,-0.0062336494405941,-0.2804002430238915,-0.2866338924644857,61.9,99.1,46.2,28.7,0.4,0.274,0.746,0.138,0.138,0.139,17,-0.28,0.139,0.078,LF,,,,,,,66.7,0.0,0.0,0.08071556637306129,0.25917303467946073,0.1,0.0084,0.10315,0.0711,-0.0145,0.018,-0.0521,0.0045,0.0045,0.016
