rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,data_quality_tag,marcel_baseline,data_driven_estimate,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,sigma_calibration_method,xfp_rp3_p25,xfp_rp3_p75,xfp_rp3_decision_p25,xfp_rp3_decision_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior,shadow_velo_pct_prior,shadow_bb_pct_prior,high_k_z_year_prior
64,681035,"Scott, Christian",15,3.0,11.713333333333331,15.533333333333331,3.82,10.46702014020545,rp3_model,marcel_il,10.467,11.621417996895152,1,11.621417996895152,9.932314987664537,4.121292526001882,global_alpha_v1,4.922071537715424,18.32076445607488,8.841606188106883,14.40122980568342,,,,1.0,11.62,12.555,-0.934,il,,,,,,,0.0,False,,,
65,667755,"Soriano, José",22,3.0,12.58181818181818,11.233333333333333,-1.348,10.395146252920943,rp3_model,data_driven_full,10.395,11.620264264281868,0,11.620264264281868,9.932314987664537,4.121292526001882,global_alpha_v1,4.92091780510214,18.3196107234616,8.8404524554936,14.400076073070135,,,,1.0,11.62,12.555,-0.935,hold,100.0,45.0,63.4,0.6566,0.0303,51.0,2.0,False,95.41984732824427,8.778625954198473,0.27841484982159553
66,669467,"Pallante, Andre",21,3.0,10.866666666666664,16.866666666666664,6.0,8.06222958625428,rp3_model,data_driven_full,8.062,11.558876120485188,0,11.558876120485188,9.932314987664537,4.121292526001882,global_alpha_v1,4.85952966130546,18.25822257966492,8.779064311696919,14.338687929273457,,,,1.0,11.56,12.555,-0.997,hold,58.9,33.0,51.7,0.3981,0.0509,46.0,0.21,True,71.7557251908397,47.70992366412214,-1.112948909566729
67,675512,"Melton, Troy",11,3.0,16.99090909090909,16.066666666666666,-0.924,10.46702014020545,rp3_model,data_driven_full,10.467,11.558817478000302,0,11.558817478000302,9.932314987664537,4.121292526001882,global_alpha_v1,4.859471018820574,18.25816393718003,8.779005669212033,14.33862928678857,,,,1.0,11.56,12.555,-0.997,hold,,,,,,,0.0,False,,,
68,700712,"Ureña, Walbert",17,2.0,12.541176470588235,16.799999999999997,4.259,10.46702014020545,rp3_model,data_driven_full,10.467,11.49263212212129,0,11.49263212212129,9.932314987664537,4.121292526001882,global_alpha_v1,4.793285662941561,18.19197858130102,8.71282031333302,14.272443930909558,MIL,1.0245,1.0245,0.9900482741478795,11.38,12.555,-1.063,hold,,0.0,,,,,0.0,False,,,
69,669461,"Liberatore, Matthew",21,2.0,6.709523809523809,1.25,-5.46,8.819083892783482,rp3_model,data_driven_full,8.819,11.49251267140926,0,11.49251267140926,9.932314987664537,4.121292526001882,global_alpha_v1,4.793166212229532,18.191859130588988,8.712700862620991,14.272324480197527,,,,1.0,11.49,12.555,-1.063,hold,44.7,21.0,100.0,0.6016,0.2819,45.0,4.0,False,49.23664122137404,90.45801526717557,-0.28234424041550904
70,680694,"Bradish, Kyle",21,2.0,10.79047619047619,6.549999999999999,-4.24,14.142474744221335,rp3_model,data_driven_full,14.142,11.4800959558714,0,11.4800959558714,9.932314987664537,4.121292526001882,global_alpha_v1,4.780749496691672,18.179442415051128,8.700284147083131,14.259907764659667,PHI,0.9913,0.9913,0.981514380305894,11.27,12.555,-1.075,hold,9.8,6.0,100.0,0.7073,0.4757,,0.0,False,70.61068702290076,78.62595419847328,1.4598331134541231
71,650633,"King, Michael",22,3.0,12.895454545454545,11.966666666666663,-0.929,12.824675503505134,rp3_model,data_driven_full,12.825,11.479875275994344,0,11.479875275994344,9.932314987664537,4.121292526001882,global_alpha_v1,4.780528816814617,18.179221735174075,8.700063467206077,14.259687084782614,SF,0.9873,0.9873,1.0798744347318745,12.4,12.555,-1.076,hold,53.4,31.0,85.2,0.8299,0.1646,50.0,-18.0,False,45.41984732824427,42.74809160305343,1.0930247290855764
72,641154,"López, Pablo",0,0.0,13.48506722642484,13.48506722642484,0.0,13.48506722642484,marcel_il,marcel_il,13.485,,1,11.46,9.932314987664537,4.121292526001882,global_alpha_v1,4.760653540820273,18.15934645917973,8.680188191211732,14.23981180878827,,,,1.0,11.46,12.555,-1.095,il,,,,,,60.0,-5.5,False,64.50381679389314,52.29007633587786,0.6012560348800456
73,657277,"Webb, Logan",19,3.0,12.33157894736842,12.166666666666666,-0.165,13.818805666751295,rp3_model,data_driven_full,13.819,11.434484432514424,0,11.434484432514424,9.932314987664537,4.121292526001882,global_alpha_v1,4.735137973334697,18.133830891694156,8.654672623726157,14.214296241302694,,,,1.0,11.43,12.555,-1.121,hold,28.5,49.0,100.0,0.7966,0.244,63.0,2.0,False,36.6412213740458,87.78625954198473,0.4794190178723509
74,657006,"Steele, Justin",0,0.0,13.347304192151975,13.347304192151975,0.0,13.347304192151975,marcel_il,marcel_il,13.347,,1,11.35,9.932314987664537,4.121292526001882,global_alpha_v1,4.650653540820271,18.049346459179727,8.57018819121173,14.129811808788268,,,,1.0,11.35,12.555,-1.205,il,,,,,,,0.0,False,,,
75,623211,"Brazobán, Huascar",6,0.0,1.85,1.85,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,11.277971646445302,0,11.277971646445302,9.932314987664537,4.121292526001882,global_alpha_v1,4.578625187265573,17.97731810562503,8.498159837657033,14.05778345523357,,,,1.0,11.28,12.555,-1.277,hold,,,,,,,0.0,False,,,
76,669194,"Nelson, Ryne",14,0.0,10.842857142857142,10.842857142857142,0.0,10.24153754272177,rp3_model,marcel_il,10.242,11.205846107093697,1,11.205846107093697,9.932314987664537,4.121292526001882,global_alpha_v1,4.506499647913967,17.905192566273424,8.426034298305426,13.985657915881964,,,,1.0,11.21,12.555,-1.35,il,26.4,19.0,100.0,0.6333,0.3922,48.0,6.5,False,79.77099236641222,75.57251908396947,-0.13073934228478204
77,595345,Steven Okert,2,0.0,3.55,3.55,0.0,9.931840042727917,rp3_model,data_driven_thin,9.932,,0,11.119501223656396,9.932314987664537,4.121292526001882,global_alpha_v1,4.420154764476668,17.818847682836125,8.339689414868127,13.899313032444663,,,,1.0,11.12,12.555,-1.436,hold,,,,,,,0.0,False,,,
78,663567,"Lambert, Peter",18,3.0,13.816666666666665,13.699999999999998,-0.117,8.987765807921768,rp3_model,data_driven_full,8.988,11.1048354056757,0,11.1048354056757,9.932314987664537,4.121292526001882,global_alpha_v1,4.405488946495971,17.804181864855426,8.32502359688743,13.884647214463968,,,,1.0,11.1,12.555,-1.451,hold,93.9,31.0,69.6,0.3617,0.244,,0.0,False,,,
79,680736,"Wrobleski, Justin",17,2.0,15.54705882352941,14.349999999999998,-1.197,10.46702014020545,rp3_model,data_driven_full,10.467,11.101170732879346,0,11.101170732879346,9.932314987664537,4.121292526001882,global_alpha_v1,4.401824273699618,17.800517192059075,8.321358924091077,13.880982541667615,,,,1.0,11.1,12.555,-1.454,hold,100.0,4.0,,,,,0.0,False,,,
80,694297,"Pfaadt, Brandon",9,3.0,11.244444444444444,13.166666666666664,1.922,9.6986602325678,rp3_model,data_driven_full,9.699,11.03724617983388,0,11.03724617983388,9.932314987664537,4.121292526001882,global_alpha_v1,4.3378997206541525,17.736592639013608,8.257434371045612,13.81705798862215,,,,1.0,11.04,12.555,-1.518,hold,27.2,22.0,100.0,0.5642,0.4024,45.0,0.0,True,38.54961832061068,83.96946564885496,-0.2537450596130861
81,681517,"Leahy, Kyle",21,3.0,10.066666666666666,15.733333333333327,5.667,10.46702014020545,rp3_model,data_driven_full,10.467,11.026580289123295,0,11.026580289123295,9.932314987664537,4.121292526001882,global_alpha_v1,4.327233829943567,17.725926748303024,8.246768480335026,13.806392097911564,,,,1.0,11.03,12.555,-1.529,hold,,0.0,,,,,0.0,False,,,
82,663436,"Martin, Davis",21,3.0,11.795238095238094,12.0,0.205,8.85373588647663,rp3_model,data_driven_full,8.854,11.016085753004194,0,11.016085753004194,9.932314987664537,4.121292526001882,global_alpha_v1,4.316739293824466,17.715432212183924,8.236273944215926,13.795897561792463,,,,1.0,11.02,12.555,-1.539,hold,100.0,39.0,75.0,0.6106,0.0801,40.0,-12.0,False,52.29007633587786,63.358778625954194,-0.46500179246196516
83,607074,"Rodón, Carlos",9,0.0,12.188888888888888,12.188888888888888,0.0,13.020282197925896,rp3_model,marcel_il,13.02,11.01238425956946,1,11.01238425956946,9.932314987664537,4.121292526001882,global_alpha_v1,4.313037800389732,17.711730718749187,8.232572450781191,13.792196068357727,,,,1.0,11.01,12.555,-1.543,il,,,,,,59.0,10.0,False,56.87022900763359,27.480916030534353,0.3019567815173969
84,676974,"Meyer, Max",20,1.0,13.48,4.899999999999999,-8.58,8.35903762111034,rp3_model,marcel_il,8.359,11.003869912357638,1,11.003869912357638,9.932314987664537,4.121292526001882,global_alpha_v1,4.30452345317791,17.703216371537366,8.22405810356937,13.783681721145909,,,,1.0,11.0,12.555,-1.552,il,100.0,19.0,56.2,0.6487,0.0039,52.0,18.0,False,77.48091603053436,93.89312977099237,0.45726324499581467
85,676440,"Bibee, Tanner",23,3.0,11.643478260869562,13.899999999999997,2.257,12.257200837607318,rp3_model,data_driven_full,12.257,10.98472132332995,0,10.98472132332995,9.932314987664537,4.121292526001882,global_alpha_v1,4.285374864150222,17.68406778250968,8.204909514541681,13.76453313211822,,,,1.0,10.98,12.555,-1.571,hold,28.4,23.0,90.9,0.6872,0.1528,53.0,-2.5,True,22.137404580152673,66.41221374045801,-0.12355645141400232
86,687075,"Sproat, Brandon",18,2.0,8.655555555555555,7.949999999999997,-0.706,10.46702014020545,rp3_model,data_driven_full,10.467,10.965522337000513,0,10.965522337000513,9.932314987664537,4.121292526001882,global_alpha_v1,4.266175877820785,17.66486879618024,8.185710528212244,13.745334145788782,,,,1.0,10.97,12.555,-1.59,hold,0.0,0.0,,,,,0.0,False,86.64122137404581,85.1145038167939,
87,643377,"Jax, Griffin",17,3.0,10.470588235294118,12.666666666666666,2.196,10.46702014020545,rp3_model,data_driven_full,10.467,10.944253230397113,0,10.944253230397113,9.932314987664537,4.121292526001882,global_alpha_v1,4.244906771217383,17.64359968957684,8.164441421608842,13.72406503918538,CWS,1.0193,1.0193,0.95722315596765,10.48,12.555,-1.611,hold,,,,,,,0.0,False,,,
88,695611,"Jump, Gage",12,3.0,10.958333333333334,8.4,-2.558,10.46702014020545,rp3_model,data_driven_full,10.467,10.883305077063838,0,10.883305077063838,9.932314987664537,4.121292526001882,global_alpha_v1,4.18395861788411,17.582651536243567,8.10349326827557,13.663116885852109,DET,1.0087,1.0087,0.9390811100540424,10.22,12.555,-1.672,hold,,,,,,,0.0,False,,,
89,676106,"Hancock, Emerson",20,3.0,13.434999999999995,8.933333333333332,-4.502,8.083867974226774,rp3_model,data_driven_full,8.084,10.878706087413194,0,10.878706087413194,9.932314987664537,4.121292526001882,global_alpha_v1,4.179359628233466,17.57805254659292,8.098894278624925,13.658517896201465,,,,1.0,10.88,12.555,-1.677,hold,100.0,25.0,87.0,0.6607,0.2141,41.0,7.0,False,63.358778625954194,22.900763358778626,-0.5180459095616506
90,623454,Drew Anderson,2,0.0,14.099999999999998,14.099999999999998,0.0,8.750857763852897,rp3_model,data_driven_thin,8.751,,0,10.871005662097632,9.932314987664537,4.121292526001882,global_alpha_v1,4.171659202917904,17.57035212127736,8.091193853309363,13.6508174708859,,,,1.0,10.87,12.555,-1.684,hold,,,,,,,0.0,False,,,
91,688107,"Gasser, Robert",12,4.0,10.308333333333332,9.425,-0.883,10.46702014020545,rp3_model,data_driven_full,10.467,10.867062330438952,0,10.867062330438952,9.932314987664537,4.121292526001882,global_alpha_v1,4.167715871259225,17.56640878961868,8.087250521650684,13.646874139227222,LAA,0.9767,0.9767,1.0385015428120228,11.29,12.555,-1.688,hold,,,,,,,0.0,False,,,
92,669358,"Baz, Shane",22,4.0,10.368181818181816,10.824999999999998,0.457,11.387662503245496,rp3_model,data_driven_full,11.388,10.8659356499231,0,10.8659356499231,9.932314987664537,4.121292526001882,global_alpha_v1,4.1665891907433705,17.565282109102828,8.08612384113483,13.645747458711368,PHI,0.9913,0.9913,0.981514380305894,10.67,12.555,-1.69,hold,20.4,10.0,100.0,0.6645,0.2549,53.0,3.0,False,83.58778625954199,32.44274809160305,0.4112543682467942
93,663556,"McClanahan, Shane",20,3.0,11.11,7.599999999999999,-3.51,13.135810304426869,rp3_model,data_driven_full,13.136,10.84781921450794,0,10.84781921450794,9.932314987664537,4.121292526001882,global_alpha_v1,4.148472755328212,17.54716567368767,8.068007405719671,13.627631023296209,,,,1.0,10.85,12.555,-1.708,hold,17.4,12.0,100.0,0.8708,0.1525,,0.0,False,,,
94,702056,"Yesavage, Trey",17,3.0,12.494117647058822,14.3,1.806,10.46702014020545,rp3_model,data_driven_full,10.467,10.84230239947734,0,10.84230239947734,9.932314987664537,4.121292526001882,global_alpha_v1,4.142955940297612,17.54164885865707,8.062490590689071,13.622114208265607,,,,1.0,10.84,12.555,-1.713,hold,,,,,,,0.0,False,66.41221374045801,12.595419847328243,1.1321804736108176
95,664285,"Valdez, Framber",21,2.0,10.185714285714283,10.3,0.114,14.393520823838427,rp3_model,data_driven_full,14.394,10.836510245583728,0,10.836510245583728,9.932314987664537,4.121292526001882,global_alpha_v1,4.137163786404,17.535856704763457,8.05669843679546,13.616322054371995,ATH,0.9991,0.9991,0.9481044096802248,10.27,12.555,-1.719,hold,35.6,57.0,98.2,0.7783,0.2049,57.0,0.5,False,69.46564885496184,39.31297709923664,0.540195569112817
96,690928,"Dobbins, Hunter",4,1.0,10.224999999999998,17.799999999999997,7.575,9.088918345017118,rp3_model,data_driven_thin,9.089,10.810774840578738,0,10.810774840578738,9.932314987664537,4.121292526001882,global_alpha_v1,4.111428381399009,17.510121299758467,8.030963031790469,13.590586649367006,,,,1.0,10.81,12.555,-1.745,hold,,,,,,52.0,0.0,True,79.38931297709924,77.09923664122137,-0.18128353664959232
97,605397,"Musgrove, Joe",0,0.0,12.712774224226775,12.712774224226775,0.0,12.712774224226775,marcel_il,marcel_il,12.713,,1,10.81,9.932314987664537,4.121292526001882,global_alpha_v1,4.110653540820272,17.509346459179728,8.030188191211732,13.58981180878827,,,,1.0,10.81,12.555,-1.745,il,,,,,,,0.0,False,,,
98,656427,"Flaherty, Jack",19,1.0,8.826315789473684,5.199999999999999,-3.626,11.8454252144505,rp3_model,marcel_il,11.845,10.786058963687,1,10.786058963687,9.932314987664537,4.121292526001882,global_alpha_v1,4.086712504507273,17.48540542286673,8.006247154898732,13.56587077247527,,,,1.0,10.79,12.555,-1.769,il,4.5,8.0,100.0,0.6194,0.3491,53.0,1.0,False,39.69465648854962,35.49618320610687,0.6989254900175224
99,645261,"Alcantara, Sandy",23,3.0,11.904347826086957,15.299999999999995,3.396,10.277193035659948,rp3_model,data_driven_full,10.277,10.745703030530748,0,10.745703030530748,9.932314987664537,4.121292526001882,global_alpha_v1,4.046356571351018,17.445049489710474,7.965891221742478,13.525514839319015,NYM,1.01,1.01,1.049504593860285,11.28,12.555,-1.81,hold,47.2,77.0,84.4,0.704,0.1733,45.0,-5.64,False,79.00763358778626,71.37404580152672,-0.4753461073009963
100,663542,"Hudson, Bryan",6,0.0,3.5,3.5,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,10.740306113818823,0,10.740306113818823,9.932314987664537,4.121292526001882,global_alpha_v1,4.040959654639095,17.43965257299855,7.960494305030554,13.520117922607092,,,,1.0,10.74,12.555,-1.815,hold,,,,,,,0.0,False,,,
101,837227,"Imai, Tatsuya",12,1.0,10.074999999999998,18.8,8.725,10.46702014020545,rp3_model,data_driven_full,10.467,10.728853923887298,0,10.728853923887298,9.932314987664537,4.121292526001882,global_alpha_v1,4.02950746470757,17.428200383067026,7.949042115099029,13.508665732675569,,,,1.0,10.73,12.555,-1.827,hold,,,,,,,0.0,False,,,
102,669854,"Blanco, Ronel",3,3.0,7.133333333333332,7.133333333333332,0.0,14.257314881826668,rp3_model,data_driven_thin,14.257,10.72370703671591,0,10.72370703671591,9.932314987664537,4.121292526001882,global_alpha_v1,4.024360577536181,17.423053495895637,7.943895227927641,13.503518845504178,TEX,0.9834,0.9834,1.0525061360674652,11.29,12.555,-1.832,hold,,,,,,,0.0,False,51.908396946564885,44.274809160305345,0.8176859403623563
103,694361,"Klein, Will",3,1.0,2.0666666666666664,-0.7000000000000002,-2.767,10.46702014020545,rp3_model,data_driven_thin,10.467,10.681723627798757,0,10.681723627798757,9.932314987664537,4.121292526001882,global_alpha_v1,3.982377168619027,17.381070086978482,7.901911819010486,13.461535436587024,,,,1.0,10.68,12.555,-1.874,hold,,,,,,,0.0,False,,,
104,696070,"Rojas, Kendry",4,2.0,9.425,10.45,1.025,10.46702014020545,rp3_model,data_driven_thin,10.467,10.562442018622534,0,10.562442018622534,9.932314987664537,4.121292526001882,global_alpha_v1,3.863095559442805,17.261788477802263,7.782630209834265,13.342253827410802,,,,1.0,10.56,12.555,-1.993,hold,,,,,,,0.0,False,,,
105,693855,"Seymour, Ian",7,2.0,9.214285714285714,-0.0500000000000007,-9.264,10.46702014020545,rp3_model,data_driven_thin,10.467,10.515637175491932,0,10.515637175491932,9.932314987664537,4.121292526001882,global_alpha_v1,3.816290716312204,17.21498363467166,7.735825366703663,13.2954489842802,,,,1.0,10.52,12.555,-2.04,hold,,,,,,,0.0,False,,,
106,676917,"Cavalli, Cade",23,4.0,10.27391304347826,16.525,6.251,7.069729103655041,rp3_model,data_driven_full,7.07,10.515631150160518,0,10.515631150160518,9.932314987664537,4.121292526001882,global_alpha_v1,3.8162846909807895,17.214977609340245,7.735819341372249,13.295442958948788,ATL,1.0085,1.0085,0.9983956727950828,10.5,12.555,-2.04,hold,100.0,5.0,,,,59.0,0.0,True,91.22137404580153,65.2671755725191,0.041174291126660156
107,641816,"Mahle, Tyler",18,3.0,9.438888888888888,13.666666666666666,4.228,12.992177655306202,rp3_model,data_driven_full,12.992,10.474525921801018,0,10.474525921801018,9.932314987664537,4.121292526001882,global_alpha_v1,3.775179462621289,17.173872380980747,7.694714113012749,13.254337730589286,SD,1.0,1.0,1.0661600294107796,11.17,12.555,-2.081,hold,19.3,26.0,100.0,0.7727,0.3145,52.0,-1.42,False,17.557251908396946,23.66412213740458,0.03698876668819271
108,640455,"Manaea, Sean",9,3.0,8.466666666666665,9.3,0.833,11.24818821266824,rp3_model,data_driven_full,11.248,10.46930873550764,0,10.46930873550764,9.932314987664537,4.121292526001882,global_alpha_v1,3.769962276327912,17.168655194687368,7.689496926719372,13.24912054429591,CLE,0.9543,0.9543,1.0763024830929215,11.27,12.555,-2.086,hold,,,,,,58.0,2.0,False,24.427480916030532,91.6030534351145,0.7452302717188986
109,685126,"Eisert, Brandon",3,0.0,3.733333333333333,3.733333333333333,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,10.446121148421922,0,10.446121148421922,9.932314987664537,4.121292526001882,global_alpha_v1,3.746774689242194,17.14546760760165,7.666309339633653,13.22593295721019,,,,1.0,10.45,12.555,-2.109,hold,,,,,,,0.0,False,,,
110,669330,"Wells, Tyler",0,0.0,12.265155395400416,12.265155395400416,0.0,12.265155395400416,marcel_il,marcel_il,12.265,,1,10.43,9.932314987664537,4.121292526001882,global_alpha_v1,3.730653540820272,17.12934645917973,7.650188191211731,13.209811808788269,,,,1.0,10.43,12.555,-2.125,il,,,,,,,0.0,False,32.06106870229007,86.64122137404581,
111,694813,"Stone, Gavin",0,0.0,12.189858101914544,12.189858101914544,0.0,12.189858101914544,marcel_il,marcel_il,12.19,,1,10.36,9.932314987664537,4.121292526001882,global_alpha_v1,3.660653540820271,17.05934645917973,7.580188191211731,13.139811808788268,,,,1.0,10.36,12.555,-2.195,il,,,,,,,0.0,False,,,
112,605280,"Holmes, Clay",9,0.0,14.866666666666664,14.866666666666664,0.0,9.623969379381418,rp3_model,marcel_il,9.624,10.341068937575669,1,10.341068937575669,9.932314987664537,4.121292526001882,global_alpha_v1,3.64172247839594,17.040415396755396,7.5612571287874,13.120880746363936,,,,1.0,10.34,12.555,-2.214,il,96.6,28.0,57.7,0.6429,0.0638,48.0,0.0,True,44.656488549618324,17.17557251908397,-0.3842273778300402
113,593958,"Rodriguez, Eduardo",22,3.0,13.095454545454544,8.33333333333333,-4.762,9.629235450376967,rp3_model,data_driven_full,9.629,10.285965298949542,0,10.285965298949542,9.932314987664537,4.121292526001882,global_alpha_v1,3.5866188397698133,16.98531175812927,7.506153490161273,13.06577710773781,,,,1.0,10.29,12.555,-2.269,hold,42.2,97.0,81.2,0.6484,0.1433,47.0,-4.0,False,22.519083969465647,30.15267175572519,-0.6061902559802494
114,592662,"Ray, Robbie",21,3.0,10.895238095238094,12.866666666666664,1.971,12.295970307278951,rp3_model,data_driven_full,12.296,10.17614984304408,0,10.17614984304408,9.32039782007426,3.867384987582681,global_alpha_v1,3.889541513403993,16.46275817268417,7.567598668919564,12.7847010171686,,,,1.0,10.18,12.555,-2.379,hold,71.1,177.0,67.8,0.7889,0.0861,51.0,-1.85,False,57.25190839694656,24.427480916030532,0.1888569206051332
115,678022,"Perkins, Jack",9,3.0,7.533333333333333,10.266666666666666,2.733,10.46702014020545,rp3_model,data_driven_full,10.467,10.174845531576874,0,10.174845531576874,9.32039782007426,3.867384987582681,global_alpha_v1,3.8882372019367857,16.461453861216963,7.566294357452357,12.783396705701392,DET,1.0087,1.0087,0.9390811100540424,9.56,12.555,-2.381,hold,,,,,,,0.0,False,72.51908396946564,0.7633587786259541,
116,681343,"Smith, Shane",3,0.0,-2.866666666666667,-2.866666666666667,0.0,10.562234004673511,rp3_model,data_driven_thin,10.562,10.155944658764,0,10.155944658764,9.32039782007426,3.867384987582681,global_alpha_v1,3.869336329123911,16.44255298840409,7.547393484639482,12.764495832888516,,,,1.0,10.16,12.555,-2.4,hold,3.7,1.0,100.0,0.7054,1.1205,53.0,0.0,True,84.35114503816794,30.916030534351147,-0.15989940614237622
117,641482,"Cortes, Nestor",0,0.0,11.940590687584018,11.940590687584018,0.0,11.940590687584018,marcel_il,marcel_il,11.941,,1,10.15,9.32039782007426,3.867384987582681,global_alpha_v1,3.863391670359912,16.436608329640087,7.541448825875483,12.758551174124518,,,,1.0,10.15,12.555,-2.405,il,,,,,,,0.0,False,3.0534351145038165,14.50381679389313,-0.08593116782417103
118,641743,"Kay, Anthony",20,3.0,7.774999999999999,9.1,1.325,10.46702014020545,rp3_model,data_driven_full,10.467,10.146340604646689,0,10.146340604646689,9.32039782007426,3.867384987582681,global_alpha_v1,3.859732275006598,16.432948934286777,7.537789430522169,12.754891778771205,TB,0.9756,0.9756,1.0001000029498008,10.15,12.555,-2.409,hold,0.0,0.0,,,,,0.0,False,,,
119,518876,"Kelly, Merrill",19,3.0,7.463157894736841,10.133333333333333,2.67,12.77405570260921,rp3_model,data_driven_full,12.774,10.134696757225525,0,10.134696757225525,9.32039782007426,3.867384987582681,global_alpha_v1,3.8480884275854335,16.421305086865612,7.526145583101005,12.74324793135004,CLE,0.9543,0.9543,1.0763024830929215,10.91,12.555,-2.421,hold,0.0,0.0,,,,51.0,-1.5,False,25.190839694656486,50.38167938931297,0.16355683925584158
120,673540,"Senga, Kodai",8,1.0,1.8999999999999992,11.2,9.3,12.51997574604469,rp3_model,data_driven_full,12.52,10.132765057668712,0,10.132765057668712,9.32039782007426,3.867384987582681,global_alpha_v1,3.8461567280286246,16.419373387308802,7.524213883544196,12.741316231793231,,,,1.0,10.13,12.555,-2.423,hold,0.0,0.0,,,,49.0,-4.0,False,33.20610687022901,11.068702290076336,0.32859299625249716
121,683004,"Leiter, Jack",15,0.0,8.593333333333332,8.593333333333332,0.0,11.38890067134018,rp3_model,marcel_il,11.389,10.10555049262213,1,10.10555049262213,9.32039782007426,3.867384987582681,global_alpha_v1,3.818942162982042,16.392158822262218,7.496999318497613,12.714101666746648,,,,1.0,10.11,12.555,-2.45,il,17.2,5.0,100.0,0.7111,0.2112,43.0,0.0,True,93.51145038167938,42.36641221374045,-0.1285661326772815
122,801139,"Tolle, Payton",18,4.0,13.416666666666664,11.725,-1.692,10.46702014020545,rp3_model,data_driven_full,10.467,10.103252353737949,0,10.103252353737949,9.32039782007426,3.867384987582681,global_alpha_v1,3.816644024097858,16.389860683378036,7.494701179613429,12.711803527862465,LAD,1.0859,1.0859,0.9677218182636548,9.78,12.555,-2.452,hold,,,,,,,0.0,False,,,
123,676962,"Brown, Ben",8,0.0,15.425,15.425,0.0,7.37293875876284,rp3_model,marcel_il,7.373,10.07626206994474,1,10.07626206994474,9.32039782007426,3.867384987582681,global_alpha_v1,3.789653740304651,16.36287039958483,7.467710895820222,12.684813244069256,,,,1.0,10.08,12.555,-2.479,il,,,,,,52.0,0.0,True,82.06106870229007,27.86259541984733,0.47762516139062866
124,679883,"Avila, Luinder",12,3.0,6.716666666666666,5.666666666666664,-1.05,10.46702014020545,rp3_model,data_driven_full,10.467,10.076221174899333,0,10.076221174899333,9.32039782007426,3.867384987582681,global_alpha_v1,3.789612845259242,16.36282950453942,7.467670000774813,12.684772349023849,COL,0.9718,0.9718,0.8546734089300988,8.61,12.555,-2.479,hold,,,,,,,0.0,False,,,
125,672456,"Montero, Keider",17,2.0,12.09411764705882,7.449999999999998,-4.644,8.866439573388684,rp3_model,data_driven_full,8.866,10.054192040708022,0,10.054192040708022,9.32039782007426,3.867384987582681,global_alpha_v1,3.7675837110679335,16.340800370348113,7.445640866583504,12.66274321483254,ATH,0.9991,0.9991,0.9481044096802248,9.53,12.555,-2.501,hold,100.0,23.0,88.9,0.6901,0.1088,46.0,2.0,False,60.30534351145038,16.030534351145036,-0.8961697558541588
126,669199,"Bachar, Lake",4,0.0,6.924999999999999,6.924999999999999,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,10.053665537816292,0,10.053665537816292,9.32039782007426,3.867384987582681,global_alpha_v1,3.7670572081762046,16.340273867456382,7.445114363691776,12.662216711940813,,,,1.0,10.05,12.555,-2.502,hold,,,,,,,0.0,False,,,
127,677960,"Weathers, Ryan",21,3.0,12.033333333333331,12.733333333333333,0.7,8.558429530485974,rp3_model,data_driven_full,8.558,10.052628079085505,0,10.052628079085505,9.32039782007426,3.867384987582681,global_alpha_v1,3.766019749445416,16.339236408725593,7.444076904960987,12.661179253210022,,,,1.0,10.05,12.555,-2.503,hold,98.0,48.0,68.9,0.6911,0.142,,0.0,False,94.27480916030534,89.31297709923665,
128,656288,"Canning, Griffin",11,1.0,5.59090909090909,1.1000000000000014,-4.491,9.28776400254919,rp3_model,data_driven_full,9.288,9.99841815099704,0,9.99841815099704,9.32039782007426,3.867384987582681,global_alpha_v1,3.711809821356951,16.28502648063713,7.389866976872522,12.606969325121558,,,,1.0,10.0,12.555,-2.557,hold,,,,,,47.0,-4.5,False,46.94656488549619,6.106870229007633,-0.0588101200169072
129,665152,"Kremer, Dean",7,3.0,6.928571428571428,0.0333333333333326,-6.895,10.460336551757388,rp3_model,data_driven_thin,10.46,9.984334582199155,0,9.984334582199155,9.32039782007426,3.867384987582681,global_alpha_v1,3.6977262525590655,16.270942911839242,7.375783408074637,12.592885756323671,,,,1.0,9.98,12.555,-2.571,hold,,,,,,52.0,2.5,False,18.702290076335878,80.91603053435115,-0.21928527618916668
