batter,year,age,age_residual_27,career_year
605253,2017,26,1,3
605253,2018,27,0,4
605253,2019,28,1,5
605253,2022,31,4,6
605254,2017,25,2,1
605255,2018,25,2,1
605276,2018,25,2,1
605276,2019,26,1,2
605276,2021,28,1,3
605280,2018,25,2,1
605280,2019,26,1,2
605280,2021,28,1,3
605288,2019,26,1,1
605288,2021,28,1,2
605304,2016,27,0,1
605323,2015,25,2,1
605346,2021,29,2,1
605346,2024,32,5,2
605347,2015,22,5,1
605347,2018,25,2,2
605347,2019,26,1,3
605347,2021,28,1,4
605353,2021,28,1,1
605353,2022,29,2,2
605353,2025,32,5,3
605357,2017,28,1,1
605357,2018,29,2,2
605361,2018,28,1,1
605361,2019,29,2,2
605361,2021,31,4,3
605361,2023,33,6,4
605361,2024,34,7,5
605361,2025,35,8,6
605374,2015,25,2,1
605388,2015,25,2,1
605388,2016,26,1,2
605388,2017,27,0,3
605396,2016,26,1,1
605397,2016,24,3,1
605397,2017,25,2,2
605397,2018,26,1,3
605397,2019,27,0,4
605397,2021,29,2,5
605400,2015,22,5,1
605400,2016,23,4,2
605400,2017,24,3,3
605400,2018,25,2,4
605400,2019,26,1,5
605400,2021,28,1,6
605412,2015,25,2,1
605412,2016,26,1,2
605412,2017,27,0,3
605412,2018,28,1,4
605412,2019,29,2,5
605412,2021,31,4,6
605421,2018,26,1,1
605421,2019,27,0,2
605421,2021,29,2,3
605421,2022,30,3,4
605421,2023,31,4,5
605439,2015,23,4,1
605439,2016,24,3,2
605439,2018,26,1,3
605439,2019,27,0,4
605441,2017,24,3,1
605441,2018,25,2,2
605446,2018,26,1,1
605446,2019,27,0,2
605452,2015,22,5,1
605452,2016,23,4,2
605452,2017,24,3,3
605452,2018,25,2,4
605452,2019,26,1,5
605452,2021,28,1,6
605474,2018,29,2,1
605474,2019,30,3,2
605480,2016,23,4,1
605480,2017,24,3,2
605480,2018,25,2,3
605480,2019,26,1,4
605483,2016,24,3,1
605483,2017,25,2,2
605483,2018,26,1,3
605483,2021,29,2,4
605486,2015,24,3,1
605486,2016,25,2,2
605486,2017,26,1,3
605486,2018,27,0,4
605486,2019,28,1,5
605490,2019,27,0,1
605498,2018,26,1,1
605498,2019,27,0,2
605504,2021,29,2,1
605504,2022,30,3,2
605507,2021,28,1,1
605508,2016,24,3,1
605508,2018,26,1,2
605508,2019,27,0,3
605509,2015,25,2,1
605509,2016,26,1,2
605509,2017,27,0,3
605509,2018,28,1,4
605512,2015,25,2,1
605512,2016,26,1,2
605512,2018,28,1,3
605513,2018,26,1,1
605513,2019,27,0,2
605520,2018,26,1,1
605520,2019,27,0,2
605538,2015,23,4,1
605538,2016,24,3,2
605538,2017,25,2,3
605538,2018,26,1,4
605538,2019,27,0,5
605538,2021,29,2,6
605540,2017,24,3,1
605540,2018,25,2,2
605540,2019,26,1,3
605540,2021,28,1,4
605541,2015,25,2,1
605541,2018,28,1,2
605548,2017,25,2,1
605548,2018,26,1,2
605548,2019,27,0,3
605548,2021,29,2,4
605548,2022,30,3,5
605612,2018,25,2,1
605612,2019,26,1,2
605612,2021,28,1,3
605612,2022,29,2,4
605612,2023,30,3,5
605795,2017,28,1,1
605894,2015,23,4,1
605894,2016,24,3,2
606019,2022,30,3,1
606115,2016,22,5,1
606115,2017,23,4,2
606115,2018,24,3,3
606115,2019,25,2,4
606115,2021,27,0,5
606115,2022,28,1,6
606115,2023,29,2,7
606115,2024,30,3,8
606115,2025,31,4,9
606131,2016,23,4,1
606131,2017,24,3,2
606131,2018,25,2,3
606131,2019,26,1,4
606132,2016,22,5,1
606132,2017,23,4,2
606132,2018,24,3,3
606132,2019,25,2,4
606132,2021,27,0,5
606132,2022,28,1,6
606132,2023,29,2,7
606149,2018,27,0,1
606149,2019,28,1,2
606157,2018,24,3,1
606157,2019,25,2,2
606157,2021,27,0,3
606157,2022,28,1,4
606160,2015,25,2,1
606160,2016,26,1,2
606160,2017,27,0,3
606162,2018,25,2,1
606162,2019,26,1,2
606162,2021,28,1,3
606167,2018,25,2,1
606192,2016,24,3,1
606192,2017,25,2,2
606192,2018,26,1,3
606192,2019,27,0,4
606192,2021,29,2,5
606192,2022,30,3,6
606192,2023,31,4,7
606192,2024,32,5,8
606192,2025,33,6,9
606192,2026,34,7,10
606213,2021,28,1,1
606213,2022,29,2,2
606273,2018,30,3,1
606273,2019,31,4,2
606299,2015,21,6,1
606299,2016,22,5,2
606299,2017,23,4,3
606299,2018,24,3,4
606299,2019,25,2,5
606299,2021,27,0,6
606336,2021,28,1,1
606424,2018,25,2,1
606424,2019,26,1,2
606424,2021,28,1,3
606466,2015,22,5,1
606466,2016,23,4,2
606466,2017,24,3,3
606466,2018,25,2,4
606466,2019,26,1,5
606466,2021,28,1,6
606466,2022,29,2,7
606466,2023,30,3,8
606466,2024,31,4,9
606466,2025,32,5,10
606466,2026,33,6,11
606625,2018,25,2,1
606930,2017,27,0,1
606956,2019,31,4,1
606959,2017,24,3,1
606959,2019,26,1,2
606965,2017,27,0,1
606988,2018,26,1,1
606988,2019,27,0,2
606988,2021,29,2,3
606988,2022,30,3,4
606992,2018,26,1,1
606992,2019,27,0,2
606992,2021,29,2,3
606992,2022,30,3,4
606992,2023,31,4,5
606992,2024,32,5,6
606992,2025,33,6,7
606992,2026,34,7,8
606993,2021,28,1,1
606993,2022,29,2,2
606995,2018,28,1,1
607043,2016,23,4,1
607043,2017,24,3,2
607043,2018,25,2,3
607043,2019,26,1,4
607043,2021,28,1,5
607043,2022,29,2,6
607043,2023,30,3,7
607043,2024,31,4,8
607043,2025,32,5,9
607043,2026,33,6,10
607054,2015,25,2,1
607054,2016,26,1,2
607054,2017,27,0,3
607054,2018,28,1,4
607054,2019,29,2,5
607054,2021,31,4,6
607054,2022,32,5,7
607054,2023,33,6,8
607054,2024,34,7,9
607067,2015,25,2,1
607067,2016,26,1,2
607067,2021,31,4,3
607067,2025,35,8,4
607074,2015,23,4,1
607074,2016,24,3,2
607074,2017,25,2,3
607074,2021,29,2,4
607111,2021,31,4,1
607188,2021,28,1,1
607192,2016,23,4,1
607192,2017,24,3,2
607192,2018,25,2,3
607192,2019,26,1,4
607192,2021,28,1,5
607200,2017,24,3,1
607200,2018,25,2,2
607200,2019,26,1,3
607200,2021,28,1,4
607208,2015,22,5,1
607208,2016,23,4,2
607208,2017,24,3,3
607208,2018,25,2,4
607208,2019,26,1,5
607208,2021,28,1,6
607208,2022,29,2,7
607208,2023,30,3,8
607208,2024,31,4,9
607208,2025,32,5,10
607208,2026,33,6,11
607215,2018,26,1,1
607219,2017,24,3,1
607219,2018,25,2,2
607219,2019,26,1,3
607219,2021,28,1,4
607223,2016,23,4,1
607223,2017,24,3,2
607223,2018,25,2,3
607223,2019,26,1,4
607229,2016,23,4,1
607229,2017,24,3,2
607229,2018,25,2,3
607229,2019,26,1,4
607229,2021,28,1,5
607231,2016,24,3,1
607231,2017,25,2,2
607231,2018,26,1,3
607231,2019,27,0,4
607231,2021,29,2,5
607237,2017,25,2,1
607237,2018,26,1,2
607249,2022,33,6,1
607257,2016,29,2,1
607257,2017,30,3,2
607257,2018,31,4,3
607259,2015,25,2,1
607259,2016,26,1,2
607259,2017,27,0,3
607297,2017,27,0,1
607309,2016,27,0,1
607333,2018,28,1,1
607333,2019,29,2,2
607345,2016,28,1,1
607345,2017,29,2,2
607345,2018,30,3,3
607345,2019,31,4,4
607345,2021,33,6,5
607352,2017,27,0,1
607359,2016,28,1,1
607369,2017,28,1,1
607374,2016,26,1,1
607374,2021,31,4,2
607385,2015,25,2,1
607385,2016,26,1,2
607385,2017,27,0,3
607387,2015,25,2,1
607387,2016,26,1,2
607387,2017,27,0,3
607387,2018,28,1,4
607391,2019,30,3,1
607430,2018,28,1,1
607430,2021,31,4,2
607455,2017,24,3,1
607455,2021,28,1,2
607457,2016,26,1,1
607457,2017,27,0,2
607461,2019,26,1,1
607461,2021,28,1,2
607461,2022,29,2,3
607461,2023,30,3,4
607468,2018,26,1,1
607468,2019,27,0,2
607468,2021,29,2,3
607471,2017,24,3,1
607471,2018,25,2,2
607473,2017,28,1,1
607536,2017,24,3,1
607536,2018,25,2,2
607536,2019,26,1,3
607536,2021,28,1,4
607560,2021,32,5,1
607572,2019,26,1,1
607625,2016,27,0,1
607625,2017,28,1,2
607625,2018,29,2,3
607625,2019,30,3,4
607625,2021,32,5,5
607644,2019,26,1,1
607644,2021,28,1,2
607680,2015,26,1,1
607680,2016,27,0,2
607680,2017,28,1,3
607680,2018,29,2,4
607680,2019,30,3,5
607680,2021,32,5,6
607680,2022,33,6,7
607680,2023,34,7,8
607680,2024,35,8,9
607680,2025,36,9,10
607732,2016,27,0,1
607732,2017,28,1,2
607732,2018,29,2,3
607732,2019,30,3,4
607732,2021,32,5,5
607732,2022,33,6,6
607732,2023,34,7,7
607732,2024,35,8,8
607732,2025,36,9,9
607752,2017,24,3,1
607752,2018,25,2,2
607752,2019,26,1,3
607776,2015,25,2,1
607776,2016,26,1,2
607776,2017,27,0,3
607776,2018,28,1,4
607776,2019,29,2,5
607968,2018,30,3,1
608061,2016,28,1,1
608061,2017,29,2,2
608070,2015,23,4,1
608070,2016,24,3,2
608070,2017,25,2,3
608070,2018,26,1,4
608070,2019,27,0,5
608070,2021,29,2,6
608070,2022,30,3,7
608070,2023,31,4,8
608070,2024,32,5,9
608070,2025,33,6,10
608070,2026,34,7,11
608324,2016,22,5,1
608324,2017,23,4,2
608324,2018,24,3,3
608324,2019,25,2,4
608324,2021,27,0,5
608324,2022,28,1,6
608324,2023,29,2,7
608324,2024,30,3,8
608324,2025,31,4,9
608324,2026,32,5,10
608325,2016,23,4,1
608325,2017,24,3,2
608328,2021,28,1,1
608331,2017,23,4,1
608331,2018,24,3,2
608331,2019,25,2,3
608331,2021,27,0,4
608334,2019,26,1,1
608334,2021,28,1,2
608336,2015,22,5,1
608336,2016,23,4,2
608336,2017,24,3,3
608336,2018,25,2,4
608336,2019,26,1,5
608336,2021,28,1,6
608336,2022,29,2,7
608336,2023,30,3,8
608336,2024,31,4,9
608337,2016,22,5,1
608337,2018,24,3,2
608337,2019,25,2,3
608337,2021,27,0,4
608339,2019,25,2,1
608344,2019,25,2,1
608344,2021,27,0,2
608348,2016,22,5,1
608348,2017,23,4,2
608348,2018,24,3,3
608348,2019,25,2,4
608348,2021,27,0,5
608348,2022,28,1,6
608348,2023,29,2,7
608348,2024,30,3,8
608348,2025,31,4,9
608348,2026,32,5,10
608349,2021,30,3,1
608360,2022,28,1,1
608360,2023,29,2,2
608365,2015,21,6,1
608365,2016,22,5,2
608365,2017,23,4,3
608365,2018,24,3,4
608365,2019,25,2,5
608369,2015,21,6,1
608369,2016,22,5,2
608369,2017,23,4,3
608369,2018,24,3,4
608369,2019,25,2,5
608369,2021,27,0,6
608369,2022,28,1,7
608369,2023,29,2,8
608369,2024,30,3,9
608369,2025,31,4,10
608369,2026,32,5,11
608371,2017,23,4,1
608371,2018,24,3,2
608371,2019,25,2,3
608371,2021,27,0,4
608379,2015,24,3,1
608379,2016,25,2,2
608379,2017,26,1,3
608379,2018,27,0,4
608379,2019,28,1,5
608379,2021,30,3,6
608384,2017,24,3,1
608384,2018,25,2,2
608384,2019,26,1,3
608384,2021,28,1,4
608385,2017,24,3,1
608385,2018,25,2,2
608385,2019,26,1,3
608385,2021,28,1,4
608385,2022,29,2,5
608385,2023,30,3,6
608385,2024,31,4,7
608385,2025,32,5,8
608422,2021,27,0,1
608422,2022,28,1,2
608475,2018,24,3,1
608475,2019,25,2,2
608566,2016,21,6,1
608566,2017,22,5,2
608566,2018,23,4,3
608566,2019,24,3,4
608566,2021,26,1,5
608577,2016,21,6,1
608577,2017,22,5,2
608577,2018,23,4,3
608577,2019,24,3,4
608577,2021,26,1,5
608577,2022,27,0,6
608596,2015,24,3,1
608596,2016,25,2,2
608596,2017,26,1,3
608596,2018,27,0,4
608596,2019,28,1,5
608596,2021,30,3,6
608596,2022,31,4,7
608596,2023,32,5,8
608596,2024,33,6,9
608597,2018,24,3,1
608597,2019,25,2,2
608597,2021,27,0,3
608597,2022,28,1,4
608638,2018,28,1,1
608638,2019,29,2,2
608641,2015,25,2,1
608648,2016,26,1,1
608650,2017,26,1,1
608652,2018,27,0,1
608654,2018,26,1,1
608665,2016,26,1,1
608665,2017,27,0,2
608671,2015,24,3,1
608671,2016,25,2,2
608671,2017,26,1,3
608671,2018,27,0,4
608671,2019,28,1,5
608671,2021,30,3,6
608671,2022,31,4,7
608671,2023,32,5,8
608671,2024,33,6,9
608671,2025,34,7,10
608672,2015,25,2,1
608672,2016,26,1,2
608672,2017,27,0,3
608686,2019,29,2,1
608686,2021,31,4,2
608686,2022,32,5,3
608700,2015,24,3,1
608700,2016,25,2,2
608700,2017,26,1,3
608700,2018,27,0,4
608700,2019,28,1,5
608700,2021,30,3,6
608700,2022,31,4,7
608701,2015,24,3,1
608701,2016,25,2,2
608701,2017,26,1,3
608701,2018,27,0,4
608701,2021,30,3,5
608701,2022,31,4,6
608701,2023,32,5,7
608701,2024,33,6,8
608701,2025,34,7,9
608701,2026,35,8,10
608703,2016,26,1,1
608703,2017,27,0,2
608703,2018,28,1,3
608703,2022,32,5,4
608703,2023,33,6,5
608715,2019,28,1,1
608717,2016,26,1,1
608717,2017,27,0,2
608717,2018,28,1,3
608717,2019,29,2,4
608717,2021,31,4,5
608718,2016,27,0,1
608718,2017,28,1,2
608718,2018,29,2,3
608718,2019,30,3,4
608718,2021,32,5,5
608723,2018,26,1,1
608723,2019,27,0,2
608723,2021,29,2,3
608841,2022,30,3,1
608841,2023,31,4,2
608841,2024,32,5,3
609274,2022,28,1,1
609275,2016,21,6,1
609275,2017,22,5,2
609275,2018,23,4,3
609275,2019,24,3,4
609275,2021,26,1,5
609275,2022,27,0,6
609280,2017,22,5,1
609280,2018,23,4,2
609280,2019,24,3,3
609280,2021,26,1,4
609280,2022,27,0,5
609280,2023,28,1,6
609280,2024,29,2,7
609280,2025,30,3,8
609280,2026,31,4,9
611093,2016,24,3,1
611177,2015,30,3,1
611177,2016,31,4,2
611177,2017,32,5,3
612672,2016,31,4,1
612672,2017,32,5,2
612672,2018,33,6,3
612672,2019,34,7,4
613534,2019,28,1,1
613564,2021,28,1,1
613564,2022,29,2,2
613564,2023,30,3,3
613564,2024,31,4,4
614173,2017,23,4,1
614173,2018,24,3,2
614173,2019,25,2,3
614173,2021,27,0,4
614173,2022,28,1,5
614173,2023,29,2,6
614177,2018,23,4,1
614177,2019,24,3,2
614177,2021,26,1,3
614177,2022,27,0,4
614177,2023,28,1,5
614179,2021,27,0,1
615698,2019,24,3,1
615698,2021,26,1,2
615699,2021,27,0,1
620439,2017,21,6,1
620439,2018,22,5,2
620439,2019,23,4,3
620443,2017,21,6,1
620443,2019,23,4,2
620443,2021,25,2,3
620443,2022,26,1,4
620443,2023,27,0,5
620443,2024,28,1,6
620443,2025,29,2,7
620443,2026,30,3,8
620446,2017,21,6,1
620446,2018,22,5,2
620446,2019,23,4,3
620453,2019,23,4,1
620454,2018,22,5,1
620982,2017,23,4,1
621002,2017,23,4,1
621002,2018,24,3,2
621002,2019,25,2,3
621002,2021,27,0,4
621005,2019,25,2,1
621005,2021,27,0,2
621006,2019,25,2,1
621006,2021,27,0,2
621006,2022,28,1,3
621008,2021,27,0,1
621011,2021,27,0,1
621011,2022,28,1,2
621020,2016,22,5,1
621020,2017,23,4,2
621020,2018,24,3,3
621020,2019,25,2,4
621020,2021,27,0,5
621020,2022,28,1,6
621020,2023,29,2,7
621020,2024,30,3,8
621020,2025,31,4,9
621020,2026,32,5,10
621028,2018,25,2,1
621028,2019,26,1,2
621028,2021,28,1,3
621028,2022,29,2,4
621028,2023,30,3,5
621028,2024,31,4,6
621028,2025,32,5,7
621035,2015,25,2,1
621035,2016,26,1,2
621035,2017,27,0,3
621035,2018,28,1,4
621035,2019,29,2,5
621035,2021,31,4,6
621035,2022,32,5,7
621035,2023,33,6,8
621035,2024,34,7,9
621035,2025,35,8,10
621043,2015,21,6,1
621043,2016,22,5,2
621043,2017,23,4,3
621043,2018,24,3,4
621043,2019,25,2,5
621043,2021,27,0,6
621043,2022,28,1,7
621043,2023,29,2,8
621043,2024,30,3,9
621043,2025,31,4,10
621043,2026,32,5,11
621044,2018,24,3,1
621052,2016,22,5,1
621052,2018,24,3,2
621052,2021,27,0,3
621074,2021,27,0,1
621076,2021,27,0,1
621086,2019,26,1,1
621097,2019,26,1,1
621107,2016,22,5,1
621107,2017,23,4,2
621107,2018,24,3,3
621107,2019,25,2,4
621107,2021,27,0,5
621111,2018,24,3,1
621111,2019,25,2,2
621111,2021,27,0,3
621112,2017,24,3,1
621112,2018,25,2,2
621121,2015,22,5,1
621121,2016,23,4,2
621121,2017,24,3,3
621121,2018,25,2,4
621121,2021,28,1,5
621141,2018,24,3,1
621141,2019,25,2,2
621199,2016,25,2,1
621199,2017,26,1,2
621199,2018,27,0,3
621199,2019,28,1,4
621209,2015,24,3,1
621209,2016,25,2,2
621219,2018,27,0,1
621219,2019,28,1,2
621219,2021,30,3,3
621237,2022,27,0,1
621242,2016,22,5,1
621242,2017,23,4,2
621244,2016,22,5,1
621244,2017,23,4,2
621244,2018,24,3,3
621244,2019,25,2,4
621244,2021,27,0,5
621249,2018,24,3,1
621249,2019,25,2,2
621249,2021,27,0,3
621261,2018,25,2,1
621261,2019,26,1,2
621261,2021,28,1,3
621281,2015,24,3,1
621281,2016,25,2,2
621295,2017,26,1,1
621311,2016,22,5,1
621311,2018,24,3,2
621311,2019,25,2,3
621311,2021,27,0,4
621311,2023,29,2,5
621311,2024,30,3,6
621345,2021,28,1,1
621348,2021,28,1,1
621381,2018,27,0,1
621381,2019,28,1,2
621389,2016,26,1,1
621389,2017,27,0,2
621389,2018,28,1,3
621389,2019,29,2,4
621433,2017,23,4,1
621433,2018,24,3,2
621433,2019,25,2,3
621433,2021,27,0,4
621433,2022,28,1,5
621433,2023,29,2,6
621438,2019,25,2,1
621438,2021,27,0,2
621438,2022,28,1,3
621438,2023,29,2,4
621438,2024,30,3,5
621438,2025,31,4,6
621438,2026,32,5,7
621439,2015,22,5,1
621439,2016,23,4,2
621439,2017,24,3,3
621439,2018,25,2,4
621439,2019,26,1,5
621439,2021,28,1,6
621439,2022,29,2,7
621439,2023,30,3,8
621439,2024,31,4,9
621439,2025,32,5,10
621439,2026,33,6,11
621446,2017,23,4,1
621446,2018,24,3,2
621446,2019,25,2,3
621446,2021,27,0,4
621446,2022,28,1,5
621450,2019,25,2,1
621450,2021,27,0,2
621450,2022,28,1,3
621453,2018,25,2,1
621453,2019,26,1,2
621453,2021,28,1,3
621453,2022,29,2,4
621458,2019,25,2,1
621458,2021,27,0,2
621458,2022,28,1,3
621458,2023,29,2,4
621458,2024,30,3,5
621466,2018,25,2,1
621466,2019,26,1,2
621466,2021,28,1,3
621466,2022,29,2,4
621466,2023,30,3,5
621466,2024,31,4,6
621471,2017,24,3,1
621471,2018,25,2,2
621493,2018,25,2,1
621493,2019,26,1,2
621493,2021,28,1,3
621493,2022,29,2,4
621493,2023,30,3,5
621493,2024,31,4,6
621493,2025,32,5,7
621493,2026,33,6,8
621500,2021,28,1,1
621512,2017,23,4,1
621512,2018,24,3,2
621512,2019,25,2,3
621512,2021,27,0,4
621512,2022,28,1,5
621512,2023,29,2,6
621512,2024,30,3,7
621512,2025,31,4,8
621514,2018,25,2,1
621514,2019,26,1,2
621529,2018,27,0,1
621529,2019,28,1,2
621532,2019,29,2,1
621532,2021,31,4,2
621532,2022,32,5,3
621532,2023,33,6,4
621545,2023,29,2,1
621545,2024,30,3,2
621550,2018,27,0,1
621550,2019,28,1,2
621550,2021,30,3,3
621550,2022,31,4,4
621550,2023,32,5,5
621550,2024,33,6,6
621550,2026,35,8,7
621559,2016,23,4,1
621559,2017,24,3,2
621559,2018,25,2,3
621559,2019,26,1,4
621559,2021,28,1,5
621563,2016,26,1,1
621563,2017,27,0,2
621563,2018,28,1,3
621563,2019,29,2,4
621563,2021,31,4,5
621563,2022,32,5,6
621563,2023,33,6,7
621563,2024,34,7,8
621566,2016,22,5,1
621566,2017,23,4,2
621566,2018,24,3,3
621566,2019,25,2,4
621566,2021,27,0,5
621566,2022,28,1,6
621566,2023,29,2,7
621566,2024,30,3,8
621566,2025,31,4,9
621566,2026,32,5,10
621573,2018,25,2,1
621573,2019,26,1,2
621573,2021,28,1,3
621573,2022,29,2,4
621962,2015,28,1,1
622046,2018,25,2,1
622046,2019,26,1,2
622065,2019,26,1,1
622065,2021,28,1,2
622072,2015,24,3,1
622072,2016,25,2,2
622072,2017,26,1,3
622072,2018,27,0,4
622072,2019,28,1,5
622072,2021,30,3,6
622075,2018,24,3,1
622075,2019,25,2,2
622075,2021,27,0,3
622088,2021,28,1,1
622097,2016,22,5,1
622097,2017,23,4,2
622097,2018,24,3,3
622098,2021,28,1,1
622100,2021,28,1,1
622100,2022,29,2,2
622103,2019,26,1,1
622110,2015,24,3,1
622110,2016,25,2,2
622110,2018,27,0,3
622110,2019,28,1,4
622110,2021,30,3,5
622110,2022,31,4,6
622110,2023,32,5,7
622110,2024,33,6,8
622168,2018,23,4,1
622168,2019,24,3,2
622168,2021,26,1,3
622168,2022,27,0,4
622194,2016,26,1,1
622194,2017,27,0,2
622194,2018,28,1,3
622210,2017,28,1,1
622217,2017,27,0,1
622226,2018,24,3,1
622226,2019,25,2,2
622250,2021,28,1,1
622250,2023,30,3,2
622268,2019,25,2,1
622268,2021,27,0,2
622268,2022,28,1,3
622268,2024,30,3,4
622268,2025,31,4,5
622270,2017,26,1,1
622441,2017,24,3,1
622441,2018,25,2,2
622446,2018,25,2,1
622446,2021,28,1,2
622491,2017,25,2,1
622491,2018,26,1,2
622491,2019,27,0,3
622491,2021,29,2,4
622491,2024,32,5,5
622492,2018,25,2,1
622492,2019,26,1,2
622497,2017,25,2,1
622497,2018,26,1,2
622503,2021,27,0,1
622534,2016,22,5,1
622534,2017,23,4,2
622534,2018,24,3,3
622534,2019,25,2,4
622534,2021,27,0,5
622534,2022,28,1,6
622534,2023,29,2,7
622534,2024,30,3,8
622534,2025,31,4,9
622554,2018,24,3,1
622554,2019,25,2,2
622569,2018,25,2,1
622569,2019,26,1,2
622569,2021,28,1,3
622569,2022,29,2,4
622569,2023,30,3,5
622569,2024,31,4,6
622569,2025,32,5,7
622608,2017,22,5,1
622608,2018,23,4,2
622608,2019,24,3,3
622608,2021,26,1,4
622663,2015,21,6,1
622663,2017,23,4,2
622663,2018,24,3,3
622666,2017,24,3,1
622666,2018,25,2,2
622666,2019,26,1,3
622666,2021,28,1,4
622666,2022,29,2,5
622666,2023,30,3,6
622668,2021,26,1,1
622682,2018,24,3,1
622682,2019,25,2,2
622682,2021,27,0,3
622682,2022,28,1,4
622694,2018,23,4,1
622694,2019,24,3,2
622694,2021,26,1,3
622713,2018,24,3,1
622761,2021,26,1,1
622761,2022,27,0,2
622761,2023,28,1,3
622761,2024,29,2,4
622761,2025,30,3,5
622761,2026,31,4,6
622766,2017,23,4,1
622766,2019,25,2,2
622766,2021,27,0,3
622772,2019,28,1,1
622786,2019,24,3,1
622795,2018,23,4,1
622797,2019,25,2,1
622864,2018,24,3,1
623143,2015,24,3,1
623143,2016,25,2,2
623149,2017,27,0,1
623149,2018,28,1,2
623149,2019,29,2,3
623166,2016,27,0,1
623167,2017,23,4,1
623167,2019,25,2,2
623167,2021,27,0,3
623168,2019,28,1,1
623168,2022,31,4,2
623168,2023,32,5,3
623168,2024,33,6,4
623168,2025,34,7,5
623168,2026,35,8,6
623180,2019,28,1,1
623182,2016,27,0,1
623182,2017,28,1,2
623182,2018,29,2,3
623182,2021,32,5,4
623184,2019,29,2,1
623205,2018,24,3,1
623205,2019,25,2,2
623205,2021,27,0,3
623205,2022,28,1,4
623205,2023,29,2,5
623214,2018,23,4,1
623214,2019,24,3,2
623323,2019,26,1,1
623323,2021,28,1,2
623352,2017,23,4,1
623352,2018,24,3,2
623352,2019,25,2,3
623364,2019,28,1,1
623395,2016,26,1,1
623395,2017,27,0,2
623402,2018,27,0,1
623437,2021,30,3,1
623451,2017,23,4,1
623451,2018,24,3,2
623454,2018,24,3,1
623454,2019,25,2,2
623465,2021,27,0,1
623465,2022,28,1,2
623485,2021,29,2,1
623507,2022,28,1,1
623507,2023,29,2,2
623508,2021,28,1,1
623515,2019,26,1,1
623515,2022,29,2,2
623520,2018,25,2,1
623520,2019,26,1,2
623520,2021,28,1,3
623520,2022,29,2,4
623520,2024,31,4,5
623912,2019,25,2,1
623912,2021,27,0,2
623912,2022,28,1,3
623912,2023,29,2,4
623912,2024,30,3,5
623993,2017,23,4,1
623993,2018,24,3,2
623993,2019,25,2,3
623993,2021,27,0,4
623993,2022,28,1,5
623993,2023,29,2,6
623993,2024,30,3,7
623993,2025,31,4,8
624133,2018,23,4,1
624133,2019,24,3,2
624133,2021,26,1,3
624407,2017,23,4,1
624407,2018,24,3,2
624407,2019,25,2,3
624413,2019,25,2,1
624413,2021,27,0,2
624413,2022,28,1,3
624413,2023,29,2,4
624413,2024,30,3,5
624413,2025,31,4,6
624413,2026,32,5,7
624414,2017,22,5,1
624414,2018,23,4,2
624414,2019,24,3,3
624414,2021,26,1,4
624414,2022,27,0,5
624414,2023,28,1,6
624415,2019,24,3,1
624415,2021,26,1,2
624415,2022,27,0,3
624415,2023,28,1,4
624415,2024,29,2,5
624415,2025,30,3,6
624418,2021,25,2,1
624419,2018,23,4,1
624419,2019,24,3,2
624419,2021,26,1,3
624424,2015,22,5,1
624424,2016,23,4,2
624424,2017,24,3,3
624424,2018,25,2,4
624424,2019,26,1,5
624424,2021,28,1,6
624424,2023,30,3,7
624424,2024,31,4,8
624424,2025,32,5,9
624424,2026,33,6,10
624428,2016,25,2,1
624428,2017,26,1,2
624428,2018,27,0,3
624428,2019,28,1,4
624428,2021,30,3,5
624428,2022,31,4,6
624428,2023,32,5,7
624428,2024,33,6,8
624428,2025,34,7,9
624428,2026,35,8,10
624431,2018,26,1,1
624431,2019,27,0,2
624431,2021,29,2,3
624431,2022,30,3,4
624431,2023,31,4,5
624431,2024,32,5,6
624431,2025,33,6,7
624431,2026,34,7,8
624503,2021,26,1,1
624503,2022,27,0,2
624503,2023,28,1,3
624503,2024,29,2,4
624507,2017,23,4,1
624507,2018,24,3,2
624512,2018,23,4,1
624512,2019,24,3,2
624512,2021,26,1,3
624512,2022,27,0,4
624512,2023,28,1,5
624512,2024,29,2,6
624512,2025,30,3,7
624512,2026,31,4,8
624513,2019,24,3,1
624513,2021,26,1,2
624513,2022,27,0,3
624513,2025,30,3,4
624522,2021,26,1,1
624577,2015,25,2,1
624577,2016,26,1,2
624577,2017,27,0,3
624577,2018,28,1,4
624577,2019,29,2,5
624585,2015,23,4,1
624585,2016,24,3,2
624585,2017,25,2,3
624585,2018,26,1,4
624585,2019,27,0,5
624585,2021,29,2,6
624585,2022,30,3,7
624585,2023,31,4,8
624585,2024,32,5,9
624585,2025,33,6,10
624585,2026,34,7,11
624586,2017,31,4,1
624636,2018,23,4,1
624641,2018,22,5,1
624641,2019,23,4,2
624641,2021,25,2,3
624641,2022,26,1,4
624641,2023,27,0,5
624641,2024,28,1,6
624641,2025,29,2,7
624641,2026,30,3,8
625329,2015,28,1,1
625510,2019,25,2,1
625643,2016,22,5,1
625643,2018,24,3,2
625643,2019,25,2,3
627500,2017,23,4,1
627894,2017,21,6,1
627894,2018,22,5,2
628317,2016,28,1,1
628317,2017,29,2,2
628317,2018,30,3,3
628317,2019,31,4,4
628317,2021,33,6,5
628318,2018,34,7,1
628329,2015,28,1,1
628329,2016,29,2,2
628333,2015,28,1,1
628333,2017,30,3,2
628333,2018,31,4,3
628336,2018,30,3,1
628338,2016,25,2,1
