batter,year,age,age_residual_27,career_year
542340,2019,28,1,5
542340,2021,30,3,6
542340,2022,31,4,7
542364,2016,25,2,1
542364,2018,27,0,2
542364,2019,28,1,3
542364,2021,30,3,4
542364,2022,31,4,5
542364,2023,32,5,6
542364,2024,33,6,7
542436,2015,24,3,1
542436,2016,25,2,2
542436,2017,26,1,3
542436,2019,28,1,4
542454,2015,25,2,1
542454,2016,26,1,2
542454,2017,27,0,3
542454,2018,28,1,4
542454,2019,29,2,5
542454,2021,31,4,6
542455,2015,24,3,1
542455,2016,25,2,2
542513,2015,24,3,1
542513,2016,25,2,2
542513,2017,26,1,3
542513,2018,27,0,4
542583,2015,25,2,1
542583,2016,26,1,2
542583,2017,27,0,3
542583,2018,28,1,4
542583,2019,29,2,5
542583,2021,31,4,6
542583,2022,32,5,7
542583,2023,33,6,8
542587,2015,24,3,1
542642,2017,26,1,1
542674,2015,28,1,1
542674,2016,29,2,2
542866,2015,29,2,1
542881,2016,27,0,1
542881,2017,28,1,2
542881,2018,29,2,3
542881,2019,30,3,4
542881,2021,32,5,5
542881,2022,33,6,6
542882,2015,26,1,1
542882,2016,27,0,2
542882,2018,29,2,3
542882,2019,30,3,4
542883,2015,29,2,1
542908,2015,25,2,1
542908,2016,26,1,2
542908,2017,27,0,3
542908,2018,28,1,4
542921,2015,25,2,1
542921,2016,26,1,2
542921,2017,27,0,3
542921,2018,28,1,4
542921,2019,29,2,5
542921,2022,32,5,6
542923,2015,26,1,1
542932,2018,28,1,1
542932,2019,29,2,2
542932,2021,31,4,3
542932,2022,32,5,4
542932,2023,33,6,5
542932,2024,34,7,6
542932,2025,35,8,7
542942,2015,26,1,1
542947,2021,34,7,1
542960,2019,33,6,1
542963,2015,26,1,1
542963,2017,28,1,2
542963,2019,30,3,3
542963,2021,32,5,4
542963,2022,33,6,5
542963,2024,35,8,6
542963,2025,36,9,7
542979,2015,25,2,1
542979,2016,26,1,2
542979,2017,27,0,3
542979,2018,28,1,4
542979,2019,29,2,5
542992,2016,26,1,1
542992,2021,31,4,2
542993,2015,26,1,1
542993,2016,27,0,2
542993,2017,28,1,3
542994,2015,29,2,1
543001,2019,29,2,1
543022,2016,27,0,1
543022,2017,28,1,2
543022,2018,29,2,3
543022,2019,30,3,4
543022,2021,32,5,5
543031,2018,31,4,1
543037,2015,25,2,1
543037,2016,26,1,2
543037,2017,27,0,3
543037,2018,28,1,4
543037,2019,29,2,5
543038,2015,28,1,1
543038,2017,30,3,2
543045,2015,25,2,1
543045,2016,26,1,2
543045,2017,27,0,3
543045,2019,29,2,4
543054,2015,25,2,1
543054,2016,26,1,2
543054,2017,27,0,3
543056,2015,26,1,1
543056,2021,32,5,2
543063,2015,28,1,1
543063,2016,29,2,2
543063,2017,30,3,3
543063,2018,31,4,4
543063,2019,32,5,5
543063,2021,34,7,6
543063,2022,35,8,7
543063,2023,36,9,8
543063,2024,37,10,9
543068,2015,25,2,1
543068,2016,26,1,2
543068,2017,27,0,3
543068,2018,28,1,4
543068,2019,29,2,5
543068,2021,31,4,6
543068,2022,32,5,7
543068,2023,33,6,8
543089,2017,28,1,1
543089,2018,29,2,2
543089,2019,30,3,3
543089,2021,32,5,4
543094,2015,25,2,1
543094,2016,26,1,2
543094,2017,27,0,3
543101,2015,25,2,1
543101,2016,26,1,2
543101,2018,28,1,3
543101,2019,29,2,4
543101,2021,31,4,5
543105,2015,25,2,1
543105,2016,26,1,2
543105,2019,29,2,3
543105,2021,31,4,4
543105,2022,32,5,5
543118,2016,29,2,1
543118,2019,32,5,2
543135,2015,25,2,1
543135,2016,26,1,2
543135,2018,28,1,3
543135,2019,29,2,4
543135,2021,31,4,5
543148,2016,29,2,1
543148,2017,30,3,2
543148,2018,31,4,3
543148,2019,32,5,4
543169,2018,28,1,1
543184,2015,28,1,1
543184,2016,29,2,2
543193,2018,28,1,1
543193,2019,29,2,2
543194,2018,29,2,1
543194,2019,30,3,2
543208,2017,27,0,1
543208,2018,28,1,2
543213,2015,28,1,1
543213,2016,29,2,2
543213,2017,30,3,3
543216,2015,28,1,1
543216,2016,29,2,2
543216,2017,30,3,3
543219,2015,25,2,1
543219,2017,27,0,2
543228,2015,28,1,1
543228,2016,29,2,2
543228,2017,30,3,3
543228,2018,31,4,4
543228,2019,32,5,5
543228,2021,34,7,6
543228,2022,35,8,7
543228,2023,36,9,8
543228,2024,37,10,9
543238,2015,25,2,1
543238,2016,26,1,2
543243,2015,26,1,1
543243,2016,27,0,2
543243,2018,29,2,3
543243,2019,30,3,4
543243,2021,32,5,5
543257,2015,26,1,1
543257,2016,27,0,2
543257,2017,28,1,3
543257,2018,29,2,4
543257,2019,30,3,5
543257,2021,32,5,6
543257,2022,33,6,7
543257,2023,34,7,8
543257,2024,35,8,9
543272,2015,25,2,1
543272,2016,26,1,2
543272,2017,27,0,3
543272,2018,28,1,4
543278,2015,28,1,1
543281,2015,28,1,1
543281,2016,29,2,2
543281,2017,30,3,3
543281,2018,31,4,4
543281,2019,32,5,5
543281,2021,34,7,6
543281,2022,35,8,7
543281,2023,36,9,8
543294,2015,26,1,1
543294,2016,27,0,2
543294,2017,28,1,3
543294,2018,29,2,4
543294,2019,30,3,5
543294,2021,32,5,6
543302,2015,28,1,1
543302,2016,29,2,2
543302,2017,30,3,3
543302,2018,31,4,4
543302,2019,32,5,5
543305,2015,26,1,1
543305,2016,27,0,2
543305,2017,28,1,3
543305,2018,29,2,4
543305,2019,30,3,5
543305,2021,32,5,6
543305,2022,33,6,7
543305,2023,34,7,8
543305,2024,35,8,9
543308,2015,26,1,1
543308,2016,27,0,2
543308,2017,28,1,3
543308,2018,29,2,4
543308,2019,30,3,5
543308,2021,32,5,6
543309,2017,27,0,1
543309,2018,28,1,2
543309,2019,29,2,3
543309,2021,31,4,4
543309,2022,32,5,5
543309,2023,33,6,6
543309,2024,34,7,7
543309,2025,35,8,8
543309,2026,36,9,9
543321,2015,25,2,1
543329,2016,26,1,1
543333,2015,26,1,1
543333,2016,27,0,2
543333,2017,28,1,3
543333,2018,29,2,4
543333,2019,30,3,5
543333,2021,32,5,6
543333,2022,33,6,7
543333,2023,34,7,8
543339,2015,28,1,1
543339,2018,31,4,2
543351,2019,32,5,1
543351,2021,34,7,2
543359,2018,31,4,1
543362,2017,27,0,1
543376,2015,29,2,1
543376,2016,30,3,2
543376,2017,31,4,3
543376,2018,32,5,4
543376,2019,33,6,5
543377,2018,30,3,1
543377,2019,31,4,2
543380,2015,26,1,1
543380,2016,27,0,2
543391,2015,26,1,1
543391,2016,27,0,2
543391,2018,29,2,3
543401,2015,28,1,1
543401,2016,29,2,2
543401,2017,30,3,3
543401,2018,31,4,4
543401,2019,32,5,5
543408,2015,29,2,1
543408,2016,30,3,2
543408,2017,31,4,3
543424,2015,25,2,1
543424,2016,26,1,2
543432,2015,28,1,1
543432,2017,30,3,2
543432,2018,31,4,3
543432,2019,32,5,4
543432,2021,34,7,5
543434,2015,25,2,1
543434,2016,26,1,2
543456,2016,27,0,1
543459,2015,27,0,1
543459,2017,29,2,2
543475,2015,25,2,1
543475,2016,26,1,2
543475,2017,27,0,3
543475,2018,28,1,4
543475,2019,29,2,5
543475,2021,31,4,6
543482,2023,34,7,1
543483,2018,29,2,1
543484,2015,26,1,1
543484,2016,27,0,2
543484,2017,28,1,3
543484,2018,29,2,4
543484,2019,30,3,5
543507,2015,26,1,1
543510,2015,25,2,1
543510,2016,26,1,2
543510,2017,27,0,3
543510,2018,28,1,4
543510,2019,29,2,5
543510,2021,31,4,6
543510,2022,32,5,7
543510,2023,33,6,8
543510,2024,34,7,9
543510,2025,35,8,10
543510,2026,36,9,11
543518,2024,35,8,1
543521,2015,28,1,1
543521,2016,29,2,2
543521,2017,30,3,3
543532,2016,27,0,1
543532,2019,30,3,2
543542,2017,27,0,1
543543,2015,26,1,1
543543,2016,27,0,2
543543,2017,28,1,3
543543,2018,29,2,4
543543,2019,30,3,5
543543,2021,32,5,6
543543,2022,33,6,7
543543,2023,34,7,8
543548,2015,28,1,1
543548,2016,29,2,2
543548,2017,30,3,3
543548,2018,31,4,4
543548,2019,32,5,5
543557,2015,26,1,1
543557,2016,27,0,2
543557,2017,28,1,3
543557,2018,29,2,4
543557,2019,30,3,5
543569,2015,28,1,1
543590,2015,28,1,1
543590,2016,29,2,2
543590,2017,30,3,3
543592,2019,30,3,1
543592,2021,32,5,2
543592,2022,33,6,3
543592,2023,34,7,4
543592,2025,36,9,5
543594,2021,32,5,1
543606,2015,25,2,1
543606,2016,26,1,2
543606,2017,27,0,3
543606,2018,28,1,4
543606,2019,29,2,5
543606,2021,31,4,6
543611,2017,27,0,1
543633,2015,29,2,1
543652,2017,27,0,1
543685,2015,25,2,1
543685,2016,26,1,2
543685,2017,27,0,3
543685,2018,28,1,4
543685,2019,29,2,5
543685,2021,31,4,6
543685,2022,32,5,7
543685,2023,33,6,8
543685,2024,34,7,9
543698,2015,26,1,1
543699,2015,29,2,1
543699,2016,30,3,2
543699,2017,31,4,3
543699,2018,32,5,4
543699,2019,33,6,5
543706,2015,30,3,1
543706,2016,31,4,2
543706,2017,32,5,3
543734,2015,29,2,1
543734,2016,30,3,2
543734,2017,31,4,3
543734,2018,32,5,4
543742,2015,28,1,1
543742,2016,29,2,2
543746,2016,29,2,1
543746,2017,30,3,2
543760,2015,25,2,1
543760,2016,26,1,2
543760,2017,27,0,3
543760,2018,28,1,4
543760,2019,29,2,5
543760,2021,31,4,6
543760,2022,32,5,7
543760,2023,33,6,8
543760,2024,34,7,9
543760,2025,35,8,10
543760,2026,36,9,11
543768,2015,25,2,1
543768,2016,26,1,2
543768,2017,27,0,3
543768,2018,28,1,4
543768,2019,29,2,5
543768,2021,31,4,6
543768,2022,32,5,7
543776,2015,28,1,1
543776,2016,29,2,2
543776,2018,31,4,3
543776,2019,32,5,4
543807,2015,26,1,1
543807,2016,27,0,2
543807,2017,28,1,3
543807,2018,29,2,4
543807,2019,30,3,5
543807,2021,32,5,6
543807,2022,33,6,7
543807,2023,34,7,8
543807,2024,35,8,9
543807,2025,36,9,10
543807,2026,37,10,11
543829,2015,27,0,1
543829,2016,28,1,2
543829,2017,29,2,3
543829,2018,30,3,4
543829,2019,31,4,5
543829,2022,34,7,6
543859,2016,27,0,1
543867,2017,28,1,1
543877,2016,26,1,1
543877,2017,27,0,2
543877,2018,28,1,3
543877,2019,29,2,4
543877,2021,31,4,5
543877,2022,32,5,6
543877,2023,33,6,7
543877,2024,34,7,8
543877,2025,35,8,9
543877,2026,36,9,10
543881,2015,28,1,1
543883,2019,33,6,1
543901,2015,25,2,1
543901,2016,26,1,2
543901,2018,28,1,3
543903,2015,25,2,1
543921,2015,25,2,1
543939,2015,25,2,1
543939,2016,26,1,2
543939,2017,27,0,3
543939,2018,28,1,4
543939,2019,29,2,5
543939,2021,31,4,6
543939,2022,32,5,7
543939,2023,33,6,8
543942,2015,30,3,1
544150,2016,27,0,1
544150,2017,28,1,2
544365,2015,24,3,1
544369,2015,25,2,1
544369,2016,26,1,2
544369,2017,27,0,3
544369,2018,28,1,4
544369,2019,29,2,5
544369,2021,31,4,6
544369,2022,32,5,7
544725,2015,24,3,1
544725,2016,25,2,2
544725,2017,26,1,3
544725,2018,27,0,4
544725,2019,28,1,5
544725,2021,30,3,6
544725,2022,31,4,7
544727,2017,28,1,1
544836,2017,26,1,1
544836,2018,27,0,2
544925,2015,28,1,1
544925,2016,29,2,2
544925,2017,30,3,3
544925,2018,31,4,4
544928,2015,27,0,1
544928,2016,28,1,2
544928,2017,29,2,3
544928,2019,31,4,4
544931,2015,27,0,1
544931,2016,28,1,2
544931,2017,29,2,3
544931,2018,30,3,4
544931,2019,31,4,5
544931,2021,33,6,6
545121,2017,26,1,1
545121,2018,27,0,2
545121,2019,28,1,3
545121,2021,30,3,4
545121,2022,31,4,5
545121,2023,32,5,6
545121,2024,33,6,7
545121,2025,34,7,8
545121,2026,35,8,9
545333,2015,24,3,1
545333,2016,25,2,2
545333,2017,26,1,3
545333,2018,27,0,4
545333,2019,28,1,5
545333,2021,30,3,6
545337,2017,26,1,1
545337,2018,27,0,2
545338,2015,24,3,1
545338,2016,25,2,2
545338,2017,26,1,3
545338,2018,27,0,4
545341,2015,24,3,1
545341,2016,25,2,2
545341,2017,26,1,3
545341,2018,27,0,4
545341,2019,28,1,5
545341,2021,30,3,6
545341,2022,31,4,7
545341,2023,32,5,8
545341,2024,33,6,9
545341,2025,34,7,10
545341,2026,35,8,11
545346,2015,24,3,1
545346,2017,26,1,2
545350,2015,24,3,1
545350,2016,25,2,2
545350,2017,26,1,3
545350,2018,27,0,4
545350,2019,28,1,5
545350,2021,30,3,6
545350,2022,31,4,7
545350,2023,32,5,8
545358,2015,24,3,1
545358,2016,25,2,2
545358,2017,26,1,3
545358,2018,27,0,4
545358,2019,28,1,5
545358,2021,30,3,6
545358,2022,31,4,7
545361,2015,24,3,1
545361,2016,25,2,2
545361,2017,26,1,3
545361,2018,27,0,4
545361,2019,28,1,5
545361,2021,30,3,6
545361,2022,31,4,7
545361,2023,32,5,8
545361,2024,33,6,9
545361,2025,34,7,10
545361,2026,35,8,11
545363,2017,26,1,1
545404,2015,29,2,1
546276,2016,24,3,1
546318,2015,24,3,1
546318,2016,25,2,2
546318,2017,26,1,3
546318,2018,27,0,4
546318,2019,28,1,5
546318,2021,30,3,6
546318,2022,31,4,7
546990,2017,23,4,1
546990,2018,24,3,2
546990,2019,25,2,3
546990,2021,27,0,4
546990,2022,28,1,5
546991,2016,22,5,1
546991,2017,23,4,2
546991,2018,24,3,3
546991,2019,25,2,4
546991,2021,27,0,5
546991,2022,28,1,6
547001,2021,27,0,1
547004,2016,22,5,1
547004,2017,23,4,2
547004,2018,24,3,3
547004,2019,25,2,4
547004,2021,27,0,5
547007,2016,22,5,1
547170,2017,25,2,1
547170,2018,26,1,2
547170,2019,27,0,3
547172,2016,24,3,1
547172,2017,25,2,2
547172,2018,26,1,3
547172,2019,27,0,4
547172,2021,29,2,5
547172,2022,30,3,6
547173,2022,30,3,1
547176,2021,29,2,1
547179,2015,23,4,1
547179,2016,24,3,2
547179,2017,25,2,3
547179,2018,26,1,4
547179,2019,27,0,5
547179,2021,29,2,6
547180,2015,23,4,1
547180,2016,24,3,2
547180,2017,25,2,3
547180,2018,26,1,4
547180,2019,27,0,5
547180,2021,29,2,6
547180,2022,30,3,7
547180,2023,31,4,8
547180,2024,32,5,9
547180,2025,33,6,10
547180,2026,34,7,11
547379,2015,27,0,1
547379,2016,28,1,2
547379,2017,29,2,3
547379,2018,30,3,4
547379,2019,31,4,5
547379,2021,33,6,6
547379,2022,34,7,7
547379,2023,35,8,8
547749,2017,31,4,1
547874,2015,34,7,1
547874,2016,35,8,2
547888,2015,27,0,1
547888,2016,28,1,2
547888,2017,29,2,3
547888,2018,30,3,4
547888,2019,31,4,5
547912,2017,27,0,1
547912,2018,28,1,2
547942,2021,33,6,1
547943,2016,29,2,1
547943,2017,30,3,2
547943,2018,31,4,3
547943,2019,32,5,4
547943,2021,34,7,5
547957,2016,28,1,1
547957,2017,29,2,2
547973,2015,27,0,1
547982,2015,27,0,1
547982,2016,28,1,2
547982,2017,29,2,3
547982,2018,30,3,4
547982,2019,31,4,5
547989,2015,28,1,1
547989,2016,29,2,2
547989,2017,30,3,3
547989,2018,31,4,4
547989,2019,32,5,5
547989,2021,34,7,6
547989,2022,35,8,7
547989,2023,36,9,8
547989,2024,37,10,9
548337,2015,25,2,1
548337,2016,26,1,2
548357,2015,27,0,1
548357,2016,28,1,2
548357,2017,29,2,3
548357,2018,30,3,4
548389,2016,27,0,1
548389,2017,28,1,2
548389,2018,29,2,3
548389,2019,30,3,4
548389,2021,32,5,5
552640,2018,28,1,1
552662,2015,27,0,1
552662,2016,28,1,2
553869,2015,25,2,1
553869,2016,26,1,2
553869,2017,27,0,3
553869,2018,28,1,4
553869,2019,29,2,5
553869,2021,31,4,6
553869,2022,32,5,7
553869,2023,33,6,8
553869,2024,34,7,9
553869,2025,35,8,10
553869,2026,36,9,11
553878,2016,25,2,1
553878,2018,27,0,2
553878,2019,28,1,3
553882,2016,24,3,1
553882,2017,25,2,2
553882,2018,26,1,3
553882,2019,27,0,4
553882,2021,29,2,5
553882,2022,30,3,6
553882,2023,31,4,7
553882,2024,32,5,8
553882,2025,33,6,9
553883,2016,24,3,1
553902,2018,27,0,1
553902,2019,28,1,2
553902,2021,30,3,3
553902,2022,31,4,4
553988,2015,23,4,1
553988,2016,24,3,2
553988,2017,25,2,3
553988,2018,26,1,4
553988,2022,30,3,5
553993,2015,24,3,1
553993,2016,25,2,2
553993,2017,26,1,3
553993,2018,27,0,4
553993,2019,28,1,5
553993,2021,30,3,6
553993,2022,31,4,7
553993,2023,32,5,8
553993,2024,33,6,9
553993,2025,34,7,10
553993,2026,35,8,11
554054,2018,26,1,1
554234,2015,24,3,1
554234,2016,25,2,2
554340,2019,29,2,1
554374,2017,25,2,1
554429,2015,27,0,1
554429,2016,28,1,2
554430,2017,27,0,1
554430,2018,28,1,2
554430,2019,29,2,3
554430,2021,31,4,4
554431,2015,25,2,1
570240,2017,27,0,1
570240,2018,28,1,2
570240,2019,29,2,3
570256,2015,24,3,1
570256,2016,25,2,2
570256,2017,26,1,3
570256,2018,27,0,4
570256,2019,28,1,5
570256,2021,30,3,6
570267,2015,23,4,1
570267,2016,24,3,2
570267,2017,25,2,3
570267,2018,26,1,4
570267,2019,27,0,5
570481,2016,25,2,1
570481,2017,26,1,2
570481,2018,27,0,3
570481,2019,28,1,4
570481,2021,30,3,5
570481,2022,31,4,6
570482,2015,24,3,1
570482,2017,26,1,2
570482,2018,27,0,3
570482,2019,28,1,4
570482,2021,30,3,5
570482,2022,31,4,6
570482,2023,32,5,7
570482,2024,33,6,8
570482,2025,34,7,9
570489,2015,24,3,1
570489,2016,25,2,2
570489,2017,26,1,3
570560,2015,23,4,1
570560,2016,24,3,2
570560,2017,25,2,3
570560,2018,26,1,4
570560,2019,27,0,5
570560,2022,30,3,6
570615,2015,24,3,1
570615,2016,25,2,2
570632,2015,24,3,1
570632,2016,25,2,2
570632,2017,26,1,3
570632,2018,27,0,4
570632,2019,28,1,5
570632,2021,30,3,6
570639,2016,25,2,1
570649,2015,24,3,1
570649,2016,25,2,2
570663,2016,26,1,1
570663,2017,27,0,2
570663,2018,28,1,3
570666,2018,26,1,1
570666,2019,27,0,2
570714,2016,25,2,1
570717,2015,23,4,1
570717,2016,24,3,2
570717,2017,25,2,3
570731,2015,24,3,1
570731,2016,25,2,2
570731,2017,26,1,3
570731,2018,27,0,4
570731,2019,28,1,5
570731,2021,30,3,6
570731,2022,31,4,7
570731,2023,32,5,8
570799,2017,26,1,1
570799,2018,27,0,2
570810,2017,27,0,1
571431,2015,27,0,1
571431,2016,28,1,2
571431,2017,29,2,3
571431,2018,30,3,4
571431,2019,31,4,5
571431,2021,33,6,6
571437,2015,24,3,1
571437,2016,25,2,2
571437,2017,26,1,3
571437,2018,27,0,4
571437,2019,28,1,5
571448,2015,24,3,1
571448,2016,25,2,2
571448,2017,26,1,3
571448,2018,27,0,4
571448,2019,28,1,5
571448,2021,30,3,6
571448,2022,31,4,7
571448,2023,32,5,8
571448,2024,33,6,9
571448,2025,34,7,10
571448,2026,35,8,11
571466,2015,24,3,1
571466,2016,25,2,2
571466,2017,26,1,3
571466,2018,27,0,4
571466,2019,28,1,5
571466,2021,30,3,6
571466,2022,31,4,7
571466,2023,32,5,8
571466,2024,33,6,9
571466,2025,34,7,10
571467,2015,25,2,1
571467,2018,28,1,2
571467,2019,29,2,3
571473,2018,31,4,1
571476,2018,28,1,1
571506,2015,27,0,1
571506,2016,28,1,2
571506,2017,29,2,3
571506,2018,30,3,4
571506,2019,31,4,5
571510,2017,26,1,1
571510,2018,27,0,2
571510,2019,28,1,3
571510,2021,30,3,4
571521,2021,34,7,1
571527,2015,26,1,1
571539,2019,28,1,1
571553,2015,25,2,1
571553,2016,26,1,2
571553,2017,27,0,3
571561,2015,26,1,1
571561,2016,27,0,2
571577,2015,28,1,1
571578,2015,26,1,1
571578,2016,27,0,2
571578,2017,28,1,3
571578,2018,29,2,4
571578,2019,30,3,5
571578,2021,32,5,6
571595,2018,27,0,1
571595,2019,28,1,2
571602,2016,25,2,1
571602,2017,26,1,2
571602,2018,27,0,3
571602,2022,31,4,4
571656,2015,24,3,1
571657,2017,27,0,1
571657,2018,28,1,2
571657,2019,29,2,3
571657,2021,31,4,4
571657,2022,32,5,5
571657,2023,33,6,6
571657,2024,34,7,7
571657,2025,35,8,8
571657,2026,36,9,9
571665,2015,24,3,1
571666,2015,30,3,1
571666,2017,32,5,2
571670,2017,27,0,1
571670,2018,28,1,2
571670,2019,29,2,3
571676,2021,33,6,1
571679,2017,28,1,1
571679,2018,29,2,2
571679,2019,30,3,3
571681,2016,25,2,1
571681,2017,26,1,2
571697,2015,25,2,1
571697,2016,26,1,2
571697,2017,27,0,3
571697,2018,28,1,4
571697,2019,29,2,5
571710,2016,26,1,1
571718,2016,26,1,1
571718,2017,27,0,2
571718,2018,28,1,3
571718,2019,29,2,4
571718,2021,31,4,5
571735,2015,28,1,1
571740,2015,25,2,1
571740,2016,26,1,2
571740,2017,27,0,3
571740,2018,28,1,4
571740,2019,29,2,5
571740,2021,31,4,6
571740,2022,32,5,7
571740,2023,33,6,8
571745,2016,26,1,1
571745,2017,27,0,2
571745,2018,28,1,3
571745,2019,29,2,4
571745,2021,31,4,5
571745,2022,32,5,6
571745,2023,33,6,7
571745,2024,34,7,8
571757,2016,29,2,1
571757,2017,30,3,2
571760,2015,24,3,1
571760,2018,27,0,2
571760,2021,30,3,3
571761,2015,25,2,1
571771,2015,24,3,1
571771,2016,25,2,2
571771,2017,26,1,3
571771,2018,27,0,4
571771,2019,28,1,5
571771,2021,30,3,6
571771,2022,31,4,7
571771,2023,32,5,8
571771,2024,33,6,9
571771,2025,34,7,10
571787,2015,24,3,1
571788,2015,27,0,1
571788,2016,28,1,2
571788,2017,29,2,3
571788,2018,30,3,4
571788,2019,31,4,5
571788,2021,33,6,6
571800,2016,26,1,1
571800,2018,28,1,2
571800,2021,31,4,3
571812,2016,28,1,1
571825,2015,27,0,1
571830,2016,25,2,1
571830,2017,26,1,2
571841,2016,28,1,1
571841,2017,29,2,2
571841,2018,30,3,3
571851,2016,25,2,1
571851,2018,27,0,2
571863,2016,26,1,1
571863,2018,28,1,2
571863,2019,29,2,3
571868,2015,28,1,1
571871,2016,25,2,1
571871,2017,26,1,2
571875,2015,25,2,1
571875,2016,26,1,2
571875,2017,27,0,3
571875,2018,28,1,4
571875,2019,29,2,5
571875,2021,31,4,6
571875,2022,32,5,7
571875,2023,33,6,8
571882,2016,26,1,1
571882,2018,28,1,2
571893,2015,28,1,1
571893,2018,31,4,2
571912,2015,24,3,1
571912,2016,25,2,2
571912,2017,26,1,3
571912,2018,27,0,4
571912,2019,28,1,5
571912,2021,30,3,6
571912,2022,31,4,7
571912,2023,32,5,8
571912,2024,33,6,9
571912,2025,34,7,10
571917,2019,29,2,1
571918,2015,25,2,1
571918,2016,26,1,2
571918,2017,27,0,3
571918,2018,28,1,4
571918,2019,29,2,5
571918,2021,31,4,6
571918,2022,32,5,7
571927,2015,24,3,1
571927,2016,25,2,2
571927,2017,26,1,3
571927,2018,27,0,4
571927,2019,28,1,5
571927,2021,30,3,6
571945,2018,30,3,1
571945,2019,31,4,2
571945,2021,33,6,3
571946,2015,25,2,1
571946,2016,26,1,2
571946,2017,27,0,3
571946,2018,28,1,4
571946,2019,29,2,5
571946,2021,31,4,6
571946,2023,33,6,7
571948,2017,26,1,1
571948,2021,30,3,2
571951,2015,24,3,1
571951,2018,27,0,2
571963,2016,30,3,1
571970,2015,25,2,1
571970,2016,26,1,2
571970,2018,28,1,3
571970,2019,29,2,4
571970,2021,31,4,5
571970,2022,32,5,6
571970,2023,33,6,7
571970,2024,34,7,8
571970,2025,35,8,9
571970,2026,36,9,10
571974,2015,24,3,1
571974,2016,25,2,2
571974,2017,26,1,3
571974,2018,27,0,4
571974,2019,28,1,5
571976,2015,25,2,1
571976,2016,26,1,2
571976,2017,27,0,3
571976,2018,28,1,4
571976,2019,29,2,5
571976,2021,31,4,6
571976,2022,32,5,7
571976,2023,33,6,8
571980,2016,25,2,1
571980,2017,26,1,2
571980,2018,27,0,3
571980,2019,28,1,4
571980,2021,30,3,5
571980,2022,31,4,6
571980,2023,32,5,7
572000,2017,27,0,1
572008,2015,24,3,1
572008,2016,25,2,2
572008,2017,26,1,3
572008,2018,27,0,4
572008,2019,28,1,5
572008,2021,30,3,6
572008,2022,31,4,7
572008,2023,32,5,8
572019,2015,28,1,1
572019,2016,29,2,2
572020,2015,27,0,1
572020,2016,28,1,2
572020,2019,31,4,3
572033,2015,27,0,1
572033,2016,28,1,2
572033,2017,29,2,3
572033,2018,30,3,4
572033,2019,31,4,5
572038,2015,26,1,1
572039,2015,24,3,1
572039,2016,25,2,2
572039,2017,26,1,3
572039,2018,27,0,4
572039,2019,28,1,5
572039,2021,30,3,6
572039,2022,31,4,7
572041,2015,28,1,1
572041,2016,29,2,2
572041,2017,30,3,3
572041,2018,31,4,4
572041,2019,32,5,5
572041,2021,34,7,6
572041,2022,35,8,7
572041,2023,36,9,8
572070,2019,31,4,1
572070,2021,33,6,2
572073,2016,25,2,1
572073,2017,26,1,2
572073,2018,27,0,3
572073,2019,28,1,4
572096,2015,25,2,1
572096,2016,26,1,2
572102,2015,24,3,1
572102,2016,25,2,2
572114,2016,28,1,1
572114,2017,29,2,2
572114,2018,30,3,3
572122,2015,28,1,1
572122,2016,29,2,2
572122,2017,30,3,3
572122,2018,31,4,4
572122,2019,32,5,5
572122,2021,34,7,6
572125,2021,31,4,1
572128,2015,24,3,1
572128,2016,25,2,2
572138,2015,24,3,1
572138,2023,32,5,2
572138,2024,33,6,3
572138,2025,34,7,4
572140,2017,26,1,1
572140,2019,28,1,2
572143,2019,29,2,1
572180,2015,25,2,1
572180,2016,26,1,2
572180,2017,27,0,3
572180,2018,28,1,4
572182,2015,24,3,1
572182,2018,27,0,2
572191,2015,24,3,1
572191,2016,25,2,2
572191,2017,26,1,3
572191,2018,27,0,4
572191,2019,28,1,5
572191,2021,30,3,6
572191,2022,31,4,7
572191,2023,32,5,8
572191,2024,33,6,9
572191,2025,34,7,10
572193,2017,30,3,1
572204,2015,24,3,1
572204,2016,25,2,2
572204,2017,26,1,3
572204,2018,27,0,4
572204,2021,30,3,5
572204,2022,31,4,6
572204,2023,32,5,7
572227,2017,26,1,1
572227,2018,27,0,2
572228,2017,26,1,1
572228,2018,27,0,2
572228,2019,28,1,3
572228,2021,30,3,4
572228,2022,31,4,5
572228,2023,32,5,6
572233,2015,24,3,1
572233,2017,26,1,2
572233,2018,27,0,3
572233,2019,28,1,4
572233,2021,30,3,5
572233,2022,31,4,6
572233,2023,32,5,7
572233,2024,33,6,8
572233,2025,34,7,9
572233,2026,35,8,10
572241,2017,27,0,1
572287,2015,24,3,1
572287,2016,25,2,2
572287,2017,26,1,3
572287,2018,27,0,4
572287,2019,28,1,5
572287,2021,30,3,6
572287,2022,31,4,7
572287,2023,32,5,8
572309,2015,24,3,1
572309,2016,25,2,2
572362,2015,25,2,1
572362,2016,26,1,2
572362,2018,28,1,3
572362,2019,29,2,4
572365,2015,27,0,1
572365,2016,28,1,2
572365,2017,29,2,3
572365,2018,30,3,4
572365,2019,31,4,5
572403,2018,28,1,1
572669,2017,28,1,1
572669,2018,29,2,2
572750,2015,24,3,1
572750,2016,25,2,2
572750,2017,26,1,3
572750,2018,27,0,4
572761,2015,30,3,1
572761,2016,31,4,2
572761,2017,32,5,3
572761,2018,33,6,4
572761,2019,34,7,5
572761,2021,36,9,6
