pitcher,ptg,pitches,total,mix_pct,player_name
623149,FB,284,487,58.3,
623149,SL,203,487,41.7,
623167,FB,277,673,41.2,
623167,CT,190,673,28.2,
623167,CB,115,673,17.1,
623167,SL,77,673,11.4,
623167,CH,14,673,2.1,
623211,SI,488,1242,39.3,
623211,CH,478,1242,38.5,
623211,FB,136,1242,11.0,
623211,CT,99,1242,8.0,
623211,SL,41,1242,3.3,
623352,SI,459,847,54.2,
623352,SL,351,847,41.4,
623352,CH,37,847,4.4,
623433,FB,116,241,48.1,
623433,CB,71,241,29.5,
623433,CH,51,241,21.2,
623433,SI,3,241,1.2,
623437,SI,473,1230,38.5,
623437,SL,331,1230,26.9,
623437,CT,247,1230,20.1,
623437,CH,178,1230,14.5,
623437,OTHER,1,1230,0.1,
623454,FB,129,327,39.4,
623454,CH,106,327,32.4,
623454,CB,69,327,21.1,
623454,SL,23,327,7.0,
623474,SL,904,1527,59.2,"Herget, Jimmy"
623474,SI,412,1527,27.0,"Herget, Jimmy"
623474,FB,121,1527,7.9,"Herget, Jimmy"
623474,CH,88,1527,5.8,"Herget, Jimmy"
623474,CB,1,1527,0.1,"Herget, Jimmy"
623474,OTHER,1,1527,0.1,"Herget, Jimmy"
624133,SI,858,3004,28.6,"Suarez, Ranger"
624133,CH,571,3004,19.0,"Suarez, Ranger"
624133,CT,543,3004,18.1,"Suarez, Ranger"
624133,CB,473,3004,15.7,"Suarez, Ranger"
624133,FB,455,3004,15.1,"Suarez, Ranger"
624133,SL,104,3004,3.5,"Suarez, Ranger"
625643,FB,271,513,52.8,"López, Reynaldo"
625643,SL,161,513,31.4,"López, Reynaldo"
625643,CB,59,513,11.5,"López, Reynaldo"
625643,CH,22,513,4.3,"López, Reynaldo"
628452,FB,454,1084,41.9,
628452,CH,305,1084,28.1,
628452,SI,229,1084,21.1,
628452,SL,96,1084,8.9,
640448,FB,643,1112,57.8,
640448,SP,397,1112,35.7,
640448,SL,72,1112,6.5,
640451,FB,127,243,52.3,
640451,SP,59,243,24.3,
640451,SL,38,243,15.6,
640451,CB,19,243,7.8,
640455,FB,839,1515,55.4,
640455,SL,518,1515,34.2,
640455,CH,89,1515,5.9,
640455,SI,54,1515,3.6,
640455,CT,15,1515,1.0,
641154,FB,518,1259,41.1,
641154,CH,267,1259,21.2,
641154,SL,267,1259,21.2,
641154,CB,124,1259,9.8,
641154,SI,82,1259,6.5,
641154,OTHER,1,1259,0.1,
641302,FB,432,1834,23.6,
641302,SL,393,1834,21.4,
641302,SI,363,1834,19.8,
641302,CT,338,1834,18.4,
641302,CH,308,1834,16.8,
641312,SL,204,500,40.8,
641312,FB,135,500,27.0,
641312,CH,130,500,26.0,
641312,SI,31,500,6.2,
641329,FB,625,1326,47.1,
641329,CH,409,1326,30.8,
641329,SL,292,1326,22.0,
641401,FB,458,1047,43.7,
641401,CH,435,1047,41.5,
641401,CT,153,1047,14.6,
641401,CB,1,1047,0.1,
641482,FB,228,599,38.1,
641482,CT,207,599,34.6,
641482,CH,83,599,13.9,
641482,SL,80,599,13.4,
641482,SI,1,599,0.2,
641540,CT,147,372,39.5,
641540,SI,111,372,29.8,
641540,CH,67,372,18.0,
641540,SL,34,372,9.1,
641540,CB,11,372,3.0,
641540,FB,2,372,0.5,
641656,SI,317,672,47.2,
641656,SL,262,672,39.0,
641656,FB,93,672,13.8,
641672,CT,160,586,27.3,
641672,SL,151,586,25.8,
641672,SI,103,586,17.6,
641672,CH,102,586,17.4,
641672,FB,70,586,11.9,
641743,FB,183,607,30.1,"Kay, Anthony"
641743,SL,131,607,21.6,"Kay, Anthony"
641743,CT,112,607,18.5,"Kay, Anthony"
641743,SI,93,607,15.3,"Kay, Anthony"
641743,CH,88,607,14.5,"Kay, Anthony"
641745,FB,561,1344,41.7,
641745,SL,423,1344,31.5,
641745,SI,196,1344,14.6,
641745,CH,164,1344,12.2,
641755,SL,957,1476,64.8,
641755,FB,320,1476,21.7,
641755,CB,188,1476,12.7,
641755,CH,11,1476,0.7,
641778,FB,994,2143,46.4,"Lauer, Eric"
641778,CT,421,2143,19.6,"Lauer, Eric"
641778,CB,285,2143,13.3,"Lauer, Eric"
641778,SL,225,2143,10.5,"Lauer, Eric"
641778,CH,217,2143,10.1,"Lauer, Eric"
641778,SI,1,2143,0.0,"Lauer, Eric"
641793,SL,1112,3302,33.7,"Littell, Zack"
641793,SP,871,3302,26.4,"Littell, Zack"
641793,FB,790,3302,23.9,"Littell, Zack"
641793,SI,529,3302,16.0,"Littell, Zack"
641816,FB,982,2000,49.1,"Mahle, Tyler"
641816,SP,541,2000,27.0,"Mahle, Tyler"
641816,CT,266,2000,13.3,"Mahle, Tyler"
641816,SL,194,2000,9.7,"Mahle, Tyler"
641816,SI,17,2000,0.8,"Mahle, Tyler"
641835,SI,391,595,65.7,
641835,SL,182,595,30.6,
641835,FB,17,595,2.9,
641835,SP,5,595,0.8,
641927,FB,1037,2961,35.0,"Ober, Bailey"
641927,CH,892,2961,30.1,"Ober, Bailey"
641927,SL,836,2961,28.2,"Ober, Bailey"
641927,CB,99,2961,3.3,"Ober, Bailey"
641927,SI,97,2961,3.3,"Ober, Bailey"
641941,FB,784,1280,61.3,
641941,SP,259,1280,20.2,
641941,CT,237,1280,18.5,
642016,SL,106,255,41.6,
642016,CT,66,255,25.9,
642016,FB,60,255,23.5,
642016,SI,23,255,9.0,
642048,SI,116,243,47.7,
642048,SL,68,243,28.0,
642048,CH,46,243,18.9,
642048,FB,13,243,5.3,
642100,FB,479,1132,42.3,
642100,SI,340,1132,30.0,
642100,SL,312,1132,27.6,
642100,CH,1,1132,0.1,
642121,FB,281,690,40.7,
642121,CH,277,690,40.1,
642121,CT,125,690,18.1,
642121,SL,6,690,0.9,
642121,OTHER,1,690,0.1,
642152,CT,203,841,24.1,
642152,SI,186,841,22.1,
642152,SL,170,841,20.2,
642152,CH,140,841,16.6,
642152,FB,132,841,15.7,
642152,CB,10,841,1.2,
642207,CH,685,1325,51.7,
642207,FB,638,1325,48.2,
642207,CT,2,1325,0.2,
642232,CT,300,1184,25.3,
642232,CH,244,1184,20.6,
642232,SL,232,1184,19.6,
642232,SI,225,1184,19.0,
642232,FB,183,1184,15.5,
642239,FB,154,347,44.4,
642239,CT,115,347,33.1,
642239,SL,50,347,14.4,
642239,SP,18,347,5.2,
642239,CH,10,347,2.9,
642397,SI,646,1294,49.9,
642397,SL,530,1294,41.0,
642397,FB,113,1294,8.7,
642397,SP,5,1294,0.4,
642528,SI,341,714,47.8,
642528,CH,163,714,22.8,
642528,CB,127,714,17.8,
642528,FB,62,714,8.7,
642528,CT,21,714,2.9,
642547,FB,1991,3737,53.3,"Peralta, Freddy"
642547,CH,806,3737,21.6,"Peralta, Freddy"
642547,CB,574,3737,15.4,"Peralta, Freddy"
642547,SL,366,3737,9.8,"Peralta, Freddy"
642585,SI,387,627,61.7,
642585,SP,179,627,28.5,
642585,SL,57,627,9.1,
642585,CT,3,627,0.5,
642585,OTHER,1,627,0.2,
642701,SL,562,1242,45.2,
642701,FB,362,1242,29.1,
642701,CT,112,1242,9.0,
642701,CH,104,1242,8.4,
642701,SI,102,1242,8.2,
643338,FB,356,710,50.1,
643338,SL,337,710,47.5,
643338,SI,16,710,2.3,
643338,OTHER,1,710,0.1,
643361,FB,95,216,44.0,
643361,CH,79,216,36.6,
643361,CT,40,216,18.5,
643361,CB,2,216,0.9,
643377,SL,553,1352,40.9,
643377,CH,293,1352,21.7,
643377,FB,261,1352,19.3,
643377,SI,173,1352,12.8,
643377,CT,51,1352,3.8,
643377,CB,21,1352,1.6,
643410,SI,383,1077,35.6,
643410,SP,330,1077,30.6,
643410,CB,252,1077,23.4,
643410,FB,48,1077,4.5,
643410,CT,41,1077,3.8,
643410,SL,23,1077,2.1,
643511,SI,880,1176,74.8,
643511,SL,296,1176,25.2,
645261,SI,896,3561,25.2,"Alcantara, Sandy"
645261,CH,829,3561,23.3,"Alcantara, Sandy"
645261,FB,645,3561,18.1,"Alcantara, Sandy"
645261,SL,645,3561,18.1,"Alcantara, Sandy"
645261,CT,546,3561,15.3,"Alcantara, Sandy"
647315,SI,151,257,58.8,
647315,SL,65,257,25.3,
647315,CT,41,257,16.0,
647336,FB,898,2075,43.3,"Soroka, Michael"
647336,SL,699,2075,33.7,"Soroka, Michael"
647336,CH,213,2075,10.3,"Soroka, Michael"
647336,SI,196,2075,9.4,"Soroka, Michael"
647336,CT,68,2075,3.3,"Soroka, Michael"
647336,OTHER,1,2075,0.0,"Soroka, Michael"
650556,FB,723,1435,50.4,
650556,SL,693,1435,48.3,
650556,SI,14,1435,1.0,
650556,CH,5,1435,0.3,
650633,SI,538,1865,28.8,"King, Michael"
650633,SL,466,1865,25.0,"King, Michael"
650633,CH,437,1865,23.4,"King, Michael"
650633,FB,424,1865,22.7,"King, Michael"
650644,CT,812,2365,34.3,"Civale, Aaron"
650644,CB,464,2365,19.6,"Civale, Aaron"
650644,SI,409,2365,17.3,"Civale, Aaron"
650644,FB,353,2365,14.9,"Civale, Aaron"
650644,SL,171,2365,7.2,"Civale, Aaron"
650644,SP,156,2365,6.6,"Civale, Aaron"
650893,SI,174,715,24.3,
650893,FB,163,715,22.8,
650893,CT,146,715,20.4,
650893,CB,139,715,19.4,
650893,SP,93,715,13.0,
650911,SI,1630,3545,46.0,"Sánchez, Cristopher"
650911,CH,1313,3545,37.0,"Sánchez, Cristopher"
650911,SL,602,3545,17.0,"Sánchez, Cristopher"
655889,SL,214,431,49.7,
655889,SI,147,431,34.1,
655889,FB,70,431,16.2,
656186,FB,121,456,26.5,
656186,SI,114,456,25.0,
656186,SL,114,456,25.0,
656186,CH,107,456,23.5,
656222,FB,597,1139,52.4,
656222,CH,424,1139,37.2,
656222,CT,118,1139,10.4,
656234,SL,457,1132,40.4,
656234,SI,381,1132,33.7,
656234,CB,251,1132,22.2,
656234,CT,43,1132,3.8,
656240,SL,314,711,44.2,
656240,FB,256,711,36.0,
656240,SP,135,711,19.0,
656240,SI,6,711,0.8,
656271,FB,527,1289,40.9,
656271,SL,356,1289,27.6,
656271,CH,286,1289,22.2,
656271,SI,120,1289,9.3,
656288,FB,495,1416,35.0,
656288,SL,442,1416,31.2,
656288,CH,337,1416,23.8,
656288,CB,87,1416,6.1,
656288,CT,50,1416,3.5,
656288,SI,5,1416,0.4,
656302,SL,1608,3752,42.9,"Cease, Dylan"
656302,FB,1543,3752,41.1,"Cease, Dylan"
656302,CB,307,3752,8.2,"Cease, Dylan"
656302,SI,178,3752,4.7,"Cease, Dylan"
656302,CH,116,3752,3.1,"Cease, Dylan"
656427,FB,1595,3424,46.6,"Flaherty, Jack"
656427,CB,834,3424,24.4,"Flaherty, Jack"
656427,SL,823,3424,24.0,"Flaherty, Jack"
656427,CH,90,3424,2.6,"Flaherty, Jack"
656427,SI,82,3424,2.4,"Flaherty, Jack"
656457,SI,284,896,31.7,
656457,SL,273,896,30.5,
656457,CT,165,896,18.4,
656457,FB,107,896,11.9,
656457,SP,67,896,7.5,
656464,FB,357,738,48.4,
656464,SL,337,738,45.7,
656464,SI,44,738,6.0,
656492,CT,192,638,30.1,"Griffin, Foster"
656492,FB,102,638,16.0,"Griffin, Foster"
656492,SL,88,638,13.8,"Griffin, Foster"
656492,SI,79,638,12.4,"Griffin, Foster"
656492,CH,72,638,11.3,"Griffin, Foster"
656492,CB,53,638,8.3,"Griffin, Foster"
656492,SP,52,638,8.2,"Griffin, Foster"
656546,FB,517,1407,36.7,
656546,SL,415,1407,29.5,
656546,SP,349,1407,24.8,
656546,SI,125,1407,8.9,
656546,OTHER,1,1407,0.1,
656550,SL,918,2540,36.1,"Holmes, Grant"
656550,FB,856,2540,33.7,"Holmes, Grant"
656550,CB,361,2540,14.2,"Holmes, Grant"
656550,CT,327,2540,12.9,"Holmes, Grant"
656550,CH,40,2540,1.6,"Holmes, Grant"
656550,SI,38,2540,1.5,"Holmes, Grant"
656557,SI,298,749,39.8,
656557,SL,265,749,35.4,
656557,SP,142,749,19.0,
656557,FB,44,749,5.9,
656605,FB,1214,3486,34.8,"Keller, Mitch"
656605,SL,1101,3486,31.6,"Keller, Mitch"
656605,SI,625,3486,17.9,"Keller, Mitch"
656605,CH,264,3486,7.6,"Keller, Mitch"
656605,CB,255,3486,7.3,"Keller, Mitch"
656605,CT,27,3486,0.8,"Keller, Mitch"
656629,FB,191,231,82.7,
656629,CT,38,231,16.5,
656629,CH,2,231,0.9,
656638,SL,86,297,29.0,
656638,SI,65,297,21.9,
656638,CH,61,297,20.5,
656638,FB,44,297,14.8,
656638,CT,24,297,8.1,
656638,CB,17,297,5.7,
656641,FB,824,1657,49.7,
656641,SL,362,1657,21.8,
656641,CH,360,1657,21.7,
656641,CB,111,1657,6.7,
656686,FB,198,432,45.8,
656686,SL,123,432,28.5,
656686,CB,90,432,20.8,
656686,CH,18,432,4.2,
656686,SI,3,432,0.7,
656730,FB,573,958,59.8,
656730,CB,385,958,40.2,
656731,FB,522,1234,42.3,
656731,SL,296,1234,24.0,
656731,SI,241,1234,19.5,
656731,CH,89,1234,7.2,
656731,CB,86,1234,7.0,
656794,FB,524,1853,28.3,
656794,SL,451,1853,24.3,
656794,SI,444,1853,24.0,
656794,CT,222,1853,12.0,
656794,CH,126,1853,6.8,
656794,CB,86,1853,4.6,
656848,FB,290,522,55.6,
656848,SL,184,522,35.2,
656848,CH,40,522,7.7,
656848,SI,8,522,1.5,
656849,SI,964,3189,30.2,"Peterson, David"
656849,FB,707,3189,22.2,"Peterson, David"
656849,SL,607,3189,19.0,"Peterson, David"
656849,CH,475,3189,14.9,"Peterson, David"
656849,CB,436,3189,13.7,"Peterson, David"
656876,FB,953,2807,34.0,"Rasmussen, Drew"
656876,CT,902,2807,32.1,"Rasmussen, Drew"
656876,SI,623,2807,22.2,"Rasmussen, Drew"
656876,SL,126,2807,4.5,"Rasmussen, Drew"
656876,CB,124,2807,4.4,"Rasmussen, Drew"
656876,CH,79,2807,2.8,"Rasmussen, Drew"
656945,FB,572,1096,52.2,
656945,SL,522,1096,47.6,
656945,SI,2,1096,0.2,
656986,SL,464,793,58.5,
656986,FB,307,793,38.7,
656986,SI,13,793,1.6,
656986,CT,9,793,1.1,
657006,FB,143,246,58.1,
657006,SL,67,246,27.2,
657006,SI,17,246,6.9,
657006,CB,12,246,4.9,
657006,CH,7,246,2.8,
657044,SI,456,823,55.4,
657044,SL,302,823,36.7,
657044,FB,63,823,7.7,
657044,SP,2,823,0.2,
657097,FB,563,1227,45.9,
657097,CH,425,1227,34.6,
657097,SL,239,1227,19.5,
657240,SL,172,336,51.2,
657240,FB,162,336,48.2,
657240,CH,2,336,0.6,
657277,SI,1317,3865,34.1,"Webb, Logan"
657277,SL,1002,3865,25.9,"Webb, Logan"
657277,CH,931,3865,24.1,"Webb, Logan"
657277,FB,312,3865,8.1,"Webb, Logan"
657277,CT,303,3865,7.8,"Webb, Logan"
657376,CT,501,1226,40.9,
657376,SL,307,1226,25.0,
657376,CB,223,1226,18.2,
657376,SI,102,1226,8.3,
657376,FB,93,1226,7.6,
657424,SL,410,760,53.9,
657424,FB,218,760,28.7,
657424,CH,77,760,10.1,
657424,SI,55,760,7.2,
657514,SI,467,1052,44.4,
657514,CB,275,1052,26.1,
657514,CH,123,1052,11.7,
657514,CT,119,1052,11.3,
657514,SL,35,1052,3.3,
657514,FB,33,1052,3.1,
657571,FB,325,1042,31.2,
657571,SI,246,1042,23.6,
657571,CT,244,1042,23.4,
657571,SL,227,1042,21.8,
657585,CT,276,979,28.2,
657585,SI,238,979,24.3,
657585,SP,219,979,22.4,
657585,SL,207,979,21.1,
657585,FB,39,979,4.0,
657612,SI,854,1041,82.0,
657612,FB,133,1041,12.8,
657612,CT,39,1041,3.7,
657612,SL,15,1041,1.4,
657649,SI,621,1089,57.0,
657649,CT,190,1089,17.4,
657649,CB,163,1089,15.0,
657649,CH,99,1089,9.1,
657649,FB,16,1089,1.5,
657746,FB,1680,3432,49.0,"Ryan, Joe"
657746,SL,754,3432,22.0,"Ryan, Joe"
657746,SI,430,3432,12.5,"Ryan, Joe"
657746,SP,379,3432,11.0,"Ryan, Joe"
657746,CB,188,3432,5.5,"Ryan, Joe"
657746,OTHER,1,3432,0.0,"Ryan, Joe"
657756,FB,200,385,51.9,
657756,CH,103,385,26.8,
657756,CT,47,385,12.2,
657756,SL,35,385,9.1,
660271,FB,504,1226,41.1,"Ohtani, Shohei"
660271,SL,368,1226,30.0,"Ohtani, Shohei"
660271,CB,129,1226,10.5,"Ohtani, Shohei"
660271,SP,97,1226,7.9,"Ohtani, Shohei"
660271,SI,73,1226,6.0,"Ohtani, Shohei"
660271,CT,55,1226,4.5,"Ohtani, Shohei"
660604,FB,93,218,42.7,
660604,CH,68,218,31.2,
660604,SL,38,218,17.4,
660604,CB,19,218,8.7,
660730,FB,154,335,46.0,
660730,CB,70,335,20.9,
660730,CT,57,335,17.0,
660730,SL,34,335,10.1,
660730,CH,20,335,6.0,
660761,FB,254,623,40.8,
660761,CH,184,623,29.5,
660761,SL,137,623,22.0,
660761,SI,47,623,7.5,
660761,CB,1,623,0.2,
660787,SI,340,634,53.6,
660787,CH,169,634,26.7,
660787,FB,65,634,10.3,
660787,SL,60,634,9.5,
660825,SI,644,1457,44.2,
660825,SL,606,1457,41.6,
660825,FB,176,1457,12.1,
660825,SP,28,1457,1.9,
660825,CT,3,1457,0.2,
660853,FB,636,1342,47.4,
660853,SL,469,1342,34.9,
660853,CH,237,1342,17.7,
660896,FB,491,1058,46.4,
660896,CB,246,1058,23.3,
660896,SL,163,1058,15.4,
660896,SI,138,1058,13.0,
660896,CH,20,1058,1.9,
661395,SI,478,1169,40.9,
661395,FB,396,1169,33.9,
661395,CB,218,1169,18.6,
661395,SL,70,1169,6.0,
661395,SP,7,1169,0.6,
661403,CT,514,746,68.9,
661403,SL,225,746,30.2,
661403,SI,7,746,0.9,
661563,FB,643,1307,49.2,"Gil, Luis"
661563,SL,321,1307,24.6,"Gil, Luis"
661563,CH,298,1307,22.8,"Gil, Luis"
661563,SI,45,1307,3.4,"Gil, Luis"
662253,SL,655,1270,51.6,
662253,FB,434,1270,34.2,
662253,SI,155,1270,12.2,
662253,CH,26,1270,2.0,
663158,FB,797,1286,62.0,
663158,CH,310,1286,24.1,
663158,SI,146,1286,11.4,
663158,CT,33,1286,2.6,
663321,SL,101,221,45.7,
663321,FB,95,221,43.0,
663321,SP,25,221,11.3,
663362,OTHER,159,350,45.4,"Waldron, Matt"
663362,FB,60,350,17.1,"Waldron, Matt"
663362,SL,48,350,13.7,"Waldron, Matt"
663362,CT,44,350,12.6,"Waldron, Matt"
663362,SI,39,350,11.1,"Waldron, Matt"
663372,SL,271,848,32.0,"Feltner, Ryan"
663372,FB,250,848,29.5,"Feltner, Ryan"
663372,CH,149,848,17.6,"Feltner, Ryan"
663372,SI,117,848,13.8,"Feltner, Ryan"
663372,CB,61,848,7.2,"Feltner, Ryan"
663399,SL,210,512,41.0,
663399,FB,116,512,22.7,
663399,SI,111,512,21.7,
663399,CH,75,512,14.6,
663423,FB,217,656,33.1,
663423,CT,149,656,22.7,
663423,SL,128,656,19.5,
663423,CB,122,656,18.6,
663423,SI,16,656,2.4,
663423,SP,15,656,2.3,
663423,CH,9,656,1.4,
663432,FB,106,201,52.7,
663432,SL,95,201,47.3,
663436,FB,894,2852,31.3,"Martin, Davis"
663436,SL,670,2852,23.5,"Martin, Davis"
663436,CH,650,2852,22.8,"Martin, Davis"
663436,SI,327,2852,11.5,"Martin, Davis"
663436,CB,175,2852,6.1,"Martin, Davis"
663436,CT,134,2852,4.7,"Martin, Davis"
663436,OTHER,2,2852,0.1,"Martin, Davis"
663455,FB,295,500,59.0,
663455,CH,108,500,21.6,
663455,SL,97,500,19.4,
663460,FB,949,2426,39.1,"Bubic, Kris"
663460,SL,772,2426,31.8,"Bubic, Kris"
663460,CH,512,2426,21.1,"Bubic, Kris"
663460,SI,193,2426,8.0,"Bubic, Kris"
663465,FB,449,1177,38.1,
663465,CH,233,1177,19.8,
663465,CT,233,1177,19.8,
663465,CB,156,1177,13.3,
663465,SI,106,1177,9.0,
663485,FB,375,1324,28.3,
663485,CT,316,1324,23.9,
663485,SP,275,1324,20.8,
663485,CB,237,1324,17.9,
663485,SI,117,1324,8.8,
663485,SL,4,1324,0.3,
663542,FB,385,625,61.6,Bryan Hudson
663542,SL,148,625,23.7,Bryan Hudson
663542,SI,66,625,10.6,Bryan Hudson
663542,CT,24,625,3.8,Bryan Hudson
663542,CH,2,625,0.3,Bryan Hudson
663546,SI,127,254,50.0,
663546,CB,91,254,35.8,
663546,CT,36,254,14.2,
663554,FB,947,2826,33.5,"Mize, Casey"
663554,SL,825,2826,29.2,"Mize, Casey"
663554,SP,708,2826,25.1,"Mize, Casey"
663554,SI,346,2826,12.2,"Mize, Casey"
663556,FB,181,480,37.7,"McClanahan, Shane"
663556,CH,131,480,27.3,"McClanahan, Shane"
663556,SL,127,480,26.5,"McClanahan, Shane"
663556,CB,41,480,8.5,"McClanahan, Shane"
663558,FB,141,369,38.2,
663558,CH,138,369,37.4,
663558,CT,66,369,17.9,
663558,SL,21,369,5.7,
663558,CB,3,369,0.8,
663559,FB,1033,2019,51.2,
663559,SL,386,2019,19.1,
663559,CB,247,2019,12.2,
663559,SI,191,2019,9.5,
663559,SP,162,2019,8.0,
663562,SI,93,251,37.1,
663562,SL,84,251,33.5,
663562,CT,47,251,18.7,
663562,FB,19,251,7.6,
663562,OTHER,7,251,2.8,
663562,CB,1,251,0.4,
663567,FB,88,277,31.8,"Lambert, Peter"
663567,SL,75,277,27.1,"Lambert, Peter"
663567,CH,66,277,23.8,"Lambert, Peter"
663567,CT,42,277,15.2,"Lambert, Peter"
663567,SI,6,277,2.2,"Lambert, Peter"
663568,FB,433,1689,25.6,
663568,SI,407,1689,24.1,
663568,SL,396,1689,23.4,
663568,CT,256,1689,15.2,
663568,CH,196,1689,11.6,
663568,CB,1,1689,0.1,
663574,FB,934,1449,64.5,
663574,SL,514,1449,35.5,
663574,CH,1,1449,0.1,
663623,FB,1119,3562,31.4,"Irvin, Jake"
663623,CB,1007,3562,28.3,"Irvin, Jake"
663623,SI,789,3562,22.2,"Irvin, Jake"
663623,CH,260,3562,7.3,"Irvin, Jake"
663623,CT,210,3562,5.9,"Irvin, Jake"
663623,SL,176,3562,4.9,"Irvin, Jake"
663623,OTHER,1,3562,0.0,"Irvin, Jake"
663671,FB,353,532,66.4,
663671,SL,135,532,25.4,
663671,CB,43,532,8.1,
663671,CH,1,532,0.2,
663687,FB,844,1489,56.7,
663687,CB,343,1489,23.0,
663687,CH,165,1489,11.1,
663687,SL,105,1489,7.1,
663687,CT,32,1489,2.1,
663738,SL,376,1285,29.3,
663738,FB,277,1285,21.6,
663738,SI,263,1285,20.5,
663738,CH,248,1285,19.3,
663738,CB,121,1285,9.4,
663765,SI,259,855,30.3,
663765,SL,175,855,20.5,
663765,CT,157,855,18.4,
663765,CH,153,855,17.9,
663765,FB,111,855,13.0,
663767,SL,236,838,28.2,
663767,CT,217,838,25.9,
663767,SI,182,838,21.7,
663767,FB,147,838,17.5,
663767,CH,56,838,6.7,
663795,CT,125,383,32.6,
663795,SI,96,383,25.1,
663795,CH,88,383,23.0,
663795,SL,74,383,19.3,
663804,FB,162,281,57.7,
663804,SL,100,281,35.6,
663804,CH,15,281,5.3,
663804,SI,4,281,1.4,
663855,SI,810,1432,56.6,
663855,SL,425,1432,29.7,
663855,FB,118,1432,8.2,
663855,SP,79,1432,5.5,
663878,FB,137,263,52.1,
663878,SL,107,263,40.7,
663878,CB,12,263,4.6,
663878,SI,7,263,2.7,
663893,SI,613,1333,46.0,
663893,CB,607,1333,45.5,
663893,CT,100,1333,7.5,
663893,FB,7,1333,0.5,
663893,SL,6,1333,0.5,
663903,SI,1433,3413,42.0,"Singer, Brady"
663903,SL,1367,3413,40.1,"Singer, Brady"
663903,FB,327,3413,9.6,"Singer, Brady"
663903,CT,286,3413,8.4,"Singer, Brady"
663941,SL,406,817,49.7,
663941,FB,270,817,33.0,
663941,CB,141,817,17.3,
663947,CT,449,1419,31.6,
663947,SI,293,1419,20.6,
663947,SL,248,1419,17.5,
663947,CH,212,1419,14.9,
663947,FB,163,1419,11.5,
663947,CB,54,1419,3.8,
663969,SI,450,1482,30.4,
663969,SL,345,1482,23.3,
663969,CB,318,1482,21.5,
663969,SP,240,1482,16.2,
663969,FB,124,1482,8.4,
663969,CT,5,1482,0.3,
663978,FB,1298,3150,41.2,"Paddack, Chris"
663978,CH,759,3150,24.1,"Paddack, Chris"
663978,CT,425,3150,13.5,"Paddack, Chris"
663978,CB,357,3150,11.3,"Paddack, Chris"
663978,SI,183,3150,5.8,"Paddack, Chris"
663978,SL,128,3150,4.1,"Paddack, Chris"
663992,SL,228,458,49.8,
663992,SI,155,458,33.8,
663992,FB,75,458,16.4,
664062,FB,245,609,40.2,
664062,SP,163,609,26.8,
664062,CB,103,609,16.9,
664062,SL,98,609,16.1,
664076,SL,467,934,50.0,
664076,SI,345,934,36.9,
664076,FB,107,934,11.5,
664076,CT,15,934,1.6,
664126,FB,583,1155,50.5,
664126,SL,426,1155,36.9,
664126,CT,95,1155,8.2,
664126,CH,51,1155,4.4,
664139,FB,199,388,51.3,
664139,SL,121,388,31.2,
664139,CT,54,388,13.9,
664139,CH,13,388,3.4,
664139,OTHER,1,388,0.3,
664141,SI,348,706,49.3,
664141,SL,175,706,24.8,
664141,CH,97,706,13.7,
664141,CB,69,706,9.8,
664141,FB,17,706,2.4,
664192,SI,361,743,48.6,
664192,CB,199,743,26.8,
664192,FB,174,743,23.4,
664192,SP,9,743,1.2,
664199,SL,413,1093,37.8,
664199,CH,227,1093,20.8,
664199,FB,210,1093,19.2,
664199,SI,202,1093,18.5,
664199,CT,41,1093,3.8,
664208,CT,441,1177,37.5,
664208,CB,438,1177,37.2,
664208,SL,163,1177,13.8,
664208,SI,135,1177,11.5,
664285,SI,1615,3525,45.8,"Valdez, Framber"
664285,CB,1152,3525,32.7,"Valdez, Framber"
664285,CH,651,3525,18.5,"Valdez, Framber"
664285,SL,102,3525,2.9,"Valdez, Framber"
664285,FB,5,3525,0.1,"Valdez, Framber"
664294,SL,162,285,56.8,
664294,FB,121,285,42.5,
664294,CH,2,285,0.7,
664299,FB,330,793,41.6,"Javier, Cristian"
664299,SL,167,793,21.1,"Javier, Cristian"
664299,CH,142,793,17.9,"Javier, Cristian"
664299,CB,83,793,10.5,"Javier, Cristian"
664299,SI,71,793,9.0,"Javier, Cristian"
664351,FB,113,224,50.4,
664351,SL,71,224,31.7,
664351,CH,37,224,16.5,
664351,SI,3,224,1.3,
664747,FB,215,361,59.6,
664747,SL,146,361,40.4,
664854,FB,542,1171,46.3,
664854,SL,532,1171,45.4,
664854,CB,62,1171,5.3,
664854,SP,22,1171,1.9,
664854,CT,13,1171,1.1,
664875,SL,235,513,45.8,
664875,SI,206,513,40.2,
664875,FB,72,513,14.0,
664991,SI,300,727,41.3,
664991,SL,217,727,29.8,
664991,FB,107,727,14.7,
664991,CB,102,727,14.0,
664991,SP,1,727,0.1,
665152,FB,755,2868,26.3,Dean Kremer
665152,SP,641,2868,22.4,Dean Kremer
665152,CT,553,2868,19.3,Dean Kremer
665152,SI,540,2868,18.8,Dean Kremer
665152,CB,368,2868,12.8,Dean Kremer
665152,SL,10,2868,0.3,Dean Kremer
665152,OTHER,1,2868,0.0,Dean Kremer
665622,FB,78,220,35.5,
665622,SI,75,220,34.1,
665622,SL,38,220,17.3,
665622,CH,29,220,13.2,
665660,FB,482,947,50.9,
665660,SL,275,947,29.0,
665660,SI,155,947,16.4,
665660,CH,31,947,3.3,
665660,SP,4,947,0.4,
