player_name,pitcher,pitches,confidence,plv,plv_pctile,swing_pct,whiff_pct,cs_pct,xwoba_model,rolling_plv_30d,rolling_pitches_30d,rolling_trend_pitcher,tag
Alex Vesia,681911,1109,Tier A,5.436,96.2,0.525,0.361,0.503,0.331,5.242,50,hot,PLV elite (top 10%); rolling also strong; recent form improving
Zach Maxwell,687209,165,Tier C,5.428,96.0,0.467,0.399,0.509,0.331,5.225,30,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Ethan Roberts,681799,144,Tier C,5.42,95.9,0.442,0.364,0.482,0.326,5.283,33,hot,PLV elite (top 10%); rolling also strong; recent form improving
Will Klein,694361,391,Tier C,5.42,95.7,0.482,0.361,0.461,0.325,5.478,86,hot,PLV elite (top 10%); rolling also strong; recent form improving
Bubba Chandler,696149,461,Tier B,5.414,95.6,0.505,0.345,0.481,0.329,5.484,86,hot,PLV elite (top 10%); rolling also strong; recent form improving
A. J. Minter,621345,215,Tier C,5.413,95.5,0.465,0.4,0.459,0.329,5.884,33,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
José Alvarado,621237,477,Tier B,5.412,95.3,0.453,0.362,0.478,0.317,4.87,27,flat,PLV elite (top 10%)
Grant Taylor,691799,609,Tier B,5.411,95.2,0.498,0.36,0.53,0.333,5.644,40,hot,PLV elite (top 10%); rolling also strong; recent form improving
Porter Hodge,687863,609,Tier B,5.409,95.1,0.456,0.392,0.477,0.33,5.215,31,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Connor Phillips,683175,400,Tier B,5.408,94.9,0.433,0.401,0.459,0.327,5.235,23,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Dylan Cease,656302,3187,Tier A,5.398,94.8,0.491,0.401,0.449,0.32,5.592,69,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Jordan Leasure,673929,1144,Tier A,5.398,94.6,0.477,0.411,0.462,0.328,5.135,36,flat,PLV elite (top 10%); elite whiff rate
Didier Fuentes,800311,293,Tier C,5.396,94.5,0.486,0.392,0.478,0.343,5.239,40,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Michael Petersen,656848,327,Tier C,5.385,94.4,0.544,0.383,0.469,0.334,5.665,39,hot,PLV elite (top 10%); rolling also strong; recent form improving
Zack Wheeler,554430,2465,Tier A,5.38,94.2,0.515,0.35,0.471,0.328,5.381,97,hot,PLV elite (top 10%); rolling also strong; recent form improving
Cam Booser,592155,597,Tier B,5.374,94.1,0.484,0.348,0.492,0.338,5.504,32,hot,PLV elite (top 10%); rolling also strong; recent form improving
Aj Blubaugh,805123,507,Tier B,5.373,94.0,0.465,0.366,0.477,0.336,5.214,70,hot,PLV elite (top 10%); rolling also strong; recent form improving
Matt Brash,666374,980,Tier B,5.362,93.8,0.428,0.417,0.427,0.304,5.226,146,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Liam Hendriks,521230,238,Tier C,5.361,93.7,0.446,0.423,0.408,0.321,5.097,34,flat,PLV elite (top 10%); elite whiff rate
Eury Pérez,691587,1673,Tier A,5.354,93.5,0.49,0.365,0.494,0.336,5.514,100,hot,PLV elite (top 10%); rolling also strong; recent form improving
José Fermin,820862,656,Tier B,5.354,93.4,0.501,0.374,0.482,0.333,4.923,30,flat,PLV elite (top 10%)
Hunter Harvey,640451,202,Tier C,5.353,93.3,0.517,0.385,0.453,0.333,5.53,41,hot,PLV elite (top 10%); rolling also strong; recent form improving
Kaleb Ort,672391,788,Tier B,5.347,93.1,0.469,0.384,0.46,0.334,5.389,37,hot,PLV elite (top 10%); rolling also strong; recent form improving
Craig Kimbrel,518886,230,Tier C,5.346,93.0,0.446,0.415,0.421,0.337,5.523,36,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Daniel Palencia,694037,940,Tier B,5.342,92.9,0.519,0.341,0.505,0.339,5.314,60,hot,PLV elite (top 10%); rolling also strong; recent form improving
Ryne Stanek,592773,1087,Tier A,5.34,92.7,0.529,0.376,0.487,0.331,5.154,21,improving,PLV elite (top 10%)
Danny Young,664849,198,Tier C,5.339,92.6,0.366,0.394,0.441,0.292,5.635,28,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Jacob Latz,656641,1388,Tier A,5.338,92.4,0.499,0.352,0.484,0.338,5.175,81,hot,PLV elite (top 10%); rolling also strong; recent form improving
Jeff Hoffman,656546,1341,Tier A,5.334,92.3,0.475,0.379,0.467,0.322,5.288,207,hot,PLV elite (top 10%); rolling also strong; recent form improving
Kenley Jansen,445276,916,Tier B,5.331,92.2,0.496,0.286,0.563,0.34,5.685,27,hot,PLV elite (top 10%); rolling also strong; recent form improving
Tanner Rainey,663432,209,Tier C,5.331,92.0,0.457,0.411,0.443,0.327,5.162,29,flat,PLV elite (top 10%); elite whiff rate
Michael Kopech,656629,231,Tier C,5.327,91.9,0.476,0.371,0.461,0.339,5.335,40,hot,PLV elite (top 10%); rolling also strong; recent form improving
Edwin Díaz,621242,1067,Tier A,5.326,91.8,0.486,0.384,0.471,0.329,5.323,25,hot,PLV elite (top 10%); rolling also strong; recent form improving
Graham Ashcraft,668933,1095,Tier A,5.322,91.6,0.504,0.409,0.468,0.3,5.23,25,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Luis Morales,806960,821,Tier B,5.32,91.5,0.457,0.367,0.502,0.338,5.105,101,flat,PLV elite (top 10%)
Emmet Sheehan,686218,1299,Tier A,5.315,91.3,0.498,0.387,0.461,0.329,5.449,127,hot,PLV elite (top 10%); rolling also strong; recent form improving
Emilio Pagán,641941,1092,Tier A,5.314,91.2,0.518,0.352,0.477,0.337,5.563,25,hot,PLV elite (top 10%); rolling also strong; recent form improving
Edgardo Henriquez,683618,342,Tier C,5.313,91.1,0.485,0.369,0.49,0.315,5.308,45,hot,PLV elite (top 10%); rolling also strong; recent form improving
David Bednar,670280,1126,Tier A,5.311,90.9,0.497,0.358,0.506,0.336,5.484,43,hot,PLV elite (top 10%); rolling also strong; recent form improving
Lake Bachar,669199,1177,Tier A,5.31,90.8,0.482,0.39,0.476,0.331,5.069,59,flat,PLV elite (top 10%); elite whiff rate
Trevor Richards,670950,116,Tier C,5.308,90.7,0.519,0.372,0.444,0.33,5.32,21,hot,PLV elite (top 10%); rolling also strong; recent form improving
Blake Snell,605483,1564,Tier A,5.305,90.5,0.495,0.409,0.437,0.325,5.321,446,hot,PLV elite (top 10%); elite whiff rate; rolling also strong; recent form improving
Steven Okert,595345,1066,Tier A,5.304,90.4,0.5,0.343,0.528,0.346,5.216,42,hot,PLV elite (top 10%); rolling also strong; recent form improving
Carlos Hernández,672578,759,Tier B,5.304,90.2,0.512,0.352,0.511,0.34,4.967,24,flat,PLV elite (top 10%)
Justin Lawrence,664875,285,Tier C,5.303,90.1,0.412,0.354,0.459,0.304,5.394,53,hot,PLV elite (top 10%); rolling also strong; recent form improving
Griffin Jax,643377,1124,Tier A,5.302,90.0,0.52,0.388,0.472,0.316,4.653,21,flat,PLV elite (top 10%)
Ryne Nelson,669194,2518,Tier A,5.299,89.8,0.524,0.316,0.509,0.333,5.434,92,hot,PLV strong (top 25%); rolling also strong; recent form improving
Orion Kerkering,689147,1139,Tier A,5.299,89.7,0.497,0.325,0.529,0.329,5.474,44,hot,PLV strong (top 25%); rolling also strong; recent form improving
Robert Suarez,663158,1140,Tier A,5.299,89.6,0.549,0.313,0.535,0.341,5.146,31,flat,PLV strong (top 25%)
Hunter Bigge,685801,242,Tier C,5.294,89.4,0.519,0.402,0.48,0.329,4.892,22,flat,PLV strong (top 25%); elite whiff rate
Braydon Fisher,680755,964,Tier B,5.294,89.3,0.447,0.363,0.483,0.325,5.428,131,hot,PLV strong (top 25%); rolling also strong; recent form improving
Caleb Thielbar,573204,879,Tier B,5.294,89.1,0.499,0.324,0.52,0.332,5.243,30,hot,PLV strong (top 25%); rolling also strong; recent form improving
Will Vest,676684,1268,Tier A,5.293,89.0,0.513,0.346,0.495,0.331,4.978,65,flat,PLV strong (top 25%)
Yuki Matsui,673513,1083,Tier A,5.289,88.9,0.474,0.381,0.449,0.323,5.376,37,hot,PLV strong (top 25%); rolling also strong; recent form improving
Steven Wilson,621051,997,Tier B,5.287,88.7,0.477,0.378,0.497,0.331,5.784,22,hot,PLV strong (top 25%); rolling also strong; recent form improving
Jesse Scholtens,669947,154,Tier C,5.287,88.6,0.479,0.368,0.457,0.326,5.228,92,hot,PLV strong (top 25%); rolling also strong; recent form improving
Shohei Ohtani,660271,1086,Tier A,5.286,88.5,0.513,0.365,0.513,0.331,5.346,333,hot,PLV strong (top 25%); rolling also strong; recent form improving
Tayler Scott,605463,550,Tier B,5.286,88.3,0.466,0.365,0.43,0.329,5.054,42,flat,PLV strong (top 25%)
Eduarniel Núñez,674384,249,Tier C,5.285,88.2,0.439,0.405,0.442,0.325,5.649,38,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Steven Cruz,674444,642,Tier B,5.282,88.0,0.499,0.353,0.553,0.341,5.245,35,hot,PLV strong (top 25%); rolling also strong; recent form improving
Nolan Mclean,690997,738,Tier B,5.28,87.9,0.457,0.318,0.524,0.322,5.439,94,hot,PLV strong (top 25%); rolling also strong; recent form improving
Cole Ragans,666142,1079,Tier A,5.278,87.8,0.49,0.338,0.499,0.34,5.456,72,hot,PLV strong (top 25%); rolling also strong; recent form improving
Joe Ryan,657746,2794,Tier A,5.277,87.6,0.494,0.323,0.529,0.342,5.515,90,hot,PLV strong (top 25%); rolling also strong; recent form improving
Max Kranick,668820,539,Tier B,5.276,87.5,0.54,0.329,0.554,0.341,4.993,26,flat,PLV strong (top 25%)
Connelly Early,813349,401,Tier B,5.275,87.4,0.489,0.324,0.477,0.328,5.454,78,hot,PLV strong (top 25%); rolling also strong; recent form improving
Tyler Zuber,676604,245,Tier C,5.275,87.2,0.497,0.33,0.53,0.333,5.079,39,flat,PLV strong (top 25%)
Lucas Sims,608371,279,Tier C,5.271,87.1,0.412,0.422,0.431,0.324,4.829,32,flat,PLV strong (top 25%); elite whiff rate
Jack Dreyer,676263,1213,Tier A,5.27,87.0,0.493,0.37,0.517,0.345,5.809,53,hot,PLV strong (top 25%); rolling also strong; recent form improving
Lazaro Estrada,681751,119,Tier C,5.266,86.8,0.465,0.345,0.517,0.336,5.186,72,hot,PLV strong (top 25%); rolling also strong; recent form improving
Ryan Helsley,664854,995,Tier B,5.266,86.7,0.527,0.398,0.504,0.33,4.992,42,flat,PLV strong (top 25%); elite whiff rate
Rafael Montero,606160,1098,Tier A,5.264,86.5,0.515,0.37,0.43,0.323,4.975,31,flat,PLV strong (top 25%)
Justin Slaten,686580,540,Tier B,5.264,86.4,0.501,0.357,0.514,0.332,5.299,29,hot,PLV strong (top 25%); rolling also strong; recent form improving
Logan Webb,657277,3282,Tier A,5.262,86.3,0.455,0.33,0.48,0.321,5.541,78,hot,PLV strong (top 25%); rolling also strong; recent form improving
Seranthony Domínguez,622554,1300,Tier A,5.26,86.1,0.438,0.394,0.438,0.319,5.401,199,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Justin Bruihl,677865,231,Tier C,5.259,86.0,0.446,0.251,0.573,0.309,5.365,24,hot,PLV strong (top 25%); rolling also strong; recent form improving
Luke Weaver,596133,1091,Tier A,5.258,85.9,0.476,0.349,0.482,0.337,4.939,26,flat,PLV strong (top 25%)
Luke Jackson,592426,827,Tier B,5.257,85.7,0.482,0.348,0.497,0.335,5.008,32,flat,PLV strong (top 25%)
Mackenzie Gore,669022,2892,Tier A,5.257,85.6,0.485,0.368,0.458,0.34,5.188,71,hot,PLV strong (top 25%); rolling also strong; recent form improving
Jose Ferrer,678606,1208,Tier A,5.252,85.4,0.469,0.301,0.537,0.299,5.024,42,flat,PLV strong (top 25%)
Kyle Nicolas,693312,652,Tier B,5.251,85.3,0.464,0.4,0.468,0.328,5.601,39,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Chris Murphy,669684,569,Tier B,5.25,85.2,0.44,0.352,0.448,0.327,5.184,49,hot,PLV strong (top 25%); rolling also strong; recent form improving
Clayton Beeter,690925,465,Tier B,5.249,85.0,0.454,0.369,0.458,0.331,5.076,31,flat,PLV strong (top 25%)
Cristian Mena,691441,100,Tier C,5.248,84.9,0.46,0.417,0.434,0.314,5.008,27,flat,PLV strong (top 25%); elite whiff rate
Rico Garcia,670329,586,Tier B,5.248,84.8,0.503,0.373,0.516,0.337,5.383,20,hot,PLV strong (top 25%); rolling also strong; recent form improving
Brendon Little,663893,1370,Tier A,5.248,84.6,0.423,0.474,0.367,0.288,4.972,96,flat,PLV strong (top 25%); elite whiff rate
Bryan Woo,693433,2858,Tier A,5.248,84.5,0.503,0.311,0.521,0.336,5.449,66,hot,PLV strong (top 25%); rolling also strong; recent form improving
Ryan Zeferjahn,666171,1073,Tier A,5.247,84.3,0.469,0.369,0.5,0.326,5.734,21,hot,PLV strong (top 25%); rolling also strong; recent form improving
Triston Mckenzie,663474,144,Tier C,5.247,84.2,0.347,0.416,0.418,0.321,5.442,27,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Yoshinobu Yamamoto,808967,3243,Tier A,5.247,84.1,0.515,0.343,0.493,0.33,5.293,413,hot,PLV strong (top 25%); rolling also strong; recent form improving
Jack Leiter,683004,2667,Tier A,5.246,83.9,0.476,0.37,0.498,0.332,5.471,101,hot,PLV strong (top 25%); rolling also strong; recent form improving
Grant Anderson,681982,1190,Tier A,5.245,83.8,0.445,0.344,0.489,0.327,5.603,32,hot,PLV strong (top 25%); rolling also strong; recent form improving
Aaron Nola,605400,1670,Tier A,5.245,83.7,0.474,0.305,0.481,0.329,5.184,31,hot,PLV strong (top 25%); rolling also strong; recent form improving
Bobby Miller,676272,116,Tier C,5.243,83.5,0.474,0.34,0.495,0.33,5.337,32,hot,PLV strong (top 25%); rolling also strong; recent form improving
Logan Henderson,701656,410,Tier B,5.243,83.4,0.534,0.293,0.498,0.335,5.142,76,flat,PLV strong (top 25%)
Justin Sterner,686993,1104,Tier A,5.243,83.2,0.499,0.382,0.455,0.333,5.03,25,flat,PLV strong (top 25%)
Nick Pivetta,601713,3011,Tier A,5.241,83.1,0.493,0.295,0.518,0.332,4.958,85,flat,PLV strong (top 25%)
Gavin Hollowell,668970,172,Tier C,5.239,83.0,0.466,0.306,0.502,0.326,5.174,45,hot,PLV strong (top 25%); rolling also strong; recent form improving
Richard Fitts,690916,735,Tier B,5.237,82.8,0.512,0.36,0.492,0.33,5.235,68,hot,PLV strong (top 25%); rolling also strong; recent form improving
Joel Payamps,606303,449,Tier B,5.237,82.7,0.462,0.348,0.502,0.335,5.198,31,hot,PLV strong (top 25%); rolling also strong; recent form improving
Anthony Banda,607455,1148,Tier A,5.233,82.6,0.461,0.399,0.464,0.321,5.452,78,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
George Kirby,669923,2385,Tier A,5.233,82.4,0.466,0.33,0.467,0.326,5.184,299,hot,PLV strong (top 25%); rolling also strong; recent form improving
Gabe Speier,642100,1034,Tier A,5.232,82.3,0.521,0.299,0.521,0.335,4.994,99,flat,PLV strong (top 25%)
Corbin Martin,656686,332,Tier C,5.231,82.1,0.464,0.4,0.477,0.329,4.911,29,flat,PLV strong (top 25%); elite whiff rate
Tyler Matzek,554431,127,Tier C,5.231,82.0,0.499,0.301,0.498,0.35,5.224,35,hot,PLV strong (top 25%); rolling also strong; recent form improving
Riley O'Brien,676617,758,Tier B,5.231,81.9,0.444,0.373,0.466,0.306,5.161,49,improving,PLV strong (top 25%)
Brandon Eisert,685126,1255,Tier A,5.231,81.7,0.449,0.418,0.434,0.324,5.726,27,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Aaron Ashby,676879,1188,Tier A,5.23,81.6,0.447,0.368,0.49,0.307,5.178,155,hot,PLV strong (top 25%); rolling also strong; recent form improving
Garrett Cleavinger,664076,895,Tier B,5.23,81.5,0.486,0.334,0.523,0.327,5.354,30,hot,PLV strong (top 25%); rolling also strong; recent form improving
Casey Legumina,668984,882,Tier B,5.229,81.3,0.509,0.297,0.516,0.335,5.622,26,hot,PLV strong (top 25%); rolling also strong; recent form improving
Tristan Beck,663941,817,Tier B,5.228,81.2,0.454,0.309,0.519,0.338,5.309,21,hot,PLV strong (top 25%); rolling also strong; recent form improving
Drew Pomeranz,519141,903,Tier B,5.228,81.0,0.526,0.288,0.525,0.345,5.705,62,hot,PLV strong (top 25%); rolling also strong; recent form improving
Daysbel Hernández,678226,717,Tier B,5.227,80.9,0.485,0.407,0.445,0.321,4.793,61,flat,PLV strong (top 25%); elite whiff rate
Emmanuel Clase,661403,760,Tier B,5.226,80.8,0.551,0.371,0.521,0.309,5.194,27,hot,PLV strong (top 25%); rolling also strong; recent form improving
Justin Wilson,458677,838,Tier B,5.225,80.6,0.507,0.353,0.485,0.333,5.427,23,hot,PLV strong (top 25%); rolling also strong; recent form improving
Ben Casparius,676508,1279,Tier A,5.221,80.5,0.487,0.353,0.494,0.326,4.981,35,flat,PLV strong (top 25%)
Anthony Bender,669622,783,Tier B,5.22,80.4,0.463,0.317,0.551,0.319,5.711,30,hot,PLV strong (top 25%); rolling also strong; recent form improving
Nick Sandlin,680704,323,Tier C,5.22,80.2,0.45,0.365,0.442,0.313,5.478,34,hot,PLV strong (top 25%); rolling also strong; recent form improving
Kyle Finnegan,640448,967,Tier B,5.219,80.1,0.527,0.344,0.528,0.346,5.532,76,hot,PLV strong (top 25%); rolling also strong; recent form improving
Jordan Romano,605447,722,Tier B,5.216,79.9,0.506,0.348,0.527,0.336,5.102,29,flat,PLV strong (top 25%)
Tylor Megill,656731,1322,Tier A,5.211,79.8,0.483,0.359,0.469,0.33,5.041,82,flat,PLV strong (top 25%)
Brooks Raley,548384,388,Tier C,5.208,79.7,0.467,0.3,0.528,0.318,5.439,23,hot,PLV strong (top 25%); rolling also strong; recent form improving
Brent Headrick,687396,403,Tier B,5.207,79.5,0.535,0.324,0.494,0.344,5.382,22,hot,PLV strong (top 25%); rolling also strong; recent form improving
Kevin Gausman,592332,3466,Tier A,5.205,79.4,0.511,0.349,0.508,0.34,5.188,436,hot,PLV strong (top 25%); rolling also strong; recent form improving
Angel Zerpa,672582,1120,Tier A,5.205,79.3,0.476,0.285,0.52,0.314,5.103,24,flat,PLV strong (top 25%)
Paul Skenes,694973,3048,Tier A,5.202,79.1,0.514,0.341,0.49,0.322,5.354,85,hot,PLV strong (top 25%); rolling also strong; recent form improving
Calvin Faucher,676534,1054,Tier A,5.202,79.0,0.452,0.394,0.473,0.314,5.738,24,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Ryan Pepiot,686752,2733,Tier A,5.202,78.8,0.513,0.328,0.498,0.334,5.53,61,hot,PLV strong (top 25%); rolling also strong; recent form improving
Matt Strahm,621381,1024,Tier A,5.201,78.7,0.499,0.309,0.519,0.346,5.347,31,hot,PLV strong (top 25%); rolling also strong; recent form improving
Yusei Kikuchi,579328,3182,Tier A,5.198,78.6,0.485,0.344,0.516,0.35,5.293,66,hot,PLV strong (top 25%); rolling also strong; recent form improving
Alexis Díaz,664747,381,Tier C,5.198,78.4,0.467,0.369,0.466,0.339,5.185,25,hot,PLV strong (top 25%); rolling also strong; recent form improving
Brock Stewart,592779,610,Tier B,5.198,78.3,0.512,0.364,0.504,0.331,5.348,37,hot,PLV strong (top 25%); rolling also strong; recent form improving
Chad Green,643338,719,Tier B,5.197,78.2,0.509,0.374,0.491,0.332,5.004,23,flat,PLV strong (top 25%)
Robbie Ray,592662,3142,Tier A,5.197,78.0,0.506,0.362,0.473,0.345,5.352,84,hot,PLV strong (top 25%); rolling also strong; recent form improving
Garrett Whitlock,676477,1227,Tier A,5.197,77.9,0.498,0.349,0.499,0.326,4.978,47,flat,PLV strong (top 25%)
Logan Gilbert,669302,2487,Tier A,5.196,77.7,0.521,0.384,0.506,0.34,5.109,252,flat,PLV strong (top 25%)
Fernando Cruz,518585,868,Tier B,5.195,77.6,0.461,0.453,0.415,0.322,5.181,35,hot,PLV strong (top 25%); elite whiff rate; rolling also strong; recent form improving
Mike King,650633,1238,Tier A,5.195,77.5,0.45,0.323,0.481,0.324,5.219,68,hot,PLV strong (top 25%); rolling also strong; recent form improving
Carlos Rodón,607074,3446,Tier A,5.194,77.3,0.462,0.355,0.461,0.339,4.789,67,flat,PLV strong (top 25%)
Hoby Milner,571948,1183,Tier A,5.193,77.2,0.446,0.282,0.537,0.32,5.145,30,flat,PLV strong (top 25%)
Gregory Soto,642397,1054,Tier A,5.193,77.1,0.454,0.354,0.488,0.308,5.72,25,hot,PLV strong (top 25%); rolling also strong; recent form improving
Jacob Webb,657097,994,Tier B,5.193,76.9,0.499,0.346,0.512,0.337,5.214,43,hot,PLV strong (top 25%); rolling also strong; recent form improving
Camilo Doval,666808,1167,Tier A,5.192,76.8,0.491,0.379,0.491,0.309,5.291,43,hot,PLV strong (top 25%); rolling also strong; recent form improving
Zebby Matthews,805673,1353,Tier A,5.188,76.6,0.526,0.34,0.513,0.339,5.356,90,hot,PLV strong (top 25%); rolling also strong; recent form improving
Reed Garrett,657585,979,Tier B,5.188,76.5,0.475,0.381,0.446,0.306,6.183,24,hot,PLV strong (top 25%); rolling also strong; recent form improving
Juan Morillo,666661,640,Tier B,5.188,76.4,0.504,0.331,0.481,0.323,5.515,37,hot,PLV strong (top 25%); rolling also strong; recent form improving
Sam Bachman,696147,334,Tier C,5.188,76.2,0.436,0.36,0.5,0.319,4.842,37,flat,PLV strong (top 25%)
Shane Bieber,669456,955,Tier B,5.187,76.1,0.474,0.369,0.472,0.33,5.178,310,hot,PLV strong (top 25%); rolling also strong; recent form improving
Cam Sanders,676742,147,Tier C,5.185,76.0,0.448,0.332,0.463,0.329,5.03,39,flat,PLV strong (top 25%)
Johan Oviedo,670912,665,Tier B,5.185,75.8,0.439,0.36,0.489,0.334,5.102,71,flat,PLV strong (top 25%)
Jonah Tong,804636,371,Tier C,5.185,75.7,0.473,0.363,0.515,0.34,4.806,56,flat,PLV strong (top 25%)
Jack Perkins,678022,637,Tier B,5.184,75.5,0.476,0.367,0.461,0.327,5.004,90,flat,PLV strong (top 25%)
Ryan Weathers,677960,642,Tier B,5.184,75.4,0.513,0.345,0.524,0.347,5.087,88,flat,PLV strong (top 25%)
Landen Roupp,694738,1851,Tier A,5.18,75.3,0.434,0.324,0.482,0.313,5.01,65,flat,PLV strong (top 25%)
Yohan Ramírez,670990,604,Tier B,5.18,75.1,0.458,0.335,0.527,0.335,5.344,28,hot,PLV strong (top 25%); rolling also strong; recent form improving
Nick Mears,683232,882,Tier B,5.18,75.0,0.546,0.341,0.534,0.344,4.871,37,flat,PLV strong (top 25%)
David Morgan,688158,786,Tier B,5.179,74.9,0.476,0.367,0.485,0.319,5.547,32,hot,PLV strong (top 25%); rolling also strong; recent form improving
Kyle Harrison,690986,587,Tier B,5.178,74.7,0.476,0.297,0.515,0.347,5.448,65,hot,PLV strong (top 25%); rolling also strong; recent form improving
Bennett Sousa,656986,728,Tier B,5.177,74.6,0.49,0.355,0.5,0.345,5.04,36,flat,PLV strong (top 25%)
