batter,bb_pct_AVG,bb_pct_STRONG,bb_pct_WEAK,iso_AVG,iso_STRONG,iso_WEAK,k_pct_AVG,k_pct_STRONG,k_pct_WEAK,pa_AVG,pa_STRONG,pa_WEAK,bb_protect_lift,iso_protect_lift,player_name
134181,6.27,6.92,8.07,0.136,0.219,0.142,18.81,20.0,20.81,335.0,260.0,322.0,-1.15,0.077,
400121,7.1,,6.86,0.079,,0.113,7.1,,9.2,183.0,,598.0,,,
405395,7.17,6.58,5.1,0.202,0.193,0.199,13.77,11.89,14.33,1046.0,866.0,942.0,1.48,-0.006,
408045,9.27,7.6,13.16,0.099,0.088,0.083,16.94,15.59,15.79,248.0,513.0,266.0,-5.56,0.005,
408234,8.33,9.08,8.23,0.107,0.131,0.106,20.89,22.02,20.38,1321.0,672.0,1629.0,0.85,0.025,
408236,,,7.35,,,0.157,,,15.44,,,136.0,,,
425772,6.25,6.6,5.49,0.036,0.02,0.123,38.46,45.28,31.32,208.0,106.0,182.0,1.11,-0.103,
425783,13.56,12.56,11.97,0.17,0.169,0.217,25.08,24.78,20.51,1232.0,892.0,468.0,0.59,-0.048,
425784,7.21,,,0.165,,,29.73,,,111.0,,,,,
425794,3.48,,,0.023,,,34.78,,,115.0,,,,,
425877,4.2,6.35,4.64,0.14,0.102,0.143,15.15,13.68,13.45,1096.0,709.0,1100.0,1.71,-0.041,
429664,4.97,8.01,6.31,0.159,0.164,0.139,14.9,15.23,16.99,443.0,1011.0,206.0,1.7,0.025,
429665,10.23,9.4,15.77,0.247,0.286,0.227,21.93,21.2,22.75,1017.0,415.0,501.0,-6.37,0.059,
430832,14.58,15.89,16.78,0.185,0.211,0.125,30.51,27.81,25.5,295.0,151.0,149.0,-0.89,0.086,
430945,5.01,4.27,4.29,0.143,0.149,0.122,17.79,13.55,19.46,759.0,819.0,560.0,-0.02,0.027,
431145,14.93,17.5,11.43,0.126,0.096,0.166,23.66,22.5,25.24,355.0,120.0,210.0,6.07,-0.07,
434158,12.19,11.82,11.44,0.163,0.192,0.217,28.1,25.15,27.11,484.0,330.0,402.0,0.38,-0.025,
434658,,6.92,,,0.079,,,18.87,,,159.0,,,,
434670,6.08,8.51,13.0,0.146,0.124,0.174,24.32,15.74,23.0,148.0,235.0,100.0,-4.49,-0.05,
434778,10.66,11.16,12.53,0.17,0.117,0.169,19.88,18.6,15.45,488.0,215.0,479.0,-1.37,-0.052,
435062,5.61,4.93,5.15,0.184,0.239,0.126,14.85,20.18,13.06,303.0,223.0,291.0,-0.22,0.113,
435064,6.98,,7.55,0.109,,0.043,27.91,,23.58,172.0,,106.0,,,
435079,4.61,6.62,7.29,0.123,0.149,0.16,14.47,11.54,13.9,304.0,468.0,590.0,-0.67,-0.011,
435263,8.68,9.91,6.71,0.127,0.145,0.171,18.06,13.79,20.73,288.0,232.0,328.0,3.2,-0.026,
435522,10.1,11.47,10.34,0.133,0.137,0.109,21.78,25.23,19.78,574.0,218.0,445.0,1.13,0.028,
435559,5.04,6.12,6.26,0.16,0.096,0.177,12.46,15.51,13.97,674.0,245.0,687.0,-0.14,-0.081,
435622,8.92,7.01,7.65,0.2,0.169,0.166,22.93,21.65,24.36,628.0,328.0,706.0,-0.64,0.003,
443558,10.63,8.78,8.5,0.262,0.236,0.191,21.76,24.52,21.75,1195.0,1925.0,1283.0,0.28,0.045,
444432,5.95,2.86,7.05,0.135,0.2,0.178,21.43,28.57,24.69,168.0,105.0,397.0,-4.19,0.022,
444482,8.66,6.68,6.88,0.169,0.2,0.134,20.32,20.5,19.01,1870.0,1571.0,1236.0,-0.2,0.066,
444489,8.82,,6.82,0.242,,0.16,15.88,,21.11,170.0,,469.0,,,
444876,3.97,5.18,5.58,0.089,0.113,0.055,17.85,15.54,15.06,353.0,637.0,538.0,-0.4,0.058,
445055,5.85,5.34,5.64,0.059,0.093,0.049,15.45,17.03,16.3,479.0,599.0,319.0,-0.3,0.044,
445988,3.29,4.41,4.07,0.048,0.077,0.081,15.13,15.69,15.38,304.0,204.0,221.0,0.34,-0.004,
446263,6.36,,8.48,0.109,,0.183,27.27,,29.02,220.0,,448.0,,,
446308,,,8.87,,,0.14,,,21.37,,,248.0,,,
446334,7.46,8.74,7.74,0.191,0.181,0.207,22.37,26.61,22.04,1435.0,778.0,930.0,1.0,-0.026,
446359,10.34,6.32,6.1,0.122,0.125,0.088,16.55,15.09,18.31,145.0,285.0,213.0,0.22,0.037,
446386,,,12.69,,,0.152,,,22.39,,,134.0,,,
446481,10.0,,,0.128,,,33.0,,,100.0,,,,,
448602,15.25,,7.46,0.218,,0.276,25.99,,26.87,177.0,,201.0,,,
448801,8.54,8.0,8.0,0.159,0.082,0.14,35.85,37.71,37.41,410.0,175.0,850.0,0.0,-0.058,
450314,9.95,11.07,12.23,0.135,0.111,0.057,13.11,11.4,12.23,412.0,605.0,188.0,-1.16,0.054,
451192,,,4.74,,,0.117,,,18.42,,,190.0,,,
451594,11.01,14.29,11.0,0.131,0.131,0.194,21.63,24.73,22.33,527.0,728.0,300.0,3.29,-0.063,
452095,12.13,,11.11,0.147,,0.13,25.25,,28.1,305.0,,306.0,,,
452254,7.0,6.99,6.13,0.203,0.25,0.162,21.67,27.27,23.23,443.0,143.0,310.0,0.86,0.088,
452655,12.09,4.69,10.64,0.17,0.188,0.095,12.75,15.02,19.33,306.0,213.0,357.0,-5.95,0.093,
452657,,5.56,,,0.104,,,37.04,,,108.0,,,,
452678,6.51,8.78,9.42,0.178,0.157,0.189,20.0,22.16,21.19,860.0,740.0,892.0,-0.64,-0.032,
453286,,0.0,,,0.006,,,36.78,,,174.0,,,,
453562,,5.56,,,0.011,,,50.0,,,108.0,,,,
453568,7.16,7.86,8.48,0.183,0.192,0.195,16.76,18.04,14.81,2094.0,2927.0,1344.0,-0.62,-0.003,
453923,4.9,,,0.096,,,38.46,,,143.0,,,,,
453943,7.94,11.46,8.23,0.169,0.172,0.209,22.37,22.91,21.29,617.0,419.0,498.0,3.23,-0.037,
455104,11.21,8.33,11.76,0.074,0.112,0.119,33.64,25.93,29.41,107.0,108.0,153.0,-3.43,-0.007,
455117,7.41,7.1,6.62,0.134,0.153,0.145,29.31,30.95,25.9,904.0,2013.0,1027.0,0.48,0.008,
455139,11.85,9.14,10.48,0.183,0.206,0.186,32.13,24.73,31.9,498.0,186.0,1050.0,-1.34,0.02,
455976,10.42,8.02,11.21,0.117,0.146,0.153,11.66,11.48,12.53,643.0,723.0,758.0,-3.19,-0.007,
456078,5.19,,6.07,0.112,,0.201,21.48,,29.37,135.0,,412.0,,,
456124,,,2.03,,,0.144,,,19.29,,,197.0,,,
456488,2.68,3.87,2.83,0.125,0.094,0.095,14.77,12.71,15.07,298.0,181.0,637.0,1.04,-0.001,
456665,14.44,10.13,8.41,0.237,0.237,0.116,17.11,17.72,23.01,187.0,158.0,226.0,1.72,0.121,
456715,9.59,9.78,8.03,0.087,0.111,0.095,20.11,15.23,18.39,751.0,1871.0,386.0,1.75,0.016,
456781,6.05,6.21,7.1,0.143,0.102,0.117,23.17,20.83,19.42,794.0,725.0,958.0,-0.89,-0.015,
457705,12.17,13.2,13.66,0.172,0.173,0.156,23.24,21.74,21.73,1988.0,3234.0,1523.0,-0.46,0.017,
457706,7.04,6.02,8.56,0.099,0.024,0.106,35.21,36.09,32.09,142.0,133.0,187.0,-2.54,-0.082,
457708,12.22,10.39,10.57,0.189,0.196,0.242,29.88,29.27,29.89,810.0,1165.0,435.0,-0.18,-0.046,
457727,7.56,6.67,7.67,0.129,0.171,0.131,25.21,24.62,24.38,357.0,195.0,365.0,-1.0,0.04,
457759,9.63,10.06,9.72,0.154,0.184,0.185,16.95,15.76,16.1,1776.0,2932.0,1615.0,0.34,-0.001,
457763,10.43,10.72,7.97,0.133,0.164,0.094,15.0,16.81,15.38,1313.0,821.0,364.0,2.75,0.07,
457803,7.17,10.7,9.7,0.223,0.239,0.217,25.56,24.35,19.77,446.0,271.0,526.0,1.0,0.022,
458015,13.49,14.97,13.82,0.176,0.168,0.253,22.71,18.43,23.44,1334.0,2084.0,977.0,1.15,-0.085,
458731,11.36,11.61,9.07,0.164,0.202,0.2,17.35,20.75,20.82,1470.0,853.0,562.0,2.54,0.002,
459964,13.95,15.32,22.79,0.144,0.124,0.136,20.07,21.62,16.91,294.0,222.0,136.0,-7.47,-0.012,
460026,5.02,5.15,5.71,0.156,0.225,0.053,25.11,33.09,23.57,219.0,136.0,140.0,-0.56,0.172,
460075,7.29,6.67,8.24,0.234,0.197,0.263,20.54,20.8,17.65,521.0,750.0,425.0,-1.57,-0.066,
460077,7.69,6.85,,0.08,0.093,,25.0,23.29,,156.0,146.0,,,,
460086,9.36,9.11,8.04,0.139,0.165,0.102,17.77,18.76,19.46,844.0,549.0,771.0,1.07,0.063,
460576,5.68,5.6,6.37,0.095,0.209,0.139,25.38,30.4,24.93,264.0,125.0,361.0,-0.77,0.07,
461314,7.66,4.98,7.14,0.171,0.206,0.137,25.11,20.27,24.55,470.0,301.0,224.0,-2.16,0.069,
462101,5.34,6.25,6.17,0.112,0.127,0.114,15.81,15.09,14.84,1872.0,1504.0,1038.0,0.08,0.013,
465041,13.17,9.39,12.63,0.17,0.116,0.185,22.68,22.12,21.72,410.0,330.0,198.0,-3.24,-0.069,
466320,4.18,1.85,5.39,0.126,0.166,0.108,11.55,11.11,13.58,407.0,162.0,427.0,-3.54,0.058,
467055,7.9,5.22,5.9,0.185,0.206,0.168,23.1,20.0,18.36,329.0,115.0,305.0,-0.68,0.038,
467092,8.43,8.15,5.44,0.168,0.119,0.183,16.51,12.47,18.12,842.0,417.0,607.0,2.71,-0.064,
467793,13.17,13.43,12.81,0.186,0.201,0.151,16.25,15.74,15.85,3076.0,2077.0,2436.0,0.62,0.05,
467827,5.08,8.98,4.79,0.104,0.11,0.149,17.78,18.75,17.66,433.0,256.0,334.0,4.19,-0.039,
468504,,2.86,,,0.022,,,26.67,,,105.0,,,,
471865,7.87,8.71,8.27,0.178,0.206,0.106,22.69,23.88,25.2,432.0,448.0,254.0,0.44,0.1,
472528,5.88,3.73,5.61,0.137,0.181,0.148,39.22,38.06,31.63,102.0,134.0,196.0,-1.88,0.033,
474568,5.83,4.32,7.04,0.205,0.163,0.141,19.17,23.02,20.26,120.0,139.0,469.0,-2.72,0.022,
474832,12.06,12.77,14.72,0.166,0.238,0.216,23.75,27.34,27.17,1625.0,1441.0,795.0,-1.95,0.022,
475174,10.05,9.03,10.17,0.158,0.169,0.171,21.32,20.43,21.88,408.0,421.0,649.0,-1.14,-0.002,
475253,15.35,12.63,14.73,0.213,0.199,0.205,25.47,27.42,20.3,899.0,372.0,808.0,-2.1,-0.006,
475582,8.61,9.12,6.55,0.23,0.219,0.178,21.77,22.38,22.17,395.0,362.0,397.0,2.57,0.041,
476704,11.49,10.28,10.15,0.166,0.151,0.181,20.11,20.25,18.42,696.0,1294.0,581.0,0.13,-0.03,
477132,,7.6,,,0.022,,,22.22,,,171.0,,,,
488671,8.78,,11.92,0.205,,0.15,43.24,,34.72,148.0,,193.0,,,
488726,7.68,7.89,8.42,0.141,0.164,0.173,10.47,10.0,9.41,898.0,2750.0,404.0,-0.53,-0.009,
488771,11.62,12.89,10.0,0.173,0.112,0.181,32.07,35.05,32.58,396.0,194.0,310.0,2.89,-0.069,
489119,,3.77,,,0.051,,,29.25,,,106.0,,,,
489149,9.13,13.57,8.75,0.195,0.169,0.179,21.03,22.14,21.29,252.0,140.0,263.0,4.82,-0.01,
491676,4.42,8.55,1.59,0.183,0.173,0.105,26.55,22.22,27.78,226.0,117.0,126.0,6.96,0.068,
491696,4.97,,4.43,0.04,,0.055,16.15,,15.82,161.0,,158.0,,,
493316,9.3,6.52,,0.228,0.206,,33.33,32.61,,129.0,138.0,,,,
493329,5.37,6.9,7.98,0.153,0.136,0.171,12.3,12.04,11.18,1805.0,1653.0,1503.0,-1.08,-0.035,
493596,,,5.72,,,0.151,,,25.59,,,297.0,,,
500135,4.58,,4.6,0.222,,0.158,22.88,,25.48,153.0,,522.0,,,
500208,6.63,3.48,6.46,0.191,0.115,0.132,12.67,15.65,16.67,513.0,230.0,294.0,-2.98,-0.017,
500743,5.75,6.75,5.32,0.109,0.124,0.096,13.13,11.72,11.77,1356.0,1510.0,1954.0,1.43,0.028,Miguel Rojas
500871,7.53,6.99,8.49,0.2,0.215,0.2,20.52,19.09,21.07,1979.0,1388.0,1414.0,-1.5,0.015,
500874,8.33,9.58,7.62,0.139,0.177,0.146,19.14,18.75,19.05,972.0,480.0,210.0,1.96,0.031,
501303,8.42,7.76,9.76,0.123,0.121,0.122,21.04,24.9,18.18,404.0,245.0,451.0,-2.0,-0.001,
501571,1.85,2.27,6.69,0.148,0.102,0.138,23.15,28.79,20.07,216.0,132.0,299.0,-4.42,-0.036,
501659,14.07,13.71,9.58,0.07,0.067,0.204,20.74,24.19,24.17,135.0,124.0,240.0,4.13,-0.137,
501896,9.84,7.49,7.1,0.251,0.247,0.169,23.32,24.21,21.89,193.0,347.0,169.0,0.39,0.078,
501981,8.58,8.55,9.65,0.255,0.244,0.195,26.64,28.87,26.51,1096.0,620.0,694.0,-1.1,0.049,
502054,11.38,10.25,10.66,0.165,0.159,0.145,22.07,24.17,21.8,2592.0,2938.0,1491.0,-0.41,0.014,
502082,,,10.09,,,0.14,,,13.76,,,109.0,,,
502110,9.74,8.98,9.55,0.254,0.233,0.251,25.68,24.71,23.0,2126.0,3153.0,1235.0,-0.57,-0.018,
502143,7.56,,7.32,0.213,,0.1,21.01,,17.07,119.0,,287.0,,,
502210,7.83,7.79,7.19,0.11,0.153,0.148,15.66,14.59,14.27,549.0,603.0,862.0,0.6,0.005,
502226,,,3.23,,,0.059,,,18.55,,,124.0,,,
502273,,11.21,14.19,,0.156,0.04,,28.45,25.16,,116.0,155.0,-2.98,0.116,
502481,8.64,9.55,5.91,0.096,0.084,0.076,16.36,18.8,22.04,324.0,649.0,186.0,3.64,0.008,
502517,5.81,5.81,7.93,0.17,0.128,0.197,12.4,14.88,12.19,516.0,430.0,517.0,-2.12,-0.069,
502671,10.98,10.27,10.76,0.207,0.198,0.203,23.84,22.19,23.59,3087.0,4196.0,1441.0,-0.49,-0.005,
503556,6.61,7.63,7.32,0.124,0.178,0.143,24.85,23.25,22.2,817.0,813.0,874.0,0.31,0.035,
506702,8.02,6.54,7.05,0.09,0.049,0.099,24.89,34.03,27.35,237.0,382.0,596.0,-0.51,-0.05,
514888,9.76,8.68,8.6,0.214,0.196,0.153,13.77,15.84,15.58,2172.0,4702.0,1290.0,0.08,0.043,Jose Altuve
514917,9.16,10.1,7.83,0.145,0.091,0.114,17.53,20.77,18.89,1540.0,2277.0,868.0,2.27,-0.023,
516416,5.85,6.0,4.41,0.123,0.127,0.11,11.83,13.23,12.74,1657.0,2101.0,793.0,1.59,0.017,
516770,7.96,6.17,4.31,0.128,0.146,0.137,18.48,16.5,17.01,1055.0,697.0,1182.0,1.86,0.009,
516782,6.12,5.98,6.98,0.156,0.169,0.109,19.35,17.97,19.98,1731.0,3462.0,831.0,-1.0,0.06,
517369,4.51,5.15,6.03,0.117,0.112,0.107,15.97,16.18,19.5,288.0,136.0,282.0,-0.88,0.005,
518516,11.11,,7.92,0.063,,0.057,53.33,,54.46,135.0,,101.0,,,
518586,4.5,4.15,4.41,0.166,0.212,0.101,25.72,21.24,24.89,311.0,193.0,454.0,-0.26,0.111,
518595,6.93,6.19,6.57,0.171,0.205,0.187,23.2,23.45,22.76,1125.0,840.0,1217.0,-0.38,0.018,
518614,12.9,16.48,14.64,0.174,0.205,0.155,26.21,25.82,24.29,248.0,364.0,280.0,1.84,0.05,
518618,7.49,5.26,6.95,0.203,0.171,0.248,24.35,23.55,22.66,694.0,361.0,331.0,-1.69,-0.077,
518626,13.34,12.74,12.09,0.194,0.245,0.222,24.07,24.19,24.18,1537.0,1476.0,852.0,0.65,0.023,
518692,11.14,11.32,11.4,0.209,0.21,0.228,16.55,17.41,16.65,2756.0,5547.0,1105.0,-0.08,-0.018,Freddie Freeman
518735,14.98,15.19,14.26,0.192,0.187,0.175,22.59,21.6,20.01,1682.0,1185.0,1374.0,0.93,0.012,
518792,9.3,8.68,8.68,0.162,0.148,0.169,17.97,14.07,17.91,935.0,853.0,1429.0,0.0,-0.021,
518934,9.57,9.27,9.25,0.148,0.132,0.118,15.13,16.16,15.67,2016.0,3032.0,1276.0,0.02,0.014,
518960,5.74,7.96,6.25,0.119,0.107,0.094,12.97,16.42,13.75,401.0,201.0,480.0,1.71,0.013,
519023,5.36,,12.8,0.135,,0.177,22.32,,14.02,112.0,,164.0,,,
519048,9.98,9.6,9.37,0.175,0.224,0.211,20.52,24.24,22.13,541.0,594.0,619.0,0.23,0.013,
519058,9.21,7.4,6.94,0.191,0.211,0.192,19.08,18.85,21.32,1368.0,1040.0,1210.0,0.46,0.019,
519203,9.96,9.97,9.19,0.205,0.171,0.191,15.78,16.0,17.64,2852.0,1906.0,1338.0,0.78,-0.02,
519222,4.01,5.69,5.84,0.134,0.167,0.187,24.69,25.61,27.6,324.0,246.0,308.0,-0.15,-0.02,
519299,8.44,7.41,6.53,0.198,0.099,0.135,15.3,16.87,13.64,379.0,243.0,352.0,0.88,-0.036,
519306,6.44,14.53,8.48,0.18,0.09,0.177,30.47,22.09,29.7,233.0,172.0,165.0,6.05,-0.087,
519317,10.11,9.29,10.9,0.243,0.227,0.257,30.85,30.86,28.57,2068.0,1614.0,1715.0,-1.61,-0.03,Giancarlo Stanton
519346,8.87,10.4,11.02,0.267,0.265,0.225,28.82,34.4,30.38,406.0,375.0,372.0,-0.62,0.04,
519390,5.05,8.33,11.31,0.193,0.293,0.145,23.97,22.44,21.41,317.0,156.0,327.0,-2.98,0.148,
520471,6.2,3.54,6.36,0.16,0.15,0.158,23.2,24.76,22.21,1000.0,424.0,1211.0,-2.82,-0.008,
521692,4.53,4.1,4.3,0.23,0.195,0.201,23.26,20.31,22.27,2515.0,1659.0,2371.0,-0.2,-0.006,Salvador Perez
523253,11.5,11.16,10.42,0.093,0.064,0.094,22.71,24.03,23.62,339.0,233.0,614.0,0.74,-0.03,
527038,7.96,8.09,7.72,0.165,0.171,0.162,12.95,13.36,15.17,1822.0,1594.0,1424.0,0.37,0.009,
527043,,,4.07,,,0.155,,,19.51,,,123.0,,,
534606,7.84,,4.88,0.033,,0.23,31.37,,27.64,102.0,,123.0,,,
541645,5.88,5.56,5.51,0.201,0.148,0.175,25.99,24.37,25.87,1258.0,792.0,1469.0,0.05,-0.027,
541650,4.44,3.81,3.21,0.159,0.089,0.126,19.11,31.43,28.07,225.0,105.0,374.0,0.6,-0.037,
542194,2.44,5.58,3.46,0.217,0.138,0.153,24.39,25.22,26.33,410.0,448.0,433.0,2.12,-0.015,
542208,,,6.85,,,0.124,,,25.0,,,248.0,,,
542255,9.62,6.93,8.26,0.122,0.093,0.187,14.68,14.85,12.67,395.0,707.0,363.0,-1.33,-0.094,
542303,10.68,9.52,9.46,0.224,0.201,0.192,22.71,22.4,21.01,2528.0,2438.0,1913.0,0.06,0.009,Marcell Ozuna
542340,9.09,8.9,7.94,0.136,0.162,0.167,26.99,24.91,25.42,1067.0,1124.0,1007.0,0.96,-0.005,
542364,11.58,9.95,10.85,0.092,0.129,0.112,21.26,17.28,18.25,475.0,764.0,378.0,-0.9,0.017,
542454,2.96,4.41,6.98,0.24,0.167,0.259,26.48,30.59,31.75,506.0,340.0,315.0,-2.57,-0.092,
542583,8.55,8.49,9.3,0.203,0.192,0.197,23.65,24.07,19.48,947.0,1296.0,1355.0,-0.81,-0.005,
542881,,3.2,,,0.054,,,63.2,,,125.0,,,,
542921,6.47,7.45,6.55,0.161,0.088,0.215,26.67,29.19,26.97,510.0,161.0,519.0,0.9,-0.127,
542932,7.86,6.23,9.7,0.087,0.069,0.133,22.44,23.62,20.55,802.0,690.0,866.0,-3.47,-0.064,
542979,,,8.99,,,0.159,,,42.7,,,267.0,,,
543063,8.88,9.09,8.44,0.171,0.165,0.143,19.29,23.32,21.46,1317.0,935.0,1505.0,0.65,0.022,
543068,7.67,6.99,6.98,0.226,0.206,0.231,23.86,23.94,23.74,1668.0,1445.0,1491.0,0.01,-0.025,
543101,,,0.9,,,0.03,,,48.65,,,111.0,,,
543105,7.72,4.87,5.51,0.161,0.171,0.265,25.0,25.47,21.61,272.0,267.0,236.0,-0.64,-0.094,
543228,5.45,3.05,4.67,0.154,0.188,0.145,26.3,23.37,19.75,825.0,492.0,1200.0,-1.62,0.043,
543257,12.56,12.19,14.47,0.136,0.127,0.132,23.07,22.66,21.11,1656.0,1165.0,1852.0,-2.28,-0.005,
543281,4.76,5.4,4.4,0.14,0.084,0.129,15.91,16.3,14.43,798.0,963.0,887.0,1.0,-0.045,
543294,2.31,3.33,,0.026,0.019,,38.46,46.67,,130.0,120.0,,,,
543305,14.42,13.16,13.5,0.151,0.172,0.173,23.59,22.61,20.8,1255.0,942.0,1000.0,-0.34,-0.001,
543308,6.25,,5.29,0.16,,0.156,25.0,,30.57,288.0,,700.0,,,
543309,4.79,6.28,6.34,0.212,0.201,0.173,25.45,27.94,24.25,605.0,637.0,899.0,-0.06,0.028,Kyle Higashioka
543333,7.63,7.01,8.0,0.127,0.13,0.147,21.83,19.35,19.9,1429.0,899.0,2000.0,-0.99,-0.017,
543376,3.15,,3.77,0.142,,0.111,26.77,,24.69,127.0,,239.0,,,
543401,8.0,8.64,9.43,0.177,0.127,0.189,18.46,21.05,15.13,325.0,741.0,912.0,-0.79,-0.062,
543484,,5.98,9.86,,0.065,0.168,,26.5,25.82,,117.0,213.0,-3.88,-0.103,
543510,5.72,6.46,5.69,0.133,0.135,0.132,25.13,27.55,25.9,752.0,882.0,1618.0,0.77,0.003,James McCann
543543,10.79,8.02,10.29,0.215,0.153,0.187,29.25,28.94,27.32,547.0,349.0,593.0,-2.27,-0.034,
543592,8.18,10.16,9.83,0.102,0.099,0.101,15.97,18.92,17.09,501.0,502.0,702.0,0.33,-0.002,
543685,11.79,10.64,11.49,0.185,0.216,0.156,14.56,14.05,14.27,1264.0,1965.0,792.0,-0.85,0.06,
543760,10.06,8.73,9.41,0.208,0.192,0.184,15.98,16.64,16.5,2266.0,5408.0,1721.0,-0.68,0.008,Marcus Semien
543768,9.75,14.04,11.48,0.24,0.187,0.188,25.21,21.75,22.83,472.0,570.0,819.0,2.56,-0.001,
543807,9.72,10.12,10.65,0.225,0.208,0.189,19.29,18.94,19.46,1358.0,4968.0,1249.0,-0.53,0.019,George Springer
543829,1.67,1.39,4.05,0.098,0.074,0.075,14.59,13.44,13.61,418.0,863.0,617.0,-2.66,-0.001,
543877,4.87,5.99,6.25,0.109,0.081,0.141,18.43,17.97,18.34,1313.0,918.0,1968.0,-0.26,-0.06,Christian Vázquez
543939,8.62,6.67,7.17,0.166,0.136,0.143,16.3,17.29,17.8,1380.0,885.0,837.0,-0.5,-0.007,
544369,7.23,5.44,6.42,0.218,0.176,0.175,12.71,16.08,15.16,1204.0,790.0,732.0,-0.98,0.001,
544725,4.66,2.96,4.51,0.094,0.076,0.101,21.86,25.12,21.12,1180.0,609.0,843.0,-1.55,-0.025,
544931,,2.94,,,0.034,,,27.94,,,136.0,,,,
545121,4.58,5.71,5.17,0.111,0.095,0.094,9.76,7.94,11.51,502.0,315.0,773.0,0.54,0.001,Ildemaro Vargas
545341,4.96,5.55,5.35,0.212,0.177,0.213,24.07,21.41,21.98,1695.0,1261.0,2243.0,0.2,-0.036,
545350,4.47,4.23,4.71,0.149,0.204,0.188,33.25,29.6,31.53,403.0,402.0,425.0,-0.48,0.016,
545358,12.11,9.7,8.06,0.173,0.111,0.14,29.07,32.12,31.17,454.0,330.0,831.0,1.64,-0.029,
545361,16.93,14.27,15.54,0.299,0.298,0.3,24.48,27.14,24.46,2557.0,2137.0,830.0,-1.27,-0.002,Mike Trout
546318,6.05,4.88,6.0,0.128,0.199,0.102,21.79,18.49,17.75,661.0,1168.0,400.0,-1.12,0.097,
546990,,,6.25,,,0.115,,,35.71,,,112.0,,,
546991,6.22,3.49,5.23,0.097,0.078,0.151,19.46,18.57,19.77,370.0,544.0,516.0,-1.74,-0.073,
547004,13.48,10.0,6.86,0.169,0.158,0.129,24.16,20.59,25.06,178.0,170.0,423.0,3.14,0.029,
547170,,6.3,8.12,,0.087,0.156,,26.77,28.53,,127.0,382.0,-1.82,-0.069,
547172,,,9.91,,,0.14,,,13.51,,,111.0,,,
547180,14.82,14.35,13.47,0.25,0.224,0.277,23.0,23.61,19.39,3287.0,3478.0,1336.0,0.88,-0.053,Bryce Harper
547379,7.81,9.14,11.1,0.159,0.164,0.188,34.69,30.86,29.5,320.0,175.0,739.0,-1.96,-0.024,
547943,,5.41,,,0.095,,,37.84,,,111.0,,,,
547982,6.79,8.66,8.93,0.15,0.181,0.144,24.07,26.89,23.53,162.0,543.0,459.0,-0.27,0.037,
547989,7.93,7.47,6.55,0.19,0.17,0.194,20.32,19.89,20.33,2170.0,1714.0,2228.0,0.92,-0.024,
553869,6.93,5.9,6.25,0.128,0.153,0.16,17.54,23.4,18.82,1083.0,1017.0,1360.0,-0.35,-0.007,
553882,9.21,8.86,10.73,0.175,0.11,0.132,20.1,16.3,18.52,955.0,632.0,1118.0,-1.87,-0.022,
553902,2.56,2.96,1.33,0.137,0.138,0.132,3.85,7.1,2.44,234.0,169.0,450.0,1.63,0.006,
553988,9.01,,3.38,0.092,,0.079,18.92,,18.24,222.0,,148.0,,,
553993,9.63,9.19,9.9,0.261,0.232,0.209,28.38,29.34,28.18,2815.0,2928.0,1980.0,-0.71,0.023,Eugenio Suárez
554430,0.88,1.9,,0.038,0.042,,48.25,37.34,,114.0,158.0,,,,
570256,9.24,9.32,12.85,0.184,0.248,0.144,26.06,23.6,25.7,660.0,805.0,358.0,-3.53,0.104,
570267,10.45,9.03,8.12,0.157,0.211,0.166,33.51,31.59,31.87,555.0,421.0,320.0,0.91,0.045,
570481,1.71,2.1,6.02,0.096,0.057,0.111,22.22,20.98,21.07,117.0,143.0,299.0,-3.92,-0.054,
570482,5.24,6.13,4.66,0.159,0.138,0.137,16.12,17.46,19.73,1259.0,653.0,1718.0,1.47,0.001,
570560,7.51,7.02,9.17,0.093,0.131,0.085,22.25,21.33,20.62,346.0,769.0,960.0,-2.15,0.046,
570731,4.8,5.18,4.08,0.188,0.137,0.168,21.76,23.36,20.29,1397.0,792.0,1764.0,1.1,-0.031,
570799,5.31,,7.27,0.273,,0.199,28.32,,25.15,226.0,,330.0,,,
571431,6.27,7.28,8.88,0.252,0.263,0.214,28.32,26.9,23.08,399.0,316.0,338.0,-1.6,0.049,
571437,11.67,14.42,7.64,0.09,0.047,0.176,26.67,27.88,33.76,120.0,104.0,157.0,6.78,-0.129,
571448,8.59,8.22,7.61,0.222,0.223,0.189,15.58,13.9,13.79,2863.0,3296.0,1892.0,0.61,0.034,Nolan Arenado
571466,11.39,9.69,9.96,0.135,0.075,0.079,25.0,21.38,23.06,676.0,650.0,954.0,-0.27,-0.004,
571506,13.02,15.15,16.67,0.161,0.152,0.211,25.15,27.27,23.67,676.0,198.0,300.0,-1.52,-0.059,
571578,0.83,4.88,,0.0,0.014,,36.36,40.24,,121.0,164.0,,,,
571602,8.21,10.85,9.85,0.127,0.115,0.267,33.96,34.11,30.19,268.0,129.0,467.0,1.0,-0.152,
571657,5.73,5.55,4.87,0.135,0.128,0.138,20.0,19.83,20.73,960.0,721.0,1336.0,0.68,-0.01,
571697,3.85,6.51,5.63,0.123,0.193,0.154,23.08,18.96,23.1,390.0,691.0,355.0,0.88,0.039,
571718,9.79,9.43,9.17,0.181,0.157,0.171,24.76,29.03,29.59,521.0,403.0,436.0,0.26,-0.014,
