batter,bb_pct_AVG,bb_pct_STRONG,bb_pct_WEAK,iso_AVG,iso_STRONG,iso_WEAK,k_pct_AVG,k_pct_STRONG,k_pct_WEAK,pa_AVG,pa_STRONG,pa_WEAK,bb_protect_lift,iso_protect_lift,player_name
624636,4.0,,,0.037,,,31.33,,,150.0,,,,,
624641,4.27,2.36,3.51,0.205,0.174,0.148,20.99,21.73,26.37,586.0,382.0,656.0,-1.15,0.026,
628338,8.8,7.31,7.79,0.11,0.105,0.131,22.0,20.0,22.82,250.0,260.0,539.0,-0.48,-0.026,
628356,,,5.6,,,0.302,,,30.4,,,125.0,,,
628450,5.58,7.49,7.14,0.232,0.135,0.112,17.26,24.23,21.23,197.0,227.0,504.0,0.35,0.023,
628451,6.49,6.02,5.9,0.143,0.174,0.137,19.8,16.92,16.77,601.0,266.0,847.0,0.12,0.037,
630105,10.53,9.48,10.62,0.141,0.177,0.154,19.09,17.55,17.76,1320.0,2279.0,1554.0,-1.14,0.023,Jake Cronenworth
640447,7.92,11.01,7.8,0.109,0.141,0.224,22.64,23.85,20.64,265.0,109.0,218.0,3.21,-0.083,
640449,13.31,10.33,12.26,0.138,0.211,0.118,27.7,23.55,32.7,278.0,242.0,367.0,-1.93,0.093,
640457,8.65,8.96,9.65,0.266,0.197,0.188,20.44,20.92,19.75,1052.0,1071.0,653.0,-0.69,0.009,
640458,6.92,6.32,6.04,0.183,0.172,0.147,17.86,16.65,18.13,448.0,775.0,331.0,0.28,0.025,
640461,5.31,5.18,5.73,0.165,0.165,0.149,25.81,27.47,26.4,527.0,637.0,716.0,-0.55,0.016,
640492,4.24,1.9,4.67,0.041,0.089,0.081,20.76,20.48,20.56,236.0,210.0,107.0,-2.77,0.008,
641313,3.82,4.66,4.1,0.116,0.11,0.144,22.58,21.88,23.0,2250.0,1330.0,1535.0,0.56,-0.034,
641319,,,13.64,,,0.098,,,18.94,,,132.0,,,
641343,10.14,12.17,11.92,0.168,0.14,0.182,29.61,32.2,27.15,986.0,649.0,1418.0,0.25,-0.042,Jake Bauers
641355,9.88,9.14,9.2,0.232,0.211,0.203,18.76,18.32,19.93,2410.0,2440.0,2142.0,-0.06,0.008,Cody Bellinger
641432,8.93,8.38,7.17,0.161,0.149,0.188,12.76,15.92,14.45,627.0,358.0,934.0,1.21,-0.039,
641470,11.11,12.6,11.68,0.148,0.2,0.172,32.37,37.8,33.58,207.0,127.0,274.0,0.92,0.028,
641477,,,10.31,,,0.1,,,31.68,,,262.0,,,
641487,12.43,10.88,10.51,0.138,0.114,0.124,18.41,18.26,19.83,2559.0,2317.0,1684.0,0.37,-0.01,J.P. Crawford
641505,8.94,7.66,8.63,0.043,0.068,0.093,27.23,28.94,25.89,235.0,235.0,197.0,-0.97,-0.025,
641511,6.46,8.97,7.75,0.094,0.115,0.039,21.07,26.28,32.39,356.0,156.0,142.0,1.22,0.076,
641513,2.78,8.49,6.32,0.135,0.134,0.069,37.96,33.96,35.06,108.0,106.0,174.0,2.17,0.065,
641525,3.09,4.32,4.87,0.172,0.2,0.173,33.51,30.22,32.52,194.0,139.0,575.0,-0.55,0.027,
641531,7.31,9.41,8.19,0.179,0.192,0.171,27.43,26.42,27.39,999.0,882.0,1380.0,1.22,0.021,
641553,5.72,4.13,4.5,0.1,0.155,0.138,27.86,26.84,28.43,402.0,339.0,978.0,-0.37,0.017,
641583,2.72,,6.54,0.072,,0.192,22.45,,27.1,147.0,,107.0,,,
641584,9.86,10.98,10.13,0.176,0.159,0.143,21.44,15.8,24.3,872.0,519.0,1037.0,0.85,0.016,Jake Fraley
641598,11.47,10.27,11.26,0.212,0.25,0.214,25.35,25.41,25.88,1203.0,925.0,1368.0,-0.99,0.036,
641645,7.92,7.29,11.52,0.066,0.092,0.049,18.11,19.44,14.57,265.0,288.0,460.0,-4.23,0.043,
641658,7.62,7.94,7.28,0.092,0.14,0.081,26.72,22.21,25.8,827.0,680.0,810.0,0.66,0.059,
641680,7.33,6.69,6.81,0.125,0.146,0.15,19.79,20.24,18.75,1051.0,583.0,1733.0,-0.12,-0.004,
641684,,5.74,,,0.139,,,30.33,,,122.0,,,,
641779,,,12.73,,,0.208,,,32.73,,,110.0,,,
641786,10.96,8.67,0.94,0.181,0.095,0.238,28.24,37.33,27.36,301.0,150.0,106.0,7.73,-0.143,
641796,5.88,4.01,4.13,0.106,0.058,0.202,18.18,24.07,19.83,187.0,324.0,121.0,-0.12,-0.144,
641816,,4.55,,,0.011,,,37.27,,,110.0,,,,
641820,8.57,9.39,7.58,0.177,0.177,0.186,22.92,22.27,23.42,2251.0,1289.0,1358.0,1.81,-0.009,
641829,,,5.88,,,0.094,,,24.26,,,136.0,,,
641856,8.67,8.87,7.83,0.158,0.23,0.188,27.3,26.6,24.88,392.0,203.0,651.0,1.04,0.042,
641857,10.34,10.55,10.73,0.163,0.188,0.17,30.58,28.0,28.18,2322.0,1857.0,2200.0,-0.18,0.018,Ryan McMahon
641914,6.62,5.1,8.47,0.072,0.087,0.107,29.8,25.48,27.97,151.0,157.0,236.0,-3.37,-0.02,
641933,8.24,9.48,10.04,0.223,0.214,0.24,32.22,30.66,28.85,1347.0,1171.0,1116.0,-0.56,-0.026,Tyler O'Neill
641943,8.9,5.68,5.01,0.065,0.16,0.126,18.15,23.48,24.19,281.0,264.0,339.0,0.67,0.034,
642082,12.23,8.0,6.37,0.219,0.087,0.083,29.14,33.0,31.84,278.0,100.0,267.0,1.63,0.004,
642086,7.45,7.3,6.84,0.138,0.114,0.15,21.88,21.12,22.29,1074.0,767.0,1346.0,0.46,-0.036,Dominic Smith
642133,7.43,8.67,7.29,0.182,0.237,0.189,22.14,21.57,23.44,1414.0,969.0,1604.0,1.38,0.048,
642136,11.78,11.57,13.44,0.107,0.09,0.114,25.87,24.38,29.16,433.0,242.0,655.0,-1.87,-0.024,
642162,7.2,5.11,5.24,0.08,0.056,0.086,24.0,27.01,34.29,125.0,137.0,210.0,-0.13,-0.03,
642165,10.58,7.87,11.36,0.179,0.177,0.112,21.73,24.8,21.72,359.0,254.0,396.0,-3.49,0.065,
642180,7.98,8.38,7.06,0.048,0.054,0.06,25.46,20.05,23.16,326.0,394.0,354.0,1.32,-0.006,
642201,8.04,8.21,5.96,0.135,0.087,0.169,29.02,33.57,28.51,286.0,280.0,470.0,2.25,-0.082,Eli White
642215,,,12.73,,,0.292,,,31.82,,,110.0,,,
642336,3.77,5.38,5.55,0.115,0.118,0.196,22.11,20.89,21.06,398.0,316.0,793.0,-0.17,-0.078,
642350,5.1,7.19,4.98,0.224,0.224,0.17,33.55,32.63,39.46,471.0,570.0,963.0,2.21,0.054,
642423,,6.82,,,0.057,,,22.73,,,132.0,,,,
642708,3.98,4.12,5.14,0.125,0.133,0.126,19.68,18.58,18.49,1382.0,3347.0,1363.0,-1.02,0.007,Amed Rosario
642715,10.43,9.55,9.8,0.201,0.19,0.194,27.31,25.43,26.88,2512.0,2324.0,2500.0,-0.25,-0.004,Willy Adames
642721,3.05,8.59,6.36,0.064,0.035,0.104,28.05,20.31,25.44,164.0,128.0,283.0,2.23,-0.069,
642727,4.59,,7.41,0.071,,0.18,25.69,,26.85,109.0,,216.0,,,
642731,4.71,4.78,3.8,0.12,0.118,0.181,19.48,20.09,19.02,806.0,941.0,1104.0,0.98,-0.063,
642851,3.08,5.42,5.38,0.117,0.172,0.121,23.39,21.95,24.21,389.0,369.0,409.0,0.04,0.051,
643217,8.81,8.57,9.3,0.138,0.159,0.146,16.14,18.5,16.47,2862.0,2508.0,1785.0,-0.73,0.013,Andrew Benintendi
643265,7.06,9.29,8.53,0.137,0.148,0.184,27.16,26.92,27.28,1204.0,743.0,1173.0,0.76,-0.036,
643289,4.27,2.86,5.52,0.085,0.12,0.117,14.81,11.66,13.58,702.0,978.0,906.0,-2.66,0.003,Mauricio Dubón
643376,8.94,9.24,10.4,0.225,0.218,0.176,20.29,17.05,22.32,828.0,833.0,1308.0,-1.16,0.042,Danny Jansen
643393,11.35,8.74,9.82,0.123,0.107,0.109,13.68,12.14,12.38,855.0,972.0,1212.0,-1.08,-0.002,
643396,5.79,4.01,5.31,0.087,0.087,0.081,16.13,15.96,14.95,1693.0,1322.0,2355.0,-1.3,0.006,
643418,5.49,,9.35,0.194,,0.176,32.32,,21.95,164.0,,246.0,,,
643446,7.4,5.29,8.56,0.12,0.158,0.152,10.97,11.44,12.07,1906.0,2116.0,1822.0,-3.27,0.006,Jeff McNeil
643524,4.67,7.91,6.68,0.135,0.255,0.193,17.9,15.02,17.95,257.0,253.0,479.0,1.23,0.062,
643565,12.49,12.99,11.76,0.126,0.167,0.147,22.16,23.34,20.83,993.0,1247.0,408.0,1.23,0.02,
643603,10.42,8.28,13.59,0.216,0.18,0.155,23.94,26.9,26.15,259.0,145.0,390.0,-5.31,0.025,
644374,4.71,7.35,7.32,0.178,0.144,0.177,29.32,23.53,26.83,191.0,204.0,492.0,0.03,-0.033,
645261,,4.72,,,0.021,,,67.92,,,106.0,,,,
645277,7.08,5.88,7.72,0.18,0.197,0.158,15.91,16.82,16.51,2219.0,3620.0,1696.0,-1.84,0.039,Ozzie Albies
645302,5.54,5.5,5.76,0.126,0.103,0.139,18.95,24.74,24.4,992.0,946.0,955.0,-0.26,-0.036,
645305,,2.94,,,0.034,,,23.53,,,102.0,,,,
645444,9.45,10.04,7.6,0.036,0.065,0.054,24.7,24.27,27.49,328.0,548.0,171.0,2.44,0.011,
645801,10.03,9.88,9.17,0.097,0.265,0.247,29.43,22.67,26.97,299.0,172.0,545.0,0.71,0.018,
646240,10.11,9.93,9.1,0.219,0.245,0.228,22.87,20.61,20.78,3315.0,3465.0,1593.0,0.83,0.017,Rafael Devers
647304,7.87,8.37,7.94,0.184,0.185,0.18,16.55,15.33,16.8,1867.0,1481.0,1423.0,0.43,0.005,Josh Naylor
647351,5.62,5.97,6.46,0.12,0.122,0.13,15.84,17.43,16.2,587.0,637.0,1068.0,-0.49,-0.008,
649557,6.24,5.37,5.87,0.154,0.165,0.167,14.2,15.19,16.46,817.0,540.0,1124.0,-0.5,-0.002,
649966,10.05,9.86,8.98,0.169,0.126,0.157,21.42,20.32,19.3,985.0,507.0,1280.0,0.88,-0.031,
650331,7.86,,7.17,0.071,,0.196,30.71,,29.54,140.0,,237.0,,,
650333,7.32,5.52,7.01,0.114,0.091,0.097,6.63,5.36,6.23,1871.0,3658.0,899.0,-1.49,-0.006,Luis Arraez
650391,6.46,8.16,5.96,0.202,0.147,0.193,21.37,23.16,21.39,1362.0,613.0,1309.0,2.2,-0.046,
650402,8.97,9.87,9.24,0.167,0.164,0.183,19.29,19.3,20.41,2297.0,2471.0,2489.0,0.63,-0.019,Gleyber Torres
650489,7.24,7.23,6.89,0.155,0.127,0.119,24.41,22.49,24.38,1602.0,885.0,1452.0,0.34,0.008,Willi Castro
650490,10.4,10.33,11.57,0.147,0.173,0.15,14.79,14.89,13.89,2394.0,2700.0,1296.0,-1.24,0.023,Yandy Díaz
650559,5.32,6.49,6.0,0.145,0.166,0.164,25.48,24.96,25.65,1354.0,601.0,1084.0,0.49,0.002,
650619,,,8.16,,,0.061,,,28.57,,,147.0,,,
650859,5.96,5.31,5.46,0.12,0.155,0.136,16.63,17.66,19.27,1209.0,1223.0,1209.0,-0.15,0.019,Luis Rengifo
650907,,3.9,3.45,,0.204,0.11,,34.63,35.34,,205.0,116.0,0.45,0.094,
650968,,,5.68,,,0.12,,,11.35,,,229.0,,,
655316,10.28,5.63,9.07,0.112,0.095,0.109,21.18,27.23,17.86,321.0,213.0,364.0,-3.44,-0.014,Andruw Monasterio
656180,7.49,6.7,8.71,0.174,0.151,0.119,31.4,31.25,33.39,414.0,224.0,551.0,-2.01,0.032,
656185,5.06,3.12,4.82,0.131,0.117,0.089,21.1,21.88,24.37,237.0,448.0,394.0,-1.7,0.028,
656248,17.07,,11.61,0.24,,0.118,30.08,,30.71,123.0,,267.0,,,
656252,7.39,,7.54,0.189,,0.236,39.69,,36.18,257.0,,199.0,,,
656305,11.35,10.22,11.06,0.215,0.213,0.225,26.75,25.82,25.06,3092.0,2328.0,2251.0,-0.84,-0.012,Matt Chapman
656308,3.99,4.7,7.24,0.164,0.216,0.145,30.94,32.92,30.97,501.0,319.0,704.0,-2.54,0.071,
656371,9.73,8.46,13.43,0.091,0.093,0.157,29.19,28.86,25.97,185.0,201.0,335.0,-4.97,-0.064,
656413,10.0,10.53,6.01,0.118,0.115,0.153,24.86,26.32,26.58,350.0,152.0,316.0,4.52,-0.038,
656427,,8.33,,,0.028,,,34.09,,,132.0,,,,
656448,5.65,2.7,6.67,0.275,0.248,0.186,33.04,31.76,26.67,230.0,148.0,135.0,-3.97,0.062,
656537,6.87,5.37,4.68,0.082,0.133,0.104,27.75,29.34,30.99,364.0,242.0,342.0,0.69,0.029,
656541,5.88,9.92,10.54,0.154,0.144,0.181,34.71,34.92,34.18,170.0,252.0,588.0,-0.62,-0.037,
656555,12.84,11.91,13.2,0.229,0.218,0.237,24.68,26.21,24.18,2703.0,1965.0,1394.0,-1.29,-0.019,Rhys Hoskins
656577,5.84,7.11,6.07,0.146,0.127,0.175,38.69,33.78,41.59,137.0,225.0,214.0,1.04,-0.048,
656582,12.08,11.74,9.81,0.149,0.13,0.161,20.28,21.82,23.22,927.0,903.0,887.0,1.93,-0.031,
656669,14.22,12.41,9.09,0.181,0.245,0.239,21.56,25.29,23.86,450.0,435.0,440.0,3.32,0.006,
656716,7.77,9.26,7.85,0.138,0.132,0.149,23.57,24.31,21.65,1120.0,432.0,956.0,1.41,-0.017,
656775,8.69,8.57,8.26,0.188,0.179,0.157,19.69,19.8,20.68,1991.0,2101.0,1296.0,0.31,0.022,Cedric Mullins
656811,8.3,8.72,8.48,0.18,0.141,0.179,21.15,18.76,23.2,1338.0,906.0,1427.0,0.24,-0.038,Ryan O'Hearn
656847,2.63,,0.59,0.296,,0.275,27.19,,36.47,114.0,,170.0,,,
656896,7.03,6.12,7.26,0.08,0.147,0.148,22.69,18.37,22.57,498.0,392.0,771.0,-1.14,-0.001,
656941,13.96,14.52,15.94,0.282,0.273,0.288,29.16,29.19,25.08,3231.0,3292.0,1619.0,-1.42,-0.015,Kyle Schwarber
656976,9.82,11.31,11.27,0.166,0.16,0.148,23.19,23.79,22.07,703.0,849.0,861.0,0.04,0.012,
657041,8.41,6.99,8.37,0.194,0.173,0.162,22.35,26.09,25.86,1320.0,1675.0,812.0,-1.38,0.011,Lane Thomas
657061,4.03,,7.48,0.069,,0.147,29.03,,29.93,124.0,,147.0,,,
657077,7.38,7.13,7.33,0.139,0.146,0.117,14.98,14.75,14.53,1749.0,2230.0,1542.0,-0.2,0.029,
657136,5.98,6.46,4.97,0.112,0.153,0.104,26.99,24.54,25.56,552.0,542.0,583.0,1.49,0.049,
657557,7.38,8.1,7.1,0.172,0.177,0.199,25.53,24.92,29.45,2154.0,963.0,1494.0,1.0,-0.022,
657656,7.09,6.77,6.75,0.182,0.213,0.201,28.54,24.55,26.38,1538.0,1226.0,1645.0,0.02,0.012,Ramón Laureano
657709,9.15,,,0.031,,,24.65,,,142.0,,,,,
657757,8.2,8.47,8.46,0.163,0.165,0.151,20.19,19.52,19.18,1293.0,543.0,1288.0,0.01,0.014,Gavin Sheets
658069,,,3.04,,,0.205,,,23.19,,,263.0,,,
658668,6.1,5.26,5.91,0.154,0.127,0.157,20.42,16.6,16.17,426.0,247.0,711.0,-0.65,-0.03,
660162,8.59,10.6,9.51,0.19,0.164,0.173,29.22,25.84,28.99,2084.0,1575.0,1725.0,1.09,-0.009,Yoán Moncada
660271,13.93,12.26,12.12,0.323,0.302,0.311,26.52,25.1,25.42,2240.0,3996.0,1361.0,0.14,-0.009,Shohei Ohtani
660294,12.22,10.82,8.97,0.178,0.079,0.073,22.17,29.0,29.66,221.0,231.0,290.0,1.85,0.006,
660620,,10.92,,,0.079,,,18.49,,,119.0,,,,
660634,8.75,7.08,,0.036,0.041,,18.75,23.01,,160.0,113.0,,,,
660636,3.5,,5.47,0.162,,0.217,24.48,,25.87,143.0,,201.0,,,
660644,6.12,4.21,9.35,0.064,0.06,0.084,20.49,20.09,21.5,327.0,214.0,321.0,-5.14,-0.024,
660670,11.84,11.37,11.7,0.197,0.245,0.255,21.97,21.82,22.93,2239.0,3904.0,641.0,-0.33,-0.01,Ronald Acuña Jr.
660688,5.07,4.11,5.64,0.131,0.111,0.127,10.9,10.05,10.27,1183.0,657.0,1295.0,-1.53,-0.016,Keibert Ruiz
660707,6.52,7.07,4.32,0.164,0.12,0.167,28.57,33.84,31.89,322.0,198.0,533.0,2.75,-0.047,
660757,3.37,3.17,3.25,0.143,0.179,0.102,20.88,20.84,21.66,297.0,379.0,277.0,-0.08,0.077,
660766,7.34,6.8,5.19,0.197,0.16,0.123,21.77,19.39,21.11,395.0,294.0,289.0,1.61,0.037,
660821,8.58,9.25,8.16,0.188,0.204,0.179,25.15,25.99,25.87,1340.0,681.0,1434.0,1.09,0.025,Jesús Sánchez
660829,,,4.76,,,0.167,,,25.71,,,105.0,,,
660844,20.37,12.82,,0.0,0.04,,18.52,25.64,,108.0,117.0,,,,Leo Rivas
661388,11.2,10.35,11.61,0.181,0.17,0.168,20.03,21.43,23.13,1732.0,1652.0,1094.0,-1.26,0.002,William Contreras
661531,6.5,5.11,,0.146,0.134,,20.94,35.04,,277.0,137.0,,,,
662139,8.35,7.24,7.82,0.215,0.209,0.19,25.31,26.5,23.2,1209.0,1381.0,1112.0,-0.58,0.019,Daulton Varsho
663330,6.31,6.9,7.14,0.16,0.255,0.135,29.73,25.0,32.86,111.0,116.0,140.0,-0.24,0.12,
663368,8.31,10.82,11.73,0.133,0.125,0.088,26.29,22.96,28.0,445.0,379.0,375.0,-0.91,0.037,Blake Perkins
663457,14.15,12.04,11.36,0.187,0.151,0.139,18.75,20.12,20.57,1152.0,1163.0,1162.0,0.68,0.012,
663527,10.64,7.65,11.16,0.04,0.207,0.116,24.26,21.76,24.29,235.0,170.0,457.0,-3.51,0.091,
663538,6.54,6.31,6.52,0.092,0.108,0.117,10.05,12.46,10.16,2050.0,1236.0,1289.0,-0.21,-0.009,Nico Hoerner
663586,7.49,7.66,7.24,0.212,0.231,0.243,27.02,25.26,25.28,1910.0,2743.0,1436.0,0.42,-0.012,Austin Riley
663611,4.94,4.55,5.19,0.085,0.075,0.062,8.87,8.85,8.23,688.0,418.0,231.0,-0.64,0.013,
663616,9.56,9.84,11.13,0.209,0.127,0.142,24.23,26.52,29.07,1036.0,1037.0,719.0,-1.29,-0.015,Trevor Larnach
663624,7.04,6.42,5.19,0.16,0.185,0.175,27.08,23.63,25.15,1477.0,1604.0,1368.0,1.23,0.01,
663630,10.34,9.66,7.23,0.095,0.099,0.087,29.89,28.02,34.97,174.0,207.0,346.0,2.43,0.012,
663647,6.87,7.51,5.7,0.097,0.14,0.086,20.45,20.41,20.59,1325.0,1690.0,1350.0,1.81,0.054,Ke'Bryan Hayes
663656,10.67,13.69,11.53,0.228,0.21,0.257,15.75,14.82,15.7,1809.0,1950.0,1414.0,2.16,-0.047,Kyle Tucker
663662,5.92,10.37,6.11,0.092,0.144,0.108,26.97,28.89,29.26,152.0,135.0,311.0,4.26,0.036,
663697,10.93,9.84,9.94,0.158,0.153,0.124,20.63,19.81,21.92,1711.0,2377.0,926.0,-0.1,0.029,Jonathan India
663698,6.94,9.92,9.65,0.145,0.132,0.143,29.34,31.75,31.73,634.0,252.0,684.0,0.27,-0.011,
663728,11.96,11.53,10.12,0.284,0.236,0.233,27.33,29.16,26.23,1705.0,1101.0,1571.0,1.41,0.003,Cal Raleigh
663743,4.02,5.47,7.51,0.081,0.118,0.14,16.99,15.34,17.44,671.0,567.0,493.0,-2.04,-0.022,Nick Fortes
663757,11.42,12.25,11.66,0.188,0.169,0.197,27.0,26.53,23.32,1348.0,1983.0,969.0,0.59,-0.028,Trent Grisham
663837,7.19,7.02,8.41,0.109,0.124,0.152,20.6,22.03,21.09,1029.0,826.0,749.0,-1.39,-0.028,Matt Vierling
663845,7.65,,8.36,0.086,,0.113,35.29,,28.57,170.0,,371.0,,,
663853,2.62,4.15,4.29,0.128,0.198,0.161,33.25,29.08,29.05,382.0,337.0,420.0,-0.14,0.037,
663886,11.04,7.46,8.49,0.146,0.135,0.178,24.4,24.21,25.87,1295.0,764.0,1001.0,-1.03,-0.043,Tyler Stephenson
663897,6.0,,11.21,0.121,,0.158,28.0,,29.91,150.0,,107.0,,,
663898,6.23,5.11,7.03,0.114,0.162,0.151,21.18,20.82,23.13,1171.0,1076.0,1124.0,-1.92,0.011,
663968,6.82,,3.9,0.148,,0.067,12.88,,15.04,132.0,,359.0,,,Jake Mangum
663993,9.04,11.77,12.23,0.158,0.152,0.166,24.16,24.47,23.62,2256.0,1283.0,2379.0,-0.46,-0.014,Nathaniel Lowe
664023,13.11,12.23,11.9,0.215,0.178,0.17,27.18,24.26,24.48,2090.0,2593.0,1908.0,0.33,0.008,Ian Happ
664029,,,17.16,,,0.18,,,22.39,,,134.0,,,
664034,6.88,6.01,5.36,0.141,0.142,0.129,16.24,17.66,19.28,2254.0,1382.0,1883.0,0.65,0.013,Ty France
664040,9.54,8.8,10.14,0.238,0.234,0.251,26.93,26.13,29.5,1541.0,2262.0,1105.0,-1.34,-0.017,Brandon Lowe
664056,5.19,5.16,6.33,0.12,0.171,0.153,25.45,23.46,21.67,1002.0,891.0,1421.0,-1.17,0.018,Harrison Bader
664058,5.32,5.52,7.46,0.075,0.082,0.072,10.11,8.81,9.41,940.0,1885.0,818.0,-1.94,0.01,
664059,9.06,7.39,13.2,0.126,0.143,0.071,20.56,28.76,20.3,287.0,379.0,197.0,-5.81,0.072,
664068,5.33,7.28,4.87,0.202,0.158,0.141,30.71,30.02,26.33,394.0,453.0,657.0,2.41,0.017,
664238,9.68,9.75,9.83,0.148,0.202,0.19,27.7,27.1,32.22,527.0,513.0,1282.0,-0.08,0.012,
664247,9.66,4.71,3.03,0.279,0.215,0.173,29.66,32.46,26.52,145.0,191.0,132.0,1.68,0.042,
664314,8.26,,13.7,0.101,,0.113,35.54,,34.25,121.0,,146.0,,,
664670,,,6.62,,,0.079,,,11.76,,,136.0,,,
664702,9.06,9.99,8.94,0.061,0.062,0.094,17.42,17.83,17.43,1016.0,1621.0,895.0,1.05,-0.032,Myles Straw
664728,5.32,4.75,7.13,0.129,0.103,0.149,20.6,19.01,23.15,1204.0,568.0,743.0,-2.38,-0.046,Kyle Isbel
664731,,,6.25,,,0.051,,,28.41,,,176.0,,,
664761,6.0,5.1,7.22,0.133,0.127,0.145,16.3,18.49,17.11,1951.0,1195.0,1455.0,-2.12,-0.018,Alec Bohm
664770,5.26,8.26,14.29,0.126,0.159,0.195,18.86,11.02,13.64,228.0,472.0,154.0,-6.03,-0.036,Nathan Lukes
664774,14.82,11.42,11.39,0.159,0.187,0.132,20.36,21.21,20.28,1336.0,1226.0,562.0,0.03,0.055,
664874,8.52,5.64,6.43,0.169,0.122,0.126,32.58,36.92,38.21,399.0,195.0,280.0,-0.79,-0.004,
664901,8.08,6.02,4.22,0.195,0.064,0.084,22.22,25.93,23.38,297.0,216.0,308.0,1.8,-0.02,
664913,9.17,7.27,7.46,0.195,0.146,0.215,26.5,28.59,26.87,698.0,633.0,1340.0,-0.19,-0.069,
664983,5.65,6.28,7.77,0.127,0.13,0.117,17.44,17.46,19.03,814.0,733.0,746.0,-1.49,0.013,Jake McCarthy
665019,6.93,6.98,5.33,0.168,0.192,0.219,25.97,26.16,23.77,462.0,172.0,488.0,1.65,-0.027,Kody Clemens
665120,8.71,6.9,7.59,0.18,0.165,0.203,27.59,32.33,28.95,551.0,464.0,1081.0,-0.69,-0.038,
665155,10.15,13.68,12.01,0.165,0.162,0.158,31.2,26.32,26.95,266.0,190.0,308.0,1.67,0.004,
665161,5.67,5.51,4.79,0.14,0.17,0.13,19.46,19.77,19.42,1182.0,1598.0,1442.0,0.72,0.04,
665482,8.85,7.5,9.21,0.089,0.088,0.08,19.79,22.5,28.29,192.0,160.0,152.0,-1.71,0.008,
665487,9.36,10.29,10.01,0.253,0.225,0.225,22.23,23.39,26.44,1282.0,3177.0,749.0,0.28,0.0,Fernando Tatis Jr.
665489,10.9,10.29,9.74,0.213,0.222,0.184,13.93,15.11,17.28,2110.0,3567.0,1910.0,0.55,0.038,Vladimir Guerrero Jr.
665506,6.67,3.72,6.38,0.073,0.114,0.076,27.62,27.13,29.53,315.0,188.0,298.0,-2.66,0.038,
665561,,10.6,,,0.172,,,11.26,,,151.0,,,,Rafael Marchán
665742,18.49,18.62,18.5,0.287,0.23,0.247,17.75,17.5,16.37,1763.0,5370.0,1692.0,0.12,-0.017,Juan Soto
665750,5.56,6.43,6.02,0.109,0.122,0.136,26.93,22.01,22.93,791.0,1322.0,798.0,0.41,-0.014,Leody Taveras
665804,5.95,6.08,7.36,0.148,0.088,0.128,15.56,23.4,21.21,437.0,329.0,231.0,-1.28,-0.04,Miguel Amaya
665828,8.39,7.91,7.73,0.142,0.084,0.118,20.97,24.01,21.65,453.0,354.0,582.0,0.18,-0.034,
665833,9.34,9.08,10.89,0.194,0.209,0.166,31.28,30.22,32.33,1071.0,738.0,863.0,-1.81,0.043,Oneil Cruz
665839,4.96,5.44,9.46,0.131,0.116,0.169,26.24,23.13,22.46,141.0,147.0,423.0,-4.02,-0.053,
665862,8.29,6.97,8.7,0.22,0.206,0.209,27.49,29.29,26.24,1375.0,1219.0,1597.0,-1.73,-0.003,Jazz Chisholm Jr.
665923,4.11,3.72,4.31,0.113,0.096,0.086,24.64,19.42,18.32,414.0,242.0,464.0,-0.59,0.01,
665926,4.74,5.91,4.44,0.113,0.116,0.145,18.95,17.14,19.35,1224.0,1336.0,1194.0,1.47,-0.029,Andrés Giménez
665953,2.78,,5.88,0.186,,0.121,17.59,,25.49,108.0,,102.0,,,
665966,9.53,3.88,12.24,0.172,0.293,0.165,24.19,24.81,23.47,430.0,129.0,196.0,-8.36,0.128,Carlos Narváez
666018,7.07,11.3,9.76,0.148,0.173,0.204,26.63,26.04,24.39,368.0,407.0,451.0,1.54,-0.031,Jonathan Aranda
666023,4.97,4.26,6.17,0.101,0.135,0.104,21.55,20.67,17.76,362.0,329.0,794.0,-1.91,0.031,Freddy Fermin
666134,10.27,11.31,11.0,0.16,0.118,0.157,31.78,32.35,29.12,409.0,442.0,982.0,0.31,-0.039,
666135,8.3,7.04,7.0,0.147,0.2,0.169,24.29,22.78,25.29,494.0,540.0,514.0,0.04,0.031,
666139,7.88,6.41,7.53,0.172,0.193,0.152,26.53,26.8,29.81,965.0,515.0,1023.0,-1.12,0.041,Josh Lowe
666149,5.06,6.2,7.52,0.199,0.192,0.189,28.19,31.01,31.05,415.0,258.0,306.0,-1.32,0.003,
666150,5.99,,4.58,0.115,,0.09,17.37,,24.05,167.0,,262.0,,,
666152,7.14,7.93,7.87,0.112,0.12,0.161,25.0,21.59,25.28,280.0,227.0,356.0,0.06,-0.041,David Hamilton
666158,9.79,9.48,10.11,0.125,0.133,0.122,22.07,23.19,22.07,1083.0,897.0,920.0,-0.63,0.011,
666160,3.95,3.51,4.22,0.172,0.198,0.233,28.99,27.05,28.65,583.0,599.0,876.0,-0.71,-0.035,Mickey Moniak
666163,8.4,9.41,9.51,0.068,0.076,0.088,22.9,20.21,28.17,262.0,287.0,536.0,-0.1,-0.012,
666165,7.45,,9.06,0.118,,0.127,32.3,,31.87,161.0,,320.0,,,
666176,4.92,6.67,6.34,0.207,0.214,0.205,29.03,30.33,29.37,651.0,300.0,1168.0,0.33,0.009,Jo Adell
666179,,,8.7,,,0.041,,,24.64,,,138.0,,,
