rank,pitcher,player_name,gs_to,fp_per_start_to,xfp_rp1_per_start,k_pct_to,bb_pct_to,swstr_pct_to,c_plus_swstr_to,zone_pct_to,z_swing_pct_to,o_swing_pct_to,avg_velo_to,xwoba_per_pa_to,xwoba_x_swstr_to,fp_per_start_to,gs_to,split_day
103,687064,"Young, Brandon",2,10.5,8.957603730036013,0.1395348837209302,0.0697674418604651,0.10062893081761,0.2578616352201258,0.5157232704402516,0.6829268292682927,0.2987012987012987,88.9440251572327,0.2882558139534883,0.0290068743600994,10.5,2,30
104,656849,"Peterson, David",4,5.224999999999999,8.955828280543727,0.1904761904761904,0.0873015873015873,0.1094890510948905,0.2822384428223844,0.4574209245742092,0.6382978723404256,0.3094170403587444,88.23073170731708,0.3589590163934426,0.0393020820868732,5.224999999999999,4,30
105,641927,"Ober, Bailey",6,10.416666666666666,8.954074177627996,0.2014925373134328,0.0820895522388059,0.0947775628626692,0.2765957446808511,0.4622823984526112,0.6276150627615062,0.2913669064748201,84.12282398452611,0.3117894736842105,0.0295506464420238,10.416666666666666,6,30
106,608566,"Márquez, Germán",5,7.419999999999999,8.887827532390512,0.1619047619047619,0.0666666666666666,0.105911330049261,0.2610837438423645,0.5147783251231527,0.6985645933014354,0.2588832487309644,89.81773399014779,0.3506,0.0371325123152709,7.419999999999999,5,30
107,694477,"Patrick, Chad",3,12.9,8.865095178935194,0.1157894736842105,0.0842105263157894,0.105121293800539,0.2425876010781671,0.4609164420485175,0.7017543859649122,0.28,90.4188679245283,0.3171063829787234,0.0333346332511326,12.9,3,30
108,702070,"Cameron, Noah",5,8.16,8.826823996423037,0.1965811965811965,0.0769230769230769,0.1092233009708737,0.2718446601941747,0.5145631067961165,0.6745283018867925,0.25,86.60728155339805,0.4025213675213675,0.043964712471994,8.16,5,30
109,676083,"Junk, Janson",5,9.579999999999998,8.791779584893321,0.1531531531531531,0.063063063063063,0.1014492753623188,0.2608695652173913,0.5362318840579711,0.7027027027027027,0.2291666666666666,87.6427536231884,0.3016272727272727,0.0305998682476943,9.579999999999998,5,30
110,678394,"Bello, Brayan",5,-0.7000000000000007,8.734600450564379,0.1304347826086956,0.1130434782608695,0.1496598639455782,0.2879818594104308,0.4761904761904761,0.7047619047619048,0.264069264069264,89.98367346938777,0.4311491228070175,0.0645257190595536,-0.7000000000000007,5,30
111,650644,"Civale, Aaron",5,10.1,8.691123452251205,0.1785714285714285,0.0535714285714285,0.0927601809954751,0.2737556561085973,0.4841628959276018,0.6214953271028038,0.2587719298245614,86.11392694063927,0.3296036036036036,0.0305740899270311,10.1,5,30
112,608372,"Sugano, Tomoyuki",5,11.179999999999998,8.423127981683106,0.1743119266055046,0.055045871559633,0.0964705882352941,0.2305882352941176,0.4823529411764706,0.7268292682926829,0.25,88.54633569739953,0.3824954128440367,0.0368995574743658,11.179999999999998,5,30
113,680732,"Burke, Sean",4,6.774999999999999,8.341146389365226,0.1834862385321101,0.0642201834862385,0.0802603036876355,0.2516268980477223,0.5054229934924078,0.6523605150214592,0.3114035087719298,88.93383947939263,0.3393518518518518,0.0272364826865911,6.774999999999999,4,30
114,656427,"Flaherty, Jack",6,5.733333333333332,8.328727443806308,0.221311475409836,0.180327868852459,0.097609561752988,0.2669322709163346,0.4302788844621514,0.6296296296296297,0.2097902097902098,87.35498007968127,0.3637647058823529,0.035506913522381,5.733333333333332,6,30
115,669160,"May, Dustin",5,5.139999999999999,8.271569057416894,0.1851851851851851,0.0462962962962962,0.0669975186104218,0.2506203473945409,0.5161290322580645,0.6394230769230769,0.2717948717948718,92.41315136476427,0.3372571428571428,0.0225953917050691,5.139999999999999,5,30
116,571578,"Corbin, Patrick",3,9.4,8.268341589294284,0.2,0.0666666666666666,0.0960698689956331,0.2663755458515284,0.4585152838427948,0.6857142857142857,0.25,85.29432314410481,0.3795689655172414,0.0364651407920493,9.4,3,30
117,593958,"Rodriguez, Eduardo",5,11.079999999999998,8.234169562461556,0.15,0.1,0.0708154506437768,0.2768240343347639,0.4978540772532189,0.5948275862068966,0.2435897435897435,87.93010752688173,0.3483833333333333,0.0246709227467811,11.079999999999998,5,30
118,527048,"Pérez, Martín",3,10.933333333333332,8.2249956260495,0.1538461538461538,0.0659340659340659,0.0819209039548022,0.268361581920904,0.4519774011299435,0.59375,0.3195876288659793,85.98531073446327,0.3382888888888888,0.0277129315756434,10.933333333333332,3,30
119,680736,"Wrobleski, Justin",3,18.03333333333333,8.195607748155908,0.0978260869565217,0.0543478260869565,0.0613496932515337,0.2177914110429447,0.5460122699386503,0.6910112359550562,0.2905405405405405,89.63476923076922,0.3180434782608696,0.0195118698319551,18.03333333333333,3,30
120,661563,"Gil, Luis",3,8.533333333333333,8.167373619343474,0.1384615384615384,0.123076923076923,0.0826771653543307,0.2755905511811024,0.4291338582677165,0.5871559633027523,0.2206896551724138,91.84448818897638,0.3550615384615385,0.0293554815263476,8.533333333333333,3,30
121,668678,"Gallen, Zac",6,8.399999999999999,8.09589029345008,0.1416666666666666,0.0583333333333333,0.08125,0.2416666666666666,0.41875,0.6417910447761194,0.3440860215053763,89.28354166666666,0.3493613445378151,0.0283856092436974,8.399999999999999,6,30
122,624133,"Suarez, Ranger",5,10.36,8.016298497135164,0.1775700934579439,0.0747663551401869,0.0773067331670823,0.2468827930174563,0.4538653366583541,0.6428571428571429,0.2922374429223744,86.1889724310777,0.3495420560747663,0.0270219544596452,10.36,5,30
123,663903,"Singer, Brady",6,5.249999999999999,8.005869314609974,0.1407407407407407,0.0518518518518518,0.0966469428007889,0.272189349112426,0.4911242603550296,0.6546184738955824,0.2713178294573643,86.81597633136094,0.3586641221374045,0.0346637908969089,5.249999999999999,6,30
124,669461,"Liberatore, Matthew",6,6.133333333333333,7.837658055258331,0.1397058823529411,0.0808823529411764,0.0865191146881287,0.2454728370221328,0.4989939637826961,0.6733870967741935,0.2730923694779116,89.42615694164991,0.3737686567164179,0.0323381332772755,6.133333333333333,6,30
125,641778,"Lauer, Eric",4,4.299999999999999,7.814634463071,0.1826923076923076,0.1153846153846153,0.0966921119592875,0.2519083969465648,0.4452926208651399,0.7142857142857143,0.2844036697247706,86.20076335877863,0.339252427184466,0.0328030336717804,4.299999999999999,4,30
126,677944,"Cecconi, Slade",5,4.679999999999998,7.634248207892876,0.1739130434782608,0.1043478260869565,0.096629213483146,0.251685393258427,0.4561797752808988,0.6748768472906403,0.268595041322314,86.39256756756757,0.3854782608695652,0.037248461162677,4.679999999999998,5,30
127,641743,"Kay, Anthony",3,5.733333333333332,7.618682789382962,0.13,0.12,0.0858468677494199,0.2621809744779582,0.4269141531322505,0.5652173913043478,0.3117408906882591,90.79164733178654,0.4168181818181818,0.0357825353300991,5.733333333333332,3,30
128,607200,"Fedde, Erick",3,8.433333333333332,7.511990220531552,0.1481481481481481,0.1018518518518518,0.079136690647482,0.237410071942446,0.434052757793765,0.6685082872928176,0.2627118644067797,87.54076738609113,0.3100925925925926,0.0245397015720756,8.433333333333332,3,30
129,671096,"Abbott, Andrew",6,3.549999999999999,7.485687992072325,0.1428571428571428,0.0977443609022556,0.0963391136801541,0.25626204238921,0.4759152215799614,0.6639676113360324,0.25,87.42639691714837,0.3797890625,0.0365885416666666,3.549999999999999,6,30
130,547179,"Lorenzen, Michael",6,1.216666666666665,7.485098242393813,0.1347517730496454,0.0425531914893617,0.0943396226415094,0.2716981132075471,0.490566037735849,0.6576923076923077,0.2592592592592592,87.7588679245283,0.3662198581560283,0.0345490432222668,1.216666666666665,6,30
131,681517,"Leahy, Kyle",5,4.4,7.300683571180917,0.1351351351351351,0.0990990990990991,0.0883054892601432,0.2362768496420047,0.4821002386634845,0.6633663366336634,0.2442396313364055,89.49713603818617,0.372072072072072,0.0328560063643595,4.4,5,30
132,518876,"Kelly, Merrill",2,-0.6000000000000014,7.1888449541047965,0.16,0.14,0.1229946524064171,0.267379679144385,0.3796791443850267,0.6338028169014085,0.2586206896551724,89.1379679144385,0.5184693877551021,0.0637689621303066,-0.6000000000000014,2,30
133,682227,"Williamson, Brandon",5,5.299999999999999,7.113409611072122,0.1339285714285714,0.1428571428571428,0.0956521739130434,0.2434782608695652,0.4565217391304347,0.6523809523809524,0.24,86.9686956521739,0.4000089285714286,0.0382617236024844,5.299999999999999,5,30
134,682052,"Lopez, Jacob",5,4.38,7.102272917646808,0.1491228070175438,0.1666666666666666,0.0888888888888888,0.2422222222222222,0.4755555555555555,0.6401869158878505,0.2161016949152542,85.49799999999999,0.3046578947368421,0.0270807017543859,4.38,5,30
135,605288,"Houser, Adrian",5,0.6799999999999983,7.03931345762011,0.1048387096774193,0.064516129032258,0.0957943925233644,0.2313084112149532,0.4579439252336448,0.7448979591836735,0.2974137931034483,90.47616822429907,0.3744634146341463,0.0358714953271028,0.6799999999999983,5,30
136,700241,"McGreevy, Michael",5,11.999999999999996,7.013720283092184,0.1428571428571428,0.0476190476190476,0.0606060606060606,0.2331002331002331,0.4545454545454545,0.6512820512820513,0.2478632478632478,86.48624708624708,0.3943653846153846,0.0239009324009324,11.999999999999996,5,30
137,571945,"Mikolas, Miles",4,-0.2750000000000012,7.009457785556874,0.1428571428571428,0.0892857142857142,0.0875,0.27,0.505,0.6287128712871287,0.2676767676767677,87.15100000000001,0.3743119266055045,0.0327522935779816,-0.2750000000000012,4,30
138,680573,"Woods Richardson, Simeon",5,4.12,6.643060411558677,0.1130434782608695,0.0869565217391304,0.072429906542056,0.2336448598130841,0.4929906542056075,0.6635071090047393,0.216589861751152,88.7237089201878,0.3407699115044247,0.0246819328426102,4.12,5,30
139,676571,"Poulin, PJ",3,3.033333333333333,6.335750384052025,0.1428571428571428,0.1269841269841269,0.0681818181818181,0.2651515151515151,0.4924242424242424,0.6076923076923076,0.2611940298507462,84.33295454545456,0.3824444444444445,0.0260757575757575,3.033333333333333,3,30
140,641793,"Littell, Zack",4,1.2249999999999996,6.0438365412448745,0.1282051282051282,0.0683760683760683,0.0694087403598971,0.2313624678663239,0.532133676092545,0.7053140096618358,0.2747252747252747,87.06323907455013,0.4238547008547008,0.0294192208819458,1.2249999999999996,4,30
141,605135,"Bassitt, Chris",5,0.0599999999999983,5.639184744463257,0.0925925925925925,0.1203703703703703,0.0888382687927107,0.2391799544419134,0.4715261958997722,0.7053140096618358,0.2112068965517241,84.47858769931662,0.3827685185185185,0.0340044925335358,0.0599999999999983,5,30
142,663362,"Waldron, Matt",2,-2.6999999999999997,5.595410773435015,0.1489361702127659,0.0851063829787234,0.0736196319018405,0.2085889570552147,0.4969325153374233,0.7283950617283951,0.2926829268292683,85.60122699386503,0.3439130434782608,0.0253187516671112,-2.6999999999999997,2,30
143,500779,"Quintana, Jose",3,1.2666666666666664,5.1345036703914095,0.064516129032258,0.1451612903225806,0.0860655737704918,0.2090163934426229,0.3852459016393442,0.6595744680851063,0.2866666666666667,86.6888888888889,0.4186229508196721,0.0360290244557914,1.2666666666666664,3,30
