Pitcher,MLBAMID,Num_Pitches,PLV,PLA,FF,SI,SL,ST,CH,CU,FC,FS
Sonny Gray,543243,2480,5.204673387096774,2.4624082244488976,2.112668365939298,3.353532760214307,9.38504586915888,1.7115555349576905,3.5134086951261017,2.8535220369061824,2.2059621926205355,9.38504586915888
Tony Santillan,663574,499,5.308136272545091,2.469661106212425,2.496402023684211,9.38504586915888,2.4279727015384616,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
Logan Gilbert,669302,3041,5.182890496547189,2.488987193290735,2.9990946485861683,4.419606745686901,1.438304636417461,9.38504586915888,9.38504586915888,2.8839733925529742,2.6152014024560706,3.169597174711595
Tyler Alexander,641302,1668,5.223069544364509,2.497697275541795,2.4840821372095396,2.638819487045788,0.9454579075477741,1.5858237634632073,3.255079576992015,9.38504586915888,2.702684573771832,9.38504586915888
Orion Kerkering,689147,1087,5.298546458141674,2.508937,3.3883230189274447,3.6874230415584415,9.38504586915888,1.7267625126328217,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
A.J. Puk,640462,1155,5.265714285714285,2.5099920428207305,2.87982375,3.0034313235781047,1.6118514024819983,2.0891642870361804,9.38504586915888,9.38504586915888,9.38504586915888,3.5568743214953273
Yusei Kikuchi,579328,2923,5.281731098186794,2.522215144212524,2.178577007068104,9.38504586915888,2.000264800403742,9.38504586915888,5.621026635282441,2.1944933736012344,9.38504586915888,9.38504586915888
Andrew Kittredge,552640,1023,5.169178885630498,2.52226061084214,2.3194253197825145,3.676925517983491,1.7017489942801962,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
Cristopher Sánchez,650911,2794,5.202122405153901,2.525145218276385,9.38504586915888,2.8294098954239315,2.3234356262971074,9.38504586915888,2.2167823340866635,9.38504586915888,9.38504586915888,9.38504586915888
Chris Sale,519242,2815,5.224934280639432,2.5426500281425897,2.750634582630944,2.989254921377222,2.1019974862675737,9.38504586915888,2.9982801745656262,9.38504586915888,9.38504586915888,9.38504586915888
Brant Hurter,676428,645,5.122387596899225,2.5527038823529407,4.576041785485934,1.891331252714932,9.38504586915888,2.794426498997326,3.526539184887771,9.38504586915888,9.38504586915888,9.38504586915888
T.J. McFarland,519008,831,5.156895306859206,2.5555469743257593,9.38504586915888,2.325643525321579,9.38504586915888,2.6748921003298523,3.0920607442033123,9.38504586915888,9.38504586915888,9.38504586915888
Michael Kopech,656629,1143,5.277839020122484,2.5575041083743844,2.24576394063957,9.38504586915888,4.566752334975369,9.38504586915888,9.38504586915888,9.38504586915888,2.778051224261084,9.38504586915888
Spencer Schwellenbach,680885,1887,5.19561738208797,2.5637030539083554,2.736827972559763,4.255640870243841,1.6467452882587599,9.38504586915888,9.38504586915888,2.465691399372702,2.220954796126081,3.250306385255396
Jakob Junis,596001,940,5.116148936170213,2.5665863081613205,4.29078257390467,3.208960442946557,1.5573664282568422,9.38504586915888,3.218954106177971,9.38504586915888,9.38504586915888,9.38504586915888
Trevor Megill,656730,661,5.143494704992435,2.5673172073596797,2.6154362794827435,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,2.4453469389835725,9.38504586915888,9.38504586915888
Shota Imanaga,684007,2578,5.172637703646237,2.571346417512084,1.7038901159414082,3.7071890999999995,9.38504586915888,2.1662262827116345,4.155901053313024,3.178415078755657,9.38504586915888,3.8038037227709784
Logan Webb,657277,3201,5.202908466104342,2.5761425570032572,5.578821449827554,2.836367480347619,0.9855723902687298,1.7482471766270575,2.261601193485342,9.38504586915888,3.60608010778269,9.38504586915888
Tanner Houck,656557,2732,5.186163982430454,2.58314507505709,9.38504586915888,2.6922762223360825,1.955486411673774,3.351385247557317,9.38504586915888,9.38504586915888,3.747431746359666,2.8188567891983953
Trent Thornton,663423,1139,5.2016066725197545,2.6000650368663596,1.749744498974807,4.903918943961395,2.947412088918321,1.514761979330843,4.573967181369322,3.2877876826036863,4.172484843041475,9.38504586915888
Emilio Pagán,641941,593,5.201247892074199,2.601878684210526,2.3516073332821845,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,2.409185306636156,3.9149877534003537
John King,667463,844,5.1146800947867295,2.614486149881517,9.38504586915888,2.4981782104166665,2.523194376699029,9.38504586915888,2.9014998803797467,9.38504586915888,9.38504586915888,9.38504586915888
Alex Vesia,681911,1107,5.24204155374887,2.6186168442211057,2.158422226604451,9.38504586915888,3.2048895434601574,9.38504586915888,4.670209609098123,9.38504586915888,9.38504586915888,9.38504586915888
Carlos Estévez,608032,819,5.1551892551892555,2.6292192827172824,2.6057176027888445,9.38504586915888,2.204635546551724,9.38504586915888,3.926881284064171,9.38504586915888,9.38504586915888,9.38504586915888
Anthony Banda,607455,773,5.186817593790427,2.6391423150629034,2.474308658853139,2.0789868619315937,3.137848661166185,9.38504586915888,3.0648281564597313,9.38504586915888,9.38504586915888,9.38504586915888
Collin Snider,676092,675,5.210903703703703,2.6414789040000004,3.3829843354838713,4.506878475000001,9.38504586915888,1.6515353810276685,9.38504586915888,9.38504586915888,2.4962798918918923,9.38504586915888
Chris Martin,455119,650,5.142799999999999,2.6463252317871606,3.1226558075187967,3.266179689880439,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,2.2448125520512687,2.462509982864137
Tyler Holton,663947,1318,5.087738998482549,2.6478262852002983,3.4079360602785274,2.4580985193979488,2.4080204325261767,3.4840091954706076,2.5555409993715,9.38504586915888,2.4434794727334332,9.38504586915888
Drew Rasmussen,656876,459,5.218300653594772,2.6482761627906974,1.672267005780347,3.3133315688996867,9.38504586915888,2.1247481469767444,9.38504586915888,9.38504586915888,3.3791451402673505,9.38504586915888
Nick Martinez,607259,2124,5.1447881355932195,2.6502016299765803,2.9294201583649855,3.561549127386655,2.2309839017834623,9.38504586915888,2.3868259789430812,2.8252150789561723,1.861996269585864,9.38504586915888
Jeremiah Estrada,669093,996,5.222489959839358,2.6567393837645663,1.9331885100826927,9.38504586915888,2.6697415948874683,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,4.737445649432535
Matt Bowman,621199,493,5.2027586206896554,2.6568105818855274,9.38504586915888,2.3020498040099118,9.38504586915888,2.490138684782609,9.38504586915888,9.38504586915888,3.785579548184671,2.39430715826087
Bryce Miller,682243,2749,5.157137140778465,2.6621525878003696,2.1906310832588343,2.830435592393912,2.6065813459790617,2.743270213138063,9.38504586915888,2.246756592103269,4.8192336448376025,3.4667186241501753
Justin Slaten,686580,810,5.116901234567901,2.671001674698796,2.720937188500839,9.38504586915888,9.38504586915888,2.9008806538717686,9.38504586915888,2.1920373848334513,2.589266178242381,9.38504586915888
Bryan Hudson,663542,918,5.124880174291939,2.6725560100660584,2.707189231832605,9.38504586915888,9.38504586915888,2.6606284286816124,9.38504586915888,9.38504586915888,2.6102214663664505,9.38504586915888
Kutter Crawford,676710,2818,5.166057487579844,2.672944004593236,2.165504823426467,9.38504586915888,9.38504586915888,2.9408567183995467,9.38504586915888,3.528519649368386,2.4871532774661516,4.080263253902749
Bailey Ober,641927,2696,5.14683234421365,2.677175026119403,3.4416600242609916,9.38504586915888,3.6038021422823183,9.38504586915888,1.4584688400610584,2.221592914780934,2.482980571108337,9.38504586915888
Jeff Hoffman,656546,1001,5.140939060939061,2.6798018291457293,2.020774504567727,1.2037182192211056,3.3205841157995866,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,3.589041863442211
Adrian Morejon,670970,1064,5.228665413533835,2.695266235602094,2.641889918627389,2.409178155701065,2.490723607021866,2.1085428062827227,9.38504586915888,9.38504586915888,9.38504586915888,5.230549724258291
Jared Jones,683003,1912,5.173111924686192,2.6990306630136986,2.6110769977488872,9.38504586915888,2.4610633981488337,9.38504586915888,3.386563585127201,3.568184611851624,9.38504586915888,9.38504586915888
Brendon Little,663893,696,5.128836206896552,2.703640072992701,9.38504586915888,2.533093810733788,9.38504586915888,9.38504586915888,9.38504586915888,2.9260913527760346,2.9413981920269507,9.38504586915888
Chad Green,643338,818,5.177053789731051,2.705009524877751,2.243440289732143,9.38504586915888,3.4458722462579616,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
Joe Mantiply,573009,867,5.092871972318339,2.7053090446927373,5.039583954425169,2.1088508208666767,9.38504586915888,9.38504586915888,3.03941802688395,2.9465096504493564,9.38504586915888,9.38504586915888
Nick Pivetta,601713,2386,5.1980385582564965,2.7114697482837533,2.6204525210301814,9.38504586915888,3.4847507010719014,2.5766703678122314,9.38504586915888,2.6498397823675095,3.3322163594667193,9.38504586915888
Jose A. Ferrer,678606,476,5.115021008403361,2.7116145,2.9391730917721524,2.03973193125,5.598359004807693,9.38504586915888,3.756610471153846,9.38504586915888,9.38504586915888,9.38504586915888
Garrett Crochet,676979,2395,5.200805845511482,2.7158784657534247,2.848846090952532,3.955026556849315,3.207059655239373,0.7969840619779487,3.8291388691394945,9.38504586915888,2.1138384973936235,9.38504586915888
Ryan Thompson,657044,977,5.0998055271238485,2.717405366834171,3.3684844562518483,2.7325766391331663,2.4151067969729123,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
George Kirby,669923,2954,5.151513202437373,2.719957143629899,3.159711016111541,2.2689480122688357,2.128406596605423,9.38504586915888,9.38504586915888,2.5792721578066957,9.38504586915888,3.78389370531535
Zack Wheeler,554430,3133,5.157440153207788,2.723268645,2.307713786501155,3.0392069992424244,9.38504586915888,2.1216598275959075,9.38504586915888,3.3291335089589906,3.116936994884106,3.9250965703695653
A.J. Minter,621345,522,5.130172413793103,2.735423213592233,2.12107198806878,9.38504586915888,9.38504586915888,9.38504586915888,4.946414290635765,9.38504586915888,2.442930352427184,9.38504586915888
Aaron Nola,605400,3188,5.172904642409034,2.7417597441471564,3.2457503143661364,2.6291178786474787,9.38504586915888,9.38504586915888,3.943301600427047,1.803072118928363,3.571521937819943,9.38504586915888
Gerrit Cole,543037,1519,5.181784068466096,2.744343486781469,2.9172871448275863,9.38504586915888,2.2314855789473684,9.38504586915888,4.978605334125636,2.3498455081606453,2.6324014128654967,9.38504586915888
Jhony Brito,666745,596,5.075721476510067,2.7446564009426715,3.439109934090486,2.4451864260406166,3.9386492229811183,9.38504586915888,2.1227478625954204,9.38504586915888,9.38504586915888,9.38504586915888
Max Scherzer,453286,669,5.141121076233183,2.748139961538462,2.5647498685243333,9.38504586915888,2.661395284927235,9.38504586915888,3.2414807992555836,3.499193045657568,1.5536586140712942,9.38504586915888
Cade Smith,671922,1166,5.142572898799314,2.7618610619469024,2.50231319069972,9.38504586915888,4.720737840075852,2.5100072828454736,9.38504586915888,9.38504586915888,9.38504586915888,3.3689473957331173
Robert Suarez,663158,972,5.111656378600823,2.7666138119658124,2.490688568101827,3.0328741304218365,9.38504586915888,9.38504586915888,4.000201476923078,9.38504586915888,9.38504586915888,9.38504586915888
Zach Eflin,621107,2443,5.098784281620958,2.768949201171385,5.056285804687499,2.717444626080692,9.38504586915888,1.9316271636540596,2.75283119880667,2.6498535988996568,2.470143881019252,9.38504586915888
Grayson Rodriguez,680570,1879,5.173400745077169,2.769099711428571,2.602493641813377,0.3861602691428572,2.6806198174971425,9.38504586915888,3.3782116394805195,3.077509108453608,0.7854177736778114,9.38504586915888
Ryan Pepiot,686752,2148,5.18897113594041,2.7708968076923077,2.7856956856052033,9.38504586915888,2.8737312609579106,9.38504586915888,2.2398521131059796,5.3819493183023885,3.250753639182692,9.38504586915888
Chris Paddack,663978,1459,5.203324194653873,2.771053540367531,2.752511109554718,9.38504586915888,3.8612792329969285,9.38504586915888,1.497862797843666,3.839623698113208,9.38504586915888,9.38504586915888
Tyler Glasnow,607192,2008,5.110986055776893,2.7710847537313437,2.4782015719628023,3.580564042062415,2.2095125456888227,9.38504586915888,9.38504586915888,3.9313693068880204,9.38504586915888,9.38504586915888
Sean Hjelle,663546,1209,5.096211745244003,2.778096495867769,9.38504586915888,2.2210503690859382,9.38504586915888,9.38504586915888,9.38504586915888,3.2112418307076447,4.264402863184401,9.38504586915888
Justin Steele,657006,2046,5.1191055718475065,2.779782326732673,2.9153224781739255,3.374536526569171,2.227388646764265,9.38504586915888,4.5294337871287125,2.5232504480198026,9.38504586915888,9.38504586915888
Mitch Spence,687765,2481,5.176719064893188,2.7829497092511013,9.38504586915888,5.185224915631545,1.3917182251101319,9.38504586915888,5.333913649229075,2.9641320645764884,2.9176422935863155,9.38504586915888
Michael Wacha,608379,2601,5.135271049596309,2.7885285719999997,3.2134702520571428,4.229365844390625,4.13756570585022,9.38504586915888,0.973916258516129,4.03564888154717,3.19757937696463,9.38504586915888
Tarik Skubal,669373,2838,5.085813953488373,2.7927845156249997,2.5865373038930084,2.744997952345094,2.827555631648936,9.38504586915888,3.0504252214285708,2.87086647890625,9.38504586915888,9.38504586915888
Austin Voth,608723,974,5.14411704312115,2.8033087868852458,2.512033508622525,9.38504586915888,9.38504586915888,2.7002797646471848,9.38504586915888,3.7181476347113325,2.5682051892969255,9.38504586915888
Bryan Hoeing,663773,778,5.046606683804628,2.8118836397515525,5.076812107210371,2.4716995039232645,3.6092439371942118,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,2.0995958606808713
Dylan Cease,656302,3171,5.187328918322296,2.816435324443349,2.9285319941924275,9.38504586915888,2.3344712508456857,4.426668072023047,5.06987294554829,3.737573478943381,9.38504586915888,9.38504586915888
Brandon Pfaadt,694297,2776,5.102835014409222,2.822803288279619,2.8203019634561497,3.8740455574785444,9.38504586915888,1.6956466249801345,3.4442708093677643,2.923732832134887,9.38504586915888,9.38504586915888
Burch Smith,572143,888,5.142657657657658,2.825968864864865,2.904070091221782,9.38504586915888,9.38504586915888,1.692153577278106,9.38504586915888,3.696608841062337,2.306274177514793,9.38504586915888
Cody Bradford,674003,1167,5.101902313624679,2.829065416306508,3.5253346350795844,9.38504586915888,0.879911746458622,9.38504586915888,1.7869488521813657,3.2746702008733624,9.38504586915888,9.38504586915888
Caleb Thielbar,573204,880,5.278931818181818,2.8315522123559536,3.1686826839948785,9.38504586915888,9.38504586915888,2.4731411683482714,9.38504586915888,2.6895876919974397,9.38504586915888,9.38504586915888
Nestor Cortes,641482,2849,5.153352053352053,2.844002564053537,2.5218228294094187,5.074700764388146,3.683400388623326,2.65106571770435,4.311799830516252,9.38504586915888,2.814302485223028,9.38504586915888
Xzavion Curry,675540,625,5.077248,2.855006167725,2.9511621624802222,9.38504586915888,2.301260403515626,9.38504586915888,9.38504586915888,3.8824081203476126,9.38504586915888,9.38504586915888
Mason Miller,695243,1004,5.113854581673307,2.862221000061293,2.584436800381043,9.38504586915888,3.3634740531155995,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
Lucas Erceg,668674,947,5.094456177402323,2.869287372972973,3.5150221529194727,2.723700606502542,2.6131826880221136,9.38504586915888,2.378967549194939,9.38504586915888,9.38504586915888,9.38504586915888
Framber Valdez,664285,2598,5.03378752886836,2.8696995935727787,3.7636278147448015,2.939185567555087,3.8459245725613536,9.38504586915888,2.8141456012354125,2.635180217340088,9.38504586915888,9.38504586915888
Yoshinobu Yamamoto,808967,1469,5.143002042205582,2.870419,2.980564893265993,2.9033925097560975,3.0853826714285715,9.38504586915888,9.38504586915888,2.5916884347058824,2.48042119,3.0184651991549303
Zack Kelly,677161,956,5.175010460251046,2.878476524224711,4.111189142095588,9.38504586915888,9.38504586915888,1.8711174233704293,2.830228506794117,9.38504586915888,2.474334785758514,9.38504586915888
Ryan Walker,676254,1219,5.071722723543889,2.880060719175553,9.38504586915888,3.5789203389115896,2.018645839903846,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
Hoby Milner,571948,1043,5.124410354745925,2.8880792164948454,3.8321661201235293,3.030591630365511,9.38504586915888,1.9857640864289334,3.1115316486194216,2.41217377373847,9.38504586915888,9.38504586915888
Ryne Nelson,669194,2405,5.126187110187111,2.9025675000000004,2.5492666367385515,9.38504586915888,3.1119902953272196,9.38504586915888,3.5894164907600214,4.225287229587883,3.075141630725743,9.38504586915888
Tim Hill,657612,981,5.0340061162079515,2.90293495522388,3.8821833892888504,2.439997862686567,4.133801362598771,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888
Tanner Banks,621383,1173,5.133324808184143,2.9167937004608295,3.576284207742445,4.194326616673648,2.4119300646467767,9.38504586915888,3.2379115116428117,1.6577588962201324,9.38504586915888,9.38504586915888
Eli Morgan,669212,646,5.071083591331269,2.9168020714285716,3.580814381868132,9.38504586915888,3.062006135499693,9.38504586915888,1.567287380952381,9.38504586915888,9.38504586915888,9.38504586915888
J.T. Ginn,669372,497,5.063158953722334,2.917057191087703,9.38504586915888,3.1901815527846122,2.4728693840177582,9.38504586915888,2.9009792470588236,9.38504586915888,9.38504586915888,9.38504586915888
Slade Cecconi,677944,1291,5.1636870642912465,2.9174890909090907,2.5093417642188554,9.38504586915888,3.092644855048177,9.38504586915888,3.6282093561088593,3.9913594048560133,9.38504586915888,9.38504586915888
Christian Scott,681035,786,5.152531806615776,2.918147450704225,2.6809796572995666,9.38504586915888,3.4857606670662262,2.327146732394366,9.38504586915888,9.38504586915888,9.38504586915888,4.204799208519408
Ethan Roberts,681799,472,5.207648305084747,2.919248541896186,4.327975955769229,9.38504586915888,9.38504586915888,2.265323994928826,9.38504586915888,9.38504586915888,3.7666987297697365,9.38504586915888
Andrew Heaney,571760,2728,5.176312316715543,2.9202307760149373,2.6370278845805917,5.135567792269737,2.6829868414884865,9.38504586915888,4.081606059435745,2.3730326232954546,9.38504586915888,9.38504586915888
Joel Payamps,606303,899,5.068464961067853,2.923253237288135,3.752912872537792,3.1214484808829326,2.0796033105627862,9.38504586915888,3.2961871436993366,9.38504586915888,9.38504586915888,9.38504586915888
Greg Weissert,669711,1030,5.125514563106796,2.927015147368421,2.9247587032474804,2.7427252942791767,2.3637345941295544,2.5303431222910215,5.261607453089244,9.38504586915888,9.38504586915888,9.38504586915888
Cole Ragans,666142,3118,5.14265554842848,2.927283343470483,2.627353847529507,9.38504586915888,2.847818857620751,9.38504586915888,3.132850132654837,3.151413717330261,3.490011732100748,9.38504586915888
Jameson Taillon,592791,2482,5.060096696212732,2.9280678568548386,3.608654819634628,3.7747364494703004,9.38504586915888,2.424720298460411,2.794055275448874,2.9471784267657744,2.0767945717040672,9.38504586915888
Jack Flaherty,656427,2569,5.0927598287271305,2.9391127777777775,2.8037825704940436,6.781511262626261,2.7169373228328864,9.38504586915888,5.636267744444445,2.79556974375,9.38504586915888,9.38504586915888
Cam Booser,592155,694,5.12528818443804,2.939421234375,2.7856811205435745,9.38504586915888,9.38504586915888,2.6764526558689026,9.38504586915888,9.38504586915888,3.292222206745427,9.38504586915888
Edwin Uceta,670955,669,5.107922272047833,2.94384398464574,9.38504586915888,2.543272704,9.38504586915888,2.69864448,3.5928219533973804,9.38504586915888,2.707191380139861,9.38504586915888
Jack Kochanowicz,686799,859,4.8982421420256115,2.945408647959184,4.806586264921062,2.6983584535074483,9.38504586915888,9.38504586915888,3.814747866169545,3.150598442747352,9.38504586915888,9.38504586915888
Kevin Gausman,592332,2867,5.094663411231252,2.9486578176795577,2.3292860589403803,4.384781941032724,4.154310917610497,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,3.3909515167879674
Aaron Bummer,607481,963,5.187933541017654,2.949988653867808,5.029039283318842,2.514417974133648,9.38504586915888,2.497367643971464,9.38504586915888,7.57371598521358,3.966891968527171,9.38504586915888
Pablo López,641154,2984,5.112064343163539,2.950711073741007,2.992031635171862,2.619493621873143,9.38504586915888,2.7490220571597517,2.9452630488704195,3.485538101402267,9.38504586915888,9.38504586915888
Joe Jiménez,641729,1089,5.092552800734619,2.951395165048544,2.988807657279624,9.38504586915888,2.8528340046116507,9.38504586915888,3.6993200138243982,9.38504586915888,9.38504586915888,9.38504586915888
Yu Darvish,506433,1260,5.066793650793651,2.9548806612244896,3.628824878571428,3.577159028571428,1.8882853857640614,2.1664173375897846,9.38504586915888,3.2028315012386446,3.254556030612245,3.7822319105590063
Cooper Criswell,681867,1756,5.181702733485193,2.9569034597315436,9.38504586915888,2.709437401692667,3.232831623550946,3.012751060986285,2.5935229174891434,9.38504586915888,3.926190080091137,9.38504586915888
Trevor Williams,592866,1062,5.0915065913371,2.9585077698305082,2.5157680429090905,3.8823205603053434,2.150723757446808,3.535633135752212,3.142320799776536,9.38504586915888,9.38504586915888,9.38504586915888
Michael Grove,675627,810,5.121654320987655,2.9586051307189543,9.38504586915888,3.2891064978875524,2.650338375452231,9.38504586915888,9.38504586915888,3.6671434442190667,3.2193107058823522,9.38504586915888
Erick Fedde,607200,2882,5.1152359472588484,2.9591877665957482,9.38504586915888,4.143363876395534,9.38504586915888,2.2508445005416626,2.7905756834403075,9.38504586915888,2.39138570679308,2.292332895148026
Nate Pearson,663878,1040,5.094990384615386,2.9672660682692307,3.026502946777006,9.38504586915888,2.2776781953153242,9.38504586915888,9.38504586915888,5.166971096218799,9.38504586915888,9.38504586915888
JP Sears,676664,2856,5.0819817927170865,2.981649404059041,2.9903410561974475,3.357823770631216,2.4659029461254613,2.3502524228275106,3.8178670587381283,9.38504586915888,9.38504586915888,9.38504586915888
Stephen Kolek,663568,796,5.154447236180904,2.9846606142857146,3.284046629913711,3.0234757759538597,2.1349277539445626,3.59378701875,2.3006460296103897,9.38504586915888,2.7881164141522032,9.38504586915888
Pierce Johnson,572955,913,5.103263964950711,2.9985250228973985,3.906940177620456,9.38504586915888,9.38504586915888,9.38504586915888,9.38504586915888,2.6441201137761987,3.774675328402367,9.38504586915888
Landon Knack,689017,1148,5.122961672473868,3.0001197659445538,1.9181225330173257,9.38504586915888,2.6168855847247476,9.38504586915888,5.355495581098672,4.521976521037868,9.38504586915888,9.38504586915888
Jason Foley,671345,904,5.019524336283186,3.0080431499999998,4.493382929577465,2.9985053384305833,2.3298963887323936,9.38504586915888,4.774867153846154,9.38504586915888,9.38504586915888,9.38504586915888
Kyle Freeland,607536,1769,5.060938383267382,3.0091312588235293,3.3484857016513305,3.589985030916238,2.2143021850746263,9.38504586915888,3.15868189550316,2.7381120574721782,9.38504586915888,9.38504586915888
Austin Gomber,596295,2620,5.077797709923665,3.0139583402498267,3.9007518332015816,9.38504586915888,2.054042800498132,9.38504586915888,2.1715683644489583,2.9025084388415663,9.38504586915888,9.38504586915888
David Robertson,502085,1172,5.1208959044368605,3.0160996085750855,9.38504586915888,9.38504586915888,3.22195621835443,9.38504586915888,9.38504586915888,3.425720353846154,2.8215821419270832,9.38504586915888
Carmen Mlodzinski,669387,863,5.143406720741599,3.0205791500579373,3.309686875400457,9.38504586915888,3.1604478932359417,2.4786083096919125,9.38504586915888,9.38504586915888,2.488289925844235,9.38504586915888
Zack Littell,641793,2485,5.071006036217304,3.0293341982942428,3.667555137247946,4.36255494614764,2.213056765968081,4.114538939232409,9.38504586915888,9.38504586915888,9.38504586915888,2.556698657882462
Bailey Falter,663559,2124,5.017363465160075,3.039251790179811,2.8847705044686736,3.014260613322072,3.432676960676102,9.38504586915888,9.38504586915888,2.9973452669140688,9.38504586915888,9.38504586915888
