Pitcher,MLBAMID,Num_Pitches,PLV,PLA,FF,SI,SL,CH,CU,FC,FS
Tyler Rogers,643511,1108,5.1597292418772565,2.638273555555555,2.23195806981982,5.758049819121447,2.7554213794922515,11.857106575,3.130255699346405,11.857106575,11.857106575
Dustin May,669160,368,5.245597826086956,2.6754108260869565,4.347744,1.979142857142857,11.857106575,11.857106575,2.144921142857142,3.138962823529412,11.857106575
Alex Vesia,681911,651,5.288387096774193,2.677499775,2.489653923248407,11.857106575,2.693431125,3.990518294318182,11.857106575,11.857106575,11.857106575
Caleb Baragar,670056,341,5.260351906158357,2.6812667438480173,2.2657552451433856,11.857106575,4.667270856300664,11.857106575,11.857106575,11.857106575,11.857106575
Richard Lovelady,663992,315,5.230126984126984,2.685491854838709,2.5892064766677105,3.961516763929619,2.301644873638792,11.857106575,11.857106575,11.857106575,11.857106575
Craig Kimbrel,518886,958,5.275208768267223,2.68584310055866,2.4235503878691147,11.857106575,11.857106575,11.857106575,3.066201075226106,11.857106575,11.857106575
Zack Wheeler,554430,3104,5.192023195876289,2.6905466250000005,2.690753369024206,2.2876013889473685,2.517555283289646,3.8225581487394953,3.377481447272727,11.857106575,11.857106575
Brusdar Graterol,660813,510,5.257901960784313,2.702157226941176,11.857106575,2.4462974103896102,2.617259216727273,11.857106575,11.857106575,5.210616556216215,11.857106575
Drew Pomeranz,519141,403,5.273399503722084,2.70241896368148,2.4617607537511037,11.857106575,11.857106575,11.857106575,3.493518823984526,11.857106575,11.857106575
Aaron Nola,605400,2780,5.226863309352519,2.712073284132841,3.0733494283834384,3.045953596366733,11.857106575,2.649253882768809,2.0602744009247327,2.9460210237889624,11.857106575
Sean Doolittle,448281,866,5.34459584295612,2.728735791946309,2.275219476815565,11.857106575,4.460896957304012,4.87948554717726,4.732210219839581,11.857106575,11.857106575
Caleb Thielbar,573204,1070,5.291271028037383,2.7409645072429907,2.6689217383549524,11.857106575,2.619064934170082,11.857106575,3.216814571928879,11.857106575,11.857106575
Jorge Alcala,660896,847,5.147579693034238,2.744072748603352,3.138617467209906,3.1449790974010208,2.3707356725040416,2.656869167962108,11.857106575,11.857106575,11.857106575
Daniel Hudson,543339,865,5.296416184971098,2.7449576129032263,2.199254270433741,11.857106575,3.693985401490812,6.601794149560118,11.857106575,11.857106575,11.857106575
Ian Kennedy,453178,899,5.264004449388209,2.7585954319526618,2.3779849556053523,11.857106575,11.857106575,4.594390945421986,4.028778068047337,5.510545508875741,11.857106575
Garrett Whitlock,676477,1108,5.199205776173286,2.772625704545454,4.056702579020979,2.223682538557993,3.2660367122877125,3.11476211742755,11.857106575,11.857106575,11.857106575
Josh Fleming,676596,1589,5.1990245437382,2.776188567286677,11.857106575,2.8108578841384486,11.857106575,3.265498586742588,2.86070302841769,2.306107581002647,11.857106575
Tyler Anderson,542881,2511,5.193261648745519,2.786802952095808,2.707354900833289,3.4630982074033745,11.857106575,2.72663247122203,4.138225733532934,2.6160710658682635,11.857106575
T.J. McFarland,519008,503,5.041729622266401,2.8094449655172418,11.857106575,2.582434195376869,4.49596050184729,2.8596334782362915,11.857106575,11.857106575,11.857106575
Emilio Pagán,641941,1062,5.288427495291901,2.81383486498662,2.5623961012412355,11.857106575,11.857106575,11.857106575,11.857106575,3.215276216394286,11.857106575
Nathan Eovaldi,543135,2762,5.197577842143375,2.8172259542961604,2.618983732715213,11.857106575,2.543763774765768,11.857106575,3.71935698103822,1.758194524497258,3.4798557741969174
Erasmo Ramírez,541640,371,5.140161725067386,2.8283436485175204,2.5606277902173917,3.52394003989726,11.857106575,4.772209612499999,11.857106575,1.934648373401163,11.857106575
Sandy Alcantara,645261,3095,5.175686591276252,2.8287489092382496,3.74086074048888,2.648401183831002,2.2969362172460555,2.6740440186209087,3.596575232636281,11.857106575,11.857106575
Marcus Stroman,573186,2307,5.019696575639359,2.8318708659217875,3.485076799650838,3.194037452727694,2.269060867592341,11.857106575,2.7483786612493653,2.2213457082283274,3.0529721343303384
Aaron Civale,650644,1777,5.122025886325267,2.8420472171581768,3.82318601201812,4.669377505170433,1.8547975364075069,2.9956494800657274,2.70036595704928,1.7463513786692213,2.684389087943209
Louis Head,545343,544,5.185551470588235,2.8468840897058825,2.1589693125,11.857106575,3.6207882140625007,11.857106575,11.857106575,11.857106575,11.857106575
Drew Smith,622098,561,5.087237076648841,2.84760225,2.8373713354538173,11.857106575,11.857106575,5.410674528387097,3.635065487018096,2.3096343587078123,11.857106575
Yusmeiro Petit,433589,1081,5.101378353376503,2.861390692378852,3.741183881037568,11.857106575,11.857106575,1.9672190528846156,2.4494968257456837,1.8802228509189924,11.857106575
Freddy Peralta,642547,2242,5.20578947368421,2.8629821794916697,2.3452444456393344,11.857106575,3.2321410012053065,4.718059565819862,2.862971091087016,11.857106575,11.857106575
Max Scherzer,453286,2733,5.186095865349433,2.8653091561338293,2.475990976285141,11.857106575,2.7325608491860023,3.6302740408921927,3.3093848930255776,3.4032890422538253,11.857106575
Robert Gsellman,607229,392,5.133239795918367,2.865919821428571,11.857106575,2.523243285360273,3.3762181546651724,3.500663100536672,11.857106575,11.857106575,11.857106575
Nestor Cortes,641482,1524,5.232670603674541,2.8711150645161294,2.884571682803857,3.961888144212524,2.3871861555760368,5.31150062393888,2.163736512201964,1.6105814256490951,11.857106575
Robbie Ray,592662,2945,5.1766587436332765,2.873415609768749,2.347017559727373,11.857106575,3.428263763997951,5.387810636041114,3.711946786647301,11.857106575,11.857106575
Matt Wisler,605538,747,5.168741633199465,2.8773058561643827,5.4186019492528015,11.857106575,2.631012842737312,11.857106575,11.857106575,11.857106575,11.857106575
Yu Darvish,506433,2690,5.216420074349442,2.895692526131817,3.443611775139683,5.151147978010073,1.9498285688604928,11.857106575,4.399157044441824,2.0055489951502152,5.221443316771475
Evan Marshall,605359,410,5.1478780487804885,2.9011253048780485,4.686268235294118,3.2040168750000007,11.857106575,1.618974,2.807982391304348,11.857106575,11.857106575
Carlos Rodón,607074,2121,5.2056624233851965,2.903347108040201,2.5798075151318387,11.857106575,3.187346799566012,3.7731106896637336,3.4170731739949747,11.857106575,11.857106575
Drew Rasmussen,656876,1196,5.189966555183946,2.906302901403802,2.868226591684076,11.857106575,2.635306413895929,5.313744663157894,4.568056186677632,11.857106575,11.857106575
Chasen Shreve,592741,877,5.181505131128849,2.922071165680473,3.0066821580050718,11.857106575,2.369692356058657,11.857106575,11.857106575,11.857106575,3.186847935299556
Hyun Jin Ryu,547943,2527,5.149410368025326,2.925134083252354,3.6980873849813936,3.526901881433515,11.857106575,1.7958373839579225,2.869062104561221,2.992940544817352,11.857106575
Aaron Loup,571901,784,5.069681122448979,2.9301160764705885,11.857106575,2.661971138789012,11.857106575,3.6145423189140273,3.853621948235295,3.003224846334841,11.857106575
Trevor Bauer,545333,1784,5.215106502242152,2.9306053281733746,2.290624845472084,2.860191234055727,2.8239170503935243,6.072055639741064,4.105254996780185,3.3030868527682844,11.857106575
Adam Wainwright,425794,2954,5.07611374407583,2.9313912213247173,4.780688543957475,4.245320289249875,11.857106575,2.344533586279833,1.9623068609053285,2.121574386489837,11.857106575
Richard Rodríguez,593144,930,5.110913978494623,2.9369608134715026,2.612242604226786,11.857106575,4.917494013368667,11.857106575,11.857106575,11.857106575,11.857106575
Adam Cimber,643256,1020,5.090735294117647,2.9426231533789333,3.441093399371465,1.933037546647665,3.541558034174702,11.857106575,11.857106575,11.857106575,11.857106575
Shane McClanahan,663556,1954,5.188490276356192,2.9428029729729728,3.1225872445286336,11.857106575,2.493053924356404,4.50616803976588,2.677478622072072,11.857106575,11.857106575
Joe Smith,501925,644,5.205015527950311,2.955505098126207,3.785686748120301,2.3434701157444104,3.1141027172102325,11.857106575,11.857106575,11.857106575,11.857106575
José Berríos,621244,2778,5.083225341972643,2.963220328125,2.8928037229316543,3.2500845537587413,11.857106575,3.7405181731085526,2.380305362352072,11.857106575,11.857106575
Jeffrey Springs,605488,751,5.237549933422104,2.965581268656716,11.857106575,2.736280029211087,2.7220409286935365,3.5756939365850178,11.857106575,11.857106575,11.857106575
Casey Sadler,594987,555,5.03036036036036,2.973673217422381,11.857106575,2.828657811570248,11.857106575,11.857106575,4.129311242808994,2.1692058031555224,11.857106575
Paolo Espino,502179,1734,5.180311418685121,2.974235963525836,3.2578265144114877,11.857106575,1.8527535073428252,3.44051227887538,3.009127506643509,11.857106575,11.857106575
Tyler Alexander,641302,1580,5.122025316455696,2.983087043887148,4.128627168143985,3.6147868190016887,2.536605799373041,2.5417541629877105,11.857106575,2.5080763775562165,11.857106575
Danny Duffy,518633,1009,5.215222993062438,2.983689,2.2042717908460774,3.2587718270060395,3.867341748485388,3.712744039450026,3.3639129759362314,11.857106575,11.857106575
Josh Tomlin,458708,684,5.062909356725146,2.991543948968705,2.9316515576991464,11.857106575,11.857106575,11.857106575,3.5607650479054054,2.6760602853712148,11.857106575
Clayton Kershaw,477132,1800,5.115311111111111,3.000327177534247,2.898179739350723,11.857106575,2.808736251440718,11.857106575,3.8567190185157303,11.857106575,11.857106575
Bryse Wilson,669060,981,5.013455657492354,3.005585148648649,2.9281890834658184,3.3107357089098675,2.8363055426195425,3.1837090233747265,2.540266843111404,11.857106575,11.857106575
Max Fried,608331,2508,5.130283094098884,3.013197663983904,2.9916007035097625,3.404724660839636,2.847132720744356,4.335247050301812,2.8853473464513795,11.857106575,11.857106575
Jarlín García,606424,989,5.071011122345803,3.017986601941747,2.911748684896649,11.857106575,3.4425082426019413,2.798083707659115,11.857106575,11.857106575,11.857106575
Marco Gonzales,594835,2241,5.157126282909415,3.017988481395349,4.717441034124347,2.9499674474526145,11.857106575,2.511590707368696,2.6371420030789383,3.885552390606176,11.857106575
Michael Wacha,608379,1878,5.114680511182109,3.023059532674993,3.0183506307133485,2.1491049946524066,11.857106575,2.6884924439379327,4.26669531602974,3.1306207117551565,11.857106575
Jordan Romano,605447,957,5.12632183908046,3.024984110165696,2.730455555766492,11.857106575,3.5244381657947685,11.857106575,11.857106575,11.857106575,11.857106575
Wade Miley,489119,2592,5.164332561728394,3.0264506503067485,4.134469568823987,3.2723059598053736,3.2632934591169667,2.0460955352306454,4.701770427881479,3.0508326895462554,11.857106575
Garrett Crochet,676979,876,5.195479452054794,3.027723515337424,3.2716336786850824,11.857106575,2.2522604907975463,3.809322100826887,11.857106575,11.857106575,11.857106575
Drew Steckenrider,608716,1008,5.113263888888889,3.0278663201970444,2.6918023647694223,11.857106575,11.857106575,2.963922113793104,4.296222512743628,11.857106575,11.857106575
Zac Gallen,668678,2015,5.207841191066997,3.0317662946363817,3.053901073170732,11.857106575,2.4314216989966555,2.845807827916764,3.074536173448174,3.627630532544379,11.857106575
Logan Webb,657277,2214,5.098974706413731,3.034286393258427,5.04706936265577,2.81691247465968,3.0298904722980637,2.5407480056716865,11.857106575,2.9887871606292133,11.857106575
Tyler Glasnow,607192,1334,5.132721139430284,3.040871625,2.547519639515594,11.857106575,3.683086581408776,2.940746497933884,3.386069237704918,11.857106575,11.857106575
José Álvarez,501625,943,5.0671261930010605,3.0414240463917523,3.836949319024517,2.5119572173918248,3.0439370072471164,3.468828320020461,11.857106575,3.751389617010309,11.857106575
Corey Knebel,608349,398,5.124748743718593,3.0473216883116883,2.790036051610727,11.857106575,11.857106575,11.857106575,3.403207808538766,11.857106575,11.857106575
Andrew Heaney,571760,2253,5.240909897913893,3.051697349614396,2.678509023078608,11.857106575,11.857106575,3.924986101998305,3.3361192502765147,11.857106575,11.857106575
David Bednar,670280,934,5.134967880085653,3.054353934065934,2.5714370833772757,11.857106575,11.857106575,11.857106575,3.844146516383616,11.857106575,3.457697514889256
Elieser Hernández,622694,802,5.155897755610973,3.055432068570509,3.045223339190117,11.857106575,2.8265938077003123,3.73707374167742,11.857106575,11.857106575,11.857106575
John Curtiss,595928,703,5.156984352773827,3.0568098721804504,3.3843294014569,11.857106575,2.7264830326530607,11.857106575,11.857106575,11.857106575,11.857106575
Erik Swanson,657024,531,5.143992467043314,3.066191892548769,2.833682356967069,11.857106575,3.245994705370101,11.857106575,11.857106575,11.857106575,3.601130729919138
Lucas Giolito,608337,2872,5.15691504178273,3.0793278358208958,3.724259887829627,11.857106575,3.2431373671451658,1.9505624759664923,4.251177980099504,11.857106575,11.857106575
Anthony DeSclafani,543101,2558,5.114214229867083,3.083901244532804,2.780759063348377,3.734648089619309,2.6756564117589545,3.802634229956057,3.4359125944236064,11.857106575,11.857106575
Pablo López,641154,1669,5.157579388855602,3.0843868149350646,3.4716673860500293,3.7500699844619656,11.857106575,1.9374915656432288,4.780392405560065,3.1053947637069443,11.857106575
Matt Barnes,598264,874,5.168615560640732,3.084645146508902,3.4858754932802394,11.857106575,11.857106575,11.857106575,2.676001767926548,11.857106575,11.857106575
Ryne Harper,607560,559,5.133273703041145,3.086557738317757,4.396198351265103,11.857106575,3.0716640948498712,11.857106575,2.5476228513226675,11.857106575,11.857106575
Chris Sale,519242,736,5.227744565217392,3.08973571875,3.3903720445544554,2.9002656149999995,2.827877411637931,2.951535889072847,11.857106575,11.857106575,11.857106575
Luis Gil,661563,460,5.138543478260869,3.092349272727273,3.185849557663411,11.857106575,2.682882189854345,4.483875571253071,11.857106575,11.857106575,11.857106575
Tim Mayza,641835,837,5.136642771804062,3.0965529569892483,11.857106575,2.8879482897098465,3.6094445976142215,11.857106575,11.857106575,11.857106575,11.857106575
Kevin Gausman,592332,3002,5.137251832111925,3.096682359375,2.989795386619606,11.857106575,3.4985601367413293,4.77114028171875,11.857106575,11.857106575,2.872596347133192
Reynaldo López,625643,863,5.102665121668599,3.110848792918908,3.1435613210185176,11.857106575,2.785148026503505,4.405081225020644,4.036872749380677,11.857106575,11.857106575
Brandon Woodruff,605540,2810,5.119818505338079,3.1171427230483277,3.0208422832241566,3.342926767467042,2.48216653109574,3.492298436127069,2.952328542743054,11.857106575,11.857106575
Giovanny Gallegos,606149,1208,5.078352649006623,3.124387797261,3.7191004370894536,11.857106575,2.2458599664988115,4.451936317842325,11.857106575,11.857106575,11.857106575
Zach Eflin,621107,1615,5.097931888544892,3.1355679179810725,3.9955608746167854,3.539537765158949,2.400408153052891,2.122905200090131,3.23599489475688,11.857106575,11.857106575
Chris Flexen,623167,2811,5.114724297403059,3.1379530241187386,3.3461827799245665,11.857106575,11.857106575,3.3870506023572053,3.4469373922768263,2.56471680852176,11.857106575
Kenta Maeda,628317,1598,5.067690863579474,3.1423283887147337,4.169414823453976,4.936446214030916,2.228164961176754,3.354863892601881,4.13542353745541,11.857106575,2.85501133800182
Griffin Canning,656288,1008,5.141527777777777,3.149594477678572,3.575063260651023,11.857106575,2.1984071436982298,2.9768383600237542,4.026257514213463,11.857106575,11.857106575
Corbin Burnes,669203,2507,5.049437574790587,3.15095960479042,4.187461384615385,4.896179587359181,2.625388813689078,4.250191773108805,3.4629070001467,2.6046241796816387,11.857106575
Lance Lynn,458681,2501,5.140427828868452,3.1598770127388534,2.496981308759177,4.641009665241128,11.857106575,5.76643854255935,4.749831045704941,2.645008035717165,11.857106575
Luis Cessa,570666,946,5.053689217758986,3.159880481675421,4.18479011429852,4.176293366478218,2.8101284012332592,2.0827153537196987,11.857106575,11.857106575,11.857106575
José Ruiz,614179,1023,5.129755620723363,3.161044221114369,3.015358039060939,11.857106575,11.857106575,4.402261620374221,3.2794702869854477,11.857106575,11.857106575
Joe Ryan,657746,412,5.0913106796116505,3.1688958375,2.3991830667896683,11.857106575,3.384205220454544,5.039275479069768,6.73000261875,11.857106575,11.857106575
Luke Jackson,592426,1054,5.159620493358633,3.169487777377629,4.617263572950319,11.857106575,2.102473172427082,11.857106575,3.582408734585262,11.857106575,11.857106575
Aaron Ashby,676879,463,5.031922246220302,3.1724777002159827,11.857106575,4.252491505069422,2.003018329079682,3.395180072842105,3.697274842105263,11.857106575,11.857106575
Jordan Montgomery,656756,2568,5.1415732087227415,3.173537167491684,4.351259937517447,4.0682828497471295,11.857106575,1.901268582572968,2.7480631823495023,3.332832947923728,11.857106575
Eli Morgan,669212,1403,5.121803278688525,3.1748779893618155,3.5592275295262823,11.857106575,3.2203946502622025,2.131843133725781,4.131757174215132,11.857106575,11.857106575
Nick Sandlin,680704,565,5.185380530973451,3.17998651306405,3.7499375049504953,2.9905309446709385,3.1171769764752475,11.857106575,2.3859905346534656,11.857106575,11.857106575
Domingo Tapia,593619,480,5.008291666666667,3.1808328426980204,2.943375740763101,2.9525045346534653,3.987195282667829,3.6563867473095137,11.857106575,11.857106575,11.857106575
Steven Okert,595345,581,5.12065404475043,3.182393,5.551144915730337,4.901958546610169,1.6617761155523256,11.857106575,11.857106575,11.857106575,11.857106575
Connor Brogdon,641401,881,5.062758229284904,3.1826187572254336,3.2301188606993647,11.857106575,11.857106575,2.455571866590334,11.857106575,4.45320189725786,11.857106575
John King,667463,690,5.060188405797101,3.1842357209829872,11.857106575,2.914666434782609,4.143503994676131,3.0870130909090903,11.857106575,3.544474787723785,11.857106575
Edwin Díaz,621242,941,5.051487778958554,3.186318255319149,3.3090313601136447,11.857106575,2.9837552147287982,11.857106575,11.857106575,11.857106575,11.857106575
Sergio Romo,489265,1043,5.174362416107383,3.1890574216216216,3.9218061466216207,4.47058940253019,2.003953031966449,5.444971556904176,11.857106575,11.857106575,11.857106575
Seth Lugo,607625,665,5.002631578947368,3.1932435755395683,3.05330803057554,4.313593417481584,2.8662964964028776,3.0371960071942445,2.535921061713129,11.857106575,11.857106575
Chris Paddack,663978,1788,5.155850111856823,3.198151246153846,3.0570010955863807,11.857106575,11.857106575,2.5750992947460087,5.3210556881473465,11.857106575,11.857106575
Tim Hill,657612,941,5.08903294367694,3.2001487665326915,3.1821711180115613,3.06678427293685,3.619197489080752,11.857106575,11.857106575,11.857106575,11.857106575
Jesse Chavez,445926,503,5.051232604373757,3.202870070665118,11.857106575,2.8862348694869486,2.822952252475248,4.412110099009901,11.857106575,3.2840685106679683,11.857106575
Steven Matz,571927,2336,5.065205479452055,3.2064379845132747,11.857106575,3.215666386868873,4.33197816198538,2.5055245113005773,3.619388115398231,11.857106575,11.857106575
Shohei Ohtani,660271,2027,5.08067094227923,3.2070711867007677,4.228292810265002,11.857106575,1.3909100295694212,11.857106575,4.146520835966786,2.6755957093850764,3.0381572059217
Jameson Taillon,592791,2372,5.156155143338954,3.210103454965357,2.82654034318628,4.092945986848367,2.817385246937761,4.319801363652513,4.014797568775981,11.857106575,11.857106575
Dietrich Enns,608650,351,5.123960113960114,3.2150058323765784,3.725750868869936,11.857106575,11.857106575,11.857106575,0.1236101763907734,2.773137415778252,11.857106575
Robert Dugger,667498,395,5.114810126582279,3.2193210555318097,2.950984280441363,3.443561766233766,3.6427210401691337,11.857106575,3.122041984831169,11.857106575,11.857106575
Adbert Alzolay,640470,1955,5.086639386189258,3.2225495490716174,3.902617335726425,3.7684053530377657,2.626525057270316,3.80868376542952,2.838507135278514,2.060071387954718,11.857106575
Bailey Falter,663559,552,5.133333333333333,3.2228934950495054,2.6222685705445548,3.6080322675943273,3.314103500930544,3.336730903274944,5.034056569306932,11.857106575,11.857106575
Shane Bieber,669456,1559,5.113181526619628,3.2274124137931035,3.0419342104385305,11.857106575,3.2561752663580776,3.277837782144545,3.3442070174329497,3.9479605293103446,11.857106575
Lucas Sims,608371,804,5.1643905472636815,3.240638234042553,3.1372992169703147,11.857106575,2.995708242921763,11.857106575,3.6884505,11.857106575,11.857106575
Derek Holland,502706,809,5.127873918417801,3.2488733104089063,3.5011855424441327,3.258708788471737,11.857106575,3.972827608297742,2.9484553742712976,11.857106575,11.857106575
Austin Gomber,596295,1765,5.05785835694051,3.2522910867052026,3.5795378177600568,11.857106575,2.8302938063583816,2.977879827505789,3.360231365735503,11.857106575,11.857106575
Wandy Peralta,593974,758,5.017414248021108,3.256300235294118,4.852066469457014,4.289055178420539,2.9025412436974785,2.388523708978328,11.857106575,11.857106575,11.857106575
Alex Wood,622072,2114,5.052502365184484,3.2686256466346157,11.857106575,3.38822426855158,2.8926376253004817,3.5660573894657173,11.857106575,11.857106575,11.857106575
Tejay Antone,622088,506,5.047747035573122,3.2735890000978363,11.857106575,4.226983002429691,2.740786199679848,11.857106575,2.896173348334833,11.857106575,11.857106575
Camilo Doval,666808,437,5.098421052631579,3.2825808100686493,3.975580784946236,11.857106575,2.769042980079681,11.857106575,11.857106575,11.857106575,11.857106575
Chris Martin,455119,663,5.055143288084465,3.2915868230769227,4.051529384210527,3.5087938967213117,2.728090105714285,3.0292776,11.857106575,2.565693570731708,11.857106575
Spencer Turnbull,605513,766,5.037075718015666,3.294169936684073,3.480193747422681,3.52570505263158,2.32905015,2.6968239642857146,5.416561318965518,11.857106575,11.857106575
Matthew Boyd,571510,1237,5.058181083265966,3.2945007584745767,3.614466174957377,3.454002835020911,3.2543246657233658,2.6288771965613957,3.5238537072256904,11.857106575,11.857106575
Eduardo Rodriguez,593958,2645,5.136487712665407,3.2973904122621565,3.645627300642557,2.530935268837799,3.1851281658895423,2.891051595233519,11.857106575,3.551428710632204,11.857106575
Craig Stammen,489334,1297,4.994572089437162,3.298977806584135,11.857106575,3.5485209620642664,3.3603629433962268,11.857106575,2.806918718232476,3.600227269649596,11.857106575
Logan Allen,663531,750,5.015053333333333,3.302343701880794,4.1506733920156105,11.857106575,2.021894690610316,4.088533064712936,2.320200709555346,11.857106575,11.857106575
Trevor May,543507,1066,5.152138836772982,3.304720737954573,3.0423315221562053,11.857106575,3.5187542314438853,3.992541057172693,11.857106575,11.857106575,11.857106575
Casey Mize,663554,2168,4.966826568265683,3.306125634146341,3.5592518497597645,3.5097901402991134,2.189255209576376,11.857106575,4.5688538325358845,11.857106575,4.113858331445707
Brent Suter,608718,1203,5.098462177888612,3.306718472727273,2.789779451272107,6.42572406400742,11.857106575,5.03386905772325,3.9634475454545455,11.857106575,11.857106575
Michael Fulmer,605242,1043,5.011380632790028,3.3072574684407785,3.596120984319742,3.818157663728124,2.524710466919255,4.025242504509464,4.519440624401914,11.857106575,11.857106575
Rich Hill,448179,2485,5.037448692152918,3.308989821428572,2.762634027178277,4.763239103545527,3.097193823529412,4.383092403250775,3.839075722304934,3.170590174254634,11.857106575
Mike Minor,501985,2520,5.0697777777777775,3.309453415966387,3.625364368827823,11.857106575,2.794393792310221,3.314319007202881,3.128003727959698,11.857106575,11.857106575
Devin Williams,642207,959,5.183159541188739,3.3128869379562045,4.96087942,11.857106575,11.857106575,2.3492843195569963,11.857106575,6.7802551078431375,11.857106575
A.J. Minter,621345,857,5.118716452742124,3.314653968152866,3.2898534254985905,11.857106575,11.857106575,3.618482309647636,11.857106575,3.251721270217093,11.857106575
Chris Bassitt,605135,2381,5.020604787904242,3.3159081546610163,4.521770712500457,2.918142880455508,3.275351711837923,3.11454823713055,3.895832615279162,2.741512375650418,11.857106575
Tony Watson,453265,866,5.007413394919169,3.320160488372093,3.890209577558729,3.719046728419392,3.0419007641593407,2.87936100887501,11.857106575,11.857106575,11.857106575
Lance McCullers Jr.,621121,2699,5.1143905150055575,3.3235172094455847,11.857106575,4.098595266752545,2.1084912743151727,3.97971833455636,3.12619715506392,4.876050642874743,11.857106575
Dallas Keuchel,572971,2725,5.12856880733945,3.3268016666666664,5.897026157407406,3.703237705560965,4.070734928266178,3.1020709095096364,11.857106575,2.552865377877878,11.857106575
Brett Martin,656685,918,4.981285403050109,3.331258411764705,3.440841852771619,3.759312428436615,2.9040834780564264,11.857106575,3.0861144971590906,11.857106575,11.857106575
