pitcher,player_name,pitch_type,pitch_group,pitches,plv,plv_std,avg_velo,swing_rate,whiff_rate,e_xwoba_ip,plv_pctile
608371,"Sims, Lucas",ST,Breaking,382,5.7226,1.1158,84.105,0.4704,0.464,0.2993,98.5
701542,"Warren, Will",ST,Breaking,140,5.7219,1.2071,82.89,0.3627,0.5401,0.2921,98.4
643377,"Jax, Griffin",CU,Breaking,67,5.7185,1.6175,86.4672,0.5135,0.4623,0.3125,98.4
676879,"Ashby, Aaron",CU,Breaking,104,5.7179,1.2095,82.2067,0.3459,0.3591,0.3266,98.4
676680,"Cosgrove, Tom",ST,Breaking,165,5.7141,1.1337,76.84,0.4023,0.3185,0.293,98.3
543859,"Tonkin, Michael",ST,Breaking,135,5.7126,0.8354,80.6407,0.3508,0.4502,0.3036,98.3
579328,"Kikuchi, Yusei",FF,Fastball,1413,5.7109,1.169,95.5016,0.5095,0.3152,0.3747,98.2
669711,"Weissert, Greg",ST,Breaking,314,5.7108,1.1633,79.8675,0.3754,0.4195,0.3084,98.2
676282,"Cantillo, Joey",CU,Breaking,117,5.7073,1.3196,76.2094,0.4217,0.3582,0.33,98.2
676534,"Faucher, Calvin",CU,Breaking,217,5.7071,1.1853,85.6673,0.3711,0.451,0.3098,98.1
680694,"Bradish, Kyle",CU,Breaking,116,5.7016,1.427,84.0552,0.4294,0.4458,0.3249,98.1
519293,"Smith, Will",CU,Breaking,79,5.6995,0.9279,76.3342,0.2981,0.3618,0.3441,98.0
554340,"García, Yimi",CU,Breaking,127,5.6984,1.1696,84.1669,0.3391,0.3215,0.3326,98.0
622250,"Sborz, Josh",CU,Breaking,70,5.6979,1.3535,83.2714,0.4078,0.4608,0.3107,98.0
664854,"Helsley, Ryan",CU,Breaking,62,5.6959,1.2695,81.1597,0.3635,0.4597,0.3069,97.9
677161,"Kelly, Zack",ST,Breaking,260,5.6923,1.1098,82.2354,0.4746,0.4336,0.3051,97.9
594798,"deGrom, Jacob",FF,Fastball,79,5.6922,1.1549,97.3228,0.5459,0.2792,0.3704,97.8
573204,"Thielbar, Caleb",CU,Breaking,220,5.6903,1.2122,74.1395,0.3814,0.3799,0.327,97.8
685107,"Veneziano, Anthony",ST,Breaking,57,5.6873,1.0789,82.2491,0.4918,0.3518,0.3238,97.7
608379,"Wacha, Michael",CU,Breaking,219,5.6814,0.8478,75.2242,0.2335,0.3131,0.3127,97.7
657277,"Webb, Logan",ST,Breaking,680,5.6794,1.266,83.76,0.4334,0.4459,0.3027,97.7
684007,"Imanaga, Shota",ST,Breaking,196,5.6788,1.0693,81.6337,0.4673,0.5077,0.2827,97.6
641540,"Dunning, Dane",KC,Breaking,84,5.6775,0.9483,75.6631,0.2874,0.5514,0.2941,97.6
608331,"Fried, Max",CU,Breaking,586,5.6751,1.1851,74.6468,0.3943,0.3529,0.327,97.5
681911,"Vesia, Alex",FF,Fastball,776,5.6709,1.184,93.3434,0.5196,0.3447,0.3338,97.5
650633,"King, Michael",ST,Breaking,564,5.6707,1.1032,82.1161,0.3926,0.4505,0.3084,97.5
607481,"Bummer, Aaron",ST,Breaking,425,5.6699,1.0817,82.3365,0.454,0.4451,0.3086,97.4
622663,"Severino, Luis",ST,Breaking,574,5.669,1.3418,85.2,0.4773,0.4615,0.301,97.4
669302,"Gilbert, Logan",FS,Offspeed,398,5.6657,1.5638,84.4515,0.4746,0.5536,0.2837,97.3
671111,"Peralta, Sammy",ST,Breaking,71,5.6647,1.0925,78.7141,0.4088,0.3896,0.3056,97.3
676254,"Walker, Ryan",SL,Breaking,554,5.6645,1.1883,83.8596,0.4694,0.4341,0.3107,97.3
676617,"O'Brien, Riley",ST,Breaking,63,5.664,1.2135,82.7762,0.4071,0.4958,0.2971,97.2
683004,"Leiter, Jack",FF,Fastball,344,5.6635,1.1786,96.389,0.4984,0.3372,0.3574,97.2
664208,"Maton, Phil",ST,Breaking,272,5.6622,1.1364,80.846,0.4185,0.4076,0.3108,97.1
621199,"Bowman, Matt",ST,Breaking,133,5.6588,1.2698,82.6541,0.4683,0.4574,0.3035,97.1
684007,"Imanaga, Shota",CU,Breaking,84,5.6523,1.0478,72.706,0.2523,0.2409,0.3334,97.0
656876,"Rasmussen, Drew",FF,Fastball,173,5.6509,1.3132,97.4266,0.5468,0.2596,0.3601,97.0
689147,"Kerkering, Orion",ST,Breaking,642,5.6501,1.3085,86.2193,0.4539,0.4051,0.3165,97.0
666142,"Ragans, Cole",KC,Breaking,344,5.65,1.2224,80.7395,0.3334,0.4265,0.3202,96.9
656945,"Scott, Tanner",SL,Breaking,513,5.6469,1.6177,88.5361,0.5342,0.4819,0.3231,96.9
685801,"Bigge, Hunter",FF,Fastball,180,5.6449,0.9928,97.4833,0.4887,0.3122,0.3522,96.8
687330,"Kelly, Kevin",ST,Breaking,295,5.6443,0.83,77.2976,0.4474,0.4566,0.275,96.8
592351,"Gray, Jon",CU,Breaking,74,5.638,0.8962,78.85,0.311,0.4401,0.3129,96.8
621242,"Díaz, Edwin",FF,Fastball,591,5.6371,1.1608,97.5112,0.4349,0.3805,0.3384,96.7
594798,"deGrom, Jacob",SL,Breaking,78,5.6364,1.269,90.0077,0.5351,0.5421,0.2942,96.7
605483,"Snell, Blake",CU,Breaking,462,5.6319,1.6152,81.1015,0.4759,0.514,0.3235,96.6
601713,"Pivetta, Nick",CU,Breaking,402,5.6311,1.1846,80.0124,0.3869,0.3381,0.3402,96.6
661527,"Martinez, Seth",ST,Breaking,268,5.6295,1.0322,79.1134,0.4374,0.4541,0.297,96.6
623465,"Phillips, Evan",ST,Breaking,407,5.6291,1.2048,85.185,0.4546,0.4765,0.3026,96.5
607200,"Fedde, Erick",ST,Breaking,596,5.6281,0.9934,83.4584,0.4436,0.5141,0.2952,96.5
592866,"Williams, Trevor",ST,Breaking,229,5.6262,0.8541,77.0297,0.3565,0.5609,0.2939,96.4
688107,"Gasser, Robert",ST,Breaking,128,5.6247,1.1107,80.6445,0.4654,0.3909,0.3189,96.4
596133,"Weaver, Luke",FF,Fastball,824,5.6246,1.2061,95.6155,0.4653,0.3289,0.3483,96.4
663893,"Little, Brendon",KC,Breaking,228,5.6221,1.549,86.6912,0.4455,0.5654,0.2869,96.3
621383,"Banks, Tanner",ST,Breaking,178,5.6195,1.1519,82.0635,0.4888,0.4097,0.3044,96.3
664285,"Valdez, Framber",CU,Breaking,861,5.6191,1.4832,79.6429,0.4636,0.4843,0.3214,96.2
663704,"McArthur, James",CU,Breaking,304,5.6189,1.4333,83.7122,0.4859,0.446,0.3168,96.2
642016,"Robert, Daniel",ST,Breaking,57,5.6169,0.9838,83.2246,0.4623,0.4162,0.3142,96.1
663568,"Kolek, Stephen",SL,Breaking,78,5.6145,1.6046,88.2013,0.4295,0.5096,0.294,96.1
571948,"Milner, Hoby",ST,Breaking,337,5.6144,1.1641,79.5116,0.3621,0.3763,0.3146,96.1
681799,"Roberts, Ethan",ST,Breaking,281,5.6142,1.2656,81.2929,0.4415,0.4158,0.3173,96.0
694297,"Pfaadt, Brandon",ST,Breaking,789,5.6099,1.1117,84.8095,0.5067,0.4856,0.3011,96.0
668941,"Romero, JoJo",ST,Breaking,320,5.6057,1.323,83.9909,0.4734,0.5109,0.2993,95.9
656302,"Cease, Dylan",ST,Breaking,151,5.6055,1.069,82.5768,0.3098,0.5004,0.2948,95.9
519008,"McFarland, T.J.",ST,Breaking,321,5.6012,1.0946,78.2305,0.4061,0.3636,0.3042,95.9
606160,"Montero, Rafael",FF,Fastball,327,5.5987,1.1859,95.3122,0.4211,0.3443,0.3447,95.8
608331,"Fried, Max",ST,Breaking,169,5.5951,1.2063,80.6278,0.4146,0.3966,0.3032,95.8
660825,"Bazardo, Eduard",ST,Breaking,206,5.5945,1.2106,82.735,0.4527,0.4524,0.3122,95.7
669203,"Burnes, Corbin",SL,Breaking,383,5.5916,1.5147,87.577,0.4982,0.5988,0.2777,95.7
683004,"Leiter, Jack",CU,Breaking,76,5.5906,1.1122,81.3592,0.333,0.5027,0.3116,95.7
674072,"Henry, Tommy",SL,Breaking,60,5.5903,1.1498,82.9583,0.4269,0.5441,0.274,95.6
687863,"Hodge, Porter",ST,Breaking,248,5.5893,1.3477,82.9823,0.4443,0.4444,0.3159,95.6
679885,"Martinez, Justin",FS,Offspeed,256,5.5889,1.6785,89.8008,0.4983,0.5183,0.2868,95.5
605130,"Barlow, Scott",CU,Breaking,215,5.587,1.2784,77.3177,0.4066,0.5026,0.291,95.5
621381,"Strahm, Matt",FF,Fastball,561,5.5839,1.1997,93.3759,0.5359,0.2699,0.372,95.5
605513,"Turnbull, Spencer",ST,Breaking,329,5.5832,1.1652,83.8559,0.4839,0.4753,0.3059,95.4
624522,"Thompson, Keegan",ST,Breaking,76,5.5809,1.4537,84.4342,0.4382,0.6112,0.2728,95.4
682243,"Miller, Bryce",ST,Breaking,242,5.5808,1.2193,82.2926,0.3593,0.405,0.3131,95.3
676710,"Crawford, Kutter",KC,Breaking,202,5.5789,0.9292,77.3223,0.3021,0.2935,0.338,95.3
668868,"Thompson, Zack",CU,Breaking,59,5.577,1.1113,73.6898,0.3522,0.3201,0.3261,95.2
663687,"Harris, Hogan",CU,Breaking,190,5.576,1.1395,72.4295,0.3705,0.3176,0.3125,95.2
640462,"Puk, A.J.",ST,Breaking,192,5.5756,1.1208,81.4526,0.4861,0.4304,0.3187,95.2
661563,"Gil, Luis",FF,Fastball,1423,5.5755,1.2886,96.6017,0.4732,0.355,0.351,95.1
519151,"Pressly, Ryan",CU,Breaking,247,5.5744,1.5343,82.3526,0.4562,0.4417,0.3138,95.1
571760,"Heaney, Andrew",CU,Breaking,94,5.5687,1.0667,75.6872,0.3643,0.3049,0.3503,95.0
669713,"Wesneski, Hayden",ST,Breaking,437,5.5687,1.2485,82.3648,0.4507,0.4526,0.3069,95.0
677053,"Nardi, Andrew",FF,Fastball,591,5.5684,1.2376,93.9294,0.5013,0.3226,0.3532,95.0
666159,"Manning, Matt",ST,Breaking,187,5.5672,1.0222,84.1086,0.4448,0.4373,0.3135,94.9
642547,"Peralta, Freddy",CU,Breaking,230,5.5671,1.2541,78.3243,0.3784,0.4335,0.3168,94.9
665625,"Peguero, Elvis",SL,Breaking,419,5.5664,1.373,90.0621,0.509,0.5325,0.2909,94.8
673513,"Matsui, Yuki",ST,Breaking,70,5.5664,1.1446,80.8886,0.3372,0.3043,0.3234,94.8
666157,"Lodolo, Nick",CU,Breaking,509,5.5651,1.3852,81.6674,0.4474,0.4769,0.3136,94.8
666974,"Cano, Yennier",SL,Breaking,136,5.5646,1.41,87.0721,0.4184,0.579,0.2766,94.7
668933,"Ashcraft, Graham",SL,Breaking,429,5.564,1.3408,88.4476,0.4799,0.5004,0.2994,94.7
670280,"Bednar, David",FF,Fastball,586,5.5623,1.3289,97.1908,0.5013,0.3257,0.3465,94.6
681035,"Scott, Christian",ST,Breaking,159,5.5616,1.1416,83.2321,0.4716,0.4483,0.3043,94.6
663423,"Thornton, Trent",FF,Fastball,226,5.5615,1.2428,95.5128,0.5304,0.3169,0.3704,94.5
458677,"Wilson, Justin",SL,Breaking,207,5.5615,1.6758,88.3826,0.5159,0.5069,0.3009,94.5
642207,"Williams, Devin",CH,Offspeed,197,5.5595,1.4147,84.5919,0.5156,0.4779,0.2968,94.5
672782,"Gómez, Yoendrys",ST,Breaking,72,5.5592,1.3384,82.4847,0.4286,0.5563,0.2805,94.4
641482,"Cortes, Nestor",ST,Breaking,454,5.5584,1.0249,78.0542,0.3689,0.3643,0.3091,94.4
664776,"Cousins, Jake",ST,Breaking,423,5.5575,1.3559,82.0511,0.4138,0.5383,0.2967,94.3
670955,"Uceta, Edwin",FF,Fastball,279,5.5574,1.1153,94.152,0.4743,0.3073,0.3619,94.3
656464,"Ginkel, Kevin",SL,Breaking,458,5.5572,1.4674,87.4397,0.4761,0.5641,0.2917,94.3
608723,"Voth, Austin",ST,Breaking,232,5.556,1.2175,80.7741,0.4147,0.4892,0.3002,94.2
675989,"Bolton, Cody",ST,Breaking,77,5.5555,1.089,83.7299,0.4439,0.3909,0.3158,94.2
593423,"Montas, Frankie",ST,Breaking,114,5.5548,1.0233,84.8746,0.4096,0.5176,0.3101,94.1
669923,"Kirby, George",KC,Breaking,241,5.5548,1.5289,83.3353,0.4621,0.4401,0.3099,94.1
657649,"Koenig, Jared",CU,Breaking,133,5.5542,1.5132,81.0511,0.4749,0.4712,0.3041,94.1
656546,"Hoffman, Jeff",FF,Fastball,391,5.5536,1.1855,96.6463,0.5111,0.2752,0.368,94.0
595014,"Treinen, Blake",ST,Breaking,396,5.5528,1.297,84.0576,0.4506,0.4862,0.303,94.0
663362,"Waldron, Matt",ST,Breaking,486,5.5528,1.1158,79.286,0.4278,0.3634,0.3259,93.9
672391,"Ort, Kaleb",ST,Breaking,66,5.5521,1.2389,84.2485,0.4798,0.4604,0.3114,93.9
672335,"Pérez, Cionel",SV,Breaking,337,5.5516,1.2734,83.0605,0.4018,0.4681,0.3006,93.9
689690,"Jacob, Alek",FF,Fastball,56,5.5515,1.3453,87.0964,0.3939,0.3186,0.3415,93.8
672282,"Detmers, Reid",CU,Breaking,238,5.55,1.2095,75.0025,0.3518,0.3001,0.3312,93.8
657585,"Garrett, Reed",ST,Breaking,221,5.549,1.23,85.1873,0.3739,0.4624,0.3071,93.7
683003,"Jones, Jared",FF,Fastball,978,5.5474,1.2125,97.309,0.5176,0.3128,0.3592,93.7
689958,"Walters, Andrew",FF,Fastball,134,5.547,1.4158,96.0813,0.4526,0.3673,0.3461,93.6
666214,"Wentz, Joey",CU,Breaking,165,5.5468,1.4068,79.2794,0.4182,0.5263,0.3049,93.6
663158,"Suarez, Robert",FF,Fastball,700,5.5465,1.2519,99.105,0.554,0.3058,0.3514,93.6
663542,"Hudson, Bryan",ST,Breaking,216,5.5457,1.423,81.5278,0.4566,0.4797,0.3031,93.5
643256,"Cimber, Adam",SL,Breaking,147,5.5445,1.0888,73.4633,0.3266,0.3758,0.2809,93.5
669387,"Mlodzinski, Carmen",ST,Breaking,112,5.5445,1.2755,84.9312,0.5087,0.4516,0.3093,93.4
592426,"Jackson, Luke",CU,Breaking,149,5.5444,1.6227,84.5685,0.4589,0.4525,0.3208,93.4
656605,"Keller, Mitch",CU,Breaking,276,5.5442,1.0438,78.3188,0.332,0.3214,0.327,93.4
518886,"Kimbrel, Craig",KC,Breaking,278,5.5437,1.3019,84.255,0.4101,0.5071,0.3086,93.3
623149,"Sewald, Paul",FF,Fastball,389,5.5416,1.2557,91.3298,0.5547,0.3405,0.3611,93.3
679525,"Marsh, Alec",ST,Breaking,106,5.54,1.3302,86.0868,0.4739,0.5021,0.2947,93.2
680736,"Wrobleski, Justin",ST,Breaking,50,5.5387,1.4491,84.464,0.499,0.4562,0.31,93.2
678226,"Hernández, Daysbel",SL,Breaking,213,5.538,1.4593,88.8362,0.4916,0.5471,0.2919,93.2
518617,"Diekman, Jake",ST,Breaking,188,5.5371,1.3631,82.7564,0.3954,0.4347,0.2996,93.1
669211,"Akin, Keegan",FF,Fastball,701,5.5357,1.2018,93.89,0.5252,0.2719,0.367,93.1
808967,"Yamamoto, Yoshinobu",FS,Offspeed,399,5.5356,1.5482,90.3654,0.5741,0.4834,0.2898,93.0
657376,"Schmidt, Clarke",ST,Breaking,424,5.5347,1.2945,85.1047,0.409,0.428,0.32,93.0
679156,"Pennington, Walter",SL,Breaking,135,5.5326,1.5544,83.8422,0.4609,0.532,0.3047,93.0
547184,"Kelly, Michael",SL,Breaking,67,5.5316,1.1259,88.3418,0.4179,0.417,0.3246,92.9
621345,"Minter, A.J.",FF,Fastball,259,5.5309,1.2009,94.4641,0.4653,0.3032,0.363,92.9
680570,"Rodriguez, Grayson",CU,Breaking,296,5.5306,1.3271,81.2672,0.3874,0.3826,0.3268,92.8
554430,"Wheeler, Zack",ST,Breaking,436,5.53,1.1377,84.961,0.478,0.4929,0.3026,92.8
605177,"Chafin, Andrew",SL,Breaking,447,5.53,1.4555,82.1081,0.4313,0.6173,0.297,92.7
670990,"Ramírez, Yohan",ST,Breaking,239,5.5297,1.1593,81.6536,0.448,0.4697,0.2902,92.7
668678,"Gallen, Zac",KC,Breaking,724,5.5286,1.3575,80.9334,0.4951,0.4556,0.3128,92.7
650633,"King, Michael",SL,Breaking,189,5.5266,1.0546,85.5524,0.4171,0.472,0.3116,92.6
670970,"Morejon, Adrian",FF,Fastball,255,5.5263,1.1609,96.8275,0.547,0.3123,0.3488,92.6
696136,"Wicks, Jordan",SL,Breaking,51,5.5261,1.1158,85.9549,0.4104,0.5955,0.2732,92.5
665152,"Kremer, Dean",CU,Breaking,248,5.5258,0.9028,76.9677,0.2913,0.3026,0.3244,92.5
667297,"Nance, Tommy",CU,Breaking,121,5.5243,1.5305,84.5686,0.4034,0.3923,0.3135,92.5
554430,"Wheeler, Zack",CU,Breaking,330,5.5235,1.5186,81.7936,0.4416,0.5244,0.3045,92.4
680732,"Burke, Sean",FF,Fastball,125,5.5224,1.1908,95.264,0.4927,0.308,0.351,92.4
663574,"Santillan, Tony",SL,Breaking,124,5.5224,1.286,87.0685,0.4821,0.467,0.3028,92.3
658648,"Avila, Pedro",ST,Breaking,57,5.5216,0.9822,77.8509,0.3321,0.5208,0.2923,92.3
676534,"Faucher, Calvin",ST,Breaking,68,5.521,1.5585,88.2412,0.5189,0.4648,0.2983,92.3
607259,"Martinez, Nick",SL,Breaking,130,5.5197,1.2906,84.9454,0.4804,0.5632,0.2825,92.2
669302,"Gilbert, Logan",CU,Breaking,359,5.5192,1.3711,83.2128,0.438,0.5041,0.2989,92.2
605483,"Snell, Blake",FF,Fastball,821,5.5189,1.2291,95.8647,0.4569,0.2943,0.3405,92.1
680694,"Bradish, Kyle",SL,Breaking,201,5.5185,1.2664,88.2313,0.4991,0.472,0.3007,92.1
676092,"Snider, Collin",ST,Breaking,270,5.517,1.2733,82.4074,0.4863,0.4155,0.3102,92.0
668868,"Thompson, Zack",FO,Offspeed,79,5.517,1.2263,83.9089,0.4999,0.5141,0.3182,92.0
650893,"Cabrera, Génesis",FF,Fastball,218,5.5169,1.2461,95.8518,0.5553,0.2967,0.3569,92.0
681402,"Varland, Gus",FF,Fastball,253,5.5168,1.3889,95.2708,0.4886,0.2756,0.3734,91.9
666129,"Garrett, Braxton",SL,Breaking,155,5.5158,1.7391,82.8174,0.4677,0.4924,0.3168,91.9
607074,"Rodón, Carlos",SL,Breaking,927,5.5154,1.6966,86.8361,0.5,0.4991,0.3119,91.8
641154,"López, Pablo",CU,Breaking,313,5.5148,1.4054,82.415,0.4221,0.5046,0.3116,91.8
684007,"Imanaga, Shota",FF,Fastball,1343,5.5134,1.135,91.6539,0.5137,0.2738,0.3743,91.8
605463,"Scott, Tayler",FF,Fastball,600,5.5132,1.2841,92.7132,0.4285,0.3483,0.3459,91.7
664875,"Lawrence, Justin",ST,Breaking,458,5.513,1.247,83.0679,0.433,0.4715,0.3022,91.7
669459,"Nelson, Kyle",SL,Breaking,96,5.5113,1.3914,83.6885,0.4741,0.5253,0.2937,91.6
666142,"Ragans, Cole",SL,Breaking,414,5.5103,1.5999,85.9783,0.5008,0.5155,0.2973,91.6
606160,"Montero, Rafael",SL,Breaking,56,5.5093,1.2262,86.0714,0.4214,0.5804,0.2916,91.6
621053,"Ferguson, Tyler",ST,Breaking,198,5.5084,1.1814,84.5399,0.4941,0.4054,0.3221,91.5
518876,"Kelly, Merrill",SL,Breaking,143,5.5075,1.3845,85.5035,0.5231,0.559,0.2752,91.5
656427,"Flaherty, Jack",KC,Breaking,710,5.5073,1.3635,77.5294,0.4451,0.4607,0.3073,91.4
669854,"Blanco, Ronel",CU,Breaking,269,5.5062,1.3325,80.1409,0.3524,0.416,0.3201,91.4
681867,"Criswell, Cooper",ST,Breaking,471,5.506,1.2151,76.7631,0.4281,0.4045,0.2981,91.4
666171,"Zeferjahn, Ryan",FF,Fastball,74,5.504,0.9286,97.3054,0.4495,0.3243,0.3359,91.3
664776,"Cousins, Jake",SL,Breaking,70,5.5035,1.2157,81.3757,0.3715,0.5228,0.2993,91.3
663423,"Thornton, Trent",ST,Breaking,345,5.5031,1.251,81.8203,0.465,0.3742,0.315,91.2
543037,"Cole, Gerrit",FF,Fastball,901,5.5022,1.2598,96.0883,0.5166,0.2923,0.3529,91.2
669062,"Miller, Erik",ST,Breaking,214,5.5016,1.3627,83.2322,0.4501,0.4636,0.2885,91.1
621111,"Buehler, Walker",ST,Breaking,153,5.5014,1.303,82.185,0.4746,0.5731,0.2732,91.1
669461,"Liberatore, Matthew",CU,Breaking,104,5.5013,1.3085,77.949,0.3977,0.4108,0.3047,91.1
683003,"Jones, Jared",CU,Breaking,184,5.5007,1.0851,81.4011,0.3119,0.3427,0.3255,91.0
657697,"Nittoli, Vinny",FC,Fastball,127,5.4997,1.1608,89.2378,0.4903,0.3552,0.3383,91.0
656302,"Cease, Dylan",KC,Breaking,270,5.4996,1.3445,82.2478,0.3809,0.4646,0.3146,90.9
656641,"Latz, Jacob",FF,Fastball,411,5.4986,1.3754,94.9297,0.4731,0.3429,0.3409,90.9
607259,"Martinez, Nick",CU,Breaking,253,5.4984,1.2136,80.8352,0.3499,0.3666,0.3319,90.9
680885,"Schwellenbach, Spencer",CU,Breaking,275,5.4972,1.2686,80.6469,0.4191,0.4068,0.3305,90.8
669203,"Burnes, Corbin",ST,Breaking,72,5.4964,1.5908,84.2542,0.515,0.5566,0.2731,90.8
623149,"Sewald, Paul",ST,Breaking,263,5.496,1.1177,83.0167,0.4905,0.4194,0.3214,90.7
666157,"Lodolo, Nick",FF,Fastball,516,5.4956,1.2902,94.1663,0.3817,0.2691,0.3422,90.7
489446,"Yates, Kirby",FS,Offspeed,408,5.4956,1.2021,86.2811,0.4758,0.5083,0.2872,90.7
669022,"Gore, MacKenzie",FF,Fastball,1658,5.4954,1.2453,95.9996,0.5024,0.3011,0.3596,90.6
656756,"Montgomery, Jordan",CU,Breaking,593,5.4946,1.3827,79.2491,0.4333,0.4883,0.3237,90.6
687792,"Herz, DJ",KC,Breaking,53,5.4939,1.1498,81.2075,0.3054,0.3539,0.3428,90.5
642629,"Ramirez, Emmanuel",FS,Offspeed,142,5.4938,1.6189,84.4162,0.4868,0.5591,0.2904,90.5
640451,"Harvey, Hunter",CU,Breaking,87,5.4938,1.1664,82.3253,0.3429,0.467,0.3141,90.5
622554,"Domínguez, Seranthony",ST,Breaking,201,5.4936,1.3368,86.9697,0.4632,0.4998,0.2978,90.4
669211,"Akin, Keegan",SL,Breaking,419,5.4924,1.2589,85.5382,0.4533,0.4868,0.3078,90.4
666745,"Brito, Jhony",SL,Breaking,57,5.4918,0.9253,86.7509,0.3349,0.4568,0.2896,90.3
686752,"Pepiot, Ryan",FF,Fastball,1178,5.4917,1.3164,94.8519,0.49,0.2895,0.3516,90.3
623352,"Hader, Josh",SL,Breaking,340,5.4907,1.2936,85.5212,0.4588,0.5339,0.3239,90.2
694297,"Pfaadt, Brandon",CU,Breaking,150,5.4901,1.238,80.8207,0.3648,0.309,0.3392,90.2
673513,"Matsui, Yuki",FF,Fastball,440,5.49,1.3019,92.1732,0.4763,0.2846,0.3483,90.2
640462,"Puk, A.J.",FF,Fastball,507,5.4889,1.4589,95.5722,0.5229,0.3284,0.3596,90.1
678394,"Bello, Brayan",ST,Breaking,770,5.4888,1.3689,86.7719,0.4612,0.4585,0.3147,90.1
