pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_rate,whiff_rate,contact_rate,cs_rate,e_xwoba_ip,plv_pctile
669387,"Mlodzinski, Carmen",866,5.2915,1.3656,-0.045,0.4908,0.3825,0.6175,0.4734,0.3293,89.7
681799,"Roberts, Ethan",474,5.2911,1.4687,-0.0451,0.4589,0.3802,0.6198,0.496,0.3262,89.5
668881,"Greene, Hunter",2563,5.2908,1.3476,-0.0451,0.5117,0.3661,0.6339,0.473,0.3314,89.4
622250,"Sborz, Josh",299,5.2904,1.3205,-0.0451,0.4947,0.3836,0.6164,0.4855,0.3273,89.2
669022,"Gore, MacKenzie",2994,5.2897,1.4058,-0.0451,0.4789,0.3625,0.6375,0.4821,0.3414,89.1
671922,"Smith, Cade",1329,5.2878,1.329,-0.0452,0.5501,0.3347,0.6653,0.5351,0.3502,89.0
657746,"Ryan, Joe",2256,5.2868,1.3754,-0.0452,0.5151,0.3285,0.6715,0.5316,0.3404,88.8
685126,"Eisert, Brandon",171,5.2857,1.2196,-0.0452,0.4544,0.422,0.578,0.4333,0.3305,88.7
605463,"Scott, Tayler",1241,5.2852,1.4419,-0.0453,0.4503,0.3723,0.6277,0.4338,0.3245,88.6
663423,"Thornton, Trent",1139,5.284,1.4688,-0.0453,0.5038,0.3624,0.6376,0.497,0.3235,88.4
607455,"Banda, Anthony",960,5.2823,1.4844,-0.0454,0.4968,0.3804,0.6196,0.4793,0.3222,88.3
676092,"Snider, Collin",706,5.2817,1.4426,-0.0454,0.5025,0.3644,0.6356,0.4868,0.3251,88.1
676979,"Crochet, Garrett",2395,5.2811,1.4038,-0.0454,0.5382,0.3266,0.6734,0.5141,0.3447,88.0
681676,"Fernandez, Ryan",1204,5.2762,1.3844,-0.0456,0.4601,0.4156,0.5844,0.4385,0.3253,87.9
671305,"Otañez, Michel",601,5.2759,1.4687,-0.0456,0.4492,0.4084,0.5916,0.4551,0.3178,87.7
681035,"Scott, Christian",846,5.2757,1.3451,-0.0456,0.4936,0.3659,0.6341,0.4973,0.3393,87.6
666171,"Zeferjahn, Ryan",208,5.2722,1.3082,-0.0457,0.4697,0.34,0.66,0.4964,0.3317,87.4
669308,"Reynolds, Sean",225,5.2721,1.4281,-0.0457,0.4673,0.3554,0.6446,0.4488,0.3244,87.3
689690,"Jacob, Alek",268,5.2711,1.3681,-0.0458,0.3912,0.3097,0.6903,0.4973,0.3242,87.2
666157,"Lodolo, Nick",1863,5.2706,1.4312,-0.0458,0.4443,0.3207,0.6793,0.4866,0.3269,87.0
445276,"Jansen, Kenley",812,5.2672,1.2603,-0.0459,0.4975,0.2983,0.7017,0.5649,0.3449,86.9
592773,"Stanek, Ryne",1127,5.2656,1.393,-0.046,0.5137,0.3555,0.6445,0.465,0.3318,86.8
672578,"Hernández, Carlos",560,5.264,1.4355,-0.046,0.4938,0.3962,0.6038,0.4654,0.3289,86.6
677161,"Kelly, Zack",955,5.2628,1.3996,-0.0461,0.4862,0.3511,0.6489,0.4989,0.3257,86.5
664747,"Díaz, Alexis",977,5.2628,1.4176,-0.0461,0.4955,0.3748,0.6252,0.4687,0.34,86.3
666974,"Cano, Yennier",1028,5.2615,1.4318,-0.0461,0.4879,0.3641,0.6359,0.4667,0.2893,86.2
657508,"Baumann, Mike",1066,5.2595,1.4772,-0.0462,0.4825,0.3743,0.6257,0.4892,0.3324,86.1
663460,"Bubic, Kris",544,5.2549,1.3272,-0.0464,0.5044,0.3348,0.6652,0.5157,0.3359,85.9
502171,"Cobb, Alex",348,5.2528,1.4922,-0.0464,0.4594,0.3193,0.6807,0.4631,0.3094,85.8
678495,"Rodríguez, Randy",879,5.2475,1.3684,-0.0466,0.4731,0.3469,0.6531,0.4774,0.3314,85.7
642016,"Robert, Daniel",118,5.2465,1.1115,-0.0467,0.4444,0.3531,0.6469,0.405,0.3183,85.5
621237,"Alvarado, José",1115,5.2429,1.4433,-0.0468,0.453,0.3565,0.6435,0.4621,0.3184,85.4
686580,"Slaten, Justin",824,5.2408,1.3946,-0.0469,0.4956,0.3911,0.6089,0.4996,0.3319,85.2
666159,"Manning, Matt",578,5.2408,1.301,-0.0469,0.4527,0.3404,0.6596,0.5137,0.3347,85.1
666142,"Ragans, Cole",3285,5.2407,1.3839,-0.0469,0.4834,0.3595,0.6405,0.473,0.3362,85.0
676254,"Walker, Ryan",1235,5.2405,1.4697,-0.0469,0.4489,0.3067,0.6933,0.5345,0.3173,84.8
641941,"Pagán, Emilio",593,5.24,1.3864,-0.0469,0.517,0.3287,0.6713,0.5164,0.341,84.7
684007,"Imanaga, Shota",2590,5.2395,1.2858,-0.0469,0.507,0.3275,0.6725,0.4946,0.3443,84.6
670955,"Uceta, Edwin",712,5.2378,1.3388,-0.047,0.5097,0.3395,0.6605,0.4818,0.3327,84.4
572955,"Johnson, Pierce",929,5.2367,1.4812,-0.047,0.4604,0.3549,0.6451,0.4982,0.333,84.3
671737,"Bradley, Taj",2294,5.2346,1.4046,-0.0471,0.5009,0.3674,0.6326,0.4742,0.3291,84.1
660896,"Alcala, Jorge",1005,5.2313,1.3468,-0.0472,0.4948,0.3419,0.6581,0.5017,0.3284,84.0
554430,"Wheeler, Zack",3371,5.2299,1.4056,-0.0473,0.5031,0.3435,0.6565,0.4651,0.3288,83.9
592332,"Gausman, Kevin",2920,5.2298,1.2998,-0.0473,0.4951,0.344,0.656,0.4876,0.3389,83.7
668909,"Williams, Gavin",1408,5.2294,1.3822,-0.0473,0.4901,0.3529,0.6471,0.4788,0.3379,83.6
605154,"Brebbia, John",1023,5.2287,1.3851,-0.0473,0.4823,0.3535,0.6465,0.4788,0.3367,83.4
687863,"Hodge, Porter",662,5.2258,1.4205,-0.0474,0.4425,0.3788,0.6212,0.4937,0.3359,83.3
669302,"Gilbert, Logan",3041,5.2252,1.5106,-0.0474,0.5119,0.3926,0.6074,0.492,0.3334,83.2
656641,"Latz, Jacob",825,5.225,1.4071,-0.0475,0.4685,0.3761,0.6239,0.453,0.3242,83.0
543339,"Hudson, Daniel",1118,5.2249,1.3833,-0.0475,0.4758,0.4099,0.5901,0.4834,0.3328,82.9
663432,"Rainey, Tanner",985,5.2206,1.4269,-0.0476,0.448,0.3608,0.6392,0.4863,0.3427,82.8
680570,"Rodriguez, Grayson",1931,5.2179,1.4609,-0.0477,0.5067,0.3508,0.6492,0.5043,0.3397,82.6
572143,"Smith, Burch",911,5.2178,1.341,-0.0477,0.4944,0.3155,0.6845,0.5344,0.3419,82.5
622554,"Domínguez, Seranthony",1137,5.214,1.3887,-0.0478,0.4705,0.3644,0.6356,0.4862,0.3205,82.3
489446,"Yates, Kirby",1051,5.212,1.3416,-0.0479,0.4848,0.3358,0.6642,0.4617,0.3378,82.2
621051,"Wilson, Steven",623,5.2107,1.3061,-0.048,0.4367,0.3598,0.6402,0.4911,0.3272,82.1
656529,"Hentges, Sam",351,5.2096,1.46,-0.048,0.4978,0.3485,0.6515,0.5039,0.3417,81.9
680767,"Vodnik, Victor",1405,5.2092,1.4836,-0.048,0.4636,0.3659,0.6341,0.4708,0.3329,81.8
668678,"Gallen, Zac",2645,5.208,1.3776,-0.0481,0.4644,0.3623,0.6377,0.4266,0.328,81.7
607192,"Glasnow, Tyler",2011,5.2053,1.5083,-0.0482,0.4992,0.3742,0.6258,0.5093,0.3341,81.5
666808,"Doval, Camilo",1138,5.2044,1.4617,-0.0482,0.4755,0.4005,0.5995,0.4529,0.3072,81.4
571948,"Milner, Hoby",1043,5.2035,1.3493,-0.0482,0.4262,0.2731,0.7269,0.5056,0.3203,81.2
687330,"Kelly, Kevin",1052,5.2011,1.4604,-0.0483,0.4456,0.2849,0.7151,0.557,0.3113,81.1
694361,"Klein, Will",146,5.2009,1.4483,-0.0483,0.4659,0.3684,0.6316,0.4739,0.3377,81.0
641729,"Jiménez, Joe",1104,5.2002,1.4554,-0.0484,0.5165,0.3753,0.6247,0.5043,0.3368,80.8
642629,"Ramirez, Emmanuel",391,5.1996,1.4367,-0.0484,0.48,0.379,0.621,0.4604,0.3297,80.7
676083,"Junk, Janson",175,5.1968,1.3381,-0.0485,0.5148,0.3258,0.6742,0.5001,0.3366,80.6
657585,"Garrett, Reed",1107,5.1955,1.4997,-0.0485,0.4436,0.4074,0.5926,0.4166,0.3082,80.4
606160,"Montero, Rafael",708,5.194,1.3615,-0.0486,0.462,0.3452,0.6548,0.4206,0.3179,80.3
669923,"Kirby, George",2967,5.1939,1.471,-0.0486,0.5003,0.3198,0.6802,0.5016,0.3321,80.1
666207,"Pint, Riley",139,5.1901,1.7166,-0.0487,0.3694,0.4112,0.5888,0.4378,0.3112,80.0
688297,"Roycroft, Chris",596,5.1896,1.3959,-0.0487,0.4742,0.3085,0.6915,0.4964,0.3101,79.9
518617,"Diekman, Jake",653,5.1893,1.4959,-0.0487,0.4364,0.3313,0.6687,0.4811,0.3251,79.7
673929,"Leasure, Jordan",587,5.1892,1.4075,-0.0488,0.4826,0.3589,0.6411,0.4891,0.3401,79.6
656848,"Petersen, Michael",363,5.1887,1.4106,-0.0488,0.5414,0.3438,0.6562,0.486,0.3374,79.4
608723,"Voth, Austin",983,5.1881,1.4204,-0.0488,0.4719,0.3923,0.6077,0.454,0.3225,79.3
660825,"Bazardo, Eduard",441,5.1867,1.4089,-0.0488,0.4721,0.3525,0.6475,0.4696,0.3281,79.2
673540,"Senga, Kodai",168,5.186,1.5564,-0.0489,0.4363,0.3901,0.6099,0.4363,0.3351,79.0
656427,"Flaherty, Jack",3113,5.1849,1.4055,-0.0489,0.4563,0.3638,0.6362,0.4638,0.3358,78.9
571946,"Miller, Shelby",892,5.1849,1.2879,-0.0489,0.4916,0.3581,0.6419,0.5138,0.3462,78.8
677960,"Weathers, Ryan",1492,5.1849,1.4249,-0.0489,0.4734,0.3322,0.6678,0.4812,0.3361,78.6
678692,"Henriquez, Ronny",303,5.1847,1.4114,-0.0489,0.5031,0.3964,0.6036,0.4838,0.3242,78.5
670970,"Morejon, Adrian",1119,5.1847,1.4525,-0.0489,0.5248,0.3113,0.6887,0.5204,0.3261,78.3
669111,"McMillon, John",180,5.1845,1.5241,-0.0489,0.4314,0.4101,0.5899,0.4237,0.328,78.2
693433,"Woo, Bryan",1716,5.1843,1.413,-0.0489,0.5123,0.2949,0.7051,0.563,0.345,78.1
681517,"Leahy, Kyle",713,5.1823,1.4253,-0.049,0.5053,0.3666,0.6334,0.5125,0.3355,77.9
682243,"Miller, Bryce",2825,5.178,1.4607,-0.0492,0.4968,0.3188,0.6812,0.5005,0.3362,77.8
676534,"Faucher, Calvin",987,5.1773,1.4577,-0.0492,0.4507,0.3809,0.6191,0.4559,0.3247,77.7
694037,"Palencia, Daniel",263,5.1768,1.4813,-0.0492,0.496,0.3737,0.6263,0.5039,0.3317,77.5
693312,"Nicolas, Kyle",953,5.1764,1.4394,-0.0492,0.4378,0.3876,0.6124,0.4526,0.3263,77.4
679885,"Martinez, Justin",1177,5.1764,1.4347,-0.0492,0.488,0.3428,0.6572,0.4769,0.3066,77.2
670124,"Oller, Adam",745,5.1758,1.4839,-0.0492,0.4241,0.3238,0.6762,0.4719,0.3394,77.1
675627,"Grove, Michael",860,5.1758,1.5256,-0.0492,0.4971,0.3996,0.6004,0.4894,0.3189,77.0
621016,"Cuas, Jose",319,5.1757,1.4993,-0.0492,0.4319,0.3417,0.6583,0.4419,0.3149,76.8
669358,"Baz, Shane",1206,5.1753,1.4404,-0.0493,0.4943,0.3421,0.6579,0.5163,0.3401,76.7
678606,"Ferrer, Jose A.",476,5.1744,1.3695,-0.0493,0.4561,0.292,0.708,0.5467,0.3098,76.6
669199,"Bachar, Lake",161,5.1737,1.2594,-0.0493,0.4648,0.3653,0.6347,0.4519,0.3376,76.4
680739,"Winder, Josh",141,5.173,1.3888,-0.0493,0.4448,0.4227,0.5773,0.4117,0.3199,76.3
683769,"Gaddis, Hunter",1244,5.1728,1.3585,-0.0493,0.521,0.3361,0.6639,0.5161,0.335,76.1
678906,"Teng, Kai-Wei",204,5.1726,1.5235,-0.0494,0.3971,0.3649,0.6351,0.4535,0.3102,76.0
664126,"Fairbanks, Pete",729,5.1725,1.3527,-0.0494,0.46,0.308,0.692,0.5375,0.3376,75.9
605400,"Nola, Aaron",3354,5.1719,1.4578,-0.0494,0.4704,0.3303,0.6697,0.4722,0.329,75.7
621199,"Bowman, Matt",515,5.1717,1.5758,-0.0494,0.4613,0.3421,0.6579,0.4947,0.3159,75.6
665625,"Peguero, Elvis",829,5.1713,1.4934,-0.0494,0.4828,0.4011,0.5989,0.4551,0.2948,75.4
657376,"Schmidt, Clarke",1797,5.1709,1.534,-0.0494,0.4466,0.3507,0.6493,0.4785,0.3172,75.3
622259,"Wingenter, Trey",201,5.1704,1.5592,-0.0494,0.5084,0.3795,0.6205,0.4903,0.3361,75.2
642121,"Sulser, Cole",292,5.1696,1.4341,-0.0495,0.4648,0.3614,0.6386,0.45,0.3381,75.0
680704,"Sandlin, Nick",1026,5.1677,1.3811,-0.0495,0.4398,0.3833,0.6167,0.4331,0.32,74.9
657277,"Webb, Logan",3199,5.1677,1.5678,-0.0495,0.4634,0.3238,0.6762,0.4755,0.3163,74.8
641816,"Mahle, Tyler",229,5.1671,1.1654,-0.0496,0.4728,0.3127,0.6873,0.4796,0.3329,74.6
641360,"Bickford, Phil",191,5.166,1.4338,-0.0496,0.4523,0.3406,0.6594,0.4918,0.3477,74.5
676680,"Cosgrove, Tom",323,5.1658,1.4682,-0.0496,0.4441,0.273,0.727,0.5162,0.3116,74.3
694973,"Skenes, Paul",2125,5.1654,1.391,-0.0496,0.5119,0.341,0.659,0.4912,0.3174,74.2
680736,"Wrobleski, Justin",592,5.1641,1.4399,-0.0497,0.4858,0.3184,0.6816,0.5046,0.3485,74.1
687911,"King, Bryan",428,5.164,1.4528,-0.0497,0.5061,0.3552,0.6448,0.5242,0.3371,73.9
519151,"Pressly, Ryan",986,5.1639,1.5313,-0.0497,0.4858,0.3871,0.6129,0.4827,0.3282,73.8
669711,"Weissert, Greg",1072,5.1614,1.4052,-0.0498,0.4786,0.3129,0.6871,0.5351,0.3232,73.7
621345,"Minter, A.J.",540,5.1601,1.4497,-0.0498,0.5017,0.3426,0.6574,0.5025,0.3369,73.5
605121,"Anderson, Justin",945,5.1597,1.396,-0.0498,0.4465,0.3747,0.6253,0.4451,0.3234,73.4
676617,"O'Brien, Riley",224,5.1584,1.4418,-0.0499,0.4277,0.3691,0.6309,0.4467,0.3065,73.2
622491,"Castillo, Luis",2858,5.1581,1.4074,-0.0499,0.4885,0.3302,0.6698,0.4756,0.3263,73.1
608032,"Estévez, Carlos",883,5.1556,1.3793,-0.05,0.5393,0.3082,0.6918,0.5424,0.3455,73.0
667297,"Nance, Tommy",321,5.1553,1.5684,-0.05,0.4157,0.3288,0.6712,0.4929,0.3183,72.8
660600,"Paredes, Enoli",319,5.1552,1.4349,-0.05,0.412,0.3455,0.6545,0.4429,0.3279,72.7
700187,"Taylor, Troy",334,5.1532,1.4141,-0.0501,0.4516,0.322,0.678,0.484,0.3284,72.6
687922,"Lucas, Easton",246,5.1527,1.4001,-0.0501,0.4947,0.325,0.675,0.4682,0.3322,72.4
657097,"Webb, Jacob",948,5.1525,1.3343,-0.0501,0.4747,0.3538,0.6462,0.4859,0.3368,72.3
690829,"Joyce, Ben",541,5.1502,1.5988,-0.0502,0.4789,0.3248,0.6752,0.5258,0.3217,72.1
592779,"Stewart, Brock",302,5.1491,1.2923,-0.0502,0.5127,0.3629,0.6371,0.4997,0.3214,72.0
690544,"Horn, Bailey",303,5.1481,1.3274,-0.0502,0.4565,0.301,0.699,0.5704,0.3308,71.9
670036,"Festa, Matt",385,5.1481,1.4195,-0.0502,0.5383,0.3366,0.6634,0.537,0.3359,71.7
625643,"López, Reynaldo",2110,5.148,1.3485,-0.0502,0.4764,0.3273,0.6727,0.4971,0.3435,71.6
642397,"Soto, Gregory",1048,5.1474,1.4556,-0.0503,0.4652,0.3436,0.6564,0.4889,0.3115,71.4
641482,"Cortes, Nestor",2866,5.1473,1.3454,-0.0503,0.4666,0.3058,0.6942,0.5021,0.3389,71.3
663893,"Little, Brendon",731,5.1461,1.5489,-0.0503,0.4353,0.3805,0.6195,0.46,0.298,71.2
663546,"Hjelle, Sean",1209,5.1457,1.7031,-0.0503,0.4299,0.3121,0.6879,0.5108,0.3114,71.0
595897,"Burdi, Nick",262,5.1446,1.5794,-0.0504,0.4257,0.4014,0.5986,0.4463,0.3152,70.9
458677,"Wilson, Justin",816,5.1444,1.4558,-0.0504,0.5266,0.3199,0.6801,0.5104,0.3373,70.8
669622,"Bender, Anthony",981,5.1439,1.4896,-0.0504,0.4686,0.3184,0.6816,0.5172,0.3075,70.6
664208,"Maton, Phil",1246,5.1439,1.534,-0.0504,0.471,0.3674,0.6326,0.4724,0.3192,70.5
676684,"Vest, Will",1295,5.1438,1.4139,-0.0504,0.5186,0.32,0.68,0.52,0.3411,70.3
701581,"Festa, David",1099,5.1436,1.3451,-0.0504,0.4918,0.3685,0.6315,0.4703,0.3288,70.2
808967,"Yamamoto, Yoshinobu",1751,5.1424,1.4941,-0.0504,0.5089,0.3202,0.6798,0.5061,0.3381,70.1
664351,"Contreras, Luis",148,5.1413,1.3604,-0.0505,0.4382,0.4172,0.5828,0.4378,0.3274,69.9
621366,"Borucki, Ryan",201,5.1407,1.3656,-0.0505,0.49,0.3725,0.6275,0.469,0.3146,69.8
664076,"Cleavinger, Garrett",1108,5.14,1.4325,-0.0505,0.4975,0.3625,0.6375,0.4779,0.3261,69.7
592094,"Adam, Jason",1241,5.1375,1.3893,-0.0506,0.476,0.3565,0.6435,0.4549,0.3198,69.5
453286,"Scherzer, Max",669,5.1356,1.4725,-0.0507,0.4908,0.3395,0.6605,0.4917,0.3358,69.4
605130,"Barlow, Scott",1022,5.1334,1.4966,-0.0508,0.4053,0.4035,0.5965,0.4176,0.317,69.2
607644,"Means, John",320,5.1323,1.1745,-0.0508,0.4849,0.3047,0.6953,0.4885,0.329,69.1
672335,"Pérez, Cionel",898,5.1314,1.4921,-0.0508,0.437,0.3408,0.6592,0.4876,0.311,69.0
571760,"Heaney, Andrew",2731,5.1313,1.3985,-0.0509,0.4871,0.3186,0.6814,0.4876,0.347,68.8
643410,"Leiter Jr., Mark",1103,5.1302,1.5873,-0.0509,0.4477,0.384,0.616,0.4211,0.3213,68.7
543859,"Tonkin, Michael",1465,5.1294,1.4821,-0.0509,0.473,0.3493,0.6507,0.4695,0.3219,68.6
519242,"Sale, Chris",2815,5.1289,1.5031,-0.0509,0.4903,0.3114,0.6886,0.4969,0.3383,68.4
